county,precinct,office,district,party,office,early_voting,election_day,votes
Erath,Precinct 44 STP,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 44 STP,Straight Party,,,Under Votes,1,0,1
Erath,Precinct 44 STP,President,,REP,Mitt Romney \ Paul Ryan,1,0,1
Erath,Precinct 44 STP,President,,DEM,Barack Obama \ Joe Biden,0,0,0
Erath,Precinct 44 STP,President,,LIB,Gary Johnson \ Jim Gray,0,0,0
Erath,Precinct 44 STP,President,,GRN,Jill Stein \ Cheri Honkala,0,0,0
Erath,Precinct 44 STP,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 44 STP,President,,,Over Votes,0,0,0
Erath,Precinct 44 STP,President,,,Under Votes,0,0,0
Erath,Precinct 44 STP,US Senate,,REP,Ted Cruz,1,0,1
Erath,Precinct 44 STP,US Senate,,DEM,Paul Sadler,0,0,0
Erath,Precinct 44 STP,US Senate,,LIB,John Jay Myers,0,0,0
Erath,Precinct 44 STP,US Senate,,GRN,David B. Collins,0,0,0
Erath,Precinct 44 STP,US Senate,,,Over Votes,0,0,0
Erath,Precinct 44 STP,US Senate,,,Under Votes,0,0,0
Erath,Precinct 44 STP,US House,11,REP,Mike Conaway,1,0,1
Erath,Precinct 44 STP,US House,11,DEM,Jim Riley,0,0,0
Erath,Precinct 44 STP,US House,11,LIB,Scott J. Ballard,0,0,0
Erath,Precinct 44 STP,US House,11,,Over Votes,0,0,0
Erath,Precinct 44 STP,US House,11,,Under Votes,0,0,0
Erath,Precinct 44 STP,Railroad Commissioner,,REP,Christi Craddick,1,0,1
Erath,Precinct 44 STP,Railroad Commissioner,,DEM,Dale Henry,0,0,0
Erath,Precinct 44 STP,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,0,0,0
Erath,Precinct 44 STP,Railroad Commissioner,,GRN,Chris Kennedy,0,0,0
Erath,Precinct 44 STP,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 44 STP,Railroad Commissioner,,,Under Votes,0,0,0
Erath,Precinct 44 STP,Railroad Commissioner,unexpired,REP,Barry Smitherman,1,0,1
Erath,Precinct 44 STP,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,0,0,0
Erath,Precinct 44 STP,Railroad Commissioner,unexpired,GRN,Josh Wendel,0,0,0
Erath,Precinct 44 STP,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 44 STP,Railroad Commissioner,unexpired,,Under Votes,0,0,0
Erath,Precinct 44 STP,State Senate,30,REP,Craig Estes,1,0,1
Erath,Precinct 44 STP,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",0,0,0
Erath,Precinct 44 STP,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 44 STP,State Senate,30,,Under Votes,0,0,0
Erath,Precinct 44 STP,State House,59,REP,J.D. Sheffield,1,0,1
Erath,Precinct 44 STP,State House,59,DEM,Bill Norris,0,0,0
Erath,Precinct 44 STP,State House,59,,Over Votes,0,0,0
Erath,Precinct 44 STP,State House,59,,Under Votes,0,0,0
Erath,Precinct 45 STP,Ballots Cast,,,,663,370,1033
Erath,Precinct 45 STP,Straight Party,,REP,Republican Party,252,140,392
Erath,Precinct 45 STP,Straight Party,,DEM,Democratic Party,44,35,79
Erath,Precinct 45 STP,Straight Party,,LIB,Libertarian Party,4,4,8
Erath,Precinct 45 STP,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 45 STP,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 45 STP,Straight Party,,,Under Votes,363,191,554
Erath,Precinct 45 STP,President,,REP,Mitt Romney \ Paul Ryan,516,270,786
Erath,Precinct 45 STP,President,,DEM,Barack Obama \ Joe Biden,123,79,202
Erath,Precinct 45 STP,President,,LIB,Gary Johnson \ Jim Gray,11,12,23
Erath,Precinct 45 STP,President,,GRN,Jill Stein \ Cheri Honkala,2,2,4
Erath,Precinct 45 STP,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 45 STP,President,,,Over Votes,1,0,1
Erath,Precinct 45 STP,President,,,Under Votes,10,7,17
Erath,Precinct 45 STP,US Senate,,REP,Ted Cruz,496,260,756
Erath,Precinct 45 STP,US Senate,,DEM,Paul Sadler,132,74,206
Erath,Precinct 45 STP,US Senate,,LIB,John Jay Myers,17,15,32
Erath,Precinct 45 STP,US Senate,,GRN,David B. Collins,4,6,10
Erath,Precinct 45 STP,US Senate,,,Over Votes,0,0,0
Erath,Precinct 45 STP,US Senate,,,Under Votes,14,15,29
Erath,Precinct 45 STP,US House,25,REP,Roger Williams,361,256,617
Erath,Precinct 45 STP,US House,25,DEM,Elaine M. Henderson,95,77,172
Erath,Precinct 45 STP,US House,25,LIB,Betsy Dewey,19,20,39
Erath,Precinct 45 STP,US House,25,,Over Votes,5,0,5
Erath,Precinct 45 STP,US House,25,,Under Votes,53,17,70
Erath,Precinct 45 STP,Railroad Commissioner,,REP,Christi Craddick,487,254,741
Erath,Precinct 45 STP,Railroad Commissioner,,DEM,Dale Henry,123,77,200
Erath,Precinct 45 STP,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,17,13,30
Erath,Precinct 45 STP,Railroad Commissioner,,GRN,Chris Kennedy,9,10,19
Erath,Precinct 45 STP,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 45 STP,Railroad Commissioner,,,Under Votes,27,16,43
Erath,Precinct 45 STP,Railroad Commissioner,unexpired,REP,Barry Smitherman,498,267,765
Erath,Precinct 45 STP,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,58,37,95
Erath,Precinct 45 STP,Railroad Commissioner,unexpired,GRN,Josh Wendel,30,24,54
Erath,Precinct 45 STP,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 45 STP,Railroad Commissioner,unexpired,,Under Votes,77,42,119
Erath,Precinct 45 STP,State Senate,30,REP,Craig Estes,507,274,781
Erath,Precinct 45 STP,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",73,58,131
Erath,Precinct 45 STP,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 45 STP,State Senate,30,,Under Votes,83,38,121
Erath,Precinct 45 STP,State House,59,REP,J.D. Sheffield,515,276,791
Erath,Precinct 45 STP,State House,59,DEM,Bill Norris,125,80,205
Erath,Precinct 45 STP,State House,59,,Over Votes,0,0,0
Erath,Precinct 45 STP,State House,59,,Under Votes,23,14,37
Erath,Precinct 46 STP,Ballots Cast,,,,,,431
Erath,Precinct 46 STP,Straight Party,,REP,Republican Party,120,51,171
Erath,Precinct 46 STP,Straight Party,,DEM,Democratic Party,20,14,34
Erath,Precinct 46 STP,Straight Party,,LIB,Libertarian Party,2,2,4
Erath,Precinct 46 STP,Straight Party,,GRN,Green Party,0,1,1
Erath,Precinct 46 STP,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 46 STP,Straight Party,,,Under Votes,141,80,221
Erath,Precinct 46 STP,President,,REP,Mitt Romney \ Paul Ryan,234,106,340
Erath,Precinct 46 STP,President,,DEM,Barack Obama \ Joe Biden,38,31,69
Erath,Precinct 46 STP,President,,LIB,Gary Johnson \ Jim Gray,6,8,14
Erath,Precinct 46 STP,President,,GRN,Jill Stein \ Cheri Honkala,0,2,2
Erath,Precinct 46 STP,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 46 STP,President,,,Over Votes,0,0,0
Erath,Precinct 46 STP,President,,,Under Votes,5,1,6
Erath,Precinct 46 STP,US Senate,,REP,Ted Cruz,224,107,331
Erath,Precinct 46 STP,US Senate,,DEM,Paul Sadler,43,33,76
Erath,Precinct 46 STP,US Senate,,LIB,John Jay Myers,8,7,15
Erath,Precinct 46 STP,US Senate,,GRN,David B. Collins,3,0,3
Erath,Precinct 46 STP,US Senate,,,Over Votes,0,0,0
Erath,Precinct 46 STP,US Senate,,,Under Votes,5,1,6
Erath,Precinct 46 STP,US House,11,REP,Mike Conaway,221,105,326
Erath,Precinct 46 STP,US House,11,DEM,Jim Riley,38,30,68
Erath,Precinct 46 STP,US House,11,LIB,Scott J. Ballard,7,11,18
Erath,Precinct 46 STP,US House,11,,Over Votes,0,0,0
Erath,Precinct 46 STP,US House,11,,Under Votes,17,2,19
Erath,Precinct 46 STP,Railroad Commissioner,,REP,Christi Craddick,223,102,325
Erath,Precinct 46 STP,Railroad Commissioner,,DEM,Dale Henry,33,32,65
Erath,Precinct 46 STP,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,8,9,17
Erath,Precinct 46 STP,Railroad Commissioner,,GRN,Chris Kennedy,3,2,5
Erath,Precinct 46 STP,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 46 STP,Railroad Commissioner,,,Under Votes,16,3,19
Erath,Precinct 46 STP,Railroad Commissioner,unexpired,REP,Barry Smitherman,225,109,334
Erath,Precinct 46 STP,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,14,24,38
Erath,Precinct 46 STP,Railroad Commissioner,unexpired,GRN,Josh Wendel,5,3,8
Erath,Precinct 46 STP,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 46 STP,Railroad Commissioner,unexpired,,Under Votes,39,12,51
Erath,Precinct 46 STP,State Senate,30,REP,Craig Estes,214,109,323
Erath,Precinct 46 STP,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",23,28,51
Erath,Precinct 46 STP,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 46 STP,State Senate,30,,Under Votes,46,11,57
Erath,Precinct 46 STP,State House,59,REP,J.D. Sheffield,221,114,335
Erath,Precinct 46 STP,State House,59,DEM,Bill Norris,38,31,69
Erath,Precinct 46 STP,State House,59,,Over Votes,0,0,0
Erath,Precinct 46 STP,State House,59,,Under Votes,24,3,27
Erath,Precinct 47 STP ,Ballots Cast,,,,,,638
Erath,Precinct 47 STP ,Straight Party,,REP,Republican Party,191,84,275
Erath,Precinct 47 STP ,Straight Party,,DEM,Democratic Party,24,20,44
Erath,Precinct 47 STP ,Straight Party,,LIB,Libertarian Party,3,0,3
Erath,Precinct 47 STP ,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 47 STP ,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 47 STP ,Straight Party,,,Under Votes,225,91,316
Erath,Precinct 47 STP ,President,,REP,Mitt Romney \ Paul Ryan,380,150,530
Erath,Precinct 47 STP ,President,,DEM,Barack Obama \ Joe Biden,54,35,89
Erath,Precinct 47 STP ,President,,LIB,Gary Johnson \ Jim Gray,3,2,5
Erath,Precinct 47 STP ,President,,GRN,Jill Stein \ Cheri Honkala,0,1,1
Erath,Precinct 47 STP ,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 47 STP ,President,,,Over Votes,0,0,0
Erath,Precinct 47 STP ,President,,,Under Votes,6,7,13
Erath,Precinct 47 STP ,US Senate,,REP,Ted Cruz,370,143,513
Erath,Precinct 47 STP ,US Senate,,DEM,Paul Sadler,55,38,93
Erath,Precinct 47 STP ,US Senate,,LIB,John Jay Myers,4,4,8
Erath,Precinct 47 STP ,US Senate,,GRN,David B. Collins,0,5,5
Erath,Precinct 47 STP ,US Senate,,,Over Votes,0,0,0
Erath,Precinct 47 STP ,US Senate,,,Under Votes,14,5,19
Erath,Precinct 47 STP ,US House,25,REP,Roger Williams,355,138,493
Erath,Precinct 47 STP ,US House,25,DEM,Elaine M. Henderson,54,40,94
Erath,Precinct 47 STP ,US House,25,LIB,Betsy Dewey,6,7,13
Erath,Precinct 47 STP ,US House,25,,Over Votes,0,0,0
Erath,Precinct 47 STP ,US House,25,,Under Votes,28,10,38
Erath,Precinct 47 STP ,Railroad Commissioner,,REP,Christi Craddick,355,133,488
Erath,Precinct 47 STP ,Railroad Commissioner,,DEM,Dale Henry,57,40,97
Erath,Precinct 47 STP ,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,6,4,10
Erath,Precinct 47 STP ,Railroad Commissioner,,GRN,Chris Kennedy,1,8,9
Erath,Precinct 47 STP ,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 47 STP ,Railroad Commissioner,,,Under Votes,24,10,34
Erath,Precinct 47 STP ,Railroad Commissioner,unexpired,REP,Barry Smitherman,361,138,499
Erath,Precinct 47 STP ,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,22,20,42
Erath,Precinct 47 STP ,Railroad Commissioner,unexpired,GRN,Josh Wendel,11,14,25
Erath,Precinct 47 STP ,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 47 STP ,Railroad Commissioner,unexpired,,Under Votes,49,23,72
Erath,Precinct 47 STP ,State Senate,30,REP,Craig Estes,361,148,509
Erath,Precinct 47 STP ,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",23,26,49
Erath,Precinct 47 STP ,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 47 STP ,State Senate,30,,Under Votes,59,21,80
Erath,Precinct 47 STP ,State House,59,REP,J.D. Sheffield,366,150,516
Erath,Precinct 47 STP ,State House,59,DEM,Bill Norris,51,37,88
Erath,Precinct 47 STP ,State House,59,,Over Votes,0,0,0
Erath,Precinct 47 STP ,State House,59,,Under Votes,26,8,34
