county,precinct,office,district,candidate,party,early_voting,mail,election_day,votes
Collin,PCT 028,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,62,20,16,98
Collin,PCT 028,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,636,300,173,1109
Collin,PCT 028,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,393,134,151,678
Collin,PCT 028,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,40,10,17,67
Collin,PCT 028,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,10,3,5,18
Collin,PCT 028,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,648,302,183,1133
Collin,PCT 028,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,389,117,140,646
Collin,PCT 028,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,37,16,22,75
Collin,PCT 028,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,682,316,196,1194
Collin,PCT 028,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,181,52,70,303
Collin,PCT 028,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,676,316,196,1188
Collin,PCT 028,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,185,50,65,300
Collin,PCT 028,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,661,274,193,1128
Collin,PCT 028,"Member, State Board of Education, District 12",,Lois Parrott,DEM,408,108,153,669
Collin,PCT 028,State Senate,8,Ken Paxton,REP,667,264,183,1114
Collin,PCT 028,State Senate,8,"Jack G.B. Ternan, Jr",DEM,378,97,149,624
Collin,PCT 028,State Senate,8,Ed Kless,LIB,28,9,16,53
Collin,PCT 028,State Representative,66,Van Taylor,REP,733,272,216,1221
Collin,PCT 028,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,731,292,215,1238
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,666,279,186,1131
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,395,105,153,653
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,668,282,186,1136
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,394,104,154,652
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,675,277,179,1131
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,386,105,159,650
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,721,292,214,1227
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,661,278,185,1124
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,401,105,155,661
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,667,278,193,1138
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,395,104,144,643
Collin,PCT 028,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,727,289,213,1229
Collin,PCT 028,"District Judge, 199th Judicial District",,Angela Tucker,REP,730,269,213,1212
Collin,PCT 028,"District Judge, 380th Judicial District",,Ben Smith,REP,727,268,210,1205
Collin,PCT 028,"District Judge, 401st Judicial District",,Mark Rusch,REP,730,266,207,1203
Collin,PCT 028,"District Judge, 416th Judicial District",,Chris Oldner,REP,720,268,209,1197
Collin,PCT 028,"Judge, County Court at Law Number 2",,Barnett Walker,REP,719,265,208,1192
Collin,PCT 028,Sheriff,,Terry G. Box,REP,726,271,215,1212
Collin,PCT 028,County Tax Assessor-Collector,,Kenneth L. Maun,REP,746,271,218,1235
Collin,PCT 028,District Clerk,,Andrea Stroh Thompso,REP,723,271,209,1203
Collin,PCT 028,"Constable, Precinct No. 4",,Joe Wright,REP,724,267,209,1200
Collin,PCT 029,Straight Party,,Republican,REP,38,3,4,45
Collin,PCT 029,Straight Party,,Democrat,DEM,2,0,1,3
Collin,PCT 029,Straight Party,,Libertarian,LIB,1,0,0,1
Collin,PCT 029,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 029,President/Vice-President,,Romney/Ryan,REP,57,6,12,75
Collin,PCT 029,President/Vice-President,,Obama/Biden,DEM,4,0,3,7
Collin,PCT 029,President/Vice-President,,Johnson/Gray,LIB,0,1,0,1
Collin,PCT 029,President/Vice-President,,Stein/Honkala,GRN,0,0,0,0
Collin,PCT 029,President/Vice-President,,Write-in 50,NP,0,0,1,1
Collin,PCT 029,U.S. Senate,,Ted Cruz,REP,54,4,11,69
Collin,PCT 029,U.S. Senate,,Paul Sadler,DEM,5,1,2,8
Collin,PCT 029,U.S. Senate,,John Jay Myers,LIB,2,1,1,4
Collin,PCT 029,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Collin,PCT 029,U.S. House,4,Ralph M. Hall,REP,54,3,9,66
Collin,PCT 029,U.S. House,4,VaLinda Hathcox,DEM,4,0,4,8
Collin,PCT 029,U.S. House,4,Thomas Griffing,LIB,2,1,2,5
Collin,PCT 029,U.S. House,4,Write-in 40,NP,0,0,0,0
Collin,PCT 029,Railroad Commissioner,,Christi Craddick,REP,52,4,10,66
Collin,PCT 029,Railroad Commissioner,,Dale Henry,DEM,4,1,3,8
Collin,PCT 029,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,3,1,0,4
Collin,PCT 029,Railroad Commissioner,,Chris Kennedy,GRN,1,0,0,1
Collin,PCT 029,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,50,4,11,65
Collin,PCT 029,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,3,1,1,5
Collin,PCT 029,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,2,0,0,2
Collin,PCT 029,"Justice, Supreme Court, Place 2",,Don Willett,REP,52,4,11,67
Collin,PCT 029,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,4,1,2,7
Collin,PCT 029,"Justice, Supreme Court, Place 4",,John Devine,REP,50,4,11,65
Collin,PCT 029,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,4,1,2,7
Collin,PCT 029,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,2,0,0,2
Collin,PCT 029,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,49,4,10,63
Collin,PCT 029,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,5,1,4,10
Collin,PCT 029,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,3,1,0,4
Collin,PCT 029,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,0,0,0,0
Collin,PCT 029,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,49,4,10,63
Collin,PCT 029,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,5,1,4,10
Collin,PCT 029,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,3,1,0,4
Collin,PCT 029,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,51,4,10,65
Collin,PCT 029,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,5,1,3,9
Collin,PCT 029,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,50,4,11,65
Collin,PCT 029,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,4,1,2,7
Collin,PCT 029,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,52,3,10,65
Collin,PCT 029,"Member, State Board of Education, District 12",,Lois Parrott,DEM,4,0,3,7
Collin,PCT 029,State Senate,30,Craig Estes,REP,53,3,9,65
Collin,PCT 029,State Senate,30,Richard Wells Forsyt,LIB,4,1,3,8
Collin,PCT 029,State Representative,33,Scott Turner,REP,52,3,10,65
Collin,PCT 029,State Representative,33,Michael A. Carrasco,LIB,5,1,2,8
Collin,PCT 029,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,52,4,11,67
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,51,4,11,66
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,5,1,3,9
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,52,4,11,67
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,4,1,3,8
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,52,4,11,67
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,4,1,3,8
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,52,4,11,67
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,51,4,11,66
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,5,1,3,9
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,52,4,11,67
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,4,1,3,8
Collin,PCT 029,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,52,4,10,66
Collin,PCT 029,"District Judge, 199th Judicial District",,Angela Tucker,REP,52,3,10,65
Collin,PCT 029,"District Judge, 380th Judicial District",,Ben Smith,REP,52,3,10,65
Collin,PCT 029,"District Judge, 401st Judicial District",,Mark Rusch,REP,53,3,10,66
Collin,PCT 029,"District Judge, 416th Judicial District",,Chris Oldner,REP,51,3,10,64
Collin,PCT 029,"Judge, County Court at Law Number 2",,Barnett Walker,REP,52,3,10,65
Collin,PCT 029,Sheriff,,Terry G. Box,REP,53,3,10,66
Collin,PCT 029,County Tax Assessor-Collector,,Kenneth L. Maun,REP,53,3,10,66
Collin,PCT 029,District Clerk,,Andrea Stroh Thompso,REP,54,3,10,67
Collin,PCT 029,"County Commissioner, Precinct 1",,Matt Shaheen,REP,53,3,10,66
Collin,PCT 029,"Constable, Precinct No. 4",,Joe Wright,REP,53,3,10,66
Collin,PCT 030,Straight Party,,Republican,REP,1036,186,330,1552
Collin,PCT 030,Straight Party,,Democrat,DEM,387,54,132,573
Collin,PCT 030,Straight Party,,Libertarian,LIB,8,0,8,16
Collin,PCT 030,Straight Party,,Green,GRN,4,1,1,6
Collin,PCT 030,President/Vice-President,,Romney/Ryan,REP,1528,375,487,2390
Collin,PCT 030,President/Vice-President,,Obama/Biden,DEM,647,169,217,1033
Collin,PCT 030,President/Vice-President,,Johnson/Gray,LIB,18,2,15,35
Collin,PCT 030,President/Vice-President,,Stein/Honkala,GRN,7,3,5,15
Collin,PCT 030,President/Vice-President,,Write-in 50,NP,7,1,2,10
Collin,PCT 030,U.S. Senate,,Ted Cruz,REP,1466,362,480,2308
Collin,PCT 030,U.S. Senate,,Paul Sadler,DEM,621,153,195,969
Collin,PCT 030,U.S. Senate,,John Jay Myers,LIB,44,13,26,83
Collin,PCT 030,U.S. Senate,,David B. Collins,GRN,18,6,10,34
Collin,PCT 030,U.S. House,3,Sam Johnson,REP,1589,288,533,2410
Collin,PCT 030,Railroad Commissioner,,Christi Craddick,REP,1462,347,459,2268
Collin,PCT 030,Railroad Commissioner,,Dale Henry,DEM,561,139,187,887
Collin,PCT 030,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,41,9,29,79
Collin,PCT 030,Railroad Commissioner,,Chris Kennedy,GRN,36,11,12,59
Collin,PCT 030,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,1479,349,469,2297
Collin,PCT 030,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,240,66,111,417
Collin,PCT 030,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,123,26,35,184
Collin,PCT 030,"Justice, Supreme Court, Place 2",,Don Willett,REP,1522,370,495,2387
Collin,PCT 030,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,312,70,117,499
Collin,PCT 030,"Justice, Supreme Court, Place 4",,John Devine,REP,1479,356,482,2317
Collin,PCT 030,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,254,60,100,414
Collin,PCT 030,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,109,26,38,173
Collin,PCT 030,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,1403,337,432,2172
Collin,PCT 030,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,601,145,209,955
Collin,PCT 030,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,60,15,39,114
Collin,PCT 030,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,27,10,10,47
Collin,PCT 030,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,1436,341,459,2236
Collin,PCT 030,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,596,149,190,935
Collin,PCT 030,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,62,16,39,117
Collin,PCT 030,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,1496,348,485,2329
Collin,PCT 030,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,313,74,110,497
Collin,PCT 030,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,1492,348,489,2329
Collin,PCT 030,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,310,72,109,491
Collin,PCT 030,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,1453,259,460,2172
Collin,PCT 030,"Member, State Board of Education, District 12",,Lois Parrott,DEM,631,111,221,963
Collin,PCT 030,State Senate,8,Ken Paxton,REP,1479,266,485,2230
Collin,PCT 030,State Senate,8,"Jack G.B. Ternan, Jr",DEM,590,92,183,865
Collin,PCT 030,State Senate,8,Ed Kless,LIB,50,7,27,84
Collin,PCT 030,State Representative,33,Scott Turner,REP,1522,266,496,2284
Collin,PCT 030,State Representative,33,Michael A. Carrasco,LIB,301,35,112,448
Collin,PCT 030,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,1551,299,525,2375
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,1465,274,470,2209
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,602,115,211,928
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,1460,277,471,2208
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,608,115,209,932
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,1463,277,471,2211
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,597,111,206,914
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,1549,302,518,2369
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,1444,278,469,2191
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,616,112,210,938
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,1475,279,472,2226
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,584,109,203,896
Collin,PCT 030,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,1546,298,521,2365
Collin,PCT 030,"District Judge, 199th Judicial District",,Angela Tucker,REP,1554,266,521,2341
Collin,PCT 030,"District Judge, 380th Judicial District",,Ben Smith,REP,1535,265,517,2317
Collin,PCT 030,"District Judge, 401st Judicial District",,Mark Rusch,REP,1535,266,514,2315
Collin,PCT 030,"District Judge, 416th Judicial District",,Chris Oldner,REP,1543,265,512,2320
Collin,PCT 030,"Judge, County Court at Law Number 2",,Barnett Walker,REP,1534,265,514,2313
Collin,PCT 030,Sheriff,,Terry G. Box,REP,1555,273,518,2346
Collin,PCT 030,County Tax Assessor-Collector,,Kenneth L. Maun,REP,1577,278,524,2379
Collin,PCT 030,District Clerk,,Andrea Stroh Thompso,REP,1536,269,514,2319
Collin,PCT 030,"County Commissioner, Precinct 1",,Matt Shaheen,REP,1536,264,515,2315
Collin,PCT 030,"Constable, Precinct No. 4",,Joe Wright,REP,1559,266,527,2352
Collin,PCT 031,Straight Party,,Republican,REP,520,26,116,662
Collin,PCT 031,Straight Party,,Democrat,DEM,148,2,51,201
Collin,PCT 031,Straight Party,,Libertarian,LIB,2,0,4,6
Collin,PCT 031,Straight Party,,Green,GRN,0,0,1,1
Collin,PCT 031,President/Vice-President,,Romney/Ryan,REP,812,29,174,1015
Collin,PCT 031,President/Vice-President,,Obama/Biden,DEM,287,7,102,396
Collin,PCT 031,President/Vice-President,,Johnson/Gray,LIB,5,0,8,13
Collin,PCT 031,President/Vice-President,,Stein/Honkala,GRN,5,0,1,6
Collin,PCT 031,President/Vice-President,,Write-in 50,NP,0,0,2,2
Collin,PCT 031,U.S. Senate,,Ted Cruz,REP,770,28,177,975
Collin,PCT 031,U.S. Senate,,Paul Sadler,DEM,298,7,88,393
Collin,PCT 031,U.S. Senate,,John Jay Myers,LIB,15,0,11,26
Collin,PCT 031,U.S. Senate,,David B. Collins,GRN,4,0,2,6
Collin,PCT 031,U.S. House,3,Sam Johnson,REP,832,31,202,1065
Collin,PCT 031,Railroad Commissioner,,Christi Craddick,REP,780,31,167,978
Collin,PCT 031,Railroad Commissioner,,Dale Henry,DEM,242,3,76,321
Collin,PCT 031,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,20,0,14,34
Collin,PCT 031,Railroad Commissioner,,Chris Kennedy,GRN,10,0,6,16
Collin,PCT 031,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,773,31,163,967
Collin,PCT 031,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,93,0,52,145
Collin,PCT 031,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,63,1,14,78
Collin,PCT 031,"Justice, Supreme Court, Place 2",,Don Willett,REP,797,31,171,999
Collin,PCT 031,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,122,0,57,179
Collin,PCT 031,"Justice, Supreme Court, Place 4",,John Devine,REP,776,31,166,973
Collin,PCT 031,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,104,0,55,159
Collin,PCT 031,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,53,1,11,65
Collin,PCT 031,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,751,30,154,935
Collin,PCT 031,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,265,4,87,356
Collin,PCT 031,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,26,0,18,44
Collin,PCT 031,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,8,0,3,11
Collin,PCT 031,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,748,29,164,941
Collin,PCT 031,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,271,5,87,363
Collin,PCT 031,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,27,0,15,42
Collin,PCT 031,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,785,31,173,989
Collin,PCT 031,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,131,0,56,187
Collin,PCT 031,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,779,31,173,983
Collin,PCT 031,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,124,0,51,175
Collin,PCT 031,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,760,31,165,956
Collin,PCT 031,"Member, State Board of Education, District 12",,Lois Parrott,DEM,281,3,96,380
Collin,PCT 031,State Senate,8,Ken Paxton,REP,771,30,160,961
Collin,PCT 031,State Senate,8,"Jack G.B. Ternan, Jr",DEM,255,4,84,343
Collin,PCT 031,State Senate,8,Ed Kless,LIB,23,0,16,39
Collin,PCT 031,State Representative,66,Van Taylor,REP,800,31,188,1019
Collin,PCT 031,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,805,32,187,1024
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,771,30,169,970
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,255,4,87,346
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,773,30,171,974
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,261,4,86,351
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,758,30,166,954
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,265,4,89,358
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,796,31,184,1011
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,761,30,164,955
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,272,4,94,370
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,769,30,170,969
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,262,4,87,353
Collin,PCT 031,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,795,31,190,1016
Collin,PCT 031,"District Judge, 199th Judicial District",,Angela Tucker,REP,793,31,191,1015
Collin,PCT 031,"District Judge, 380th Judicial District",,Ben Smith,REP,793,31,192,1016
Collin,PCT 031,"District Judge, 401st Judicial District",,Mark Rusch,REP,791,31,191,1013
Collin,PCT 031,"District Judge, 416th Judicial District",,Chris Oldner,REP,791,31,190,1012
Collin,PCT 031,"Judge, County Court at Law Number 2",,Barnett Walker,REP,792,31,190,1013
Collin,PCT 031,Sheriff,,Terry G. Box,REP,794,31,191,1016
Collin,PCT 031,County Tax Assessor-Collector,,Kenneth L. Maun,REP,819,31,195,1045
Collin,PCT 031,District Clerk,,Andrea Stroh Thompso,REP,795,31,189,1015
Collin,PCT 031,"Justice of the Peace, Precinct No. 3, Place 1",,Chuck Ruckel,REP,793,31,188,1012
Collin,PCT 031,"Constable, Precinct No. 3",,Sammy Knapp,REP,787,31,191,1009
Collin,PCT 032,Straight Party,,Republican,REP,501,24,107,632
Collin,PCT 032,Straight Party,,Democrat,DEM,209,0,77,286
Collin,PCT 032,Straight Party,,Libertarian,LIB,4,0,3,7
Collin,PCT 032,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 032,President/Vice-President,,Romney/Ryan,REP,802,35,195,1032
Collin,PCT 032,President/Vice-President,,Obama/Biden,DEM,360,4,158,522
Collin,PCT 032,President/Vice-President,,Johnson/Gray,LIB,12,0,14,26
Collin,PCT 032,President/Vice-President,,Stein/Honkala,GRN,0,0,3,3
Collin,PCT 032,President/Vice-President,,Write-in 50,NP,3,0,0,3
Collin,PCT 032,U.S. Senate,,Ted Cruz,REP,754,30,192,976
Collin,PCT 032,U.S. Senate,,Paul Sadler,DEM,360,8,134,502
Collin,PCT 032,U.S. Senate,,John Jay Myers,LIB,24,0,16,40
Collin,PCT 032,U.S. Senate,,David B. Collins,GRN,7,0,7,14
Collin,PCT 032,U.S. House,3,Sam Johnson,REP,813,32,224,1069
Collin,PCT 032,Railroad Commissioner,,Christi Craddick,REP,759,36,182,977
Collin,PCT 032,Railroad Commissioner,,Dale Henry,DEM,315,2,120,437
Collin,PCT 032,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,26,0,17,43
Collin,PCT 032,Railroad Commissioner,,Chris Kennedy,GRN,14,0,14,28
Collin,PCT 032,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,767,36,178,981
Collin,PCT 032,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,119,1,60,180
Collin,PCT 032,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,54,0,33,87
Collin,PCT 032,"Justice, Supreme Court, Place 2",,Don Willett,REP,790,36,193,1019
Collin,PCT 032,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,141,1,73,215
Collin,PCT 032,"Justice, Supreme Court, Place 4",,John Devine,REP,763,36,180,979
Collin,PCT 032,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,124,0,60,184
Collin,PCT 032,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,56,0,31,87
Collin,PCT 032,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,728,33,164,925
Collin,PCT 032,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,334,5,132,471
Collin,PCT 032,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,36,0,23,59
Collin,PCT 032,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,10,0,11,21
Collin,PCT 032,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,728,35,174,937
Collin,PCT 032,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,336,3,128,467
Collin,PCT 032,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,40,0,26,66
Collin,PCT 032,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,753,34,185,972
Collin,PCT 032,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,162,2,78,242
Collin,PCT 032,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,754,36,183,973
Collin,PCT 032,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,159,2,79,240
Collin,PCT 032,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,758,35,176,969
Collin,PCT 032,"Member, State Board of Education, District 12",,Lois Parrott,DEM,345,4,152,501
Collin,PCT 032,State Senate,8,Ken Paxton,REP,745,34,180,959
Collin,PCT 032,State Senate,8,"Jack G.B. Ternan, Jr",DEM,331,4,126,461
Collin,PCT 032,State Senate,8,Ed Kless,LIB,32,0,30,62
Collin,PCT 032,State Representative,67,Jeff Leach,REP,804,31,205,1040
Collin,PCT 032,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,800,31,199,1030
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,761,35,183,979
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,331,4,132,467
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,753,34,178,965
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,338,4,139,481
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,754,32,179,965
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,331,6,135,472
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,789,31,201,1021
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,753,34,175,962
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,338,4,138,480
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,761,35,184,980
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,331,3,133,467
Collin,PCT 032,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,794,31,199,1024
Collin,PCT 032,"District Judge, 199th Judicial District",,Angela Tucker,REP,791,31,200,1022
