county,precinct,office,district,candidate,party,early_voting,mail,election_day,votes
Collin,PCT 005,State Representative,67,Jeff Leach,REP,385,187,74,646
Collin,PCT 005,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,378,196,74,648
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,377,184,67,628
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,102,70,36,208
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,376,181,66,623
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,104,74,36,214
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,369,183,68,620
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,108,71,35,214
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,384,193,72,649
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,370,181,68,619
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,111,73,34,218
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,375,184,69,628
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,103,70,32,205
Collin,PCT 005,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,378,192,73,643
Collin,PCT 005,"District Judge, 199th Judicial District",,Angela Tucker,REP,378,182,75,635
Collin,PCT 005,"District Judge, 380th Judicial District",,Ben Smith,REP,380,180,72,632
Collin,PCT 005,"District Judge, 401st Judicial District",,Mark Rusch,REP,376,182,73,631
Collin,PCT 005,"District Judge, 416th Judicial District",,Chris Oldner,REP,379,182,72,633
Collin,PCT 005,"Judge, County Court at Law Number 2",,Barnett Walker,REP,379,181,73,633
Collin,PCT 005,Sheriff,,Terry G. Box,REP,381,184,75,640
Collin,PCT 005,County Tax Assessor-Collector,,Kenneth L. Maun,REP,385,185,74,644
Collin,PCT 005,District Clerk,,Andrea Stroh Thompso,REP,379,183,73,635
Collin,PCT 005,"County Commissioner, Precinct 3",,Chris Hill,REP,378,179,73,630
Collin,PCT 005,"Justice of the Peace, Precinct No. 3, Place 1",,Chuck Ruckel,REP,377,179,73,629
Collin,PCT 005,"Constable, Precinct No. 3",,Sammy Knapp,REP,377,181,74,632
Collin,PCT 006,Straight Party,,Republican,REP,969,57,326,1352
Collin,PCT 006,Straight Party,,Democrat,DEM,502,22,215,739
Collin,PCT 006,Straight Party,,Libertarian,LIB,11,1,5,17
Collin,PCT 006,Straight Party,,Green,GRN,1,0,1,2
Collin,PCT 006,President/Vice-President,,Romney/Ryan,REP,1412,95,485,1992
Collin,PCT 006,President/Vice-President,,Obama/Biden,DEM,787,48,336,1171
Collin,PCT 006,President/Vice-President,,Johnson/Gray,LIB,29,2,17,48
Collin,PCT 006,President/Vice-President,,Stein/Honkala,GRN,3,1,4,8
Collin,PCT 006,President/Vice-President,,Write-in 50,NP,5,0,7,12
Collin,PCT 006,U.S. Senate,,Ted Cruz,REP,1365,90,464,1919
Collin,PCT 006,U.S. Senate,,Paul Sadler,DEM,763,47,304,1114
Collin,PCT 006,U.S. Senate,,John Jay Myers,LIB,53,4,35,92
Collin,PCT 006,U.S. Senate,,David B. Collins,GRN,4,0,8,12
Collin,PCT 006,U.S. House,3,Sam Johnson,REP,1516,89,550,2155
Collin,PCT 006,Railroad Commissioner,,Christi Craddick,REP,1367,83,456,1906
Collin,PCT 006,Railroad Commissioner,,Dale Henry,DEM,698,38,282,1018
Collin,PCT 006,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,50,3,29,82
Collin,PCT 006,Railroad Commissioner,,Chris Kennedy,GRN,32,4,14,50
Collin,PCT 006,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,1390,87,465,1942
Collin,PCT 006,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,264,10,116,390
Collin,PCT 006,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,87,5,46,138
Collin,PCT 006,"Justice, Supreme Court, Place 2",,Don Willett,REP,1436,93,489,2018
Collin,PCT 006,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,294,13,141,448
Collin,PCT 006,"Justice, Supreme Court, Place 4",,John Devine,REP,1393,89,472,1954
Collin,PCT 006,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,281,14,121,416
Collin,PCT 006,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,74,4,42,120
Collin,PCT 006,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,1320,83,442,1845
Collin,PCT 006,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,744,41,296,1081
Collin,PCT 006,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,68,6,33,107
Collin,PCT 006,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,9,0,7,16
Collin,PCT 006,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,1357,86,462,1905
Collin,PCT 006,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,711,42,277,1030
Collin,PCT 006,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,62,5,36,103
Collin,PCT 006,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,1419,90,491,2000
Collin,PCT 006,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,292,16,132,440
Collin,PCT 006,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,1421,91,489,2001
Collin,PCT 006,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,284,13,126,423
Collin,PCT 006,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,1362,79,460,1901
Collin,PCT 006,"Member, State Board of Education, District 12",,Lois Parrott,DEM,765,40,308,1113
Collin,PCT 006,State Senate,8,Ken Paxton,REP,1335,82,461,1878
Collin,PCT 006,State Senate,8,"Jack G.B. Ternan, Jr",DEM,720,37,273,1030
Collin,PCT 006,State Senate,8,Ed Kless,LIB,105,4,53,162
Collin,PCT 006,State Representative,89,Jodie Laubenberg,REP,1492,80,532,2104
Collin,PCT 006,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,1493,82,532,2107
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,1361,82,476,1919
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,745,40,287,1072
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,1373,82,473,1928
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,741,37,291,1069
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,1379,82,470,1931
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,728,39,286,1053
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,1480,82,532,2094
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,1355,82,465,1902
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,756,38,299,1093
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,1376,81,473,1930
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,731,38,289,1058
Collin,PCT 006,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,1491,79,524,2094
Collin,PCT 006,"District Judge, 199th Judicial District",,Angela Tucker,REP,1499,74,523,2096
Collin,PCT 006,"District Judge, 380th Judicial District",,Ben Smith,REP,1486,74,519,2079
Collin,PCT 006,"District Judge, 401st Judicial District",,Mark Rusch,REP,1483,74,522,2079
Collin,PCT 006,"District Judge, 416th Judicial District",,Chris Oldner,REP,1484,76,519,2079
Collin,PCT 006,"Judge, County Court at Law Number 2",,Barnett Walker,REP,1478,75,518,2071
Collin,PCT 006,Sheriff,,Terry G. Box,REP,1504,75,526,2105
Collin,PCT 006,County Tax Assessor-Collector,,Kenneth L. Maun,REP,1523,76,538,2137
Collin,PCT 006,District Clerk,,Andrea Stroh Thompso,REP,1489,75,522,2086
Collin,PCT 006,"County Commissioner, Precinct 3",,Chris Hill,REP,1486,75,514,2075
Collin,PCT 006,"Justice of the Peace, Precinct No. 3, Place 1",,Chuck Ruckel,REP,1487,75,515,2077
Collin,PCT 006,"Constable, Precinct No. 3",,Sammy Knapp,REP,1490,76,517,2083
Collin,PCT 007,Straight Party,,Republican,REP,274,222,97,593
Collin,PCT 007,Straight Party,,Democrat,DEM,158,80,69,307
Collin,PCT 007,Straight Party,,Libertarian,LIB,5,0,3,8
Collin,PCT 007,Straight Party,,Green,GRN,2,0,0,2
Collin,PCT 007,President/Vice-President,,Romney/Ryan,REP,411,325,135,871
Collin,PCT 007,President/Vice-President,,Obama/Biden,DEM,254,213,113,580
Collin,PCT 007,President/Vice-President,,Johnson/Gray,LIB,7,6,6,19
Collin,PCT 007,President/Vice-President,,Stein/Honkala,GRN,3,1,1,5
Collin,PCT 007,President/Vice-President,,Write-in 50,NP,2,0,1,3
Collin,PCT 007,U.S. Senate,,Ted Cruz,REP,394,316,124,834
Collin,PCT 007,U.S. Senate,,Paul Sadler,DEM,248,188,107,543
Collin,PCT 007,U.S. Senate,,John Jay Myers,LIB,9,11,6,26
Collin,PCT 007,U.S. Senate,,David B. Collins,GRN,3,1,4,8
Collin,PCT 007,U.S. House,3,Sam Johnson,REP,439,308,157,904
Collin,PCT 007,Railroad Commissioner,,Christi Craddick,REP,381,309,128,818
Collin,PCT 007,Railroad Commissioner,,Dale Henry,DEM,227,159,94,480
Collin,PCT 007,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,20,11,9,40
Collin,PCT 007,Railroad Commissioner,,Chris Kennedy,GRN,10,8,5,23
Collin,PCT 007,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,392,325,130,847
Collin,PCT 007,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,77,59,42,178
Collin,PCT 007,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,31,22,18,71
Collin,PCT 007,"Justice, Supreme Court, Place 2",,Don Willett,REP,408,333,137,878
Collin,PCT 007,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,100,67,45,212
Collin,PCT 007,"Justice, Supreme Court, Place 4",,John Devine,REP,396,318,135,849
Collin,PCT 007,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,80,61,39,180
Collin,PCT 007,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,34,24,14,72
Collin,PCT 007,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,374,292,116,782
Collin,PCT 007,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,238,175,99,512
Collin,PCT 007,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,19,16,11,46
Collin,PCT 007,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,8,3,3,14
Collin,PCT 007,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,375,300,121,796
Collin,PCT 007,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,237,169,94,500
Collin,PCT 007,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,24,16,15,55
Collin,PCT 007,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,393,321,132,846
Collin,PCT 007,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,102,78,51,231
Collin,PCT 007,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,395,321,134,850
Collin,PCT 007,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,94,75,47,216
Collin,PCT 007,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,390,282,120,792
Collin,PCT 007,"Member, State Board of Education, District 12",,Lois Parrott,DEM,243,143,106,492
Collin,PCT 007,State Senate,8,Ken Paxton,REP,397,271,121,789
Collin,PCT 007,State Senate,8,"Jack G.B. Ternan, Jr",DEM,230,129,98,457
Collin,PCT 007,State Senate,8,Ed Kless,LIB,18,12,14,44
Collin,PCT 007,State Representative,89,Jodie Laubenberg,REP,424,290,144,858
Collin,PCT 007,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,418,318,151,887
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,387,295,117,799
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,240,148,105,493
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,384,293,119,796
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,245,148,104,497
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,382,288,122,792
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,244,150,100,494
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,422,312,144,878
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,382,289,118,789
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,249,151,110,510
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,392,301,124,817
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,238,141,104,483
Collin,PCT 007,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,414,308,144,866
Collin,PCT 007,"District Judge, 199th Judicial District",,Angela Tucker,REP,424,288,146,858
Collin,PCT 007,"District Judge, 380th Judicial District",,Ben Smith,REP,416,287,146,849
Collin,PCT 007,"District Judge, 401st Judicial District",,Mark Rusch,REP,415,287,145,847
Collin,PCT 007,"District Judge, 416th Judicial District",,Chris Oldner,REP,415,288,147,850
Collin,PCT 007,"Judge, County Court at Law Number 2",,Barnett Walker,REP,416,288,146,850
Collin,PCT 007,Sheriff,,Terry G. Box,REP,415,295,149,859
Collin,PCT 007,County Tax Assessor-Collector,,Kenneth L. Maun,REP,431,297,153,881
Collin,PCT 007,District Clerk,,Andrea Stroh Thompso,REP,418,291,147,856
Collin,PCT 007,"Justice of the Peace, Precinct No. 3, Place 1",,Chuck Ruckel,REP,415,286,146,847
Collin,PCT 007,"Constable, Precinct No. 3",,Sammy Knapp,REP,412,287,145,844
Collin,PCT 008,Straight Party,,Republican,REP,442,45,261,748
Collin,PCT 008,Straight Party,,Democrat,DEM,98,1,89,188
Collin,PCT 008,Straight Party,,Libertarian,LIB,8,0,5,13
Collin,PCT 008,Straight Party,,Green,GRN,1,0,3,4
Collin,PCT 008,President/Vice-President,,Romney/Ryan,REP,580,64,342,986
Collin,PCT 008,President/Vice-President,,Obama/Biden,DEM,156,6,136,298
Collin,PCT 008,President/Vice-President,,Johnson/Gray,LIB,13,1,11,25
Collin,PCT 008,President/Vice-President,,Stein/Honkala,GRN,2,1,3,6
Collin,PCT 008,President/Vice-President,,Write-in 50,NP,1,0,3,4
Collin,PCT 008,U.S. Senate,,Ted Cruz,REP,557,62,330,949
Collin,PCT 008,U.S. Senate,,Paul Sadler,DEM,145,5,117,267
Collin,PCT 008,U.S. Senate,,John Jay Myers,LIB,20,2,22,44
Collin,PCT 008,U.S. Senate,,David B. Collins,GRN,9,0,4,13
Collin,PCT 008,U.S. House,3,Sam Johnson,REP,573,59,346,978
Collin,PCT 008,Railroad Commissioner,,Christi Craddick,REP,536,57,317,910
Collin,PCT 008,Railroad Commissioner,,Dale Henry,DEM,135,7,113,255
Collin,PCT 008,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,21,0,19,40
Collin,PCT 008,Railroad Commissioner,,Chris Kennedy,GRN,17,1,8,26
Collin,PCT 008,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,550,56,317,923
Collin,PCT 008,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,54,3,46,103
Collin,PCT 008,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,35,3,25,63
Collin,PCT 008,"Justice, Supreme Court, Place 2",,Don Willett,REP,557,60,332,949
Collin,PCT 008,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,81,2,61,144
Collin,PCT 008,"Justice, Supreme Court, Place 4",,John Devine,REP,544,57,315,916
Collin,PCT 008,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,62,1,53,116
Collin,PCT 008,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,32,3,20,55
Collin,PCT 008,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,518,59,298,875
Collin,PCT 008,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,142,5,126,273
Collin,PCT 008,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,31,0,26,57
Collin,PCT 008,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,15,0,9,24
Collin,PCT 008,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,542,56,311,909
Collin,PCT 008,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,134,8,117,259
Collin,PCT 008,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,28,0,28,56
Collin,PCT 008,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,545,55,318,918
Collin,PCT 008,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,82,3,67,152
Collin,PCT 008,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,541,57,320,918
Collin,PCT 008,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,85,2,70,157
Collin,PCT 008,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,545,53,318,916
Collin,PCT 008,"Member, State Board of Education, District 12",,Lois Parrott,DEM,148,8,128,284
Collin,PCT 008,State Senate,30,Craig Estes,REP,542,54,324,920
Collin,PCT 008,State Senate,30,Richard Wells Forsyt,LIB,85,1,62,148
Collin,PCT 008,State Representative,89,Jodie Laubenberg,REP,571,52,345,968
Collin,PCT 008,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,566,55,344,965
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,541,53,323,917
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,151,7,124,282
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,545,55,321,921
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,150,5,127,282
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,553,55,323,931
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,140,5,121,266
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,565,55,338,958
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,537,53,314,904
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,154,7,133,294
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,549,55,320,924
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,142,5,126,273
Collin,PCT 008,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,556,55,336,947
Collin,PCT 008,"District Judge, 199th Judicial District",,Angela Tucker,REP,564,52,337,953
Collin,PCT 008,"District Judge, 380th Judicial District",,Ben Smith,REP,559,52,334,945
Collin,PCT 008,"District Judge, 401st Judicial District",,Mark Rusch,REP,557,52,338,947
Collin,PCT 008,"District Judge, 416th Judicial District",,Chris Oldner,REP,561,52,336,949
Collin,PCT 008,"Judge, County Court at Law Number 2",,Barnett Walker,REP,563,52,338,953
Collin,PCT 008,Sheriff,,Terry G. Box,REP,573,52,343,968
Collin,PCT 008,County Tax Assessor-Collector,,Kenneth L. Maun,REP,575,52,355,982
Collin,PCT 008,District Clerk,,Andrea Stroh Thompso,REP,561,52,338,951
Collin,PCT 008,"County Commissioner, Precinct 3",,Chris Hill,REP,564,52,343,959
Collin,PCT 008,"Constable, Precinct No. 2",,Joe Barton,REP,565,52,340,957
Collin,PCT 009,Straight Party,,Republican,REP,728,28,274,1030
Collin,PCT 009,Straight Party,,Democrat,DEM,242,3,103,348
Collin,PCT 009,Straight Party,,Libertarian,LIB,5,0,9,14
Collin,PCT 009,Straight Party,,Green,GRN,0,0,1,1
Collin,PCT 009,President/Vice-President,,Romney/Ryan,REP,1067,44,427,1538
Collin,PCT 009,President/Vice-President,,Obama/Biden,DEM,361,12,176,549
Collin,PCT 009,President/Vice-President,,Johnson/Gray,LIB,9,0,16,25
Collin,PCT 009,President/Vice-President,,Stein/Honkala,GRN,1,0,0,1
Collin,PCT 009,President/Vice-President,,Write-in 50,NP,2,0,3,5
Collin,PCT 009,U.S. Senate,,Ted Cruz,REP,1002,41,391,1434
Collin,PCT 009,U.S. Senate,,Paul Sadler,DEM,354,11,158,523
Collin,PCT 009,U.S. Senate,,John Jay Myers,LIB,19,1,27,47
Collin,PCT 009,U.S. Senate,,David B. Collins,GRN,8,0,5,13
Collin,PCT 009,U.S. House,3,Sam Johnson,REP,1051,39,416,1506
Collin,PCT 009,Railroad Commissioner,,Christi Craddick,REP,977,40,368,1385
Collin,PCT 009,Railroad Commissioner,,Dale Henry,DEM,330,10,145,485
Collin,PCT 009,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,24,1,21,46
Collin,PCT 009,Railroad Commissioner,,Chris Kennedy,GRN,18,0,16,34
Collin,PCT 009,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,985,40,367,1392
Collin,PCT 009,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,108,4,61,173
Collin,PCT 009,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,58,1,30,89
