county,precinct,office,district,candidate,party,votes,early_voting,mail,election_day
Lee,Pct. 202,State House,10,Tim Kleinschmidt,REP,851,548,33,270
Lee,Pct. 203,State House,10,Tim Kleinschmidt,REP,202,112,4,86
Lee,Pct. 301,State House,10,Tim Kleinschmidt,REP,76,14,1,61
Lee,Pct. 302,State House,10,Tim Kleinschmidt,REP,649,228,16,405
Lee,Pct. 303,State House,10,Tim Kleinschmidt,REP,490,158,26,306
Lee,Pct. 304,State House,10,Tim Kleinschmidt,REP,94,42,1,51
Lee,Pct. 401,State House,10,Tim Kleinschmidt,REP,268,96,9,163
Lee,Pct. 402,State House,10,Tim Kleinschmidt,REP,76,40,3,33
Lee,Pct. 403,State House,10,Tim Kleinschmidt,REP,154,63,2,89
Lee,Pct. 404,State House,10,Tim Kleinschmidt,REP,304,186,10,108
Lee,Pct. 405,State House,10,Tim Kleinschmidt,REP,269,89,6,174
Lee,Pct. 101,State House,20,Colin J. Guerra,DEM,251,163,3,85
Lee,Pct. 102,State House,20,Colin J. Guerra,DEM,91,50,0,41
Lee,Pct. 103,State House,20,Colin J. Guerra,DEM,26,13,0,13
Lee,Pct. 201,State House,20,Colin J. Guerra,DEM,28,9,0,19
Lee,Pct. 202,State House,20,Colin J. Guerra,DEM,157,86,29,42
Lee,Pct. 203,State House,20,Colin J. Guerra,DEM,24,10,1,13
Lee,Pct. 301,State House,20,Colin J. Guerra,DEM,12,0,2,10
Lee,Pct. 302,State House,20,Colin J. Guerra,DEM,183,46,5,132
Lee,Pct. 303,State House,20,Colin J. Guerra,DEM,146,45,3,98
Lee,Pct. 304,State House,20,Colin J. Guerra,DEM,38,12,1,25
Lee,Pct. 401,State House,20,Colin J. Guerra,DEM,119,39,0,80
Lee,Pct. 402,State House,20,Colin J. Guerra,DEM,56,15,0,41
Lee,Pct. 403,State House,20,Colin J. Guerra,DEM,37,16,2,19
Lee,Pct. 404,State House,20,Colin J. Guerra,DEM,153,96,2,55
Lee,Pct. 405,State House,20,Colin J. Guerra,DEM,60,22,0,38
