county,precinct,office,district,candidate,party,votes,early_voting_paper,early_voting_electronic,election_day_paper,election_day_electronic,mail,early_voting,election_day
Rockwall,PRECINCT 1,US Senate,,Paul Sadler,DEM,657,228,243,66,119,1,471,185
Rockwall,PRECINCT 1A,US Senate,,Paul Sadler,DEM,659,159,210,121,168,1,369,289
Rockwall,PRECINCT 1B,US Senate,,Paul Sadler,DEM,502,128,127,63,184,0,255,247
Rockwall,PRECINCT 1C,US Senate,,Paul Sadler,DEM,435,132,106,51,146,0,238,197
Rockwall,PRECINCT 2,US Senate,,Paul Sadler,DEM,653,233,166,86,168,0,399,254
Rockwall,PRECINCT 2A,US Senate,,Paul Sadler,DEM,740,224,188,116,212,0,412,328
Rockwall,PRECINCT 2B,US Senate,,Paul Sadler,DEM,320,740,129,47,69,1,869,116
Rockwall,PRECINCT 2C,US Senate,,Paul Sadler,DEM,534,165,213,148,6,2,378,154
Rockwall,PRECINCT 3,US Senate,,Paul Sadler,DEM,157,720,21,30,34,0,741,64
Rockwall,PRECINCT 3A,US Senate,,Paul Sadler,DEM,319,560,72,57,134,0,632,191
Rockwall,PRECINCT 3B,US Senate,,Paul Sadler,DEM,661,134,203,109,214,1,337,323
Rockwall,PRECINCT 3C,US Senate,,Paul Sadler,DEM,222,790,70,35,37,1,860,72
Rockwall,PRECINCT 3D,US Senate,,Paul Sadler,DEM,485,143,146,108,88,0,289,196
Rockwall,PRECINCT 4,US Senate,,Paul Sadler,DEM,309,920,70,41,106,0,990,147
Rockwall,PRECINCT 4A,US Senate,,Paul Sadler,DEM,683,143,245,152,143,0,388,295
Rockwall,PRECINCT 4B,US Senate,,Paul Sadler,DEM,238,740,68,37,59,0,808,96
Rockwall,PRECINCT 4C,US Senate,,Paul Sadler,DEM,432,950,175,65,97,0,1125,162
Rockwall,PRECINCT 1,US Senate,,John Jay Myers,LIB,67,27,16,9,15,0,43,24
Rockwall,PRECINCT 1A,US Senate,,John Jay Myers,LIB,61,6,11,18,26,0,17,44
Rockwall,PRECINCT 1B,US Senate,,John Jay Myers,LIB,50,13,8,9,20,0,21,29
Rockwall,PRECINCT 1C,US Senate,,John Jay Myers,LIB,60,14,14,6,26,0,28,32
Rockwall,PRECINCT 2,US Senate,,John Jay Myers,LIB,65,14,10,7,34,0,24,41
Rockwall,PRECINCT 2A,US Senate,,John Jay Myers,LIB,66,14,13,11,28,0,27,39
Rockwall,PRECINCT 2B,US Senate,,John Jay Myers,LIB,26,7,8,5,6,0,15,11
Rockwall,PRECINCT 2C,US Senate,,John Jay Myers,LIB,62,15,16,30,0,1,31,30
Rockwall,PRECINCT 3,US Senate,,John Jay Myers,LIB,6,0,3,3,0,0,3,3
Rockwall,PRECINCT 3A,US Senate,,John Jay Myers,LIB,14,3,5,2,4,0,8,6
Rockwall,PRECINCT 3B,US Senate,,John Jay Myers,LIB,40,7,8,3,22,0,15,25
Rockwall,PRECINCT 3C,US Senate,,John Jay Myers,LIB,20,7,1,5,7,0,8,12
Rockwall,PRECINCT 3D,US Senate,,John Jay Myers,LIB,51,13,7,22,9,0,20,31
Rockwall,PRECINCT 4,US Senate,,John Jay Myers,LIB,38,7,9,4,18,0,16,22
Rockwall,PRECINCT 4A,US Senate,,John Jay Myers,LIB,66,11,16,21,18,0,27,39
Rockwall,PRECINCT 4B,US Senate,,John Jay Myers,LIB,19,1,4,11,3,0,5,14
Rockwall,PRECINCT 4C,US Senate,,John Jay Myers,LIB,31,3,12,5,11,0,15,16
Rockwall,PRECINCT 1,US Senate,,David B. Collins,GRN,19,5,6,1,7,0,11,8
Rockwall,PRECINCT 1A,US Senate,,David B. Collins,GRN,24,7,4,5,8,0,11,13
Rockwall,PRECINCT 1B,US Senate,,David B. Collins,GRN,21,3,3,3,12,0,6,15
Rockwall,PRECINCT 1C,US Senate,,David B. Collins,GRN,23,2,7,2,12,0,9,14
Rockwall,PRECINCT 2,US Senate,,David B. Collins,GRN,20,6,2,2,10,0,8,12
Rockwall,PRECINCT 2A,US Senate,,David B. Collins,GRN,26,6,3,7,10,0,9,17
Rockwall,PRECINCT 2B,US Senate,,David B. Collins,GRN,7,2,2,0,3,0,4,3
Rockwall,PRECINCT 2C,US Senate,,David B. Collins,GRN,13,3,6,4,0,0,9,4
Rockwall,PRECINCT 3,US Senate,,David B. Collins,GRN,3,0,0,3,0,0,0,3
Rockwall,PRECINCT 3A,US Senate,,David B. Collins,GRN,5,1,0,2,2,0,1,4
Rockwall,PRECINCT 3B,US Senate,,David B. Collins,GRN,15,2,4,5,4,0,6,9
Rockwall,PRECINCT 3C,US Senate,,David B. Collins,GRN,7,5,0,0,2,0,5,2
Rockwall,PRECINCT 3D,US Senate,,David B. Collins,GRN,20,4,5,6,5,0,9,11
Rockwall,PRECINCT 4,US Senate,,David B. Collins,GRN,16,2,5,3,6,0,7,9
Rockwall,PRECINCT 4A,US Senate,,David B. Collins,GRN,24,5,6,9,4,0,11,13
Rockwall,PRECINCT 4B,US Senate,,David B. Collins,GRN,7,2,2,2,1,0,4,3
Rockwall,PRECINCT 4C,US Senate,,David B. Collins,GRN,11,1,2,4,4,0,3,8
Rockwall,PRECINCT 1,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1A,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1B,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1C,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2A,US Senate,,OVER VOTES,,1,1,0,0,0,0,1,0
Rockwall,PRECINCT 2B,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2C,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3A,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3B,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3C,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3D,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4A,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4B,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4C,US Senate,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1,US Senate,,UNDER VOTES,,59,16,18,10,14,1,34,24
Rockwall,PRECINCT 1A,US Senate,,UNDER VOTES,,59,14,25,8,12,0,39,20
Rockwall,PRECINCT 1B,US Senate,,UNDER VOTES,,37,10,3,6,18,0,13,24
Rockwall,PRECINCT 1C,US Senate,,UNDER VOTES,,43,12,11,5,14,1,23,19
Rockwall,PRECINCT 2,US Senate,,UNDER VOTES,,65,26,13,6,20,0,39,26
Rockwall,PRECINCT 2A,US Senate,,UNDER VOTES,,53,16,11,8,18,0,27,26
Rockwall,PRECINCT 2B,US Senate,,UNDER VOTES,,15,3,1,4,7,0,4,11
Rockwall,PRECINCT 2C,US Senate,,UNDER VOTES,,48,8,20,16,4,0,28,20
Rockwall,PRECINCT 3,US Senate,,UNDER VOTES,,5,3,0,0,2,0,3,2
Rockwall,PRECINCT 3A,US Senate,,UNDER VOTES,,25,2,8,5,10,0,10,15
Rockwall,PRECINCT 3B,US Senate,,UNDER VOTES,,52,9,8,11,24,0,17,35
Rockwall,PRECINCT 3C,US Senate,,UNDER VOTES,,30,12,11,6,1,0,23,7
Rockwall,PRECINCT 3D,US Senate,,UNDER VOTES,,31,3,12,11,5,0,15,16
Rockwall,PRECINCT 4,US Senate,,UNDER VOTES,,35,6,7,6,16,0,13,22
Rockwall,PRECINCT 4A,US Senate,,UNDER VOTES,,52,7,17,15,13,0,24,28
Rockwall,PRECINCT 4B,US Senate,,UNDER VOTES,,19,8,1,3,7,0,9,10
Rockwall,PRECINCT 4C,US Senate,,UNDER VOTES,,38,6,19,7,6,0,25,13
Rockwall,PRECINCT 1,US House,District 4,Ralph Hall,REP,2434,781,1006,259,386,2,1787,645
Rockwall,PRECINCT 1A,US House,District 4,Ralph Hall,REP,1671,446,539,292,394,0,985,686
Rockwall,PRECINCT 1B,US House,District 4,Ralph Hall,REP,2205,639,589,274,702,1,1228,976
Rockwall,PRECINCT 1C,US House,District 4,Ralph Hall,REP,1990,543,574,191,682,0,1117,873
Rockwall,PRECINCT 2,US House,District 4,Ralph Hall,REP,2248,747,670,206,624,1,1417,830
Rockwall,PRECINCT 2A,US House,District 4,Ralph Hall,REP,2368,738,763,327,538,2,1501,865
Rockwall,PRECINCT 2B,US House,District 4,Ralph Hall,REP,837,252,307,112,166,0,559,278
Rockwall,PRECINCT 2C,US House,District 4,Ralph Hall,REP,2465,804,1004,624,30,3,1808,654
Rockwall,PRECINCT 3,US House,District 4,Ralph Hall,REP,176,76,43,23,34,0,119,57
Rockwall,PRECINCT 3A,US House,District 4,Ralph Hall,REP,512,96,140,83,192,1,236,275
Rockwall,PRECINCT 3B,US House,District 4,Ralph Hall,REP,1356,260,367,256,472,1,627,728
Rockwall,PRECINCT 3C,US House,District 4,Ralph Hall,REP,1363,424,598,130,211,0,1022,341
Rockwall,PRECINCT 3D,US House,District 4,Ralph Hall,REP,2227,585,860,438,343,1,1445,781
Rockwall,PRECINCT 4,US House,District 4,Ralph Hall,REP,1244,416,352,171,304,1,768,475
Rockwall,PRECINCT 4A,US House,District 4,Ralph Hall,REP,2101,487,711,481,421,1,1198,902
Rockwall,PRECINCT 4B,US House,District 4,Ralph Hall,REP,645,198,221,98,128,0,419,226
Rockwall,PRECINCT 4C,US House,District 4,Ralph Hall,REP,1211,214,561,172,264,0,775,436
Rockwall,PRECINCT 1,US House,District 4,VaLinda Hathcock,DEM,511,168,202,47,93,1,370,140
Rockwall,PRECINCT 1A,US House,District 4,VaLinda Hathcock,DEM,566,133,182,112,138,1,315,250
Rockwall,PRECINCT 1B,US House,District 4,VaLinda Hathcock,DEM,375,92,113,36,134,0,205,170
Rockwall,PRECINCT 1C,US House,District 4,VaLinda Hathcock,DEM,339,95,95,33,116,0,190,149
Rockwall,PRECINCT 2,US House,District 4,VaLinda Hathcock,DEM,521,178,145,60,138,0,323,198
Rockwall,PRECINCT 2A,US House,District 4,VaLinda Hathcock,DEM,608,175,159,94,180,0,334,274
Rockwall,PRECINCT 2B,US House,District 4,VaLinda Hathcock,DEM,287,69,120,43,54,1,189,97
Rockwall,PRECINCT 2C,US House,District 4,VaLinda Hathcock,DEM,400,126,161,106,6,1,287,112
Rockwall,PRECINCT 3,US House,District 4,VaLinda Hathcock,DEM,141,66,19,26,30,0,85,56
Rockwall,PRECINCT 3A,US House,District 4,VaLinda Hathcock,DEM,286,49,68,47,122,0,117,169
Rockwall,PRECINCT 3B,US House,District 4,VaLinda Hathcock,DEM,588,112,188,90,198,0,300,288
Rockwall,PRECINCT 3C,US House,District 4,VaLinda Hathcock,DEM,171,64,59,21,26,1,123,47
Rockwall,PRECINCT 3D,US House,District 4,VaLinda Hathcock,DEM,421,120,139,95,67,0,259,162
Rockwall,PRECINCT 4,US House,District 4,VaLinda Hathcock,DEM,267,78,58,31,100,0,136,131
Rockwall,PRECINCT 4A,US House,District 4,VaLinda Hathcock,DEM,613,119,226,135,133,0,345,268
Rockwall,PRECINCT 4B,US House,District 4,VaLinda Hathcock,DEM,186,49,59,26,52,0,108,78
Rockwall,PRECINCT 4C,US House,District 4,VaLinda Hathcock,DEM,377,80,159,56,82,0,239,138
Rockwall,PRECINCT 1,US House,District 4,Thomas Griffing,LIB,124,40,43,14,27,0,83,41
Rockwall,PRECINCT 1A,US House,District 4,Thomas Griffing,LIB,83,14,22,19,28,0,36,47
Rockwall,PRECINCT 1B,US House,District 4,Thomas Griffing,LIB,84,23,15,14,32,0,38,46
Rockwall,PRECINCT 1C,US House,District 4,Thomas Griffing,LIB,80,21,19,6,34,0,40,40
Rockwall,PRECINCT 2,US House,District 4,Thomas Griffing,LIB,120,41,22,13,44,0,63,57
Rockwall,PRECINCT 2A,US House,District 4,Thomas Griffing,LIB,106,25,37,14,30,0,62,44
Rockwall,PRECINCT 2B,US House,District 4,Thomas Griffing,LIB,36,9,12,7,8,0,21,15
Rockwall,PRECINCT 2C,US House,District 4,Thomas Griffing,LIB,119,36,40,43,0,0,76,43
Rockwall,PRECINCT 3,US House,District 4,Thomas Griffing,LIB,6,1,2,2,1,0,3,3
Rockwall,PRECINCT 3A,US House,District 4,Thomas Griffing,LIB,26,6,5,5,10,0,11,15
Rockwall,PRECINCT 3B,US House,District 4,Thomas Griffing,LIB,47,13,12,8,14,0,25,22
Rockwall,PRECINCT 3C,US House,District 4,Thomas Griffing,LIB,76,33,24,2,17,0,57,19
Rockwall,PRECINCT 3D,US House,District 4,Thomas Griffing,LIB,85,28,20,24,13,0,48,37
Rockwall,PRECINCT 4,US House,District 4,Thomas Griffing,LIB,56,18,17,5,16,0,35,21
Rockwall,PRECINCT 4A,US House,District 4,Thomas Griffing,LIB,87,11,24,28,24,0,35,52
Rockwall,PRECINCT 4B,US House,District 4,Thomas Griffing,LIB,36,6,11,16,3,0,17,19
Rockwall,PRECINCT 4C,US House,District 4,Thomas Griffing,LIB,52,10,23,5,14,0,33,19
Rockwall,PRECINCT 1,US House,District 4,WRITE-IN,NON,7,5,1,1,0,0,6,1
Rockwall,PRECINCT 1A,US House,District 4,WRITE-IN,NON,6,5,0,1,0,0,5,1
Rockwall,PRECINCT 1B,US House,District 4,WRITE-IN,NON,4,3,0,0,0,1,3,0
Rockwall,PRECINCT 1C,US House,District 4,WRITE-IN,NON,5,4,0,0,0,1,4,0
Rockwall,PRECINCT 2,US House,District 4,WRITE-IN,NON,16,15,1,0,0,0,16,0
Rockwall,PRECINCT 2A,US House,District 4,WRITE-IN,NON,15,12,0,3,0,0,12,3
Rockwall,PRECINCT 2B,US House,District 4,WRITE-IN,NON,9,8,1,0,0,0,9,0
Rockwall,PRECINCT 2C,US House,District 4,WRITE-IN,NON,9,6,1,2,0,0,7,2
Rockwall,PRECINCT 3,US House,District 4,WRITE-IN,NON,3,3,0,0,0,0,3,0
Rockwall,PRECINCT 3A,US House,District 4,WRITE-IN,NON,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3B,US House,District 4,WRITE-IN,NON,5,2,0,1,2,0,2,3
Rockwall,PRECINCT 3C,US House,District 4,WRITE-IN,NON,5,4,0,1,0,0,4,1
Rockwall,PRECINCT 3D,US House,District 4,WRITE-IN,NON,10,6,0,4,0,0,6,4
Rockwall,PRECINCT 4,US House,District 4,WRITE-IN,NON,9,7,0,1,0,1,7,1
Rockwall,PRECINCT 4A,US House,District 4,WRITE-IN,NON,3,1,1,1,0,0,2,1
Rockwall,PRECINCT 4B,US House,District 4,WRITE-IN,NON,2,2,0,0,0,0,2,0
Rockwall,PRECINCT 4C,US House,District 4,WRITE-IN,NON,1,0,0,0,1,0,0,1
Rockwall,PRECINCT 1,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1A,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1B,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1C,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2A,US House,District 4,OVER VOTES,,2,2,0,0,0,0,2,0
Rockwall,PRECINCT 2B,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2C,US House,District 4,OVER VOTES,,1,1,0,0,0,0,1,0
Rockwall,PRECINCT 3,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3A,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3B,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3C,US House,District 4,OVER VOTES,,1,1,0,0,0,0,1,0
Rockwall,PRECINCT 3D,US House,District 4,OVER VOTES,,1,0,0,1,0,0,0,1
Rockwall,PRECINCT 4,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4A,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4B,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4C,US House,District 4,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1,US House,District 4,UNDER VOTES,,52,24,15,5,8,0,39,13
Rockwall,PRECINCT 1A,US House,District 4,UNDER VOTES,,69,23,23,9,14,0,46,23
Rockwall,PRECINCT 1B,US House,District 4,UNDER VOTES,,51,33,4,4,10,0,37,14
Rockwall,PRECINCT 1C,US House,District 4,UNDER VOTES,,47,21,8,5,12,1,29,17
Rockwall,PRECINCT 2,US House,District 4,UNDER VOTES,,82,51,12,5,14,0,63,19
Rockwall,PRECINCT 2A,US House,District 4,UNDER VOTES,,70,34,8,6,22,0,42,28
Rockwall,PRECINCT 2B,US House,District 4,UNDER VOTES,,23,10,3,3,7,0,13,10
Rockwall,PRECINCT 2C,US House,District 4,UNDER VOTES,,51,20,18,11,2,0,38,13
Rockwall,PRECINCT 3,US House,District 4,UNDER VOTES,,4,2,0,0,2,0,2,2
Rockwall,PRECINCT 3A,US House,District 4,UNDER VOTES,,28,8,8,2,10,0,16,12
Rockwall,PRECINCT 3B,US House,District 4,UNDER VOTES,,55,17,6,10,22,0,23,32
Rockwall,PRECINCT 3C,US House,District 4,UNDER VOTES,,35,20,10,3,2,0,30,5
Rockwall,PRECINCT 3D,US House,District 4,UNDER VOTES,,46,20,7,11,8,0,27,19
Rockwall,PRECINCT 4,US House,District 4,UNDER VOTES,,55,25,8,6,16,0,33,22
Rockwall,PRECINCT 4A,US House,District 4,UNDER VOTES,,75,37,15,11,12,0,52,23
Rockwall,PRECINCT 4B,US House,District 4,UNDER VOTES,,20,9,1,3,7,0,10,10
Rockwall,PRECINCT 4C,US House,District 4,UNDER VOTES,,49,13,20,8,8,0,33,16
Rockwall,PRECINCT 1,Railroad Commissioner,,Christi Craddick,REP,2320,745,994,230,350,1,1739,580
Rockwall,PRECINCT 1A,Railroad Commissioner,,Christi Craddick,REP,1589,435,510,272,372,0,945,644
Rockwall,PRECINCT 1B,Railroad Commissioner,,Christi Craddick,REP,2089,630,585,246,626,2,1215,872
Rockwall,PRECINCT 1C,Railroad Commissioner,,Christi Craddick,REP,1936,533,577,173,652,1,1110,825
Rockwall,PRECINCT 2,Railroad Commissioner,,Christi Craddick,REP,2153,737,661,190,564,1,1398,754
Rockwall,PRECINCT 2A,Railroad Commissioner,,Christi Craddick,REP,2261,700,748,303,508,2,1448,811
Rockwall,PRECINCT 2B,Railroad Commissioner,,Christi Craddick,REP,813,250,301,104,158,0,551,262
Rockwall,PRECINCT 2C,Railroad Commissioner,,Christi Craddick,REP,2386,783,987,585,30,1,1770,615
Rockwall,PRECINCT 3,Railroad Commissioner,,Christi Craddick,REP,154,68,43,15,28,0,111,43
Rockwall,PRECINCT 3A,Railroad Commissioner,,Christi Craddick,REP,473,94,135,71,172,1,229,243
Rockwall,PRECINCT 3B,Railroad Commissioner,,Christi Craddick,REP,1275,258,348,236,432,1,606,668
Rockwall,PRECINCT 3C,Railroad Commissioner,,Christi Craddick,REP,1351,423,603,119,206,0,1026,325
Rockwall,PRECINCT 3D,Railroad Commissioner,,Christi Craddick,REP,2180,590,841,415,333,1,1431,748
Rockwall,PRECINCT 4,Railroad Commissioner,,Christi Craddick,REP,1207,408,351,159,288,1,759,447
Rockwall,PRECINCT 4A,Railroad Commissioner,,Christi Craddick,REP,2025,488,693,439,404,1,1181,843
Rockwall,PRECINCT 4B,Railroad Commissioner,,Christi Craddick,REP,598,181,215,85,117,0,396,202
Rockwall,PRECINCT 4C,Railroad Commissioner,,Christi Craddick,REP,1167,208,544,159,256,0,752,415
Rockwall,PRECINCT 1,Railroad Commissioner,,Dale Henry,DEM,543,180,205,58,99,1,385,157
Rockwall,PRECINCT 1A,Railroad Commissioner,,Dale Henry,DEM,607,143,191,120,152,1,334,272
Rockwall,PRECINCT 1B,Railroad Commissioner,,Dale Henry,DEM,408,99,107,46,156,0,206,202
Rockwall,PRECINCT 1C,Railroad Commissioner,,Dale Henry,DEM,348,101,87,40,120,0,188,160
Rockwall,PRECINCT 2,Railroad Commissioner,,Dale Henry,DEM,541,192,139,66,144,0,331,210
Rockwall,PRECINCT 2A,Railroad Commissioner,,Dale Henry,DEM,633,193,158,104,178,0,351,282
Rockwall,PRECINCT 2B,Railroad Commissioner,,Dale Henry,DEM,300,76,125,45,53,1,201,98
Rockwall,PRECINCT 2C,Railroad Commissioner,,Dale Henry,DEM,442,136,176,122,6,2,312,128
Rockwall,PRECINCT 3,Railroad Commissioner,,Dale Henry,DEM,151,70,19,29,33,0,89,62
Rockwall,PRECINCT 3A,Railroad Commissioner,,Dale Henry,DEM,309,50,72,55,132,0,122,187
Rockwall,PRECINCT 3B,Railroad Commissioner,,Dale Henry,DEM,634,116,204,98,216,0,320,314
Rockwall,PRECINCT 3C,Railroad Commissioner,,Dale Henry,DEM,170,63,52,25,29,1,115,54
Rockwall,PRECINCT 3D,Railroad Commissioner,,Dale Henry,DEM,429,122,135,102,70,0,257,172
Rockwall,PRECINCT 4,Railroad Commissioner,,Dale Henry,DEM,282,87,57,38,100,0,144,138
Rockwall,PRECINCT 4A,Railroad Commissioner,,Dale Henry,DEM,636,130,226,144,136,0,356,280
Rockwall,PRECINCT 4B,Railroad Commissioner,,Dale Henry,DEM,216,60,65,39,52,0,125,91
Rockwall,PRECINCT 4C,Railroad Commissioner,,Dale Henry,DEM,404,88,164,63,89,0,252,152
Rockwall,PRECINCT 1,Railroad Commissioner,,Vik Wall,LIB,78,25,20,10,23,0,45,33
Rockwall,PRECINCT 1A,Railroad Commissioner,,Vik Wall,LIB,45,7,13,11,14,0,20,25
Rockwall,PRECINCT 1B,Railroad Commissioner,,Vik Wall,LIB,66,19,8,13,26,0,27,39
Rockwall,PRECINCT 1C,Railroad Commissioner,,Vik Wall,LIB,52,14,11,7,20,0,25,27
Rockwall,PRECINCT 2,Railroad Commissioner,,Vik Wall,LIB,80,17,15,14,34,0,32,48
Rockwall,PRECINCT 2A,Railroad Commissioner,,Vik Wall,LIB,73,26,18,9,20,0,44,29
Rockwall,PRECINCT 2B,Railroad Commissioner,,Vik Wall,LIB,32,9,7,7,9,0,16,16
Rockwall,PRECINCT 2C,Railroad Commissioner,,Vik Wall,LIB,65,23,16,25,0,1,39,25
Rockwall,PRECINCT 3,Railroad Commissioner,,Vik Wall,LIB,4,1,1,0,2,0,2,2
Rockwall,PRECINCT 3A,Railroad Commissioner,,Vik Wall,LIB,29,10,4,3,12,0,14,15
Rockwall,PRECINCT 3B,Railroad Commissioner,,Vik Wall,LIB,33,7,4,6,16,0,11,22
Rockwall,PRECINCT 3C,Railroad Commissioner,,Vik Wall,LIB,38,20,8,2,8,0,28,10
Rockwall,PRECINCT 3D,Railroad Commissioner,,Vik Wall,LIB,46,14,11,11,10,0,25,21
Rockwall,PRECINCT 4,Railroad Commissioner,,Vik Wall,LIB,41,14,10,3,14,0,24,17
Rockwall,PRECINCT 4A,Railroad Commissioner,,Vik Wall,LIB,70,9,15,29,17,0,24,46
Rockwall,PRECINCT 4B,Railroad Commissioner,,Vik Wall,LIB,26,3,6,10,7,0,9,17
Rockwall,PRECINCT 4C,Railroad Commissioner,,Vik Wall,LIB,35,8,15,4,8,0,23,12
Rockwall,PRECINCT 1,Railroad Commissioner,,Chris Kennedy,GRN,45,13,12,6,13,1,25,19
Rockwall,PRECINCT 1A,Railroad Commissioner,,Chris Kennedy,GRN,53,11,13,15,14,0,24,29
Rockwall,PRECINCT 1B,Railroad Commissioner,,Chris Kennedy,GRN,56,17,8,7,24,0,25,31
Rockwall,PRECINCT 1C,Railroad Commissioner,,Chris Kennedy,GRN,32,11,6,3,12,0,17,15
Rockwall,PRECINCT 2,Railroad Commissioner,,Chris Kennedy,GRN,76,36,9,3,28,0,45,31
Rockwall,PRECINCT 2A,Railroad Commissioner,,Chris Kennedy,GRN,61,25,13,9,14,0,38,23
Rockwall,PRECINCT 2B,Railroad Commissioner,,Chris Kennedy,GRN,17,8,5,3,1,0,13,4
Rockwall,PRECINCT 2C,Railroad Commissioner,,Chris Kennedy,GRN,58,20,23,15,0,0,43,15
Rockwall,PRECINCT 3,Railroad Commissioner,,Chris Kennedy,GRN,9,2,0,6,1,0,2,7
Rockwall,PRECINCT 3A,Railroad Commissioner,,Chris Kennedy,GRN,14,2,4,2,6,0,6,8
Rockwall,PRECINCT 3B,Railroad Commissioner,,Chris Kennedy,GRN,29,8,4,9,8,0,12,17
Rockwall,PRECINCT 3C,Railroad Commissioner,,Chris Kennedy,GRN,22,12,4,2,4,0,16,6
Rockwall,PRECINCT 3D,Railroad Commissioner,,Chris Kennedy,GRN,47,16,9,15,7,0,25,22
Rockwall,PRECINCT 4,Railroad Commissioner,,Chris Kennedy,GRN,29,8,4,6,10,1,12,16
Rockwall,PRECINCT 4A,Railroad Commissioner,,Chris Kennedy,GRN,43,9,10,16,8,0,19,24
Rockwall,PRECINCT 4B,Railroad Commissioner,,Chris Kennedy,GRN,17,5,2,6,4,0,7,10
Rockwall,PRECINCT 4C,Railroad Commissioner,,Chris Kennedy,GRN,21,4,7,5,5,0,11,10
Rockwall,PRECINCT 1,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1A,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1B,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1C,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2A,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2B,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2C,Railroad Commissioner,,OVER VOTES,,1,0,0,1,0,0,0,1
Rockwall,PRECINCT 3,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3A,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3B,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3C,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3D,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4A,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4B,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4C,Railroad Commissioner,,OVER VOTES,,1,1,0,0,0,0,1,0
Rockwall,PRECINCT 1,Railroad Commissioner,,UNDER VOTES,,141,54,36,22,29,0,90,51
