county,precinct,office,distict,candidate,party,votes
Walker,PRECINCT 104,United States House,District 8,Kevin Brady,REP,912
Walker,PRECINCT 201,United States House,District 8,Kevin Brady,REP,959
Walker,PRECINCT 203,United States House,District 8,Kevin Brady,REP,275
Walker,PRECINCT 204,United States House,District 8,Kevin Brady,REP,1036
Walker,PRECINCT 205,United States House,District 8,Kevin Brady,REP,1501
Walker,PRECINCT 206,United States House,District 8,Kevin Brady,REP,315
Walker,PRECINCT 301,United States House,District 8,Kevin Brady,REP,466
Walker,PRECINCT 302,United States House,District 8,Kevin Brady,REP,168
Walker,PRECINCT 303,United States House,District 8,Kevin Brady,REP,287
Walker,PRECINCT 304,United States House,District 8,Kevin Brady,REP,1491
Walker,PRECINCT 305,United States House,District 8,Kevin Brady,REP,95
Walker,PRECINCT 401,United States House,District 8,Kevin Brady,REP,668
Walker,PRECINCT 402,United States House,District 8,Kevin Brady,REP,247
Walker,PRECINCT 403,United States House,District 8,Kevin Brady,REP,418
Walker,PRECINCT 404,United States House,District 8,Kevin Brady,REP,1541
Walker,PRECINCT 101,United States House,District 8,Neil Burns,DEM,296
Walker,PRECINCT 102,United States House,District 8,Neil Burns,DEM,591
Walker,PRECINCT 103,United States House,District 8,Neil Burns,DEM,262
Walker,PRECINCT 104,United States House,District 8,Neil Burns,DEM,193
Walker,PRECINCT 201,United States House,District 8,Neil Burns,DEM,575
Walker,PRECINCT 203,United States House,District 8,Neil Burns,DEM,77
Walker,PRECINCT 204,United States House,District 8,Neil Burns,DEM,480
Walker,PRECINCT 205,United States House,District 8,Neil Burns,DEM,308
Walker,PRECINCT 206,United States House,District 8,Neil Burns,DEM,166
Walker,PRECINCT 301,United States House,District 8,Neil Burns,DEM,735
Walker,PRECINCT 302,United States House,District 8,Neil Burns,DEM,52
Walker,PRECINCT 303,United States House,District 8,Neil Burns,DEM,96
Walker,PRECINCT 304,United States House,District 8,Neil Burns,DEM,401
Walker,PRECINCT 305,United States House,District 8,Neil Burns,DEM,15
Walker,PRECINCT 401,United States House,District 8,Neil Burns,DEM,636
Walker,PRECINCT 402,United States House,District 8,Neil Burns,DEM,69
Walker,PRECINCT 403,United States House,District 8,Neil Burns,DEM,138
Walker,PRECINCT 404,United States House,District 8,Neil Burns,DEM,471
Walker,PRECINCT 101,United States House,District 8,Roy Hall,LIB,12
Walker,PRECINCT 102,United States House,District 8,Roy Hall,LIB,61
Walker,PRECINCT 103,United States House,District 8,Roy Hall,LIB,33
Walker,PRECINCT 104,United States House,District 8,Roy Hall,LIB,31
Walker,PRECINCT 201,United States House,District 8,Roy Hall,LIB,62
Walker,PRECINCT 203,United States House,District 8,Roy Hall,LIB,5
Walker,PRECINCT 204,United States House,District 8,Roy Hall,LIB,29
Walker,PRECINCT 205,United States House,District 8,Roy Hall,LIB,35
Walker,PRECINCT 206,United States House,District 8,Roy Hall,LIB,6
Walker,PRECINCT 301,United States House,District 8,Roy Hall,LIB,33
Walker,PRECINCT 302,United States House,District 8,Roy Hall,LIB,8
Walker,PRECINCT 303,United States House,District 8,Roy Hall,LIB,8
Walker,PRECINCT 304,United States House,District 8,Roy Hall,LIB,43
Walker,PRECINCT 305,United States House,District 8,Roy Hall,LIB,2
Walker,PRECINCT 401,United States House,District 8,Roy Hall,LIB,71
Walker,PRECINCT 402,United States House,District 8,Roy Hall,LIB,11
Walker,PRECINCT 403,United States House,District 8,Roy Hall,LIB,19
Walker,PRECINCT 404,United States House,District 8,Roy Hall,LIB,41
Walker,PRECINCT 101,United States House,District 8,OVER VOTES,,1
Walker,PRECINCT 102,United States House,District 8,OVER VOTES,,19
Walker,PRECINCT 103,United States House,District 8,OVER VOTES,,0
Walker,PRECINCT 104,United States House,District 8,OVER VOTES,,0
Walker,PRECINCT 201,United States House,District 8,OVER VOTES,,8
Walker,PRECINCT 203,United States House,District 8,OVER VOTES,,0
Walker,PRECINCT 204,United States House,District 8,OVER VOTES,,0
Walker,PRECINCT 205,United States House,District 8,OVER VOTES,,1
Walker,PRECINCT 206,United States House,District 8,OVER VOTES,,1
Walker,PRECINCT 301,United States House,District 8,OVER VOTES,,7
Walker,PRECINCT 302,United States House,District 8,OVER VOTES,,0
Walker,PRECINCT 303,United States House,District 8,OVER VOTES,,0
Walker,PRECINCT 304,United States House,District 8,OVER VOTES,,3
Walker,PRECINCT 305,United States House,District 8,OVER VOTES,,0
Walker,PRECINCT 401,United States House,District 8,OVER VOTES,,30
Walker,PRECINCT 402,United States House,District 8,OVER VOTES,,0
Walker,PRECINCT 403,United States House,District 8,OVER VOTES,,1
Walker,PRECINCT 404,United States House,District 8,OVER VOTES,,0
Walker,PRECINCT 101,United States House,District 8,UNDER VOTES,,8
Walker,PRECINCT 102,United States House,District 8,UNDER VOTES,,40
Walker,PRECINCT 103,United States House,District 8,UNDER VOTES,,26
Walker,PRECINCT 104,United States House,District 8,UNDER VOTES,,21
Walker,PRECINCT 201,United States House,District 8,UNDER VOTES,,41
Walker,PRECINCT 203,United States House,District 8,UNDER VOTES,,8
Walker,PRECINCT 204,United States House,District 8,UNDER VOTES,,21
Walker,PRECINCT 205,United States House,District 8,UNDER VOTES,,24
Walker,PRECINCT 206,United States House,District 8,UNDER VOTES,,6
Walker,PRECINCT 301,United States House,District 8,UNDER VOTES,,36
Walker,PRECINCT 302,United States House,District 8,UNDER VOTES,,5
Walker,PRECINCT 303,United States House,District 8,UNDER VOTES,,6
Walker,PRECINCT 304,United States House,District 8,UNDER VOTES,,32
Walker,PRECINCT 305,United States House,District 8,UNDER VOTES,,0
Walker,PRECINCT 401,United States House,District 8,UNDER VOTES,,32
Walker,PRECINCT 402,United States House,District 8,UNDER VOTES,,7
Walker,PRECINCT 403,United States House,District 8,UNDER VOTES,,15
Walker,PRECINCT 404,United States House,District 8,UNDER VOTES,,29
Walker,PRECINCT 101,Railroad Commissioner,,Christi Craddick,REP,150
Walker,PRECINCT 102,Railroad Commissioner,,Christi Craddick,REP,916
Walker,PRECINCT 103,Railroad Commissioner,,Christi Craddick,REP,685
Walker,PRECINCT 104,Railroad Commissioner,,Christi Craddick,REP,852
Walker,PRECINCT 201,Railroad Commissioner,,Christi Craddick,REP,873
Walker,PRECINCT 203,Railroad Commissioner,,Christi Craddick,REP,244
Walker,PRECINCT 204,Railroad Commissioner,,Christi Craddick,REP,959
Walker,PRECINCT 205,Railroad Commissioner,,Christi Craddick,REP,1387
Walker,PRECINCT 206,Railroad Commissioner,,Christi Craddick,REP,289
Walker,PRECINCT 301,Railroad Commissioner,,Christi Craddick,REP,410
Walker,PRECINCT 302,Railroad Commissioner,,Christi Craddick,REP,162
Walker,PRECINCT 303,Railroad Commissioner,,Christi Craddick,REP,256
Walker,PRECINCT 304,Railroad Commissioner,,Christi Craddick,REP,1367
Walker,PRECINCT 305,Railroad Commissioner,,Christi Craddick,REP,93
Walker,PRECINCT 401,Railroad Commissioner,,Christi Craddick,REP,606
Walker,PRECINCT 402,Railroad Commissioner,,Christi Craddick,REP,231
Walker,PRECINCT 403,Railroad Commissioner,,Christi Craddick,REP,385
Walker,PRECINCT 404,Railroad Commissioner,,Christi Craddick,REP,1429
Walker,PRECINCT 101,Railroad Commissioner,,Dale Henry,DEM,315
Walker,PRECINCT 102,Railroad Commissioner,,Dale Henry,DEM,611
Walker,PRECINCT 103,Railroad Commissioner,,Dale Henry,DEM,292
Walker,PRECINCT 104,Railroad Commissioner,,Dale Henry,DEM,218
Walker,PRECINCT 201,Railroad Commissioner,,Dale Henry,DEM,565
Walker,PRECINCT 203,Railroad Commissioner,,Dale Henry,DEM,96
Walker,PRECINCT 204,Railroad Commissioner,,Dale Henry,DEM,509
Walker,PRECINCT 205,Railroad Commissioner,,Dale Henry,DEM,352
Walker,PRECINCT 206,Railroad Commissioner,,Dale Henry,DEM,175
Walker,PRECINCT 301,Railroad Commissioner,,Dale Henry,DEM,748
Walker,PRECINCT 302,Railroad Commissioner,,Dale Henry,DEM,52
Walker,PRECINCT 303,Railroad Commissioner,,Dale Henry,DEM,109
Walker,PRECINCT 304,Railroad Commissioner,,Dale Henry,DEM,459
Walker,PRECINCT 305,Railroad Commissioner,,Dale Henry,DEM,14
Walker,PRECINCT 401,Railroad Commissioner,,Dale Henry,DEM,655
Walker,PRECINCT 402,Railroad Commissioner,,Dale Henry,DEM,75
Walker,PRECINCT 403,Railroad Commissioner,,Dale Henry,DEM,149
Walker,PRECINCT 404,Railroad Commissioner,,Dale Henry,DEM,515
Walker,PRECINCT 101,Railroad Commissioner,,Vik Wall,LIB,8
Walker,PRECINCT 102,Railroad Commissioner,,Vik Wall,LIB,53
Walker,PRECINCT 103,Railroad Commissioner,,Vik Wall,LIB,21
Walker,PRECINCT 104,Railroad Commissioner,,Vik Wall,LIB,31
Walker,PRECINCT 201,Railroad Commissioner,,Vik Wall,LIB,59
Walker,PRECINCT 203,Railroad Commissioner,,Vik Wall,LIB,3
Walker,PRECINCT 204,Railroad Commissioner,,Vik Wall,LIB,23
Walker,PRECINCT 205,Railroad Commissioner,,Vik Wall,LIB,30
Walker,PRECINCT 206,Railroad Commissioner,,Vik Wall,LIB,8
Walker,PRECINCT 301,Railroad Commissioner,,Vik Wall,LIB,24
Walker,PRECINCT 302,Railroad Commissioner,,Vik Wall,LIB,4
Walker,PRECINCT 303,Railroad Commissioner,,Vik Wall,LIB,8
Walker,PRECINCT 304,Railroad Commissioner,,Vik Wall,LIB,35
Walker,PRECINCT 305,Railroad Commissioner,,Vik Wall,LIB,3
Walker,PRECINCT 401,Railroad Commissioner,,Vik Wall,LIB,61
Walker,PRECINCT 402,Railroad Commissioner,,Vik Wall,LIB,7
Walker,PRECINCT 403,Railroad Commissioner,,Vik Wall,LIB,12
Walker,PRECINCT 404,Railroad Commissioner,,Vik Wall,LIB,37
Walker,PRECINCT 101,Railroad Commissioner,,Chris Kennedy,GRN,8
Walker,PRECINCT 102,Railroad Commissioner,,Chris Kennedy,GRN,45
Walker,PRECINCT 103,Railroad Commissioner,,Chris Kennedy,GRN,19
Walker,PRECINCT 104,Railroad Commissioner,,Chris Kennedy,GRN,17
Walker,PRECINCT 201,Railroad Commissioner,,Chris Kennedy,GRN,55
Walker,PRECINCT 203,Railroad Commissioner,,Chris Kennedy,GRN,8
Walker,PRECINCT 204,Railroad Commissioner,,Chris Kennedy,GRN,18
Walker,PRECINCT 205,Railroad Commissioner,,Chris Kennedy,GRN,22
Walker,PRECINCT 206,Railroad Commissioner,,Chris Kennedy,GRN,5
Walker,PRECINCT 301,Railroad Commissioner,,Chris Kennedy,GRN,28
Walker,PRECINCT 302,Railroad Commissioner,,Chris Kennedy,GRN,7
Walker,PRECINCT 303,Railroad Commissioner,,Chris Kennedy,GRN,11
Walker,PRECINCT 304,Railroad Commissioner,,Chris Kennedy,GRN,40
Walker,PRECINCT 305,Railroad Commissioner,,Chris Kennedy,GRN,1
Walker,PRECINCT 401,Railroad Commissioner,,Chris Kennedy,GRN,32
Walker,PRECINCT 402,Railroad Commissioner,,Chris Kennedy,GRN,8
Walker,PRECINCT 403,Railroad Commissioner,,Chris Kennedy,GRN,14
Walker,PRECINCT 404,Railroad Commissioner,,Chris Kennedy,GRN,30
Walker,PRECINCT 101,Railroad Commissioner,,OVER VOTES,,1
Walker,PRECINCT 102,Railroad Commissioner,,OVER VOTES,,21
Walker,PRECINCT 103,Railroad Commissioner,,OVER VOTES,,0
Walker,PRECINCT 104,Railroad Commissioner,,OVER VOTES,,0
Walker,PRECINCT 201,Railroad Commissioner,,OVER VOTES,,9
Walker,PRECINCT 203,Railroad Commissioner,,OVER VOTES,,0
Walker,PRECINCT 204,Railroad Commissioner,,OVER VOTES,,0
Walker,PRECINCT 205,Railroad Commissioner,,OVER VOTES,,2
Walker,PRECINCT 206,Railroad Commissioner,,OVER VOTES,,1
Walker,PRECINCT 301,Railroad Commissioner,,OVER VOTES,,7
Walker,PRECINCT 302,Railroad Commissioner,,OVER VOTES,,0
Walker,PRECINCT 303,Railroad Commissioner,,OVER VOTES,,0
Walker,PRECINCT 304,Railroad Commissioner,,OVER VOTES,,3
Walker,PRECINCT 305,Railroad Commissioner,,OVER VOTES,,0
Walker,PRECINCT 401,Railroad Commissioner,,OVER VOTES,,30
Walker,PRECINCT 402,Railroad Commissioner,,OVER VOTES,,2
Walker,PRECINCT 403,Railroad Commissioner,,OVER VOTES,,0
Walker,PRECINCT 404,Railroad Commissioner,,OVER VOTES,,3
Walker,PRECINCT 101,Railroad Commissioner,,UNDER VOTES,,13
Walker,PRECINCT 102,Railroad Commissioner,,UNDER VOTES,,80
Walker,PRECINCT 103,Railroad Commissioner,,UNDER VOTES,,37
Walker,PRECINCT 104,Railroad Commissioner,,UNDER VOTES,,39
Walker,PRECINCT 201,Railroad Commissioner,,UNDER VOTES,,84
Walker,PRECINCT 203,Railroad Commissioner,,UNDER VOTES,,14
Walker,PRECINCT 204,Railroad Commissioner,,UNDER VOTES,,57
Walker,PRECINCT 205,Railroad Commissioner,,UNDER VOTES,,76
Walker,PRECINCT 206,Railroad Commissioner,,UNDER VOTES,,16
Walker,PRECINCT 301,Railroad Commissioner,,UNDER VOTES,,60
Walker,PRECINCT 302,Railroad Commissioner,,UNDER VOTES,,8
Walker,PRECINCT 303,Railroad Commissioner,,UNDER VOTES,,13
Walker,PRECINCT 304,Railroad Commissioner,,UNDER VOTES,,66
Walker,PRECINCT 305,Railroad Commissioner,,UNDER VOTES,,1
Walker,PRECINCT 401,Railroad Commissioner,,UNDER VOTES,,53
Walker,PRECINCT 402,Railroad Commissioner,,UNDER VOTES,,11
Walker,PRECINCT 403,Railroad Commissioner,,UNDER VOTES,,31
Walker,PRECINCT 404,Railroad Commissioner,,UNDER VOTES,,68
Walker,PRECINCT 101,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,174
Walker,PRECINCT 102,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,972
Walker,PRECINCT 103,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,728
Walker,PRECINCT 104,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,866
Walker,PRECINCT 201,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,918
Walker,PRECINCT 203,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,266
Walker,PRECINCT 204,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,989
Walker,PRECINCT 205,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,1425
Walker,PRECINCT 206,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,302
Walker,PRECINCT 301,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,458
Walker,PRECINCT 302,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,158
Walker,PRECINCT 303,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,279
Walker,PRECINCT 304,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,1429
Walker,PRECINCT 305,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,90
Walker,PRECINCT 401,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,665
Walker,PRECINCT 402,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,238
Walker,PRECINCT 403,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,404
Walker,PRECINCT 404,Railroad Commissioner,Unexpired Term,Barry Smitherman,REP,1481
Walker,PRECINCT 101,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,128
Walker,PRECINCT 102,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,311
Walker,PRECINCT 103,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,136
Walker,PRECINCT 104,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,119
Walker,PRECINCT 201,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,312
Walker,PRECINCT 203,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,32
Walker,PRECINCT 204,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,185
Walker,PRECINCT 205,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,138
Walker,PRECINCT 206,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,63
Walker,PRECINCT 301,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,315
Walker,PRECINCT 302,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,29
Walker,PRECINCT 303,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,51
Walker,PRECINCT 304,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,204
Walker,PRECINCT 305,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,10
Walker,PRECINCT 401,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,369
Walker,PRECINCT 402,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,32
Walker,PRECINCT 403,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,66
Walker,PRECINCT 404,Railroad Commissioner,Unexpired Term,Jaime O. Perez,LIB,216
Walker,PRECINCT 101,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,36
Walker,PRECINCT 102,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,127
Walker,PRECINCT 103,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,46
Walker,PRECINCT 104,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,51
Walker,PRECINCT 201,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,130
Walker,PRECINCT 203,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,16
Walker,PRECINCT 204,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,54
Walker,PRECINCT 205,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,71
Walker,PRECINCT 206,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,31
Walker,PRECINCT 301,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,76
Walker,PRECINCT 302,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,15
Walker,PRECINCT 303,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,15
Walker,PRECINCT 304,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,80
Walker,PRECINCT 305,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,2
Walker,PRECINCT 401,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,98
Walker,PRECINCT 402,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,14
Walker,PRECINCT 403,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,26
Walker,PRECINCT 404,Railroad Commissioner,Unexpired Term,Josh Wendel,GRN,60
Walker,PRECINCT 101,Railroad Commissioner,Unexpired Term,OVER VOTES,,0
Walker,PRECINCT 102,Railroad Commissioner,Unexpired Term,OVER VOTES,,20
Walker,PRECINCT 103,Railroad Commissioner,Unexpired Term,OVER VOTES,,0
Walker,PRECINCT 104,Railroad Commissioner,Unexpired Term,OVER VOTES,,0
Walker,PRECINCT 201,Railroad Commissioner,Unexpired Term,OVER VOTES,,8
Walker,PRECINCT 203,Railroad Commissioner,Unexpired Term,OVER VOTES,,0
Walker,PRECINCT 204,Railroad Commissioner,Unexpired Term,OVER VOTES,,0
Walker,PRECINCT 205,Railroad Commissioner,Unexpired Term,OVER VOTES,,2
Walker,PRECINCT 206,Railroad Commissioner,Unexpired Term,OVER VOTES,,1
Walker,PRECINCT 301,Railroad Commissioner,Unexpired Term,OVER VOTES,,6
Walker,PRECINCT 302,Railroad Commissioner,Unexpired Term,OVER VOTES,,0
Walker,PRECINCT 303,Railroad Commissioner,Unexpired Term,OVER VOTES,,0
Walker,PRECINCT 304,Railroad Commissioner,Unexpired Term,OVER VOTES,,3
Walker,PRECINCT 305,Railroad Commissioner,Unexpired Term,OVER VOTES,,0
Walker,PRECINCT 401,Railroad Commissioner,Unexpired Term,OVER VOTES,,30
Walker,PRECINCT 402,Railroad Commissioner,Unexpired Term,OVER VOTES,,2
Walker,PRECINCT 403,Railroad Commissioner,Unexpired Term,OVER VOTES,,0
Walker,PRECINCT 404,Railroad Commissioner,Unexpired Term,OVER VOTES,,2
Walker,PRECINCT 101,Railroad Commissioner,Unexpired Term,UNDER VOTES,,157
Walker,PRECINCT 102,Railroad Commissioner,Unexpired Term,UNDER VOTES,,296
Walker,PRECINCT 103,Railroad Commissioner,Unexpired Term,UNDER VOTES,,144
Walker,PRECINCT 104,Railroad Commissioner,Unexpired Term,UNDER VOTES,,121
Walker,PRECINCT 201,Railroad Commissioner,Unexpired Term,UNDER VOTES,,277
Walker,PRECINCT 203,Railroad Commissioner,Unexpired Term,UNDER VOTES,,51
Walker,PRECINCT 204,Railroad Commissioner,Unexpired Term,UNDER VOTES,,338
Walker,PRECINCT 205,Railroad Commissioner,Unexpired Term,UNDER VOTES,,233
Walker,PRECINCT 206,Railroad Commissioner,Unexpired Term,UNDER VOTES,,97
Walker,PRECINCT 301,Railroad Commissioner,Unexpired Term,UNDER VOTES,,422
Walker,PRECINCT 302,Railroad Commissioner,Unexpired Term,UNDER VOTES,,31
Walker,PRECINCT 303,Railroad Commissioner,Unexpired Term,UNDER VOTES,,52
Walker,PRECINCT 304,Railroad Commissioner,Unexpired Term,UNDER VOTES,,254
Walker,PRECINCT 305,Railroad Commissioner,Unexpired Term,UNDER VOTES,,10
Walker,PRECINCT 401,Railroad Commissioner,Unexpired Term,UNDER VOTES,,275
Walker,PRECINCT 402,Railroad Commissioner,Unexpired Term,UNDER VOTES,,48
Walker,PRECINCT 403,Railroad Commissioner,Unexpired Term,UNDER VOTES,,95
Walker,PRECINCT 404,Railroad Commissioner,Unexpired Term,UNDER VOTES,,323
Walker,PRECINCT 101,State Senate,District 5,Charles Schwertner,REP,179
Walker,PRECINCT 102,State Senate,District 5,Charles Schwertner,REP,994
Walker,PRECINCT 103,State Senate,District 5,Charles Schwertner,REP,739
Walker,PRECINCT 104,State Senate,District 5,Charles Schwertner,REP,878
Walker,PRECINCT 201,State Senate,District 5,Charles Schwertner,REP,939
Walker,PRECINCT 203,State Senate,District 5,Charles Schwertner,REP,268
Walker,PRECINCT 204,State Senate,District 5,Charles Schwertner,REP,1007
Walker,PRECINCT 205,State Senate,District 5,Charles Schwertner,REP,1448
Walker,PRECINCT 206,State Senate,District 5,Charles Schwertner,REP,310
Walker,PRECINCT 301,State Senate,District 5,Charles Schwertner,REP,501
Walker,PRECINCT 302,State Senate,District 5,Charles Schwertner,REP,164
Walker,PRECINCT 303,State Senate,District 5,Charles Schwertner,REP,290
Walker,PRECINCT 304,State Senate,District 5,Charles Schwertner,REP,1414
Walker,PRECINCT 305,State Senate,District 5,Charles Schwertner,REP,92
Walker,PRECINCT 401,State Senate,District 5,Charles Schwertner,REP,678
Walker,PRECINCT 402,State Senate,District 5,Charles Schwertner,REP,244
Walker,PRECINCT 403,State Senate,District 5,Charles Schwertner,REP,399
Walker,PRECINCT 404,State Senate,District 5,Charles Schwertner,REP,1485
Walker,PRECINCT 101,State Senate,District 5,Jeffrey Fox,LIB,171
Walker,PRECINCT 102,State Senate,District 5,Jeffrey Fox,LIB,415
Walker,PRECINCT 103,State Senate,District 5,Jeffrey Fox,LIB,167
Walker,PRECINCT 104,State Senate,District 5,Jeffrey Fox,LIB,166
Walker,PRECINCT 201,State Senate,District 5,Jeffrey Fox,LIB,440
Walker,PRECINCT 203,State Senate,District 5,Jeffrey Fox,LIB,46
Walker,PRECINCT 204,State Senate,District 5,Jeffrey Fox,LIB,242
Walker,PRECINCT 205,State Senate,District 5,Jeffrey Fox,LIB,204
Walker,PRECINCT 206,State Senate,District 5,Jeffrey Fox,LIB,87
Walker,PRECINCT 301,State Senate,District 5,Jeffrey Fox,LIB,374
Walker,PRECINCT 302,State Senate,District 5,Jeffrey Fox,LIB,34
Walker,PRECINCT 303,State Senate,District 5,Jeffrey Fox,LIB,58
Walker,PRECINCT 304,State Senate,District 5,Jeffrey Fox,LIB,292
Walker,PRECINCT 305,State Senate,District 5,Jeffrey Fox,LIB,11
Walker,PRECINCT 401,State Senate,District 5,Jeffrey Fox,LIB,467
Walker,PRECINCT 402,State Senate,District 5,Jeffrey Fox,LIB,46
Walker,PRECINCT 403,State Senate,District 5,Jeffrey Fox,LIB,103
Walker,PRECINCT 404,State Senate,District 5,Jeffrey Fox,LIB,290
Walker,PRECINCT 101,State Senate,District 5,OVER VOTES,,0
Walker,PRECINCT 102,State Senate,District 5,OVER VOTES,,21
Walker,PRECINCT 103,State Senate,District 5,OVER VOTES,,0
Walker,PRECINCT 104,State Senate,District 5,OVER VOTES,,0
Walker,PRECINCT 201,State Senate,District 5,OVER VOTES,,7
Walker,PRECINCT 203,State Senate,District 5,OVER VOTES,,0
Walker,PRECINCT 204,State Senate,District 5,OVER VOTES,,0
Walker,PRECINCT 205,State Senate,District 5,OVER VOTES,,1
Walker,PRECINCT 206,State Senate,District 5,OVER VOTES,,1
Walker,PRECINCT 301,State Senate,District 5,OVER VOTES,,6
Walker,PRECINCT 302,State Senate,District 5,OVER VOTES,,0
Walker,PRECINCT 303,State Senate,District 5,OVER VOTES,,0
Walker,PRECINCT 304,State Senate,District 5,OVER VOTES,,3
Walker,PRECINCT 305,State Senate,District 5,OVER VOTES,,0
Walker,PRECINCT 401,State Senate,District 5,OVER VOTES,,30
Walker,PRECINCT 402,State Senate,District 5,OVER VOTES,,2
Walker,PRECINCT 403,State Senate,District 5,OVER VOTES,,0
Walker,PRECINCT 404,State Senate,District 5,OVER VOTES,,2
Walker,PRECINCT 101,State Senate,District 5,UNDER VOTES,,145
Walker,PRECINCT 102,State Senate,District 5,UNDER VOTES,,296
Walker,PRECINCT 103,State Senate,District 5,UNDER VOTES,,148
Walker,PRECINCT 104,State Senate,District 5,UNDER VOTES,,113
Walker,PRECINCT 201,State Senate,District 5,UNDER VOTES,,259
Walker,PRECINCT 203,State Senate,District 5,UNDER VOTES,,51
Walker,PRECINCT 204,State Senate,District 5,UNDER VOTES,,317
Walker,PRECINCT 205,State Senate,District 5,UNDER VOTES,,216
Walker,PRECINCT 206,State Senate,District 5,UNDER VOTES,,96
Walker,PRECINCT 301,State Senate,District 5,UNDER VOTES,,396
Walker,PRECINCT 302,State Senate,District 5,UNDER VOTES,,35
Walker,PRECINCT 303,State Senate,District 5,UNDER VOTES,,49
Walker,PRECINCT 304,State Senate,District 5,UNDER VOTES,,261
Walker,PRECINCT 305,State Senate,District 5,UNDER VOTES,,9
Walker,PRECINCT 401,State Senate,District 5,UNDER VOTES,,262
Walker,PRECINCT 402,State Senate,District 5,UNDER VOTES,,42
Walker,PRECINCT 403,State Senate,District 5,UNDER VOTES,,89
Walker,PRECINCT 404,State Senate,District 5,UNDER VOTES,,305
Walker,PRECINCT 101,State House,District 18,John Otto,REP,276
Walker,PRECINCT 102,State House,District 18,John Otto,REP,1229
Walker,PRECINCT 103,State House,District 18,John Otto,REP,812
Walker,PRECINCT 104,State House,District 18,John Otto,REP,933
Walker,PRECINCT 201,State House,District 18,John Otto,REP,1208
Walker,PRECINCT 203,State House,District 18,John Otto,REP,290
Walker,PRECINCT 204,State House,District 18,John Otto,REP,1112
Walker,PRECINCT 205,State House,District 18,John Otto,REP,1506
Walker,PRECINCT 206,State House,District 18,John Otto,REP,347
Walker,PRECINCT 301,State House,District 18,John Otto,REP,686
Walker,PRECINCT 302,State House,District 18,John Otto,REP,179
Walker,PRECINCT 303,State House,District 18,John Otto,REP,310
Walker,PRECINCT 304,State House,District 18,John Otto,REP,1560
Walker,PRECINCT 305,State House,District 18,John Otto,REP,93
Walker,PRECINCT 401,State House,District 18,John Otto,REP,973
Walker,PRECINCT 402,State House,District 18,John Otto,REP,260
Walker,PRECINCT 403,State House,District 18,John Otto,REP,454
Walker,PRECINCT 404,State House,District 18,John Otto,REP,1635
