county,precinct,office,district,candidate,party,early_voting,election_day,mail,provisional,votes
Wilson,Box 206,Straight Party,,Republican,REP,119,66,16,0,201
Wilson,Box 206,Straight Party,,Democratic,DEM,167,102,35,0,304
Wilson,Box 206,Straight Party,,Libertarian,LIB,0,2,0,0,2
Wilson,Box 206,Straight Party,,Green,GRN,0,2,0,0,2
Wilson,Box 206,President/V President,,Romney/Ryan,REP,544,215,34,0,793
Wilson,Box 206,President/V President,,Obama/Biden,DEM,331,201,47,0,579
Wilson,Box 206,President/V President,,Johsnon/Gray,LIB,3,3,0,0,6
Wilson,Box 206,President/V President,,Stein/Honkala,GRN,1,1,0,0,2
Wilson,Box 206,President/V President,,Write-in 50,NP,0,0,0,0,0
Wilson,Box 206,US Senator,,Ted Cruz,REP,497,200,28,0,725
Wilson,Box 206,US Senator,,Paul Sadler,DEM,326,188,48,0,562
Wilson,Box 206,US Senator,,John Jay Myers,LIB,12,6,1,0,19
Wilson,Box 206,US Senator,,David B. Collins,GRN,5,6,0,0,11
Wilson,Box 206,US Representative D28,,William R. Hayward,REP,394,147,27,0,568
Wilson,Box 206,US Representative D28,,Henry Cuellar,DEM,449,243,52,0,744
Wilson,Box 206,US Representative D28,,Patrick Hisel,LIB,7,6,1,0,14
Wilson,Box 206,US Representative D28,,Michael D. Cary,GRN,6,7,0,0,13
Wilson,Box 206,Railroad Comm,,Christi Craddick,REP,477,191,33,0,701
Wilson,Box 206,Railroad Comm,,Dale Henry,DEM,322,187,44,0,553
Wilson,Box 206,Railroad Comm,,Vivekananda Wall,LIB,8,5,2,0,15
Wilson,Box 206,Railroad Comm,,Chris Kennedy,GRN,18,13,0,0,31
Wilson,Box 206,Railroad Comm-Unexp,,Barry Smitherman,REP,523,201,38,0,762
Wilson,Box 206,Railroad Comm-Unexp,,Jaime O. Perez,LIB,127,79,8,0,214
Wilson,Box 206,Railroad Comm-Unexp,,Josh Wendel,GRN,33,26,2,0,61
Wilson,Box 206,Justice Supreme Court 2,,Don Willett,REP,547,223,38,0,808
Wilson,Box 206,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,106,72,6,0,184
Wilson,Box 206,Justice Supreme Court 4,,John Devine,REP,521,208,32,0,761
Wilson,Box 206,Justice Supreme Court 4,,Tom Oxford,LIB,115,71,11,0,197
Wilson,Box 206,Justice Supreme Court 4,,Charles E. Waterbury,GRN,24,16,3,0,43
Wilson,Box 206,Justice Supreme Court 6,,Nathan Hecht,REP,448,168,29,0,645
Wilson,Box 206,Justice Supreme Court 6,,Michele Petty,DEM,339,196,46,0,581
Wilson,Box 206,Justice Supreme Court 6,,Mark Ash,LIB,18,17,1,0,36
Wilson,Box 206,Justice Supreme Court 6,,Jim Chisholm,GRN,7,9,1,0,17
Wilson,Box 206,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,473,197,33,0,703
Wilson,Box 206,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,321,180,46,0,547
Wilson,Box 206,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,19,9,0,0,28
Wilson,Box 206,Criminal Appeals Judge 7,,B. Parker Hervey,REP,536,218,35,0,789
Wilson,Box 206,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,129,75,9,0,213
Wilson,Box 206,Criminal Appeals Judge 8,,Elsa Alcala,REP,514,217,32,0,763
Wilson,Box 206,Criminal Appeals Judge 8,,"William Strange, III",LIB,140,73,12,0,225
Wilson,Box 206,State Bd Educ 3,,David M. Williams,REP,479,180,31,0,690
Wilson,Box 206,State Bd Educ 3,,Marisa B. Perez,DEM,336,207,47,0,590
Wilson,Box 206,"State Senator, D21",,Grant Rostig,REP,311,124,28,0,463
Wilson,Box 206,"State Senator, D21",,Judith Zaffirini,DEM,527,270,53,0,850
Wilson,Box 206,"State Senator, D21",,Joseph Morse,LIB,11,11,0,0,22
Wilson,Box 206,"State Representative, D44",,John Kuempel,REP,598,269,42,0,909
Wilson,Box 206,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,501,197,33,0,731
Wilson,Box 206,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,319,191,45,0,555
Wilson,Box 206,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,480,193,32,0,705
Wilson,Box 206,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,349,192,47,0,588
Wilson,Box 206,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,460,183,32,0,675
Wilson,Box 206,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,368,211,48,0,627
Wilson,Box 206,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,490,193,30,0,713
Wilson,Box 206,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,329,193,48,0,570
Wilson,Box 206,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,447,175,31,0,653
Wilson,Box 206,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,383,212,47,0,642
Wilson,Box 206,"District Attorney, D81",,RenÈ M. PeÒa,DEM,607,314,61,0,982
Wilson,Box 206,Sheriff,,Chris Burchell,REP,219,95,20,0,334
Wilson,Box 206,Sheriff,,"Joe D. Tackitt, Jr.",DEM,646,322,61,0,1029
Wilson,Box 206,County Attorney,,Daynah Fallwell,REP,575,246,35,0,856
Wilson,Box 206,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,668,327,63,0,1058
Wilson,Box 206,"Constable, Pct 2",,Chad Clark,REP,382,174,25,0,581
Wilson,Box 206,"Constable, Pct 2",,Donald J. Stevens,DEM,467,235,56,0,758
Wilson,Box 207,Straight Party,,Republican,REP,187,76,16,0,279
Wilson,Box 207,Straight Party,,Democratic,DEM,101,36,6,0,143
Wilson,Box 207,Straight Party,,Libertarian,LIB,0,7,0,0,7
Wilson,Box 207,Straight Party,,Green,GRN,0,0,0,0,0
Wilson,Box 207,President/V President,,Romney/Ryan,REP,533,229,37,0,799
Wilson,Box 207,President/V President,,Obama/Biden,DEM,195,85,11,0,291
Wilson,Box 207,President/V President,,Johsnon/Gray,LIB,0,3,0,0,3
Wilson,Box 207,President/V President,,Stein/Honkala,GRN,0,0,0,0,0
Wilson,Box 207,President/V President,,Write-in 50,NP,1,1,0,0,2
Wilson,Box 207,US Senator,,Ted Cruz,REP,501,212,34,0,747
Wilson,Box 207,US Senator,,Paul Sadler,DEM,187,80,12,0,279
Wilson,Box 207,US Senator,,John Jay Myers,LIB,15,9,1,0,25
Wilson,Box 207,US Senator,,David B. Collins,GRN,7,6,0,0,13
Wilson,Box 207,US Representative D28,,William R. Hayward,REP,425,167,32,0,624
Wilson,Box 207,US Representative D28,,Henry Cuellar,DEM,263,128,14,0,405
Wilson,Box 207,US Representative D28,,Patrick Hisel,LIB,8,9,1,0,18
Wilson,Box 207,US Representative D28,,Michael D. Cary,GRN,6,4,0,0,10
Wilson,Box 207,Railroad Comm,,Christi Craddick,REP,498,202,36,0,736
Wilson,Box 207,Railroad Comm,,Dale Henry,DEM,180,81,10,0,271
Wilson,Box 207,Railroad Comm,,Vivekananda Wall,LIB,9,10,0,0,19
Wilson,Box 207,Railroad Comm,,Chris Kennedy,GRN,12,8,0,0,20
Wilson,Box 207,Railroad Comm-Unexp,,Barry Smitherman,REP,514,208,38,0,760
Wilson,Box 207,Railroad Comm-Unexp,,Jaime O. Perez,LIB,93,43,1,0,137
Wilson,Box 207,Railroad Comm-Unexp,,Josh Wendel,GRN,18,17,2,0,37
Wilson,Box 207,Justice Supreme Court 2,,Don Willett,REP,519,224,36,0,779
Wilson,Box 207,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,92,38,4,0,134
Wilson,Box 207,Justice Supreme Court 4,,John Devine,REP,508,218,38,0,764
Wilson,Box 207,Justice Supreme Court 4,,Tom Oxford,LIB,84,35,2,0,121
Wilson,Box 207,Justice Supreme Court 4,,Charles E. Waterbury,GRN,24,13,1,0,38
Wilson,Box 207,Justice Supreme Court 6,,Nathan Hecht,REP,456,178,33,0,667
Wilson,Box 207,Justice Supreme Court 6,,Michele Petty,DEM,204,99,12,0,315
Wilson,Box 207,Justice Supreme Court 6,,Mark Ash,LIB,19,15,1,0,35
Wilson,Box 207,Justice Supreme Court 6,,Jim Chisholm,GRN,7,6,0,0,13
Wilson,Box 207,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,479,212,34,0,725
Wilson,Box 207,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,187,75,12,0,274
Wilson,Box 207,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,22,12,0,0,34
Wilson,Box 207,Criminal Appeals Judge 7,,B. Parker Hervey,REP,505,224,35,0,764
Wilson,Box 207,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,112,40,6,0,158
Wilson,Box 207,Criminal Appeals Judge 8,,Elsa Alcala,REP,499,212,33,0,744
Wilson,Box 207,Criminal Appeals Judge 8,,"William Strange, III",LIB,118,50,8,0,176
Wilson,Box 207,State Bd Educ 3,,David M. Williams,REP,490,199,35,0,724
Wilson,Box 207,State Bd Educ 3,,Marisa B. Perez,DEM,202,97,11,0,310
Wilson,Box 207,"State Senator, D21",,Grant Rostig,REP,368,141,24,0,533
Wilson,Box 207,"State Senator, D21",,Judith Zaffirini,DEM,322,155,21,0,498
Wilson,Box 207,"State Senator, D21",,Joseph Morse,LIB,17,11,1,0,29
Wilson,Box 207,"State Representative, D44",,John Kuempel,REP,560,232,38,0,830
Wilson,Box 207,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,492,212,36,0,740
Wilson,Box 207,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,203,85,10,0,298
Wilson,Box 207,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,484,198,36,0,718
Wilson,Box 207,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,213,98,10,0,321
Wilson,Box 207,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,486,197,35,0,718
Wilson,Box 207,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,216,99,11,0,326
Wilson,Box 207,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,488,210,35,0,733
Wilson,Box 207,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,205,85,11,0,301
Wilson,Box 207,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,476,189,35,0,700
Wilson,Box 207,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,217,105,11,0,333
Wilson,Box 207,"District Attorney, D81",,RenÈ M. PeÒa,DEM,404,192,24,0,620
Wilson,Box 207,Sheriff,,Chris Burchell,REP,312,121,17,0,450
Wilson,Box 207,Sheriff,,"Joe D. Tackitt, Jr.",DEM,403,189,30,0,622
Wilson,Box 207,County Attorney,,Daynah Fallwell,REP,537,222,37,0,796
Wilson,Box 207,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,451,202,26,0,679
Wilson,Box 207,"Constable, Pct 2",,Chad Clark,REP,434,186,33,0,653
Wilson,Box 207,"Constable, Pct 2",,Donald J. Stevens,DEM,267,117,14,0,398
Wilson,Box 208,Straight Party,,Republican,REP,28,33,3,0,64
Wilson,Box 208,Straight Party,,Democratic,DEM,7,10,0,0,17
Wilson,Box 208,Straight Party,,Libertarian,LIB,0,0,0,0,0
Wilson,Box 208,Straight Party,,Green,GRN,1,1,0,0,2
Wilson,Box 208,President/V President,,Romney/Ryan,REP,109,147,5,0,261
Wilson,Box 208,President/V President,,Obama/Biden,DEM,23,37,1,0,61
Wilson,Box 208,President/V President,,Johsnon/Gray,LIB,1,3,0,0,4
Wilson,Box 208,President/V President,,Stein/Honkala,GRN,0,0,0,0,0
Wilson,Box 208,President/V President,,Write-in 50,NP,2,1,0,0,3
Wilson,Box 208,US Senator,,Ted Cruz,REP,103,135,5,0,243
Wilson,Box 208,US Senator,,Paul Sadler,DEM,24,45,0,0,69
Wilson,Box 208,US Senator,,John Jay Myers,LIB,1,4,0,0,5
Wilson,Box 208,US Senator,,David B. Collins,GRN,2,1,0,0,3
Wilson,Box 208,US Representative D28,,William R. Hayward,REP,90,96,5,0,191
Wilson,Box 208,US Representative D28,,Henry Cuellar,DEM,38,84,0,0,122
Wilson,Box 208,US Representative D28,,Patrick Hisel,LIB,0,3,0,0,3
Wilson,Box 208,US Representative D28,,Michael D. Cary,GRN,0,0,0,0,0
Wilson,Box 208,Railroad Comm,,Christi Craddick,REP,103,130,4,0,237
Wilson,Box 208,Railroad Comm,,Dale Henry,DEM,21,38,1,0,60
Wilson,Box 208,Railroad Comm,,Vivekananda Wall,LIB,1,1,0,0,2
Wilson,Box 208,Railroad Comm,,Chris Kennedy,GRN,4,7,0,0,11
Wilson,Box 208,Railroad Comm-Unexp,,Barry Smitherman,REP,110,143,5,0,258
Wilson,Box 208,Railroad Comm-Unexp,,Jaime O. Perez,LIB,9,11,0,0,20
Wilson,Box 208,Railroad Comm-Unexp,,Josh Wendel,GRN,2,9,0,0,11
Wilson,Box 208,Justice Supreme Court 2,,Don Willett,REP,111,147,5,0,263
Wilson,Box 208,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,7,14,0,0,21
Wilson,Box 208,Justice Supreme Court 4,,John Devine,REP,108,137,5,0,250
Wilson,Box 208,Justice Supreme Court 4,,Tom Oxford,LIB,7,19,0,0,26
Wilson,Box 208,Justice Supreme Court 4,,Charles E. Waterbury,GRN,4,4,0,0,8
Wilson,Box 208,Justice Supreme Court 6,,Nathan Hecht,REP,92,116,5,0,213
Wilson,Box 208,Justice Supreme Court 6,,Michele Petty,DEM,30,50,0,0,80
Wilson,Box 208,Justice Supreme Court 6,,Mark Ash,LIB,2,5,0,0,7
Wilson,Box 208,Justice Supreme Court 6,,Jim Chisholm,GRN,0,2,0,0,2
Wilson,Box 208,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,98,131,4,0,233
Wilson,Box 208,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,24,37,1,0,62
Wilson,Box 208,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,3,7,0,0,10
Wilson,Box 208,Criminal Appeals Judge 7,,B. Parker Hervey,REP,107,141,5,0,253
Wilson,Box 208,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,11,20,0,0,31
Wilson,Box 208,Criminal Appeals Judge 8,,Elsa Alcala,REP,101,134,5,0,240
Wilson,Box 208,Criminal Appeals Judge 8,,"William Strange, III",LIB,13,26,0,0,39
Wilson,Box 208,State Bd Educ 3,,David M. Williams,REP,100,133,5,0,238
Wilson,Box 208,State Bd Educ 3,,Marisa B. Perez,DEM,24,42,0,0,66
Wilson,Box 208,"State Senator, D21",,Grant Rostig,REP,74,83,4,0,161
Wilson,Box 208,"State Senator, D21",,Judith Zaffirini,DEM,51,98,1,0,150
Wilson,Box 208,"State Senator, D21",,Joseph Morse,LIB,0,3,0,0,3
Wilson,Box 208,"State Representative, D44",,John Kuempel,REP,109,162,5,0,276
Wilson,Box 208,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,107,143,5,0,255
Wilson,Box 208,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,18,34,0,0,52
Wilson,Box 208,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,104,133,4,0,241
Wilson,Box 208,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,22,38,1,0,61
Wilson,Box 208,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,109,123,5,0,237
Wilson,Box 208,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,20,54,0,0,74
Wilson,Box 208,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,98,126,5,0,229
Wilson,Box 208,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,29,45,0,0,74
Wilson,Box 208,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,99,125,5,0,229
Wilson,Box 208,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,25,48,0,0,73
Wilson,Box 208,"District Attorney, D81",,RenÈ M. PeÒa,DEM,78,129,3,0,210
Wilson,Box 208,Sheriff,,Chris Burchell,REP,48,62,3,0,113
Wilson,Box 208,Sheriff,,"Joe D. Tackitt, Jr.",DEM,86,122,3,0,211
Wilson,Box 208,County Attorney,,Daynah Fallwell,REP,99,144,5,0,248
Wilson,Box 208,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,94,145,3,0,242
Wilson,Box 208,"Constable, Pct 2",,Chad Clark,REP,78,103,5,0,186
Wilson,Box 208,"Constable, Pct 2",,Donald J. Stevens,DEM,54,75,0,0,129
Wilson,Box 209,Straight Party,,Republican,REP,13,40,2,0,55
Wilson,Box 209,Straight Party,,Democratic,DEM,4,11,0,0,15
Wilson,Box 209,Straight Party,,Libertarian,LIB,0,0,0,0,0
Wilson,Box 209,Straight Party,,Green,GRN,0,1,0,0,1
Wilson,Box 209,President/V President,,Romney/Ryan,REP,61,169,3,0,233
Wilson,Box 209,President/V President,,Obama/Biden,DEM,6,33,0,0,39
Wilson,Box 209,President/V President,,Johsnon/Gray,LIB,0,1,0,0,1
Wilson,Box 209,President/V President,,Stein/Honkala,GRN,0,0,0,0,0
Wilson,Box 209,President/V President,,Write-in 50,NP,0,2,0,0,2
Wilson,Box 209,US Senator,,Ted Cruz,REP,49,136,2,0,187
Wilson,Box 209,US Senator,,Paul Sadler,DEM,16,53,1,0,70
Wilson,Box 209,US Senator,,John Jay Myers,LIB,0,8,0,0,8
Wilson,Box 209,US Senator,,David B. Collins,GRN,0,1,0,0,1
Wilson,Box 209,US Representative D15,,Dale A. Brueggemann,REP,54,143,2,0,199
Wilson,Box 209,US Representative D15,,RubÈn Hinojosa,DEM,8,40,0,0,48
Wilson,Box 209,US Representative D15,,Ron Finch,LIB,2,12,1,0,15
Wilson,Box 209,Railroad Comm,,Christi Craddick,REP,53,138,3,0,194
Wilson,Box 209,Railroad Comm,,Dale Henry,DEM,12,50,0,0,62
Wilson,Box 209,Railroad Comm,,Vivekananda Wall,LIB,0,2,0,0,2
Wilson,Box 209,Railroad Comm,,Chris Kennedy,GRN,0,4,0,0,4
Wilson,Box 209,Railroad Comm-Unexp,,Barry Smitherman,REP,58,159,3,0,220
Wilson,Box 209,Railroad Comm-Unexp,,Jaime O. Perez,LIB,2,9,0,0,11
Wilson,Box 209,Railroad Comm-Unexp,,Josh Wendel,GRN,1,10,0,0,11
Wilson,Box 209,Justice Supreme Court 2,,Don Willett,REP,57,157,3,0,217
Wilson,Box 209,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,2,16,0,0,18
Wilson,Box 209,Justice Supreme Court 4,,John Devine,REP,55,158,3,0,216
Wilson,Box 209,Justice Supreme Court 4,,Tom Oxford,LIB,3,12,0,0,15
Wilson,Box 209,Justice Supreme Court 4,,Charles E. Waterbury,GRN,2,6,0,0,8
Wilson,Box 209,Justice Supreme Court 6,,Nathan Hecht,REP,50,130,3,0,183
Wilson,Box 209,Justice Supreme Court 6,,Michele Petty,DEM,12,53,0,0,65
Wilson,Box 209,Justice Supreme Court 6,,Mark Ash,LIB,1,4,0,0,5
Wilson,Box 209,Justice Supreme Court 6,,Jim Chisholm,GRN,0,4,0,0,4
Wilson,Box 209,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,57,154,3,0,214
Wilson,Box 209,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,6,38,0,0,44
Wilson,Box 209,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,1,3,0,0,4
Wilson,Box 209,Criminal Appeals Judge 7,,B. Parker Hervey,REP,56,159,2,0,217
Wilson,Box 209,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,4,17,1,0,22
Wilson,Box 209,Criminal Appeals Judge 8,,Elsa Alcala,REP,51,146,2,0,199
Wilson,Box 209,Criminal Appeals Judge 8,,"William Strange, III",LIB,7,28,1,0,36
Wilson,Box 209,State Bd Educ 3,,David M. Williams,REP,55,148,3,0,206
Wilson,Box 209,State Bd Educ 3,,Marisa B. Perez,DEM,9,39,0,0,48
Wilson,Box 209,"State Senator, D21",,Grant Rostig,REP,36,87,2,0,125
Wilson,Box 209,"State Senator, D21",,Judith Zaffirini,DEM,30,107,1,0,138
Wilson,Box 209,"State Senator, D21",,Joseph Morse,LIB,0,5,0,0,5
Wilson,Box 209,"State Representative, D44",,John Kuempel,REP,56,170,3,0,229
Wilson,Box 209,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,58,161,3,0,222
Wilson,Box 209,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,6,32,0,0,38
Wilson,Box 209,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,57,154,3,0,214
Wilson,Box 209,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,9,42,0,0,51
Wilson,Box 209,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,55,156,3,0,214
Wilson,Box 209,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,10,39,0,0,49
Wilson,Box 209,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,56,147,2,0,205
Wilson,Box 209,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,9,46,1,0,56
Wilson,Box 209,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,57,145,3,0,205
Wilson,Box 209,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,9,48,0,0,57
Wilson,Box 209,"District Attorney, D81",,RenÈ M. PeÒa,DEM,45,123,1,0,169
Wilson,Box 209,Sheriff,,Chris Burchell,REP,15,64,2,0,81
Wilson,Box 209,Sheriff,,"Joe D. Tackitt, Jr.",DEM,53,140,1,0,194
Wilson,Box 209,County Attorney,,Daynah Fallwell,REP,54,153,3,0,210
Wilson,Box 209,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,49,140,1,0,190
Wilson,Box 209,"Constable, Pct 2",,Chad Clark,REP,44,112,3,0,159
Wilson,Box 209,"Constable, Pct 2",,Donald J. Stevens,DEM,22,83,0,0,105
Wilson,Box 310,Straight Party,,Republican,REP,90,45,3,0,138
Wilson,Box 310,Straight Party,,Democratic,DEM,28,13,2,0,43
Wilson,Box 310,Straight Party,,Libertarian,LIB,2,1,0,0,3
Wilson,Box 310,Straight Party,,Green,GRN,0,0,0,0,0
Wilson,Box 310,President/V President,,Romney/Ryan,REP,242,101,15,0,358
Wilson,Box 310,President/V President,,Obama/Biden,DEM,54,34,3,0,91
Wilson,Box 310,President/V President,,Johsnon/Gray,LIB,4,4,0,0,8
Wilson,Box 310,President/V President,,Stein/Honkala,GRN,0,0,0,0,0
Wilson,Box 310,President/V President,,Write-in 50,NP,0,1,0,0,1
Wilson,Box 310,US Senator,,Ted Cruz,REP,220,96,11,0,327
Wilson,Box 310,US Senator,,Paul Sadler,DEM,54,30,5,0,89
Wilson,Box 310,US Senator,,John Jay Myers,LIB,14,8,0,0,22
Wilson,Box 310,US Senator,,David B. Collins,GRN,1,2,1,0,4
Wilson,Box 310,US Representative D28,,William R. Hayward,REP,205,89,12,0,306
Wilson,Box 310,US Representative D28,,Henry Cuellar,DEM,74,38,4,0,116
Wilson,Box 310,US Representative D28,,Patrick Hisel,LIB,6,7,0,0,13
Wilson,Box 310,US Representative D28,,Michael D. Cary,GRN,2,2,1,0,5
Wilson,Box 310,Railroad Comm,,Christi Craddick,REP,229,93,11,0,333
Wilson,Box 310,Railroad Comm,,Dale Henry,DEM,43,26,5,0,74
Wilson,Box 310,Railroad Comm,,Vivekananda Wall,LIB,5,6,0,0,11
Wilson,Box 310,Railroad Comm,,Chris Kennedy,GRN,5,3,1,0,9
Wilson,Box 310,Railroad Comm-Unexp,,Barry Smitherman,REP,220,102,12,0,334
Wilson,Box 310,Railroad Comm-Unexp,,Jaime O. Perez,LIB,16,16,1,0,33
Wilson,Box 310,Railroad Comm-Unexp,,Josh Wendel,GRN,13,5,1,0,19
Wilson,Box 310,Justice Supreme Court 2,,Don Willett,REP,223,102,13,0,338
Wilson,Box 310,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,18,17,2,0,37
Wilson,Box 310,Justice Supreme Court 4,,John Devine,REP,217,100,13,0,330
Wilson,Box 310,Justice Supreme Court 4,,Tom Oxford,LIB,21,13,0,0,34
Wilson,Box 310,Justice Supreme Court 4,,Charles E. Waterbury,GRN,4,5,2,0,11
Wilson,Box 310,Justice Supreme Court 6,,Nathan Hecht,REP,201,88,12,0,301
Wilson,Box 310,Justice Supreme Court 6,,Michele Petty,DEM,52,31,5,0,88
Wilson,Box 310,Justice Supreme Court 6,,Mark Ash,LIB,12,6,0,0,18
Wilson,Box 310,Justice Supreme Court 6,,Jim Chisholm,GRN,4,1,0,0,5
Wilson,Box 310,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,216,93,12,0,321
Wilson,Box 310,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,44,27,5,0,76
Wilson,Box 310,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,11,6,0,0,17
Wilson,Box 310,Criminal Appeals Judge 7,,B. Parker Hervey,REP,217,101,15,0,333
Wilson,Box 310,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,24,18,1,0,43
Wilson,Box 310,Criminal Appeals Judge 8,,Elsa Alcala,REP,211,102,12,0,325
Wilson,Box 310,Criminal Appeals Judge 8,,"William Strange, III",LIB,28,17,2,0,47
Wilson,Box 310,State Bd Educ 3,,David M. Williams,REP,217,98,13,0,328
Wilson,Box 310,State Bd Educ 3,,Marisa B. Perez,DEM,58,27,4,0,89
Wilson,Box 310,"State Senator, D21",,Grant Rostig,REP,173,73,10,0,256
Wilson,Box 310,"State Senator, D21",,Judith Zaffirini,DEM,97,54,7,0,158
Wilson,Box 310,"State Senator, D21",,Joseph Morse,LIB,11,5,0,0,16
Wilson,Box 310,"State Representative, D44",,John Kuempel,REP,235,109,14,0,358
Wilson,Box 310,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,226,99,13,0,338
Wilson,Box 310,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,44,27,4,0,75
Wilson,Box 310,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,220,97,14,0,331
Wilson,Box 310,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,51,28,3,0,82
Wilson,Box 310,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,231,93,14,0,338
Wilson,Box 310,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,54,35,3,0,92
Wilson,Box 310,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,222,95,12,0,329
Wilson,Box 310,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,51,30,5,0,86
Wilson,Box 310,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,219,95,12,0,326
Wilson,Box 310,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,52,29,5,0,86
Wilson,Box 310,"District Attorney, D81",,RenÈ M. PeÒa,DEM,143,63,8,0,214
Wilson,Box 310,Sheriff,,Chris Burchell,REP,147,61,7,0,215
Wilson,Box 310,Sheriff,,"Joe D. Tackitt, Jr.",DEM,147,77,11,0,235
Wilson,Box 310,County Attorney,,Daynah Fallwell,REP,216,102,15,0,333
Wilson,Box 310,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,160,74,12,0,246
Wilson,Box 310,"County Commissioner, Pct 3",,Ricky Morales,REP,239,118,15,0,372
Wilson,Box 310,"Constable, Pct 3",,George Scoggins,REP,229,106,15,0,350
Wilson,Box 311,Straight Party,,Republican,REP,268,105,21,0,394
Wilson,Box 311,Straight Party,,Democratic,DEM,33,17,3,0,53
Wilson,Box 311,Straight Party,,Libertarian,LIB,0,1,0,0,1
