county,precinct,office,district,party,candidate,votes,1,2,3,4
Lavaca,0019,U.S. House,27,DEM,UNDER VOTES,4,1,1,1,1
Lavaca,0023,U.S. House,27,DEM,UNDER VOTES,16,3,1,10,2
Lavaca,0029,U.S. House,27,DEM,UNDER VOTES,20,3,1,11,5
Lavaca,0030,U.S. House,27,DEM,UNDER VOTES,9,0,0,8,1
Lavaca,0031,U.S. House,27,DEM,UNDER VOTES,17,5,3,8,1
Lavaca,0032,U.S. House,27,DEM,UNDER VOTES,6,1,0,3,2
Lavaca,0001,Railroad Commissioner,,DEM,Grady Yarbrough,40,15,6,17,2
Lavaca,0008,Railroad Commissioner,,DEM,Grady Yarbrough,10,1,0,5,4
Lavaca,0016,Railroad Commissioner,,DEM,Grady Yarbrough,9,1,2,4,2
Lavaca,0019,Railroad Commissioner,,DEM,Grady Yarbrough,7,5,0,1,1
Lavaca,0023,Railroad Commissioner,,DEM,Grady Yarbrough,23,2,0,16,5
Lavaca,0029,Railroad Commissioner,,DEM,Grady Yarbrough,54,14,1,27,12
Lavaca,0030,Railroad Commissioner,,DEM,Grady Yarbrough,27,6,1,12,8
Lavaca,0031,Railroad Commissioner,,DEM,Grady Yarbrough,34,12,3,12,7
Lavaca,0032,Railroad Commissioner,,DEM,Grady Yarbrough,8,1,0,7,0
Lavaca,0001,Railroad Commissioner,,DEM,Lon Burnam,8,2,1,4,1
Lavaca,0008,Railroad Commissioner,,DEM,Lon Burnam,4,1,0,2,1
Lavaca,0016,Railroad Commissioner,,DEM,Lon Burnam,4,1,0,1,2
Lavaca,0019,Railroad Commissioner,,DEM,Lon Burnam,2,0,2,0,0
Lavaca,0023,Railroad Commissioner,,DEM,Lon Burnam,8,2,1,4,1
Lavaca,0029,Railroad Commissioner,,DEM,Lon Burnam,10,4,0,2,4
Lavaca,0030,Railroad Commissioner,,DEM,Lon Burnam,9,0,1,5,3
Lavaca,0031,Railroad Commissioner,,DEM,Lon Burnam,8,1,2,2,3
Lavaca,0032,Railroad Commissioner,,DEM,Lon Burnam,1,0,0,1,0
Lavaca,0001,Railroad Commissioner,,DEM,Cody Garrett,25,7,4,11,3
Lavaca,0008,Railroad Commissioner,,DEM,Cody Garrett,10,1,0,5,4
Lavaca,0016,Railroad Commissioner,,DEM,Cody Garrett,3,0,0,3,0
Lavaca,0019,Railroad Commissioner,,DEM,Cody Garrett,5,3,1,0,1
Lavaca,0023,Railroad Commissioner,,DEM,Cody Garrett,12,3,0,7,2
Lavaca,0029,Railroad Commissioner,,DEM,Cody Garrett,24,3,0,10,11
Lavaca,0030,Railroad Commissioner,,DEM,Cody Garrett,16,1,0,9,6
Lavaca,0031,Railroad Commissioner,,DEM,Cody Garrett,12,0,3,5,4
Lavaca,0032,Railroad Commissioner,,DEM,Cody Garrett,8,0,1,7,0
Lavaca,0001,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,Railroad Commissioner,,DEM,UNDER VOTES,27,4,2,17,4
Lavaca,0008,Railroad Commissioner,,DEM,UNDER VOTES,8,3,0,3,2
Lavaca,0016,Railroad Commissioner,,DEM,UNDER VOTES,4,0,1,2,1
Lavaca,0019,Railroad Commissioner,,DEM,UNDER VOTES,3,1,1,1,0
Lavaca,0023,Railroad Commissioner,,DEM,UNDER VOTES,13,2,0,9,2
Lavaca,0029,Railroad Commissioner,,DEM,UNDER VOTES,18,2,1,10,5
Lavaca,0030,Railroad Commissioner,,DEM,UNDER VOTES,9,0,0,7,2
Lavaca,0031,Railroad Commissioner,,DEM,UNDER VOTES,15,5,4,5,1
Lavaca,0032,Railroad Commissioner,,DEM,UNDER VOTES,5,1,0,2,2
Lavaca,0001,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,62,20,9,27,6
Lavaca,0008,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,21,3,0,10,8
Lavaca,0016,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,15,2,2,7,4
Lavaca,0019,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,13,6,4,1,2
Lavaca,0023,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,40,5,0,27,8
Lavaca,0029,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,85,19,2,36,28
Lavaca,0030,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,45,5,2,23,15
Lavaca,0031,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,46,11,8,14,13
Lavaca,0032,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,16,1,1,14,0
Lavaca,0001,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,38,8,4,22,4
Lavaca,0008,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,11,3,0,5,3
Lavaca,0016,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,5,0,1,3,1
Lavaca,0019,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,4,3,0,1,0
Lavaca,0023,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,16,4,1,9,2
Lavaca,0029,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,21,4,0,13,4
Lavaca,0030,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,16,2,0,10,4
Lavaca,0031,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,23,7,4,10,2
Lavaca,0032,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,6,1,0,3,2
Lavaca,0001,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,63,20,10,27,6
Lavaca,0008,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,21,3,0,10,8
Lavaca,0016,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,15,2,2,7,4
Lavaca,0019,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,13,6,4,1,2
Lavaca,0023,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,41,5,0,28,8
Lavaca,0029,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,84,19,2,35,28
Lavaca,0030,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,48,6,1,24,17
Lavaca,0031,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,44,11,8,14,11
Lavaca,0032,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,16,1,1,14,0
Lavaca,0001,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,37,8,3,22,4
Lavaca,0008,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,11,3,0,5,3
Lavaca,0016,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,5,0,1,3,1
Lavaca,0019,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,4,3,0,1,0
Lavaca,0023,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,15,4,1,8,2
Lavaca,0029,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,22,4,0,14,4
Lavaca,0030,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,13,1,1,9,2
Lavaca,0031,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,25,7,4,10,4
Lavaca,0032,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,6,1,0,3,2
Lavaca,0001,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,65,20,11,28,6
Lavaca,0008,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,22,3,0,11,8
Lavaca,0016,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,16,2,2,8,4
Lavaca,0019,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,12,5,4,1,2
Lavaca,0023,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,39,5,0,26,8
Lavaca,0029,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,85,20,2,35,28
Lavaca,0030,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,47,5,2,24,16
Lavaca,0031,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,46,12,8,14,12
Lavaca,0032,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,16,1,1,14,0
Lavaca,0001,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,35,8,2,21,4
Lavaca,0008,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,10,3,0,4,3
Lavaca,0016,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,4,0,1,2,1
Lavaca,0019,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,5,4,0,1,0
Lavaca,0023,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,17,4,1,10,2
Lavaca,0029,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,21,3,0,14,4
Lavaca,0030,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,14,2,0,9,3
Lavaca,0031,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,23,6,4,10,3
Lavaca,0032,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,6,1,0,3,2
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",64,22,9,27,6
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",22,3,0,11,8
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",15,2,2,7,4
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",12,5,4,1,2
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",38,4,0,26,8
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",87,20,2,37,28
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",46,5,1,25,15
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",44,10,8,14,12
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",16,1,1,14,0
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,36,6,4,22,4
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,10,3,0,4,3
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,5,0,1,3,1
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,5,4,0,1,0
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,18,5,1,10,2
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,19,3,0,12,4
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,15,2,1,8,4
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,25,8,4,10,3
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,6,1,0,3,2
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,64,20,11,27,6
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,23,3,0,11,9
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,15,2,2,7,4
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,12,5,4,1,2
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,41,5,1,27,8
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,86,20,2,36,28
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,48,5,2,25,16
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,51,12,10,15,14
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,16,1,1,14,0
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,36,8,2,22,4
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,9,3,0,4,2
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,5,0,1,3,1
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,5,4,0,1,0
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,15,4,0,9,2
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,20,3,0,13,4
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,13,2,0,8,3
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,18,6,2,9,1
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,6,1,0,3,2
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,64,22,10,26,6
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,22,3,0,11,8
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,16,2,2,8,4
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,12,5,4,1,2
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,38,5,0,25,8
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,85,20,2,35,28
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,45,5,1,24,15
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,49,13,8,15,13
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,17,1,1,15,0
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,36,6,3,23,4
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,10,3,0,4,3
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,4,0,1,2,1
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,5,4,0,1,0
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,18,4,1,11,2
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,21,3,0,14,4
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,16,2,1,9,4
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,20,5,4,9,2
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,5,1,0,2,2
Lavaca,0001,State Representative,13,DEM,Cecil R. Webster,65,21,11,27,6
Lavaca,0008,State Representative,13,DEM,Cecil R. Webster,21,3,0,11,7
Lavaca,0016,State Representative,13,DEM,Cecil R. Webster,15,2,2,7,4
Lavaca,0019,State Representative,13,DEM,Cecil R. Webster,12,5,4,1,2
Lavaca,0023,State Representative,13,DEM,Cecil R. Webster,38,5,0,25,8
Lavaca,0029,State Representative,13,DEM,Cecil R. Webster,83,19,2,35,27
Lavaca,0030,State Representative,13,DEM,Cecil R. Webster,43,5,1,22,15
Lavaca,0031,State Representative,13,DEM,Cecil R. Webster,48,12,9,14,13
Lavaca,0032,State Representative,13,DEM,Cecil R. Webster,16,1,1,14,0
Lavaca,0001,State Representative,13,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,State Representative,13,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,State Representative,13,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,State Representative,13,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,State Representative,13,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,State Representative,13,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,State Representative,13,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,State Representative,13,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,State Representative,13,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,State Representative,13,DEM,UNDER VOTES,35,7,2,22,4
Lavaca,0008,State Representative,13,DEM,UNDER VOTES,11,3,0,4,4
Lavaca,0016,State Representative,13,DEM,UNDER VOTES,5,0,1,3,1
Lavaca,0019,State Representative,13,DEM,UNDER VOTES,5,4,0,1,0
Lavaca,0023,State Representative,13,DEM,UNDER VOTES,18,4,1,11,2
Lavaca,0029,State Representative,13,DEM,UNDER VOTES,23,4,0,14,5
Lavaca,0030,State Representative,13,DEM,UNDER VOTES,18,2,1,11,4
Lavaca,0031,State Representative,13,DEM,UNDER VOTES,21,6,3,10,2
Lavaca,0032,State Representative,13,DEM,UNDER VOTES,6,1,0,3,2
Lavaca,0001,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,32,5,4,18,5
Lavaca,0008,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,10,0,0,5,5
Lavaca,0016,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,5,1,0,2,2
Lavaca,0019,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,6,4,1,0,1
Lavaca,0023,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,16,2,0,9,5
Lavaca,0029,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,27,4,1,19,3
Lavaca,0030,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,17,2,1,10,4
Lavaca,0031,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,21,4,3,9,5
Lavaca,0032,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,5,0,1,4,0
Lavaca,0001,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,38,17,8,11,2
Lavaca,0008,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,14,4,0,5,5
Lavaca,0016,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,10,1,2,4,3
Lavaca,0019,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,7,3,2,1,1
Lavaca,0023,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,28,4,1,19,4
Lavaca,0029,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,58,17,1,15,25
Lavaca,0030,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,32,3,1,15,13
Lavaca,0031,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,30,8,6,6,10
Lavaca,0032,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,11,1,0,10,0
Lavaca,0001,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,30,6,1,20,3
Lavaca,0008,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,8,2,0,5,1
Lavaca,0016,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,5,0,1,4,0
Lavaca,0019,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,4,2,1,1,0
Lavaca,0023,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,12,3,0,8,1
Lavaca,0029,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,21,2,0,15,4
Lavaca,0030,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,12,2,0,8,2
Lavaca,0031,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,18,6,3,9,0
Lavaca,0032,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,6,1,0,3,2
Lavaca,0001,"Constable, Precinct No. 1",,DEM,"Dennis M. Kocian, Sr.",88,25,12,42,9
Lavaca,0019,"Constable, Precinct No. 1",,DEM,"Dennis M. Kocian, Sr.",12,5,4,1,2
Lavaca,0001,"Constable, Precinct No. 1",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Constable, Precinct No. 1",,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Constable, Precinct No. 1",,DEM,UNDER VOTES,12,3,1,7,1
