county,precinct,office,district,party,candidate,votes,1,2,3,4
Lavaca,0001,"Justice, Supreme Court, Place 5",,REP,Paul Green,251,62,44,80,65
Lavaca,0008,"Justice, Supreme Court, Place 5",,REP,Paul Green,95,11,6,34,44
Lavaca,0016,"Justice, Supreme Court, Place 5",,REP,Paul Green,85,12,8,29,36
Lavaca,0019,"Justice, Supreme Court, Place 5",,REP,Paul Green,73,21,17,21,14
Lavaca,0023,"Justice, Supreme Court, Place 5",,REP,Paul Green,128,9,12,73,34
Lavaca,0029,"Justice, Supreme Court, Place 5",,REP,Paul Green,216,29,16,100,71
Lavaca,0030,"Justice, Supreme Court, Place 5",,REP,Paul Green,178,16,15,83,64
Lavaca,0031,"Justice, Supreme Court, Place 5",,REP,Paul Green,153,31,32,46,44
Lavaca,0032,"Justice, Supreme Court, Place 5",,REP,Paul Green,64,3,8,25,28
Lavaca,0001,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,274,39,45,105,85
Lavaca,0008,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,69,2,9,23,35
Lavaca,0016,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,84,6,9,46,23
Lavaca,0019,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,48,9,13,14,12
Lavaca,0023,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,124,9,3,78,34
Lavaca,0029,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,213,12,12,114,75
Lavaca,0030,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,144,12,3,75,54
Lavaca,0031,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,138,33,22,32,51
Lavaca,0032,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,53,13,7,12,21
Lavaca,0001,"Justice, Supreme Court, Place 9",,REP,Joe Pool,340,74,58,120,88
Lavaca,0008,"Justice, Supreme Court, Place 9",,REP,Joe Pool,109,12,10,41,46
Lavaca,0016,"Justice, Supreme Court, Place 9",,REP,Joe Pool,118,12,16,52,38
Lavaca,0019,"Justice, Supreme Court, Place 9",,REP,Joe Pool,104,24,22,29,29
Lavaca,0023,"Justice, Supreme Court, Place 9",,REP,Joe Pool,151,13,14,82,42
Lavaca,0029,"Justice, Supreme Court, Place 9",,REP,Joe Pool,289,24,22,139,104
Lavaca,0030,"Justice, Supreme Court, Place 9",,REP,Joe Pool,244,20,10,128,86
Lavaca,0031,"Justice, Supreme Court, Place 9",,REP,Joe Pool,182,35,36,49,62
Lavaca,0032,"Justice, Supreme Court, Place 9",,REP,Joe Pool,76,5,7,20,44
Lavaca,0001,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,330,70,61,111,88
Lavaca,0008,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,106,13,10,38,45
Lavaca,0016,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,73,10,6,30,27
Lavaca,0019,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,98,26,27,23,22
Lavaca,0023,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,139,6,16,72,45
Lavaca,0029,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,268,27,22,134,85
Lavaca,0030,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,186,14,13,88,71
Lavaca,0031,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,184,43,44,41,56
Lavaca,0032,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,81,9,12,26,34
Lavaca,0001,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,263,40,44,97,82
Lavaca,0008,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,63,1,9,18,35
Lavaca,0016,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,74,4,7,39,24
Lavaca,0019,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,42,9,11,11,11
Lavaca,0023,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,124,10,3,82,29
Lavaca,0029,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,195,11,14,98,72
Lavaca,0030,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,129,12,4,60,53
Lavaca,0031,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,139,27,25,36,51
Lavaca,0032,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,49,9,5,12,23
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,238,47,47,82,62
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,79,5,10,30,34
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,61,5,7,28,21
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,72,15,16,17,24
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,104,8,9,55,32
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,178,11,19,84,64
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,147,11,8,73,55
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,135,25,26,37,47
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,50,4,4,16,26
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,287,67,56,95,69
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,86,15,8,31,32
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,86,11,9,37,29
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,77,17,21,21,18
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,109,8,13,62,26
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,234,21,17,114,82
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,189,17,11,91,70
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,144,33,40,27,44
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,69,0,11,23,35
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,116,22,15,44,35
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,36,3,1,12,20
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,31,4,2,14,11
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,38,11,9,12,6
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,58,3,8,29,18
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,105,13,5,50,37
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,67,7,2,35,23
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,78,14,12,26,26
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,31,8,2,7,14
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,292,48,45,107,92
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,77,3,10,24,40
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,87,6,11,42,28
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,57,16,14,13,14
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,143,10,3,90,40
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,235,17,17,123,78
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,156,11,6,77,62
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,148,33,27,36,52
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,56,11,7,12,26
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,74,16,19,20,19
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,33,5,6,12,10
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,31,6,1,14,10
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,29,4,10,8,7
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,42,3,8,17,14
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,80,5,9,38,28
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,66,5,1,33,27
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,62,22,16,10,14
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,22,3,5,7,7
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,158,26,23,68,41
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,45,3,2,18,22
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,41,5,3,19,14
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,33,9,9,8,7
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,51,2,5,26,18
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,96,9,8,42,37
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,64,6,3,31,24
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,77,13,20,17,27
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,29,4,0,7,18
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,147,44,21,50,32
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,39,3,6,14,16
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,30,2,5,12,11
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,38,10,7,13,8
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,54,4,3,35,12
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,83,9,4,50,20
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,80,7,2,41,30
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,70,16,16,14,24
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,30,2,3,10,15
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,259,45,52,86,76
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,85,11,5,31,38
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,74,8,9,35,22
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,86,22,19,19,26
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,122,11,12,67,32
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,253,24,21,117,91
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,202,17,14,106,65
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,147,23,25,48,51
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,68,4,9,23,32
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,295,53,48,104,90
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,76,4,10,22,40
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,89,5,11,41,32
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,58,14,15,15,14
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,145,9,5,91,40
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,240,15,16,124,85
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,147,11,7,65,64
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,149,31,28,37,53
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,57,10,7,11,29
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,364,76,66,123,99
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,124,12,13,46,53
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,104,14,5,52,33
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,95,25,26,17,27
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,152,12,16,88,36
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,297,28,18,143,108
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,244,16,11,128,89
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,230,43,56,47,84
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,105,8,12,30,55
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,245,51,40,92,62
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,72,9,4,26,33
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,68,6,13,25,24
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,86,18,19,30,19
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,106,3,11,56,36
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,198,20,19,94,65
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,139,14,9,65,51
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,116,26,23,37,30
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,44,3,5,17,19
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,324,57,57,113,97
Lavaca,0008,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,82,5,12,25,40
Lavaca,0016,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,93,6,11,44,32
Lavaca,0019,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,63,16,15,16,16
Lavaca,0023,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,156,14,6,92,44
Lavaca,0029,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,257,14,21,134,88
Lavaca,0030,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,176,16,7,83,70
Lavaca,0031,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,159,36,26,42,55
Lavaca,0032,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,57,12,7,11,27
Lavaca,0001,State Senator,18,REP,Lois W. Kolkhorst,717,148,126,244,199
Lavaca,0008,State Senator,18,REP,Lois W. Kolkhorst,214,23,23,72,96
Lavaca,0016,State Senator,18,REP,Lois W. Kolkhorst,193,23,21,85,64
Lavaca,0019,State Senator,18,REP,Lois W. Kolkhorst,190,44,51,48,47
Lavaca,0023,State Senator,18,REP,Lois W. Kolkhorst,307,21,27,171,88
Lavaca,0029,State Senator,18,REP,Lois W. Kolkhorst,578,48,50,276,204
Lavaca,0030,State Senator,18,REP,Lois W. Kolkhorst,431,39,20,213,159
Lavaca,0031,State Senator,18,REP,Lois W. Kolkhorst,394,84,86,97,127
Lavaca,0032,State Senator,18,REP,Lois W. Kolkhorst,158,15,20,45,78
Lavaca,0001,State Senator,18,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,State Senator,18,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,State Senator,18,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,State Senator,18,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,State Senator,18,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,State Senator,18,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,State Senator,18,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,State Senator,18,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,State Senator,18,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,State Senator,18,REP,UNDER VOTES,216,36,37,84,59
Lavaca,0008,State Senator,18,REP,UNDER VOTES,64,3,6,25,30
Lavaca,0016,State Senator,18,REP,UNDER VOTES,72,3,8,36,25
Lavaca,0019,State Senator,18,REP,UNDER VOTES,54,15,9,15,15
Lavaca,0023,State Senator,18,REP,UNDER VOTES,107,8,6,65,28
Lavaca,0029,State Senator,18,REP,UNDER VOTES,174,14,8,95,57
Lavaca,0030,State Senator,18,REP,UNDER VOTES,128,7,7,63,51
Lavaca,0031,State Senator,18,REP,UNDER VOTES,111,21,19,29,42
Lavaca,0032,State Senator,18,REP,UNDER VOTES,48,8,4,13,23
Lavaca,0001,State Representative,13,REP,Leighton Schubert,641,134,117,213,177
Lavaca,0008,State Representative,13,REP,Leighton Schubert,201,22,20,67,92
Lavaca,0016,State Representative,13,REP,Leighton Schubert,170,19,19,73,59
Lavaca,0019,State Representative,13,REP,Leighton Schubert,177,41,44,48,44
Lavaca,0023,State Representative,13,REP,Leighton Schubert,279,18,26,152,83
Lavaca,0029,State Representative,13,REP,Leighton Schubert,530,46,45,251,188
Lavaca,0030,State Representative,13,REP,Leighton Schubert,406,36,19,200,151
Lavaca,0031,State Representative,13,REP,Leighton Schubert,358,75,79,87,117
Lavaca,0032,State Representative,13,REP,Leighton Schubert,148,13,19,40,76
Lavaca,0001,State Representative,13,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,State Representative,13,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,State Representative,13,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,State Representative,13,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,State Representative,13,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,State Representative,13,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,State Representative,13,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,State Representative,13,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,State Representative,13,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,State Representative,13,REP,UNDER VOTES,292,50,46,115,81
Lavaca,0008,State Representative,13,REP,UNDER VOTES,77,4,9,30,34
Lavaca,0016,State Representative,13,REP,UNDER VOTES,95,7,10,48,30
Lavaca,0019,State Representative,13,REP,UNDER VOTES,67,18,16,15,18
Lavaca,0023,State Representative,13,REP,UNDER VOTES,135,11,7,84,33
Lavaca,0029,State Representative,13,REP,UNDER VOTES,222,16,13,120,73
Lavaca,0030,State Representative,13,REP,UNDER VOTES,153,10,8,76,59
Lavaca,0031,State Representative,13,REP,UNDER VOTES,147,30,26,39,52
Lavaca,0032,State Representative,13,REP,UNDER VOTES,58,10,5,18,25
Lavaca,0001,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,619,126,113,207,173
Lavaca,0008,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,190,21,19,64,86
Lavaca,0016,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,167,19,19,74,55
Lavaca,0019,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,171,38,43,46,44
Lavaca,0023,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,271,18,27,147,79
Lavaca,0029,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,508,43,41,240,184
Lavaca,0030,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,395,33,19,194,149
Lavaca,0031,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,353,70,78,87,118
Lavaca,0032,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,145,12,19,40,74
Lavaca,0001,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,314,58,50,121,85
Lavaca,0008,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,88,5,10,33,40
Lavaca,0016,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,98,7,10,47,34
Lavaca,0019,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,73,21,17,17,18
Lavaca,0023,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,143,11,6,89,37
Lavaca,0029,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,244,19,17,131,77
Lavaca,0030,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,164,13,8,82,61
Lavaca,0031,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,152,35,27,39,51
Lavaca,0032,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,61,11,5,18,27
Lavaca,0001,"District Judge, 25th Judicial District",,REP,Bill Old,642,136,112,216,178
Lavaca,0008,"District Judge, 25th Judicial District",,REP,Bill Old,187,22,19,66,80
Lavaca,0016,"District Judge, 25th Judicial District",,REP,Bill Old,166,19,18,73,56
Lavaca,0019,"District Judge, 25th Judicial District",,REP,Bill Old,180,39,47,50,44
Lavaca,0023,"District Judge, 25th Judicial District",,REP,Bill Old,278,19,29,153,77
Lavaca,0029,"District Judge, 25th Judicial District",,REP,Bill Old,527,46,47,242,192
