county,precinct,office,district,candidate,party,votes,early_voting_ivo,early_voting_paper,election_day,provisional
Williamson,266,Straight Party,,,GRN,14,5,0,8,1
Williamson,267,Straight Party,,,GRN,10,6,0,4,0
Williamson,273,Straight Party,,,GRN,10,6,0,4,0
Williamson,274,Straight Party,,,GRN,21,10,0,11,0
Williamson,275,Straight Party,,,GRN,9,4,0,5,0
Williamson,277,Straight Party,,,GRN,8,4,1,3,0
Williamson,278,Straight Party,,,GRN,14,5,1,7,1
Williamson,283,Straight Party,,,GRN,19,10,0,9,0
Williamson,287,Straight Party,,,GRN,8,6,0,2,0
Williamson,305,Straight Party,,,GRN,1,0,0,1,0
Williamson,309,Straight Party,,,GRN,3,1,1,1,0
Williamson,310,Straight Party,,,GRN,1,0,0,1,0
Williamson,311,Straight Party,,,GRN,4,2,0,2,0
Williamson,312,Straight Party,,,GRN,4,3,0,1,0
Williamson,314,Straight Party,,,GRN,10,6,0,4,0
Williamson,330,Straight Party,,,GRN,6,2,0,4,0
Williamson,331,Straight Party,,,GRN,8,2,2,4,0
Williamson,332,Straight Party,,,GRN,4,3,0,1,0
Williamson,333,Straight Party,,,GRN,9,4,0,5,0
Williamson,337,Straight Party,,,GRN,8,6,0,2,0
Williamson,339,Straight Party,,,GRN,5,3,0,2,0
Williamson,341,Straight Party,,,GRN,2,1,0,1,0
Williamson,343,Straight Party,,,GRN,2,0,0,2,0
Williamson,344,Straight Party,,,GRN,8,4,0,4,0
Williamson,368,Straight Party,,,GRN,4,3,0,1,0
Williamson,369,Straight Party,,,GRN,7,4,1,2,0
Williamson,370,Straight Party,,,GRN,11,6,1,4,0
Williamson,371,Straight Party,,,GRN,13,6,1,6,0
Williamson,379,Straight Party,,,GRN,6,5,0,1,0
Williamson,381,Straight Party,,,GRN,1,1,0,0,0
Williamson,382,Straight Party,,,GRN,0,0,0,0,0
Williamson,392,Straight Party,,,GRN,8,5,1,2,0
Williamson,394,Straight Party,,,GRN,4,3,0,1,0
Williamson,395,Straight Party,,,GRN,5,4,0,1,0
Williamson,396,Straight Party,,,GRN,1,1,0,0,0
Williamson,402,Straight Party,,,GRN,11,3,0,8,0
Williamson,403,Straight Party,,,GRN,4,1,0,3,0
Williamson,413,Straight Party,,,GRN,0,0,0,0,0
Williamson,415,Straight Party,,,GRN,0,0,0,0,0
Williamson,420,Straight Party,,,GRN,10,4,0,6,0
Williamson,423,Straight Party,,,GRN,9,5,0,4,0
Williamson,424,Straight Party,,,GRN,6,1,0,5,0
Williamson,425,Straight Party,,,GRN,0,0,0,0,0
Williamson,426,Straight Party,,,GRN,3,3,0,0,0
Williamson,427,Straight Party,,,GRN,3,2,0,1,0
Williamson,428,Straight Party,,,GRN,3,2,0,1,0
Williamson,429,Straight Party,,,GRN,5,4,0,1,0
Williamson,434,Straight Party,,,GRN,4,2,0,2,0
Williamson,436,Straight Party,,,GRN,1,1,0,0,0
Williamson,455,Straight Party,,,GRN,4,2,0,2,0
Williamson,456,Straight Party,,,GRN,2,2,0,0,0
Williamson,463,Straight Party,,,GRN,9,8,0,1,0
Williamson,480,Straight Party,,,GRN,8,4,0,4,0
Williamson,484,Straight Party,,,GRN,10,7,0,3,0
Williamson,488,Straight Party,,,GRN,6,3,0,3,0
Williamson,491,Straight Party,,,GRN,7,6,1,0,0
Williamson,Total,Straight Party,,,GRN,591,325,12,251,3
Williamson,119,President,,Donald J. Trump / Mike Pence,REP,"1,073",826,41,206,0
Williamson,122,President,,Donald J. Trump / Mike Pence,REP,844,665,64,115,0
Williamson,135,President,,Donald J. Trump / Mike Pence,REP,627,437,25,162,3
Williamson,138,President,,Donald J. Trump / Mike Pence,REP,"1,330","1,063",63,203,1
Williamson,140,President,,Donald J. Trump / Mike Pence,REP,627,509,28,90,0
Williamson,145,President,,Donald J. Trump / Mike Pence,REP,546,393,26,126,1
Williamson,146,President,,Donald J. Trump / Mike Pence,REP,921,672,47,202,0
Williamson,147,President,,Donald J. Trump / Mike Pence,REP,682,484,43,154,1
Williamson,149,President,,Donald J. Trump / Mike Pence,REP,523,395,23,103,2
Williamson,150,President,,Donald J. Trump / Mike Pence,REP,493,349,23,120,1
Williamson,151,President,,Donald J. Trump / Mike Pence,REP,607,405,45,155,2
Williamson,152,President,,Donald J. Trump / Mike Pence,REP,467,301,19,145,2
Williamson,160,President,,Donald J. Trump / Mike Pence,REP,"1,238","1,038",34,164,2
Williamson,162,President,,Donald J. Trump / Mike Pence,REP,551,370,39,138,4
Williamson,172,President,,Donald J. Trump / Mike Pence,REP,756,570,47,137,2
Williamson,182,President,,Donald J. Trump / Mike Pence,REP,"1,572","1,255",56,261,0
Williamson,185,President,,Donald J. Trump / Mike Pence,REP,356,258,24,73,1
Williamson,186,President,,Donald J. Trump / Mike Pence,REP,662,465,38,156,3
Williamson,189,President,,Donald J. Trump / Mike Pence,REP,764,507,38,216,3
Williamson,190,President,,Donald J. Trump / Mike Pence,REP,"1,665","1,328",75,261,1
Williamson,197,President,,Donald J. Trump / Mike Pence,REP,787,626,29,132,0
Williamson,198,President,,Donald J. Trump / Mike Pence,REP,"1,196",990,43,161,2
Williamson,201,President,,Donald J. Trump / Mike Pence,REP,"1,913","1,477",74,359,3
Williamson,204,President,,Donald J. Trump / Mike Pence,REP,"1,719","1,307",73,334,5
Williamson,206,President,,Donald J. Trump / Mike Pence,REP,"1,468","1,022",74,371,1
Williamson,207,President,,Donald J. Trump / Mike Pence,REP,"2,534","1,777",122,632,3
Williamson,216,President,,Donald J. Trump / Mike Pence,REP,808,645,22,139,2
Williamson,218,President,,Donald J. Trump / Mike Pence,REP,802,628,44,130,0
Williamson,253,President,,Donald J. Trump / Mike Pence,REP,"2,132","1,561",81,487,3
Williamson,254,President,,Donald J. Trump / Mike Pence,REP,"1,111",866,58,187,0
Williamson,259,President,,Donald J. Trump / Mike Pence,REP,"2,011","1,505",78,426,2
Williamson,264,President,,Donald J. Trump / Mike Pence,REP,"1,559","1,140",58,360,1
Williamson,266,President,,Donald J. Trump / Mike Pence,REP,"1,105",816,83,205,1
Williamson,267,President,,Donald J. Trump / Mike Pence,REP,"1,078",795,55,227,1
Williamson,273,President,,Donald J. Trump / Mike Pence,REP,742,572,24,145,1
Williamson,274,President,,Donald J. Trump / Mike Pence,REP,"1,018",703,43,269,3
Williamson,275,President,,Donald J. Trump / Mike Pence,REP,628,447,45,135,1
Williamson,277,President,,Donald J. Trump / Mike Pence,REP,"1,795","1,444",60,288,3
Williamson,278,President,,Donald J. Trump / Mike Pence,REP,"1,740","1,347",75,317,1
Williamson,283,President,,Donald J. Trump / Mike Pence,REP,"1,464","1,074",68,318,4
Williamson,287,President,,Donald J. Trump / Mike Pence,REP,"1,657","1,216",78,360,3
Williamson,305,President,,Donald J. Trump / Mike Pence,REP,"1,471","1,138",101,232,0
Williamson,309,President,,Donald J. Trump / Mike Pence,REP,662,389,22,251,0
Williamson,310,President,,Donald J. Trump / Mike Pence,REP,824,445,38,339,2
Williamson,311,President,,Donald J. Trump / Mike Pence,REP,873,555,43,274,1
Williamson,312,President,,Donald J. Trump / Mike Pence,REP,"1,676","1,101",73,501,1
Williamson,314,President,,Donald J. Trump / Mike Pence,REP,924,677,55,191,1
Williamson,330,President,,Donald J. Trump / Mike Pence,REP,"1,359","1,021",41,297,0
Williamson,331,President,,Donald J. Trump / Mike Pence,REP,"1,262",969,41,248,4
Williamson,332,President,,Donald J. Trump / Mike Pence,REP,"1,461","1,108",58,293,2
Williamson,333,President,,Donald J. Trump / Mike Pence,REP,"1,262",923,56,282,1
Williamson,337,President,,Donald J. Trump / Mike Pence,REP,"1,549","1,127",71,348,3
Williamson,339,President,,Donald J. Trump / Mike Pence,REP,688,501,36,150,1
Williamson,341,President,,Donald J. Trump / Mike Pence,REP,915,693,73,147,2
Williamson,343,President,,Donald J. Trump / Mike Pence,REP,226,126,26,74,0
Williamson,344,President,,Donald J. Trump / Mike Pence,REP,"2,427","1,916",138,372,1
Williamson,368,President,,Donald J. Trump / Mike Pence,REP,"1,453","1,139",83,229,2
Williamson,369,President,,Donald J. Trump / Mike Pence,REP,808,578,32,196,2
Williamson,370,President,,Donald J. Trump / Mike Pence,REP,"1,264",948,62,252,2
Williamson,371,President,,Donald J. Trump / Mike Pence,REP,"1,790","1,352",90,345,3
Williamson,379,President,,Donald J. Trump / Mike Pence,REP,"1,157",860,134,161,2
Williamson,381,President,,Donald J. Trump / Mike Pence,REP,"2,309","1,823",177,306,3
Williamson,382,President,,Donald J. Trump / Mike Pence,REP,"1,861","1,511",258,92,0
Williamson,392,President,,Donald J. Trump / Mike Pence,REP,"2,275","1,678",247,346,4
Williamson,394,President,,Donald J. Trump / Mike Pence,REP,"3,388","2,781",414,192,1
Williamson,395,President,,Donald J. Trump / Mike Pence,REP,"1,491","1,181",72,238,0
Williamson,396,President,,Donald J. Trump / Mike Pence,REP,"1,899","1,486",279,131,3
Williamson,402,President,,Donald J. Trump / Mike Pence,REP,"1,419","1,055",44,318,2
Williamson,403,President,,Donald J. Trump / Mike Pence,REP,723,545,25,152,1
Williamson,413,President,,Donald J. Trump / Mike Pence,REP,239,156,8,75,0
Williamson,415,President,,Donald J. Trump / Mike Pence,REP,822,451,32,339,0
Williamson,420,President,,Donald J. Trump / Mike Pence,REP,"1,640","1,247",60,329,4
Williamson,423,President,,Donald J. Trump / Mike Pence,REP,894,652,46,194,2
Williamson,424,President,,Donald J. Trump / Mike Pence,REP,"2,519","1,956",100,459,4
Williamson,425,President,,Donald J. Trump / Mike Pence,REP,233,94,14,124,1
Williamson,426,President,,Donald J. Trump / Mike Pence,REP,695,553,27,109,6
Williamson,427,President,,Donald J. Trump / Mike Pence,REP,908,701,44,161,2
Williamson,428,President,,Donald J. Trump / Mike Pence,REP,"1,103",840,44,218,1
Williamson,429,President,,Donald J. Trump / Mike Pence,REP,280,182,15,82,1
Williamson,434,President,,Donald J. Trump / Mike Pence,REP,"1,481","1,033",69,376,3
Williamson,436,President,,Donald J. Trump / Mike Pence,REP,397,294,20,82,1
Williamson,455,President,,Donald J. Trump / Mike Pence,REP,541,404,27,110,0
Williamson,456,President,,Donald J. Trump / Mike Pence,REP,391,308,19,64,0
Williamson,463,President,,Donald J. Trump / Mike Pence,REP,"1,084",816,60,204,4
Williamson,480,President,,Donald J. Trump / Mike Pence,REP,"1,197",939,38,218,2
Williamson,484,President,,Donald J. Trump / Mike Pence,REP,"1,473","1,136",75,262,0
Williamson,488,President,,Donald J. Trump / Mike Pence,REP,"1,862","1,440",75,346,1
Williamson,491,President,,Donald J. Trump / Mike Pence,REP,"1,429","1,101",49,278,1
Williamson,Total,President,,Donald J. Trump / Mike Pence,REP,"104,175","78,177","5,696","20,156",146
Williamson,119,President,,Hillary Clinton / Tim Kaine,DEM,"1,048",799,46,200,3
Williamson,122,President,,Hillary Clinton / Tim Kaine,DEM,813,632,69,107,5
Williamson,135,President,,Hillary Clinton / Tim Kaine,DEM,"1,084",770,52,260,2
Williamson,138,President,,Hillary Clinton / Tim Kaine,DEM,"1,196",932,54,204,6
Williamson,140,President,,Hillary Clinton / Tim Kaine,DEM,643,528,30,82,3
Williamson,145,President,,Hillary Clinton / Tim Kaine,DEM,925,638,39,244,4
Williamson,146,President,,Hillary Clinton / Tim Kaine,DEM,"2,027","1,569",90,359,9
Williamson,147,President,,Hillary Clinton / Tim Kaine,DEM,"1,248",920,76,246,6
Williamson,149,President,,Hillary Clinton / Tim Kaine,DEM,712,524,44,144,0
Williamson,150,President,,Hillary Clinton / Tim Kaine,DEM,769,520,54,190,5
Williamson,151,President,,Hillary Clinton / Tim Kaine,DEM,958,692,44,217,5
Williamson,152,President,,Hillary Clinton / Tim Kaine,DEM,898,604,41,250,3
Williamson,160,President,,Hillary Clinton / Tim Kaine,DEM,"1,514","1,247",54,210,3
Williamson,162,President,,Hillary Clinton / Tim Kaine,DEM,"1,082",794,56,230,2
Williamson,172,President,,Hillary Clinton / Tim Kaine,DEM,711,559,46,106,0
Williamson,182,President,,Hillary Clinton / Tim Kaine,DEM,"1,064",859,41,162,2
Williamson,185,President,,Hillary Clinton / Tim Kaine,DEM,661,509,37,112,3
Williamson,186,President,,Hillary Clinton / Tim Kaine,DEM,"1,018",756,43,213,6
Williamson,189,President,,Hillary Clinton / Tim Kaine,DEM,"1,076",828,46,201,1
Williamson,190,President,,Hillary Clinton / Tim Kaine,DEM,"1,495","1,221",97,173,4
Williamson,197,President,,Hillary Clinton / Tim Kaine,DEM,997,830,38,126,3
Williamson,198,President,,Hillary Clinton / Tim Kaine,DEM,"1,319","1,102",61,153,3
Williamson,201,President,,Hillary Clinton / Tim Kaine,DEM,"1,980","1,617",82,274,7
Williamson,204,President,,Hillary Clinton / Tim Kaine,DEM,"1,571","1,258",68,243,2
Williamson,206,President,,Hillary Clinton / Tim Kaine,DEM,363,256,37,69,1
Williamson,207,President,,Hillary Clinton / Tim Kaine,DEM,709,517,43,148,1
Williamson,216,President,,Hillary Clinton / Tim Kaine,DEM,731,567,43,120,1
Williamson,218,President,,Hillary Clinton / Tim Kaine,DEM,"1,125",895,54,171,5
Williamson,253,President,,Hillary Clinton / Tim Kaine,DEM,"1,322",948,61,307,6
Williamson,254,President,,Hillary Clinton / Tim Kaine,DEM,886,656,52,175,3
Williamson,259,President,,Hillary Clinton / Tim Kaine,DEM,"1,395","1,011",56,325,3
Williamson,264,President,,Hillary Clinton / Tim Kaine,DEM,"1,005",719,34,251,1
Williamson,266,President,,Hillary Clinton / Tim Kaine,DEM,"1,225",918,73,233,1
Williamson,267,President,,Hillary Clinton / Tim Kaine,DEM,512,387,18,107,0
Williamson,273,President,,Hillary Clinton / Tim Kaine,DEM,826,661,44,119,2
Williamson,274,President,,Hillary Clinton / Tim Kaine,DEM,"1,610","1,150",65,388,7
Williamson,275,President,,Hillary Clinton / Tim Kaine,DEM,"1,077",781,57,236,3
Williamson,277,President,,Hillary Clinton / Tim Kaine,DEM,"1,471","1,213",63,195,0
Williamson,278,President,,Hillary Clinton / Tim Kaine,DEM,"1,601","1,269",61,268,3
Williamson,283,President,,Hillary Clinton / Tim Kaine,DEM,"1,260",943,60,256,1
Williamson,287,President,,Hillary Clinton / Tim Kaine,DEM,"1,327",980,102,244,1
Williamson,305,President,,Hillary Clinton / Tim Kaine,DEM,492,399,32,60,1
Williamson,309,President,,Hillary Clinton / Tim Kaine,DEM,224,130,13,81,0
Williamson,310,President,,Hillary Clinton / Tim Kaine,DEM,221,126,18,77,0
Williamson,311,President,,Hillary Clinton / Tim Kaine,DEM,317,215,19,83,0
Williamson,312,President,,Hillary Clinton / Tim Kaine,DEM,596,334,32,227,3
Williamson,314,President,,Hillary Clinton / Tim Kaine,DEM,"1,002",708,80,212,2
Williamson,330,President,,Hillary Clinton / Tim Kaine,DEM,"1,165",873,49,241,2
Williamson,331,President,,Hillary Clinton / Tim Kaine,DEM,811,607,34,168,2
Williamson,332,President,,Hillary Clinton / Tim Kaine,DEM,921,700,47,173,1
Williamson,333,President,,Hillary Clinton / Tim Kaine,DEM,"1,114",823,58,231,2
Williamson,337,President,,Hillary Clinton / Tim Kaine,DEM,"1,402","1,046",61,292,3
Williamson,339,President,,Hillary Clinton / Tim Kaine,DEM,813,605,28,179,1
Williamson,341,President,,Hillary Clinton / Tim Kaine,DEM,410,303,48,57,2
Williamson,343,President,,Hillary Clinton / Tim Kaine,DEM,298,165,30,102,1
Williamson,344,President,,Hillary Clinton / Tim Kaine,DEM,"1,150",875,109,165,1
Williamson,368,President,,Hillary Clinton / Tim Kaine,DEM,562,419,57,82,4
Williamson,369,President,,Hillary Clinton / Tim Kaine,DEM,907,647,64,194,2
Williamson,370,President,,Hillary Clinton / Tim Kaine,DEM,958,721,68,169,0
Williamson,371,President,,Hillary Clinton / Tim Kaine,DEM,996,733,52,206,5
Williamson,379,President,,Hillary Clinton / Tim Kaine,DEM,518,354,76,83,5
Williamson,381,President,,Hillary Clinton / Tim Kaine,DEM,850,648,84,117,1
Williamson,382,President,,Hillary Clinton / Tim Kaine,DEM,904,656,209,39,0
Williamson,392,President,,Hillary Clinton / Tim Kaine,DEM,925,634,142,145,4
Williamson,394,President,,Hillary Clinton / Tim Kaine,DEM,"1,601","1,242",291,65,3
Williamson,395,President,,Hillary Clinton / Tim Kaine,DEM,499,374,47,78,0
Williamson,396,President,,Hillary Clinton / Tim Kaine,DEM,917,650,225,40,2
Williamson,402,President,,Hillary Clinton / Tim Kaine,DEM,"1,389","1,041",43,301,4
Williamson,403,President,,Hillary Clinton / Tim Kaine,DEM,656,486,22,148,0
Williamson,413,President,,Hillary Clinton / Tim Kaine,DEM,108,65,6,36,1
Williamson,415,President,,Hillary Clinton / Tim Kaine,DEM,300,139,22,139,0
Williamson,420,President,,Hillary Clinton / Tim Kaine,DEM,"1,256",933,50,270,3
Williamson,423,President,,Hillary Clinton / Tim Kaine,DEM,"1,135",815,46,269,5
Williamson,424,President,,Hillary Clinton / Tim Kaine,DEM,"1,905","1,457",96,348,4
Williamson,425,President,,Hillary Clinton / Tim Kaine,DEM,111,41,9,61,0
Williamson,426,President,,Hillary Clinton / Tim Kaine,DEM,449,341,24,84,0
Williamson,427,President,,Hillary Clinton / Tim Kaine,DEM,575,421,42,109,3
Williamson,428,President,,Hillary Clinton / Tim Kaine,DEM,597,464,34,98,1
Williamson,429,President,,Hillary Clinton / Tim Kaine,DEM,453,310,18,124,1
Williamson,434,President,,Hillary Clinton / Tim Kaine,DEM,376,235,32,109,0
Williamson,436,President,,Hillary Clinton / Tim Kaine,DEM,101,71,10,20,0
Williamson,455,President,,Hillary Clinton / Tim Kaine,DEM,812,594,45,172,1
Williamson,456,President,,Hillary Clinton / Tim Kaine,DEM,480,315,39,125,1
Williamson,463,President,,Hillary Clinton / Tim Kaine,DEM,"1,609","1,185",82,341,1
Williamson,480,President,,Hillary Clinton / Tim Kaine,DEM,"1,636","1,240",71,319,6
Williamson,484,President,,Hillary Clinton / Tim Kaine,DEM,"1,421","1,100",60,260,1
Williamson,488,President,,Hillary Clinton / Tim Kaine,DEM,"1,665","1,289",71,298,7
Williamson,491,President,,Hillary Clinton / Tim Kaine,DEM,"1,607","1,230",68,305,4
Williamson,Total,President,,Hillary Clinton / Tim Kaine,DEM,"84,468","63,338","5,094","15,820",216
Williamson,119,President,,Gary Johnson / William Weld,LIB,132,78,7,46,1
Williamson,122,President,,Gary Johnson / William Weld,LIB,121,90,1,29,1
Williamson,135,President,,Gary Johnson / William Weld,LIB,98,57,4,36,1
Williamson,138,President,,Gary Johnson / William Weld,LIB,154,101,2,51,0
Williamson,140,President,,Gary Johnson / William Weld,LIB,83,66,0,17,0
Williamson,145,President,,Gary Johnson / William Weld,LIB,85,54,1,30,0
Williamson,146,President,,Gary Johnson / William Weld,LIB,197,124,7,65,1
Williamson,147,President,,Gary Johnson / William Weld,LIB,139,71,3,65,0
Williamson,149,President,,Gary Johnson / William Weld,LIB,65,44,4,16,1
Williamson,150,President,,Gary Johnson / William Weld,LIB,77,40,3,34,0
Williamson,151,President,,Gary Johnson / William Weld,LIB,113,65,6,41,1
Williamson,152,President,,Gary Johnson / William Weld,LIB,92,49,5,38,0
Williamson,160,President,,Gary Johnson / William Weld,LIB,185,141,2,42,0
Williamson,162,President,,Gary Johnson / William Weld,LIB,99,63,2,34,0
Williamson,172,President,,Gary Johnson / William Weld,LIB,77,60,1,16,0
Williamson,182,President,,Gary Johnson / William Weld,LIB,151,115,1,35,0
Williamson,185,President,,Gary Johnson / William Weld,LIB,67,39,0,27,1
Williamson,186,President,,Gary Johnson / William Weld,LIB,96,64,4,27,1
Williamson,189,President,,Gary Johnson / William Weld,LIB,108,76,0,32,0
Williamson,190,President,,Gary Johnson / William Weld,LIB,208,149,7,52,0
Williamson,197,President,,Gary Johnson / William Weld,LIB,76,54,6,14,2
Williamson,198,President,,Gary Johnson / William Weld,LIB,170,123,11,36,0
Williamson,201,President,,Gary Johnson / William Weld,LIB,239,168,4,66,1
Williamson,204,President,,Gary Johnson / William Weld,LIB,227,159,4,64,0
Williamson,206,President,,Gary Johnson / William Weld,LIB,93,58,2,33,0
Williamson,207,President,,Gary Johnson / William Weld,LIB,145,76,2,66,1
Williamson,216,President,,Gary Johnson / William Weld,LIB,123,89,3,31,0
Williamson,218,President,,Gary Johnson / William Weld,LIB,127,89,2,36,0
Williamson,253,President,,Gary Johnson / William Weld,LIB,236,142,9,84,1
Williamson,254,President,,Gary Johnson / William Weld,LIB,132,86,3,42,1
Williamson,259,President,,Gary Johnson / William Weld,LIB,213,127,2,84,0
Williamson,264,President,,Gary Johnson / William Weld,LIB,139,105,4,30,0
Williamson,266,President,,Gary Johnson / William Weld,LIB,140,97,2,41,0
Williamson,267,President,,Gary Johnson / William Weld,LIB,92,58,2,32,0
Williamson,273,President,,Gary Johnson / William Weld,LIB,109,73,3,33,0
Williamson,274,President,,Gary Johnson / William Weld,LIB,153,94,7,51,1
Williamson,275,President,,Gary Johnson / William Weld,LIB,88,50,6,32,0
Williamson,277,President,,Gary Johnson / William Weld,LIB,181,134,5,42,0
Williamson,278,President,,Gary Johnson / William Weld,LIB,230,155,3,71,1
Williamson,283,President,,Gary Johnson / William Weld,LIB,159,107,2,49,1
Williamson,287,President,,Gary Johnson / William Weld,LIB,189,118,0,71,0
Williamson,305,President,,Gary Johnson / William Weld,LIB,75,48,1,26,0
Williamson,309,President,,Gary Johnson / William Weld,LIB,29,17,0,12,0
Williamson,310,President,,Gary Johnson / William Weld,LIB,40,18,3,19,0
Williamson,311,President,,Gary Johnson / William Weld,LIB,48,26,1,21,0
Williamson,312,President,,Gary Johnson / William Weld,LIB,94,42,3,49,0
Williamson,314,President,,Gary Johnson / William Weld,LIB,97,68,4,25,0
Williamson,330,President,,Gary Johnson / William Weld,LIB,163,115,4,44,0
Williamson,331,President,,Gary Johnson / William Weld,LIB,136,95,0,41,0
Williamson,332,President,,Gary Johnson / William Weld,LIB,140,95,4,41,0
Williamson,333,President,,Gary Johnson / William Weld,LIB,138,90,4,44,0
Williamson,337,President,,Gary Johnson / William Weld,LIB,123,72,4,47,0
Williamson,339,President,,Gary Johnson / William Weld,LIB,90,60,3,27,0
Williamson,341,President,,Gary Johnson / William Weld,LIB,59,37,6,15,1
Williamson,343,President,,Gary Johnson / William Weld,LIB,27,17,3,7,0
Williamson,344,President,,Gary Johnson / William Weld,LIB,160,113,8,39,0
Williamson,368,President,,Gary Johnson / William Weld,LIB,69,51,3,15,0
Williamson,369,President,,Gary Johnson / William Weld,LIB,88,59,1,28,0
Williamson,370,President,,Gary Johnson / William Weld,LIB,141,103,5,33,0
Williamson,371,President,,Gary Johnson / William Weld,LIB,138,91,5,41,1
Williamson,379,President,,Gary Johnson / William Weld,LIB,70,49,0,21,0
Williamson,381,President,,Gary Johnson / William Weld,LIB,135,93,5,37,0
Williamson,382,President,,Gary Johnson / William Weld,LIB,53,39,10,4,0
Williamson,392,President,,Gary Johnson / William Weld,LIB,146,79,11,55,1
Williamson,394,President,,Gary Johnson / William Weld,LIB,122,98,16,8,0
Williamson,395,President,,Gary Johnson / William Weld,LIB,76,55,3,18,0
Williamson,396,President,,Gary Johnson / William Weld,LIB,55,35,11,8,1
Williamson,402,President,,Gary Johnson / William Weld,LIB,174,108,7,59,0
Williamson,403,President,,Gary Johnson / William Weld,LIB,80,56,2,22,0
Williamson,413,President,,Gary Johnson / William Weld,LIB,9,4,2,3,0
Williamson,415,President,,Gary Johnson / William Weld,LIB,41,19,3,19,0
Williamson,420,President,,Gary Johnson / William Weld,LIB,181,113,5,63,0
Williamson,423,President,,Gary Johnson / William Weld,LIB,139,92,4,43,0
Williamson,424,President,,Gary Johnson / William Weld,LIB,257,172,5,80,0
Williamson,425,President,,Gary Johnson / William Weld,LIB,4,0,1,3,0
Williamson,426,President,,Gary Johnson / William Weld,LIB,70,49,2,19,0
Williamson,427,President,,Gary Johnson / William Weld,LIB,71,43,2,26,0
Williamson,428,President,,Gary Johnson / William Weld,LIB,63,42,4,17,0
Williamson,429,President,,Gary Johnson / William Weld,LIB,31,18,1,12,0
Williamson,434,President,,Gary Johnson / William Weld,LIB,54,30,1,23,0
Williamson,436,President,,Gary Johnson / William Weld,LIB,11,7,0,4,0
Williamson,455,President,,Gary Johnson / William Weld,LIB,76,47,0,29,0
Williamson,456,President,,Gary Johnson / William Weld,LIB,22,13,1,7,1
Williamson,463,President,,Gary Johnson / William Weld,LIB,159,113,2,44,0
Williamson,480,President,,Gary Johnson / William Weld,LIB,144,94,6,44,0
Williamson,484,President,,Gary Johnson / William Weld,LIB,167,106,4,56,1
Williamson,488,President,,Gary Johnson / William Weld,LIB,193,134,2,56,1
Williamson,491,President,,Gary Johnson / William Weld,LIB,163,105,5,53,0
Williamson,Total,President,,Gary Johnson / William Weld,LIB,"10,229","6,738",319,"3,148",24
Williamson,119,President,,Jill Stein / Ajamu Baraka,GRN,20,14,0,6,0
Williamson,122,President,,Jill Stein / Ajamu Baraka,GRN,19,10,2,7,0
Williamson,135,President,,Jill Stein / Ajamu Baraka,GRN,29,17,1,11,0
Williamson,138,President,,Jill Stein / Ajamu Baraka,GRN,33,24,2,7,0
Williamson,140,President,,Jill Stein / Ajamu Baraka,GRN,14,8,0,6,0
Williamson,145,President,,Jill Stein / Ajamu Baraka,GRN,31,17,0,14,0
Williamson,146,President,,Jill Stein / Ajamu Baraka,GRN,61,37,1,22,1
Williamson,147,President,,Jill Stein / Ajamu Baraka,GRN,35,19,2,14,0
Williamson,149,President,,Jill Stein / Ajamu Baraka,GRN,16,11,0,5,0
Williamson,150,President,,Jill Stein / Ajamu Baraka,GRN,24,16,0,8,0
Williamson,151,President,,Jill Stein / Ajamu Baraka,GRN,33,25,1,7,0
Williamson,152,President,,Jill Stein / Ajamu Baraka,GRN,40,28,0,12,0
Williamson,160,President,,Jill Stein / Ajamu Baraka,GRN,37,25,0,12,0
Williamson,162,President,,Jill Stein / Ajamu Baraka,GRN,33,12,1,20,0
Williamson,172,President,,Jill Stein / Ajamu Baraka,GRN,19,13,1,5,0
Williamson,182,President,,Jill Stein / Ajamu Baraka,GRN,16,13,1,2,0
Williamson,185,President,,Jill Stein / Ajamu Baraka,GRN,18,13,0,5,0
Williamson,186,President,,Jill Stein / Ajamu Baraka,GRN,16,13,0,3,0
Williamson,189,President,,Jill Stein / Ajamu Baraka,GRN,17,12,1,4,0
Williamson,190,President,,Jill Stein / Ajamu Baraka,GRN,35,23,2,10,0
Williamson,197,President,,Jill Stein / Ajamu Baraka,GRN,26,14,3,9,0
Williamson,198,President,,Jill Stein / Ajamu Baraka,GRN,36,24,0,11,1
Williamson,201,President,,Jill Stein / Ajamu Baraka,GRN,23,9,0,14,0
Williamson,204,President,,Jill Stein / Ajamu Baraka,GRN,32,24,1,7,0
Williamson,206,President,,Jill Stein / Ajamu Baraka,GRN,12,10,1,1,0
Williamson,207,President,,Jill Stein / Ajamu Baraka,GRN,27,12,0,15,0
Williamson,216,President,,Jill Stein / Ajamu Baraka,GRN,20,13,0,7,0
Williamson,218,President,,Jill Stein / Ajamu Baraka,GRN,25,17,0,8,0
Williamson,253,President,,Jill Stein / Ajamu Baraka,GRN,37,22,2,13,0
Williamson,254,President,,Jill Stein / Ajamu Baraka,GRN,27,17,0,9,1
Williamson,259,President,,Jill Stein / Ajamu Baraka,GRN,44,24,2,18,0
Williamson,264,President,,Jill Stein / Ajamu Baraka,GRN,22,10,0,12,0
Williamson,266,President,,Jill Stein / Ajamu Baraka,GRN,38,21,1,15,1
Williamson,267,President,,Jill Stein / Ajamu Baraka,GRN,19,13,0,6,0
Williamson,273,President,,Jill Stein / Ajamu Baraka,GRN,28,22,1,5,0
Williamson,274,President,,Jill Stein / Ajamu Baraka,GRN,48,24,3,20,1
