county,precinct,office,district,candidate,party,votes,early_voting_ivo,early_voting_paper,election_day,provisional
Williamson,381,Railroad Commissioner,,Martina Salinas,GRN,39,23,2,14,0
Williamson,382,Railroad Commissioner,,Martina Salinas,GRN,28,25,1,2,0
Williamson,392,Railroad Commissioner,,Martina Salinas,GRN,64,47,6,10,1
Williamson,394,Railroad Commissioner,,Martina Salinas,GRN,42,33,8,1,0
Williamson,395,Railroad Commissioner,,Martina Salinas,GRN,38,29,0,9,0
Williamson,396,Railroad Commissioner,,Martina Salinas,GRN,15,12,2,1,0
Williamson,402,Railroad Commissioner,,Martina Salinas,GRN,112,69,3,40,0
Williamson,403,Railroad Commissioner,,Martina Salinas,GRN,49,30,0,19,0
Williamson,413,Railroad Commissioner,,Martina Salinas,GRN,8,3,0,5,0
Williamson,415,Railroad Commissioner,,Martina Salinas,GRN,16,4,0,12,0
Williamson,420,Railroad Commissioner,,Martina Salinas,GRN,93,55,5,32,1
Williamson,423,Railroad Commissioner,,Martina Salinas,GRN,78,49,2,26,1
Williamson,424,Railroad Commissioner,,Martina Salinas,GRN,128,91,4,31,2
Williamson,425,Railroad Commissioner,,Martina Salinas,GRN,6,2,0,4,0
Williamson,426,Railroad Commissioner,,Martina Salinas,GRN,48,38,0,10,0
Williamson,427,Railroad Commissioner,,Martina Salinas,GRN,35,27,0,8,0
Williamson,428,Railroad Commissioner,,Martina Salinas,GRN,36,24,0,12,0
Williamson,429,Railroad Commissioner,,Martina Salinas,GRN,45,30,0,15,0
Williamson,434,Railroad Commissioner,,Martina Salinas,GRN,24,13,1,10,0
Williamson,436,Railroad Commissioner,,Martina Salinas,GRN,9,4,3,2,0
Williamson,455,Railroad Commissioner,,Martina Salinas,GRN,76,49,2,25,0
Williamson,456,Railroad Commissioner,,Martina Salinas,GRN,21,14,0,7,0
Williamson,463,Railroad Commissioner,,Martina Salinas,GRN,119,87,6,26,0
Williamson,480,Railroad Commissioner,,Martina Salinas,GRN,125,88,6,31,0
Williamson,484,Railroad Commissioner,,Martina Salinas,GRN,115,78,5,31,1
Williamson,488,Railroad Commissioner,,Martina Salinas,GRN,96,67,4,25,0
Williamson,491,Railroad Commissioner,,Martina Salinas,GRN,113,81,2,30,0
Williamson,Total,Railroad Commissioner,,Martina Salinas,GRN,"6,271","4,257",223,"1,769",22
Williamson,206,State Representative,20,Terry Wilson ,REP,"1,560","1,091",71,397,1
Williamson,207,State Representative,20,Terry Wilson ,REP,"2,755","1,943",108,700,4
Williamson,267,State Representative,20,Terry Wilson ,REP,"1,228",900,48,279,1
Williamson,305,State Representative,20,Terry Wilson ,REP,"1,601","1,231",101,269,0
Williamson,309,State Representative,20,Terry Wilson ,REP,721,430,21,270,0
Williamson,310,State Representative,20,Terry Wilson ,REP,863,467,37,357,2
Williamson,311,State Representative,20,Terry Wilson ,REP,952,607,40,304,1
Williamson,312,State Representative,20,Terry Wilson ,REP,"1,821","1,178",71,571,1
Williamson,314,State Representative,20,Terry Wilson ,REP,"1,169",845,48,274,2
Williamson,341,State Representative,20,Terry Wilson ,REP,"1,027",778,81,165,3
Williamson,343,State Representative,20,Terry Wilson ,REP,280,164,26,90,0
Williamson,344,State Representative,20,Terry Wilson ,REP,"2,807","2,194",140,472,1
Williamson,368,State Representative,20,Terry Wilson ,REP,"1,611","1,268",78,263,2
Williamson,371,State Representative,20,Terry Wilson ,REP,"2,061","1,544",92,421,4
Williamson,379,State Representative,20,Terry Wilson ,REP,"1,274",949,130,192,3
Williamson,381,State Representative,20,Terry Wilson ,REP,"2,620","2,045",195,376,4
Williamson,382,State Representative,20,Terry Wilson ,REP,"2,056","1,662",292,102,0
Williamson,392,State Representative,20,Terry Wilson ,REP,"2,562","1,865",273,418,6
Williamson,394,State Representative,20,Terry Wilson ,REP,"3,731","3,074",440,214,3
Williamson,395,State Representative,20,Terry Wilson ,REP,"1,627","1,275",74,278,0
Williamson,396,State Representative,20,Terry Wilson ,REP,"2,062","1,611",306,143,2
Williamson,415,State Representative,20,Terry Wilson ,REP,838,457,26,355,0
Williamson,425,State Representative,20,Terry Wilson ,REP,235,93,14,127,1
Williamson,434,State Representative,20,Terry Wilson ,REP,"1,533","1,080",65,387,1
Williamson,436,State Representative,20,Terry Wilson ,REP,426,313,18,94,1
Williamson,Total,State Representative,20,Terry Wilson ,REP,"39,420","29,064","2,795","7,518",43
Williamson,119,State Representative,52,Henry Knetsar ,LIB,457,356,11,90,0
Williamson,122,State Representative,52,Henry Knetsar ,LIB,332,257,8,64,3
Williamson,135,State Representative,52,Henry Knetsar ,LIB,470,343,8,118,1
Williamson,138,State Representative,52,Henry Knetsar ,LIB,520,395,13,111,1
Williamson,145,State Representative,52,Henry Knetsar ,LIB,360,255,5,99,1
Williamson,149,State Representative,52,Henry Knetsar ,LIB,280,219,6,54,1
Williamson,150,State Representative,52,Henry Knetsar ,LIB,286,194,9,82,1
Williamson,172,State Representative,52,Henry Knetsar ,LIB,256,205,6,44,1
Williamson,182,State Representative,52,Henry Knetsar ,LIB,431,344,10,76,1
Williamson,332,State Representative,52,Henry Knetsar ,LIB,393,295,7,91,0
Williamson,333,State Representative,52,Henry Knetsar ,LIB,464,345,9,109,1
Williamson,337,State Representative,52,Henry Knetsar ,LIB,513,378,20,114,1
Williamson,339,State Representative,52,Henry Knetsar ,LIB,316,240,7,68,1
Williamson,369,State Representative,52,Henry Knetsar ,LIB,370,269,15,85,1
Williamson,370,State Representative,52,Henry Knetsar ,LIB,449,331,16,101,1
Williamson,402,State Representative,52,Henry Knetsar ,LIB,590,434,9,146,1
Williamson,403,State Representative,52,Henry Knetsar ,LIB,291,219,6,66,0
Williamson,413,State Representative,52,Henry Knetsar ,LIB,41,22,2,17,0
Williamson,420,State Representative,52,Henry Knetsar ,LIB,601,443,9,147,2
Williamson,423,State Representative,52,Henry Knetsar ,LIB,482,370,9,102,1
Williamson,424,State Representative,52,Henry Knetsar ,LIB,779,596,18,163,2
Williamson,426,State Representative,52,Henry Knetsar ,LIB,223,172,2,49,0
Williamson,427,State Representative,52,Henry Knetsar ,LIB,196,138,5,52,1
Williamson,428,State Representative,52,Henry Knetsar ,LIB,212,166,7,39,0
Williamson,429,State Representative,52,Henry Knetsar ,LIB,130,81,4,44,1
Williamson,455,State Representative,52,Henry Knetsar ,LIB,364,255,14,94,1
Williamson,456,State Representative,52,Henry Knetsar ,LIB,110,67,3,40,0
Williamson,463,State Representative,52,Henry Knetsar ,LIB,677,506,15,156,0
Williamson,480,State Representative,52,Henry Knetsar ,LIB,648,488,14,145,1
Williamson,484,State Representative,52,Henry Knetsar ,LIB,578,457,19,102,0
Williamson,488,State Representative,52,Henry Knetsar ,LIB,614,467,13,131,3
Williamson,491,State Representative,52,Henry Knetsar ,LIB,649,480,11,158,0
Williamson,Total,State Representative,52,Henry Knetsar ,LIB,13082,9787,310,2957,28
Williamson,119,State Representative,52,Larry Gonzales ,REP,"1,323","1,025",43,254,1
Williamson,122,State Representative,52,Larry Gonzales ,REP,"1,072",843,71,157,1
Williamson,135,State Representative,52,Larry Gonzales ,REP,805,567,27,208,3
Williamson,138,State Representative,52,Larry Gonzales ,REP,"1,679","1,344",70,261,4
Williamson,145,State Representative,52,Larry Gonzales ,REP,697,484,24,188,1
Williamson,149,State Representative,52,Larry Gonzales ,REP,638,478,22,136,2
Williamson,150,State Representative,52,Larry Gonzales ,REP,631,438,27,165,1
Williamson,172,State Representative,52,Larry Gonzales ,REP,991,757,59,174,1
Williamson,182,State Representative,52,Larry Gonzales ,REP,"1,966","1,577",62,327,0
Williamson,332,State Representative,52,Larry Gonzales ,REP,"1,754","1,322",60,370,2
Williamson,333,State Representative,52,Larry Gonzales ,REP,"1,547","1,135",61,349,2
Williamson,337,State Representative,52,Larry Gonzales ,REP,"1,873","1,372",60,438,3
Williamson,339,State Representative,52,Larry Gonzales ,REP,875,649,29,196,1
Williamson,369,State Representative,52,Larry Gonzales ,REP,959,690,31,237,1
Williamson,370,State Representative,52,Larry Gonzales ,REP,"1,471","1,131",53,286,1
Williamson,402,State Representative,52,Larry Gonzales ,REP,"1,713","1,266",36,409,2
Williamson,403,State Representative,52,Larry Gonzales ,REP,843,649,20,173,1
Williamson,413,State Representative,52,Larry Gonzales ,REP,246,163,6,77,0
Williamson,420,State Representative,52,Larry Gonzales ,REP,"1,873","1,425",49,396,3
Williamson,423,State Representative,52,Larry Gonzales ,REP,"1,095",788,49,254,4
Williamson,424,State Representative,52,Larry Gonzales ,REP,"3,034","2,352",91,586,5
Williamson,426,State Representative,52,Larry Gonzales ,REP,768,609,28,128,3
Williamson,427,State Representative,52,Larry Gonzales ,REP,"1,027",777,43,207,0
Williamson,428,State Representative,52,Larry Gonzales ,REP,"1,221",937,45,239,0
Williamson,429,State Representative,52,Larry Gonzales ,REP,365,248,14,102,1
Williamson,455,State Representative,52,Larry Gonzales ,REP,649,487,25,137,0
Williamson,456,State Representative,52,Larry Gonzales ,REP,450,346,17,86,1
Williamson,463,State Representative,52,Larry Gonzales ,REP,"1,315","1,001",50,260,4
Williamson,480,State Representative,52,Larry Gonzales ,REP,"1,529","1,185",36,305,3
Williamson,484,State Representative,52,Larry Gonzales ,REP,"1,808","1,391",64,352,1
Williamson,488,State Representative,52,Larry Gonzales ,REP,"2,343","1,813",74,454,2
Williamson,491,State Representative,52,Larry Gonzales ,REP,"1,769","1,374",52,342,1
Williamson,Total,State Representative,52,Larry Gonzales ,REP,"40,329","30,623","1,398","8,253",55
Williamson,140,State Representative,136,Tony Dale .,REP,765,622,29,114,0
Williamson,146,State Representative,136,Tony Dale .,REP,"1,146",831,46,269,0
Williamson,147,State Representative,136,Tony Dale .,REP,832,590,35,206,1
Williamson,151,State Representative,136,Tony Dale .,REP,724,490,46,185,3
Williamson,152,State Representative,136,Tony Dale .,REP,561,363,19,177,2
Williamson,160,State Representative,136,Tony Dale .,REP,"1,479","1,232",31,215,1
Williamson,162,State Representative,136,Tony Dale .,REP,666,448,37,178,3
Williamson,185,State Representative,136,Tony Dale .,REP,446,320,23,101,2
Williamson,186,State Representative,136,Tony Dale .,REP,868,604,39,220,5
Williamson,189,State Representative,136,Tony Dale .,REP,951,647,31,270,3
Williamson,190,State Representative,136,Tony Dale .,REP,"1,995","1,589",66,339,1
Williamson,197,State Representative,136,Tony Dale .,REP,994,783,32,177,2
Williamson,198,State Representative,136,Tony Dale .,REP,"1,465","1,214",51,198,2
Williamson,201,State Representative,136,Tony Dale .,REP,"2,392","1,848",76,464,4
Williamson,204,State Representative,136,Tony Dale .,REP,"2,118","1,619",66,428,5
Williamson,216,State Representative,136,Tony Dale .,REP,944,746,19,178,1
Williamson,218,State Representative,136,Tony Dale .,REP,942,738,43,160,1
Williamson,253,State Representative,136,Tony Dale .,REP,"2,409","1,753",68,581,7
Williamson,254,State Representative,136,Tony Dale .,REP,"1,277",976,62,237,2
Williamson,259,State Representative,136,Tony Dale .,REP,"2,226","1,653",65,505,3
Williamson,264,State Representative,136,Tony Dale .,REP,"1,719","1,281",55,382,1
Williamson,266,State Representative,136,Tony Dale .,REP,"1,260",932,73,253,2
Williamson,273,State Representative,136,Tony Dale .,REP,852,656,32,163,1
Williamson,274,State Representative,136,Tony Dale .,REP,"1,190",819,37,331,3
Williamson,275,State Representative,136,Tony Dale .,REP,723,518,48,156,1
Williamson,277,State Representative,136,Tony Dale .,REP,"2,149","1,716",66,364,3
Williamson,278,State Representative,136,Tony Dale .,REP,"2,025","1,558",69,395,3
Williamson,283,State Representative,136,Tony Dale .,REP,"1,652","1,220",58,371,3
Williamson,287,State Representative,136,Tony Dale .,REP,"1,877","1,372",79,424,2
Williamson,330,State Representative,136,Tony Dale .,REP,"1,566","1,170",40,356,0
Williamson,331,State Representative,136,Tony Dale .,REP,"1,430","1,104",38,284,4
Williamson,Total,State Representative,136,Tony Dale .,REP,41643,31412,1479,8681,71
Williamson,140,State Representative,136,Paul R. Gordon,DEM,583,479,24,77,3
Williamson,146,State Representative,136,Paul R. Gordon,DEM,"1,898","1,497",54,341,6
Williamson,147,State Representative,136,Paul R. Gordon,DEM,"1,184",872,55,252,5
Williamson,151,State Representative,136,Paul R. Gordon,DEM,902,664,33,203,2
Williamson,152,State Representative,136,Paul R. Gordon,DEM,889,591,35,261,2
Williamson,160,State Representative,136,Paul R. Gordon,DEM,"1,384","1,146",42,193,3
Williamson,162,State Representative,136,Paul R. Gordon,DEM,"1,015",748,41,224,2
Williamson,185,State Representative,136,Paul R. Gordon,DEM,598,471,26,101,0
Williamson,186,State Representative,136,Paul R. Gordon,DEM,871,663,31,175,2
Williamson,189,State Representative,136,Paul R. Gordon,DEM,946,755,27,163,1
Williamson,190,State Representative,136,Paul R. Gordon,DEM,"1,304","1,081",75,146,2
Williamson,197,State Representative,136,Paul R. Gordon,DEM,849,718,33,95,3
Williamson,198,State Representative,136,Paul R. Gordon,DEM,"1,187",996,43,145,3
Williamson,201,State Representative,136,Paul R. Gordon,DEM,"1,645","1,352",51,235,7
Williamson,204,State Representative,136,Paul R. Gordon,DEM,"1,361","1,102",51,205,3
Williamson,216,State Representative,136,Paul R. Gordon,DEM,678,531,41,105,1
Williamson,218,State Representative,136,Paul R. Gordon,DEM,"1,048",842,40,164,2
Williamson,253,State Representative,136,Paul R. Gordon,DEM,"1,221",884,56,278,3
Williamson,254,State Representative,136,Paul R. Gordon,DEM,813,621,40,151,1
Williamson,259,State Representative,136,Paul R. Gordon,DEM,"1,317",962,50,303,2
Williamson,264,State Representative,136,Paul R. Gordon,DEM,911,651,23,237,0
Williamson,266,State Representative,136,Paul R. Gordon,DEM,"1,150",868,60,221,1
Williamson,273,State Representative,136,Paul R. Gordon,DEM,791,639,37,114,1
Williamson,274,State Representative,136,Paul R. Gordon,DEM,"1,514","1,108",41,357,8
Williamson,275,State Representative,136,Paul R. Gordon,DEM,"1,016",743,46,224,3
Williamson,277,State Representative,136,Paul R. Gordon,DEM,"1,281","1,054",57,170,0
Williamson,278,State Representative,136,Paul R. Gordon,DEM,"1,487","1,185",54,247,1
Williamson,283,State Representative,136,Paul R. Gordon,DEM,"1,168",880,57,229,2
Williamson,287,State Representative,136,Paul R. Gordon,DEM,"1,238",910,89,238,1
Williamson,330,State Representative,136,Paul R. Gordon,DEM,"1,079",817,41,220,1
Williamson,331,State Representative,136,Paul R. Gordon,DEM,749,560,21,166,2
Williamson,Total,State Representative,136,Paul R. Gordon,DEM,34077,26390,1374,6240,73
