county,precinct,office,district,candidate,party,early_votes,election_day,votes
Maverick,4A,State Senate ,19,Under Votes,,40,16,56
Maverick,4B,State Senate ,19,Under Votes,,47,27,74
Maverick,4C,State Senate ,19,Under Votes,,45,15,60
Maverick,4D,State Senate ,19,Under Votes,,74,33,107
Maverick,Total,State Senate ,19,Under Votes,,793,412,1205
Maverick,1A,State Representative,74,Poncho Nevarez,DEM,211,82,293
Maverick,1B,State Representative,74,Poncho Nevarez,DEM,639,345,984
Maverick,1C,State Representative,74,Poncho Nevarez,DEM,1148,552,1700
Maverick,2A,State Representative,74,Poncho Nevarez,DEM,214,90,304
Maverick,2B,State Representative,74,Poncho Nevarez,DEM,778,364,1142
Maverick,2C,State Representative,74,Poncho Nevarez,DEM,390,338,728
Maverick,2D,State Representative,74,Poncho Nevarez,DEM,24,37,61
Maverick,3A,State Representative,74,Poncho Nevarez,DEM,968,312,1280
Maverick,3B,State Representative,74,Poncho Nevarez,DEM,978,540,1518
Maverick,3C,State Representative,74,Poncho Nevarez,DEM,55,165,220
Maverick,4A,State Representative,74,Poncho Nevarez,DEM,286,101,387
Maverick,4B,State Representative,74,Poncho Nevarez,DEM,821,351,1172
Maverick,4C,State Representative,74,Poncho Nevarez,DEM,292,140,432
Maverick,4D,State Representative,74,Poncho Nevarez,DEM,517,327,844
Maverick,Total,State Representative,74,Poncho Nevarez,DEM,7321,3744,11065
Maverick,1A,State Representative,74,Over Votes,,0,0,0
Maverick,1B,State Representative,74,Over Votes,,0,0,0
Maverick,1C,State Representative,74,Over Votes,,0,0,0
Maverick,2A,State Representative,74,Over Votes,,0,0,0
Maverick,2B,State Representative,74,Over Votes,,0,0,0
Maverick,2C,State Representative,74,Over Votes,,0,0,0
Maverick,2D,State Representative,74,Over Votes,,0,0,0
Maverick,3A,State Representative,74,Over Votes,,0,0,0
Maverick,3B,State Representative,74,Over Votes,,0,0,0
Maverick,3C,State Representative,74,Over Votes,,0,0,0
Maverick,4A,State Representative,74,Over Votes,,0,0,0
Maverick,4B,State Representative,74,Over Votes,,0,0,0
Maverick,4C,State Representative,74,Over Votes,,0,0,0
Maverick,4D,State Representative,74,Over Votes,,0,0,0
Maverick,Total,State Representative,74,Over Votes,,0,0,0
Maverick,1A,State Representative,74,Under Votes,,67,27,94
Maverick,1B,State Representative,74,Under Votes,,156,94,250
Maverick,1C,State Representative,74,Under Votes,,283,116,399
Maverick,2A,State Representative,74,Under Votes,,58,25,83
Maverick,2B,State Representative,74,Under Votes,,228,94,322
Maverick,2C,State Representative,74,Under Votes,,101,109,210
Maverick,2D,State Representative,74,Under Votes,,12,19,31
Maverick,3A,State Representative,74,Under Votes,,198,90,288
Maverick,3B,State Representative,74,Under Votes,,254,162,416
Maverick,3C,State Representative,74,Under Votes,,54,67,121
Maverick,4A,State Representative,74,Under Votes,,69,29,98
Maverick,4B,State Representative,74,Under Votes,,175,86,261
Maverick,4C,State Representative,74,Under Votes,,98,45,143
Maverick,4D,State Representative,74,Under Votes,,122,67,189
Maverick,Total,State Representative,74,Under Votes,,1875,1030,2905
