county,precinct,office,district,party,candidate,votes,absentee,early_voting_paper,early_voting_dre,election_day_paper,election_day_dre
Hill,0021,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,53,3,7,6,24,13
Hill,0021,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,"Justice, Supreme Court, Place 3",,DEM,Under Votes,32,2,3,5,8,14
Hill,0021,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,58,4,9,6,27,12
Hill,0021,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,"Justice, Supreme Court, Place 5",,DEM,Under Votes,27,1,1,5,5,15
Hill,0021,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,60,4,9,7,26,14
Hill,0021,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,"Justice, Supreme Court, Place 9",,DEM,Under Votes,25,1,1,4,6,13
Hill,0021,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",56,4,8,6,25,13
Hill,0021,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,29,1,2,5,7,14
Hill,0021,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,63,4,9,7,27,16
Hill,0021,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,22,1,1,4,5,11
Hill,0021,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,57,4,8,6,26,13
Hill,0021,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,28,1,2,5,6,14
Hill,0021,State Senator,22,DEM,Michael Collins,60,4,8,8,26,14
Hill,0021,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,State Senator,22,DEM,Under Votes,25,1,2,3,6,13
Hill,0021,County Chairman,,DEM,Thomas Hanson,61,4,8,8,24,17
Hill,0021,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,County Chairman,,DEM,Under Votes,24,1,2,3,8,10
Hill,0021,Precinct Chairman 21,,DEM,Iva Howard,66,4,9,8,29,16
Hill,0021,Precinct Chairman 21,,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,Precinct Chairman 21,,DEM,Under Votes,19,1,1,3,3,11
Hill,0021,Proposition 1,,REP,Yes,531,42,61,122,117,189
Hill,0021,Proposition 1,,REP,No,280,30,44,72,70,64
Hill,0021,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0021,Proposition 1,,REP,Under Votes,73,5,7,12,22,27
Hill,0021,Proposition 2,,REP,Yes,521,46,66,117,119,173
Hill,0021,Proposition 2,,REP,No,315,26,40,82,71,96
Hill,0021,Proposition 2,,REP,Over Votes,0,0,0,0,0,0
Hill,0021,Proposition 2,,REP,Under Votes,48,5,6,7,19,11
Hill,0021,Proposition 3,,REP,Yes,690,62,93,157,159,219
Hill,0021,Proposition 3,,REP,No,128,9,12,36,28,43
Hill,0021,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0021,Proposition 3,,REP,Under Votes,66,6,7,13,22,18
Hill,0021,Proposition 4,,REP,Yes,788,68,102,184,180,254
Hill,0021,Proposition 4,,REP,No,32,3,3,10,6,10
Hill,0021,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0021,Proposition 4,,REP,Under Votes,64,6,7,12,23,16
Hill,0021,Referenda Item #1,,DEM,For,73,5,9,11,26,22
Hill,0021,Referenda Item #1,,DEM,Against,6,0,0,0,4,2
Hill,0021,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,Referenda Item #1,,DEM,Under Votes,6,0,1,0,2,3
Hill,0021,Referenda Item #2,,DEM,For,71,3,8,11,27,22
Hill,0021,Referenda Item #2,,DEM,Against,8,2,2,0,3,1
Hill,0021,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,Referenda Item #2,,DEM,Under Votes,6,0,0,0,2,4
Hill,0021,Referenda Item #3,,DEM,For,77,5,9,10,28,25
Hill,0021,Referenda Item #3,,DEM,Against,3,0,0,1,1,1
Hill,0021,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,Referenda Item #3,,DEM,Under Votes,5,0,1,0,3,1
Hill,0021,Referenda Item #4,,DEM,For,70,3,8,10,24,25
Hill,0021,Referenda Item #4,,DEM,Against,11,2,2,1,5,1
Hill,0021,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,Referenda Item #4,,DEM,Under Votes,4,0,0,0,3,1
Hill,0021,Referenda Item #5,,DEM,For,64,5,9,10,23,17
Hill,0021,Referenda Item #5,,DEM,Against,17,0,1,1,7,8
Hill,0021,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,Referenda Item #5,,DEM,Under Votes,4,0,0,0,2,2
Hill,0021,Referenda Item #6,,DEM,For,72,5,10,11,26,20
Hill,0021,Referenda Item #6,,DEM,Against,10,0,0,0,4,6
Hill,0021,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0021,Referenda Item #6,,DEM,Under Votes,3,0,0,0,2,1
Hill,0022,Registered Voters - Total,,,,1603,,,,,
Hill,0022,Ballots Cast - Total,,REP,,710,62,98,94,264,192
Hill,0022,Ballots Cast - Total,,DEM,,70,1,3,8,36,22
Hill,0022,President,,REP,Ted Cruz,307,25,39,31,118,94
Hill,0022,President,,REP,Jeb Bush,22,3,7,3,8,1
Hill,0022,President,,REP,Donald J. Trump,255,24,36,38,97,60
Hill,0022,President,,REP,Ben Carson,30,3,3,5,10,9
Hill,0022,President,,REP,Rand Paul,0,0,0,0,0,0
Hill,0022,President,,REP,Rick Santorum,2,0,0,0,0,2
Hill,0022,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0022,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0022,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0022,President,,REP,Marco Rubio,64,6,9,12,20,17
Hill,0022,President,,REP,John R. Kasich,17,1,4,1,6,5
Hill,0022,President,,REP,Mike Huckabee,0,0,0,0,0,0
Hill,0022,President,,REP,Chris Christie,3,0,0,1,0,2
Hill,0022,President,,REP,Uncommitted,9,0,0,2,5,2
Hill,0022,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,President,,REP,Under Votes,1,0,0,1,0,0
Hill,0022,U.S. House,25,REP,Roger Williams,526,53,84,53,207,129
Hill,0022,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0022,U.S. House,25,REP,Under Votes,184,9,14,41,57,63
Hill,0022,Railroad Commissioner,,REP,Gary Gates,231,22,32,22,99,56
Hill,0022,Railroad Commissioner,,REP,Lance N. Christian,79,6,9,7,28,29
Hill,0022,Railroad Commissioner,,REP,Weston Martinez,19,1,3,2,9,4
Hill,0022,Railroad Commissioner,,REP,Wayne Christian,74,4,7,15,25,23
Hill,0022,Railroad Commissioner,,REP,Ron Hale,76,10,13,14,26,13
Hill,0022,Railroad Commissioner,,REP,Doug Jeffrey,51,4,8,8,15,16
Hill,0022,Railroad Commissioner,,REP,John Greytok,21,1,4,4,9,3
Hill,0022,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,Railroad Commissioner,,REP,Under Votes,159,14,22,22,53,48
Hill,0022,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,305,22,41,40,114,88
Hill,0022,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,270,28,40,35,104,63
Hill,0022,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"Justice, Supreme Court, Place 3",,REP,Under Votes,135,12,17,19,46,41
Hill,0022,"Justice, Supreme Court, Place 5",,REP,Paul Green,268,19,33,51,98,67
Hill,0022,"Justice, Supreme Court, Place 5",,REP,Rick Green,273,25,41,24,107,76
Hill,0022,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"Justice, Supreme Court, Place 5",,REP,Under Votes,169,18,24,19,59,49
Hill,0022,"Justice, Supreme Court, Place 9",,REP,Joe Pool,274,20,36,37,104,77
Hill,0022,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,288,28,43,38,112,67
Hill,0022,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"Justice, Supreme Court, Place 9",,REP,Under Votes,148,14,19,19,48,48
Hill,0022,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,178,18,27,26,66,41
Hill,0022,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,163,9,15,21,67,51
Hill,0022,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,192,20,34,24,72,42
Hill,0022,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,177,15,22,23,59,58
Hill,0022,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,133,12,16,13,57,35
Hill,0022,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,103,14,18,9,41,21
Hill,0022,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,212,15,33,32,76,56
Hill,0022,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,90,5,8,17,36,24
Hill,0022,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,172,16,23,23,54,56
Hill,0022,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,252,19,35,40,92,66
Hill,0022,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,267,27,37,29,108,66
Hill,0022,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,191,16,26,25,64,60
Hill,0022,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,517,50,80,65,194,128
Hill,0022,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"Member, State Board of Education, District 14",,REP,Under Votes,193,12,18,29,70,64
Hill,0022,State Senator,22,REP,Brian Birdwell,552,54,84,69,206,139
Hill,0022,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0022,State Senator,22,REP,Under Votes,158,8,14,25,58,53
Hill,0022,State Representative,8,REP,Thomas McNutt,335,28,44,46,132,85
Hill,0022,State Representative,8,REP,Byron Cook,291,25,41,36,107,82
Hill,0022,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0022,State Representative,8,REP,Under Votes,84,9,13,12,25,25
Hill,0022,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,491,47,77,59,184,124
Hill,0022,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,219,15,21,35,80,68
Hill,0022,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,536,50,80,65,203,138
Hill,0022,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"District Attorney, 66th Judicial District",,REP,Under Votes,174,12,18,29,61,54
Hill,0022,County Attorney,,REP,R David Holmes,501,45,73,64,182,137
Hill,0022,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,County Attorney,,REP,Under Votes,209,17,25,30,82,55
Hill,0022,Sheriff,,REP,Jimmy Johnson,198,19,29,33,64,53
Hill,0022,Sheriff,,REP,Dedri Hafer,68,5,9,14,20,20
Hill,0022,Sheriff,,REP,Rodney Watson,162,11,16,20,67,48
Hill,0022,Sheriff,,REP,Kyle R Cox,53,5,7,4,23,14
Hill,0022,Sheriff,,REP,Ronnie Myers,147,11,21,14,63,38
Hill,0022,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,Sheriff,,REP,Under Votes,82,11,16,9,27,19
Hill,0022,Tax Assessor-Collector,,REP,Ray Mabry,325,35,44,34,126,86
Hill,0022,Tax Assessor-Collector,,REP,Krissi Hightower,283,13,36,49,102,83
Hill,0022,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,Tax Assessor-Collector,,REP,Under Votes,102,14,18,11,36,23
Hill,0022,County Commissioner # 1,,REP,Andrew Montgomery,306,20,40,41,117,88
Hill,0022,County Commissioner # 1,,REP,"Ted O' Neil, Jr",288,28,37,40,102,81
Hill,0022,County Commissioner # 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,County Commissioner # 1,,REP,Under Votes,116,14,21,13,45,23
Hill,0022,"Constable, Precinct No. 1",,REP,Bill Wilkins,421,37,54,50,168,112
Hill,0022,"Constable, Precinct No. 1",,REP,Daniel Roberson,166,6,20,28,54,58
Hill,0022,"Constable, Precinct No. 1",,REP,Over Votes,0,0,0,0,0,0
Hill,0022,"Constable, Precinct No. 1",,REP,Under Votes,123,19,24,16,42,22
Hill,0022,County Chairman,,REP,Will Orr,520,46,75,66,195,138
Hill,0022,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,County Chairman,,REP,Under Votes,190,16,23,28,69,54
Hill,0022,President,,DEM,Bernie Sanders,14,0,0,2,8,4
Hill,0022,President,,DEM,Star Locke,0,0,0,0,0,0
Hill,0022,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0022,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0022,President,,DEM,Calvis L. Hawes,0,0,0,0,0,0
Hill,0022,President,,DEM,Hillary Clinton,55,1,3,6,28,17
Hill,0022,President,,DEM,Keith Judd,1,0,0,0,0,1
Hill,0022,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0022,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,President,,DEM,Under Votes,0,0,0,0,0,0
Hill,0022,U.S. House,25,DEM,Kathi Thomas,43,0,2,4,26,11
Hill,0022,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,U.S. House,25,DEM,Under Votes,27,1,1,4,10,11
Hill,0022,Railroad Commissioner,,DEM,Cody Garrett,18,0,0,0,12,6
Hill,0022,Railroad Commissioner,,DEM,Lon Burnam,13,0,2,1,8,2
Hill,0022,Railroad Commissioner,,DEM,Grady Yarbrough,23,0,0,3,12,8
Hill,0022,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,Railroad Commissioner,,DEM,Under Votes,16,1,1,4,4,6
Hill,0022,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,49,0,2,4,30,13
Hill,0022,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,"Justice, Supreme Court, Place 3",,DEM,Under Votes,21,1,1,4,6,9
Hill,0022,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,50,0,2,5,30,13
Hill,0022,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,"Justice, Supreme Court, Place 5",,DEM,Under Votes,20,1,1,3,6,9
Hill,0022,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,50,0,2,4,30,14
Hill,0022,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,"Justice, Supreme Court, Place 9",,DEM,Under Votes,20,1,1,4,6,8
Hill,0022,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",51,0,2,5,30,14
Hill,0022,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,19,1,1,3,6,8
Hill,0022,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,49,0,2,5,29,13
Hill,0022,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,21,1,1,3,7,9
Hill,0022,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,48,0,2,4,29,13
Hill,0022,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,22,1,1,4,7,9
Hill,0022,State Senator,22,DEM,Michael Collins,51,0,2,5,30,14
Hill,0022,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,State Senator,22,DEM,Under Votes,19,1,1,3,6,8
Hill,0022,County Chairman,,DEM,Thomas Hanson,50,0,2,5,30,13
Hill,0022,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,County Chairman,,DEM,Under Votes,20,1,1,3,6,9
Hill,0022,Proposition 1,,REP,Yes,451,35,57,71,160,128
Hill,0022,Proposition 1,,REP,No,197,22,33,14,83,45
Hill,0022,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,Proposition 1,,REP,Under Votes,62,5,8,9,21,19
Hill,0022,Proposition 2,,REP,Yes,392,23,45,62,149,113
Hill,0022,Proposition 2,,REP,No,277,35,48,26,99,69
Hill,0022,Proposition 2,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,Proposition 2,,REP,Under Votes,41,4,5,6,16,10
Hill,0022,Proposition 3,,REP,Yes,575,53,84,74,205,159
Hill,0022,Proposition 3,,REP,No,82,5,9,12,37,19
Hill,0022,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0022,Proposition 3,,REP,Under Votes,53,4,5,8,22,14
Hill,0022,Proposition 4,,REP,Yes,633,57,89,81,237,169
Hill,0022,Proposition 4,,REP,No,18,0,1,3,5,9
Hill,0022,Proposition 4,,REP,Over Votes,3,1,1,0,1,0
Hill,0022,Proposition 4,,REP,Under Votes,56,4,7,10,21,14
Hill,0022,Referenda Item #1,,DEM,For,58,1,3,4,30,20
Hill,0022,Referenda Item #1,,DEM,Against,6,0,0,2,4,0
Hill,0022,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,Referenda Item #1,,DEM,Under Votes,6,0,0,2,2,2
Hill,0022,Referenda Item #2,,DEM,For,58,1,3,5,30,19
Hill,0022,Referenda Item #2,,DEM,Against,3,0,0,1,1,1
Hill,0022,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,Referenda Item #2,,DEM,Under Votes,9,0,0,2,5,2
Hill,0022,Referenda Item #3,,DEM,For,55,1,3,4,29,18
Hill,0022,Referenda Item #3,,DEM,Against,5,0,0,2,2,1
Hill,0022,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,Referenda Item #3,,DEM,Under Votes,10,0,0,2,5,3
Hill,0022,Referenda Item #4,,DEM,For,56,1,3,5,30,17
Hill,0022,Referenda Item #4,,DEM,Against,5,0,0,1,1,3
Hill,0022,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,Referenda Item #4,,DEM,Under Votes,9,0,0,2,5,2
Hill,0022,Referenda Item #5,,DEM,For,53,1,3,6,28,15
Hill,0022,Referenda Item #5,,DEM,Against,10,0,0,1,3,6
Hill,0022,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,Referenda Item #5,,DEM,Under Votes,7,0,0,1,5,1
Hill,0022,Referenda Item #6,,DEM,For,52,1,3,7,24,17
Hill,0022,Referenda Item #6,,DEM,Against,10,0,0,0,7,3
Hill,0022,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0022,Referenda Item #6,,DEM,Under Votes,8,0,0,1,5,2
Hill,0023,Registered Voters - Total,,,,449,,,,,
Hill,0023,Ballots Cast - Total,,REP,,203,6,10,11,100,76
Hill,0023,Ballots Cast - Total,,DEM,,18,2,3,0,9,4
Hill,0023,President,,REP,Ted Cruz,89,2,2,2,48,35
Hill,0023,President,,REP,Jeb Bush,2,0,0,0,1,1
Hill,0023,President,,REP,Donald J. Trump,59,3,6,6,23,21
Hill,0023,President,,REP,Ben Carson,15,0,0,0,9,6
Hill,0023,President,,REP,Rand Paul,1,0,0,0,1,0
Hill,0023,President,,REP,Rick Santorum,0,0,0,0,0,0
Hill,0023,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0023,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0023,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0023,President,,REP,Marco Rubio,15,0,0,3,6,6
Hill,0023,President,,REP,John R. Kasich,3,0,1,0,2,0
Hill,0023,President,,REP,Mike Huckabee,0,0,0,0,0,0
Hill,0023,President,,REP,Chris Christie,2,0,0,0,0,2
Hill,0023,President,,REP,Uncommitted,12,1,1,0,7,3
Hill,0023,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0023,President,,REP,Under Votes,5,0,0,0,3,2
Hill,0023,U.S. House,25,REP,Roger Williams,119,5,7,7,59,41
Hill,0023,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0023,U.S. House,25,REP,Under Votes,84,1,3,4,41,35
Hill,0023,Railroad Commissioner,,REP,Gary Gates,48,2,2,3,20,21
Hill,0023,Railroad Commissioner,,REP,Lance N. Christian,16,0,0,1,3,12
Hill,0023,Railroad Commissioner,,REP,Weston Martinez,8,0,0,0,5,3
Hill,0023,Railroad Commissioner,,REP,Wayne Christian,28,0,1,2,17,8
Hill,0023,Railroad Commissioner,,REP,Ron Hale,15,1,1,1,8,4
Hill,0023,Railroad Commissioner,,REP,Doug Jeffrey,16,1,4,1,8,2
Hill,0023,Railroad Commissioner,,REP,John Greytok,8,0,0,0,5,3
Hill,0023,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0023,Railroad Commissioner,,REP,Under Votes,64,2,2,3,34,23
Hill,0023,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,74,3,5,5,35,26
Hill,0023,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,70,2,4,3,30,31
Hill,0023,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0023,"Justice, Supreme Court, Place 3",,REP,Under Votes,59,1,1,3,35,19
Hill,0023,"Justice, Supreme Court, Place 5",,REP,Paul Green,74,2,4,5,34,29
Hill,0023,"Justice, Supreme Court, Place 5",,REP,Rick Green,59,2,2,2,29,24
Hill,0023,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0023,"Justice, Supreme Court, Place 5",,REP,Under Votes,70,2,4,4,37,23
Hill,0023,"Justice, Supreme Court, Place 9",,REP,Joe Pool,80,3,5,7,41,24
Hill,0023,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,65,2,3,1,28,31
Hill,0023,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0023,"Justice, Supreme Court, Place 9",,REP,Under Votes,58,1,2,3,31,21
Hill,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,43,2,3,4,17,17
Hill,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,41,0,1,1,24,15
Hill,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,49,2,3,3,20,21
Hill,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,70,2,3,3,39,23
Hill,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,25,1,2,2,8,12
Hill,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,27,1,2,1,12,11
Hill,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,56,2,2,2,31,19
Hill,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,27,0,1,3,14,9
Hill,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,68,2,3,3,35,25
Hill,0023,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,80,2,5,6,39,28
Hill,0023,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,51,2,3,2,22,22
Hill,0023,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0023,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,72,2,2,3,39,26
Hill,0023,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,113,3,6,6,52,46
Hill,0023,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0023,"Member, State Board of Education, District 14",,REP,Under Votes,90,3,4,5,48,30
Hill,0023,State Senator,22,REP,Brian Birdwell,125,3,6,7,60,49
Hill,0023,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0023,State Senator,22,REP,Under Votes,78,3,4,4,40,27
Hill,0023,State Representative,8,REP,Thomas McNutt,92,1,3,8,48,32
Hill,0023,State Representative,8,REP,Byron Cook,77,5,7,1,35,29
Hill,0023,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0023,State Representative,8,REP,Under Votes,34,0,0,2,17,15
Hill,0023,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,115,3,6,7,53,46
Hill,0023,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0023,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,88,3,4,4,47,30
Hill,0023,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,123,4,7,8,58,46
Hill,0023,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0023,"District Attorney, 66th Judicial District",,REP,Under Votes,80,2,3,3,42,30
Hill,0023,County Attorney,,REP,R David Holmes,122,4,7,6,56,49
Hill,0023,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0023,County Attorney,,REP,Under Votes,81,2,3,5,44,27
Hill,0023,Sheriff,,REP,Jimmy Johnson,102,5,9,7,46,35
Hill,0023,Sheriff,,REP,Dedri Hafer,8,0,0,1,5,2
Hill,0023,Sheriff,,REP,Rodney Watson,25,0,0,0,9,16
Hill,0023,Sheriff,,REP,Kyle R Cox,27,0,0,1,15,11
Hill,0023,Sheriff,,REP,Ronnie Myers,6,0,0,1,3,2
Hill,0023,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0023,Sheriff,,REP,Under Votes,35,1,1,1,22,10
Hill,0023,Tax Assessor-Collector,,REP,Ray Mabry,68,2,3,8,37,18
Hill,0023,Tax Assessor-Collector,,REP,Krissi Hightower,85,3,6,0,39,37
Hill,0023,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0023,Tax Assessor-Collector,,REP,Under Votes,50,1,1,3,24,21
Hill,0023,County Commissioner # 3,,REP,Scotty Hawkins,174,6,10,9,87,62
Hill,0023,County Commissioner # 3,,REP,Milton Stuckly,24,0,0,2,10,12
Hill,0023,County Commissioner # 3,,REP,"Ernest D McFarland, Jr",0,0,0,0,0,0
Hill,0023,County Commissioner # 3,,REP,David Bow,3,0,0,0,2,1
Hill,0023,County Commissioner # 3,,REP,Over Votes,0,0,0,0,0,0
