county,precinct,office,district,party,candidate,votes,absentee,early_voting_paper,early_voting_dre,election_day_paper,election_day_dre
Hill,0006,Proposition 2,,REP,Over Votes,0,0,0,0,0,0
Hill,0006,Proposition 2,,REP,Under Votes,15,0,1,2,7,5
Hill,0006,Proposition 3,,REP,Yes,156,13,21,25,67,30
Hill,0006,Proposition 3,,REP,No,24,1,3,6,10,4
Hill,0006,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0006,Proposition 3,,REP,Under Votes,18,0,1,5,9,3
Hill,0006,Proposition 4,,REP,Yes,170,12,22,31,73,32
Hill,0006,Proposition 4,,REP,No,8,1,1,2,2,2
Hill,0006,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0006,Proposition 4,,REP,Under Votes,20,1,2,3,11,3
Hill,0006,Referenda Item #1,,DEM,For,18,3,3,1,9,2
Hill,0006,Referenda Item #1,,DEM,Against,0,0,0,0,0,0
Hill,0006,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0006,Referenda Item #1,,DEM,Under Votes,3,0,1,1,1,0
Hill,0006,Referenda Item #2,,DEM,For,17,3,3,2,7,2
Hill,0006,Referenda Item #2,,DEM,Against,1,0,0,0,1,0
Hill,0006,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0006,Referenda Item #2,,DEM,Under Votes,3,0,1,0,2,0
Hill,0006,Referenda Item #3,,DEM,For,16,3,3,2,7,1
Hill,0006,Referenda Item #3,,DEM,Against,2,0,0,0,1,1
Hill,0006,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0006,Referenda Item #3,,DEM,Under Votes,3,0,1,0,2,0
Hill,0006,Referenda Item #4,,DEM,For,16,3,3,1,8,1
Hill,0006,Referenda Item #4,,DEM,Against,1,0,0,0,0,1
Hill,0006,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0006,Referenda Item #4,,DEM,Under Votes,4,0,1,1,2,0
Hill,0006,Referenda Item #5,,DEM,For,15,3,3,1,7,1
Hill,0006,Referenda Item #5,,DEM,Against,3,0,0,1,1,1
Hill,0006,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0006,Referenda Item #5,,DEM,Under Votes,3,0,1,0,2,0
Hill,0006,Referenda Item #6,,DEM,For,11,1,1,2,5,2
Hill,0006,Referenda Item #6,,DEM,Against,7,2,2,0,3,0
Hill,0006,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0006,Referenda Item #6,,DEM,Under Votes,3,0,1,0,2,0
Hill,0007,Registered Voters - Total,,,,523,,,,,
Hill,0007,Ballots Cast - Total,,REP,,256,5,21,20,120,90
Hill,0007,Ballots Cast - Total,,DEM,,16,0,2,0,8,6
Hill,0007,President,,REP,Ted Cruz,126,1,8,9,55,53
Hill,0007,President,,REP,Jeb Bush,3,0,0,0,2,1
Hill,0007,President,,REP,Donald J. Trump,86,4,11,5,42,24
Hill,0007,President,,REP,Ben Carson,9,0,0,2,5,2
Hill,0007,President,,REP,Rand Paul,0,0,0,0,0,0
Hill,0007,President,,REP,Rick Santorum,0,0,0,0,0,0
Hill,0007,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0007,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0007,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0007,President,,REP,Marco Rubio,21,0,2,2,8,9
Hill,0007,President,,REP,John R. Kasich,2,0,0,0,2,0
Hill,0007,President,,REP,Mike Huckabee,1,0,0,0,1,0
Hill,0007,President,,REP,Chris Christie,0,0,0,0,0,0
Hill,0007,President,,REP,Uncommitted,4,0,0,1,3,0
Hill,0007,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,President,,REP,Under Votes,4,0,0,1,2,1
Hill,0007,U.S. House,25,REP,Roger Williams,192,5,18,17,85,67
Hill,0007,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0007,U.S. House,25,REP,Under Votes,64,0,3,3,35,23
Hill,0007,Railroad Commissioner,,REP,Gary Gates,69,3,8,7,29,22
Hill,0007,Railroad Commissioner,,REP,Lance N. Christian,27,0,1,4,14,8
Hill,0007,Railroad Commissioner,,REP,Weston Martinez,7,0,2,0,2,3
Hill,0007,Railroad Commissioner,,REP,Wayne Christian,29,1,3,4,15,6
Hill,0007,Railroad Commissioner,,REP,Ron Hale,22,0,1,0,12,9
Hill,0007,Railroad Commissioner,,REP,Doug Jeffrey,13,0,2,1,6,4
Hill,0007,Railroad Commissioner,,REP,John Greytok,13,1,1,0,8,3
Hill,0007,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,Railroad Commissioner,,REP,Under Votes,76,0,3,4,34,35
Hill,0007,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,97,2,9,9,43,34
Hill,0007,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,97,3,9,8,47,30
Hill,0007,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"Justice, Supreme Court, Place 3",,REP,Under Votes,62,0,3,3,30,26
Hill,0007,"Justice, Supreme Court, Place 5",,REP,Paul Green,110,2,10,11,55,32
Hill,0007,"Justice, Supreme Court, Place 5",,REP,Rick Green,69,3,8,5,27,26
Hill,0007,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"Justice, Supreme Court, Place 5",,REP,Under Votes,77,0,3,4,38,32
Hill,0007,"Justice, Supreme Court, Place 9",,REP,Joe Pool,108,3,10,9,52,34
Hill,0007,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,79,2,7,7,34,29
Hill,0007,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"Justice, Supreme Court, Place 9",,REP,Under Votes,69,0,4,4,34,27
Hill,0007,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,61,0,6,10,27,18
Hill,0007,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,54,2,6,1,25,20
Hill,0007,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,57,3,5,5,25,19
Hill,0007,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,84,0,4,4,43,33
Hill,0007,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,37,1,2,3,21,10
Hill,0007,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,24,1,4,3,8,8
Hill,0007,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,70,1,6,5,31,27
Hill,0007,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,47,2,6,5,22,12
Hill,0007,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,78,0,3,4,38,33
Hill,0007,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,113,3,12,11,45,42
Hill,0007,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,59,2,5,5,33,14
Hill,0007,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,84,0,4,4,42,34
Hill,0007,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,184,5,18,15,84,62
Hill,0007,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"Member, State Board of Education, District 14",,REP,Under Votes,72,0,3,5,36,28
Hill,0007,State Senator,22,REP,Brian Birdwell,199,5,18,16,91,69
Hill,0007,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0007,State Senator,22,REP,Under Votes,57,0,3,4,29,21
Hill,0007,State Representative,8,REP,Thomas McNutt,105,3,9,6,55,32
Hill,0007,State Representative,8,REP,Byron Cook,124,2,10,12,54,46
Hill,0007,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0007,State Representative,8,REP,Under Votes,27,0,2,2,11,12
Hill,0007,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,183,5,18,16,82,62
Hill,0007,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,73,0,3,4,38,28
Hill,0007,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,209,5,19,18,95,72
Hill,0007,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"District Attorney, 66th Judicial District",,REP,Under Votes,47,0,2,2,25,18
Hill,0007,County Attorney,,REP,R David Holmes,196,5,18,17,83,73
Hill,0007,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,County Attorney,,REP,Under Votes,60,0,3,3,37,17
Hill,0007,Sheriff,,REP,Jimmy Johnson,43,2,5,5,22,9
Hill,0007,Sheriff,,REP,Dedri Hafer,7,1,1,2,1,2
Hill,0007,Sheriff,,REP,Rodney Watson,104,0,5,9,50,40
Hill,0007,Sheriff,,REP,Kyle R Cox,29,1,5,0,15,8
Hill,0007,Sheriff,,REP,Ronnie Myers,61,1,4,3,27,26
Hill,0007,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,Sheriff,,REP,Under Votes,12,0,1,1,5,5
Hill,0007,Tax Assessor-Collector,,REP,Ray Mabry,116,2,11,9,57,37
Hill,0007,Tax Assessor-Collector,,REP,Krissi Hightower,83,3,7,8,35,30
Hill,0007,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,Tax Assessor-Collector,,REP,Under Votes,57,0,3,3,28,23
Hill,0007,County Commissioner # 3,,REP,Scotty Hawkins,123,4,8,12,54,45
Hill,0007,County Commissioner # 3,,REP,Milton Stuckly,47,0,2,1,22,22
Hill,0007,County Commissioner # 3,,REP,"Ernest D McFarland, Jr",10,1,3,0,4,2
Hill,0007,County Commissioner # 3,,REP,David Bow,40,0,5,6,21,8
Hill,0007,County Commissioner # 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,County Commissioner # 3,,REP,Under Votes,36,0,3,1,19,13
Hill,0007,"Constable, Precinct No. 3",,REP,Larry Armstrong,91,2,10,6,46,27
Hill,0007,"Constable, Precinct No. 3",,REP,Brian Couch,16,0,3,2,7,4
Hill,0007,"Constable, Precinct No. 3",,REP,Stephen Nanny,114,3,6,10,49,46
Hill,0007,"Constable, Precinct No. 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0007,"Constable, Precinct No. 3",,REP,Under Votes,35,0,2,2,18,13
Hill,0007,County Chairman,,REP,Will Orr,196,5,17,16,86,72
Hill,0007,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,County Chairman,,REP,Under Votes,60,0,4,4,34,18
Hill,0007,President,,DEM,Bernie Sanders,5,0,0,0,1,4
Hill,0007,President,,DEM,Star Locke,0,0,0,0,0,0
Hill,0007,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0007,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0007,President,,DEM,Calvis L. Hawes,0,0,0,0,0,0
Hill,0007,President,,DEM,Hillary Clinton,11,0,2,0,7,2
Hill,0007,President,,DEM,Keith Judd,0,0,0,0,0,0
Hill,0007,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0007,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,President,,DEM,Under Votes,0,0,0,0,0,0
Hill,0007,U.S. House,25,DEM,Kathi Thomas,14,0,2,0,7,5
Hill,0007,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,U.S. House,25,DEM,Under Votes,2,0,0,0,1,1
Hill,0007,Railroad Commissioner,,DEM,Cody Garrett,7,0,1,0,4,2
Hill,0007,Railroad Commissioner,,DEM,Lon Burnam,3,0,0,0,1,2
Hill,0007,Railroad Commissioner,,DEM,Grady Yarbrough,4,0,1,0,2,1
Hill,0007,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,Railroad Commissioner,,DEM,Under Votes,2,0,0,0,1,1
Hill,0007,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,14,0,2,0,7,5
Hill,0007,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,"Justice, Supreme Court, Place 3",,DEM,Under Votes,2,0,0,0,1,1
Hill,0007,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,14,0,2,0,7,5
Hill,0007,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,"Justice, Supreme Court, Place 5",,DEM,Under Votes,2,0,0,0,1,1
Hill,0007,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,13,0,2,0,6,5
Hill,0007,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,"Justice, Supreme Court, Place 9",,DEM,Under Votes,3,0,0,0,2,1
Hill,0007,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",14,0,2,0,7,5
Hill,0007,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,2,0,0,0,1,1
Hill,0007,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,13,0,2,0,6,5
Hill,0007,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,3,0,0,0,2,1
Hill,0007,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,12,0,2,0,6,4
Hill,0007,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,4,0,0,0,2,2
Hill,0007,State Senator,22,DEM,Michael Collins,13,0,2,0,6,5
Hill,0007,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,State Senator,22,DEM,Under Votes,3,0,0,0,2,1
Hill,0007,County Chairman,,DEM,Thomas Hanson,12,0,2,0,6,4
Hill,0007,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,County Chairman,,DEM,Under Votes,4,0,0,0,2,2
Hill,0007,Proposition 1,,REP,Yes,153,4,16,10,72,51
Hill,0007,Proposition 1,,REP,No,71,1,3,9,29,29
Hill,0007,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,Proposition 1,,REP,Under Votes,32,0,2,1,19,10
Hill,0007,Proposition 2,,REP,Yes,141,3,11,7,68,52
Hill,0007,Proposition 2,,REP,No,94,2,8,13,38,33
Hill,0007,Proposition 2,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,Proposition 2,,REP,Under Votes,21,0,2,0,14,5
Hill,0007,Proposition 3,,REP,Yes,187,5,20,14,88,60
Hill,0007,Proposition 3,,REP,No,39,0,0,4,15,20
Hill,0007,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,Proposition 3,,REP,Under Votes,30,0,1,2,17,10
Hill,0007,Proposition 4,,REP,Yes,214,5,18,18,95,78
Hill,0007,Proposition 4,,REP,No,8,0,0,0,5,3
Hill,0007,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0007,Proposition 4,,REP,Under Votes,34,0,3,2,20,9
Hill,0007,Referenda Item #1,,DEM,For,14,0,1,0,7,6
Hill,0007,Referenda Item #1,,DEM,Against,2,0,1,0,1,0
Hill,0007,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,Referenda Item #1,,DEM,Under Votes,0,0,0,0,0,0
Hill,0007,Referenda Item #2,,DEM,For,15,0,2,0,7,6
Hill,0007,Referenda Item #2,,DEM,Against,0,0,0,0,0,0
Hill,0007,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,Referenda Item #2,,DEM,Under Votes,1,0,0,0,1,0
Hill,0007,Referenda Item #3,,DEM,For,14,0,2,0,6,6
Hill,0007,Referenda Item #3,,DEM,Against,1,0,0,0,1,0
Hill,0007,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,Referenda Item #3,,DEM,Under Votes,1,0,0,0,1,0
Hill,0007,Referenda Item #4,,DEM,For,14,0,2,0,7,5
Hill,0007,Referenda Item #4,,DEM,Against,1,0,0,0,0,1
Hill,0007,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,Referenda Item #4,,DEM,Under Votes,1,0,0,0,1,0
Hill,0007,Referenda Item #5,,DEM,For,10,0,2,0,4,4
Hill,0007,Referenda Item #5,,DEM,Against,5,0,0,0,3,2
Hill,0007,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,Referenda Item #5,,DEM,Under Votes,1,0,0,0,1,0
Hill,0007,Referenda Item #6,,DEM,For,15,0,2,0,7,6
Hill,0007,Referenda Item #6,,DEM,Against,0,0,0,0,0,0
Hill,0007,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0007,Referenda Item #6,,DEM,Under Votes,1,0,0,0,1,0
Hill,0008,Registered Voters - Total,,,,349,,,,,
Hill,0008,Ballots Cast - Total,,REP,,174,8,26,21,71,48
Hill,0008,Ballots Cast - Total,,DEM,,38,3,3,4,22,6
Hill,0008,President,,REP,Ted Cruz,79,3,10,7,30,29
Hill,0008,President,,REP,Jeb Bush,4,1,1,1,1,0
Hill,0008,President,,REP,Donald J. Trump,62,3,12,7,30,10
Hill,0008,President,,REP,Ben Carson,7,0,0,2,2,3
Hill,0008,President,,REP,Rand Paul,0,0,0,0,0,0
Hill,0008,President,,REP,Rick Santorum,0,0,0,0,0,0
Hill,0008,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0008,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0008,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0008,President,,REP,Marco Rubio,12,1,1,4,1,5
Hill,0008,President,,REP,John R. Kasich,6,0,2,0,3,1
Hill,0008,President,,REP,Mike Huckabee,0,0,0,0,0,0
Hill,0008,President,,REP,Chris Christie,0,0,0,0,0,0
Hill,0008,President,,REP,Uncommitted,0,0,0,0,0,0
Hill,0008,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,President,,REP,Under Votes,4,0,0,0,4,0
Hill,0008,U.S. House,25,REP,Roger Williams,112,5,19,16,46,26
Hill,0008,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0008,U.S. House,25,REP,Under Votes,62,3,7,5,25,22
Hill,0008,Railroad Commissioner,,REP,Gary Gates,38,3,6,3,13,13
Hill,0008,Railroad Commissioner,,REP,Lance N. Christian,17,1,2,4,6,4
Hill,0008,Railroad Commissioner,,REP,Weston Martinez,4,0,0,1,0,3
Hill,0008,Railroad Commissioner,,REP,Wayne Christian,22,0,4,4,10,4
Hill,0008,Railroad Commissioner,,REP,Ron Hale,15,2,4,2,7,0
Hill,0008,Railroad Commissioner,,REP,Doug Jeffrey,12,0,2,2,4,4
Hill,0008,Railroad Commissioner,,REP,John Greytok,2,0,0,1,1,0
Hill,0008,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,Railroad Commissioner,,REP,Under Votes,64,2,8,4,30,20
Hill,0008,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,54,1,6,10,19,18
Hill,0008,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,67,5,12,8,28,14
Hill,0008,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"Justice, Supreme Court, Place 3",,REP,Under Votes,53,2,8,3,24,16
Hill,0008,"Justice, Supreme Court, Place 5",,REP,Paul Green,62,1,8,14,23,16
Hill,0008,"Justice, Supreme Court, Place 5",,REP,Rick Green,45,4,7,4,19,11
Hill,0008,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"Justice, Supreme Court, Place 5",,REP,Under Votes,67,3,11,3,29,21
Hill,0008,"Justice, Supreme Court, Place 9",,REP,Joe Pool,70,3,11,10,26,20
Hill,0008,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,47,2,7,8,20,10
Hill,0008,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"Justice, Supreme Court, Place 9",,REP,Under Votes,57,3,8,3,25,18
Hill,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,32,0,3,8,8,13
Hill,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,33,2,7,3,15,6
Hill,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,45,3,9,6,19,8
Hill,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,64,3,7,4,29,21
Hill,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,14,1,1,5,3,4
Hill,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,16,1,3,2,5,5
Hill,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,52,1,8,7,21,15
Hill,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,32,3,7,4,15,3
Hill,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,60,2,7,3,27,21
Hill,0008,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,80,3,13,12,32,20
Hill,0008,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,26,2,4,5,9,6
Hill,0008,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,68,3,9,4,30,22
Hill,0008,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,109,6,18,17,44,24
Hill,0008,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"Member, State Board of Education, District 14",,REP,Under Votes,65,2,8,4,27,24
Hill,0008,State Senator,22,REP,Brian Birdwell,126,7,21,20,50,28
Hill,0008,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0008,State Senator,22,REP,Under Votes,48,1,5,1,21,20
Hill,0008,State Representative,8,REP,Thomas McNutt,75,4,11,9,31,20
Hill,0008,State Representative,8,REP,Byron Cook,77,3,13,12,29,20
Hill,0008,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0008,State Representative,8,REP,Under Votes,22,1,2,0,11,8
Hill,0008,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,97,5,17,16,40,19
Hill,0008,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,77,3,9,5,31,29
Hill,0008,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,119,6,21,17,49,26
Hill,0008,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"District Attorney, 66th Judicial District",,REP,Under Votes,55,2,5,4,22,22
Hill,0008,County Attorney,,REP,R David Holmes,116,6,21,18,46,25
Hill,0008,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,County Attorney,,REP,Under Votes,58,2,5,3,25,23
Hill,0008,Sheriff,,REP,Jimmy Johnson,50,0,8,6,20,16
Hill,0008,Sheriff,,REP,Dedri Hafer,4,0,0,2,1,1
Hill,0008,Sheriff,,REP,Rodney Watson,70,4,10,5,30,21
Hill,0008,Sheriff,,REP,Kyle R Cox,17,0,3,5,6,3
Hill,0008,Sheriff,,REP,Ronnie Myers,26,4,5,3,10,4
Hill,0008,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,Sheriff,,REP,Under Votes,7,0,0,0,4,3
Hill,0008,Tax Assessor-Collector,,REP,Ray Mabry,78,5,13,8,31,21
Hill,0008,Tax Assessor-Collector,,REP,Krissi Hightower,66,2,9,13,26,16
Hill,0008,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,Tax Assessor-Collector,,REP,Under Votes,30,1,4,0,14,11
Hill,0008,County Commissioner # 3,,REP,Scotty Hawkins,96,5,18,8,42,23
Hill,0008,County Commissioner # 3,,REP,Milton Stuckly,4,1,1,1,1,0
Hill,0008,County Commissioner # 3,,REP,"Ernest D McFarland, Jr",3,0,0,1,0,2
Hill,0008,County Commissioner # 3,,REP,David Bow,55,2,5,10,21,17
Hill,0008,County Commissioner # 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,County Commissioner # 3,,REP,Under Votes,16,0,2,1,7,6
Hill,0008,"Constable, Precinct No. 3",,REP,Larry Armstrong,90,5,20,12,36,17
Hill,0008,"Constable, Precinct No. 3",,REP,Brian Couch,20,1,2,3,7,7
Hill,0008,"Constable, Precinct No. 3",,REP,Stephen Nanny,42,2,3,4,20,13
Hill,0008,"Constable, Precinct No. 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0008,"Constable, Precinct No. 3",,REP,Under Votes,22,0,1,2,8,11
Hill,0008,County Chairman,,REP,Will Orr,118,7,21,19,45,26
Hill,0008,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,County Chairman,,REP,Under Votes,56,1,5,2,26,22
Hill,0008,President,,DEM,Bernie Sanders,10,1,1,1,5,2
Hill,0008,President,,DEM,Star Locke,0,0,0,0,0,0
Hill,0008,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0008,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0008,President,,DEM,Calvis L. Hawes,0,0,0,0,0,0
Hill,0008,President,,DEM,Hillary Clinton,15,2,2,3,4,4
Hill,0008,President,,DEM,Keith Judd,0,0,0,0,0,0
Hill,0008,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0008,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,President,,DEM,Under Votes,13,0,0,0,13,0
Hill,0008,U.S. House,25,DEM,Kathi Thomas,22,3,3,4,7,5
Hill,0008,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,U.S. House,25,DEM,Under Votes,16,0,0,0,15,1
Hill,0008,Railroad Commissioner,,DEM,Cody Garrett,6,0,0,3,1,2
Hill,0008,Railroad Commissioner,,DEM,Lon Burnam,3,0,0,1,0,2
Hill,0008,Railroad Commissioner,,DEM,Grady Yarbrough,4,0,0,0,3,1
Hill,0008,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,Railroad Commissioner,,DEM,Under Votes,25,3,3,0,18,1
Hill,0008,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,23,3,3,4,8,5
Hill,0008,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,"Justice, Supreme Court, Place 3",,DEM,Under Votes,15,0,0,0,14,1
Hill,0008,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,23,3,3,4,8,5
Hill,0008,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,"Justice, Supreme Court, Place 5",,DEM,Under Votes,15,0,0,0,14,1
