county,precinct,office,district,party,candidate,early_votes,election_day,votes
Menard,6,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,2,0,2
Menard,6,"Judge, Court of Criminal Appeals, Place 5",,LIB,"William Bryan Strange, III",1,2,3
Menard,6,"Judge, Court of Criminal Appeals, Place 5",,GRN,Judith Sanders-Castro,2,0,2
Menard,6,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,34,26,60
Menard,6,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,2,0,2
Menard,6,"Judge, Court of Criminal Appeals, Place 6",,LIB,Mark W. Bennett,3,2,5
Menard,6,"Member, State Board of Education",1,DEM,Georgina Perez,4,3,7
Menard,6,"Member, State Board of Education",1,GRN,Hugo Noyola Jr.,6,2,8
Menard,6,State Senator,28,REP,Charles Perry,37,26,63
Menard,6,State Representative,53,REP,Andrew S. Murr,34,28,62
Menard,6,State Representative,53,DEM,Stephanie Lochte Ertel,4,0,4
Menard,6,State Representative,53,LIB,Brian Holk,1,1,2
Menard,6,"Justice, 4th Court of Appeals District, Place 6",,REP,Jason Pulliam,35,27,62
Menard,6,"Justice, 4th Court of Appeals District, Place 6",,DEM,Irene Rios,4,0,4
Menard,6,"Constable, Precinct No. 1",,REP,Lee Callan,36,26,62
Menard,6,"Constable, Precinct No. 1",,,Adam Hernandez,2,2,4
