County,Precinct,Office,District,Party,Candidate,election_day,early_votes,votes
Bowie,13/30,Railroad Commissioner,,Dem,Grady Yarbrough,155,,
Bowie,14,Railroad Commissioner,,Dem,Grady Yarbrough,374,,
Bowie,15,Railroad Commissioner,,Dem,Grady Yarbrough,26,,
Bowie,16,Railroad Commissioner,,Dem,Grady Yarbrough,39,,
Bowie,17,Railroad Commissioner,,Dem,Grady Yarbrough,81,,
Bowie,18,Railroad Commissioner,,Dem,Grady Yarbrough,201,,
Bowie,19,Railroad Commissioner,,Dem,Grady Yarbrough,31,,
Bowie,20,Railroad Commissioner,,Dem,Grady Yarbrough,68,,
Bowie,21,Railroad Commissioner,,Dem,Grady Yarbrough,14,,
Bowie,22,Railroad Commissioner,,Dem,Grady Yarbrough,20,,
Bowie,25/24,Railroad Commissioner,,Dem,Grady Yarbrough,119,,
Bowie,27,Railroad Commissioner,,Dem,Grady Yarbrough,27,,
Bowie,28,Railroad Commissioner,,Dem,Grady Yarbrough,22,,
Bowie,29,Railroad Commissioner,,Dem,Grady Yarbrough,9,,
Bowie,Total,Railroad Commissioner,,Dem,Grady Yarbrough,5387,,
Bowie,1A/4E,Railroad Commissioner,,Lbt,Mark Miller,9,,
Bowie,1B,Railroad Commissioner,,Lbt,Mark Miller,4,,
Bowie,2A,Railroad Commissioner,,Lbt,Mark Miller,8,,
Bowie,2B/4D/5A,Railroad Commissioner,,Lbt,Mark Miller,3,,
Bowie,2C,Railroad Commissioner,,Lbt,Mark Miller,10,,
Bowie,3A,Railroad Commissioner,,Lbt,Mark Miller,26,,
Bowie,3B,Railroad Commissioner,,Lbt,Mark Miller,3,,
Bowie,4B,Railroad Commissioner,,Lbt,Mark Miller,21,,
Bowie,4C/4A/2D/5B,Railroad Commissioner,,Lbt,Mark Miller,30,,
Bowie,5C,Railroad Commissioner,,Lbt,Mark Miller,62,,
Bowie,6A,Railroad Commissioner,,Lbt,Mark Miller,28,,
Bowie,6B,Railroad Commissioner,,Lbt,Mark Miller,37,,
Bowie,7,Railroad Commissioner,,Lbt,Mark Miller,48,,
Bowie,8A,Railroad Commissioner,,Lbt,Mark Miller,7,,
Bowie,8B,Railroad Commissioner,,Lbt,Mark Miller,43,,
Bowie,8C,Railroad Commissioner,,Lbt,Mark Miller,20,,
Bowie,9,Railroad Commissioner,,Lbt,Mark Miller,25,,
Bowie,10,Railroad Commissioner,,Lbt,Mark Miller,26,,
Bowie,11,Railroad Commissioner,,Lbt,Mark Miller,39,,
Bowie,12,Railroad Commissioner,,Lbt,Mark Miller,17,,
Bowie,13/30,Railroad Commissioner,,Lbt,Mark Miller,14,,
Bowie,14,Railroad Commissioner,,Lbt,Mark Miller,41,,
Bowie,15,Railroad Commissioner,,Lbt,Mark Miller,2,,
Bowie,16,Railroad Commissioner,,Lbt,Mark Miller,10,,
Bowie,17,Railroad Commissioner,,Lbt,Mark Miller,13,,
Bowie,18,Railroad Commissioner,,Lbt,Mark Miller,42,,
Bowie,19,Railroad Commissioner,,Lbt,Mark Miller,5,,
Bowie,20,Railroad Commissioner,,Lbt,Mark Miller,3,,
Bowie,21,Railroad Commissioner,,Lbt,Mark Miller,2,,
Bowie,22,Railroad Commissioner,,Lbt,Mark Miller,1,,
Bowie,25/24,Railroad Commissioner,,Lbt,Mark Miller,13,,
Bowie,27,Railroad Commissioner,,Lbt,Mark Miller,11,,
Bowie,28,Railroad Commissioner,,Lbt,Mark Miller,4,,
Bowie,29,Railroad Commissioner,,Lbt,Mark Miller,5,,
Bowie,Total,Railroad Commissioner,,Lbt,Mark Miller,632,,
Bowie,1A/4E,Railroad Commissioner,,Grn,Martina Salinas,2,,
Bowie,1B,Railroad Commissioner,,Grn,Martina Salinas,4,,
Bowie,2A,Railroad Commissioner,,Grn,Martina Salinas,7,,
Bowie,2B/4D/5A,Railroad Commissioner,,Grn,Martina Salinas,5,,
Bowie,2C,Railroad Commissioner,,Grn,Martina Salinas,2,,
Bowie,3A,Railroad Commissioner,,Grn,Martina Salinas,7,,
Bowie,3B,Railroad Commissioner,,Grn,Martina Salinas,7,,
Bowie,4B,Railroad Commissioner,,Grn,Martina Salinas,9,,
Bowie,4C/4A/2D/5B,Railroad Commissioner,,Grn,Martina Salinas,7,,
Bowie,5C,Railroad Commissioner,,Grn,Martina Salinas,26,,
Bowie,6A,Railroad Commissioner,,Grn,Martina Salinas,14,,
Bowie,6B,Railroad Commissioner,,Grn,Martina Salinas,5,,
Bowie,7,Railroad Commissioner,,Grn,Martina Salinas,19,,
Bowie,8A,Railroad Commissioner,,Grn,Martina Salinas,0,,
Bowie,8B,Railroad Commissioner,,Grn,Martina Salinas,8,,
Bowie,8C,Railroad Commissioner,,Grn,Martina Salinas,1,,
Bowie,9,Railroad Commissioner,,Grn,Martina Salinas,13,,
Bowie,10,Railroad Commissioner,,Grn,Martina Salinas,8,,
Bowie,11,Railroad Commissioner,,Grn,Martina Salinas,7,,
Bowie,12,Railroad Commissioner,,Grn,Martina Salinas,5,,
Bowie,13/30,Railroad Commissioner,,Grn,Martina Salinas,7,,
Bowie,14,Railroad Commissioner,,Grn,Martina Salinas,13,,
Bowie,15,Railroad Commissioner,,Grn,Martina Salinas,2,,
Bowie,16,Railroad Commissioner,,Grn,Martina Salinas,1,,
Bowie,17,Railroad Commissioner,,Grn,Martina Salinas,5,,
Bowie,18,Railroad Commissioner,,Grn,Martina Salinas,13,,
Bowie,19,Railroad Commissioner,,Grn,Martina Salinas,0,,
Bowie,20,Railroad Commissioner,,Grn,Martina Salinas,4,,
Bowie,21,Railroad Commissioner,,Grn,Martina Salinas,0,,
Bowie,22,Railroad Commissioner,,Grn,Martina Salinas,0,,
Bowie,25/24,Railroad Commissioner,,Grn,Martina Salinas,3,,
Bowie,27,Railroad Commissioner,,Grn,Martina Salinas,0,,
Bowie,28,Railroad Commissioner,,Grn,Martina Salinas,4,,
Bowie,29,Railroad Commissioner,,Grn,Martina Salinas,0,,
Bowie,Total,Railroad Commissioner,,Grn,Martina Salinas,208,,
