county,precinct,office,district,candidate,party,votes,absentee,ev_paper,ev_ivo,ed_paper,ed_ivo
Hill,2,Railroad Commissioner,,Martin Salinas,GRN,19,2,3,5,3,6
Hill,3,Railroad Commissioner,,Martin Salinas,GRN,19,0,3,12,2,2
Hill,4,Railroad Commissioner,,Martin Salinas,GRN,20,2,4,6,2,6
Hill,5,Railroad Commissioner,,Martin Salinas,GRN,3,1,1,0,1,0
Hill,6,Railroad Commissioner,,Martin Salinas,GRN,2,0,1,0,0,1
Hill,7,Railroad Commissioner,,Martin Salinas,GRN,2,0,1,0,0,1
Hill,8,Railroad Commissioner,,Martin Salinas,GRN,1,0,0,0,1,0
Hill,9,Railroad Commissioner,,Martin Salinas,GRN,5,0,1,2,1,1
Hill,10,Railroad Commissioner,,Martin Salinas,GRN,11,0,1,2,5,3
Hill,12,Railroad Commissioner,,Martin Salinas,GRN,6,0,2,3,1,0
Hill,13,Railroad Commissioner,,Martin Salinas,GRN,14,1,3,2,6,2
Hill,14,Railroad Commissioner,,Martin Salinas,GRN,2,0,1,0,1,0
Hill,15,Railroad Commissioner,,Martin Salinas,GRN,1,0,0,0,0,1
Hill,16,Railroad Commissioner,,Martin Salinas,GRN,4,0,1,0,0,3
Hill,18,Railroad Commissioner,,Martin Salinas,GRN,0,0,0,0,0,0
Hill,19,Railroad Commissioner,,Martin Salinas,GRN,3,0,1,0,1,1
Hill,20,Railroad Commissioner,,Martin Salinas,GRN,6,0,3,1,1,1
Hill,21,Railroad Commissioner,,Martin Salinas,GRN,15,1,3,4,4,3
Hill,22,Railroad Commissioner,,Martin Salinas,GRN,12,0,4,4,1,3
Hill,23,Railroad Commissioner,,Martin Salinas,GRN,1,0,0,0,1,0
Hill,24,Railroad Commissioner,,Martin Salinas,GRN,9,0,1,1,2,5
Hill,27,Railroad Commissioner,,Martin Salinas,GRN,4,0,1,2,0,1
Hill,Total,Railroad Commissioner,,Martin Salinas,GRN,159,7,35,44,33,40
Hill,2,State Senate,30,Brian Birdwell ,REP,442,29,134,167,54,58
Hill,3,State Senate,30,Brian Birdwell ,REP,311,22,92,106,34,57
Hill,4,State Senate,30,Brian Birdwell ,REP,1028,71,289,395,139,134
Hill,5,State Senate,30,Brian Birdwell ,REP,296,19,68,81,90,38
Hill,6,State Senate,30,Brian Birdwell ,REP,213,7,52,48,63,43
Hill,7,State Senate,30,Brian Birdwell ,REP,301,8,35,45,131,82
Hill,8,State Senate,30,Brian Birdwell ,REP,171,8,35,41,53,34
Hill,9,State Senate,30,Brian Birdwell ,REP,210,7,56,68,46,33
Hill,10,State Senate,30,Brian Birdwell ,REP,733,27,126,226,190,164
Hill,12,State Senate,30,Brian Birdwell ,REP,402,19,86,137,73,87
Hill,13,State Senate,30,Brian Birdwell ,REP,1355,95,230,387,229,414
Hill,14,State Senate,30,Brian Birdwell ,REP,585,19,56,134,177,199
Hill,15,State Senate,30,Brian Birdwell ,REP,198,12,16,22,55,93
Hill,16,State Senate,30,Brian Birdwell ,REP,169,2,19,27,95,26
Hill,18,State Senate,30,Brian Birdwell ,REP,94,2,21,10,48,13
Hill,19,State Senate,30,Brian Birdwell ,REP,194,5,38,30,69,52
Hill,20,State Senate,30,Brian Birdwell ,REP,499,19,59,66,280,75
Hill,21,State Senate,30,Brian Birdwell ,REP,966,95,145,357,124,245
Hill,22,State Senate,30,Brian Birdwell ,REP,812,84,151,223,200,154
Hill,23,State Senate,30,Brian Birdwell ,REP,220,5,25,24,106,60
Hill,24,State Senate,30,Brian Birdwell ,REP,544,31,56,68,116,273
Hill,27,State Senate,30,Brian Birdwell ,REP,357,11,87,72,136,51
Hill,Total,State Senate,30,Brian Birdwell ,REP,10100,597,1876,2734,2508,2385
Hill,2,State Senate,30,Michael Collins ,DEM,136,8,38,29,27,34
Hill,3,State Senate,30,Michael Collins ,DEM,290,25,67,85,43,70
Hill,4,State Senate,30,Michael Collins ,DEM,308,29,101,102,32,44
Hill,5,State Senate,30,Michael Collins ,DEM,50,6,9,15,12,8
Hill,6,State Senate,30,Michael Collins ,DEM,35,3,5,11,13,3
Hill,7,State Senate,30,Michael Collins ,DEM,64,4,12,11,23,14
Hill,8,State Senate,30,Michael Collins ,DEM,35,1,3,10,10,11
Hill,9,State Senate,30,Michael Collins ,DEM,69,2,12,21,18,16
Hill,10,State Senate,30,Michael Collins ,DEM,242,1,38,51,66,86
Hill,12,State Senate,30,Michael Collins ,DEM,68,7,17,26,9,9
Hill,13,State Senate,30,Michael Collins ,DEM,263,28,36,68,55,76
Hill,14,State Senate,30,Michael Collins ,DEM,60,4,12,13,20,11
Hill,15,State Senate,30,Michael Collins ,DEM,38,4,3,7,9,15
Hill,16,State Senate,30,Michael Collins ,DEM,44,2,7,7,24,4
Hill,18,State Senate,30,Michael Collins ,DEM,9,0,5,2,1,1
Hill,19,State Senate,30,Michael Collins ,DEM,42,1,6,12,11,12
Hill,20,State Senate,30,Michael Collins ,DEM,91,1,21,16,34,19
Hill,21,State Senate,30,Michael Collins ,DEM,187,15,31,72,29,40
Hill,22,State Senate,30,Michael Collins ,DEM,184,17,36,48,42,41
Hill,23,State Senate,30,Michael Collins ,DEM,78,7,3,12,31,25
Hill,24,State Senate,30,Michael Collins ,DEM,159,13,7,27,31,81
Hill,27,State Senate,30,Michael Collins ,DEM,77,9,13,14,27,14
Hill,Total,State Senate,30,Michael Collins ,DEM,2529,187,482,659,567,634
Hill,2,State Representative,8,Byron Cook ,REP,483,33,142,179,57,72
Hill,3,State Representative,8,Byron Cook ,REP,374,25,99,128,41,81
Hill,4,State Representative,8,Byron Cook ,REP,1092,77,299,412,146,158
Hill,5,State Representative,8,Byron Cook ,REP,293,20,66,80,87,40
Hill,6,State Representative,8,Byron Cook ,REP,211,7,50,46,65,43
Hill,7,State Representative,8,Byron Cook ,REP,312,7,37,48,136,84
Hill,8,State Representative,8,Byron Cook ,REP,181,9,37,42,54,39
Hill,9,State Representative,8,Byron Cook ,REP,219,7,53,72,50,37
Hill,10,State Representative,8,Byron Cook ,REP,782,27,126,238,202,189
Hill,12,State Representative,8,Byron Cook ,REP,417,20,85,146,75,91
Hill,13,State Representative,8,Byron Cook ,REP,1419,96,226,409,243,445
Hill,14,State Representative,8,Byron Cook ,REP,591,20,55,138,178,200
Hill,15,State Representative,8,Byron Cook ,REP,212,12,19,24,57,100
Hill,16,State Representative,8,Byron Cook ,REP,175,0,15,30,102,28
Hill,18,State Representative,8,Byron Cook ,REP,94,2,22,10,47,13
Hill,19,State Representative,8,Byron Cook ,REP,199,6,37,30,72,54
Hill,20,State Representative,8,Byron Cook ,REP,511,19,59,73,281,79
Hill,21,State Representative,8,Byron Cook ,REP,991,95,141,376,129,250
Hill,22,State Representative,8,Byron Cook ,REP,851,87,160,234,205,165
Hill,23,State Representative,8,Byron Cook ,REP,244,7,26,27,116,68
Hill,24,State Representative,8,Byron Cook ,REP,569,34,56,75,114,290
Hill,27,State Representative,8,Byron Cook ,REP,360,12,84,76,136,52
Hill,Total,State Representative,8,Byron Cook ,REP,10580,622,1894,2893,2593,2578
