county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee
Wilson,Box 206,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Wilson,Box 206,President,,DEM,Star Locke,1,0,1,0,0
Wilson,Box 206,President,,DEM,Hillary Clinton,166,52,94,1,19
Wilson,Box 206,President,,DEM,Bernie Sanders,67,35,31,0,1
Wilson,Box 206,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 206,President,,DEM,Willie L. Wilson,0,0,0,0,0
Wilson,Box 206,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 206,President,,DEM,Roque De La Fuente,0,0,0,0,0
Wilson,Box 206,U.S. House,28,REP,Zeffen Hardin,407,188,214,0,5
Wilson,Box 206,U.S. House,28,DEM,William R. Hayward,29,13,14,0,2
Wilson,Box 206,U.S. House,28,DEM,Henry Cuellar,195,69,108,1,17
Wilson,Box 206,Railroad Commissioner,,REP,Weston Martinez,59,25,34,0,0
Wilson,Box 206,Railroad Commissioner,,REP,John Greytok,23,15,8,0,0
Wilson,Box 206,Railroad Commissioner,,REP,Wayne Christian,108,57,50,0,1
Wilson,Box 206,Railroad Commissioner,,REP,Ron Hale,75,28,47,0,0
Wilson,Box 206,Railroad Commissioner,,REP,Doug Jeffrey,48,22,26,0,0
Wilson,Box 206,Railroad Commissioner,,REP,Gary  Gates,99,47,51,0,1
Wilson,Box 206,Railroad Commissioner,,REP,Lance N. Christian,34,17,17,0,0
Wilson,Box 206,Railroad Commissioner,,DEM,Grady Yarbrough,101,37,55,0,9
Wilson,Box 206,Railroad Commissioner,,DEM,Lon Burnam,19,5,13,0,1
Wilson,Box 206,Railroad Commissioner,,DEM,Cody Garrett,58,18,35,1,4
Wilson,Box 206,State Senator,21,DEM,Judith Zaffirini,198,70,108,1,19
Wilson,Box 206,State Representative,44,REP,John Kuempel,465,216,243,1,5
Wilson,Box 206,State Representative,44,DEM,Robert M. Bohmfalk,158,54,91,1,12
Wilson,Box 206,District Attorney D81,,REP,Audrey Gossett Louis,445,209,231,0,5
Wilson,Box 206,District Attorney D81,,DEM,René M. Peña,184,65,100,1,18
Wilson,Box 206,County Attorney,,REP,Daynah J. Fallwell,203,83,118,0,2
Wilson,Box 206,County Attorney,,REP,Tom Caldwell,325,166,157,1,1
Wilson,Box 206,Sheriff,,REP,Chris Burchell,79,40,39,0,0
Wilson,Box 206,Sheriff,,REP,"Lowell C. Hull, Jr.",67,34,32,0,1
Wilson,Box 206,Sheriff,,REP,"Joe D. Tackitt, Jr.",458,199,254,1,4
Wilson,Box 206,Sheriff,,DEM,"Emmanuel Fultz, Sr.",142,46,82,1,13
Wilson,Box 206,Tax Assessor-Collector,,REP,Ray Wolff,183,86,95,1,1
Wilson,Box 206,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,369,163,203,0,3
Wilson,Box 206,County Chairman,,REP,Ruby Manen,423,194,223,1,5
Wilson,Box 206,County Chairman,,DEM,Stacey Tisdale,160,53,94,1,12
Wilson,Box 206,Proposition 1,,REP,FOR,401,187,212,1,1
Wilson,Box 206,Proposition 1,,REP,AGAINST,130,58,69,0,3
Wilson,Box 206,Proposition 2,,REP,FOR,356,161,190,1,4
Wilson,Box 206,Proposition 2,,REP,AGAINST,173,83,89,0,1
Wilson,Box 206,Proposition 3,,REP,FOR,412,191,219,1,1
Wilson,Box 206,Proposition 3,,REP,AGAINST,114,52,58,0,4
Wilson,Box 206,Proposition 4,,REP,FOR,508,236,267,1,4
Wilson,Box 206,Proposition 4,,REP,AGAINST,22,9,13,0,0
Wilson,Box 206,Referendum 1,,DEM,FOR,181,60,103,1,17
Wilson,Box 206,Referendum 1,,DEM,AGAINST,12,10,2,0,0
Wilson,Box 206,Referendum 2,,DEM,FOR,180,65,97,1,17
Wilson,Box 206,Referendum 2,,DEM,AGAINST,7,4,3,0,0
Wilson,Box 206,Referendum 3,,DEM,FOR,172,59,96,1,16
Wilson,Box 206,Referendum 3,,DEM,AGAINST,16,9,6,0,1
Wilson,Box 206,Referendum 4,,DEM,FOR,176,61,98,1,16
Wilson,Box 206,Referendum 4,,DEM,AGAINST,8,5,3,0,0
Wilson,Box 206,Referendum 5,,DEM,FOR,138,50,74,1,13
Wilson,Box 206,Referendum 5,,DEM,AGAINST,59,24,31,0,4
Wilson,Box 206,Referendum 6,,DEM,FOR,172,58,99,1,14
Wilson,Box 206,Referendum 6,,DEM,AGAINST,24,15,6,0,3
Wilson,Box 207,President,,REP,Lindsey Graham,0,0,0,0,0
Wilson,Box 207,President,,REP,Ted Cruz,319,123,194,0,2
Wilson,Box 207,President,,REP,Marco Rubio,80,48,31,0,1
Wilson,Box 207,President,,REP,Chris Christie,0,0,0,0,0
Wilson,Box 207,President,,REP,Jeb Bush,1,0,1,0,0
Wilson,Box 207,President,,REP,Rand Paul,2,1,1,0,0
Wilson,Box 207,President,,REP,Rick Santorum,0,0,0,0,0
Wilson,Box 207,President,,REP,Ben Carson,21,9,11,0,1
Wilson,Box 207,President,,REP,John R. Kasich,11,6,5,0,0
Wilson,Box 207,President,,REP,Carly Fiorina,1,0,1,0,0
Wilson,Box 207,President,,REP,Donald J. Trump,147,83,64,0,0
Wilson,Box 207,President,,REP,Mike Huckabee,1,1,0,0,0
Wilson,Box 207,President,,REP,Elizabeth Gray,0,0,0,0,0
Wilson,Box 207,President,,REP,Uncommitted,7,3,1,0,3
Wilson,Box 207,President,,DEM,Martin J. O'Malley,1,0,1,0,0
Wilson,Box 207,President,,DEM,Star Locke,1,0,1,0,0
Wilson,Box 207,President,,DEM,Hillary Clinton,79,30,49,0,0
Wilson,Box 207,President,,DEM,Bernie Sanders,33,13,19,0,1
Wilson,Box 207,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 207,President,,DEM,Willie L. Wilson,0,0,0,0,0
Wilson,Box 207,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 207,President,,DEM,Roque De La Fuente,0,0,0,0,0
Wilson,Box 207,U.S. House,28,REP,Zeffen Hardin,399,199,197,0,3
Wilson,Box 207,U.S. House,28,DEM,William R. Hayward,19,7,12,0,0
Wilson,Box 207,U.S. House,28,DEM,Henry Cuellar,93,35,57,0,1
Wilson,Box 207,Railroad Commissioner,,REP,Weston Martinez,47,21,26,0,0
Wilson,Box 207,Railroad Commissioner,,REP,John Greytok,26,15,11,0,0
Wilson,Box 207,Railroad Commissioner,,REP,Wayne Christian,109,55,52,0,2
Wilson,Box 207,Railroad Commissioner,,REP,Ron Hale,89,46,43,0,0
Wilson,Box 207,Railroad Commissioner,,REP,Doug Jeffrey,35,17,18,0,0
Wilson,Box 207,Railroad Commissioner,,REP,Gary  Gates,104,52,48,0,4
Wilson,Box 207,Railroad Commissioner,,REP,Lance N. Christian,33,17,16,0,0
Wilson,Box 207,Railroad Commissioner,,DEM,Grady Yarbrough,43,17,25,0,1
Wilson,Box 207,Railroad Commissioner,,DEM,Lon Burnam,22,8,14,0,0
Wilson,Box 207,Railroad Commissioner,,DEM,Cody Garrett,30,13,17,0,0
Wilson,Box 207,State Senator,21,DEM,Judith Zaffirini,103,40,62,0,1
Wilson,Box 207,State Representative,44,REP,John Kuempel,424,213,207,0,4
Wilson,Box 207,State Representative,44,DEM,Robert M. Bohmfalk,94,36,57,0,1
Wilson,Box 207,District Attorney D81,,REP,Audrey Gossett Louis,421,211,206,0,4
Wilson,Box 207,District Attorney D81,,DEM,René M. Peña,91,34,56,0,1
Wilson,Box 207,County Attorney,,REP,Daynah J. Fallwell,159,90,69,0,0
Wilson,Box 207,County Attorney,,REP,Tom Caldwell,325,152,168,0,5
Wilson,Box 207,Sheriff,,REP,Chris Burchell,103,59,41,0,3
Wilson,Box 207,Sheriff,,REP,"Lowell C. Hull, Jr.",93,51,40,0,2
Wilson,Box 207,Sheriff,,REP,"Joe D. Tackitt, Jr.",362,157,203,0,2
Wilson,Box 207,Sheriff,,DEM,"Emmanuel Fultz, Sr.",84,28,55,0,1
Wilson,Box 207,Tax Assessor-Collector,,REP,Ray Wolff,179,85,92,0,2
Wilson,Box 207,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,336,161,171,0,4
Wilson,Box 207,County Chairman,,REP,Ruby Manen,389,198,187,0,4
Wilson,Box 207,County Chairman,,DEM,Stacey Tisdale,92,34,57,0,1
Wilson,Box 207,Proposition 1,,REP,FOR,411,186,220,0,5
Wilson,Box 207,Proposition 1,,REP,AGAINST,120,62,57,0,1
Wilson,Box 207,Proposition 2,,REP,FOR,385,179,202,0,4
Wilson,Box 207,Proposition 2,,REP,AGAINST,157,73,82,0,2
Wilson,Box 207,Proposition 3,,REP,FOR,427,206,216,0,5
Wilson,Box 207,Proposition 3,,REP,AGAINST,100,45,55,0,0
Wilson,Box 207,Proposition 4,,REP,FOR,509,237,266,0,6
Wilson,Box 207,Proposition 4,,REP,AGAINST,20,12,8,0,0
Wilson,Box 207,Referendum 1,,DEM,FOR,91,34,56,0,1
Wilson,Box 207,Referendum 1,,DEM,AGAINST,10,2,8,0,0
Wilson,Box 207,Referendum 2,,DEM,FOR,91,34,56,0,1
Wilson,Box 207,Referendum 2,,DEM,AGAINST,9,3,6,0,0
Wilson,Box 207,Referendum 3,,DEM,FOR,101,37,63,0,1
Wilson,Box 207,Referendum 3,,DEM,AGAINST,4,2,2,0,0
Wilson,Box 207,Referendum 4,,DEM,FOR,94,35,58,0,1
Wilson,Box 207,Referendum 4,,DEM,AGAINST,8,4,4,0,0
Wilson,Box 207,Referendum 5,,DEM,FOR,71,27,44,0,0
Wilson,Box 207,Referendum 5,,DEM,AGAINST,35,12,22,0,1
Wilson,Box 207,Referendum 6,,DEM,FOR,99,38,60,0,1
Wilson,Box 207,Referendum 6,,DEM,AGAINST,6,2,4,0,0
Wilson,Box 208,President,,REP,Lindsey Graham,1,0,1,0,0
Wilson,Box 208,President,,REP,Ted Cruz,124,22,100,1,1
Wilson,Box 208,President,,REP,Marco Rubio,29,7,22,0,0
Wilson,Box 208,President,,REP,Chris Christie,0,0,0,0,0
Wilson,Box 208,President,,REP,Jeb Bush,0,0,0,0,0
Wilson,Box 208,President,,REP,Rand Paul,0,0,0,0,0
Wilson,Box 208,President,,REP,Rick Santorum,0,0,0,0,0
Wilson,Box 208,President,,REP,Ben Carson,4,1,3,0,0
Wilson,Box 208,President,,REP,John R. Kasich,2,0,2,0,0
Wilson,Box 208,President,,REP,Carly Fiorina,0,0,0,0,0
Wilson,Box 208,President,,REP,Donald J. Trump,60,16,42,0,2
Wilson,Box 208,President,,REP,Mike Huckabee,0,0,0,0,0
Wilson,Box 208,President,,REP,Elizabeth Gray,0,0,0,0,0
Wilson,Box 208,President,,REP,Uncommitted,3,2,1,0,0
Wilson,Box 208,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Wilson,Box 208,President,,DEM,Star Locke,0,0,0,0,0
Wilson,Box 208,President,,DEM,Hillary Clinton,10,2,8,0,0
Wilson,Box 208,President,,DEM,Bernie Sanders,5,2,3,0,0
Wilson,Box 208,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 208,President,,DEM,Willie L. Wilson,0,0,0,0,0
Wilson,Box 208,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 208,President,,DEM,Roque De La Fuente,0,0,0,0,0
Wilson,Box 208,U.S. House,28,REP,Zeffen Hardin,158,39,117,1,1
Wilson,Box 208,U.S. House,28,DEM,William R. Hayward,2,0,2,0,0
Wilson,Box 208,U.S. House,28,DEM,Henry Cuellar,11,4,7,0,0
Wilson,Box 208,Railroad Commissioner,,REP,Weston Martinez,23,7,16,0,0
Wilson,Box 208,Railroad Commissioner,,REP,John Greytok,17,1,16,0,0
Wilson,Box 208,Railroad Commissioner,,REP,Wayne Christian,33,9,23,0,1
Wilson,Box 208,Railroad Commissioner,,REP,Ron Hale,40,8,32,0,0
Wilson,Box 208,Railroad Commissioner,,REP,Doug Jeffrey,13,4,9,0,0
Wilson,Box 208,Railroad Commissioner,,REP,Gary  Gates,40,9,29,0,2
Wilson,Box 208,Railroad Commissioner,,REP,Lance N. Christian,11,1,10,0,0
Wilson,Box 208,Railroad Commissioner,,DEM,Grady Yarbrough,5,1,4,0,0
Wilson,Box 208,Railroad Commissioner,,DEM,Lon Burnam,3,1,2,0,0
Wilson,Box 208,Railroad Commissioner,,DEM,Cody Garrett,4,1,3,0,0
Wilson,Box 208,State Senator,21,DEM,Judith Zaffirini,13,2,11,0,0
Wilson,Box 208,State Representative,44,REP,John Kuempel,181,43,134,1,3
Wilson,Box 208,State Representative,44,DEM,Robert M. Bohmfalk,10,2,8,0,0
Wilson,Box 208,District Attorney D81,,REP,Audrey Gossett Louis,162,41,119,1,1
Wilson,Box 208,District Attorney D81,,DEM,René M. Peña,13,4,9,0,0
Wilson,Box 208,County Attorney,,REP,Daynah J. Fallwell,72,13,59,0,0
Wilson,Box 208,County Attorney,,REP,Tom Caldwell,114,32,81,0,1
Wilson,Box 208,Sheriff,,REP,Chris Burchell,21,6,15,0,0
Wilson,Box 208,Sheriff,,REP,"Lowell C. Hull, Jr.",31,1,28,0,2
Wilson,Box 208,Sheriff,,REP,"Joe D. Tackitt, Jr.",165,40,123,1,1
Wilson,Box 208,Sheriff,,DEM,"Emmanuel Fultz, Sr.",9,2,7,0,0
Wilson,Box 208,Tax Assessor-Collector,,REP,Ray Wolff,68,18,48,1,1
Wilson,Box 208,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,142,29,111,0,2
Wilson,Box 208,County Chairman,,REP,Ruby Manen,159,44,113,1,1
Wilson,Box 208,County Chairman,,DEM,Stacey Tisdale,10,2,8,0,0
Wilson,Box 208,Proposition 1,,REP,FOR,152,32,118,0,2
Wilson,Box 208,Proposition 1,,REP,AGAINST,53,12,40,0,1
Wilson,Box 208,Proposition 2,,REP,FOR,149,33,113,0,3
Wilson,Box 208,Proposition 2,,REP,AGAINST,61,14,47,0,0
Wilson,Box 208,Proposition 3,,REP,FOR,162,35,126,0,1
Wilson,Box 208,Proposition 3,,REP,AGAINST,39,10,27,0,2
Wilson,Box 208,Proposition 4,,REP,FOR,188,44,141,0,3
Wilson,Box 208,Proposition 4,,REP,AGAINST,12,3,9,0,0
Wilson,Box 208,Referendum 1,,DEM,FOR,9,1,8,0,0
Wilson,Box 208,Referendum 1,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 208,Referendum 2,,DEM,FOR,9,1,8,0,0
Wilson,Box 208,Referendum 2,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 208,Referendum 3,,DEM,FOR,10,1,9,0,0
Wilson,Box 208,Referendum 3,,DEM,AGAINST,1,0,1,0,0
Wilson,Box 208,Referendum 4,,DEM,FOR,8,1,7,0,0
Wilson,Box 208,Referendum 4,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 208,Referendum 5,,DEM,FOR,9,1,8,0,0
Wilson,Box 208,Referendum 5,,DEM,AGAINST,2,0,2,0,0
Wilson,Box 208,Referendum 6,,DEM,FOR,8,1,7,0,0
Wilson,Box 208,Referendum 6,,DEM,AGAINST,1,0,1,0,0
Wilson,Box 209,President,,REP,Lindsey Graham,0,0,0,0,0
Wilson,Box 209,President,,REP,Ted Cruz,110,5,105,0,0
Wilson,Box 209,President,,REP,Marco Rubio,16,3,13,0,0
Wilson,Box 209,President,,REP,Chris Christie,0,0,0,0,0
Wilson,Box 209,President,,REP,Jeb Bush,2,1,1,0,0
Wilson,Box 209,President,,REP,Rand Paul,1,0,1,0,0
Wilson,Box 209,President,,REP,Rick Santorum,0,0,0,0,0
Wilson,Box 209,President,,REP,Ben Carson,5,0,5,0,0
Wilson,Box 209,President,,REP,John R. Kasich,7,0,7,0,0
Wilson,Box 209,President,,REP,Carly Fiorina,0,0,0,0,0
Wilson,Box 209,President,,REP,Donald J. Trump,55,6,49,0,0
Wilson,Box 209,President,,REP,Mike Huckabee,0,0,0,0,0
Wilson,Box 209,President,,REP,Elizabeth Gray,1,0,1,0,0
Wilson,Box 209,President,,REP,Uncommitted,1,0,1,0,0
Wilson,Box 209,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Wilson,Box 209,President,,DEM,Star Locke,0,0,0,0,0
Wilson,Box 209,President,,DEM,Hillary Clinton,9,0,9,0,0
Wilson,Box 209,President,,DEM,Bernie Sanders,8,1,7,0,0
Wilson,Box 209,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 209,President,,DEM,Willie L. Wilson,0,0,0,0,0
Wilson,Box 209,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 209,President,,DEM,Roque De La Fuente,0,0,0,0,0
Wilson,Box 209,U.S. House,15,REP,Tim Westley,124,6,118,0,0
Wilson,Box 209,U.S. House,15,REP,Xavier Salinas,16,4,12,0,0
Wilson,Box 209,U.S. House,15,REP,Ruben O. Villarreal,16,2,14,0,0
Wilson,Box 209,U.S. House,15,DEM,Rance G. Sweeten,9,1,8,0,0
Wilson,Box 209,U.S. House,15,DEM,Joel Quintanilla,3,0,3,0,0
Wilson,Box 209,U.S. House,15,DEM,"Juan Palacios, Jr.",0,0,0,0,0
Wilson,Box 209,U.S. House,15,DEM,Ruben R. Hinojosa,1,0,1,0,0
Wilson,Box 209,U.S. House,15,DEM,Vicente Gonzalez,1,0,1,0,0
Wilson,Box 209,U.S. House,15,DEM,Dolly Elizondo,3,0,3,0,0
Wilson,Box 209,Railroad Commissioner,,REP,Weston Martinez,8,1,7,0,0
Wilson,Box 209,Railroad Commissioner,,REP,John Greytok,15,0,15,0,0
Wilson,Box 209,Railroad Commissioner,,REP,Wayne Christian,33,2,31,0,0
Wilson,Box 209,Railroad Commissioner,,REP,Ron Hale,26,1,25,0,0
Wilson,Box 209,Railroad Commissioner,,REP,Doug Jeffrey,14,2,12,0,0
Wilson,Box 209,Railroad Commissioner,,REP,Gary  Gates,39,4,35,0,0
Wilson,Box 209,Railroad Commissioner,,REP,Lance N. Christian,21,2,19,0,0
Wilson,Box 209,Railroad Commissioner,,DEM,Grady Yarbrough,11,0,11,0,0
Wilson,Box 209,Railroad Commissioner,,DEM,Lon Burnam,1,0,1,0,0
Wilson,Box 209,Railroad Commissioner,,DEM,Cody Garrett,5,1,4,0,0
Wilson,Box 209,State Senator,21,DEM,Judith Zaffirini,16,1,15,0,0
Wilson,Box 209,State Representative,44,REP,John Kuempel,139,10,129,0,0
Wilson,Box 209,State Representative,44,DEM,Robert M. Bohmfalk,16,1,15,0,0
Wilson,Box 209,District Attorney D81,,REP,Audrey Gossett Louis,129,11,118,0,0
Wilson,Box 209,District Attorney D81,,DEM,René M. Peña,16,1,15,0,0
Wilson,Box 209,County Attorney,,REP,Daynah J. Fallwell,69,8,61,0,0
Wilson,Box 209,County Attorney,,REP,Tom Caldwell,92,6,86,0,0
Wilson,Box 209,Sheriff,,REP,Chris Burchell,12,0,12,0,0
Wilson,Box 209,Sheriff,,REP,"Lowell C. Hull, Jr.",41,5,36,0,0
Wilson,Box 209,Sheriff,,REP,"Joe D. Tackitt, Jr.",136,10,126,0,0
Wilson,Box 209,Sheriff,,DEM,"Emmanuel Fultz, Sr.",12,0,12,0,0
Wilson,Box 209,Tax Assessor-Collector,,REP,Ray Wolff,50,3,47,0,0
Wilson,Box 209,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,129,12,117,0,0
Wilson,Box 209,County Chairman,,REP,Ruby Manen,126,8,118,0,0
Wilson,Box 209,County Chairman,,DEM,Stacey Tisdale,16,1,15,0,0
Wilson,Box 209,Proposition 1,,REP,FOR,135,13,122,0,0
Wilson,Box 209,Proposition 1,,REP,AGAINST,34,2,32,0,0
Wilson,Box 209,Proposition 2,,REP,FOR,104,11,93,0,0
Wilson,Box 209,Proposition 2,,REP,AGAINST,66,3,63,0,0
Wilson,Box 209,Proposition 3,,REP,FOR,132,12,120,0,0
Wilson,Box 209,Proposition 3,,REP,AGAINST,34,1,33,0,0
Wilson,Box 209,Proposition 4,,REP,FOR,153,12,141,0,0
Wilson,Box 209,Proposition 4,,REP,AGAINST,14,0,14,0,0
Wilson,Box 209,Referendum 1,,DEM,FOR,9,1,8,0,0
Wilson,Box 209,Referendum 1,,DEM,AGAINST,6,0,6,0,0
Wilson,Box 209,Referendum 2,,DEM,FOR,15,1,14,0,0
Wilson,Box 209,Referendum 2,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 209,Referendum 3,,DEM,FOR,11,0,11,0,0
Wilson,Box 209,Referendum 3,,DEM,AGAINST,4,1,3,0,0
Wilson,Box 209,Referendum 4,,DEM,FOR,14,0,14,0,0
Wilson,Box 209,Referendum 4,,DEM,AGAINST,1,1,0,0,0
Wilson,Box 209,Referendum 5,,DEM,FOR,10,0,10,0,0
Wilson,Box 209,Referendum 5,,DEM,AGAINST,5,1,4,0,0
Wilson,Box 209,Referendum 6,,DEM,FOR,8,1,7,0,0
Wilson,Box 209,Referendum 6,,DEM,AGAINST,7,0,7,0,0
Wilson,Box 310,President,,REP,Lindsey Graham,1,0,1,0,0
Wilson,Box 310,President,,REP,Ted Cruz,115,25,88,0,2
Wilson,Box 310,President,,REP,Marco Rubio,34,9,21,0,4
Wilson,Box 310,President,,REP,Chris Christie,0,0,0,0,0
Wilson,Box 310,President,,REP,Jeb Bush,2,1,0,0,1
Wilson,Box 310,President,,REP,Rand Paul,1,0,1,0,0
Wilson,Box 310,President,,REP,Rick Santorum,0,0,0,0,0
Wilson,Box 310,President,,REP,Ben Carson,13,2,11,0,0
Wilson,Box 310,President,,REP,John R. Kasich,5,1,4,0,0
Wilson,Box 310,President,,REP,Carly Fiorina,0,0,0,0,0
Wilson,Box 310,President,,REP,Donald J. Trump,62,16,46,0,0
Wilson,Box 310,President,,REP,Mike Huckabee,1,0,1,0,0
Wilson,Box 310,President,,REP,Elizabeth Gray,0,0,0,0,0
Wilson,Box 310,President,,REP,Uncommitted,4,1,2,0,1
Wilson,Box 310,President,,DEM,Martin J. O'Malley,2,0,2,0,0
Wilson,Box 310,President,,DEM,Star Locke,0,0,0,0,0
Wilson,Box 310,President,,DEM,Hillary Clinton,8,2,5,0,1
Wilson,Box 310,President,,DEM,Bernie Sanders,7,0,6,0,1
Wilson,Box 310,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 310,President,,DEM,Willie L. Wilson,0,0,0,0,0
Wilson,Box 310,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 310,President,,DEM,Roque De La Fuente,0,0,0,0,0
Wilson,Box 310,U.S. House,28,REP,Zeffen Hardin,156,42,107,0,7
Wilson,Box 310,U.S. House,28,DEM,William R. Hayward,2,1,1,0,0
Wilson,Box 310,U.S. House,28,DEM,Henry Cuellar,13,1,11,0,1
Wilson,Box 310,Railroad Commissioner,,REP,Weston Martinez,16,9,7,0,0
Wilson,Box 310,Railroad Commissioner,,REP,John Greytok,7,1,6,0,0
Wilson,Box 310,Railroad Commissioner,,REP,Wayne Christian,45,8,35,0,2
Wilson,Box 310,Railroad Commissioner,,REP,Ron Hale,25,8,17,0,0
Wilson,Box 310,Railroad Commissioner,,REP,Doug Jeffrey,19,4,13,0,2
Wilson,Box 310,Railroad Commissioner,,REP,Gary  Gates,37,5,29,0,3
Wilson,Box 310,Railroad Commissioner,,REP,Lance N. Christian,11,5,6,0,0
Wilson,Box 310,Railroad Commissioner,,DEM,Grady Yarbrough,7,0,6,0,1
Wilson,Box 310,Railroad Commissioner,,DEM,Lon Burnam,1,1,0,0,0
Wilson,Box 310,Railroad Commissioner,,DEM,Cody Garrett,5,0,5,0,0
Wilson,Box 310,State Senator,21,DEM,Judith Zaffirini,13,2,11,0,0
Wilson,Box 310,State Representative,44,REP,John Kuempel,178,45,126,0,7
Wilson,Box 310,State Representative,44,DEM,Robert M. Bohmfalk,12,2,9,0,1
Wilson,Box 310,District Attorney D81,,REP,Audrey Gossett Louis,161,43,112,0,6
Wilson,Box 310,District Attorney D81,,DEM,René M. Peña,13,2,10,0,1
Wilson,Box 310,County Attorney,,REP,Daynah J. Fallwell,67,18,47,0,2
Wilson,Box 310,County Attorney,,REP,Tom Caldwell,125,28,92,0,5
Wilson,Box 310,Sheriff,,REP,Chris Burchell,21,2,19,0,0
Wilson,Box 310,Sheriff,,REP,"Lowell C. Hull, Jr.",47,13,31,0,3
Wilson,Box 310,Sheriff,,REP,"Joe D. Tackitt, Jr.",161,40,116,0,5
Wilson,Box 310,Sheriff,,DEM,"Emmanuel Fultz, Sr.",12,2,10,0,0
Wilson,Box 310,Tax Assessor-Collector,,REP,Ray Wolff,61,12,46,0,3
Wilson,Box 310,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,132,37,91,0,4
Wilson,Box 310,County Chairman,,REP,Ruby Manen,146,37,102,0,7
Wilson,Box 310,County Chairman,,DEM,Stacey Tisdale,12,2,9,0,1
Wilson,Box 310,Proposition 1,,REP,FOR,144,32,109,0,3
Wilson,Box 310,Proposition 1,,REP,AGAINST,66,16,45,0,5
Wilson,Box 310,Proposition 2,,REP,FOR,135,23,108,0,4
Wilson,Box 310,Proposition 2,,REP,AGAINST,79,29,47,0,3
Wilson,Box 310,Proposition 3,,REP,FOR,174,35,131,0,8
Wilson,Box 310,Proposition 3,,REP,AGAINST,29,12,17,0,0
Wilson,Box 310,Proposition 4,,REP,FOR,193,40,147,0,6
Wilson,Box 310,Proposition 4,,REP,AGAINST,13,7,6,0,0
Wilson,Box 310,Referendum 1,,DEM,FOR,15,2,11,0,2
Wilson,Box 310,Referendum 1,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 310,Referendum 2,,DEM,FOR,15,2,11,0,2
Wilson,Box 310,Referendum 2,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 310,Referendum 3,,DEM,FOR,13,2,9,0,2
Wilson,Box 310,Referendum 3,,DEM,AGAINST,3,0,3,0,0
Wilson,Box 310,Referendum 4,,DEM,FOR,10,1,7,0,2
Wilson,Box 310,Referendum 4,,DEM,AGAINST,3,0,3,0,0
Wilson,Box 310,Referendum 5,,DEM,FOR,11,1,8,0,2
Wilson,Box 310,Referendum 5,,DEM,AGAINST,5,1,4,0,0
Wilson,Box 310,Referendum 6,,DEM,FOR,13,2,9,0,2
Wilson,Box 310,Referendum 6,,DEM,AGAINST,3,0,3,0,0
Wilson,Box 311,President,,REP,Lindsey Graham,0,0,0,0,0
Wilson,Box 311,President,,REP,Ted Cruz,314,56,253,1,4
Wilson,Box 311,President,,REP,Marco Rubio,54,15,37,0,2
Wilson,Box 311,President,,REP,Chris Christie,1,1,0,0,0
Wilson,Box 311,President,,REP,Jeb Bush,2,2,0,0,0
Wilson,Box 311,President,,REP,Rand Paul,1,0,1,0,0
Wilson,Box 311,President,,REP,Rick Santorum,0,0,0,0,0
Wilson,Box 311,President,,REP,Ben Carson,24,3,19,1,1
Wilson,Box 311,President,,REP,John R. Kasich,13,7,6,0,0
Wilson,Box 311,President,,REP,Carly Fiorina,0,0,0,0,0
Wilson,Box 311,President,,REP,Donald J. Trump,200,51,148,0,1
Wilson,Box 311,President,,REP,Mike Huckabee,1,0,1,0,0
Wilson,Box 311,President,,REP,Elizabeth Gray,0,0,0,0,0
Wilson,Box 311,President,,REP,Uncommitted,6,2,4,0,0
Wilson,Box 311,President,,DEM,Martin J. O'Malley,1,1,0,0,0
Wilson,Box 311,President,,DEM,Star Locke,0,0,0,0,0
Wilson,Box 311,President,,DEM,Hillary Clinton,38,12,25,0,1
Wilson,Box 311,President,,DEM,Bernie Sanders,14,5,8,0,1
Wilson,Box 311,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 311,President,,DEM,Willie L. Wilson,1,0,1,0,0
Wilson,Box 311,President,,DEM,Calvis L. Hawes,0,0,0,0,0
