county,precinct,office,district,party,candidate,absentee_votes,early_votes,election_day,votes
Harrison,6,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,0,2,2
Harrison,6,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,6,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,6,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,6,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,6,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,6,U.S. House,1,Republican,Louie Gohmert,33,407,314,754
Harrison,6,U.S. House,1,Democratic,Shirley J. McKellar,2,110,60,172
Harrison,6,U.S. House,1,Libertarian,Phil Gray,0,7,12,19
Harrison,6,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,6,Railroad Commissioner,,Republican,Wayne Christian,32,380,305,717
Harrison,6,Railroad Commissioner,,Democratic,Grady Yarbrough,3,110,62,175
Harrison,6,Railroad Commissioner,,Libertarian,Mark Miller,0,15,13,28
Harrison,6,Railroad Commissioner,,Green,Martina Salinas,0,8,2,10
Harrison,6,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,31,388,297,716
Harrison,6,"Justice, Supreme Court, Place 3",,,Mike Westergren,3,109,64,176
Harrison,6,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,12,16,28
Harrison,6,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,5,4,9
Harrison,6,"Justice, Supreme Court, Place 5",,,Paul Green,30,397,308,735
Harrison,6,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,3,108,57,168
Harrison,6,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,6,13,20
Harrison,6,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,2,1,3
Harrison,6,"Justice, Supreme Court, Place 9",,,Eva Guzman,29,379,298,706
Harrison,6,"Justice, Supreme Court, Place 9",,,Savannah Robinson,4,114,62,180
Harrison,6,"Justice, Supreme Court, Place 9",,,Don Fulton,1,8,14,23
Harrison,6,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,8,3,11
Harrison,6,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,30,388,300,718
Harrison,6,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",3,110,70,183
Harrison,6,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,2,9,10,21
Harrison,6,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,1,3,4
Harrison,6,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,31,391,306,728
Harrison,6,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,3,110,65,178
Harrison,6,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,6,11,17
Harrison,6,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,1,2,1,4
Harrison,6,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,31,380,304,715
Harrison,6,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,3,115,62,180
Harrison,6,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,8,14,22
Harrison,6,"Member, State Board of Education, District 9",,,Keven M. Ellis,31,383,306,720
Harrison,6,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,3,113,65,181
Harrison,6,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,7,8,15
Harrison,6,State Senate,1,Republican,Bryan Hughes,32,416,338,786
Harrison,6,State Representative,9,Republican,Chris Paddie,32,418,332,782
Harrison,6,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,32,415,333,780
Harrison,6,"District Judge, 71st Judicial District",,,Brad Morin,32,428,330,790
Harrison,6,Sheriff,,,Tom McCool,34,433,342,809
Harrison,6,Tax Assessor-Collector,,,Veronica King,33,428,340,801
Harrison,6,"County Commissioner, Precinct No. 1",,,William D. Hatfield,33,407,317,757
Harrison,6,"Constable, Precinct No. 1",,,John C. Hickey Jr,33,410,312,755
Harrison,7,Straight Party,,,Republican Party,11,163,63,237
Harrison,7,Straight Party,,,Democratic Party,5,64,21,90
Harrison,7,Straight Party,,,Libertarian Party,0,0,1,1
Harrison,7,Straight Party,,,Green Party,0,1,0,1
Harrison,7,President and Vice President,,Republican,Donald J. Trump / Mike Pence,18,304,103,425
Harrison,7,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,8,113,34,155
Harrison,7,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,6,8,14
Harrison,7,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,0,0
Harrison,7,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,1,0,1
Harrison,7,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,7,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,7,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,7,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,7,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,7,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,7,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,0,1,1
Harrison,7,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,7,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,7,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,7,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,7,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,7,U.S. House,1,Republican,Louie Gohmert,18,300,109,427
Harrison,7,U.S. House,1,Democratic,Shirley J. McKellar,8,109,29,146
Harrison,7,U.S. House,1,Libertarian,Phil Gray,0,11,6,17
Harrison,7,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,7,Railroad Commissioner,,Republican,Wayne Christian,15,286,105,406
Harrison,7,Railroad Commissioner,,Democratic,Grady Yarbrough,9,112,28,149
Harrison,7,Railroad Commissioner,,Libertarian,Mark Miller,2,15,10,27
Harrison,7,Railroad Commissioner,,Green,Martina Salinas,0,4,1,5
Harrison,7,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,16,286,103,405
Harrison,7,"Justice, Supreme Court, Place 3",,,Mike Westergren,8,108,30,146
Harrison,7,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,16,11,27
Harrison,7,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,1,6,0,7
Harrison,7,"Justice, Supreme Court, Place 5",,,Paul Green,15,291,108,414
Harrison,7,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,10,102,26,138
Harrison,7,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,18,10,28
Harrison,7,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,3,0,3
Harrison,7,"Justice, Supreme Court, Place 9",,,Eva Guzman,17,289,103,409
Harrison,7,"Justice, Supreme Court, Place 9",,,Savannah Robinson,8,106,29,143
Harrison,7,"Justice, Supreme Court, Place 9",,,Don Fulton,0,16,10,26
Harrison,7,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,4,1,5
Harrison,7,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,16,287,107,410
Harrison,7,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",9,111,29,149
Harrison,7,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,13,6,19
Harrison,7,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,3,0,3
Harrison,7,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,17,293,108,418
Harrison,7,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,8,106,29,143
Harrison,7,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,11,6,17
Harrison,7,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,6,0,6
Harrison,7,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,16,294,105,415
Harrison,7,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,9,108,28,145
Harrison,7,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,13,10,23
Harrison,7,"Member, State Board of Education, District 9",,,Keven M. Ellis,14,289,105,408
Harrison,7,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,11,111,27,149
Harrison,7,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,12,11,23
Harrison,7,State Senate,1,Republican,Bryan Hughes,17,329,116,462
Harrison,7,State Representative,9,Republican,Chris Paddie,17,333,117,467
Harrison,7,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,17,328,115,460
Harrison,7,"District Judge, 71st Judicial District",,,Brad Morin,16,334,119,469
Harrison,7,Sheriff,,,Tom McCool,17,339,117,473
Harrison,7,Tax Assessor-Collector,,,Veronica King,17,347,118,482
Harrison,7,"County Commissioner, Precinct No. 1",,,William D. Hatfield,17,331,115,463
Harrison,7,"Constable, Precinct No. 1",,,John C. Hickey Jr,16,316,112,444
Harrison,8,Straight Party,,,Republican Party,40,491,118,649
Harrison,8,Straight Party,,,Democratic Party,11,141,46,198
Harrison,8,Straight Party,,,Libertarian Party,0,0,0,0
Harrison,8,Straight Party,,,Green Party,0,1,1,2
Harrison,8,President and Vice President,,Republican,Donald J. Trump / Mike Pence,54,966,233,1253
Harrison,8,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,22,313,86,421
Harrison,8,President and Vice President,,Libertarian,Gary Johnson / William Weld,4,18,10,32
Harrison,8,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,5,1,6
Harrison,8,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,4,0,4
Harrison,8,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,8,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,8,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,8,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,1,0,1
Harrison,8,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,8,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,8,President and Vice President,,,Evan McMullin / Nathan Johnson (W),2,9,6,17
Harrison,8,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,8,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,8,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,8,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,8,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,8,U.S. House,1,Republican,Louie Gohmert,57,992,239,1288
Harrison,8,U.S. House,1,Democratic,Shirley J. McKellar,19,296,80,395
Harrison,8,U.S. House,1,Libertarian,Phil Gray,2,16,12,30
Harrison,8,U.S. House,1,,Renee Culler (W),0,0,1,1
Harrison,8,Railroad Commissioner,,Republican,Wayne Christian,62,955,228,1245
Harrison,8,Railroad Commissioner,,Democratic,Grady Yarbrough,18,292,79,389
Harrison,8,Railroad Commissioner,,Libertarian,Mark Miller,1,28,17,46
Harrison,8,Railroad Commissioner,,Green,Martina Salinas,0,12,3,15
Harrison,8,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,58,938,237,1233
Harrison,8,"Justice, Supreme Court, Place 3",,,Mike Westergren,20,302,74,396
Harrison,8,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,19,13,33
Harrison,8,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,1,7,4,12
Harrison,8,"Justice, Supreme Court, Place 5",,,Paul Green,59,942,227,1228
Harrison,8,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,20,289,85,394
Harrison,8,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,22,11,33
Harrison,8,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1,10,2,13
Harrison,8,"Justice, Supreme Court, Place 9",,,Eva Guzman,61,927,226,1214
Harrison,8,"Justice, Supreme Court, Place 9",,,Savannah Robinson,18,292,86,396
Harrison,8,"Justice, Supreme Court, Place 9",,,Don Fulton,0,26,11,37
Harrison,8,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,14,2,17
Harrison,8,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,61,936,237,1234
Harrison,8,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",19,296,78,393
Harrison,8,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,25,11,36
Harrison,8,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,1,8,3,12
Harrison,8,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,60,949,229,1238
Harrison,8,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,18,284,88,390
Harrison,8,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,18,9,27
Harrison,8,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,1,13,3,17
Harrison,8,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,62,932,232,1226
Harrison,8,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,19,300,83,402
Harrison,8,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,27,11,38
Harrison,8,"Member, State Board of Education, District 9",,,Keven M. Ellis,60,931,224,1215
Harrison,8,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,20,302,92,414
Harrison,8,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,30,12,42
Harrison,8,State Senate,1,Republican,Bryan Hughes,66,1077,267,1410
Harrison,8,State Representative,9,Republican,Chris Paddie,66,1104,271,1441
Harrison,8,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,66,1042,263,1371
Harrison,8,"District Judge, 71st Judicial District",,,Brad Morin,67,1098,271,1436
Harrison,8,Sheriff,,,Tom McCool,64,1104,273,1441
Harrison,8,Tax Assessor-Collector,,,Veronica King,68,1103,274,1445
Harrison,8,"Justice of the Peace, Precinct No. 4 - Unexpired Term",,,Nancy Schnorbus George,66,1085,269,1420
Harrison,8,"Constable, Precinct No. 4",,,Darryl Griffin,67,1050,264,1381
Harrison,9,Straight Party,,,Republican Party,8,254,77,339
Harrison,9,Straight Party,,,Democratic Party,15,130,32,177
Harrison,9,Straight Party,,,Libertarian Party,0,3,1,4
Harrison,9,Straight Party,,,Green Party,0,0,1,1
Harrison,9,President and Vice President,,Republican,Donald J. Trump / Mike Pence,15,501,123,639
Harrison,9,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,18,191,49,258
Harrison,9,President and Vice President,,Libertarian,Gary Johnson / William Weld,1,13,7,21
Harrison,9,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,1,1
Harrison,9,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,9,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,9,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,9,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,9,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,9,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,9,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,9,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,1,0,1
Harrison,9,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,9,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,9,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,9,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,9,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,9,U.S. House,1,Republican,Louie Gohmert,14,512,125,651
Harrison,9,U.S. House,1,Democratic,Shirley J. McKellar,18,182,46,246
Harrison,9,U.S. House,1,Libertarian,Phil Gray,2,8,5,15
Harrison,9,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,9,Railroad Commissioner,,Republican,Wayne Christian,14,489,115,618
Harrison,9,Railroad Commissioner,,Democratic,Grady Yarbrough,18,177,49,244
Harrison,9,Railroad Commissioner,,Libertarian,Mark Miller,2,10,6,18
Harrison,9,Railroad Commissioner,,Green,Martina Salinas,0,6,2,8
Harrison,9,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,16,473,115,604
Harrison,9,"Justice, Supreme Court, Place 3",,,Mike Westergren,16,185,47,248
Harrison,9,"Justice, Supreme Court, Place 3",,,Kathie Glass,2,15,8,25
Harrison,9,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,4,7
Harrison,9,"Justice, Supreme Court, Place 5",,,Paul Green,14,473,115,602
Harrison,9,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,18,190,47,255
Harrison,9,"Justice, Supreme Court, Place 5",,,Tom Oxford,2,6,10,18
Harrison,9,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,3,1,4
Harrison,9,"Justice, Supreme Court, Place 9",,,Eva Guzman,15,465,115,595
Harrison,9,"Justice, Supreme Court, Place 9",,,Savannah Robinson,17,184,44,245
Harrison,9,"Justice, Supreme Court, Place 9",,,Don Fulton,2,9,11,22
Harrison,9,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,7,2,9
Harrison,9,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,14,470,113,597
Harrison,9,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",17,188,44,249
Harrison,9,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,2,14,8,24
Harrison,9,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,1,5,6
Harrison,9,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,16,479,115,610
Harrison,9,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,17,184,47,248
Harrison,9,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,9,7,16
Harrison,9,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,5,1,6
Harrison,9,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,13,474,113,600
Harrison,9,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,18,187,46,251
Harrison,9,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,2,13,10,25
Harrison,9,"Member, State Board of Education, District 9",,,Keven M. Ellis,15,466,116,597
Harrison,9,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,17,195,51,263
Harrison,9,"Member, State Board of Education, District 9",,,Anastasia Wilford,2,12,6,20
Harrison,9,State Senate,1,Republican,Bryan Hughes,17,532,133,682
Harrison,9,State Representative,9,Republican,Chris Paddie,17,540,136,693
Harrison,9,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,17,517,131,665
Harrison,9,"District Judge, 71st Judicial District",,,Brad Morin,18,531,134,683
Harrison,9,Sheriff,,,Tom McCool,16,546,141,703
Harrison,9,Tax Assessor-Collector,,,Veronica King,18,549,138,705
Harrison,9,"Justice of the Peace, Precinct No. 4 - Unexpired Term",,,Nancy Schnorbus George,16,538,141,695
Harrison,9,"Constable, Precinct No. 4",,,Darryl Griffin,16,513,134,663
Harrison,10,Straight Party,,,Republican Party,14,245,45,304
Harrison,10,Straight Party,,,Democratic Party,5,55,15,75
Harrison,10,Straight Party,,,Libertarian Party,0,1,0,1
Harrison,10,Straight Party,,,Green Party,0,0,0,0
Harrison,10,President and Vice President,,Republican,Donald J. Trump / Mike Pence,22,441,77,540
Harrison,10,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,8,111,29,148
Harrison,10,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,3,1,4
Harrison,10,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,0,0
Harrison,10,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,1,0,1
Harrison,10,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,10,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,10,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,10,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,10,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,10,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,10,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,1,2,3
Harrison,10,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,10,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,10,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,10,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,10,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,10,U.S. House,1,Republican,Louie Gohmert,22,444,77,543
Harrison,10,U.S. House,1,Democratic,Shirley J. McKellar,7,97,27,131
Harrison,10,U.S. House,1,Libertarian,Phil Gray,1,4,1,6
Harrison,10,U.S. House,1,,Renee Culler (W),0,0,1,1
Harrison,10,Railroad Commissioner,,Republican,Wayne Christian,21,426,76,523
Harrison,10,Railroad Commissioner,,Democratic,Grady Yarbrough,8,97,24,129
Harrison,10,Railroad Commissioner,,Libertarian,Mark Miller,0,11,1,12
Harrison,10,Railroad Commissioner,,Green,Martina Salinas,0,4,5,9
Harrison,10,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,21,422,73,516
Harrison,10,"Justice, Supreme Court, Place 3",,,Mike Westergren,8,101,26,135
Harrison,10,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,9,5,14
Harrison,10,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,2,5
Harrison,10,"Justice, Supreme Court, Place 5",,,Paul Green,22,428,77,527
Harrison,10,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,7,96,27,130
Harrison,10,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,8,2,10
Harrison,10,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,3,0,3
Harrison,10,"Justice, Supreme Court, Place 9",,,Eva Guzman,20,419,73,512
Harrison,10,"Justice, Supreme Court, Place 9",,,Savannah Robinson,9,101,27,137
Harrison,10,"Justice, Supreme Court, Place 9",,,Don Fulton,0,11,4,15
Harrison,10,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,2,2,4
Harrison,10,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,23,425,76,524
Harrison,10,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",6,100,26,132
Harrison,10,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,12,3,15
Harrison,10,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,2,1,3
Harrison,10,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,22,425,75,522
Harrison,10,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,7,101,27,135
Harrison,10,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,5,2,7
Harrison,10,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,4,2,6
Harrison,10,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,21,424,75,520
Harrison,10,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,8,102,27,137
Harrison,10,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,9,4,13
Harrison,10,"Member, State Board of Education, District 9",,,Keven M. Ellis,20,428,73,521
Harrison,10,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,9,99,28,136
Harrison,10,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,9,4,13
Harrison,10,State Senate,1,Republican,Bryan Hughes,23,460,84,567
Harrison,10,State Representative,9,Republican,Chris Paddie,24,460,86,570
Harrison,10,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,23,454,85,562
Harrison,10,"District Judge, 71st Judicial District",,,Brad Morin,23,469,86,578
Harrison,10,Sheriff,,,Tom McCool,24,471,86,581
Harrison,10,Tax Assessor-Collector,,,Veronica King,25,476,89,590
Harrison,10,"County Commissioner, Precinct No. 1",,,William D. Hatfield,24,459,85,568
Harrison,10,"Constable, Precinct No. 1",,,John C. Hickey Jr,23,443,82,548
Harrison,11,Straight Party,,,Republican Party,8,81,12,101
Harrison,11,Straight Party,,,Democratic Party,5,50,20,75
Harrison,11,Straight Party,,,Libertarian Party,0,1,0,1
Harrison,11,Straight Party,,,Green Party,0,0,0,0
Harrison,11,President and Vice President,,Republican,Donald J. Trump / Mike Pence,12,142,22,176
Harrison,11,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,9,88,30,127
Harrison,11,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,3,0,3
Harrison,11,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,0,0
Harrison,11,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,11,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,11,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,11,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,11,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,11,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,11,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,11,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,0,0,0
Harrison,11,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,11,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,11,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,11,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,11,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,11,U.S. House,1,Republican,Louie Gohmert,12,144,20,176
Harrison,11,U.S. House,1,Democratic,Shirley J. McKellar,7,80,29,116
Harrison,11,U.S. House,1,Libertarian,Phil Gray,0,7,0,7
Harrison,11,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,11,Railroad Commissioner,,Republican,Wayne Christian,10,136,19,165
Harrison,11,Railroad Commissioner,,Democratic,Grady Yarbrough,8,80,28,116
Harrison,11,Railroad Commissioner,,Libertarian,Mark Miller,0,10,2,12
Harrison,11,Railroad Commissioner,,Green,Martina Salinas,0,3,0,3
Harrison,11,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,11,135,19,165
