county,precinct,reg_voters,office,district,party,candidate,early_votes,election_votes,votes
Coleman,4,1553,"Chief Justice, Supreme Court",,REP,Nathan Hecht,378,155,533
Coleman,4,1553,"Chief Justice, Supreme Court",,DEM,William Moody,52,11,63
Coleman,4,1553,"Chief Justice, Supreme Court",,LIB,Tom Oxford,6,6,12
Coleman,4,1553,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,383,157,540
Coleman,4,1553,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Myers,41,10,51
Coleman,4,1553,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,11,5,16
Coleman,4,1553,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,383,154,537
Coleman,4,1553,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,44,8,52
Coleman,4,1553,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,10,7,17
Coleman,4,1553,"Justice, Supreme Court, Place 7",,GRN,Charles W. Waterbury,0,3,3
Coleman,4,1553,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,387,153,540
Coleman,4,1553,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,24,12,36
Coleman,4,1553,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,15,4,19
Coleman,4,1553,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,379,158,537
Coleman,4,1553,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,44,8,52
Coleman,4,1553,"Judge, Court of Criminal Appeals, Place 3",,LIB,Mark W. Bennett,12,5,17
Coleman,4,1553,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,374,152,526
Coleman,4,1553,"Judge, Court of Criminal Appeals, Place 4",,LIB,Quanah Parker,45,16,61
Coleman,4,1553,"Judge, Court of Criminal Appeals, Place 4",,GRN,Judith Sanders-Castro,12,3,15
Coleman,4,1553,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,387,156,543
Coleman,4,1553,"Judge, Court of Criminal Appeals, Place 9",,LIB,William Bryan Strange III,20,12,32
Coleman,4,1553,"Judge, Court of Criminal Appeals, Place 9",,GRN,George Joseph Altgelt,11,1,12
Coleman,4,1553,"State Representative, District 60",,REP,"James L. ""Jim"" Keffer",405,166,571
Coleman,4,1553,"Justice 11th Court of Appeals District, Place 2",,REP,Mike Wilson,395,161,556
Coleman,4,1553,"Justice, 11th Court of Appeals District, Place 3, Unexpired Term ",,REP,John Bailey,401,163,564
Coleman,4,1553,County Judge,,REP,Billy D. Bledsoe,384,153,537
Coleman,4,1553,District Clerk,,REP,Margie Mayo,416,162,578
Coleman,4,1553,County Clerk,,REP,Stacey Mendoza,411,162,573
Coleman,4,1553,County Treasurer,,REP,Jerri Ann Chambers,406,163,569
Coleman,4,1553,County Commissioner Pct. 4,,Rep,Alan Davis,406,163,569
Coleman,4,1553,Justice of the Peace,,REP,Nance Campbell,411,159,570
Coleman,4,1553,Proposistion 1 ,,,For ,357,145,502
Coleman,4,1553,Proposistion 1 ,,,Against,86,25,111
Coleman,4,1553,Legal Sale of Beer and Wine for off-premise consumption only,,,For ,317,132,449
Coleman,4,1553,Legal Sale of Beer and Wine for off-premise consumption only,,,Against,141,45,186
Coleman,4,1553,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,For ,310,128,438
Coleman,4,1553,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,Against,145,47,192
Coleman,1,,Registered Voters,,,,,,1456
Coleman,2,,Registered Voters,,,,,,1105
Coleman,2e,,Registered Voters,,,,,,408
Coleman,3,,Registered Voters,,,,,,1380
Coleman,4,,Registered Voters,,,,,,1553
