county,precinct,office,district,party,candidate,early_votes,election_day,votes
Comanche,11,Land Commissioner,,LIB,Justin Knight,2,6,8
Comanche,12,Land Commissioner,,LIB,Justin Knight,5,14,19
Comanche,13,Land Commissioner,,LIB,Justin Knight,1,4,5
Comanche,14,Land Commissioner,,LIB,Justin Knight,0,1,1
Comanche,15,Land Commissioner,,LIB,Justin Knight,8,2,10
Comanche,16,Land Commissioner,,LIB,Justin Knight,1,2,3
Comanche,1,Land Commissioner,,GRN,Valerie Alessi,1,0,1
Comanche,2,Land Commissioner,,GRN,Valerie Alessi,4,1,5
Comanche,4,Land Commissioner,,GRN,Valerie Alessi,0,0,0
Comanche,5,Land Commissioner,,GRN,Valerie Alessi,2,2,4
Comanche,6,Land Commissioner,,GRN,Valerie Alessi,1,1,2
Comanche,7,Land Commissioner,,GRN,Valerie Alessi,0,0,0
Comanche,9,Land Commissioner,,GRN,Valerie Alessi,0,0,0
Comanche,10,Land Commissioner,,GRN,Valerie Alessi,0,2,2
Comanche,11,Land Commissioner,,GRN,Valerie Alessi,0,3,3
Comanche,12,Land Commissioner,,GRN,Valerie Alessi,2,3,5
Comanche,13,Land Commissioner,,GRN,Valerie Alessi,0,1,1
Comanche,14,Land Commissioner,,GRN,Valerie Alessi,0,1,1
Comanche,15,Land Commissioner,,GRN,Valerie Alessi,1,0,1
Comanche,16,Land Commissioner,,GRN,Valerie Alessi,0,0,0
Comanche,1,Agriculture Commissioner,,REP,Sid Miller,240,177,417
Comanche,2,Agriculture Commissioner,,REP,Sid Miller,197,171,368
Comanche,4,Agriculture Commissioner,,REP,Sid Miller,14,24,38
Comanche,5,Agriculture Commissioner,,REP,Sid Miller,99,72,171
Comanche,6,Agriculture Commissioner,,REP,Sid Miller,64,64,128
Comanche,7,Agriculture Commissioner,,REP,Sid Miller,28,54,82
Comanche,9,Agriculture Commissioner,,REP,Sid Miller,26,28,54
Comanche,10,Agriculture Commissioner,,REP,Sid Miller,20,89,109
Comanche,11,Agriculture Commissioner,,REP,Sid Miller,51,102,153
Comanche,12,Agriculture Commissioner,,REP,Sid Miller,155,295,450
Comanche,13,Agriculture Commissioner,,REP,Sid Miller,47,61,108
Comanche,14,Agriculture Commissioner,,REP,Sid Miller,13,18,31
Comanche,15,Agriculture Commissioner,,REP,Sid Miller,68,83,151
Comanche,16,Agriculture Commissioner,,REP,Sid Miller,22,22,44
Comanche,1,Agriculture Commissioner,,DEM,Jim Hogan,76,57,133
Comanche,2,Agriculture Commissioner,,DEM,Jim Hogan,42,40,82
Comanche,4,Agriculture Commissioner,,DEM,Jim Hogan,2,6,8
Comanche,5,Agriculture Commissioner,,DEM,Jim Hogan,27,15,42
Comanche,6,Agriculture Commissioner,,DEM,Jim Hogan,13,19,32
Comanche,7,Agriculture Commissioner,,DEM,Jim Hogan,9,13,22
Comanche,9,Agriculture Commissioner,,DEM,Jim Hogan,10,5,15
Comanche,10,Agriculture Commissioner,,DEM,Jim Hogan,12,11,23
Comanche,11,Agriculture Commissioner,,DEM,Jim Hogan,11,36,47
Comanche,12,Agriculture Commissioner,,DEM,Jim Hogan,48,91,139
Comanche,13,Agriculture Commissioner,,DEM,Jim Hogan,12,11,23
Comanche,14,Agriculture Commissioner,,DEM,Jim Hogan,2,8,10
Comanche,15,Agriculture Commissioner,,DEM,Jim Hogan,9,12,21
Comanche,16,Agriculture Commissioner,,DEM,Jim Hogan,1,4,5
Comanche,1,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,16,4,20
Comanche,2,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,12,8,20
Comanche,4,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,1,1,2
Comanche,5,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,7,2,9
Comanche,6,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,1,2,3
Comanche,7,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,1,6,7
Comanche,9,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,4,1,5
Comanche,10,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,0,3,3
Comanche,11,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,0,3,3
Comanche,12,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,2,8,10
Comanche,13,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,0,4,4
Comanche,14,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,0,0,0
Comanche,15,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,4,3,7
Comanche,16,Agriculture Commissioner,,LIB,David (Rocky) Palmquist,2,1,3
Comanche,1,Agriculture Commissioner,,GRN,Kenneth Kendrick,2,0,2
Comanche,2,Agriculture Commissioner,,GRN,Kenneth Kendrick,6,4,10
Comanche,4,Agriculture Commissioner,,GRN,Kenneth Kendrick,0,0,0
Comanche,5,Agriculture Commissioner,,GRN,Kenneth Kendrick,5,2,7
Comanche,6,Agriculture Commissioner,,GRN,Kenneth Kendrick,1,3,4
Comanche,7,Agriculture Commissioner,,GRN,Kenneth Kendrick,0,2,2
Comanche,9,Agriculture Commissioner,,GRN,Kenneth Kendrick,0,1,1
Comanche,10,Agriculture Commissioner,,GRN,Kenneth Kendrick,0,1,1
Comanche,11,Agriculture Commissioner,,GRN,Kenneth Kendrick,0,2,2
Comanche,12,Agriculture Commissioner,,GRN,Kenneth Kendrick,3,6,9
Comanche,13,Agriculture Commissioner,,GRN,Kenneth Kendrick,1,1,2
Comanche,14,Agriculture Commissioner,,GRN,Kenneth Kendrick,0,1,1
Comanche,15,Agriculture Commissioner,,GRN,Kenneth Kendrick,2,0,2
Comanche,16,Agriculture Commissioner,,GRN,Kenneth Kendrick,0,0,0
Comanche,1,Railroad Commissioner,,REP,Ryan Sitton,253,179,432
Comanche,2,Railroad Commissioner,,REP,Ryan Sitton,213,190,403
Comanche,4,Railroad Commissioner,,REP,Ryan Sitton,15,22,37
Comanche,5,Railroad Commissioner,,REP,Ryan Sitton,106,75,181
Comanche,6,Railroad Commissioner,,REP,Ryan Sitton,63,72,135
Comanche,7,Railroad Commissioner,,REP,Ryan Sitton,32,60,92
Comanche,9,Railroad Commissioner,,REP,Ryan Sitton,32,25,57
Comanche,10,Railroad Commissioner,,REP,Ryan Sitton,20,83,103
Comanche,11,Railroad Commissioner,,REP,Ryan Sitton,51,92,143
Comanche,12,Railroad Commissioner,,REP,Ryan Sitton,150,286,436
Comanche,13,Railroad Commissioner,,REP,Ryan Sitton,46,62,108
Comanche,14,Railroad Commissioner,,REP,Ryan Sitton,13,21,34
Comanche,15,Railroad Commissioner,,REP,Ryan Sitton,68,93,161
Comanche,16,Railroad Commissioner,,REP,Ryan Sitton,23,24,47
Comanche,1,Railroad Commissioner,,DEM,Steve Brown,58,41,99
Comanche,2,Railroad Commissioner,,DEM,Steve Brown,26,26,52
Comanche,4,Railroad Commissioner,,DEM,Steve Brown,2,7,9
Comanche,5,Railroad Commissioner,,DEM,Steve Brown,24,8,32
Comanche,6,Railroad Commissioner,,DEM,Steve Brown,11,11,22
Comanche,7,Railroad Commissioner,,DEM,Steve Brown,6,11,17
Comanche,9,Railroad Commissioner,,DEM,Steve Brown,6,3,9
Comanche,10,Railroad Commissioner,,DEM,Steve Brown,12,11,23
Comanche,11,Railroad Commissioner,,DEM,Steve Brown,8,39,47
Comanche,12,Railroad Commissioner,,DEM,Steve Brown,47,83,130
Comanche,13,Railroad Commissioner,,DEM,Steve Brown,12,8,20
Comanche,14,Railroad Commissioner,,DEM,Steve Brown,2,5,7
Comanche,15,Railroad Commissioner,,DEM,Steve Brown,10,5,15
Comanche,16,Railroad Commissioner,,DEM,Steve Brown,2,0,2
Comanche,1,Railroad Commissioner,,LIB,Mark A. Miller,18,8,26
Comanche,2,Railroad Commissioner,,LIB,Mark A. Miller,12,5,17
Comanche,4,Railroad Commissioner,,LIB,Mark A. Miller,0,1,1
Comanche,5,Railroad Commissioner,,LIB,Mark A. Miller,4,4,8
Comanche,6,Railroad Commissioner,,LIB,Mark A. Miller,2,3,5
Comanche,7,Railroad Commissioner,,LIB,Mark A. Miller,2,4,6
Comanche,9,Railroad Commissioner,,LIB,Mark A. Miller,1,3,4
Comanche,10,Railroad Commissioner,,LIB,Mark A. Miller,0,7,7
Comanche,11,Railroad Commissioner,,LIB,Mark A. Miller,2,6,8
Comanche,12,Railroad Commissioner,,LIB,Mark A. Miller,5,17,22
Comanche,13,Railroad Commissioner,,LIB,Mark A. Miller,2,3,5
Comanche,14,Railroad Commissioner,,LIB,Mark A. Miller,0,0,0
Comanche,15,Railroad Commissioner,,LIB,Mark A. Miller,5,3,8
Comanche,16,Railroad Commissioner,,LIB,Mark A. Miller,0,2,2
Comanche,1,Railroad Commissioner,,GRN,Martina Salinas,0,4,4
Comanche,2,Railroad Commissioner,,GRN,Martina Salinas,3,1,4
Comanche,4,Railroad Commissioner,,GRN,Martina Salinas,0,0,0
Comanche,5,Railroad Commissioner,,GRN,Martina Salinas,2,3,5
Comanche,6,Railroad Commissioner,,GRN,Martina Salinas,1,1,2
Comanche,7,Railroad Commissioner,,GRN,Martina Salinas,0,1,1
Comanche,9,Railroad Commissioner,,GRN,Martina Salinas,1,1,2
Comanche,10,Railroad Commissioner,,GRN,Martina Salinas,0,1,1
Comanche,11,Railroad Commissioner,,GRN,Martina Salinas,0,3,3
Comanche,12,Railroad Commissioner,,GRN,Martina Salinas,1,3,4
Comanche,13,Railroad Commissioner,,GRN,Martina Salinas,0,1,1
Comanche,14,Railroad Commissioner,,GRN,Martina Salinas,0,1,1
Comanche,15,Railroad Commissioner,,GRN,Martina Salinas,1,0,1
Comanche,16,Railroad Commissioner,,GRN,Martina Salinas,0,1,1
Comanche,1,State Representative,59,REP,J.D. Sheffield,285,203,488
Comanche,2,State Representative,59,REP,J.D. Sheffield,228,204,432
Comanche,4,State Representative,59,REP,J.D. Sheffield,15,25,40
Comanche,5,State Representative,59,REP,J.D. Sheffield,124,84,208
Comanche,6,State Representative,59,REP,J.D. Sheffield,68,81,149
Comanche,7,State Representative,59,REP,J.D. Sheffield,31,67,98
Comanche,9,State Representative,59,REP,J.D. Sheffield,36,29,65
Comanche,10,State Representative,59,REP,J.D. Sheffield,21,93,114
Comanche,11,State Representative,59,REP,J.D. Sheffield,53,104,157
Comanche,12,State Representative,59,REP,J.D. Sheffield,162,319,481
Comanche,13,State Representative,59,REP,J.D. Sheffield,47,68,115
Comanche,14,State Representative,59,REP,J.D. Sheffield,11,21,32
Comanche,15,State Representative,59,REP,J.D. Sheffield,70,94,164
Comanche,16,State Representative,59,REP,J.D. Sheffield,25,23,48
