county,precinct,office,district,party,candidate,election_day,early_voting,mail,provisional,votes
Wilson,Box 311,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,165,69,22,0,256
Wilson,Box 311,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,11,13,5,0,29
Wilson,Box 311,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,164,71,22,0,257
Wilson,Box 311,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,11,13,5,0,29
Wilson,Box 311,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,163,69,22,0,254
Wilson,Box 311,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,11,13,6,0,30
Wilson,Box 311,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,167,70,22,0,259
Wilson,Box 311,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,11,13,6,0,30
Wilson,Box 311,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,163,69,22,0,254
Wilson,Box 311,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,11,13,6,0,30
Wilson,Box 311,District Judge D81,,REP,Lynn Ellison,165,70,20,0,255
Wilson,Box 311,District Judge D81,,DEM,Errlinda Castillo,11,13,6,0,30
Wilson,Box 311,District Judge D218,,REP,Russell Wilson,167,69,19,0,255
Wilson,Box 311,County Judge,,REP,Alena Berlanga,61,34,1,0,96
Wilson,Box 311,County Judge,,REP,Richard L. Jackson,136,46,23,0,205
Wilson,Box 311,District Clerk,,REP,Deborah Bryan,160,71,20,0,251
Wilson,Box 311,County Clerk,,DEM,Eva S. Martinez,11,13,6,0,30
Wilson,Box 311,County Treasurer,,REP,Debra Foster,77,38,3,0,118
Wilson,Box 311,County Treasurer,,REP,Jan Hartl,113,41,21,0,175
Wilson,Box 311,Justice Peace P3,,REP,Connie Terry,74,33,6,0,113
Wilson,Box 311,Justice Peace P3,,REP,"Lowell C. Hull, Jr.",91,26,7,0,124
Wilson,Box 311,Justice Peace P3,,REP,Brad Beck,35,14,11,0,60
Wilson,Box 311,County Chairman,,REP,Ruby Manen,156,63,20,0,239
Wilson,Box 311,County Chairman,,DEM,Juan Mancias,11,13,6,0,30
Wilson,Box 311,Proposition 1,,REP,YES,131,43,11,0,185
Wilson,Box 311,Proposition 1,,REP,NO,59,27,12,0,98
Wilson,Box 311,Proposition 2,,REP,YES,197,75,23,0,295
Wilson,Box 311,Proposition 2,,REP,NO,8,3,1,0,12
Wilson,Box 311,Proposition 3,,REP,YES,183,69,24,0,276
Wilson,Box 311,Proposition 3,,REP,NO,17,9,1,0,27
Wilson,Box 311,Proposition 4,,REP,YES,196,75,24,0,295
Wilson,Box 311,Proposition 4,,REP,NO,6,3,1,0,10
Wilson,Box 311,Proposition 5,,REP,YES,175,64,21,0,260
Wilson,Box 311,Proposition 5,,REP,NO,26,14,2,0,42
Wilson,Box 311,Proposition 6,,REP,YES,194,75,24,0,293
Wilson,Box 311,Proposition 6,,REP,NO,11,3,1,0,15
Wilson,Box 311,Proposition 7,,REP,YES,151,54,16,0,221
Wilson,Box 311,Proposition 7,,REP,NO,46,23,9,0,78
Wilson,Box 311,Proposition 8,,REP,YES,203,77,25,0,305
Wilson,Box 311,Proposition 8,,REP,NO,1,1,0,0,2
Wilson,Box 311,Proposition 9,,REP,YES,192,72,23,0,287
Wilson,Box 311,Proposition 9,,REP,NO,12,6,2,0,20
Wilson,Box 311,Proposition 10,,REP,YES,195,76,24,0,295
Wilson,Box 311,Proposition 10,,REP,NO,5,2,0,0,7
Wilson,Box 311,Proposition 11,,REP,YES,186,72,24,0,282
Wilson,Box 311,Proposition 11,,REP,NO,17,6,1,0,24
Wilson,Box 311,Proposition 1,,DEM,FOR,13,12,6,0,31
Wilson,Box 311,Proposition 1,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 311,Proposition 2,,DEM,FOR,11,12,6,0,29
Wilson,Box 311,Proposition 2,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 311,Proposition 3,,DEM,FOR,11,12,6,0,29
Wilson,Box 311,Proposition 3,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 311,Proposition 4,,DEM,FOR,13,12,6,0,31
Wilson,Box 311,Proposition 4,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 311,Proposition 5,,DEM,FOR,11,11,6,0,28
Wilson,Box 311,Proposition 5,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 311,Proposition 6,,DEM,FOR,13,11,6,0,30
Wilson,Box 311,Proposition 6,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 311,Proposition 7,,DEM,FOR,13,12,6,0,31
Wilson,Box 311,Proposition 7,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 311,Proposition 8,,DEM,FOR,12,10,5,0,27
Wilson,Box 311,Proposition 8,,DEM,AGAINST,1,1,1,0,3
Wilson,Box 311,Proposition 9,,DEM,FOR,12,12,6,0,30
Wilson,Box 311,Proposition 9,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 311,Proposition 10,,DEM,FOR,12,12,6,0,30
Wilson,Box 311,Proposition 10,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 311,Proposition 11,,DEM,FOR,12,12,6,0,30
Wilson,Box 311,Proposition 11,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 311,Proposition 12,,DEM,FOR,13,12,6,0,31
Wilson,Box 311,Proposition 12,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 312,US Senator,,REP,Geraldine Sam,7,6,0,0,13
Wilson,Box 312,US Senator,,REP,Mary Miller,12,13,0,0,25
Wilson,Box 312,US Senator,,REP,"Bruce Jacobson, Jr.",9,7,0,0,16
Wilson,Box 312,US Senator,,REP,Stefano de Stefano,3,1,2,0,6
Wilson,Box 312,US Senator,,REP,Ted Cruz,245,101,16,0,362
Wilson,Box 312,US Senator,,DEM,Edward Kimbrough,5,0,2,0,7
Wilson,Box 312,US Senator,,DEM,Sema Hernandez,6,2,1,0,9
Wilson,Box 312,US Senator,,DEM,Beto O'Rourke,16,5,2,0,23
Wilson,Box 312,US Representative,28,DEM,Henry Cuellar,23,7,4,0,34
Wilson,Box 312,Governor,,REP,SECEDE Kilgore,2,1,0,0,3
Wilson,Box 312,Governor,,REP,Greg Abbott,258,113,21,0,392
Wilson,Box 312,Governor,,REP,Barbara Krueger,19,16,0,0,35
Wilson,Box 312,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Wilson,Box 312,Governor,,DEM,Lupe Valdez,3,2,0,0,5
Wilson,Box 312,Governor,,DEM,Tom Wakely,3,1,0,0,4
Wilson,Box 312,Governor,,DEM,Grady Yarbrough,5,0,1,0,6
Wilson,Box 312,Governor,,DEM,"Cedric Davis, Sr.",2,0,1,0,3
Wilson,Box 312,Governor,,DEM,Jeffrey Payne,0,0,0,0,0
Wilson,Box 312,Governor,,DEM,Andrew White,11,2,1,0,14
Wilson,Box 312,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 312,Governor,,DEM,Adrian Ocegueda,1,2,0,0,3
Wilson,Box 312,Lieutenant Governor,,REP,Scott Milder,48,34,1,0,83
Wilson,Box 312,Lieutenant Governor,,REP,Dan Patrick,229,92,19,0,340
Wilson,Box 312,Lieutenant Governor,,DEM,Mike Collier,13,2,3,0,18
Wilson,Box 312,Lieutenant Governor,,DEM,Michael Cooper,9,5,2,0,16
Wilson,Box 312,Attorney General,,REP,Ken Paxton,238,106,17,0,361
Wilson,Box 312,Attorney General,,DEM,Justin Nelson,22,7,4,0,33
Wilson,Box 312,Comptroller of Public Accounts,,REP,Glenn Hegar,239,103,16,0,358
Wilson,Box 312,Comptroller of Public Accounts,,DEM,Tim Mahoney,14,3,1,0,18
Wilson,Box 312,Comptroller of Public Accounts,,DEM,Joi Chevalier,10,4,4,0,18
Wilson,Box 312,Commissioner of the General Land Office,,REP,Jerry Patterson,79,37,7,0,123
Wilson,Box 312,Commissioner of the General Land Office,,REP,Rick Range,19,15,4,0,38
Wilson,Box 312,Commissioner of the General Land Office,,REP,Davey Edwards,14,7,0,0,21
Wilson,Box 312,Commissioner of the General Land Office,,REP,George P. Bush,154,62,9,0,225
Wilson,Box 312,Commissioner of the General Land Office,,DEM,Miguel Suazo,10,5,2,0,17
Wilson,Box 312,Commissioner of the General Land Office,,DEM,Tex Morgan,14,2,3,0,19
Wilson,Box 312,Commissioner of Agriculture,,REP,Trey Blocker,67,27,9,0,103
Wilson,Box 312,Commissioner of Agriculture,,REP,Sid Miller,133,57,7,0,197
Wilson,Box 312,Commissioner of Agriculture,,REP,Jim Hogan,47,27,1,0,75
Wilson,Box 312,Commissioner of Agriculture,,DEM,Kim Olson,22,7,4,0,33
Wilson,Box 312,Railroad Commissioner,,REP,Christi Craddick,203,93,13,0,309
Wilson,Box 312,Railroad Commissioner,,REP,Weston Martinez,48,18,6,0,72
Wilson,Box 312,Railroad Commissioner,,DEM,Chris Spellmon,9,3,1,0,13
Wilson,Box 312,Railroad Commissioner,,DEM,Roman McAllen,15,4,4,0,23
Wilson,Box 312,Justice Supreme Ct P2,,REP,Jimmy Blacklock,230,105,15,0,350
Wilson,Box 312,Justice Supreme Ct P2,,DEM,Steven Kirkland,24,7,4,0,35
Wilson,Box 312,Justice Supreme Ct P4,,REP,John Devine,229,103,15,0,347
Wilson,Box 312,Justice Supreme Ct P4,,DEM,R.K. Sandill,22,7,4,0,33
Wilson,Box 312,Justice Supreme Ct P6,,REP,Jeff Brown,229,102,15,0,346
Wilson,Box 312,Justice Supreme Ct P6,,DEM,Kathy Cheng,24,7,4,0,35
Wilson,Box 312,Presiding Criminal Appeals,,REP,David Bridges,125,45,14,0,184
Wilson,Box 312,Presiding Criminal Appeals,,REP,Sharon Keller,117,67,2,0,186
Wilson,Box 312,Presiding Criminal Appeals,,DEM,Maria T. Jackson,25,7,4,0,36
Wilson,Box 312,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,223,107,15,0,345
Wilson,Box 312,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,22,7,4,0,33
Wilson,Box 312,Criminal Appeals Jdg P8,,REP,Dib Waldrip,37,23,4,0,64
Wilson,Box 312,Criminal Appeals Jdg P8,,REP,Jay Brandon,75,26,9,0,110
Wilson,Box 312,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,125,60,6,0,191
Wilson,Box 312,State Bd Ed D3,,DEM,Dan Arellano,8,0,1,0,9
Wilson,Box 312,State Bd Ed D3,,DEM,Marisa B. Perez,15,7,4,0,26
Wilson,Box 312,State Representative,44,REP,John Kuempel,242,109,16,0,367
Wilson,Box 312,State Representative,44,DEM,John D. Rodgers,24,7,4,0,35
Wilson,Box 312,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,228,108,15,0,351
Wilson,Box 312,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,24,7,4,0,35
Wilson,Box 312,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,225,106,15,0,346
Wilson,Box 312,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,24,7,4,0,35
Wilson,Box 312,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,226,102,15,0,343
Wilson,Box 312,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,24,7,4,0,35
Wilson,Box 312,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,229,108,15,0,352
Wilson,Box 312,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,24,7,4,0,35
Wilson,Box 312,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,228,104,15,0,347
Wilson,Box 312,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,24,7,4,0,35
Wilson,Box 312,District Judge D81,,REP,Lynn Ellison,227,107,15,0,349
Wilson,Box 312,District Judge D81,,DEM,Errlinda Castillo,22,7,4,0,33
Wilson,Box 312,District Judge D218,,REP,Russell Wilson,231,107,11,0,349
Wilson,Box 312,County Judge,,REP,Alena Berlanga,70,42,7,0,119
Wilson,Box 312,County Judge,,REP,Richard L. Jackson,196,83,12,0,291
Wilson,Box 312,District Clerk,,REP,Deborah Bryan,222,98,12,0,332
Wilson,Box 312,County Clerk,,DEM,Eva S. Martinez,24,7,4,0,35
Wilson,Box 312,County Treasurer,,REP,Debra Foster,113,63,5,0,181
Wilson,Box 312,County Treasurer,,REP,Jan Hartl,150,61,14,0,225
Wilson,Box 312,Justice Peace P3,,REP,Connie Terry,98,49,6,0,153
Wilson,Box 312,Justice Peace P3,,REP,"Lowell C. Hull, Jr.",107,49,10,0,166
Wilson,Box 312,Justice Peace P3,,REP,Brad Beck,61,24,3,0,88
Wilson,Box 312,County Chairman,,REP,Ruby Manen,219,100,14,0,333
Wilson,Box 312,County Chairman,,DEM,Juan Mancias,22,7,4,0,33
Wilson,Box 312,Proposition 1,,REP,YES,192,90,6,0,288
Wilson,Box 312,Proposition 1,,REP,NO,73,32,11,0,116
Wilson,Box 312,Proposition 2,,REP,YES,263,115,19,0,397
Wilson,Box 312,Proposition 2,,REP,NO,14,11,2,0,27
Wilson,Box 312,Proposition 3,,REP,YES,240,102,20,0,362
Wilson,Box 312,Proposition 3,,REP,NO,27,22,0,0,49
Wilson,Box 312,Proposition 4,,REP,YES,257,112,21,0,390
Wilson,Box 312,Proposition 4,,REP,NO,16,15,0,0,31
Wilson,Box 312,Proposition 5,,REP,YES,235,96,14,0,345
Wilson,Box 312,Proposition 5,,REP,NO,38,32,3,0,73
Wilson,Box 312,Proposition 6,,REP,YES,264,112,19,0,395
Wilson,Box 312,Proposition 6,,REP,NO,14,17,0,0,31
Wilson,Box 312,Proposition 7,,REP,YES,200,77,13,0,290
Wilson,Box 312,Proposition 7,,REP,NO,68,48,7,0,123
Wilson,Box 312,Proposition 8,,REP,YES,269,120,20,0,409
Wilson,Box 312,Proposition 8,,REP,NO,6,6,1,0,13
Wilson,Box 312,Proposition 9,,REP,YES,259,102,19,0,380
Wilson,Box 312,Proposition 9,,REP,NO,15,24,2,0,41
Wilson,Box 312,Proposition 10,,REP,YES,260,117,20,0,397
Wilson,Box 312,Proposition 10,,REP,NO,11,10,1,0,22
Wilson,Box 312,Proposition 11,,REP,YES,241,108,20,0,369
Wilson,Box 312,Proposition 11,,REP,NO,36,21,1,0,58
Wilson,Box 312,Proposition 1,,DEM,FOR,23,6,3,0,32
Wilson,Box 312,Proposition 1,,DEM,AGAINST,0,0,1,0,1
Wilson,Box 312,Proposition 2,,DEM,FOR,22,7,3,0,32
Wilson,Box 312,Proposition 2,,DEM,AGAINST,0,0,1,0,1
Wilson,Box 312,Proposition 3,,DEM,FOR,21,7,3,0,31
Wilson,Box 312,Proposition 3,,DEM,AGAINST,0,0,1,0,1
Wilson,Box 312,Proposition 4,,DEM,FOR,20,6,3,0,29
Wilson,Box 312,Proposition 4,,DEM,AGAINST,1,0,1,0,2
Wilson,Box 312,Proposition 5,,DEM,FOR,22,7,3,0,32
Wilson,Box 312,Proposition 5,,DEM,AGAINST,1,0,1,0,2
Wilson,Box 312,Proposition 6,,DEM,FOR,23,7,4,0,34
Wilson,Box 312,Proposition 6,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 312,Proposition 7,,DEM,FOR,23,7,3,0,33
Wilson,Box 312,Proposition 7,,DEM,AGAINST,0,0,1,0,1
Wilson,Box 312,Proposition 8,,DEM,FOR,20,6,3,0,29
Wilson,Box 312,Proposition 8,,DEM,AGAINST,3,1,1,0,5
Wilson,Box 312,Proposition 9,,DEM,FOR,19,7,4,0,30
Wilson,Box 312,Proposition 9,,DEM,AGAINST,3,0,0,0,3
Wilson,Box 312,Proposition 10,,DEM,FOR,22,6,4,0,32
Wilson,Box 312,Proposition 10,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 312,Proposition 11,,DEM,FOR,23,6,3,0,32
Wilson,Box 312,Proposition 11,,DEM,AGAINST,1,1,1,0,3
Wilson,Box 312,Proposition 12,,DEM,FOR,23,7,4,0,34
Wilson,Box 312,Proposition 12,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 313,US Senator,,REP,Geraldine Sam,5,5,1,0,11
Wilson,Box 313,US Senator,,REP,Mary Miller,18,8,2,0,28
Wilson,Box 313,US Senator,,REP,"Bruce Jacobson, Jr.",18,2,3,0,23
Wilson,Box 313,US Senator,,REP,Stefano de Stefano,4,1,0,0,5
Wilson,Box 313,US Senator,,REP,Ted Cruz,219,118,21,0,358
Wilson,Box 313,US Senator,,DEM,Edward Kimbrough,6,3,3,0,12
Wilson,Box 313,US Senator,,DEM,Sema Hernandez,7,4,4,0,15
Wilson,Box 313,US Senator,,DEM,Beto O'Rourke,19,9,5,0,33
Wilson,Box 313,US Representative,28,DEM,Henry Cuellar,29,17,12,0,58
Wilson,Box 313,Governor,,REP,SECEDE Kilgore,5,0,0,0,5
Wilson,Box 313,Governor,,REP,Greg Abbott,241,129,27,0,397
Wilson,Box 313,Governor,,REP,Barbara Krueger,22,7,2,0,31
Wilson,Box 313,Governor,,DEM,Joe Mumbach,3,2,0,0,5
Wilson,Box 313,Governor,,DEM,Lupe Valdez,9,5,3,0,17
Wilson,Box 313,Governor,,DEM,Tom Wakely,3,1,1,0,5
Wilson,Box 313,Governor,,DEM,Grady Yarbrough,5,1,4,0,10
Wilson,Box 313,Governor,,DEM,"Cedric Davis, Sr.",2,0,0,0,2
Wilson,Box 313,Governor,,DEM,Jeffrey Payne,5,1,0,0,6
Wilson,Box 313,Governor,,DEM,Andrew White,4,4,3,0,11
Wilson,Box 313,Governor,,DEM,James Jolly Clark,0,1,0,0,1
Wilson,Box 313,Governor,,DEM,Adrian Ocegueda,1,1,0,0,2
Wilson,Box 313,Lieutenant Governor,,REP,Scott Milder,34,20,2,0,56
Wilson,Box 313,Lieutenant Governor,,REP,Dan Patrick,228,112,26,0,366
Wilson,Box 313,Lieutenant Governor,,DEM,Mike Collier,21,11,6,0,38
Wilson,Box 313,Lieutenant Governor,,DEM,Michael Cooper,13,4,4,0,21
Wilson,Box 313,Attorney General,,REP,Ken Paxton,224,112,26,0,362
Wilson,Box 313,Attorney General,,DEM,Justin Nelson,31,14,10,0,55
Wilson,Box 313,Comptroller of Public Accounts,,REP,Glenn Hegar,212,113,27,0,352
Wilson,Box 313,Comptroller of Public Accounts,,DEM,Tim Mahoney,18,8,7,0,33
Wilson,Box 313,Comptroller of Public Accounts,,DEM,Joi Chevalier,15,8,4,0,27
Wilson,Box 313,Commissioner of the General Land Office,,REP,Jerry Patterson,77,46,11,0,134
Wilson,Box 313,Commissioner of the General Land Office,,REP,Rick Range,20,8,6,0,34
Wilson,Box 313,Commissioner of the General Land Office,,REP,Davey Edwards,16,9,3,0,28
Wilson,Box 313,Commissioner of the General Land Office,,REP,George P. Bush,135,66,8,0,209
Wilson,Box 313,Commissioner of the General Land Office,,DEM,Miguel Suazo,22,11,8,0,41
Wilson,Box 313,Commissioner of the General Land Office,,DEM,Tex Morgan,12,6,4,0,22
Wilson,Box 313,Commissioner of Agriculture,,REP,Trey Blocker,69,28,11,0,108
Wilson,Box 313,Commissioner of Agriculture,,REP,Sid Miller,108,65,9,0,182
Wilson,Box 313,Commissioner of Agriculture,,REP,Jim Hogan,53,26,8,0,87
Wilson,Box 313,Commissioner of Agriculture,,DEM,Kim Olson,35,16,10,0,61
Wilson,Box 313,Railroad Commissioner,,REP,Christi Craddick,188,92,23,0,303
Wilson,Box 313,Railroad Commissioner,,REP,Weston Martinez,43,29,4,0,76
Wilson,Box 313,Railroad Commissioner,,DEM,Chris Spellmon,18,7,2,0,27
Wilson,Box 313,Railroad Commissioner,,DEM,Roman McAllen,15,9,7,0,31
Wilson,Box 313,Justice Supreme Ct P2,,REP,Jimmy Blacklock,207,107,24,0,338
Wilson,Box 313,Justice Supreme Ct P2,,DEM,Steven Kirkland,34,15,10,0,59
Wilson,Box 313,Justice Supreme Ct P4,,REP,John Devine,205,109,24,0,338
Wilson,Box 313,Justice Supreme Ct P4,,DEM,R.K. Sandill,34,15,10,0,59
Wilson,Box 313,Justice Supreme Ct P6,,REP,Jeff Brown,203,108,23,0,334
Wilson,Box 313,Justice Supreme Ct P6,,DEM,Kathy Cheng,33,15,10,0,58
Wilson,Box 313,Presiding Criminal Appeals,,REP,David Bridges,120,64,10,0,194
Wilson,Box 313,Presiding Criminal Appeals,,REP,Sharon Keller,107,51,17,0,175
Wilson,Box 313,Presiding Criminal Appeals,,DEM,Maria T. Jackson,33,15,11,0,59
Wilson,Box 313,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,205,103,24,0,332
Wilson,Box 313,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,34,15,10,0,59
Wilson,Box 313,Criminal Appeals Jdg P8,,REP,Dib Waldrip,36,31,6,0,73
Wilson,Box 313,Criminal Appeals Jdg P8,,REP,Jay Brandon,72,32,8,0,112
Wilson,Box 313,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,108,53,12,0,173
Wilson,Box 313,State Bd Ed D3,,DEM,Dan Arellano,10,3,0,0,13
Wilson,Box 313,State Bd Ed D3,,DEM,Marisa B. Perez,23,13,12,0,48
Wilson,Box 313,State Representative,44,REP,John Kuempel,225,114,25,0,364
Wilson,Box 313,State Representative,44,DEM,John D. Rodgers,34,15,10,0,59
Wilson,Box 313,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,205,105,24,0,334
Wilson,Box 313,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,34,15,10,0,59
Wilson,Box 313,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,199,104,24,0,327
Wilson,Box 313,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,34,15,12,0,61
Wilson,Box 313,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,199,105,23,0,327
Wilson,Box 313,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,32,15,12,0,59
Wilson,Box 313,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,199,105,24,0,328
Wilson,Box 313,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,33,15,12,0,60
Wilson,Box 313,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,200,106,23,0,329
Wilson,Box 313,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,34,15,12,0,61
Wilson,Box 313,District Judge D81,,REP,Lynn Ellison,205,109,24,0,338
Wilson,Box 313,District Judge D81,,DEM,Errlinda Castillo,34,15,12,0,61
Wilson,Box 313,District Judge D218,,REP,Russell Wilson,210,106,24,0,340
Wilson,Box 313,County Judge,,REP,Alena Berlanga,80,36,10,0,126
Wilson,Box 313,County Judge,,REP,Richard L. Jackson,184,95,19,0,298
Wilson,Box 313,District Clerk,,REP,Deborah Bryan,198,104,24,0,326
Wilson,Box 313,County Clerk,,DEM,Eva S. Martinez,34,16,12,0,62
Wilson,Box 313,County Treasurer,,REP,Debra Foster,127,63,12,0,202
Wilson,Box 313,County Treasurer,,REP,Jan Hartl,124,60,16,0,200
Wilson,Box 313,Justice Peace P3,,REP,Connie Terry,100,47,10,0,157
Wilson,Box 313,Justice Peace P3,,REP,"Lowell C. Hull, Jr.",89,45,15,0,149
Wilson,Box 313,Justice Peace P3,,REP,Brad Beck,59,36,4,0,99
Wilson,Box 313,County Chairman,,REP,Ruby Manen,184,102,24,0,310
Wilson,Box 313,County Chairman,,DEM,Juan Mancias,34,15,12,0,61
Wilson,Box 313,Proposition 1,,REP,YES,185,95,24,0,304
Wilson,Box 313,Proposition 1,,REP,NO,67,29,5,0,101
Wilson,Box 313,Proposition 2,,REP,YES,249,131,29,0,409
Wilson,Box 313,Proposition 2,,REP,NO,15,3,0,0,18
Wilson,Box 313,Proposition 3,,REP,YES,227,124,28,0,379
Wilson,Box 313,Proposition 3,,REP,NO,32,11,1,0,44
Wilson,Box 313,Proposition 4,,REP,YES,246,127,28,0,401
Wilson,Box 313,Proposition 4,,REP,NO,16,7,1,0,24
Wilson,Box 313,Proposition 5,,REP,YES,228,115,26,0,369
Wilson,Box 313,Proposition 5,,REP,NO,35,18,3,0,56
Wilson,Box 313,Proposition 6,,REP,YES,244,130,28,0,402
Wilson,Box 313,Proposition 6,,REP,NO,16,3,1,0,20
Wilson,Box 313,Proposition 7,,REP,YES,183,95,21,0,299
Wilson,Box 313,Proposition 7,,REP,NO,72,36,8,0,116
Wilson,Box 313,Proposition 8,,REP,YES,255,130,29,0,414
Wilson,Box 313,Proposition 8,,REP,NO,3,3,0,0,6
Wilson,Box 313,Proposition 9,,REP,YES,230,124,27,0,381
Wilson,Box 313,Proposition 9,,REP,NO,28,9,2,0,39
Wilson,Box 313,Proposition 10,,REP,YES,248,126,29,0,403
Wilson,Box 313,Proposition 10,,REP,NO,10,5,0,0,15
Wilson,Box 313,Proposition 11,,REP,YES,237,125,24,0,386
Wilson,Box 313,Proposition 11,,REP,NO,25,9,5,0,39
Wilson,Box 313,Proposition 1,,DEM,FOR,30,18,10,0,58
Wilson,Box 313,Proposition 1,,DEM,AGAINST,4,0,0,0,4
Wilson,Box 313,Proposition 2,,DEM,FOR,29,18,10,0,57
Wilson,Box 313,Proposition 2,,DEM,AGAINST,5,0,0,0,5
Wilson,Box 313,Proposition 3,,DEM,FOR,32,18,7,0,57
Wilson,Box 313,Proposition 3,,DEM,AGAINST,2,0,4,0,6
Wilson,Box 313,Proposition 4,,DEM,FOR,33,16,11,0,60
Wilson,Box 313,Proposition 4,,DEM,AGAINST,1,2,0,0,3
Wilson,Box 313,Proposition 5,,DEM,FOR,33,17,11,0,61
Wilson,Box 313,Proposition 5,,DEM,AGAINST,1,1,0,0,2
Wilson,Box 313,Proposition 6,,DEM,FOR,34,18,11,0,63
Wilson,Box 313,Proposition 6,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 313,Proposition 7,,DEM,FOR,32,17,11,0,60
Wilson,Box 313,Proposition 7,,DEM,AGAINST,1,1,0,0,2
Wilson,Box 313,Proposition 8,,DEM,FOR,29,16,8,0,53
Wilson,Box 313,Proposition 8,,DEM,AGAINST,5,2,3,0,10
Wilson,Box 313,Proposition 9,,DEM,FOR,30,17,10,0,57
Wilson,Box 313,Proposition 9,,DEM,AGAINST,4,1,1,0,6
Wilson,Box 313,Proposition 10,,DEM,FOR,33,18,11,0,62
Wilson,Box 313,Proposition 10,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 313,Proposition 11,,DEM,FOR,32,18,11,0,61
Wilson,Box 313,Proposition 11,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 313,Proposition 12,,DEM,FOR,33,16,10,0,59
Wilson,Box 313,Proposition 12,,DEM,AGAINST,1,2,0,0,3
Wilson,Box 414,US Senator,,REP,Geraldine Sam,10,4,0,0,14
Wilson,Box 414,US Senator,,REP,Mary Miller,23,8,0,0,31
Wilson,Box 414,US Senator,,REP,"Bruce Jacobson, Jr.",14,3,1,0,18
Wilson,Box 414,US Senator,,REP,Stefano de Stefano,7,2,1,0,10
Wilson,Box 414,US Senator,,REP,Ted Cruz,347,118,23,0,488
Wilson,Box 414,US Senator,,DEM,Edward Kimbrough,6,2,2,0,10
Wilson,Box 414,US Senator,,DEM,Sema Hernandez,14,2,4,0,20
Wilson,Box 414,US Senator,,DEM,Beto O'Rourke,23,7,3,0,33
Wilson,Box 414,US Representative,15,REP,Tim Westley,326,109,21,0,456
Wilson,Box 414,US Representative,15,DEM,Vicente Gonzalez,34,7,9,0,50
Wilson,Box 414,Governor,,REP,SECEDE Kilgore,13,0,0,0,13
Wilson,Box 414,Governor,,REP,Greg Abbott,359,129,26,0,514
Wilson,Box 414,Governor,,REP,Barbara Krueger,36,8,0,0,44
Wilson,Box 414,Governor,,DEM,Joe Mumbach,1,1,0,0,2
Wilson,Box 414,Governor,,DEM,Lupe Valdez,17,3,0,0,20
