county,precinct,office,district,party,candidate,election_day,early_voting,mail,provisional,votes
Wilson,Box 103,County Clerk,,DEM,Eva S. Martinez,40,6,21,0,67
Wilson,Box 103,County Treasurer,,REP,Debra Foster,48,28,8,0,84
Wilson,Box 103,County Treasurer,,REP,Jan Hartl,74,55,16,0,145
Wilson,Box 103,Justice Peace P1,,DEM,Johnny T. Villarreal,40,6,21,0,67
Wilson,Box 103,County Chairman,,REP,Ruby Manen,75,53,16,0,144
Wilson,Box 103,County Chairman,,DEM,Juan Mancias,40,6,21,0,67
Wilson,Box 103,Proposition 1,,REP,YES,82,55,17,0,154
Wilson,Box 103,Proposition 1,,REP,NO,32,22,6,0,60
Wilson,Box 103,Proposition 2,,REP,YES,120,73,20,0,213
Wilson,Box 103,Proposition 2,,REP,NO,3,7,3,0,13
Wilson,Box 103,Proposition 3,,REP,YES,105,64,21,0,190
Wilson,Box 103,Proposition 3,,REP,NO,14,14,2,0,30
Wilson,Box 103,Proposition 4,,REP,YES,108,69,22,0,199
Wilson,Box 103,Proposition 4,,REP,NO,12,11,1,0,24
Wilson,Box 103,Proposition 5,,REP,YES,109,62,18,0,189
Wilson,Box 103,Proposition 5,,REP,NO,12,15,5,0,32
Wilson,Box 103,Proposition 6,,REP,YES,115,71,20,0,206
Wilson,Box 103,Proposition 6,,REP,NO,6,9,2,0,17
Wilson,Box 103,Proposition 7,,REP,YES,85,51,17,0,153
Wilson,Box 103,Proposition 7,,REP,NO,36,26,6,0,68
Wilson,Box 103,Proposition 8,,REP,YES,118,75,21,0,214
Wilson,Box 103,Proposition 8,,REP,NO,2,5,2,0,9
Wilson,Box 103,Proposition 9,,REP,YES,108,65,15,0,188
Wilson,Box 103,Proposition 9,,REP,NO,10,11,8,0,29
Wilson,Box 103,Proposition 10,,REP,YES,118,77,22,0,217
Wilson,Box 103,Proposition 10,,REP,NO,3,3,1,0,7
Wilson,Box 103,Proposition 11,,REP,YES,115,70,19,0,204
Wilson,Box 103,Proposition 11,,REP,NO,9,9,4,0,22
Wilson,Box 103,Proposition 1,,DEM,FOR,47,6,22,0,75
Wilson,Box 103,Proposition 1,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 103,Proposition 2,,DEM,FOR,44,6,20,0,70
Wilson,Box 103,Proposition 2,,DEM,AGAINST,3,1,2,0,6
Wilson,Box 103,Proposition 3,,DEM,FOR,45,7,22,0,74
Wilson,Box 103,Proposition 3,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 103,Proposition 4,,DEM,FOR,46,7,22,0,75
Wilson,Box 103,Proposition 4,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 103,Proposition 5,,DEM,FOR,43,7,19,0,69
Wilson,Box 103,Proposition 5,,DEM,AGAINST,2,0,2,0,4
Wilson,Box 103,Proposition 6,,DEM,FOR,43,7,20,0,70
Wilson,Box 103,Proposition 6,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 103,Proposition 7,,DEM,FOR,43,7,20,0,70
Wilson,Box 103,Proposition 7,,DEM,AGAINST,3,0,1,0,4
Wilson,Box 103,Proposition 8,,DEM,FOR,44,6,20,0,70
Wilson,Box 103,Proposition 8,,DEM,AGAINST,1,1,1,0,3
Wilson,Box 103,Proposition 9,,DEM,FOR,43,7,22,0,72
Wilson,Box 103,Proposition 9,,DEM,AGAINST,4,0,0,0,4
Wilson,Box 103,Proposition 10,,DEM,FOR,45,7,20,0,72
Wilson,Box 103,Proposition 10,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 103,Proposition 11,,DEM,FOR,45,7,22,0,74
Wilson,Box 103,Proposition 11,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 103,Proposition 12,,DEM,FOR,45,7,22,0,74
Wilson,Box 103,Proposition 12,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 104,US Senator,,REP,Geraldine Sam,3,1,0,0,4
Wilson,Box 104,US Senator,,REP,Mary Miller,4,8,0,0,12
Wilson,Box 104,US Senator,,REP,"Bruce Jacobson, Jr.",2,2,0,0,4
Wilson,Box 104,US Senator,,REP,Stefano de Stefano,0,1,0,0,1
Wilson,Box 104,US Senator,,REP,Ted Cruz,90,35,5,0,130
Wilson,Box 104,US Senator,,DEM,Edward Kimbrough,2,1,2,0,5
Wilson,Box 104,US Senator,,DEM,Sema Hernandez,3,2,1,0,6
Wilson,Box 104,US Senator,,DEM,Beto O'Rourke,8,5,0,0,13
Wilson,Box 104,US Representative,28,DEM,Henry Cuellar,12,7,3,0,22
Wilson,Box 104,Governor,,REP,SECEDE Kilgore,3,0,1,0,4
Wilson,Box 104,Governor,,REP,Greg Abbott,95,43,4,0,142
Wilson,Box 104,Governor,,REP,Barbara Krueger,3,8,0,0,11
Wilson,Box 104,Governor,,DEM,Joe Mumbach,2,0,0,0,2
Wilson,Box 104,Governor,,DEM,Lupe Valdez,4,3,1,0,8
Wilson,Box 104,Governor,,DEM,Tom Wakely,1,0,0,0,1
Wilson,Box 104,Governor,,DEM,Grady Yarbrough,1,1,2,0,4
Wilson,Box 104,Governor,,DEM,"Cedric Davis, Sr.",0,1,0,0,1
Wilson,Box 104,Governor,,DEM,Jeffrey Payne,1,1,0,0,2
Wilson,Box 104,Governor,,DEM,Andrew White,4,2,0,0,6
Wilson,Box 104,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 104,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Wilson,Box 104,Lieutenant Governor,,REP,Scott Milder,15,19,1,0,35
Wilson,Box 104,Lieutenant Governor,,REP,Dan Patrick,87,31,4,0,122
Wilson,Box 104,Lieutenant Governor,,DEM,Mike Collier,8,5,2,0,15
Wilson,Box 104,Lieutenant Governor,,DEM,Michael Cooper,5,3,1,0,9
Wilson,Box 104,Attorney General,,REP,Ken Paxton,90,43,5,0,138
Wilson,Box 104,Attorney General,,DEM,Justin Nelson,12,7,2,0,21
Wilson,Box 104,Comptroller of Public Accounts,,REP,Glenn Hegar,89,42,5,0,136
Wilson,Box 104,Comptroller of Public Accounts,,DEM,Tim Mahoney,7,4,3,0,14
Wilson,Box 104,Comptroller of Public Accounts,,DEM,Joi Chevalier,6,3,0,0,9
Wilson,Box 104,Commissioner of the General Land Office,,REP,Jerry Patterson,30,19,4,0,53
Wilson,Box 104,Commissioner of the General Land Office,,REP,Rick Range,2,3,1,0,6
Wilson,Box 104,Commissioner of the General Land Office,,REP,Davey Edwards,3,5,0,0,8
Wilson,Box 104,Commissioner of the General Land Office,,REP,George P. Bush,59,21,0,0,80
Wilson,Box 104,Commissioner of the General Land Office,,DEM,Miguel Suazo,10,5,2,0,17
Wilson,Box 104,Commissioner of the General Land Office,,DEM,Tex Morgan,3,3,1,0,7
Wilson,Box 104,Commissioner of Agriculture,,REP,Trey Blocker,31,14,0,0,45
Wilson,Box 104,Commissioner of Agriculture,,REP,Sid Miller,41,26,5,0,72
Wilson,Box 104,Commissioner of Agriculture,,REP,Jim Hogan,18,6,0,0,24
Wilson,Box 104,Commissioner of Agriculture,,DEM,Kim Olson,12,7,2,0,21
Wilson,Box 104,Railroad Commissioner,,REP,Christi Craddick,75,37,4,0,116
Wilson,Box 104,Railroad Commissioner,,REP,Weston Martinez,13,7,1,0,21
Wilson,Box 104,Railroad Commissioner,,DEM,Chris Spellmon,6,5,3,0,14
Wilson,Box 104,Railroad Commissioner,,DEM,Roman McAllen,7,3,0,0,10
Wilson,Box 104,Justice Supreme Ct P2,,REP,Jimmy Blacklock,85,41,4,0,130
Wilson,Box 104,Justice Supreme Ct P2,,DEM,Steven Kirkland,11,8,2,0,21
Wilson,Box 104,Justice Supreme Ct P4,,REP,John Devine,85,41,4,0,130
Wilson,Box 104,Justice Supreme Ct P4,,DEM,R.K. Sandill,11,8,2,0,21
Wilson,Box 104,Justice Supreme Ct P6,,REP,Jeff Brown,84,41,4,0,129
Wilson,Box 104,Justice Supreme Ct P6,,DEM,Kathy Cheng,11,8,2,0,21
Wilson,Box 104,Presiding Criminal Appeals,,REP,David Bridges,34,20,0,0,54
Wilson,Box 104,Presiding Criminal Appeals,,REP,Sharon Keller,49,24,5,0,78
Wilson,Box 104,Presiding Criminal Appeals,,DEM,Maria T. Jackson,11,8,1,0,20
Wilson,Box 104,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,83,38,4,0,125
Wilson,Box 104,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,11,8,2,0,21
Wilson,Box 104,Criminal Appeals Jdg P8,,REP,Dib Waldrip,15,10,0,0,25
Wilson,Box 104,Criminal Appeals Jdg P8,,REP,Jay Brandon,29,13,2,0,44
Wilson,Box 104,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,36,18,3,0,57
Wilson,Box 104,State Bd Ed D3,,DEM,Dan Arellano,3,0,0,0,3
Wilson,Box 104,State Bd Ed D3,,DEM,Marisa B. Perez,10,8,3,0,21
Wilson,Box 104,State Representative,44,REP,John Kuempel,88,45,5,0,138
Wilson,Box 104,State Representative,44,DEM,John D. Rodgers,11,8,2,0,21
Wilson,Box 104,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,84,40,4,0,128
Wilson,Box 104,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,11,8,2,0,21
Wilson,Box 104,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,84,42,4,0,130
Wilson,Box 104,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,11,8,2,0,21
Wilson,Box 104,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,84,39,4,0,127
Wilson,Box 104,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,11,8,2,0,21
Wilson,Box 104,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,85,40,4,0,129
Wilson,Box 104,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,11,8,2,0,21
Wilson,Box 104,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,83,40,4,0,127
Wilson,Box 104,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,11,8,2,0,21
Wilson,Box 104,District Judge D81,,REP,Lynn Ellison,86,43,5,0,134
Wilson,Box 104,District Judge D81,,DEM,Errlinda Castillo,11,7,2,0,20
Wilson,Box 104,District Judge D218,,REP,Russell Wilson,83,44,4,0,131
Wilson,Box 104,County Judge,,REP,Alena Berlanga,21,14,0,0,35
Wilson,Box 104,County Judge,,REP,Richard L. Jackson,73,37,5,0,115
Wilson,Box 104,District Clerk,,REP,Deborah Bryan,88,45,5,0,138
Wilson,Box 104,County Clerk,,DEM,Eva S. Martinez,11,8,2,0,21
Wilson,Box 104,County Treasurer,,REP,Debra Foster,24,20,2,0,46
Wilson,Box 104,County Treasurer,,REP,Jan Hartl,74,30,3,0,107
Wilson,Box 104,Justice Peace P1,,DEM,Johnny T. Villarreal,11,8,2,0,21
Wilson,Box 104,County Chairman,,REP,Ruby Manen,73,35,3,0,111
Wilson,Box 104,County Chairman,,DEM,Juan Mancias,11,8,2,0,21
Wilson,Box 104,Proposition 1,,REP,YES,66,31,5,0,102
Wilson,Box 104,Proposition 1,,REP,NO,26,17,0,0,43
Wilson,Box 104,Proposition 2,,REP,YES,88,44,4,0,136
Wilson,Box 104,Proposition 2,,REP,NO,10,6,1,0,17
Wilson,Box 104,Proposition 3,,REP,YES,82,42,4,0,128
Wilson,Box 104,Proposition 3,,REP,NO,13,8,1,0,22
Wilson,Box 104,Proposition 4,,REP,YES,90,45,5,0,140
Wilson,Box 104,Proposition 4,,REP,NO,4,5,0,0,9
Wilson,Box 104,Proposition 5,,REP,YES,85,37,3,0,125
Wilson,Box 104,Proposition 5,,REP,NO,9,12,2,0,23
Wilson,Box 104,Proposition 6,,REP,YES,97,46,5,0,148
Wilson,Box 104,Proposition 6,,REP,NO,2,5,0,0,7
Wilson,Box 104,Proposition 7,,REP,YES,64,28,2,0,94
Wilson,Box 104,Proposition 7,,REP,NO,34,19,3,0,56
Wilson,Box 104,Proposition 8,,REP,YES,95,48,5,0,148
Wilson,Box 104,Proposition 8,,REP,NO,1,3,0,0,4
Wilson,Box 104,Proposition 9,,REP,YES,97,45,5,0,147
Wilson,Box 104,Proposition 9,,REP,NO,5,6,0,0,11
Wilson,Box 104,Proposition 10,,REP,YES,90,44,5,0,139
Wilson,Box 104,Proposition 10,,REP,NO,5,5,0,0,10
Wilson,Box 104,Proposition 11,,REP,YES,92,42,4,0,138
Wilson,Box 104,Proposition 11,,REP,NO,6,9,1,0,16
Wilson,Box 104,Proposition 1,,DEM,FOR,12,8,3,0,23
Wilson,Box 104,Proposition 1,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 104,Proposition 2,,DEM,FOR,12,6,3,0,21
Wilson,Box 104,Proposition 2,,DEM,AGAINST,0,2,0,0,2
Wilson,Box 104,Proposition 3,,DEM,FOR,11,8,3,0,22
Wilson,Box 104,Proposition 3,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 104,Proposition 4,,DEM,FOR,12,7,3,0,22
Wilson,Box 104,Proposition 4,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 104,Proposition 5,,DEM,FOR,11,8,3,0,22
Wilson,Box 104,Proposition 5,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 104,Proposition 6,,DEM,FOR,12,8,2,0,22
Wilson,Box 104,Proposition 6,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 104,Proposition 7,,DEM,FOR,12,8,3,0,23
Wilson,Box 104,Proposition 7,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 104,Proposition 8,,DEM,FOR,11,8,2,0,21
Wilson,Box 104,Proposition 8,,DEM,AGAINST,1,0,1,0,2
Wilson,Box 104,Proposition 9,,DEM,FOR,12,8,3,0,23
Wilson,Box 104,Proposition 9,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 104,Proposition 10,,DEM,FOR,11,8,3,0,22
Wilson,Box 104,Proposition 10,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 104,Proposition 11,,DEM,FOR,12,8,3,0,23
Wilson,Box 104,Proposition 11,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 104,Proposition 12,,DEM,FOR,12,8,3,0,23
Wilson,Box 104,Proposition 12,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 205,US Senator,,REP,Geraldine Sam,4,3,0,0,7
Wilson,Box 205,US Senator,,REP,Mary Miller,14,4,0,0,18
Wilson,Box 205,US Senator,,REP,"Bruce Jacobson, Jr.",11,3,2,0,16
Wilson,Box 205,US Senator,,REP,Stefano de Stefano,3,0,0,0,3
Wilson,Box 205,US Senator,,REP,Ted Cruz,193,54,19,0,266
Wilson,Box 205,US Senator,,DEM,Edward Kimbrough,8,2,3,0,13
Wilson,Box 205,US Senator,,DEM,Sema Hernandez,13,4,4,0,21
Wilson,Box 205,US Senator,,DEM,Beto O'Rourke,15,7,6,0,28
Wilson,Box 205,US Representative,28,DEM,Henry Cuellar,38,11,13,0,62
Wilson,Box 205,Governor,,REP,SECEDE Kilgore,2,3,0,0,5
Wilson,Box 205,Governor,,REP,Greg Abbott,213,56,21,0,290
Wilson,Box 205,Governor,,REP,Barbara Krueger,18,5,0,0,23
Wilson,Box 205,Governor,,DEM,Joe Mumbach,1,2,2,0,5
Wilson,Box 205,Governor,,DEM,Lupe Valdez,14,7,7,0,28
Wilson,Box 205,Governor,,DEM,Tom Wakely,3,0,0,0,3
Wilson,Box 205,Governor,,DEM,Grady Yarbrough,3,1,1,0,5
Wilson,Box 205,Governor,,DEM,"Cedric Davis, Sr.",4,0,0,0,4
Wilson,Box 205,Governor,,DEM,Jeffrey Payne,1,0,1,0,2
Wilson,Box 205,Governor,,DEM,Andrew White,8,3,1,0,12
Wilson,Box 205,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 205,Governor,,DEM,Adrian Ocegueda,1,0,1,0,2
Wilson,Box 205,Lieutenant Governor,,REP,Scott Milder,66,19,1,0,86
Wilson,Box 205,Lieutenant Governor,,REP,Dan Patrick,162,45,20,0,227
Wilson,Box 205,Lieutenant Governor,,DEM,Mike Collier,22,9,5,0,36
Wilson,Box 205,Lieutenant Governor,,DEM,Michael Cooper,11,4,8,0,23
Wilson,Box 205,Attorney General,,REP,Ken Paxton,199,49,20,0,268
Wilson,Box 205,Attorney General,,DEM,Justin Nelson,34,11,11,0,56
Wilson,Box 205,Comptroller of Public Accounts,,REP,Glenn Hegar,190,43,20,0,253
Wilson,Box 205,Comptroller of Public Accounts,,DEM,Tim Mahoney,17,6,9,0,32
Wilson,Box 205,Comptroller of Public Accounts,,DEM,Joi Chevalier,16,7,4,0,27
Wilson,Box 205,Commissioner of the General Land Office,,REP,Jerry Patterson,78,21,4,0,103
Wilson,Box 205,Commissioner of the General Land Office,,REP,Rick Range,7,4,1,0,12
Wilson,Box 205,Commissioner of the General Land Office,,REP,Davey Edwards,8,4,1,0,13
Wilson,Box 205,Commissioner of the General Land Office,,REP,George P. Bush,122,28,15,0,165
Wilson,Box 205,Commissioner of the General Land Office,,DEM,Miguel Suazo,24,10,11,0,45
Wilson,Box 205,Commissioner of the General Land Office,,DEM,Tex Morgan,10,3,2,0,15
Wilson,Box 205,Commissioner of Agriculture,,REP,Trey Blocker,70,14,6,0,90
Wilson,Box 205,Commissioner of Agriculture,,REP,Sid Miller,101,29,8,0,138
Wilson,Box 205,Commissioner of Agriculture,,REP,Jim Hogan,34,13,4,0,51
Wilson,Box 205,Commissioner of Agriculture,,DEM,Kim Olson,35,11,13,0,59
Wilson,Box 205,Railroad Commissioner,,REP,Christi Craddick,165,50,14,0,229
Wilson,Box 205,Railroad Commissioner,,REP,Weston Martinez,38,6,4,0,48
Wilson,Box 205,Railroad Commissioner,,DEM,Chris Spellmon,21,9,4,0,34
Wilson,Box 205,Railroad Commissioner,,DEM,Roman McAllen,13,4,9,0,26
Wilson,Box 205,Justice Supreme Ct P2,,REP,Jimmy Blacklock,189,45,15,0,249
Wilson,Box 205,Justice Supreme Ct P2,,DEM,Steven Kirkland,36,11,12,0,59
Wilson,Box 205,Justice Supreme Ct P4,,REP,John Devine,187,44,15,0,246
Wilson,Box 205,Justice Supreme Ct P4,,DEM,R.K. Sandill,35,10,13,0,58
Wilson,Box 205,Justice Supreme Ct P6,,REP,Jeff Brown,186,44,15,0,245
Wilson,Box 205,Justice Supreme Ct P6,,DEM,Kathy Cheng,35,10,12,0,57
Wilson,Box 205,Presiding Criminal Appeals,,REP,David Bridges,83,14,9,0,106
Wilson,Box 205,Presiding Criminal Appeals,,REP,Sharon Keller,110,37,10,0,157
Wilson,Box 205,Presiding Criminal Appeals,,DEM,Maria T. Jackson,34,10,12,0,56
Wilson,Box 205,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,180,39,15,0,234
Wilson,Box 205,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,36,10,12,0,58
Wilson,Box 205,Criminal Appeals Jdg P8,,REP,Dib Waldrip,36,10,2,0,48
Wilson,Box 205,Criminal Appeals Jdg P8,,REP,Jay Brandon,59,16,9,0,84
Wilson,Box 205,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,92,22,7,0,121
Wilson,Box 205,State Bd Ed D3,,DEM,Dan Arellano,15,3,4,0,22
Wilson,Box 205,State Bd Ed D3,,DEM,Marisa B. Perez,21,9,9,0,39
Wilson,Box 205,State Representative,44,REP,John Kuempel,205,50,21,0,276
Wilson,Box 205,State Representative,44,DEM,John D. Rodgers,36,10,13,0,59
Wilson,Box 205,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,181,40,15,0,236
Wilson,Box 205,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,35,10,13,0,58
Wilson,Box 205,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,179,44,15,0,238
Wilson,Box 205,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,34,10,12,0,56
Wilson,Box 205,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,175,40,14,0,229
Wilson,Box 205,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,37,10,12,0,59
Wilson,Box 205,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,178,41,15,0,234
Wilson,Box 205,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,37,10,13,0,60
Wilson,Box 205,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,179,43,15,0,237
Wilson,Box 205,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,38,10,12,0,60
Wilson,Box 205,District Judge D81,,REP,Lynn Ellison,185,48,14,0,247
Wilson,Box 205,District Judge D81,,DEM,Errlinda Castillo,37,10,12,0,59
Wilson,Box 205,District Judge D218,,REP,Russell Wilson,189,49,18,0,256
Wilson,Box 205,County Judge,,REP,Alena Berlanga,54,21,3,0,78
Wilson,Box 205,County Judge,,REP,Richard L. Jackson,176,44,18,0,238
Wilson,Box 205,District Clerk,,REP,Deborah Bryan,187,54,15,0,256
Wilson,Box 205,County Clerk,,DEM,Eva S. Martinez,38,11,14,0,63
Wilson,Box 205,County Treasurer,,REP,Debra Foster,103,29,9,0,141
Wilson,Box 205,County Treasurer,,REP,Jan Hartl,127,34,12,0,173
Wilson,Box 205,County Commissioner P2,,REP,Paul Pfeil,146,36,14,0,196
Wilson,Box 205,County Commissioner P2,,REP,Tiffany Ward,95,30,7,0,132
Wilson,Box 205,Justice Peace P2,,REP,Sara Canady,200,46,18,0,264
Wilson,Box 205,County Chairman,,REP,Ruby Manen,172,41,15,0,228
Wilson,Box 205,County Chairman,,DEM,Juan Mancias,36,10,13,0,59
Wilson,Box 205,Proposition 1,,REP,YES,142,34,18,0,194
Wilson,Box 205,Proposition 1,,REP,NO,65,23,3,0,91
Wilson,Box 205,Proposition 2,,REP,YES,212,58,20,0,290
Wilson,Box 205,Proposition 2,,REP,NO,11,4,1,0,16
Wilson,Box 205,Proposition 3,,REP,YES,186,51,21,0,258
Wilson,Box 205,Proposition 3,,REP,NO,27,10,0,0,37
Wilson,Box 205,Proposition 4,,REP,YES,203,60,19,0,282
Wilson,Box 205,Proposition 4,,REP,NO,18,3,2,0,23
Wilson,Box 205,Proposition 5,,REP,YES,177,47,19,0,243
Wilson,Box 205,Proposition 5,,REP,NO,44,16,1,0,61
Wilson,Box 205,Proposition 6,,REP,YES,209,61,21,0,291
Wilson,Box 205,Proposition 6,,REP,NO,14,2,0,0,16
Wilson,Box 205,Proposition 7,,REP,YES,169,41,18,0,228
Wilson,Box 205,Proposition 7,,REP,NO,50,20,3,0,73
Wilson,Box 205,Proposition 8,,REP,YES,221,61,21,0,303
Wilson,Box 205,Proposition 8,,REP,NO,6,2,0,0,8
Wilson,Box 205,Proposition 9,,REP,YES,198,58,18,0,274
Wilson,Box 205,Proposition 9,,REP,NO,26,5,3,0,34
Wilson,Box 205,Proposition 10,,REP,YES,206,57,21,0,284
Wilson,Box 205,Proposition 10,,REP,NO,15,3,0,0,18
Wilson,Box 205,Proposition 11,,REP,YES,201,63,18,0,282
Wilson,Box 205,Proposition 11,,REP,NO,26,0,3,0,29
Wilson,Box 205,Proposition 1,,DEM,FOR,35,11,11,0,57
Wilson,Box 205,Proposition 1,,DEM,AGAINST,2,0,2,0,4
Wilson,Box 205,Proposition 2,,DEM,FOR,31,9,11,0,51
Wilson,Box 205,Proposition 2,,DEM,AGAINST,5,2,2,0,9
Wilson,Box 205,Proposition 3,,DEM,FOR,34,10,12,0,56
Wilson,Box 205,Proposition 3,,DEM,AGAINST,3,1,1,0,5
Wilson,Box 205,Proposition 4,,DEM,FOR,35,11,12,0,58
Wilson,Box 205,Proposition 4,,DEM,AGAINST,2,0,1,0,3
Wilson,Box 205,Proposition 5,,DEM,FOR,34,11,11,0,56
Wilson,Box 205,Proposition 5,,DEM,AGAINST,3,0,1,0,4
Wilson,Box 205,Proposition 6,,DEM,FOR,36,11,12,0,59
Wilson,Box 205,Proposition 6,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 205,Proposition 7,,DEM,FOR,34,11,13,0,58
Wilson,Box 205,Proposition 7,,DEM,AGAINST,3,0,0,0,3
Wilson,Box 205,Proposition 8,,DEM,FOR,28,9,10,0,47
Wilson,Box 205,Proposition 8,,DEM,AGAINST,9,2,2,0,13
Wilson,Box 205,Proposition 9,,DEM,FOR,32,10,12,0,54
Wilson,Box 205,Proposition 9,,DEM,AGAINST,5,1,0,0,6
Wilson,Box 205,Proposition 10,,DEM,FOR,37,11,11,0,59
Wilson,Box 205,Proposition 10,,DEM,AGAINST,0,0,1,0,1
Wilson,Box 205,Proposition 11,,DEM,FOR,35,11,11,0,57
Wilson,Box 205,Proposition 11,,DEM,AGAINST,2,0,2,0,4
Wilson,Box 205,Proposition 12,,DEM,FOR,36,11,11,0,58
Wilson,Box 205,Proposition 12,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 206,US Senator,,REP,Geraldine Sam,3,4,0,0,7
Wilson,Box 206,US Senator,,REP,Mary Miller,11,19,0,0,30
Wilson,Box 206,US Senator,,REP,"Bruce Jacobson, Jr.",3,9,0,0,12
Wilson,Box 206,US Senator,,REP,Stefano de Stefano,1,1,0,0,2
Wilson,Box 206,US Senator,,REP,Ted Cruz,137,155,16,0,308
Wilson,Box 206,US Senator,,DEM,Edward Kimbrough,2,8,5,0,15
Wilson,Box 206,US Senator,,DEM,Sema Hernandez,13,10,4,0,27
Wilson,Box 206,US Senator,,DEM,Beto O'Rourke,12,14,8,0,34
Wilson,Box 206,US Representative,28,DEM,Henry Cuellar,23,28,19,0,70
Wilson,Box 206,Governor,,REP,SECEDE Kilgore,4,4,0,0,8
Wilson,Box 206,Governor,,REP,Greg Abbott,140,173,16,0,329
Wilson,Box 206,Governor,,REP,Barbara Krueger,14,21,0,0,35
Wilson,Box 206,Governor,,DEM,Joe Mumbach,0,1,2,0,3
Wilson,Box 206,Governor,,DEM,Lupe Valdez,17,10,4,0,31
Wilson,Box 206,Governor,,DEM,Tom Wakely,0,2,3,0,5
Wilson,Box 206,Governor,,DEM,Grady Yarbrough,4,5,3,0,12
Wilson,Box 206,Governor,,DEM,"Cedric Davis, Sr.",0,1,1,0,2
Wilson,Box 206,Governor,,DEM,Jeffrey Payne,4,1,0,0,5
Wilson,Box 206,Governor,,DEM,Andrew White,0,9,6,0,15
Wilson,Box 206,Governor,,DEM,James Jolly Clark,1,0,0,0,1
Wilson,Box 206,Governor,,DEM,Adrian Ocegueda,0,2,0,0,2
Wilson,Box 206,Lieutenant Governor,,REP,Scott Milder,39,59,2,0,100
Wilson,Box 206,Lieutenant Governor,,REP,Dan Patrick,115,133,14,0,262
Wilson,Box 206,Lieutenant Governor,,DEM,Mike Collier,12,17,12,0,41
Wilson,Box 206,Lieutenant Governor,,DEM,Michael Cooper,14,12,7,0,33
Wilson,Box 206,Attorney General,,REP,Ken Paxton,134,152,12,0,298
Wilson,Box 206,Attorney General,,DEM,Justin Nelson,23,30,16,0,69
Wilson,Box 206,Comptroller of Public Accounts,,REP,Glenn Hegar,127,151,12,0,290
Wilson,Box 206,Comptroller of Public Accounts,,DEM,Tim Mahoney,11,18,17,0,46
Wilson,Box 206,Comptroller of Public Accounts,,DEM,Joi Chevalier,14,11,0,0,25
Wilson,Box 206,Commissioner of the General Land Office,,REP,Jerry Patterson,55,66,6,0,127
Wilson,Box 206,Commissioner of the General Land Office,,REP,Rick Range,11,12,1,0,24
Wilson,Box 206,Commissioner of the General Land Office,,REP,Davey Edwards,5,5,0,0,10
Wilson,Box 206,Commissioner of the General Land Office,,REP,George P. Bush,80,105,9,0,194
Wilson,Box 206,Commissioner of the General Land Office,,DEM,Miguel Suazo,24,23,15,0,62
Wilson,Box 206,Commissioner of the General Land Office,,DEM,Tex Morgan,3,7,3,0,13
