county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,limited,provisional
Leon,8,Governor,,,UNDER VOTES,2,0,2,0,0,0
Leon,9,Governor,,,UNDER VOTES,0,0,0,0,0,0
Leon,10,Governor,,,UNDER VOTES,1,0,1,0,0,0
Leon,11,Governor,,,UNDER VOTES,2,2,0,0,0,0
Leon,12,Governor,,,UNDER VOTES,2,0,2,0,0,0
Leon,13,Governor,,,UNDER VOTES,0,0,0,0,0,0
Leon,14,Governor,,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,Governor,,,UNDER VOTES,0,0,0,0,0,0
Leon,1,Lieutenant Governor,,REP,Dan Patrick,669,466,141,58,4,0
Leon,1A,Lieutenant Governor,,REP,Dan Patrick,107,79,24,4,0,0
Leon,2,Lieutenant Governor,,REP,Dan Patrick,183,73,101,9,0,0
Leon,3,Lieutenant Governor,,REP,Dan Patrick,297,159,92,46,0,0
Leon,4,Lieutenant Governor,,REP,Dan Patrick,407,96,259,52,0,0
Leon,5,Lieutenant Governor,,REP,Dan Patrick,296,130,138,24,4,0
Leon,5A,Lieutenant Governor,,REP,Dan Patrick,30,15,13,2,0,0
Leon,6,Lieutenant Governor,,REP,Dan Patrick,674,168,386,112,7,1
Leon,7,Lieutenant Governor,,REP,Dan Patrick,301,94,179,27,1,0
Leon,8,Lieutenant Governor,,REP,Dan Patrick,454,159,263,32,0,0
Leon,9,Lieutenant Governor,,REP,Dan Patrick,162,67,82,12,1,0
Leon,10,Lieutenant Governor,,REP,Dan Patrick,509,239,240,25,5,0
Leon,11,Lieutenant Governor,,REP,Dan Patrick,378,150,197,31,0,0
Leon,12,Lieutenant Governor,,REP,Dan Patrick,333,80,227,25,1,0
Leon,13,Lieutenant Governor,,REP,Dan Patrick,413,216,140,57,0,0
Leon,14,Lieutenant Governor,,REP,Dan Patrick,104,58,32,14,0,0
Leon,14A,Lieutenant Governor,,REP,Dan Patrick,103,57,38,8,0,0
Leon,1,Lieutenant Governor,,DEM,Mike Collier,168,110,49,9,0,0
Leon,1A,Lieutenant Governor,,DEM,Mike Collier,16,12,3,1,0,0
Leon,2,Lieutenant Governor,,DEM,Mike Collier,41,18,18,5,0,0
Leon,3,Lieutenant Governor,,DEM,Mike Collier,63,26,30,6,1,0
Leon,4,Lieutenant Governor,,DEM,Mike Collier,104,16,78,10,0,0
Leon,5,Lieutenant Governor,,DEM,Mike Collier,47,22,25,0,0,0
Leon,5A,Lieutenant Governor,,DEM,Mike Collier,1,0,1,0,0,0
Leon,6,Lieutenant Governor,,DEM,Mike Collier,96,19,71,6,0,0
Leon,7,Lieutenant Governor,,DEM,Mike Collier,50,12,36,2,0,0
Leon,8,Lieutenant Governor,,DEM,Mike Collier,105,24,74,6,1,0
Leon,9,Lieutenant Governor,,DEM,Mike Collier,25,8,10,5,2,0
Leon,10,Lieutenant Governor,,DEM,Mike Collier,57,20,30,6,1,0
Leon,11,Lieutenant Governor,,DEM,Mike Collier,94,33,54,7,0,0
Leon,12,Lieutenant Governor,,DEM,Mike Collier,122,23,92,7,0,0
Leon,13,Lieutenant Governor,,DEM,Mike Collier,34,13,19,2,0,0
Leon,14,Lieutenant Governor,,DEM,Mike Collier,23,15,6,2,0,0
Leon,14A,Lieutenant Governor,,DEM,Mike Collier,19,7,7,5,0,0
Leon,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,8,3,4,1,0,0
Leon,1A,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,4,1,0,0,0
Leon,2,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,0,1,0,1,0
Leon,3,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,2,0,0,0,0
Leon,4,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,0,4,0,0,0
Leon,5,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,2,3,0,0,0
Leon,5A,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,1,0,0,0,0
Leon,6,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,1,4,0,0,0
Leon,7,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,1,3,0,0,0
Leon,8,Lieutenant Governor,,LIB,Kerry Douglas McKennon,8,1,6,1,0,0
Leon,9,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,1,1,0,0,0
Leon,10,Lieutenant Governor,,LIB,Kerry Douglas McKennon,7,1,6,0,0,0
Leon,11,Lieutenant Governor,,LIB,Kerry Douglas McKennon,8,1,7,0,0,0
Leon,12,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,2,2,0,0,0
Leon,13,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,3,3,0,0,0
Leon,14,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,1,0,0,0,0
Leon,14A,Lieutenant Governor,,LIB,Kerry Douglas McKennon,0,0,0,0,0,0
Leon,1,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,2,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,3,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,4,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,5,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,6,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,7,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,8,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,9,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,10,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,11,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,12,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,13,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,14,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,Lieutenant Governor,,,OVER VOTES,0,0,0,0,0,0
Leon,1,Lieutenant Governor,,,UNDER VOTES,5,1,4,0,0,0
Leon,1A,Lieutenant Governor,,,UNDER VOTES,0,0,0,0,0,0
Leon,2,Lieutenant Governor,,,UNDER VOTES,2,2,0,0,0,0
Leon,3,Lieutenant Governor,,,UNDER VOTES,0,0,0,0,0,0
Leon,4,Lieutenant Governor,,,UNDER VOTES,6,0,5,1,0,0
Leon,5,Lieutenant Governor,,,UNDER VOTES,2,0,2,0,0,0
Leon,5A,Lieutenant Governor,,,UNDER VOTES,0,0,0,0,0,0
Leon,6,Lieutenant Governor,,,UNDER VOTES,3,0,3,0,0,0
Leon,7,Lieutenant Governor,,,UNDER VOTES,9,4,5,0,0,0
Leon,8,Lieutenant Governor,,,UNDER VOTES,7,1,6,0,0,0
Leon,9,Lieutenant Governor,,,UNDER VOTES,2,0,2,0,0,0
Leon,10,Lieutenant Governor,,,UNDER VOTES,2,1,1,0,0,0
Leon,11,Lieutenant Governor,,,UNDER VOTES,3,2,1,0,0,0
Leon,12,Lieutenant Governor,,,UNDER VOTES,4,0,4,0,0,0
Leon,13,Lieutenant Governor,,,UNDER VOTES,2,1,1,0,0,0
Leon,14,Lieutenant Governor,,,UNDER VOTES,1,1,0,0,0,0
Leon,14A,Lieutenant Governor,,,UNDER VOTES,0,0,0,0,0,0
Leon,1,Attorney General,,REP,Ken Paxton,701,488,151,58,4,0
Leon,1A,Attorney General,,REP,Ken Paxton,112,81,27,4,0,0
Leon,2,Attorney General,,REP,Ken Paxton,189,78,102,8,1,0
Leon,3,Attorney General,,REP,Ken Paxton,304,160,98,46,0,0
Leon,4,Attorney General,,REP,Ken Paxton,435,98,285,52,0,0
Leon,5,Attorney General,,REP,Ken Paxton,294,128,139,23,4,0
Leon,5A,Attorney General,,REP,Ken Paxton,31,16,13,2,0,0
Leon,6,Attorney General,,REP,Ken Paxton,692,169,404,111,7,1
Leon,7,Attorney General,,REP,Ken Paxton,322,95,199,27,1,0
Leon,8,Attorney General,,REP,Ken Paxton,468,158,278,32,0,0
Leon,9,Attorney General,,REP,Ken Paxton,169,67,88,13,1,0
Leon,10,Attorney General,,REP,Ken Paxton,522,237,257,23,5,0
Leon,11,Attorney General,,REP,Ken Paxton,396,158,207,31,0,0
Leon,12,Attorney General,,REP,Ken Paxton,337,81,230,25,1,0
Leon,13,Attorney General,,REP,Ken Paxton,411,212,143,56,0,0
Leon,14,Attorney General,,REP,Ken Paxton,101,58,30,13,0,0
Leon,14A,Attorney General,,REP,Ken Paxton,103,57,38,8,0,0
Leon,1,Attorney General,,DEM,Justin Nelson,133,86,37,10,0,0
Leon,1A,Attorney General,,DEM,Justin Nelson,9,8,0,1,0,0
Leon,2,Attorney General,,DEM,Justin Nelson,29,11,12,6,0,0
Leon,3,Attorney General,,DEM,Justin Nelson,52,24,23,4,1,0
Leon,4,Attorney General,,DEM,Justin Nelson,79,13,56,10,0,0
Leon,5,Attorney General,,DEM,Justin Nelson,48,21,26,1,0,0
Leon,5A,Attorney General,,DEM,Justin Nelson,1,0,1,0,0,0
Leon,6,Attorney General,,DEM,Justin Nelson,74,16,51,7,0,0
Leon,7,Attorney General,,DEM,Justin Nelson,28,11,15,2,0,0
Leon,8,Attorney General,,DEM,Justin Nelson,87,25,55,6,1,0
Leon,9,Attorney General,,DEM,Justin Nelson,20,8,6,4,2,0
Leon,10,Attorney General,,DEM,Justin Nelson,47,20,18,8,1,0
Leon,11,Attorney General,,DEM,Justin Nelson,79,24,48,7,0,0
Leon,12,Attorney General,,DEM,Justin Nelson,116,20,89,7,0,0
Leon,13,Attorney General,,DEM,Justin Nelson,32,15,14,3,0,0
Leon,14,Attorney General,,DEM,Justin Nelson,22,13,7,2,0,0
Leon,14A,Attorney General,,DEM,Justin Nelson,19,7,7,5,0,0
Leon,1,Attorney General,,LIB,Michael Ray Harris,8,4,4,0,0,0
Leon,1A,Attorney General,,LIB,Michael Ray Harris,6,5,1,0,0,0
Leon,2,Attorney General,,LIB,Michael Ray Harris,4,2,2,0,0,0
Leon,3,Attorney General,,LIB,Michael Ray Harris,6,3,1,2,0,0
Leon,4,Attorney General,,LIB,Michael Ray Harris,2,0,2,0,0,0
Leon,5,Attorney General,,LIB,Michael Ray Harris,7,4,3,0,0,0
Leon,5A,Attorney General,,LIB,Michael Ray Harris,0,0,0,0,0,0
Leon,6,Attorney General,,LIB,Michael Ray Harris,6,2,4,0,0,0
Leon,7,Attorney General,,LIB,Michael Ray Harris,6,2,4,0,0,0
Leon,8,Attorney General,,LIB,Michael Ray Harris,11,2,8,1,0,0
Leon,9,Attorney General,,LIB,Michael Ray Harris,1,0,1,0,0,0
Leon,10,Attorney General,,LIB,Michael Ray Harris,3,2,1,0,0,0
Leon,11,Attorney General,,LIB,Michael Ray Harris,4,2,2,0,0,0
Leon,12,Attorney General,,LIB,Michael Ray Harris,7,3,4,0,0,0
Leon,13,Attorney General,,LIB,Michael Ray Harris,8,3,5,0,0,0
Leon,14,Attorney General,,LIB,Michael Ray Harris,6,4,1,1,0,0
Leon,14A,Attorney General,,LIB,Michael Ray Harris,0,0,0,0,0,0
Leon,1,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,2,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,3,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,4,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,5,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,6,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,7,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,8,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,9,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,10,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,11,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,12,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,13,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,14,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,Attorney General,,,OVER VOTES,0,0,0,0,0,0
Leon,1,Attorney General,,,UNDER VOTES,8,2,6,0,0,0
Leon,1A,Attorney General,,,UNDER VOTES,1,1,0,0,0,0
Leon,2,Attorney General,,,UNDER VOTES,6,2,4,0,0,0
Leon,3,Attorney General,,,UNDER VOTES,0,0,0,0,0,0
Leon,4,Attorney General,,,UNDER VOTES,5,1,3,1,0,0
Leon,5,Attorney General,,,UNDER VOTES,1,1,0,0,0,0
Leon,5A,Attorney General,,,UNDER VOTES,0,0,0,0,0,0
Leon,6,Attorney General,,,UNDER VOTES,6,1,5,0,0,0
Leon,7,Attorney General,,,UNDER VOTES,8,3,5,0,0,0
Leon,8,Attorney General,,,UNDER VOTES,8,0,8,0,0,0
Leon,9,Attorney General,,,UNDER VOTES,1,1,0,0,0,0
Leon,10,Attorney General,,,UNDER VOTES,3,2,1,0,0,0
Leon,11,Attorney General,,,UNDER VOTES,4,2,2,0,0,0
Leon,12,Attorney General,,,UNDER VOTES,3,1,2,0,0,0
Leon,13,Attorney General,,,UNDER VOTES,4,3,1,0,0,0
Leon,14,Attorney General,,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,Attorney General,,,UNDER VOTES,0,0,0,0,0,0
Leon,1,Comptroller of Public Accounts,,REP,Glenn Hegar,720,497,161,58,4,0
Leon,1A,Comptroller of Public Accounts,,REP,Glenn Hegar,115,84,27,4,0,0
Leon,2,Comptroller of Public Accounts,,REP,Glenn Hegar,202,83,109,9,1,0
Leon,3,Comptroller of Public Accounts,,REP,Glenn Hegar,315,168,101,46,0,0
Leon,4,Comptroller of Public Accounts,,REP,Glenn Hegar,444,102,288,54,0,0
Leon,5,Comptroller of Public Accounts,,REP,Glenn Hegar,301,133,141,23,4,0
Leon,5A,Comptroller of Public Accounts,,REP,Glenn Hegar,31,16,13,2,0,0
Leon,6,Comptroller of Public Accounts,,REP,Glenn Hegar,699,172,408,111,7,1
Leon,7,Comptroller of Public Accounts,,REP,Glenn Hegar,326,100,200,25,1,0
Leon,8,Comptroller of Public Accounts,,REP,Glenn Hegar,469,161,276,32,0,0
Leon,9,Comptroller of Public Accounts,,REP,Glenn Hegar,172,68,90,13,1,0
Leon,10,Comptroller of Public Accounts,,REP,Glenn Hegar,526,241,255,24,6,0
Leon,11,Comptroller of Public Accounts,,REP,Glenn Hegar,401,164,205,32,0,0
Leon,12,Comptroller of Public Accounts,,REP,Glenn Hegar,340,82,232,25,1,0
Leon,13,Comptroller of Public Accounts,,REP,Glenn Hegar,420,219,147,54,0,0
Leon,14,Comptroller of Public Accounts,,REP,Glenn Hegar,106,63,30,13,0,0
Leon,14A,Comptroller of Public Accounts,,REP,Glenn Hegar,102,56,38,8,0,0
Leon,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,110,72,29,9,0,0
Leon,1A,Comptroller of Public Accounts,,DEM,Joi Chevalier,9,8,0,1,0,0
Leon,2,Comptroller of Public Accounts,,DEM,Joi Chevalier,21,8,8,5,0,0
Leon,3,Comptroller of Public Accounts,,DEM,Joi Chevalier,39,14,19,5,1,0
Leon,4,Comptroller of Public Accounts,,DEM,Joi Chevalier,68,10,50,8,0,0
Leon,5,Comptroller of Public Accounts,,DEM,Joi Chevalier,38,17,21,0,0,0
Leon,5A,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,0,1,0,0,0
Leon,6,Comptroller of Public Accounts,,DEM,Joi Chevalier,66,14,45,7,0,0
Leon,7,Comptroller of Public Accounts,,DEM,Joi Chevalier,24,7,14,3,0,0
Leon,8,Comptroller of Public Accounts,,DEM,Joi Chevalier,79,21,51,6,1,0
Leon,9,Comptroller of Public Accounts,,DEM,Joi Chevalier,16,6,4,4,2,0
Leon,10,Comptroller of Public Accounts,,DEM,Joi Chevalier,39,15,18,6,0,0
Leon,11,Comptroller of Public Accounts,,DEM,Joi Chevalier,70,22,42,6,0,0
Leon,12,Comptroller of Public Accounts,,DEM,Joi Chevalier,110,21,82,7,0,0
Leon,13,Comptroller of Public Accounts,,DEM,Joi Chevalier,27,11,11,5,0,0
Leon,14,Comptroller of Public Accounts,,DEM,Joi Chevalier,19,10,7,2,0,0
Leon,14A,Comptroller of Public Accounts,,DEM,Joi Chevalier,17,5,7,5,0,0
Leon,1,Comptroller of Public Accounts,,LIB,Ben Sanders,12,6,5,1,0,0
Leon,1A,Comptroller of Public Accounts,,LIB,Ben Sanders,4,3,1,0,0,0
Leon,2,Comptroller of Public Accounts,,LIB,Ben Sanders,2,1,1,0,0,0
Leon,3,Comptroller of Public Accounts,,LIB,Ben Sanders,6,3,2,1,0,0
Leon,4,Comptroller of Public Accounts,,LIB,Ben Sanders,2,0,2,0,0,0
Leon,5,Comptroller of Public Accounts,,LIB,Ben Sanders,9,4,4,1,0,0
Leon,5A,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0,0,0,0
Leon,6,Comptroller of Public Accounts,,LIB,Ben Sanders,5,1,4,0,0,0
Leon,7,Comptroller of Public Accounts,,LIB,Ben Sanders,1,0,1,0,0,0
Leon,8,Comptroller of Public Accounts,,LIB,Ben Sanders,15,2,12,1,0,0
Leon,9,Comptroller of Public Accounts,,LIB,Ben Sanders,2,1,1,0,0,0
Leon,10,Comptroller of Public Accounts,,LIB,Ben Sanders,8,4,4,0,0,0
Leon,11,Comptroller of Public Accounts,,LIB,Ben Sanders,9,0,9,0,0,0
Leon,12,Comptroller of Public Accounts,,LIB,Ben Sanders,9,2,7,0,0,0
Leon,13,Comptroller of Public Accounts,,LIB,Ben Sanders,4,1,3,0,0,0
Leon,14,Comptroller of Public Accounts,,LIB,Ben Sanders,4,2,1,1,0,0
Leon,14A,Comptroller of Public Accounts,,LIB,Ben Sanders,3,3,0,0,0,0
Leon,1,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,2,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,3,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,4,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,5,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,6,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,7,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,8,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,9,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,10,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,11,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,12,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,13,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,14,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,Comptroller of Public Accounts,,,OVER VOTES,0,0,0,0,0,0
Leon,1,Comptroller of Public Accounts,,,UNDER VOTES,8,5,3,0,0,0
Leon,1A,Comptroller of Public Accounts,,,UNDER VOTES,0,0,0,0,0,0
Leon,2,Comptroller of Public Accounts,,,UNDER VOTES,3,1,2,0,0,0
Leon,3,Comptroller of Public Accounts,,,UNDER VOTES,2,2,0,0,0,0
Leon,4,Comptroller of Public Accounts,,,UNDER VOTES,7,0,6,1,0,0
Leon,5,Comptroller of Public Accounts,,,UNDER VOTES,2,0,2,0,0,0
Leon,5A,Comptroller of Public Accounts,,,UNDER VOTES,0,0,0,0,0,0
Leon,6,Comptroller of Public Accounts,,,UNDER VOTES,8,1,7,0,0,0
Leon,7,Comptroller of Public Accounts,,,UNDER VOTES,13,4,8,1,0,0
Leon,8,Comptroller of Public Accounts,,,UNDER VOTES,11,1,10,0,0,0
Leon,9,Comptroller of Public Accounts,,,UNDER VOTES,1,1,0,0,0,0
Leon,10,Comptroller of Public Accounts,,,UNDER VOTES,2,1,0,1,0,0
Leon,11,Comptroller of Public Accounts,,,UNDER VOTES,3,0,3,0,0,0
Leon,12,Comptroller of Public Accounts,,,UNDER VOTES,4,0,4,0,0,0
Leon,13,Comptroller of Public Accounts,,,UNDER VOTES,4,2,2,0,0,0
Leon,14,Comptroller of Public Accounts,,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,Comptroller of Public Accounts,,,UNDER VOTES,0,0,0,0,0,0
Leon,1,Commissioner of the General Land Office,,REP,George P. Bush,685,473,153,55,4,0
Leon,1A,Commissioner of the General Land Office,,REP,George P. Bush,105,76,25,4,0,0
Leon,2,Commissioner of the General Land Office,,REP,George P. Bush,194,82,106,5,1,0
Leon,3,Commissioner of the General Land Office,,REP,George P. Bush,308,163,100,45,0,0
Leon,4,Commissioner of the General Land Office,,REP,George P. Bush,430,94,284,52,0,0
Leon,5,Commissioner of the General Land Office,,REP,George P. Bush,294,131,135,24,4,0
Leon,5A,Commissioner of the General Land Office,,REP,George P. Bush,30,15,13,2,0,0
Leon,6,Commissioner of the General Land Office,,REP,George P. Bush,684,166,400,110,7,1
Leon,7,Commissioner of the General Land Office,,REP,George P. Bush,320,97,198,24,1,0
Leon,8,Commissioner of the General Land Office,,REP,George P. Bush,481,160,288,32,1,0
Leon,9,Commissioner of the General Land Office,,REP,George P. Bush,169,67,86,15,1,0
Leon,10,Commissioner of the General Land Office,,REP,George P. Bush,513,237,249,22,5,0
Leon,11,Commissioner of the General Land Office,,REP,George P. Bush,384,148,204,32,0,0
Leon,12,Commissioner of the General Land Office,,REP,George P. Bush,335,81,230,23,1,0
Leon,13,Commissioner of the General Land Office,,REP,George P. Bush,401,206,140,55,0,0
Leon,14,Commissioner of the General Land Office,,REP,George P. Bush,105,61,31,13,0,0
Leon,14A,Commissioner of the General Land Office,,REP,George P. Bush,101,56,37,8,0,0
Leon,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,120,77,33,10,0,0
Leon,1A,Commissioner of the General Land Office,,DEM,Miguel Suazo,11,8,2,1,0,0
Leon,2,Commissioner of the General Land Office,,DEM,Miguel Suazo,26,8,9,9,0,0
Leon,3,Commissioner of the General Land Office,,DEM,Miguel Suazo,43,17,21,4,1,0
Leon,4,Commissioner of the General Land Office,,DEM,Miguel Suazo,66,12,46,8,0,0
Leon,5,Commissioner of the General Land Office,,DEM,Miguel Suazo,41,16,25,0,0,0
Leon,5A,Commissioner of the General Land Office,,DEM,Miguel Suazo,1,0,1,0,0,0
Leon,6,Commissioner of the General Land Office,,DEM,Miguel Suazo,65,15,43,7,0,0
Leon,7,Commissioner of the General Land Office,,DEM,Miguel Suazo,26,8,15,3,0,0
Leon,8,Commissioner of the General Land Office,,DEM,Miguel Suazo,76,21,49,6,0,0
Leon,9,Commissioner of the General Land Office,,DEM,Miguel Suazo,17,8,5,2,2,0
Leon,10,Commissioner of the General Land Office,,DEM,Miguel Suazo,44,19,18,6,1,0
Leon,11,Commissioner of the General Land Office,,DEM,Miguel Suazo,71,24,41,6,0,0
Leon,12,Commissioner of the General Land Office,,DEM,Miguel Suazo,109,20,82,7,0,0
Leon,13,Commissioner of the General Land Office,,DEM,Miguel Suazo,30,13,14,3,0,0
Leon,14,Commissioner of the General Land Office,,DEM,Miguel Suazo,19,9,7,3,0,0
Leon,14A,Commissioner of the General Land Office,,DEM,Miguel Suazo,18,6,7,5,0,0
Leon,1,Commissioner of the General Land Office,,LIB,Matt Pina,34,22,9,3,0,0
Leon,1A,Commissioner of the General Land Office,,LIB,Matt Pina,12,11,1,0,0,0
Leon,2,Commissioner of the General Land Office,,LIB,Matt Pina,5,1,4,0,0,0
Leon,3,Commissioner of the General Land Office,,LIB,Matt Pina,8,4,1,3,0,0
Leon,4,Commissioner of the General Land Office,,LIB,Matt Pina,16,6,8,2,0,0
Leon,5,Commissioner of the General Land Office,,LIB,Matt Pina,12,6,6,0,0,0
Leon,5A,Commissioner of the General Land Office,,LIB,Matt Pina,1,1,0,0,0,0
Leon,6,Commissioner of the General Land Office,,LIB,Matt Pina,21,6,15,0,0,0
Leon,7,Commissioner of the General Land Office,,LIB,Matt Pina,6,3,3,0,0,0
Leon,8,Commissioner of the General Land Office,,LIB,Matt Pina,10,3,6,1,0,0
Leon,9,Commissioner of the General Land Office,,LIB,Matt Pina,2,0,2,0,0,0
Leon,10,Commissioner of the General Land Office,,LIB,Matt Pina,17,4,10,3,0,0
Leon,11,Commissioner of the General Land Office,,LIB,Matt Pina,25,13,12,0,0,0
Leon,12,Commissioner of the General Land Office,,LIB,Matt Pina,12,3,7,2,0,0
Leon,13,Commissioner of the General Land Office,,LIB,Matt Pina,19,13,6,0,0,0
Leon,14,Commissioner of the General Land Office,,LIB,Matt Pina,5,5,0,0,0,0
Leon,14A,Commissioner of the General Land Office,,LIB,Matt Pina,3,2,1,0,0,0
Leon,1,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,2,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,3,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,4,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,5,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,6,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,7,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,8,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,9,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,10,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,11,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,12,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,13,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,14,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,Commissioner of the General Land Office,,,OVER VOTES,0,0,0,0,0,0
Leon,1,Commissioner of the General Land Office,,,UNDER VOTES,11,8,3,0,0,0
Leon,1A,Commissioner of the General Land Office,,,UNDER VOTES,0,0,0,0,0,0
Leon,2,Commissioner of the General Land Office,,,UNDER VOTES,3,2,1,0,0,0
Leon,3,Commissioner of the General Land Office,,,UNDER VOTES,3,3,0,0,0,0
Leon,4,Commissioner of the General Land Office,,,UNDER VOTES,9,0,8,1,0,0
Leon,5,Commissioner of the General Land Office,,,UNDER VOTES,3,1,2,0,0,0
Leon,5A,Commissioner of the General Land Office,,,UNDER VOTES,0,0,0,0,0,0
Leon,6,Commissioner of the General Land Office,,,UNDER VOTES,8,1,6,1,0,0
Leon,7,Commissioner of the General Land Office,,,UNDER VOTES,12,3,7,2,0,0
Leon,8,Commissioner of the General Land Office,,,UNDER VOTES,7,1,6,0,0,0
Leon,9,Commissioner of the General Land Office,,,UNDER VOTES,3,1,2,0,0,0
Leon,10,Commissioner of the General Land Office,,,UNDER VOTES,1,1,0,0,0,0
