county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,limited,provisional
Leon,3,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"District Judge, 369th Judicial District",,,UNDER VOTES,113,66,33,10,4,0
Leon,1A,"District Judge, 369th Judicial District",,,UNDER VOTES,10,8,1,1,0,0
Leon,2,"District Judge, 369th Judicial District",,,UNDER VOTES,28,9,11,7,1,0
Leon,3,"District Judge, 369th Judicial District",,,UNDER VOTES,37,17,18,1,1,0
Leon,4,"District Judge, 369th Judicial District",,,UNDER VOTES,72,11,51,10,0,0
Leon,5,"District Judge, 369th Judicial District",,,UNDER VOTES,46,19,23,0,4,0
Leon,5A,"District Judge, 369th Judicial District",,,UNDER VOTES,1,0,1,0,0,0
Leon,6,"District Judge, 369th Judicial District",,,UNDER VOTES,65,15,36,7,7,0
Leon,7,"District Judge, 369th Judicial District",,,UNDER VOTES,44,12,27,4,1,0
Leon,8,"District Judge, 369th Judicial District",,,UNDER VOTES,71,20,46,4,1,0
Leon,9,"District Judge, 369th Judicial District",,,UNDER VOTES,18,5,9,2,2,0
Leon,10,"District Judge, 369th Judicial District",,,UNDER VOTES,37,17,12,4,4,0
Leon,11,"District Judge, 369th Judicial District",,,UNDER VOTES,61,16,38,7,0,0
Leon,12,"District Judge, 369th Judicial District",,,UNDER VOTES,103,19,76,7,1,0
Leon,13,"District Judge, 369th Judicial District",,,UNDER VOTES,35,13,16,6,0,0
Leon,14,"District Judge, 369th Judicial District",,,UNDER VOTES,15,9,4,2,0,0
Leon,14A,"District Judge, 369th Judicial District",,,UNDER VOTES,17,6,6,5,0,0
Leon,1,County Judge,,REP,Byron Ryder,713,492,163,58,0,0
Leon,1A,County Judge,,REP,Byron Ryder,112,82,26,4,0,0
Leon,2,County Judge,,REP,Byron Ryder,202,84,111,7,0,0
Leon,3,County Judge,,REP,Byron Ryder,318,169,99,50,0,0
Leon,4,County Judge,,REP,Byron Ryder,453,102,298,53,0,0
Leon,5,County Judge,,REP,Byron Ryder,304,134,146,24,0,0
Leon,5A,County Judge,,REP,Byron Ryder,31,16,13,2,0,0
Leon,6,County Judge,,REP,Byron Ryder,712,172,429,110,0,1
Leon,7,County Judge,,REP,Byron Ryder,323,98,199,26,0,0
Leon,8,County Judge,,REP,Byron Ryder,498,165,301,32,0,0
Leon,9,County Judge,,REP,Byron Ryder,166,67,83,15,1,0
Leon,10,County Judge,,REP,Byron Ryder,516,236,255,25,0,0
Leon,11,County Judge,,REP,Byron Ryder,418,166,219,33,0,0
Leon,12,County Judge,,REP,Byron Ryder,361,88,248,25,0,0
Leon,13,County Judge,,REP,Byron Ryder,418,214,147,57,0,0
Leon,14,County Judge,,REP,Byron Ryder,110,63,33,14,0,0
Leon,14A,County Judge,,REP,Byron Ryder,104,58,40,6,0,0
Leon,1,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,2,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,3,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,4,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,5,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,6,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,7,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,8,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,9,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,10,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,11,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,12,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,13,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,14,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,County Judge,,,OVER VOTES,0,0,0,0,0,0
Leon,1,County Judge,,,UNDER VOTES,137,88,35,10,4,0
Leon,1A,County Judge,,,UNDER VOTES,16,13,2,1,0,0
Leon,2,County Judge,,,UNDER VOTES,26,9,9,7,1,0
Leon,3,County Judge,,,UNDER VOTES,44,18,23,2,1,0
Leon,4,County Judge,,,UNDER VOTES,68,10,48,10,0,0
Leon,5,County Judge,,,UNDER VOTES,46,20,22,0,4,0
Leon,5A,County Judge,,,UNDER VOTES,1,0,1,0,0,0
Leon,6,County Judge,,,UNDER VOTES,66,16,35,8,7,0
Leon,7,County Judge,,,UNDER VOTES,41,13,24,3,1,0
Leon,8,County Judge,,,UNDER VOTES,76,20,48,7,1,0
Leon,9,County Judge,,,UNDER VOTES,25,9,12,2,2,0
Leon,10,County Judge,,,UNDER VOTES,59,25,22,6,6,0
Leon,11,County Judge,,,UNDER VOTES,65,20,40,5,0,0
Leon,12,County Judge,,,UNDER VOTES,102,17,77,7,1,0
Leon,13,County Judge,,,UNDER VOTES,37,19,16,2,0,0
Leon,14,County Judge,,,UNDER VOTES,19,12,5,2,0,0
Leon,14A,County Judge,,,UNDER VOTES,18,6,5,7,0,0
Leon,1,District Clerk,,REP,Cassandra Noey,720,496,166,58,0,0
Leon,1A,District Clerk,,REP,Cassandra Noey,113,84,25,4,0,0
Leon,2,District Clerk,,REP,Cassandra Noey,198,84,107,7,0,0
Leon,3,District Clerk,,REP,Cassandra Noey,316,165,100,51,0,0
Leon,4,District Clerk,,REP,Cassandra Noey,453,100,299,54,0,0
Leon,5,District Clerk,,REP,Cassandra Noey,305,132,149,24,0,0
Leon,5A,District Clerk,,REP,Cassandra Noey,31,16,13,2,0,0
Leon,6,District Clerk,,REP,Cassandra Noey,703,172,419,111,0,1
Leon,7,District Clerk,,REP,Cassandra Noey,332,102,202,28,0,0
Leon,8,District Clerk,,REP,Cassandra Noey,515,168,311,36,0,0
Leon,9,District Clerk,,REP,Cassandra Noey,173,69,88,15,1,0
Leon,10,District Clerk,,REP,Cassandra Noey,529,241,260,28,0,0
Leon,11,District Clerk,,REP,Cassandra Noey,415,166,217,32,0,0
Leon,12,District Clerk,,REP,Cassandra Noey,360,88,247,25,0,0
Leon,13,District Clerk,,REP,Cassandra Noey,416,211,147,58,0,0
Leon,14,District Clerk,,REP,Cassandra Noey,114,65,34,15,0,0
Leon,14A,District Clerk,,REP,Cassandra Noey,106,59,39,8,0,0
Leon,1,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,2,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,3,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,4,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,5,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,6,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,7,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,8,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,9,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,10,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,11,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,12,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,13,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,14,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,District Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,1,District Clerk,,,UNDER VOTES,130,84,32,10,4,0
Leon,1A,District Clerk,,,UNDER VOTES,15,11,3,1,0,0
Leon,2,District Clerk,,,UNDER VOTES,30,9,13,7,1,0
Leon,3,District Clerk,,,UNDER VOTES,46,22,22,1,1,0
Leon,4,District Clerk,,,UNDER VOTES,68,12,47,9,0,0
Leon,5,District Clerk,,,UNDER VOTES,45,22,19,0,4,0
Leon,5A,District Clerk,,,UNDER VOTES,1,0,1,0,0,0
Leon,6,District Clerk,,,UNDER VOTES,75,16,45,7,7,0
Leon,7,District Clerk,,,UNDER VOTES,32,9,21,1,1,0
Leon,8,District Clerk,,,UNDER VOTES,59,17,38,3,1,0
Leon,9,District Clerk,,,UNDER VOTES,18,7,7,2,2,0
Leon,10,District Clerk,,,UNDER VOTES,46,20,17,3,6,0
Leon,11,District Clerk,,,UNDER VOTES,68,20,42,6,0,0
Leon,12,District Clerk,,,UNDER VOTES,103,17,78,7,1,0
Leon,13,District Clerk,,,UNDER VOTES,39,22,16,1,0,0
Leon,14,District Clerk,,,UNDER VOTES,15,10,4,1,0,0
Leon,14A,District Clerk,,,UNDER VOTES,16,5,6,5,0,0
Leon,1,County Clerk,,REP,Christie Wakefield,757,525,174,58,0,0
Leon,1A,County Clerk,,REP,Christie Wakefield,118,88,26,4,0,0
Leon,2,County Clerk,,REP,Christie Wakefield,204,85,112,7,0,0
Leon,3,County Clerk,,REP,Christie Wakefield,327,173,103,51,0,0
Leon,4,County Clerk,,REP,Christie Wakefield,456,103,301,52,0,0
Leon,5,County Clerk,,REP,Christie Wakefield,310,139,147,24,0,0
Leon,5A,County Clerk,,REP,Christie Wakefield,31,16,13,2,0,0
Leon,6,County Clerk,,REP,Christie Wakefield,714,174,429,110,0,1
Leon,7,County Clerk,,REP,Christie Wakefield,329,101,201,27,0,0
Leon,8,County Clerk,,REP,Christie Wakefield,513,168,309,36,0,0
Leon,9,County Clerk,,REP,Christie Wakefield,176,71,89,15,1,0
Leon,10,County Clerk,,REP,Christie Wakefield,534,245,261,28,0,0
Leon,11,County Clerk,,REP,Christie Wakefield,430,171,227,32,0,0
Leon,12,County Clerk,,REP,Christie Wakefield,368,90,253,25,0,0
Leon,13,County Clerk,,REP,Christie Wakefield,427,218,150,59,0,0
Leon,14,County Clerk,,REP,Christie Wakefield,119,67,37,15,0,0
Leon,14A,County Clerk,,REP,Christie Wakefield,107,59,40,8,0,0
Leon,1,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,2,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,3,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,4,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,5,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,6,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,7,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,8,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,9,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,10,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,11,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,12,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,13,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,14,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,County Clerk,,,OVER VOTES,0,0,0,0,0,0
Leon,1,County Clerk,,,UNDER VOTES,93,55,24,10,4,0
Leon,1A,County Clerk,,,UNDER VOTES,10,7,2,1,0,0
Leon,2,County Clerk,,,UNDER VOTES,24,8,8,7,1,0
Leon,3,County Clerk,,,UNDER VOTES,35,14,19,1,1,0
Leon,4,County Clerk,,,UNDER VOTES,65,9,45,11,0,0
Leon,5,County Clerk,,,UNDER VOTES,40,15,21,0,4,0
Leon,5A,County Clerk,,,UNDER VOTES,1,0,1,0,0,0
Leon,6,County Clerk,,,UNDER VOTES,64,14,35,8,7,0
Leon,7,County Clerk,,,UNDER VOTES,35,10,22,2,1,0
Leon,8,County Clerk,,,UNDER VOTES,61,17,40,3,1,0
Leon,9,County Clerk,,,UNDER VOTES,15,5,6,2,2,0
Leon,10,County Clerk,,,UNDER VOTES,41,16,16,3,6,0
Leon,11,County Clerk,,,UNDER VOTES,53,15,32,6,0,0
Leon,12,County Clerk,,,UNDER VOTES,95,15,72,7,1,0
Leon,13,County Clerk,,,UNDER VOTES,28,15,13,0,0,0
Leon,14,County Clerk,,,UNDER VOTES,10,8,1,1,0,0
Leon,14A,County Clerk,,,UNDER VOTES,15,5,5,5,0,0
Leon,1,County Treasurer,,REP,Brandi S. Hill,748,518,171,59,0,0
Leon,1A,County Treasurer,,REP,Brandi S. Hill,118,88,26,4,0,0
Leon,2,County Treasurer,,REP,Brandi S. Hill,205,87,111,7,0,0
Leon,3,County Treasurer,,REP,Brandi S. Hill,324,171,102,51,0,0
Leon,4,County Treasurer,,REP,Brandi S. Hill,455,102,301,52,0,0
Leon,5,County Treasurer,,REP,Brandi S. Hill,306,138,144,24,0,0
Leon,5A,County Treasurer,,REP,Brandi S. Hill,31,16,13,2,0,0
Leon,6,County Treasurer,,REP,Brandi S. Hill,714,174,428,111,0,1
Leon,7,County Treasurer,,REP,Brandi S. Hill,325,100,199,26,0,0
Leon,8,County Treasurer,,REP,Brandi S. Hill,503,164,303,36,0,0
Leon,9,County Treasurer,,REP,Brandi S. Hill,174,70,88,15,1,0
Leon,10,County Treasurer,,REP,Brandi S. Hill,532,243,261,28,0,0
Leon,11,County Treasurer,,REP,Brandi S. Hill,424,170,222,32,0,0
Leon,12,County Treasurer,,REP,Brandi S. Hill,363,90,248,25,0,0
Leon,13,County Treasurer,,REP,Brandi S. Hill,429,219,151,59,0,0
Leon,14,County Treasurer,,REP,Brandi S. Hill,117,66,36,15,0,0
Leon,14A,County Treasurer,,REP,Brandi S. Hill,106,59,39,8,0,0
Leon,1,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,2,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,3,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,4,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,5,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,6,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,7,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,8,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,9,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,10,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,11,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,12,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,13,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,14,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,County Treasurer,,,OVER VOTES,0,0,0,0,0,0
Leon,1,County Treasurer,,,UNDER VOTES,102,62,27,9,4,0
Leon,1A,County Treasurer,,,UNDER VOTES,10,7,2,1,0,0
Leon,2,County Treasurer,,,UNDER VOTES,23,6,9,7,1,0
Leon,3,County Treasurer,,,UNDER VOTES,38,16,20,1,1,0
Leon,4,County Treasurer,,,UNDER VOTES,66,10,45,11,0,0
Leon,5,County Treasurer,,,UNDER VOTES,44,16,24,0,4,0
Leon,5A,County Treasurer,,,UNDER VOTES,1,0,1,0,0,0
Leon,6,County Treasurer,,,UNDER VOTES,64,14,36,7,7,0
Leon,7,County Treasurer,,,UNDER VOTES,39,11,24,3,1,0
Leon,8,County Treasurer,,,UNDER VOTES,71,21,46,3,1,0
Leon,9,County Treasurer,,,UNDER VOTES,17,6,7,2,2,0
Leon,10,County Treasurer,,,UNDER VOTES,43,18,16,3,6,0
Leon,11,County Treasurer,,,UNDER VOTES,59,16,37,6,0,0
Leon,12,County Treasurer,,,UNDER VOTES,100,15,77,7,1,0
Leon,13,County Treasurer,,,UNDER VOTES,26,14,12,0,0,0
Leon,14,County Treasurer,,,UNDER VOTES,12,9,2,1,0,0
Leon,14A,County Treasurer,,,UNDER VOTES,16,5,6,5,0,0
Leon,11,"County Commissioner, Precinct 2",,REP,David Ferguson,428,168,228,32,0,0
Leon,12,"County Commissioner, Precinct 2",,REP,David Ferguson,371,90,255,26,0,0
Leon,13,"County Commissioner, Precinct 2",,REP,David Ferguson,418,214,146,58,0,0
Leon,11,"County Commissioner, Precinct 2",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"County Commissioner, Precinct 2",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"County Commissioner, Precinct 2",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"County Commissioner, Precinct 2",,,UNDER VOTES,55,18,31,6,0,0
Leon,12,"County Commissioner, Precinct 2",,,UNDER VOTES,92,15,70,6,1,0
Leon,13,"County Commissioner, Precinct 2",,,UNDER VOTES,37,19,17,1,0,0
Leon,4,"County Commissioner, Precinct 4",,REP,David Alan Grimes,463,102,307,54,0,0
Leon,5,"County Commissioner, Precinct 4",,REP,David Alan Grimes,311,141,146,24,0,0
Leon,5A,"County Commissioner, Precinct 4",,REP,David Alan Grimes,31,16,13,2,0,0
Leon,6,"County Commissioner, Precinct 4",,REP,David Alan Grimes,717,173,431,111,1,1
Leon,7,"County Commissioner, Precinct 4",,REP,David Alan Grimes,321,100,194,27,0,0
Leon,4,"County Commissioner, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"County Commissioner, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"County Commissioner, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"County Commissioner, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"County Commissioner, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"County Commissioner, Precinct 4",,,UNDER VOTES,58,10,39,9,0,0
Leon,5,"County Commissioner, Precinct 4",,,UNDER VOTES,39,13,22,0,4,0
Leon,5A,"County Commissioner, Precinct 4",,,UNDER VOTES,1,0,1,0,0,0
Leon,6,"County Commissioner, Precinct 4",,,UNDER VOTES,61,15,33,7,6,0
Leon,7,"County Commissioner, Precinct 4",,,UNDER VOTES,43,11,29,2,1,0
Leon,8,"Justice of the Peace, Precinct 1",,REP,Lori Reid,504,163,307,34,0,0
Leon,9,"Justice of the Peace, Precinct 1",,REP,Lori Reid,174,70,89,14,1,0
Leon,10,"Justice of the Peace, Precinct 1",,REP,Lori Reid,538,247,265,26,0,0
Leon,11,"Justice of the Peace, Precinct 1",,REP,Lori Reid,433,172,229,32,0,0
Leon,12,"Justice of the Peace, Precinct 1",,REP,Lori Reid,362,90,247,25,0,0
Leon,13,"Justice of the Peace, Precinct 1",,REP,Lori Reid,431,221,151,59,0,0
Leon,8,"Justice of the Peace, Precinct 1",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"Justice of the Peace, Precinct 1",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"Justice of the Peace, Precinct 1",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"Justice of the Peace, Precinct 1",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"Justice of the Peace, Precinct 1",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"Justice of the Peace, Precinct 1",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"Justice of the Peace, Precinct 1",,,UNDER VOTES,70,22,42,5,1,0
Leon,9,"Justice of the Peace, Precinct 1",,,UNDER VOTES,17,6,6,3,2,0
Leon,10,"Justice of the Peace, Precinct 1",,,UNDER VOTES,37,14,12,5,6,0
Leon,11,"Justice of the Peace, Precinct 1",,,UNDER VOTES,50,14,30,6,0,0
Leon,12,"Justice of the Peace, Precinct 1",,,UNDER VOTES,101,15,78,7,1,0
Leon,13,"Justice of the Peace, Precinct 1",,,UNDER VOTES,24,12,12,0,0,0
Leon,1,"Justice of the Peace, Precinct 2",,REP,Jack Keeling,750,521,170,58,1,0
Leon,1A,"Justice of the Peace, Precinct 2",,REP,Jack Keeling,116,86,26,4,0,0
Leon,2,"Justice of the Peace, Precinct 2",,REP,Jack Keeling,205,85,112,8,0,0
Leon,3,"Justice of the Peace, Precinct 2",,REP,Jack Keeling,328,172,105,51,0,0
Leon,14,"Justice of the Peace, Precinct 2",,REP,Jack Keeling,118,67,37,14,0,0
Leon,14A,"Justice of the Peace, Precinct 2",,REP,Jack Keeling,106,59,39,8,0,0
Leon,1,"Justice of the Peace, Precinct 2",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"Justice of the Peace, Precinct 2",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"Justice of the Peace, Precinct 2",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"Justice of the Peace, Precinct 2",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"Justice of the Peace, Precinct 2",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"Justice of the Peace, Precinct 2",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"Justice of the Peace, Precinct 2",,,UNDER VOTES,100,59,28,10,3,0
Leon,1A,"Justice of the Peace, Precinct 2",,,UNDER VOTES,12,9,2,1,0,0
Leon,2,"Justice of the Peace, Precinct 2",,,UNDER VOTES,23,8,8,6,1,0
Leon,3,"Justice of the Peace, Precinct 2",,,UNDER VOTES,34,15,17,1,1,0
Leon,14,"Justice of the Peace, Precinct 2",,,UNDER VOTES,11,8,1,2,0,0
Leon,14A,"Justice of the Peace, Precinct 2",,,UNDER VOTES,16,5,6,5,0,0
Leon,4,"Justice of the Peace, Precinct 4",,REP,Lee Weiler,459,102,303,54,0,0
Leon,5,"Justice of the Peace, Precinct 4",,REP,Lee Weiler,304,136,144,24,0,0
Leon,5A,"Justice of the Peace, Precinct 4",,REP,Lee Weiler,31,16,13,2,0,0
Leon,6,"Justice of the Peace, Precinct 4",,REP,Lee Weiler,713,172,429,111,0,1
Leon,7,"Justice of the Peace, Precinct 4",,REP,Lee Weiler,327,100,201,26,0,0
Leon,4,"Justice of the Peace, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"Justice of the Peace, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"Justice of the Peace, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"Justice of the Peace, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"Justice of the Peace, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"Justice of the Peace, Precinct 4",,,UNDER VOTES,62,10,43,9,0,0
Leon,5,"Justice of the Peace, Precinct 4",,,UNDER VOTES,46,18,24,0,4,0
Leon,5A,"Justice of the Peace, Precinct 4",,,UNDER VOTES,1,0,1,0,0,0
Leon,6,"Justice of the Peace, Precinct 4",,,UNDER VOTES,65,16,35,7,7,0
Leon,7,"Justice of the Peace, Precinct 4",,,UNDER VOTES,37,11,22,3,1,0
Leon,4,"Constable, Precinct 4",,REP,David Welch,456,102,301,53,0,0
Leon,5,"Constable, Precinct 4",,REP,David Welch,305,137,144,24,0,0
Leon,5A,"Constable, Precinct 4",,REP,David Welch,31,16,13,2,0,0
Leon,6,"Constable, Precinct 4",,REP,David Welch,710,173,425,111,0,1
Leon,7,"Constable, Precinct 4",,REP,David Welch,325,101,198,26,0,0
Leon,4,"Constable, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"Constable, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"Constable, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"Constable, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"Constable, Precinct 4",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"Constable, Precinct 4",,,UNDER VOTES,65,10,45,10,0,0
Leon,5,"Constable, Precinct 4",,,UNDER VOTES,45,17,24,0,4,0
Leon,5A,"Constable, Precinct 4",,,UNDER VOTES,1,0,1,0,0,0
Leon,6,"Constable, Precinct 4",,,UNDER VOTES,68,15,39,7,7,0
Leon,7,"Constable, Precinct 4",,,UNDER VOTES,39,10,25,3,1,0
