county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day,provisional
Cameron,70,President,,Donald Trump,REP,71,1,46,24,0
Cameron,71,President,,Donald Trump,REP,237,9,142,86,0
Cameron,72,President,,Donald Trump,REP,401,7,301,93,0
Cameron,73,President,,Donald Trump,REP,474,29,317,128,0
Cameron,74,President,,Donald Trump,REP,49,1,38,10,0
Cameron,75,President,,Donald Trump,REP,185,1,114,70,0
Cameron,76,President,,Donald Trump,REP,195,14,135,46,0
Cameron,77,President,,Donald Trump,REP,146,0,88,58,0
Cameron,78,President,,Donald Trump,REP,595,23,423,149,0
Cameron,79,President,,Donald Trump,REP,619,36,419,163,1
Cameron,80,President,,Donald Trump,REP,1081,64,804,212,1
Cameron,81,President,,Donald Trump,REP,106,1,67,38,0
Cameron,82,President,,Donald Trump,REP,34,1,23,10,0
Cameron,83,President,,Donald Trump,REP,260,14,160,86,0
Cameron,84,President,,Donald Trump,REP,457,22,308,127,0
Cameron,85,President,,Donald Trump,REP,111,1,91,19,0
Cameron,86,President,,Donald Trump,REP,116,1,78,37,0
Cameron,87,President,,Donald Trump,REP,392,29,286,75,2
Cameron,95,President,,Donald Trump,REP,71,3,42,26,0
Cameron,96,President,,Donald Trump,REP,126,2,87,37,0
Cameron,97,President,,Donald Trump,REP,79,3,51,25,0
Cameron,98,President,,Donald Trump,REP,570,13,392,164,1
Cameron,99,President,,Donald Trump,REP,0,0,0,0,0
Cameron,100,President,,Donald Trump,REP,618,10,440,168,0
Cameron,101,President,,Donald Trump,REP,135,11,102,22,0
Cameron,102,President,,Donald Trump,REP,215,11,150,54,0
Cameron,103,President,,Donald Trump,REP,51,3,29,19,0
Cameron,104,President,,Donald Trump,REP,33,0,17,16,0
Cameron,105,President,,Donald Trump,REP,9,0,7,2,0
Cameron,106,President,,Donald Trump,REP,386,26,291,69,0
Cameron,107,President,,Donald Trump,REP,59,1,46,12,0
Cameron,108,President,,Donald Trump,REP,0,0,0,0,0
Cameron,109,President,,Donald Trump,REP,0,0,0,0,0
Cameron,1A,President,,Donald Trump,REP,186,26,142,18,0
Cameron,2A,President,,Donald Trump,REP,185,16,126,43,0
Cameron,3A,President,,Donald Trump,REP,45,3,29,13,0
Cameron,4A,President,,Donald Trump,REP,130,6,87,37,0
Cameron,14A,President,,Donald Trump,REP,171,3,112,56,0
Cameron,16A,President,,Donald Trump,REP,68,0,34,34,0
Cameron,17A,President,,Donald Trump,REP,286,8,170,108,0
Cameron,18A,President,,Donald Trump,REP,68,0,46,22,0
Cameron,20A,President,,Donald Trump,REP,184,10,105,69,0
Cameron,22A,President,,Donald Trump,REP,118,5,82,31,0
Cameron,23A,President,,Donald Trump,REP,44,1,30,13,0
Cameron,24A,President,,Donald Trump,REP,114,4,73,36,1
Cameron,25A,President,,Donald Trump,REP,34,2,14,18,0
Cameron,26A,President,,Donald Trump,REP,493,25,343,125,0
Cameron,27A,President,,Donald Trump,REP,137,8,85,44,0
Cameron,28A,President,,Donald Trump,REP,74,2,57,15,0
Cameron,29A,President,,Donald Trump,REP,223,2,139,82,0
Cameron,34A,President,,Donald Trump,REP,48,3,34,11,0
Cameron,40A,President,,Donald Trump,REP,4,0,4,0,0
Cameron,43A,President,,Donald Trump,REP,51,0,29,22,0
Cameron,44A,President,,Donald Trump,REP,0,0,0,0,0
Cameron,50A,President,,Donald Trump,REP,314,14,219,81,0
Cameron,51A,President,,Donald Trump,REP,110,5,60,45,0
Cameron,52A,President,,Donald Trump,REP,4,2,2,0,0
Cameron,53A,President,,Donald Trump,REP,77,1,50,26,0
Cameron,55A,President,,Donald Trump,REP,4,0,4,0,0
Cameron,57A,President,,Donald Trump,REP,136,1,100,35,0
Cameron,58A,President,,Donald Trump,REP,468,18,343,107,0
Cameron,59A,President,,Donald Trump,REP,48,2,22,24,0
Cameron,64A,President,,Donald Trump,REP,38,1,37,0,0
Cameron,65A,President,,Donald Trump,REP,282,13,204,65,0
Cameron,66A,President,,Donald Trump,REP,408,6,291,111,0
Cameron,67A,President,,Donald Trump,REP,33,0,25,8,0
Cameron,74A,President,,Donald Trump,REP,282,3,188,91,0
Cameron,78A,President,,Donald Trump,REP,6,0,5,1,0
Cameron,80A,President,,Donald Trump,REP,206,3,143,60,0
Cameron,81A,President,,Donald Trump,REP,197,5,95,97,0
Cameron,82A,President,,Donald Trump,REP,148,10,74,64,0
Cameron,83A,President,,Donald Trump,REP,0,0,0,0,0
Cameron,84A,President,,Donald Trump,REP,22,0,16,6,0
Cameron,85A,President,,Donald Trump,REP,161,4,104,52,1
Cameron,87A,President,,Donald Trump,REP,146,4,107,35,0
Cameron,95A,President,,Donald Trump,REP,28,0,21,7,0
Cameron,99A,President,,Donald Trump,REP,58,2,25,31,0
Cameron,102A,President,,Donald Trump,REP,90,9,68,13,0
Cameron,Total,President,,Donald Trump,REP,29472,1163,19964,8326,19
Cameron,1,President,,Hillary Clinton,DEM,411,11,296,104,0
Cameron,2,President,,Hillary Clinton,DEM,2,0,2,0,0
Cameron,3,President,,Hillary Clinton,DEM,558,15,411,132,0
Cameron,4,President,,Hillary Clinton,DEM,526,30,368,128,0
Cameron,5,President,,Hillary Clinton,DEM,219,13,129,77,0
Cameron,6,President,,Hillary Clinton,DEM,457,19,281,157,0
Cameron,7,President,,Hillary Clinton,DEM,152,10,102,40,0
Cameron,8,President,,Hillary Clinton,DEM,220,11,121,88,0
Cameron,9,President,,Hillary Clinton,DEM,897,35,552,310,0
Cameron,10,President,,Hillary Clinton,DEM,678,34,395,249,0
Cameron,11,President,,Hillary Clinton,DEM,696,23,405,268,0
Cameron,12,President,,Hillary Clinton,DEM,806,34,524,248,0
Cameron,13,President,,Hillary Clinton,DEM,254,11,169,74,0
Cameron,14,President,,Hillary Clinton,DEM,370,6,232,132,0
Cameron,15,President,,Hillary Clinton,DEM,755,29,493,233,0
Cameron,16,President,,Hillary Clinton,DEM,92,6,65,21,0
Cameron,17,President,,Hillary Clinton,DEM,195,2,62,131,0
Cameron,18,President,,Hillary Clinton,DEM,642,23,392,227,0
Cameron,19,President,,Hillary Clinton,DEM,477,21,320,135,1
Cameron,20,President,,Hillary Clinton,DEM,201,8,124,69,0
Cameron,21,President,,Hillary Clinton,DEM,711,25,446,240,0
Cameron,22,President,,Hillary Clinton,DEM,544,22,313,209,0
Cameron,23,President,,Hillary Clinton,DEM,0,0,0,0,0
Cameron,24,President,,Hillary Clinton,DEM,9,1,5,3,0
Cameron,25,President,,Hillary Clinton,DEM,201,13,69,119,0
Cameron,26,President,,Hillary Clinton,DEM,222,9,158,54,1
Cameron,27,President,,Hillary Clinton,DEM,538,8,255,274,1
Cameron,28,President,,Hillary Clinton,DEM,288,9,175,104,0
Cameron,29,President,,Hillary Clinton,DEM,365,20,259,86,0
Cameron,30,President,,Hillary Clinton,DEM,264,10,185,69,0
Cameron,31,President,,Hillary Clinton,DEM,90,2,60,28,0
Cameron,32,President,,Hillary Clinton,DEM,578,22,383,172,1
Cameron,33,President,,Hillary Clinton,DEM,152,6,94,51,1
Cameron,34,President,,Hillary Clinton,DEM,7,0,7,0,0
Cameron,35,President,,Hillary Clinton,DEM,290,15,189,85,1
Cameron,36,President,,Hillary Clinton,DEM,505,25,344,136,0
Cameron,37,President,,Hillary Clinton,DEM,567,23,298,246,0
Cameron,38,President,,Hillary Clinton,DEM,231,15,159,57,0
Cameron,39,President,,Hillary Clinton,DEM,352,25,175,148,4
Cameron,40,President,,Hillary Clinton,DEM,644,49,371,224,0
Cameron,41,President,,Hillary Clinton,DEM,1197,55,712,430,0
Cameron,42,President,,Hillary Clinton,DEM,332,13,163,156,0
Cameron,43,President,,Hillary Clinton,DEM,256,6,107,142,1
Cameron,44,President,,Hillary Clinton,DEM,677,31,440,206,0
Cameron,45,President,,Hillary Clinton,DEM,695,32,384,279,0
Cameron,46,President,,Hillary Clinton,DEM,1176,36,847,293,0
Cameron,47,President,,Hillary Clinton,DEM,312,14,192,106,0
Cameron,48,President,,Hillary Clinton,DEM,435,12,325,98,0
Cameron,49,President,,Hillary Clinton,DEM,202,14,144,44,0
Cameron,50,President,,Hillary Clinton,DEM,636,28,475,133,0
Cameron,51,President,,Hillary Clinton,DEM,13,1,7,5,0
Cameron,52,President,,Hillary Clinton,DEM,454,31,295,128,0
Cameron,53,President,,Hillary Clinton,DEM,784,10,483,282,9
Cameron,54,President,,Hillary Clinton,DEM,1541,18,1095,428,0
Cameron,55,President,,Hillary Clinton,DEM,923,9,688,224,2
Cameron,56,President,,Hillary Clinton,DEM,453,19,331,103,0
Cameron,57,President,,Hillary Clinton,DEM,22,2,17,3,0
Cameron,58,President,,Hillary Clinton,DEM,288,7,198,83,0
Cameron,59,President,,Hillary Clinton,DEM,27,0,18,9,0
Cameron,60,President,,Hillary Clinton,DEM,264,9,195,60,0
Cameron,61,President,,Hillary Clinton,DEM,730,35,565,130,0
Cameron,62,President,,Hillary Clinton,DEM,1004,37,672,295,0
Cameron,63,President,,Hillary Clinton,DEM,609,29,449,131,0
Cameron,64,President,,Hillary Clinton,DEM,587,25,367,194,1
Cameron,65,President,,Hillary Clinton,DEM,208,2,134,72,0
Cameron,66,President,,Hillary Clinton,DEM,316,14,233,69,0
Cameron,67,President,,Hillary Clinton,DEM,604,19,394,190,1
Cameron,68,President,,Hillary Clinton,DEM,806,7,421,378,0
Cameron,69,President,,Hillary Clinton,DEM,1231,40,809,381,1
Cameron,70,President,,Hillary Clinton,DEM,398,20,238,140,0
Cameron,71,President,,Hillary Clinton,DEM,1244,46,765,433,0
Cameron,72,President,,Hillary Clinton,DEM,1039,19,742,278,0
Cameron,73,President,,Hillary Clinton,DEM,1370,48,998,324,0
Cameron,74,President,,Hillary Clinton,DEM,160,2,112,46,0
Cameron,75,President,,Hillary Clinton,DEM,1017,26,602,389,0
Cameron,76,President,,Hillary Clinton,DEM,383,21,278,84,0
Cameron,77,President,,Hillary Clinton,DEM,1085,25,650,410,0
Cameron,78,President,,Hillary Clinton,DEM,714,34,491,189,0
Cameron,79,President,,Hillary Clinton,DEM,686,31,446,208,1
Cameron,80,President,,Hillary Clinton,DEM,691,34,513,144,0
Cameron,81,President,,Hillary Clinton,DEM,152,6,89,57,0
Cameron,82,President,,Hillary Clinton,DEM,82,1,52,29,0
Cameron,83,President,,Hillary Clinton,DEM,329,19,217,92,1
Cameron,84,President,,Hillary Clinton,DEM,441,21,303,117,0
Cameron,85,President,,Hillary Clinton,DEM,73,3,59,11,0
Cameron,86,President,,Hillary Clinton,DEM,404,9,250,145,0
Cameron,87,President,,Hillary Clinton,DEM,303,23,186,94,0
Cameron,95,President,,Hillary Clinton,DEM,203,2,141,60,0
Cameron,96,President,,Hillary Clinton,DEM,511,27,316,168,0
Cameron,97,President,,Hillary Clinton,DEM,226,11,159,56,0
Cameron,98,President,,Hillary Clinton,DEM,1831,35,1259,531,6
Cameron,99,President,,Hillary Clinton,DEM,1,0,1,0,0
Cameron,100,President,,Hillary Clinton,DEM,1569,34,1101,432,2
Cameron,101,President,,Hillary Clinton,DEM,218,8,152,57,1
Cameron,102,President,,Hillary Clinton,DEM,447,7,331,109,0
Cameron,103,President,,Hillary Clinton,DEM,96,2,56,38,0
Cameron,104,President,,Hillary Clinton,DEM,45,4,30,11,0
Cameron,105,President,,Hillary Clinton,DEM,13,0,8,5,0
Cameron,106,President,,Hillary Clinton,DEM,807,33,579,195,0
Cameron,107,President,,Hillary Clinton,DEM,201,4,155,42,0
Cameron,108,President,,Hillary Clinton,DEM,0,0,0,0,0
Cameron,109,President,,Hillary Clinton,DEM,0,0,0,0,0
Cameron,1A,President,,Hillary Clinton,DEM,80,10,57,13,0
Cameron,2A,President,,Hillary Clinton,DEM,124,13,84,27,0
Cameron,3A,President,,Hillary Clinton,DEM,131,0,88,43,0
Cameron,4A,President,,Hillary Clinton,DEM,367,11,209,146,1
Cameron,14A,President,,Hillary Clinton,DEM,440,13,272,154,1
Cameron,16A,President,,Hillary Clinton,DEM,202,11,100,91,0
Cameron,17A,President,,Hillary Clinton,DEM,912,17,458,437,0
Cameron,18A,President,,Hillary Clinton,DEM,98,4,75,19,0
Cameron,20A,President,,Hillary Clinton,DEM,112,2,62,48,0
Cameron,22A,President,,Hillary Clinton,DEM,191,6,143,42,0
Cameron,23A,President,,Hillary Clinton,DEM,47,0,24,23,0
Cameron,24A,President,,Hillary Clinton,DEM,512,16,292,203,1
Cameron,25A,President,,Hillary Clinton,DEM,69,1,37,31,0
Cameron,26A,President,,Hillary Clinton,DEM,431,14,310,107,0
Cameron,27A,President,,Hillary Clinton,DEM,266,13,150,99,4
Cameron,28A,President,,Hillary Clinton,DEM,57,4,31,22,0
Cameron,29A,President,,Hillary Clinton,DEM,212,3,140,68,1
Cameron,34A,President,,Hillary Clinton,DEM,61,2,43,16,1
Cameron,40A,President,,Hillary Clinton,DEM,11,2,8,1,0
Cameron,43A,President,,Hillary Clinton,DEM,61,0,44,17,0
Cameron,44A,President,,Hillary Clinton,DEM,0,0,0,0,0
Cameron,50A,President,,Hillary Clinton,DEM,519,7,362,150,0
Cameron,51A,President,,Hillary Clinton,DEM,365,12,164,189,0
Cameron,52A,President,,Hillary Clinton,DEM,1,0,1,0,0
Cameron,53A,President,,Hillary Clinton,DEM,351,11,224,115,1
Cameron,55A,President,,Hillary Clinton,DEM,12,0,9,2,1
Cameron,57A,President,,Hillary Clinton,DEM,138,3,89,45,1
Cameron,58A,President,,Hillary Clinton,DEM,490,5,352,133,0
Cameron,59A,President,,Hillary Clinton,DEM,169,1,87,81,0
Cameron,64A,President,,Hillary Clinton,DEM,20,0,20,0,0
Cameron,65A,President,,Hillary Clinton,DEM,583,22,414,147,0
Cameron,66A,President,,Hillary Clinton,DEM,679,22,483,174,0
Cameron,67A,President,,Hillary Clinton,DEM,16,1,11,4,0
Cameron,74A,President,,Hillary Clinton,DEM,1190,13,739,438,0
Cameron,78A,President,,Hillary Clinton,DEM,21,1,16,4,0
Cameron,80A,President,,Hillary Clinton,DEM,270,3,186,81,0
Cameron,81A,President,,Hillary Clinton,DEM,278,13,126,138,1
Cameron,82A,President,,Hillary Clinton,DEM,612,25,331,255,1
Cameron,83A,President,,Hillary Clinton,DEM,1,0,1,0,1
Cameron,84A,President,,Hillary Clinton,DEM,19,0,12,6,1
Cameron,85A,President,,Hillary Clinton,DEM,163,8,121,34,0
Cameron,87A,President,,Hillary Clinton,DEM,135,4,89,42,0
Cameron,95A,President,,Hillary Clinton,DEM,73,1,47,25,0
Cameron,99A,President,,Hillary Clinton,DEM,99,2,47,50,0
Cameron,102A,President,,Hillary Clinton,DEM,127,9,88,30,0
Cameron,Total,President,,Hillary Clinton,DEM,59402,2055,38473,18824,52
Cameron,1,President,,Gary Johnson,LIB,14,4,8,2,0
Cameron,2,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,3,President,,Gary Johnson,LIB,23,0,15,8,0
Cameron,4,President,,Gary Johnson,LIB,16,1,11,4,0
Cameron,5,President,,Gary Johnson,LIB,8,0,4,4,0
Cameron,6,President,,Gary Johnson,LIB,11,0,4,7,0
Cameron,7,President,,Gary Johnson,LIB,10,0,8,2,0
Cameron,8,President,,Gary Johnson,LIB,6,0,5,1,0
Cameron,9,President,,Gary Johnson,LIB,19,2,7,10,0
Cameron,10,President,,Gary Johnson,LIB,14,0,9,5,0
Cameron,11,President,,Gary Johnson,LIB,20,0,12,7,1
Cameron,12,President,,Gary Johnson,LIB,37,0,24,13,0
Cameron,13,President,,Gary Johnson,LIB,5,1,2,2,0
Cameron,14,President,,Gary Johnson,LIB,10,0,6,4,0
Cameron,15,President,,Gary Johnson,LIB,30,3,17,10,0
Cameron,16,President,,Gary Johnson,LIB,6,0,3,3,0
Cameron,17,President,,Gary Johnson,LIB,4,0,1,3,0
Cameron,18,President,,Gary Johnson,LIB,18,2,6,10,0
Cameron,19,President,,Gary Johnson,LIB,23,1,13,9,0
Cameron,20,President,,Gary Johnson,LIB,9,0,6,3,0
Cameron,21,President,,Gary Johnson,LIB,23,0,14,9,0
Cameron,22,President,,Gary Johnson,LIB,27,0,16,11,0
Cameron,23,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,24,President,,Gary Johnson,LIB,1,0,1,0,0
Cameron,25,President,,Gary Johnson,LIB,6,0,4,2,0
Cameron,26,President,,Gary Johnson,LIB,8,0,3,5,0
Cameron,27,President,,Gary Johnson,LIB,17,0,7,10,0
Cameron,28,President,,Gary Johnson,LIB,10,0,5,5,0
Cameron,29,President,,Gary Johnson,LIB,19,0,10,9,0
Cameron,30,President,,Gary Johnson,LIB,16,1,7,8,0
Cameron,31,President,,Gary Johnson,LIB,6,0,2,4,0
Cameron,32,President,,Gary Johnson,LIB,33,1,21,11,0
Cameron,33,President,,Gary Johnson,LIB,6,0,2,4,0
Cameron,34,President,,Gary Johnson,LIB,1,0,1,0,0
Cameron,35,President,,Gary Johnson,LIB,9,1,3,5,0
Cameron,36,President,,Gary Johnson,LIB,30,1,14,14,1
Cameron,37,President,,Gary Johnson,LIB,11,1,6,4,0
Cameron,38,President,,Gary Johnson,LIB,12,2,5,5,0
Cameron,39,President,,Gary Johnson,LIB,14,0,5,9,0
Cameron,40,President,,Gary Johnson,LIB,19,2,12,5,0
Cameron,41,President,,Gary Johnson,LIB,22,0,13,9,0
Cameron,42,President,,Gary Johnson,LIB,8,1,3,4,0
Cameron,43,President,,Gary Johnson,LIB,9,0,5,4,0
Cameron,44,President,,Gary Johnson,LIB,56,7,31,18,0
Cameron,45,President,,Gary Johnson,LIB,11,0,6,5,0
Cameron,46,President,,Gary Johnson,LIB,30,0,18,12,0
Cameron,47,President,,Gary Johnson,LIB,9,2,2,5,0
Cameron,48,President,,Gary Johnson,LIB,18,0,9,9,0
Cameron,49,President,,Gary Johnson,LIB,7,0,5,2,0
Cameron,50,President,,Gary Johnson,LIB,24,2,15,7,0
Cameron,51,President,,Gary Johnson,LIB,1,0,1,0,0
Cameron,52,President,,Gary Johnson,LIB,30,3,21,6,0
Cameron,53,President,,Gary Johnson,LIB,21,0,14,7,0
Cameron,54,President,,Gary Johnson,LIB,74,3,46,25,0
Cameron,55,President,,Gary Johnson,LIB,33,1,20,12,0
Cameron,56,President,,Gary Johnson,LIB,17,0,10,7,0
Cameron,57,President,,Gary Johnson,LIB,1,0,0,1,0
Cameron,58,President,,Gary Johnson,LIB,13,0,10,3,0
Cameron,59,President,,Gary Johnson,LIB,2,0,0,2,0
Cameron,60,President,,Gary Johnson,LIB,7,0,4,3,0
Cameron,61,President,,Gary Johnson,LIB,23,0,16,7,0
Cameron,62,President,,Gary Johnson,LIB,44,2,25,17,0
Cameron,63,President,,Gary Johnson,LIB,15,0,13,2,0
Cameron,64,President,,Gary Johnson,LIB,21,0,10,11,0
Cameron,65,President,,Gary Johnson,LIB,19,0,11,8,0
Cameron,66,President,,Gary Johnson,LIB,7,0,6,1,0
Cameron,67,President,,Gary Johnson,LIB,35,5,12,18,0
Cameron,68,President,,Gary Johnson,LIB,17,0,7,10,0
Cameron,69,President,,Gary Johnson,LIB,26,0,13,13,0
Cameron,70,President,,Gary Johnson,LIB,8,0,5,3,0
Cameron,71,President,,Gary Johnson,LIB,32,0,18,14,0
Cameron,72,President,,Gary Johnson,LIB,46,0,34,12,0
Cameron,73,President,,Gary Johnson,LIB,52,0,37,15,0
Cameron,74,President,,Gary Johnson,LIB,6,0,3,3,0
Cameron,75,President,,Gary Johnson,LIB,39,0,25,14,0
Cameron,76,President,,Gary Johnson,LIB,23,1,17,5,0
Cameron,77,President,,Gary Johnson,LIB,25,0,15,10,0
Cameron,78,President,,Gary Johnson,LIB,34,1,22,11,0
Cameron,79,President,,Gary Johnson,LIB,29,2,20,7,0
Cameron,80,President,,Gary Johnson,LIB,38,2,27,9,0
Cameron,81,President,,Gary Johnson,LIB,5,1,1,3,0
Cameron,82,President,,Gary Johnson,LIB,2,0,2,0,0
Cameron,83,President,,Gary Johnson,LIB,9,0,7,2,0
Cameron,84,President,,Gary Johnson,LIB,31,0,15,16,0
Cameron,85,President,,Gary Johnson,LIB,1,0,0,1,0
Cameron,86,President,,Gary Johnson,LIB,12,0,4,8,0
Cameron,87,President,,Gary Johnson,LIB,18,1,14,3,0
Cameron,95,President,,Gary Johnson,LIB,8,0,3,5,0
Cameron,96,President,,Gary Johnson,LIB,9,0,6,3,0
Cameron,97,President,,Gary Johnson,LIB,6,0,3,3,0
Cameron,98,President,,Gary Johnson,LIB,68,0,43,25,0
Cameron,99,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,100,President,,Gary Johnson,LIB,77,0,51,26,0
Cameron,101,President,,Gary Johnson,LIB,14,2,9,3,0
Cameron,102,President,,Gary Johnson,LIB,14,0,9,5,0
Cameron,103,President,,Gary Johnson,LIB,4,0,2,2,0
Cameron,104,President,,Gary Johnson,LIB,1,0,0,1,0
Cameron,105,President,,Gary Johnson,LIB,3,0,1,2,0
Cameron,106,President,,Gary Johnson,LIB,35,1,29,5,0
Cameron,107,President,,Gary Johnson,LIB,9,0,7,2,0
Cameron,108,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,109,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,1A,President,,Gary Johnson,LIB,7,1,4,2,0
Cameron,2A,President,,Gary Johnson,LIB,5,0,3,2,0
Cameron,3A,President,,Gary Johnson,LIB,5,0,5,0,0
Cameron,4A,President,,Gary Johnson,LIB,16,1,10,5,0
Cameron,14A,President,,Gary Johnson,LIB,22,0,10,12,0
Cameron,16A,President,,Gary Johnson,LIB,6,0,2,4,0
Cameron,17A,President,,Gary Johnson,LIB,32,1,20,11,0
Cameron,18A,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,20A,President,,Gary Johnson,LIB,6,1,3,2,0
Cameron,22A,President,,Gary Johnson,LIB,3,0,2,1,0
Cameron,23A,President,,Gary Johnson,LIB,3,0,2,1,0
Cameron,24A,President,,Gary Johnson,LIB,12,0,7,5,0
Cameron,25A,President,,Gary Johnson,LIB,1,0,1,0,0
Cameron,26A,President,,Gary Johnson,LIB,19,1,11,7,0
Cameron,27A,President,,Gary Johnson,LIB,12,1,7,4,0
Cameron,28A,President,,Gary Johnson,LIB,2,0,0,2,0
Cameron,29A,President,,Gary Johnson,LIB,12,0,6,6,0
Cameron,34A,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,40A,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,43A,President,,Gary Johnson,LIB,4,0,2,2,0
Cameron,44A,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,50A,President,,Gary Johnson,LIB,22,0,18,4,0
Cameron,51A,President,,Gary Johnson,LIB,10,0,5,5,0
Cameron,52A,President,,Gary Johnson,LIB,1,0,1,0,0
Cameron,53A,President,,Gary Johnson,LIB,14,0,11,3,0
Cameron,55A,President,,Gary Johnson,LIB,1,0,1,0,0
Cameron,57A,President,,Gary Johnson,LIB,9,0,4,5,0
Cameron,58A,President,,Gary Johnson,LIB,23,0,17,6,0
Cameron,59A,President,,Gary Johnson,LIB,10,0,5,5,0
Cameron,64A,President,,Gary Johnson,LIB,1,0,1,0,0
Cameron,65A,President,,Gary Johnson,LIB,26,1,16,9,0
Cameron,66A,President,,Gary Johnson,LIB,37,1,30,6,0
Cameron,67A,President,,Gary Johnson,LIB,1,0,0,1,0
Cameron,74A,President,,Gary Johnson,LIB,32,0,23,9,0
Cameron,78A,President,,Gary Johnson,LIB,1,0,1,0,0
Cameron,80A,President,,Gary Johnson,LIB,11,0,5,6,0
Cameron,81A,President,,Gary Johnson,LIB,11,1,3,6,1
Cameron,82A,President,,Gary Johnson,LIB,24,4,13,7,0
Cameron,83A,President,,Gary Johnson,LIB,0,0,0,0,0
Cameron,84A,President,,Gary Johnson,LIB,1,0,0,1,0
Cameron,85A,President,,Gary Johnson,LIB,7,0,4,3,0
Cameron,87A,President,,Gary Johnson,LIB,5,0,3,2,0
Cameron,95A,President,,Gary Johnson,LIB,4,0,2,2,0
Cameron,99A,President,,Gary Johnson,LIB,5,0,3,2,0
Cameron,102A,President,,Gary Johnson,LIB,4,0,2,2,0
Cameron,Total,President,,Gary Johnson,LIB,2236,73,1337,823,3
Cameron,1,President,,Jill Stein,GRN,2,1,1,0,0
Cameron,2,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,3,President,,Jill Stein,GRN,6,0,3,3,0
Cameron,4,President,,Jill Stein,GRN,8,0,5,3,0
Cameron,5,President,,Jill Stein,GRN,3,0,1,2,0
Cameron,6,President,,Jill Stein,GRN,7,0,3,4,0
Cameron,7,President,,Jill Stein,GRN,4,0,3,1,0
Cameron,8,President,,Jill Stein,GRN,2,0,0,2,0
Cameron,9,President,,Jill Stein,GRN,9,0,5,4,0
Cameron,10,President,,Jill Stein,GRN,10,0,4,6,0
Cameron,11,President,,Jill Stein,GRN,6,0,4,2,0
Cameron,12,President,,Jill Stein,GRN,12,1,6,5,0
Cameron,13,President,,Jill Stein,GRN,6,0,4,2,0
Cameron,14,President,,Jill Stein,GRN,3,0,0,1,0
Cameron,15,President,,Jill Stein,GRN,7,0,5,2,0
Cameron,16,President,,Jill Stein,GRN,4,0,4,0,0
Cameron,17,President,,Jill Stein,GRN,1,0,1,0,0
Cameron,18,President,,Jill Stein,GRN,5,0,3,2,0
Cameron,19,President,,Jill Stein,GRN,5,0,5,0,0
Cameron,20,President,,Jill Stein,GRN,3,0,3,0,0
Cameron,21,President,,Jill Stein,GRN,10,0,5,5,0
Cameron,22,President,,Jill Stein,GRN,4,0,3,1,0
Cameron,23,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,24,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,25,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,26,President,,Jill Stein,GRN,4,1,1,2,0
Cameron,27,President,,Jill Stein,GRN,8,0,1,7,0
Cameron,28,President,,Jill Stein,GRN,4,0,2,2,0
Cameron,29,President,,Jill Stein,GRN,9,0,8,1,0
Cameron,30,President,,Jill Stein,GRN,8,0,6,2,0
Cameron,31,President,,Jill Stein,GRN,2,0,0,2,0
Cameron,32,President,,Jill Stein,GRN,8,0,3,5,0
Cameron,33,President,,Jill Stein,GRN,3,0,0,3,0
Cameron,34,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,35,President,,Jill Stein,GRN,3,0,3,0,0
Cameron,36,President,,Jill Stein,GRN,5,0,4,1,0
Cameron,37,President,,Jill Stein,GRN,4,0,2,2,0
Cameron,38,President,,Jill Stein,GRN,4,0,2,2,0
Cameron,39,President,,Jill Stein,GRN,5,0,2,3,0
Cameron,40,President,,Jill Stein,GRN,9,0,3,6,0
Cameron,41,President,,Jill Stein,GRN,11,0,9,2,0
Cameron,42,President,,Jill Stein,GRN,4,0,1,3,0
Cameron,43,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,44,President,,Jill Stein,GRN,11,0,5,6,0
Cameron,45,President,,Jill Stein,GRN,13,0,8,5,0
Cameron,46,President,,Jill Stein,GRN,10,0,6,4,0
Cameron,47,President,,Jill Stein,GRN,2,0,2,0,0
Cameron,48,President,,Jill Stein,GRN,4,0,4,0,0
Cameron,49,President,,Jill Stein,GRN,4,0,3,1,0
Cameron,50,President,,Jill Stein,GRN,7,1,3,3,0
Cameron,51,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,52,President,,Jill Stein,GRN,6,0,4,2,0
Cameron,53,President,,Jill Stein,GRN,11,0,8,3,0
Cameron,54,President,,Jill Stein,GRN,26,2,12,12,0
Cameron,55,President,,Jill Stein,GRN,12,0,9,3,0
Cameron,56,President,,Jill Stein,GRN,8,0,5,3,0
Cameron,57,President,,Jill Stein,GRN,0,0,0,0,0
Cameron,58,President,,Jill Stein,GRN,5,0,3,2,0
