county,precinct,office,district,candidate,party,votes,early_voting_ivo,early_voting_paper,early_voting,election_day,provisional
Williamson,197,President,,Jill Stein / Ajamu Baraka,GRN,26,14,3,17,9,0
Williamson,198,President,,Jill Stein / Ajamu Baraka,GRN,36,24,0,24,11,1
Williamson,201,President,,Jill Stein / Ajamu Baraka,GRN,23,9,0,9,14,0
Williamson,204,President,,Jill Stein / Ajamu Baraka,GRN,32,24,1,25,7,0
Williamson,206,President,,Jill Stein / Ajamu Baraka,GRN,12,10,1,11,1,0
Williamson,207,President,,Jill Stein / Ajamu Baraka,GRN,27,12,0,12,15,0
Williamson,216,President,,Jill Stein / Ajamu Baraka,GRN,20,13,0,13,7,0
Williamson,218,President,,Jill Stein / Ajamu Baraka,GRN,25,17,0,17,8,0
Williamson,253,President,,Jill Stein / Ajamu Baraka,GRN,37,22,2,24,13,0
Williamson,254,President,,Jill Stein / Ajamu Baraka,GRN,27,17,0,17,9,1
Williamson,259,President,,Jill Stein / Ajamu Baraka,GRN,44,24,2,26,18,0
Williamson,264,President,,Jill Stein / Ajamu Baraka,GRN,22,10,0,10,12,0
Williamson,266,President,,Jill Stein / Ajamu Baraka,GRN,38,21,1,22,15,1
Williamson,267,President,,Jill Stein / Ajamu Baraka,GRN,19,13,0,13,6,0
Williamson,273,President,,Jill Stein / Ajamu Baraka,GRN,28,22,1,23,5,0
Williamson,274,President,,Jill Stein / Ajamu Baraka,GRN,48,24,3,27,20,1
Williamson,275,President,,Jill Stein / Ajamu Baraka,GRN,31,17,1,18,13,0
Williamson,277,President,,Jill Stein / Ajamu Baraka,GRN,38,24,2,26,12,0
Williamson,278,President,,Jill Stein / Ajamu Baraka,GRN,50,28,2,30,19,1
Williamson,283,President,,Jill Stein / Ajamu Baraka,GRN,37,26,0,26,11,0
Williamson,287,President,,Jill Stein / Ajamu Baraka,GRN,38,28,2,30,8,0
Williamson,305,President,,Jill Stein / Ajamu Baraka,GRN,7,4,0,4,3,0
Williamson,309,President,,Jill Stein / Ajamu Baraka,GRN,7,2,2,4,3,0
Williamson,310,President,,Jill Stein / Ajamu Baraka,GRN,3,2,0,2,1,0
Williamson,311,President,,Jill Stein / Ajamu Baraka,GRN,5,3,0,3,2,0
Williamson,312,President,,Jill Stein / Ajamu Baraka,GRN,15,10,0,10,5,0
Williamson,314,President,,Jill Stein / Ajamu Baraka,GRN,24,14,1,15,9,0
Williamson,330,President,,Jill Stein / Ajamu Baraka,GRN,22,12,0,12,10,0
Williamson,331,President,,Jill Stein / Ajamu Baraka,GRN,15,9,2,11,4,0
Williamson,332,President,,Jill Stein / Ajamu Baraka,GRN,14,10,0,10,4,0
Williamson,333,President,,Jill Stein / Ajamu Baraka,GRN,28,17,0,17,11,0
Williamson,337,President,,Jill Stein / Ajamu Baraka,GRN,25,17,0,17,8,0
Williamson,339,President,,Jill Stein / Ajamu Baraka,GRN,20,13,0,13,7,0
Williamson,341,President,,Jill Stein / Ajamu Baraka,GRN,13,6,1,7,6,0
Williamson,343,President,,Jill Stein / Ajamu Baraka,GRN,7,3,1,4,3,0
Williamson,344,President,,Jill Stein / Ajamu Baraka,GRN,30,15,0,15,15,0
Williamson,368,President,,Jill Stein / Ajamu Baraka,GRN,14,8,3,11,3,0
Williamson,369,President,,Jill Stein / Ajamu Baraka,GRN,16,11,1,12,4,0
Williamson,370,President,,Jill Stein / Ajamu Baraka,GRN,26,15,1,16,10,0
Williamson,371,President,,Jill Stein / Ajamu Baraka,GRN,34,20,1,21,13,0
Williamson,379,President,,Jill Stein / Ajamu Baraka,GRN,18,13,1,14,3,1
Williamson,381,President,,Jill Stein / Ajamu Baraka,GRN,13,10,1,11,2,0
Williamson,382,President,,Jill Stein / Ajamu Baraka,GRN,6,5,0,5,1,0
Williamson,392,President,,Jill Stein / Ajamu Baraka,GRN,25,14,5,19,5,1
Williamson,394,President,,Jill Stein / Ajamu Baraka,GRN,18,12,3,15,3,0
Williamson,395,President,,Jill Stein / Ajamu Baraka,GRN,11,6,1,7,4,0
Williamson,396,President,,Jill Stein / Ajamu Baraka,GRN,6,6,0,6,0,0
Williamson,402,President,,Jill Stein / Ajamu Baraka,GRN,45,20,1,21,24,0
Williamson,403,President,,Jill Stein / Ajamu Baraka,GRN,13,4,0,4,9,0
Williamson,413,President,,Jill Stein / Ajamu Baraka,GRN,5,1,0,1,4,0
Williamson,415,President,,Jill Stein / Ajamu Baraka,GRN,1,1,0,1,0,0
Williamson,420,President,,Jill Stein / Ajamu Baraka,GRN,31,21,1,22,8,1
Williamson,423,President,,Jill Stein / Ajamu Baraka,GRN,25,20,0,20,5,0
Williamson,424,President,,Jill Stein / Ajamu Baraka,GRN,29,18,0,18,11,0
Williamson,425,President,,Jill Stein / Ajamu Baraka,GRN,1,0,0,0,1,0
Williamson,426,President,,Jill Stein / Ajamu Baraka,GRN,13,10,0,10,3,0
Williamson,427,President,,Jill Stein / Ajamu Baraka,GRN,16,8,1,9,7,0
Williamson,428,President,,Jill Stein / Ajamu Baraka,GRN,9,4,0,4,5,0
Williamson,429,President,,Jill Stein / Ajamu Baraka,GRN,9,9,0,9,0,0
Williamson,434,President,,Jill Stein / Ajamu Baraka,GRN,13,6,1,7,6,0
Williamson,436,President,,Jill Stein / Ajamu Baraka,GRN,5,3,1,4,1,0
Williamson,455,President,,Jill Stein / Ajamu Baraka,GRN,27,16,1,17,10,0
Williamson,456,President,,Jill Stein / Ajamu Baraka,GRN,7,2,0,2,5,0
Williamson,463,President,,Jill Stein / Ajamu Baraka,GRN,43,29,3,32,11,0
Williamson,480,President,,Jill Stein / Ajamu Baraka,GRN,39,26,2,28,11,0
Williamson,484,President,,Jill Stein / Ajamu Baraka,GRN,33,20,0,20,13,0
Williamson,488,President,,Jill Stein / Ajamu Baraka,GRN,27,21,2,23,4,0
Williamson,491,President,,Jill Stein / Ajamu Baraka,GRN,30,22,1,23,7,0
Williamson,119,President,,Write - In,,53,43,1,44,9,0
Williamson,122,President,,Write - In,,52,37,2,39,13,0
Williamson,135,President,,Write - In,,29,19,0,19,10,0
Williamson,138,President,,Write - In,,48,34,3,37,11,0
Williamson,140,President,,Write - In,,36,25,1,26,9,1
Williamson,145,President,,Write - In,,21,10,0,10,11,0
Williamson,146,President,,Write - In,,60,38,0,38,22,0
Williamson,147,President,,Write - In,,55,37,3,40,15,0
Williamson,149,President,,Write - In,,30,15,0,15,15,0
Williamson,150,President,,Write - In,,19,9,0,9,10,0
Williamson,151,President,,Write - In,,30,19,3,22,7,1
Williamson,152,President,,Write - In,,32,23,2,25,7,0
Williamson,160,President,,Write - In,,70,48,4,52,18,0
Williamson,162,President,,Write - In,,34,21,1,22,11,1
Williamson,172,President,,Write - In,,48,35,0,35,13,0
Williamson,182,President,,Write - In,,64,51,1,52,12,0
Williamson,185,President,,Write - In,,20,14,2,16,4,0
Williamson,186,President,,Write - In,,44,26,3,29,15,0
Williamson,189,President,,Write - In,,52,43,0,43,9,0
Williamson,190,President,,Write - In,,83,58,3,61,22,0
Williamson,197,President,,Write - In,,42,33,1,34,8,0
Williamson,198,President,,Write - In,,61,48,5,53,8,0
Williamson,201,President,,Write - In,,79,49,2,51,28,0
Williamson,204,President,,Write - In,,100,69,4,73,26,1
Williamson,206,President,,Write - In,,15,9,1,10,5,0
Williamson,207,President,,Write - In,,51,37,0,37,14,0
Williamson,216,President,,Write - In,,26,19,2,21,5,0
Williamson,218,President,,Write - In,,37,25,2,27,10,0
Williamson,253,President,,Write - In,,74,53,2,55,19,0
Williamson,254,President,,Write - In,,41,27,4,31,9,1
Williamson,259,President,,Write - In,,76,52,0,52,24,0
Williamson,264,President,,Write - In,,49,35,0,35,14,0
Williamson,266,President,,Write - In,,44,29,1,30,13,1
Williamson,267,President,,Write - In,,52,26,4,30,22,0
Williamson,273,President,,Write - In,,32,25,2,27,5,0
Williamson,274,President,,Write - In,,61,37,4,41,20,0
Williamson,275,President,,Write - In,,36,21,6,27,9,0
Williamson,277,President,,Write - In,,103,75,6,81,22,0
Williamson,278,President,,Write - In,,97,66,1,67,30,0
Williamson,283,President,,Write - In,,52,35,2,37,15,0
Williamson,287,President,,Write - In,,67,34,6,40,27,0
Williamson,305,President,,Write - In,,29,17,4,21,8,0
Williamson,309,President,,Write - In,,14,11,0,11,3,0
Williamson,310,President,,Write - In,,8,4,1,5,3,0
Williamson,311,President,,Write - In,,14,7,0,7,7,0
Williamson,312,President,,Write - In,,41,22,5,27,14,0
Williamson,314,President,,Write - In,,25,18,0,18,7,0
Williamson,330,President,,Write - In,,57,33,0,33,24,0
Williamson,331,President,,Write - In,,51,35,3,38,13,0
Williamson,332,President,,Write - In,,82,51,3,54,28,0
Williamson,333,President,,Write - In,,50,34,2,36,14,0
Williamson,337,President,,Write - In,,67,48,0,48,19,0
Williamson,339,President,,Write - In,,32,22,0,22,10,0
Williamson,341,President,,Write - In,,26,22,2,24,2,0
Williamson,343,President,,Write - In,,8,5,1,6,2,0
Williamson,344,President,,Write - In,,70,43,5,48,22,0
Williamson,368,President,,Write - In,,36,26,3,29,7,0
Williamson,369,President,,Write - In,,27,14,1,15,12,0
Williamson,370,President,,Write - In,,42,27,3,30,12,0
Williamson,371,President,,Write - In,,48,27,1,28,20,0
Williamson,379,President,,Write - In,,22,14,2,16,6,0
Williamson,381,President,,Write - In,,49,36,4,40,9,0
Williamson,382,President,,Write - In,,27,21,5,26,1,0
Williamson,392,President,,Write - In,,48,34,3,37,11,0
Williamson,394,President,,Write - In,,51,41,9,50,1,0
Williamson,395,President,,Write - In,,30,14,5,19,11,0
Williamson,396,President,,Write - In,,17,13,3,16,1,0
Williamson,402,President,,Write - In,,45,28,2,30,15,0
Williamson,403,President,,Write - In,,22,19,0,19,3,0
Williamson,413,President,,Write - In,,3,1,1,2,1,0
Williamson,415,President,,Write - In,,9,6,0,6,3,0
Williamson,420,President,,Write - In,,61,42,1,43,18,0
Williamson,423,President,,Write - In,,34,23,4,27,7,0
Williamson,424,President,,Write - In,,79,57,2,59,20,0
Williamson,425,President,,Write - In,,1,1,0,1,0,0
Williamson,426,President,,Write - In,,17,13,0,13,4,0
Williamson,427,President,,Write - In,,27,18,0,18,9,0
Williamson,428,President,,Write - In,,27,20,0,20,7,0
Williamson,429,President,,Write - In,,15,9,0,9,6,0
Williamson,434,President,,Write - In,,24,16,1,17,7,0
Williamson,436,President,,Write - In,,6,3,2,5,1,0
Williamson,455,President,,Write - In,,22,14,1,15,7,0
Williamson,456,President,,Write - In,,10,4,0,4,6,0
Williamson,463,President,,Write - In,,42,25,1,26,16,0
Williamson,480,President,,Write - In,,56,37,2,39,17,0
Williamson,484,President,,Write - In,,59,37,4,41,18,0
Williamson,488,President,,Write - In,,75,56,0,56,19,0
Williamson,491,President,,Write - In,,60,35,6,41,19,0
Williamson,119,U.S. House,31,John Carter ,REP,1211,930,46,976,234,1
Williamson,122,U.S. House,31,John Carter ,REP,1004,785,68,853,151,0
Williamson,135,U.S. House,31,John Carter ,REP,692,486,24,510,179,3
Williamson,138,U.S. House,31,John Carter ,REP,1510,1212,63,1275,232,3
Williamson,140,U.S. House,31,John Carter ,REP,733,592,31,623,110,0
Williamson,145,U.S. House,31,John Carter ,REP,596,423,21,444,151,1
Williamson,146,U.S. House,31,John Carter ,REP,1102,796,44,840,262,0
Williamson,147,U.S. House,31,John Carter ,REP,777,559,38,597,179,1
Williamson,149,U.S. House,31,John Carter ,REP,575,433,20,453,120,2
Williamson,150,U.S. House,31,John Carter ,REP,550,379,27,406,143,1
Williamson,151,U.S. House,31,John Carter ,REP,670,455,45,500,167,3
Williamson,152,U.S. House,31,John Carter ,REP,509,337,18,355,151,3
Williamson,160,U.S. House,31,John Carter ,REP,1442,1204,37,1241,200,1
Williamson,162,U.S. House,31,John Carter ,REP,613,428,36,464,144,5
Williamson,172,U.S. House,31,John Carter ,REP,913,694,53,747,165,1
Williamson,182,U.S. House,31,John Carter ,REP,1843,1471,57,1528,315,0
Williamson,185,U.S. House,31,John Carter ,REP,422,308,24,332,89,1
Williamson,186,U.S. House,31,John Carter ,REP,816,573,36,609,204,3
Williamson,189,U.S. House,31,John Carter ,REP,907,619,32,651,253,3
Williamson,190,U.S. House,31,John Carter ,REP,1942,1539,72,1611,330,1
Williamson,197,U.S. House,31,John Carter ,REP,958,755,36,791,165,2
Williamson,198,U.S. House,31,John Carter ,REP,1413,1175,47,1222,189,2
Williamson,201,U.S. House,31,John Carter ,REP,2241,1732,75,1807,428,6
Williamson,204,U.S. House,31,John Carter ,REP,1957,1494,68,1562,390,5
Williamson,206,U.S. House,31,John Carter ,REP,1460,1022,69,1091,368,1
Williamson,207,U.S. House,31,John Carter ,REP,2570,1803,104,1907,660,3
Williamson,216,U.S. House,31,John Carter ,REP,896,713,17,730,164,2
Williamson,218,U.S. House,31,John Carter ,REP,888,696,47,743,145,0
Williamson,253,U.S. House,31,John Carter ,REP,2255,1639,71,1710,538,7
Williamson,254,U.S. House,31,John Carter ,REP,1190,904,66,970,217,3
Williamson,259,U.S. House,31,John Carter ,REP,2088,1566,63,1629,457,2
Williamson,264,U.S. House,31,John Carter ,REP,1626,1210,52,1262,362,2
Williamson,266,U.S. House,31,John Carter ,REP,1207,892,74,966,239,2
Williamson,267,U.S. House,31,John Carter ,REP,1104,817,44,861,242,1
Williamson,273,U.S. House,31,John Carter ,REP,814,629,29,658,155,1
Williamson,274,U.S. House,31,John Carter ,REP,1121,768,38,806,311,4
Williamson,275,U.S. House,31,John Carter ,REP,682,487,50,537,144,1
Williamson,277,U.S. House,31,John Carter ,REP,2045,1649,60,1709,333,3
Williamson,278,U.S. House,31,John Carter ,REP,1853,1419,66,1485,365,3
Williamson,283,U.S. House,31,John Carter ,REP,1544,1134,55,1189,351,4
Williamson,287,U.S. House,31,John Carter ,REP,1786,1306,79,1385,400,1
Williamson,305,U.S. House,31,John Carter ,REP,1536,1198,94,1292,244,0
Williamson,309,U.S. House,31,John Carter ,REP,679,411,19,430,249,0
Williamson,310,U.S. House,31,John Carter ,REP,818,436,39,475,341,2
Williamson,311,U.S. House,31,John Carter ,REP,886,563,46,609,276,1
Williamson,312,U.S. House,31,John Carter ,REP,1692,1107,75,1182,509,1
Williamson,314,U.S. House,31,John Carter ,REP,1020,743,48,791,226,3
Williamson,330,U.S. House,31,John Carter ,REP,1487,1116,37,1153,334,0
Williamson,331,U.S. House,31,John Carter ,REP,1372,1055,34,1089,279,4
Williamson,332,U.S. House,31,John Carter ,REP,1649,1244,56,1300,347,2
Williamson,333,U.S. House,31,John Carter ,REP,1414,1026,59,1085,328,1
Williamson,337,U.S. House,31,John Carter ,REP,1722,1255,64,1319,399,4
Williamson,339,U.S. House,31,John Carter ,REP,766,561,32,593,172,1
Williamson,341,U.S. House,31,John Carter ,REP,952,716,81,797,153,2
Williamson,343,U.S. House,31,John Carter ,REP,226,132,27,159,67,0
Williamson,344,U.S. House,31,John Carter ,REP,2579,2024,137,2161,417,1
Williamson,368,U.S. House,31,John Carter ,REP,1488,1163,78,1241,245,2
Williamson,369,U.S. House,31,John Carter ,REP,861,619,29,648,211,2
Williamson,370,U.S. House,31,John Carter ,REP,1350,1025,53,1078,270,2
Williamson,371,U.S. House,31,John Carter ,REP,1876,1404,95,1499,374,3
Williamson,379,U.S. House,31,John Carter ,REP,1188,891,130,1021,164,3
Williamson,381,U.S. House,31,John Carter ,REP,2441,1924,183,2107,331,3
Williamson,382,U.S. House,31,John Carter ,REP,1935,1557,278,1835,100,0
Williamson,392,U.S. House,31,John Carter ,REP,2388,1737,264,2001,383,4
Williamson,394,U.S. House,31,John Carter ,REP,3550,2916,431,3347,200,3
Williamson,395,U.S. House,31,John Carter ,REP,1521,1205,74,1279,242,0
Williamson,396,U.S. House,31,John Carter ,REP,1955,1522,296,1818,134,3
Williamson,402,U.S. House,31,John Carter ,REP,1536,1130,39,1169,365,2
Williamson,403,U.S. House,31,John Carter ,REP,780,589,20,609,170,1
Williamson,413,U.S. House,31,John Carter ,REP,244,164,6,170,74,0
Williamson,415,U.S. House,31,John Carter ,REP,815,458,30,488,327,0
Williamson,420,U.S. House,31,John Carter ,REP,1727,1316,47,1363,361,3
Williamson,423,U.S. House,31,John Carter ,REP,989,710,49,759,227,3
Williamson,424,U.S. House,31,John Carter ,REP,2824,2182,91,2273,547,4
Williamson,425,U.S. House,31,John Carter ,REP,230,95,16,111,118,1
Williamson,426,U.S. House,31,John Carter ,REP,733,579,30,609,119,5
Williamson,427,U.S. House,31,John Carter ,REP,945,716,46,762,182,1
Williamson,428,U.S. House,31,John Carter ,REP,1139,861,46,907,232,0
Williamson,429,U.S. House,31,John Carter ,REP,304,205,14,219,84,1
Williamson,434,U.S. House,31,John Carter ,REP,1475,1034,67,1101,372,2
Williamson,436,U.S. House,31,John Carter ,REP,411,305,17,322,88,1
Williamson,455,U.S. House,31,John Carter ,REP,584,436,22,458,126,0
Williamson,456,U.S. House,31,John Carter ,REP,401,316,16,332,69,0
Williamson,463,U.S. House,31,John Carter ,REP,1156,887,44,931,222,3
Williamson,480,U.S. House,31,John Carter ,REP,1349,1060,32,1092,255,2
Williamson,484,U.S. House,31,John Carter ,REP,1628,1254,63,1317,311,0
Williamson,488,U.S. House,31,John Carter ,REP,2138,1656,73,1729,407,2
Williamson,491,U.S. House,31,John Carter ,REP,1557,1214,48,1262,294,1
Williamson,119,U.S. House,31,Mike Clark,DEM,932,711,35,746,184,2
Williamson,122,U.S. House,31,Mike Clark,DEM,674,539,56,595,74,5
Williamson,135,U.S. House,31,Mike Clark,DEM,980,705,39,744,234,2
Williamson,138,U.S. House,31,Mike Clark,DEM,1040,822,39,861,176,3
Williamson,140,U.S. House,31,Mike Clark,DEM,542,451,24,475,63,4
Williamson,145,U.S. House,31,Mike Clark,DEM,852,595,34,629,219,4
Williamson,146,U.S. House,31,Mike Clark,DEM,1818,1441,60,1501,311,6
Williamson,147,U.S. House,31,Mike Clark,DEM,1118,828,54,882,231,5
Williamson,149,U.S. House,31,Mike Clark,DEM,638,473,33,506,132,0
Williamson,150,U.S. House,31,Mike Clark,DEM,702,490,40,530,169,3
Williamson,151,U.S. House,31,Mike Clark,DEM,858,634,34,668,187,3
Williamson,152,U.S. House,31,Mike Clark,DEM,853,572,35,607,244,2
Williamson,160,U.S. House,31,Mike Clark,DEM,1332,1108,40,1148,180,4
Williamson,162,U.S. House,31,Mike Clark,DEM,1009,733,47,780,227,2
Williamson,172,U.S. House,31,Mike Clark,DEM,579,454,41,495,83,1
Williamson,182,U.S. House,31,Mike Clark,DEM,850,709,31,740,109,1
Williamson,185,U.S. House,31,Mike Clark,DEM,599,463,30,493,103,3
Williamson,186,U.S. House,31,Mike Clark,DEM,883,667,32,699,178,6
Williamson,189,U.S. House,31,Mike Clark,DEM,928,739,31,770,157,1
Williamson,190,U.S. House,31,Mike Clark,DEM,1254,1042,80,1122,128,4
Williamson,197,U.S. House,31,Mike Clark,DEM,832,707,30,737,92,3
Williamson,198,U.S. House,31,Mike Clark,DEM,1165,975,50,1025,137,3
Williamson,201,U.S. House,31,Mike Clark,DEM,1656,1368,58,1426,225,5
Williamson,204,U.S. House,31,Mike Clark,DEM,1368,1107,53,1160,206,2
Williamson,206,U.S. House,31,Mike Clark,DEM,343,248,34,282,61,0
Williamson,207,U.S. House,31,Mike Clark,DEM,637,477,38,515,121,1
Williamson,216,U.S. House,31,Mike Clark,DEM,640,503,40,543,96,1
Williamson,218,U.S. House,31,Mike Clark,DEM,1007,814,42,856,146,5
Williamson,253,U.S. House,31,Mike Clark,DEM,1190,870,56,926,261,3
Williamson,254,U.S. House,31,Mike Clark,DEM,791,614,42,656,134,1
Williamson,259,U.S. House,31,Mike Clark,DEM,1274,936,52,988,283,3
Williamson,264,U.S. House,31,Mike Clark,DEM,884,643,24,667,217,0
Williamson,266,U.S. House,31,Mike Clark,DEM,1105,839,60,899,205,1
Williamson,267,U.S. House,31,Mike Clark,DEM,458,352,13,365,93,0
Williamson,273,U.S. House,31,Mike Clark,DEM,753,614,39,653,98,2
Williamson,274,U.S. House,31,Mike Clark,DEM,1458,1071,45,1116,336,6
Williamson,275,U.S. House,31,Mike Clark,DEM,985,722,47,769,213,3
Williamson,277,U.S. House,31,Mike Clark,DEM,1268,1043,63,1106,162,0
Williamson,278,U.S. House,31,Mike Clark,DEM,1463,1185,56,1241,222,0
Williamson,283,U.S. House,31,Mike Clark,DEM,1121,848,60,908,212,1
Williamson,287,U.S. House,31,Mike Clark,DEM,1199,894,90,984,213,2
Williamson,305,U.S. House,31,Mike Clark,DEM,409,333,22,355,53,1
Williamson,309,U.S. House,31,Mike Clark,DEM,195,106,11,117,78,0
Williamson,310,U.S. House,31,Mike Clark,DEM,203,120,16,136,67,0
Williamson,311,U.S. House,31,Mike Clark,DEM,279,194,13,207,72,0
Williamson,312,U.S. House,31,Mike Clark,DEM,544,310,24,334,207,3
Williamson,314,U.S. House,31,Mike Clark,DEM,858,624,61,685,173,0
Williamson,330,U.S. House,31,Mike Clark,DEM,1048,788,42,830,216,2
Williamson,331,U.S. House,31,Mike Clark,DEM,705,535,24,559,144,2
Williamson,332,U.S. House,31,Mike Clark,DEM,774,601,39,640,133,1
Williamson,333,U.S. House,31,Mike Clark,DEM,947,722,45,767,178,2
Williamson,337,U.S. House,31,Mike Clark,DEM,1216,917,51,968,246,2
Williamson,339,U.S. House,31,Mike Clark,DEM,731,548,20,568,162,1
Williamson,341,U.S. House,31,Mike Clark,DEM,372,279,46,325,45,2
Williamson,343,U.S. House,31,Mike Clark,DEM,274,156,28,184,89,1
Williamson,344,U.S. House,31,Mike Clark,DEM,995,767,97,864,131,0
Williamson,368,U.S. House,31,Mike Clark,DEM,489,381,46,427,58,4
Williamson,369,U.S. House,31,Mike Clark,DEM,822,598,50,648,173,1
Williamson,370,U.S. House,31,Mike Clark,DEM,870,665,52,717,153,0
Williamson,371,U.S. House,31,Mike Clark,DEM,882,670,33,703,176,3
Williamson,379,U.S. House,31,Mike Clark,DEM,466,314,71,385,76,5
Williamson,381,U.S. House,31,Mike Clark,DEM,723,553,73,626,96,1
Williamson,382,U.S. House,31,Mike Clark,DEM,820,597,192,789,31,0
Williamson,392,U.S. House,31,Mike Clark,DEM,808,561,119,680,124,4
Williamson,394,U.S. House,31,Mike Clark,DEM,1452,1127,267,1394,57,1
Williamson,395,U.S. House,31,Mike Clark,DEM,428,323,43,366,62,0
Williamson,396,U.S. House,31,Mike Clark,DEM,838,590,209,799,37,2
Williamson,402,U.S. House,31,Mike Clark,DEM,1247,962,27,989,255,3
Williamson,403,U.S. House,31,Mike Clark,DEM,593,451,18,469,124,0
Williamson,413,U.S. House,31,Mike Clark,DEM,100,55,7,62,37,1
Williamson,415,U.S. House,31,Mike Clark,DEM,277,123,21,144,133,0
Williamson,420,U.S. House,31,Mike Clark,DEM,1158,881,32,913,241,4
Williamson,423,U.S. House,31,Mike Clark,DEM,1038,759,38,797,237,4
Williamson,424,U.S. House,31,Mike Clark,DEM,1626,1254,77,1331,291,4
Williamson,425,U.S. House,31,Mike Clark,DEM,105,35,8,43,62,0
Williamson,426,U.S. House,31,Mike Clark,DEM,407,321,15,336,71,0
Williamson,427,U.S. House,31,Mike Clark,DEM,548,404,38,442,103,3
Williamson,428,U.S. House,31,Mike Clark,DEM,524,416,27,443,80,1
Williamson,429,U.S. House,31,Mike Clark,DEM,426,291,18,309,116,1
Williamson,434,U.S. House,31,Mike Clark,DEM,351,218,24,242,109,0
Williamson,436,U.S. House,31,Mike Clark,DEM,81,59,6,65,16,0
Williamson,455,U.S. House,31,Mike Clark,DEM,749,548,43,591,157,1
Williamson,456,U.S. House,31,Mike Clark,DEM,453,301,35,336,117,0
Williamson,463,U.S. House,31,Mike Clark,DEM,1476,1097,65,1162,312,2
Williamson,480,U.S. House,31,Mike Clark,DEM,1444,1123,50,1173,265,6
Williamson,484,U.S. House,31,Mike Clark,DEM,1245,973,47,1020,224,1
Williamson,488,U.S. House,31,Mike Clark,DEM,1426,1137,57,1194,225,7
Williamson,491,U.S. House,31,Mike Clark,DEM,1454,1117,55,1172,278,4
Williamson,119,U.S. House,31,Scott Ballard,LIB,131,96,2,98,32,1
Williamson,122,U.S. House,31,Scott Ballard,LIB,126,89,2,91,34,1
Williamson,135,U.S. House,31,Scott Ballard,LIB,115,73,1,74,40,1
Williamson,138,U.S. House,31,Scott Ballard,LIB,144,91,6,97,47,0
Williamson,140,U.S. House,31,Scott Ballard,LIB,93,69,0,69,24,0
Williamson,145,U.S. House,31,Scott Ballard,LIB,100,64,1,65,35,0
Williamson,146,U.S. House,31,Scott Ballard,LIB,198,134,2,136,61,1
Williamson,147,U.S. House,31,Scott Ballard,LIB,161,100,2,102,58,1
Williamson,149,U.S. House,31,Scott Ballard,LIB,74,48,4,52,21,1
Williamson,150,U.S. House,31,Scott Ballard,LIB,78,43,0,43,35,0
Williamson,151,U.S. House,31,Scott Ballard,LIB,141,82,2,84,55,2
Williamson,152,U.S. House,31,Scott Ballard,LIB,116,61,4,65,51,0
Williamson,160,U.S. House,31,Scott Ballard,LIB,170,124,1,125,45,0
Williamson,162,U.S. House,31,Scott Ballard,LIB,115,69,1,70,45,0
Williamson,172,U.S. House,31,Scott Ballard,LIB,79,60,0,60,19,0
Williamson,182,U.S. House,31,Scott Ballard,LIB,130,93,2,95,34,1
Williamson,185,U.S. House,31,Scott Ballard,LIB,53,33,0,33,19,1
Williamson,186,U.S. House,31,Scott Ballard,LIB,72,48,5,53,18,1
Williamson,189,U.S. House,31,Scott Ballard,LIB,104,65,0,65,39,0
Williamson,190,U.S. House,31,Scott Ballard,LIB,192,146,1,147,45,0
Williamson,197,U.S. House,31,Scott Ballard,LIB,83,59,0,59,24,0
Williamson,198,U.S. House,31,Scott Ballard,LIB,141,108,3,111,30,0
Williamson,201,U.S. House,31,Scott Ballard,LIB,193,138,0,138,55,0
Williamson,204,U.S. House,31,Scott Ballard,LIB,225,160,5,165,59,1
Williamson,206,U.S. House,31,Scott Ballard,LIB,108,67,0,67,41,0
Williamson,207,U.S. House,31,Scott Ballard,LIB,170,99,5,104,65,1
Williamson,216,U.S. House,31,Scott Ballard,LIB,116,85,2,87,29,0
Williamson,218,U.S. House,31,Scott Ballard,LIB,140,97,0,97,43,0
Williamson,253,U.S. House,31,Scott Ballard,LIB,235,157,2,159,76,0
Williamson,254,U.S. House,31,Scott Ballard,LIB,152,100,0,100,50,2
Williamson,259,U.S. House,31,Scott Ballard,LIB,253,155,4,159,94,0
Williamson,264,U.S. House,31,Scott Ballard,LIB,165,109,3,112,53,0
Williamson,266,U.S. House,31,Scott Ballard,LIB,143,100,3,103,40,0
Williamson,267,U.S. House,31,Scott Ballard,LIB,130,83,5,88,42,0
Williamson,273,U.S. House,31,Scott Ballard,LIB,129,84,4,88,41,0
Williamson,274,U.S. House,31,Scott Ballard,LIB,174,111,2,113,59,2
Williamson,275,U.S. House,31,Scott Ballard,LIB,110,70,2,72,38,0
Williamson,277,U.S. House,31,Scott Ballard,LIB,191,135,4,139,52,0
Williamson,278,U.S. House,31,Scott Ballard,LIB,268,188,6,194,72,2
Williamson,283,U.S. House,31,Scott Ballard,LIB,191,136,4,140,51,0
Williamson,287,U.S. House,31,Scott Ballard,LIB,192,120,2,122,70,0
Williamson,305,U.S. House,31,Scott Ballard,LIB,85,56,9,65,20,0
Williamson,309,U.S. House,31,Scott Ballard,LIB,45,23,1,24,21,0
Williamson,310,U.S. House,31,Scott Ballard,LIB,51,28,2,30,21,0
Williamson,311,U.S. House,31,Scott Ballard,LIB,68,40,2,42,26,0
Williamson,312,U.S. House,31,Scott Ballard,LIB,118,63,3,66,52,0
Williamson,314,U.S. House,31,Scott Ballard,LIB,118,82,2,84,34,0
