county,precinct,office,district,party,candidate,election_day,early_voting_person,early_voting_mail,early_voting,votes
Victoria,17,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,6,1,1,2,8
Victoria,18,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,515,1134,150,1284,1799
Victoria,18,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",115,246,44,290,405
Victoria,18,Judge Court Criminal Appeals Pl 2,,,Mark Ash,20,39,4,43,63
Victoria,18,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,10,7,2,9,19
Victoria,19,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,251,596,85,681,932
Victoria,19,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",143,281,45,326,469
Victoria,19,Judge Court Criminal Appeals Pl 2,,,Mark Ash,18,26,1,27,45
Victoria,19,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,8,13,1,14,22
Victoria,20,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,138,498,45,543,681
Victoria,20,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",44,74,23,97,141
Victoria,20,Judge Court Criminal Appeals Pl 2,,,Mark Ash,9,12,1,13,22
Victoria,20,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,1,2,0,2,3
Victoria,21,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,410,1227,210,1437,1847
Victoria,21,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",119,302,67,369,488
Victoria,21,Judge Court Criminal Appeals Pl 2,,,Mark Ash,33,39,4,43,76
Victoria,21,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,11,8,1,9,20
Victoria,22,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,388,544,63,607,995
Victoria,22,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",38,51,11,62,100
Victoria,22,Judge Court Criminal Appeals Pl 2,,,Mark Ash,11,14,3,17,28
Victoria,22,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,4,2,0,2,6
Victoria,23,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,268,461,49,510,778
Victoria,23,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",49,85,17,102,151
Victoria,23,Judge Court Criminal Appeals Pl 2,,,Mark Ash,20,21,0,21,41
Victoria,23,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,7,6,1,7,14
Victoria,24,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,200,540,73,613,813
Victoria,24,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",17,72,12,84,101
Victoria,24,Judge Court Criminal Appeals Pl 2,,,Mark Ash,4,16,0,16,20
Victoria,24,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,4,4,0,4,8
Victoria,25,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,329,1013,178,1191,1520
Victoria,25,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",136,378,66,444,580
Victoria,25,Judge Court Criminal Appeals Pl 2,,,Mark Ash,29,36,3,39,68
Victoria,25,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,10,14,3,17,27
Victoria,26,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,197,251,30,281,478
Victoria,26,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",79,60,12,72,151
Victoria,26,Judge Court Criminal Appeals Pl 2,,,Mark Ash,11,10,0,10,21
Victoria,26,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,4,2,2,4,8
Victoria,27,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,407,426,43,469,876
Victoria,27,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",37,38,10,48,85
Victoria,27,Judge Court Criminal Appeals Pl 2,,,Mark Ash,8,10,0,10,18
Victoria,27,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,3,1,1,2,5
Victoria,28,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,144,101,25,126,270
Victoria,28,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",26,21,5,26,52
Victoria,28,Judge Court Criminal Appeals Pl 2,,,Mark Ash,1,3,0,3,4
Victoria,28,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,0,0,0,0,0
Victoria,29,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,320,895,140,1035,1355
Victoria,29,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",93,232,28,260,353
Victoria,29,Judge Court Criminal Appeals Pl 2,,,Mark Ash,17,44,0,44,61
Victoria,29,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,3,2,0,2,5
Victoria,30,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,72,97,22,119,191
Victoria,30,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",32,50,8,58,90
Victoria,30,Judge Court Criminal Appeals Pl 2,,,Mark Ash,5,4,0,4,9
Victoria,30,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,3,1,0,1,4
Victoria,31,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,84,141,24,165,249
Victoria,31,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",39,105,32,137,176
Victoria,31,Judge Court Criminal Appeals Pl 2,,,Mark Ash,8,6,2,8,16
Victoria,31,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,3,2,3,5,8
Victoria,32,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,77,121,25,146,223
Victoria,32,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",136,155,32,187,323
Victoria,32,Judge Court Criminal Appeals Pl 2,,,Mark Ash,14,18,1,19,33
Victoria,32,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,6,5,0,5,11
Victoria,33,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,438,1527,288,1815,2253
Victoria,33,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",118,320,65,385,503
Victoria,33,Judge Court Criminal Appeals Pl 2,,,Mark Ash,32,53,6,59,91
Victoria,33,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,9,6,0,6,15
Victoria,34,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,69,50,9,59,128
Victoria,34,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",133,109,34,143,276
Victoria,34,Judge Court Criminal Appeals Pl 2,,,Mark Ash,4,4,0,4,8
Victoria,34,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,6,2,2,4,10
Victoria,35,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,19,33,4,37,56
Victoria,35,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",55,38,9,47,102
Victoria,35,Judge Court Criminal Appeals Pl 2,,,Mark Ash,3,0,0,0,3
Victoria,35,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,1,2,0,2,3
Victoria,1,Judge Court Criminal Appeals Pl 5,,,Scott Walker,29,42,13,55,84
Victoria,1,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,37,65,24,89,126
Victoria,1,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",3,2,0,2,5
Victoria,1,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,11,7,2,9,20
Victoria,2,Judge Court Criminal Appeals Pl 5,,,Scott Walker,86,206,20,226,312
Victoria,2,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,44,126,17,143,187
Victoria,2,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",6,9,1,10,16
Victoria,2,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,7,3,0,3,10
Victoria,3,Judge Court Criminal Appeals Pl 5,,,Scott Walker,109,258,46,304,413
Victoria,3,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,57,123,20,143,200
Victoria,3,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",3,10,4,14,17
Victoria,3,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,7,6,1,7,14
Victoria,4,Judge Court Criminal Appeals Pl 5,,,Scott Walker,73,99,20,119,192
Victoria,4,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,123,149,35,184,307
Victoria,4,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",10,4,1,5,15
Victoria,4,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,16,5,0,5,21
Victoria,5,Judge Court Criminal Appeals Pl 5,,,Scott Walker,131,319,76,395,526
Victoria,5,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,192,274,56,330,522
Victoria,5,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",5,19,2,21,26
Victoria,5,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,17,28,1,29,46
Victoria,6,Judge Court Criminal Appeals Pl 5,,,Scott Walker,15,20,3,23,38
Victoria,6,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,16,39,16,55,71
Victoria,6,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",2,2,0,2,4
Victoria,6,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,0,5,1,6,6
Victoria,7,Judge Court Criminal Appeals Pl 5,,,Scott Walker,106,139,30,169,275
Victoria,7,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,240,285,75,360,600
Victoria,7,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",7,4,1,5,12
Victoria,7,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,14,15,1,16,30
Victoria,8,Judge Court Criminal Appeals Pl 5,,,Scott Walker,146,276,49,325,471
Victoria,8,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,141,211,49,260,401
Victoria,8,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",11,11,1,12,23
Victoria,8,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,22,15,2,17,39
Victoria,9,Judge Court Criminal Appeals Pl 5,,,Scott Walker,103,236,29,265,368
Victoria,9,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,64,115,16,131,195
Victoria,9,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",11,9,2,11,22
Victoria,9,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,6,1,2,3,9
Victoria,10,Judge Court Criminal Appeals Pl 5,,,Scott Walker,159,430,79,509,668
Victoria,10,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,73,192,22,214,287
Victoria,10,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",8,14,1,15,23
Victoria,10,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,10,15,0,15,25
Victoria,11,Judge Court Criminal Appeals Pl 5,,,Scott Walker,84,106,12,118,202
Victoria,11,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,21,25,4,29,50
Victoria,11,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",0,1,1,2,2
Victoria,11,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,2,4,1,5,7
Victoria,12,Judge Court Criminal Appeals Pl 5,,,Scott Walker,74,67,3,70,144
Victoria,12,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,121,66,5,71,192
Victoria,12,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",5,2,0,2,7
Victoria,12,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,3,6,1,7,10
Victoria,13,Judge Court Criminal Appeals Pl 5,,,Scott Walker,106,149,17,166,272
Victoria,13,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,125,205,26,231,356
Victoria,13,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",7,3,0,3,10
Victoria,13,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,15,15,3,18,33
Victoria,14,Judge Court Criminal Appeals Pl 5,,,Scott Walker,220,297,43,340,560
Victoria,14,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,73,109,15,124,197
Victoria,14,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",7,9,1,10,17
Victoria,14,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,12,3,1,4,16
Victoria,15,Judge Court Criminal Appeals Pl 5,,,Scott Walker,20,45,8,53,73
Victoria,15,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,6,11,3,14,20
Victoria,15,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",0,3,0,3,3
Victoria,15,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,0,0,0,0,0
Victoria,16,Judge Court Criminal Appeals Pl 5,,,Scott Walker,64,130,13,143,207
Victoria,16,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,12,36,4,40,52
Victoria,16,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",4,1,0,1,5
Victoria,16,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,0,1,1,2,2
Victoria,17,Judge Court Criminal Appeals Pl 5,,,Scott Walker,64,129,13,142,206
Victoria,17,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,39,50,4,54,93
Victoria,17,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",7,3,1,4,11
Victoria,17,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,9,4,0,4,13
Victoria,18,Judge Court Criminal Appeals Pl 5,,,Scott Walker,518,1137,153,1290,1808
Victoria,18,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,109,242,39,281,390
Victoria,18,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",20,30,3,33,53
Victoria,18,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,14,17,4,21,35
Victoria,19,Judge Court Criminal Appeals Pl 5,,,Scott Walker,249,611,88,699,948
Victoria,19,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,141,268,45,313,454
Victoria,19,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",14,26,1,27,41
Victoria,19,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,15,15,0,15,30
Victoria,20,Judge Court Criminal Appeals Pl 5,,,Scott Walker,142,503,47,550,692
Victoria,20,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,40,75,20,95,135
Victoria,20,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",8,7,1,8,16
Victoria,20,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,2,2,1,3,5
Victoria,21,Judge Court Criminal Appeals Pl 5,,,Scott Walker,412,1252,215,1467,1879
Victoria,21,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,122,282,63,345,467
Victoria,21,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",28,35,2,37,65
Victoria,21,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,13,16,2,18,31
Victoria,22,Judge Court Criminal Appeals Pl 5,,,Scott Walker,385,548,63,611,996
Victoria,22,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,37,49,12,61,98
Victoria,22,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",10,12,1,13,23
Victoria,22,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,7,4,0,4,11
Victoria,23,Judge Court Criminal Appeals Pl 5,,,Scott Walker,279,472,49,521,800
Victoria,23,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,44,81,16,97,141
Victoria,23,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",17,11,1,12,29
Victoria,23,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,6,11,2,13,19
Victoria,24,Judge Court Criminal Appeals Pl 5,,,Scott Walker,204,548,74,622,826
Victoria,24,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,17,72,10,82,99
Victoria,24,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",1,8,0,8,9
Victoria,24,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,3,6,0,6,9
Victoria,25,Judge Court Criminal Appeals Pl 5,,,Scott Walker,320,1019,179,1198,1518
Victoria,25,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,151,366,66,432,583
Victoria,25,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",22,32,2,34,56
Victoria,25,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,11,30,3,33,44
Victoria,26,Judge Court Criminal Appeals Pl 5,,,Scott Walker,203,256,32,288,491
Victoria,26,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,72,56,11,67,139
Victoria,26,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",7,9,1,10,17
Victoria,26,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,10,4,0,4,14
Victoria,27,Judge Court Criminal Appeals Pl 5,,,Scott Walker,415,435,46,481,896
Victoria,27,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,29,35,7,42,71
Victoria,27,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",7,7,0,7,14
Victoria,27,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,2,2,2,4,6
Victoria,28,Judge Court Criminal Appeals Pl 5,,,Scott Walker,147,102,23,125,272
Victoria,28,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,23,19,7,26,49
Victoria,28,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",0,4,0,4,4
Victoria,28,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,0,0,0,0,0
Victoria,29,Judge Court Criminal Appeals Pl 5,,,Scott Walker,325,899,141,1040,1365
Victoria,29,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,90,235,27,262,352
Victoria,29,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",11,30,0,30,41
Victoria,29,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,7,12,0,12,19
Victoria,30,Judge Court Criminal Appeals Pl 5,,,Scott Walker,74,99,24,123,197
Victoria,30,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,28,47,6,53,81
Victoria,30,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",5,5,0,5,10
Victoria,30,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,5,3,1,4,9
Victoria,31,Judge Court Criminal Appeals Pl 5,,,Scott Walker,80,144,23,167,247
Victoria,31,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,39,100,33,133,172
Victoria,31,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",9,5,0,5,14
Victoria,31,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,8,4,4,8,16
Victoria,32,Judge Court Criminal Appeals Pl 5,,,Scott Walker,76,125,25,150,226
Victoria,32,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,135,148,33,181,316
Victoria,32,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",11,13,0,13,24
Victoria,32,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,12,13,0,13,25
Victoria,33,Judge Court Criminal Appeals Pl 5,,,Scott Walker,443,1532,290,1822,2265
Victoria,33,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,106,326,64,390,496
Victoria,33,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",29,38,5,43,72
Victoria,33,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,16,16,1,17,33
Victoria,34,Judge Court Criminal Appeals Pl 5,,,Scott Walker,62,48,10,58,120
Victoria,34,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,132,110,34,144,276
Victoria,34,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",4,3,0,3,7
Victoria,34,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,14,4,2,6,20
Victoria,35,Judge Court Criminal Appeals Pl 5,,,Scott Walker,17,35,3,38,55
Victoria,35,Judge Court Criminal Appeals Pl 5,,,Betsy Johnson,54,33,10,43,97
Victoria,35,Judge Court Criminal Appeals Pl 5,,,"William Bryan Strange, III",1,0,0,0,1
Victoria,35,Judge Court Criminal Appeals Pl 5,,,Judith Sanders-Castro,6,6,0,6,12
Victoria,1,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,35,38,14,52,87
Victoria,1,Judge Court Criminal Appeals Pl 6,,,Robert Burns,38,71,25,96,134
Victoria,1,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,8,7,0,7,15
Victoria,2,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,87,199,18,217,304
Victoria,2,Judge Court Criminal Appeals Pl 6,,,Robert Burns,46,133,20,153,199
Victoria,2,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,7,12,0,12,19
Victoria,3,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,103,250,45,295,398
Victoria,3,Judge Court Criminal Appeals Pl 6,,,Robert Burns,64,129,22,151,215
Victoria,3,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,5,14,3,17,22
Victoria,4,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,76,96,17,113,189
Victoria,4,Judge Court Criminal Appeals Pl 6,,,Robert Burns,123,153,39,192,315
Victoria,4,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,22,9,1,10,32
Victoria,5,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,129,327,70,397,526
Victoria,5,Judge Court Criminal Appeals Pl 6,,,Robert Burns,202,291,60,351,553
Victoria,5,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,12,21,3,24,36
Victoria,6,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,13,21,3,24,37
Victoria,6,Judge Court Criminal Appeals Pl 6,,,Robert Burns,18,44,17,61,79
Victoria,6,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,2,1,0,1,3
Victoria,7,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,108,134,29,163,271
Victoria,7,Judge Court Criminal Appeals Pl 6,,,Robert Burns,245,298,74,372,617
Victoria,7,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,10,9,4,13,23
Victoria,8,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,155,273,47,320,475
Victoria,8,Judge Court Criminal Appeals Pl 6,,,Robert Burns,143,216,51,267,410
Victoria,8,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,21,21,2,23,44
Victoria,9,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,107,232,28,260,367
Victoria,9,Judge Court Criminal Appeals Pl 6,,,Robert Burns,62,120,18,138,200
Victoria,9,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,14,12,3,15,29
Victoria,10,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,156,425,77,502,658
Victoria,10,Judge Court Criminal Appeals Pl 6,,,Robert Burns,81,202,23,225,306
Victoria,10,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,11,18,1,19,30
Victoria,11,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,85,102,12,114,199
Victoria,11,Judge Court Criminal Appeals Pl 6,,,Robert Burns,21,31,4,35,56
Victoria,11,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,1,1,2,3,4
Victoria,12,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,79,65,3,68,147
Victoria,12,Judge Court Criminal Appeals Pl 6,,,Robert Burns,116,72,6,78,194
Victoria,12,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,5,4,0,4,9
Victoria,13,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,111,144,15,159,270
Victoria,13,Judge Court Criminal Appeals Pl 6,,,Robert Burns,129,219,29,248,377
Victoria,13,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,11,7,1,8,19
Victoria,14,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,225,291,38,329,554
Victoria,14,Judge Court Criminal Appeals Pl 6,,,Robert Burns,76,112,20,132,208
Victoria,14,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,10,14,2,16,26
Victoria,15,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,20,45,8,53,73
Victoria,15,Judge Court Criminal Appeals Pl 6,,,Robert Burns,4,11,3,14,18
Victoria,15,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,2,3,0,3,5
Victoria,16,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,62,129,13,142,204
Victoria,16,Judge Court Criminal Appeals Pl 6,,,Robert Burns,13,38,5,43,56
Victoria,16,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,4,2,0,2,6
Victoria,17,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,70,132,12,144,214
Victoria,17,Judge Court Criminal Appeals Pl 6,,,Robert Burns,39,51,6,57,96
Victoria,17,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,10,4,1,5,15
Victoria,18,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,504,1124,148,1272,1776
Victoria,18,Judge Court Criminal Appeals Pl 6,,,Robert Burns,137,252,47,299,436
Victoria,18,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,19,49,4,53,72
Victoria,19,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,249,600,85,685,934
Victoria,19,Judge Court Criminal Appeals Pl 6,,,Robert Burns,150,282,45,327,477
Victoria,19,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,19,32,3,35,54
Victoria,20,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,138,495,48,543,681
Victoria,20,Judge Court Criminal Appeals Pl 6,,,Robert Burns,41,80,20,100,141
Victoria,20,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,12,11,2,13,25
Victoria,21,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,411,1218,211,1429,1840
Victoria,21,Judge Court Criminal Appeals Pl 6,,,Robert Burns,121,322,65,387,508
Victoria,21,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,38,38,5,43,81
Victoria,22,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,382,537,61,598,980
Victoria,22,Judge Court Criminal Appeals Pl 6,,,Robert Burns,43,59,15,74,117
Victoria,22,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,12,16,2,18,30
Victoria,23,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,277,463,50,513,790
Victoria,23,Judge Court Criminal Appeals Pl 6,,,Robert Burns,50,92,16,108,158
Victoria,23,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,17,17,1,18,35
Victoria,24,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,196,544,73,617,813
Victoria,24,Judge Court Criminal Appeals Pl 6,,,Robert Burns,21,76,12,88,109
Victoria,24,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,5,11,0,11,16
Victoria,25,Judge Court Criminal Appeals Pl 6,,,Michael E. Keasler,329,1014,182,1196,1525
Victoria,25,Judge Court Criminal Appeals Pl 6,,,Robert Burns,143,382,68,450,593
Victoria,25,Judge Court Criminal Appeals Pl 6,,,Mark W. Bennett,29,44,1,45,74
