county,precinct,office,district,party,candidate,votes,early_voting_paper,early_voting,election_day_paper,election_day,absentee/provisional
Rockwall,0002,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,181,30,37,44,52,18
Rockwall,002A,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,205,36,32,55,62,20
Rockwall,002B,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,106,6,22,31,42,5
Rockwall,002C,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,139,24,33,34,38,10
Rockwall,0003,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,30,7,4,6,7,6
Rockwall,003A,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,64,11,8,12,32,1
Rockwall,003B,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,175,23,31,46,70,5
Rockwall,003C,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,64,6,17,17,20,4
Rockwall,003D,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,101,17,21,17,37,9
Rockwall,0004,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,62,6,17,17,17,5
Rockwall,004A,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,229,27,47,61,80,14
Rockwall,004B,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,43,7,2,15,13,6
Rockwall,004C,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,83,14,2,26,37,4
Rockwall,0001,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,107,9,27,27,40,4
Rockwall,001A,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,87,7,18,31,21,10
Rockwall,001B,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,79,5,22,20,30,2
Rockwall,001C,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,68,7,21,13,26,1
Rockwall,0002,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,88,7,38,11,27,5
Rockwall,002A,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,90,10,25,20,34,1
Rockwall,002B,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,61,5,18,9,24,5
Rockwall,002C,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,85,9,35,21,17,3
Rockwall,0003,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,28,2,10,3,9,4
Rockwall,003A,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,40,3,14,8,15,0
Rockwall,003B,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,50,2,19,12,15,2
Rockwall,003C,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,35,1,17,9,8,0
Rockwall,003D,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,54,4,18,11,19,2
Rockwall,0004,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,36,5,14,5,10,2
Rockwall,004A,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,92,7,19,25,37,4
Rockwall,004B,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,36,3,8,11,13,1
Rockwall,004C,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,45,3,8,13,17,4
Rockwall,0001,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,210,31,44,44,77,14
Rockwall,001A,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,156,11,20,53,60,12
Rockwall,001B,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,138,20,34,30,39,15
Rockwall,001C,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,121,11,28,22,54,6
Rockwall,0002,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,183,30,38,45,54,16
Rockwall,002A,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,211,32,34,55,70,20
Rockwall,002B,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,103,6,21,28,43,5
Rockwall,002C,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,143,22,36,34,41,10
Rockwall,0003,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,29,7,4,6,6,6
Rockwall,003A,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,70,11,8,15,35,1
Rockwall,003B,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,179,24,30,48,72,5
Rockwall,003C,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,64,6,18,17,19,4
Rockwall,003D,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,105,17,21,17,40,10
Rockwall,0004,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,65,7,16,19,18,5
Rockwall,004A,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,236,26,45,65,85,15
Rockwall,004B,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,44,7,2,15,14,6
Rockwall,004C,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,86,13,2,27,40,4
Rockwall,0001,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,104,11,26,23,39,5
Rockwall,001A,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,80,7,17,27,19,10
Rockwall,001B,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,71,4,19,17,29,2
Rockwall,001C,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,61,7,19,12,22,1
Rockwall,0002,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,86,7,37,10,25,7
Rockwall,002A,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,84,14,23,20,26,1
Rockwall,002B,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,64,5,19,12,23,5
Rockwall,002C,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,81,11,32,21,14,3
Rockwall,0003,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,29,2,10,3,10,4
Rockwall,003A,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,34,3,14,5,12,0
Rockwall,003B,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,46,1,20,10,13,2
Rockwall,003C,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,35,1,16,9,9,0
Rockwall,003D,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,50,4,18,11,16,1
Rockwall,0004,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,33,4,15,3,9,2
Rockwall,004A,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,85,8,21,21,32,3
Rockwall,004B,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,35,3,8,11,12,1
Rockwall,004C,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,42,4,8,12,14,4
Rockwall,0001,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,208,32,44,41,77,14
Rockwall,001A,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,153,12,20,51,58,12
Rockwall,001B,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,135,18,33,28,41,15
Rockwall,001C,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,117,10,27,21,53,6
Rockwall,0002,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,179,30,36,44,52,17
Rockwall,002A,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,208,33,32,55,68,20
Rockwall,002B,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,103,7,21,29,41,5
Rockwall,002C,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,132,22,32,32,36,10
Rockwall,0003,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,30,7,4,6,6,7
Rockwall,003A,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,64,10,8,13,32,1
Rockwall,003B,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,177,24,31,46,70,6
Rockwall,003C,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,66,6,17,18,21,4
Rockwall,003D,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,106,19,21,16,40,10
Rockwall,0004,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,63,7,18,17,16,5
Rockwall,004A,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,229,25,46,62,82,14
Rockwall,004B,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,42,7,2,15,12,6
Rockwall,004C,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,87,15,2,28,37,5
Rockwall,0001,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,106,10,26,26,39,5
Rockwall,001A,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,83,6,17,29,21,10
Rockwall,001B,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,74,6,20,19,27,2
Rockwall,001C,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,65,8,20,13,23,1
Rockwall,0002,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,90,7,39,11,27,6
Rockwall,002A,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,87,13,25,20,28,1
Rockwall,002B,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,64,4,19,11,25,5
Rockwall,002C,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,92,11,36,23,19,3
Rockwall,0003,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,28,2,10,3,10,3
Rockwall,003A,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,40,4,14,7,15,0
Rockwall,003B,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,49,1,19,12,15,2
Rockwall,003C,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,33,1,17,8,7,0
Rockwall,003D,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,49,2,18,12,16,1
Rockwall,0004,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,35,4,13,5,11,2
Rockwall,004A,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,92,9,20,24,35,4
Rockwall,004B,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,37,3,8,11,14,1
Rockwall,004C,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,41,2,8,11,17,3
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",202,32,43,40,74,13
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",151,12,20,51,57,11
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",130,18,31,28,38,15
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",114,10,26,21,51,6
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",176,27,36,43,52,18
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",203,32,31,58,62,20
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",102,6,21,30,40,5
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",129,21,30,31,38,9
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",32,7,4,6,8,7
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",63,10,7,12,33,1
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",173,23,29,47,68,6
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",62,5,16,18,19,4
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",99,16,21,16,37,9
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",62,8,18,17,15,4
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",229,26,48,60,80,15
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",42,7,2,15,12,6
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",86,14,2,27,38,5
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,112,10,27,27,42,6
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,85,6,17,29,22,11
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,79,6,22,19,30,2
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,68,8,21,13,25,1
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,93,10,39,12,27,5
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,92,14,26,17,34,1
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,65,5,19,10,26,5
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,95,12,38,24,17,4
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,26,2,10,3,8,3
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,41,4,15,8,14,0
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,53,2,21,11,17,2
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,37,2,18,8,9,0
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,56,5,18,12,19,2
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,36,3,13,5,12,3
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,92,8,18,26,37,3
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,37,3,8,11,14,1
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,42,3,8,12,16,3
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,209,32,44,43,76,14
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,155,11,21,52,60,11
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,137,18,32,30,42,15
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,121,10,27,23,55,6
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,181,29,38,44,53,17
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,208,31,32,58,67,20
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,101,6,19,28,43,5
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,139,22,34,33,40,10
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,29,7,4,5,6,7
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,68,11,10,12,34,1
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,175,24,31,46,68,6
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,64,5,17,18,20,4
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,105,16,22,17,41,9
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,65,8,19,17,16,5
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,227,27,45,60,80,15
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,41,7,2,14,12,6
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,84,13,2,27,38,4
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,105,10,26,24,40,5
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,81,7,16,28,19,11
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,72,6,21,17,26,2
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,61,8,20,11,21,1
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,88,8,37,11,26,6
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,87,15,25,17,29,1
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,66,5,21,12,23,5
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,85,11,34,22,15,3
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,29,2,10,4,10,3
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,36,3,12,8,13,0
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,51,1,19,12,17,2
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,35,2,17,8,8,0
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,50,5,17,11,15,2
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,33,3,12,5,11,2
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,94,7,21,26,37,3
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,38,3,8,12,14,1
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,44,4,8,12,16,4
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,203,32,43,40,75,13
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,151,11,20,51,58,11
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,130,17,31,28,39,15
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,114,10,27,21,50,6
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,176,27,37,43,53,16
