county,precinct,office,district,party,candidate,votes,early_voting_paper,early_voting,election_day_paper,election_day,absentee/provisional
Rockwall,004C,State Representative,33,DEM,UNDER VOTES,29,1,7,8,13,0
Rockwall,0001,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,207,32,45,42,75,13
Rockwall,001A,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,150,11,19,50,58,12
Rockwall,001B,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,137,19,35,29,39,15
Rockwall,001C,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,114,10,26,20,52,6
Rockwall,0002,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,182,30,39,45,52,16
Rockwall,002A,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,199,36,32,50,62,19
Rockwall,002B,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,103,6,23,28,41,5
Rockwall,002C,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,135,20,33,35,37,10
Rockwall,0003,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,28,7,4,5,5,7
Rockwall,003A,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,63,11,7,12,32,1
Rockwall,003B,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,171,23,32,44,67,5
Rockwall,003C,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,65,6,17,18,20,4
Rockwall,003D,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,107,16,22,18,42,9
Rockwall,0004,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,64,8,18,17,16,5
Rockwall,004A,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,229,27,46,60,81,15
Rockwall,004B,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,41,6,2,15,12,6
Rockwall,004C,"Justice, 5th Court of Appeals District, Place 4",,DEM,Gena Slaughter,79,12,2,24,36,5
Rockwall,0001,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Justice, 5th Court of Appeals District, Place 4",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,107,10,25,25,41,6
Rockwall,001A,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,86,7,18,30,21,10
Rockwall,001B,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,72,5,18,18,29,2
Rockwall,001C,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,68,8,21,14,24,1
Rockwall,0002,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,87,7,36,10,27,7
Rockwall,002A,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,96,10,25,25,34,2
Rockwall,002B,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,64,5,17,12,25,5
Rockwall,002C,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,89,13,35,20,18,3
Rockwall,0003,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,30,2,10,4,11,3
Rockwall,003A,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,41,3,15,8,15,0
Rockwall,003B,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,54,2,18,14,18,2
Rockwall,003C,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,34,1,17,8,8,0
Rockwall,003D,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,47,5,17,10,14,1
Rockwall,0004,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,34,3,13,5,11,2
Rockwall,004A,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,92,7,20,26,36,3
Rockwall,004B,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,38,4,8,11,14,1
Rockwall,004C,"Justice, 5th Court of Appeals District, Place 4",,DEM,UNDER VOTES,49,5,8,15,18,3
Rockwall,0001,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,216,32,46,43,81,14
Rockwall,001A,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,157,11,21,53,60,12
Rockwall,001B,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,138,20,33,31,39,15
Rockwall,001C,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,114,10,24,22,52,6
Rockwall,0002,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,185,31,41,44,53,16
Rockwall,002A,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,212,34,33,55,71,19
Rockwall,002B,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,105,6,23,30,41,5
Rockwall,002C,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,138,22,34,33,39,10
Rockwall,0003,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,31,7,4,6,7,7
Rockwall,003A,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,70,10,8,13,38,1
Rockwall,003B,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,182,24,32,49,71,6
Rockwall,003C,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,66,6,18,17,21,4
Rockwall,003D,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,105,16,22,17,41,9
Rockwall,0004,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,69,8,19,20,17,5
Rockwall,004A,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,237,26,45,65,86,15
Rockwall,004B,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,43,7,2,15,13,6
Rockwall,004C,"Justice, 5th Court of Appeals District, Place 7",,DEM,Dennise Garcia,84,14,2,24,39,5
Rockwall,0001,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Justice, 5th Court of Appeals District, Place 7",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,98,10,24,24,35,5
Rockwall,001A,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,79,7,16,27,19,10
Rockwall,001B,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,71,4,20,16,29,2
Rockwall,001C,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,68,8,23,12,24,1
Rockwall,0002,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,84,6,34,11,26,7
Rockwall,002A,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,83,12,24,20,25,2
Rockwall,002B,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,62,5,17,10,25,5
Rockwall,002C,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,86,11,34,22,16,3
Rockwall,0003,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,27,2,10,3,9,3
Rockwall,003A,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,34,4,14,7,9,0
Rockwall,003B,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,44,1,18,9,14,2
Rockwall,003C,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,33,1,16,9,7,0
Rockwall,003D,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,49,5,17,11,15,1
Rockwall,0004,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,29,3,12,2,10,2
Rockwall,004A,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,84,8,21,21,31,3
Rockwall,004B,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,36,3,8,11,13,1
Rockwall,004C,"Justice, 5th Court of Appeals District, Place 7",,DEM,UNDER VOTES,44,3,8,15,15,3
Rockwall,0003,"Justice of the Peace, Precinct 3",,DEM,Tim Wells,31,8,3,6,7,7
Rockwall,003A,"Justice of the Peace, Precinct 3",,DEM,Tim Wells,69,12,8,13,35,1
Rockwall,003B,"Justice of the Peace, Precinct 3",,DEM,Tim Wells,181,24,33,46,73,5
Rockwall,003C,"Justice of the Peace, Precinct 3",,DEM,Tim Wells,67,6,18,17,22,4
Rockwall,003D,"Justice of the Peace, Precinct 3",,DEM,Tim Wells,106,16,22,18,42,8
Rockwall,0003,"Justice of the Peace, Precinct 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Justice of the Peace, Precinct 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Justice of the Peace, Precinct 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Justice of the Peace, Precinct 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Justice of the Peace, Precinct 3",,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Justice of the Peace, Precinct 3",,DEM,UNDER VOTES,27,1,11,3,9,3
Rockwall,003A,"Justice of the Peace, Precinct 3",,DEM,UNDER VOTES,35,2,14,7,12,0
Rockwall,003B,"Justice of the Peace, Precinct 3",,DEM,UNDER VOTES,44,1,17,12,12,2
Rockwall,003C,"Justice of the Peace, Precinct 3",,DEM,UNDER VOTES,32,1,16,9,6,0
Rockwall,003D,"Justice of the Peace, Precinct 3",,DEM,UNDER VOTES,48,5,17,10,14,2
Rockwall,0001,Referenda Item #1,,DEM,For,266,37,55,54,106,14
Rockwall,001A,Referenda Item #1,,DEM,For,200,17,24,67,75,17
Rockwall,001B,Referenda Item #1,,DEM,For,176,22,42,39,57,16
Rockwall,001C,Referenda Item #1,,DEM,For,154,16,36,30,66,6
Rockwall,0002,Referenda Item #1,,DEM,For,245,37,65,51,73,19
Rockwall,002A,Referenda Item #1,,DEM,For,256,39,44,66,87,20
Rockwall,002B,Referenda Item #1,,DEM,For,139,9,30,38,55,7
Rockwall,002C,Referenda Item #1,,DEM,For,182,29,53,43,46,11
Rockwall,0003,Referenda Item #1,,DEM,For,39,8,5,4,12,10
Rockwall,003A,Referenda Item #1,,DEM,For,86,12,12,18,43,1
Rockwall,003B,Referenda Item #1,,DEM,For,205,25,39,52,82,7
Rockwall,003C,Referenda Item #1,,DEM,For,76,6,21,20,26,3
Rockwall,003D,Referenda Item #1,,DEM,For,118,17,28,22,41,10
Rockwall,0004,Referenda Item #1,,DEM,For,83,10,22,21,25,5
Rockwall,004A,Referenda Item #1,,DEM,For,274,30,54,72,101,17
Rockwall,004B,Referenda Item #1,,DEM,For,64,9,2,26,22,5
Rockwall,004C,Referenda Item #1,,DEM,For,102,15,2,31,47,7
Rockwall,0001,Referenda Item #1,,DEM,Against,23,2,4,8,6,3
Rockwall,001A,Referenda Item #1,,DEM,Against,14,1,4,6,3,0
Rockwall,001B,Referenda Item #1,,DEM,Against,16,1,3,7,5,0
Rockwall,001C,Referenda Item #1,,DEM,Against,12,0,3,3,6,0
Rockwall,0002,Referenda Item #1,,DEM,Against,10,0,3,1,3,3
Rockwall,002A,Referenda Item #1,,DEM,Against,13,3,2,2,6,0
Rockwall,002B,Referenda Item #1,,DEM,Against,13,2,2,0,7,2
Rockwall,002C,Referenda Item #1,,DEM,Against,21,1,6,5,8,1
Rockwall,0003,Referenda Item #1,,DEM,Against,2,1,1,0,0,0
Rockwall,003A,Referenda Item #1,,DEM,Against,6,1,3,0,2,0
Rockwall,003B,Referenda Item #1,,DEM,Against,5,0,2,2,1,0
Rockwall,003C,Referenda Item #1,,DEM,Against,6,0,2,3,1,0
Rockwall,003D,Referenda Item #1,,DEM,Against,16,2,2,2,10,0
Rockwall,0004,Referenda Item #1,,DEM,Against,6,1,1,1,1,2
Rockwall,004A,Referenda Item #1,,DEM,Against,24,4,4,7,9,0
Rockwall,004B,Referenda Item #1,,DEM,Against,3,0,1,0,2,0
Rockwall,004C,Referenda Item #1,,DEM,Against,12,1,1,5,4,1
Rockwall,0001,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,Referenda Item #1,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,Referenda Item #1,,DEM,UNDER VOTES,25,3,11,5,4,2
Rockwall,001A,Referenda Item #1,,DEM,UNDER VOTES,22,0,9,7,1,5
Rockwall,001B,Referenda Item #1,,DEM,UNDER VOTES,17,1,8,1,6,1
Rockwall,001C,Referenda Item #1,,DEM,UNDER VOTES,16,2,8,1,4,1
Rockwall,0002,Referenda Item #1,,DEM,UNDER VOTES,14,0,7,3,3,1
Rockwall,002A,Referenda Item #1,,DEM,UNDER VOTES,26,4,11,7,3,1
Rockwall,002B,Referenda Item #1,,DEM,UNDER VOTES,15,0,8,2,4,1
Rockwall,002C,Referenda Item #1,,DEM,UNDER VOTES,21,3,9,7,1,1
Rockwall,0003,Referenda Item #1,,DEM,UNDER VOTES,17,0,8,5,4,0
Rockwall,003A,Referenda Item #1,,DEM,UNDER VOTES,12,1,7,2,2,0
Rockwall,003B,Referenda Item #1,,DEM,UNDER VOTES,16,0,9,4,2,1
Rockwall,003C,Referenda Item #1,,DEM,UNDER VOTES,17,1,11,3,1,1
Rockwall,003D,Referenda Item #1,,DEM,UNDER VOTES,20,2,9,4,5,0
Rockwall,0004,Referenda Item #1,,DEM,UNDER VOTES,9,0,8,0,1,0
Rockwall,004A,Referenda Item #1,,DEM,UNDER VOTES,23,0,8,7,7,1
Rockwall,004B,Referenda Item #1,,DEM,UNDER VOTES,12,1,7,0,2,2
Rockwall,004C,Referenda Item #1,,DEM,UNDER VOTES,14,1,7,3,3,0
Rockwall,0001,Referenda Item #2,,DEM,For,269,37,54,57,104,17
Rockwall,001A,Referenda Item #2,,DEM,For,207,16,27,68,75,21
Rockwall,001B,Referenda Item #2,,DEM,For,177,19,43,39,59,17
Rockwall,001C,Referenda Item #2,,DEM,For,152,13,34,31,68,6
Rockwall,0002,Referenda Item #2,,DEM,For,237,35,62,48,70,22
Rockwall,002A,Referenda Item #2,,DEM,For,261,36,45,69,90,21
Rockwall,002B,Referenda Item #2,,DEM,For,147,10,31,37,59,10
Rockwall,002C,Referenda Item #2,,DEM,For,186,28,52,42,52,12
Rockwall,0003,Referenda Item #2,,DEM,For,38,7,5,4,12,10
Rockwall,003A,Referenda Item #2,,DEM,For,79,12,12,16,38,1
Rockwall,003B,Referenda Item #2,,DEM,For,198,24,36,53,78,7
Rockwall,003C,Referenda Item #2,,DEM,For,80,6,22,22,26,4
Rockwall,003D,Referenda Item #2,,DEM,For,133,19,27,25,53,9
Rockwall,0004,Referenda Item #2,,DEM,For,82,10,21,21,25,5
Rockwall,004A,Referenda Item #2,,DEM,For,276,28,52,76,106,14
Rockwall,004B,Referenda Item #2,,DEM,For,67,10,2,24,25,6
Rockwall,004C,Referenda Item #2,,DEM,For,109,16,2,34,49,8
Rockwall,0001,Referenda Item #2,,DEM,Against,15,2,4,2,6,1
Rockwall,001A,Referenda Item #2,,DEM,Against,5,0,1,1,3,0
Rockwall,001B,Referenda Item #2,,DEM,Against,8,0,1,5,2,0
Rockwall,001C,Referenda Item #2,,DEM,Against,7,1,3,1,2,0
Rockwall,0002,Referenda Item #2,,DEM,Against,10,0,4,2,3,1
Rockwall,002A,Referenda Item #2,,DEM,Against,9,3,2,1,3,0
Rockwall,002B,Referenda Item #2,,DEM,Against,7,0,2,2,3,0
Rockwall,002C,Referenda Item #2,,DEM,Against,7,0,4,2,1,0
Rockwall,0003,Referenda Item #2,,DEM,Against,3,1,1,1,0,0
Rockwall,003A,Referenda Item #2,,DEM,Against,9,2,1,1,5,0
Rockwall,003B,Referenda Item #2,,DEM,Against,8,0,4,0,4,0
Rockwall,003C,Referenda Item #2,,DEM,Against,2,0,1,0,1,0
Rockwall,003D,Referenda Item #2,,DEM,Against,5,0,2,1,1,1
Rockwall,0004,Referenda Item #2,,DEM,Against,5,1,1,1,2,0
Rockwall,004A,Referenda Item #2,,DEM,Against,18,3,4,5,4,2
Rockwall,004B,Referenda Item #2,,DEM,Against,2,0,1,1,0,0
Rockwall,004C,Referenda Item #2,,DEM,Against,6,1,1,2,2,0
Rockwall,0001,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,Referenda Item #2,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,Referenda Item #2,,DEM,UNDER VOTES,30,3,12,8,6,1
Rockwall,001A,Referenda Item #2,,DEM,UNDER VOTES,24,2,9,11,1,1
Rockwall,001B,Referenda Item #2,,DEM,UNDER VOTES,24,5,9,3,7,0
Rockwall,001C,Referenda Item #2,,DEM,UNDER VOTES,23,4,10,2,6,1
Rockwall,0002,Referenda Item #2,,DEM,UNDER VOTES,22,2,9,5,6,0
Rockwall,002A,Referenda Item #2,,DEM,UNDER VOTES,25,7,10,5,3,0
Rockwall,002B,Referenda Item #2,,DEM,UNDER VOTES,13,1,7,1,4,0
Rockwall,002C,Referenda Item #2,,DEM,UNDER VOTES,31,5,12,11,2,1
Rockwall,0003,Referenda Item #2,,DEM,UNDER VOTES,17,1,8,4,4,0
Rockwall,003A,Referenda Item #2,,DEM,UNDER VOTES,16,0,9,3,4,0
Rockwall,003B,Referenda Item #2,,DEM,UNDER VOTES,20,1,10,5,3,1
Rockwall,003C,Referenda Item #2,,DEM,UNDER VOTES,17,1,11,4,1,0
Rockwall,003D,Referenda Item #2,,DEM,UNDER VOTES,18,2,10,2,2,2
Rockwall,0004,Referenda Item #2,,DEM,UNDER VOTES,11,0,9,0,0,2
Rockwall,004A,Referenda Item #2,,DEM,UNDER VOTES,27,3,10,5,7,2
Rockwall,004B,Referenda Item #2,,DEM,UNDER VOTES,10,0,7,1,1,1
Rockwall,004C,Referenda Item #2,,DEM,UNDER VOTES,13,0,7,3,3,0
Rockwall,0001,Referenda Item #3,,DEM,For,285,39,61,60,107,18
Rockwall,001A,Referenda Item #3,,DEM,For,208,17,27,69,75,20
Rockwall,001B,Referenda Item #3,,DEM,For,175,18,40,42,58,17
Rockwall,001C,Referenda Item #3,,DEM,For,157,14,38,32,67,6
Rockwall,0002,Referenda Item #3,,DEM,For,241,32,64,49,76,20
Rockwall,002A,Referenda Item #3,,DEM,For,263,41,42,70,90,20
Rockwall,002B,Referenda Item #3,,DEM,For,145,10,31,38,56,10
Rockwall,002C,Referenda Item #3,,DEM,For,188,26,57,43,50,12
Rockwall,0003,Referenda Item #3,,DEM,For,38,9,5,4,10,10
Rockwall,003A,Referenda Item #3,,DEM,For,82,14,12,17,38,1
Rockwall,003B,Referenda Item #3,,DEM,For,198,22,40,50,79,7
Rockwall,003C,Referenda Item #3,,DEM,For,79,6,21,22,27,3
Rockwall,003D,Referenda Item #3,,DEM,For,128,17,29,22,50,10
Rockwall,0004,Referenda Item #3,,DEM,For,84,10,22,21,26,5
Rockwall,004A,Referenda Item #3,,DEM,For,285,31,56,76,106,16
Rockwall,004B,Referenda Item #3,,DEM,For,62,8,2,23,23,6
Rockwall,004C,Referenda Item #3,,DEM,For,105,13,2,33,49,8
Rockwall,0001,Referenda Item #3,,DEM,Against,8,1,1,2,4,0
Rockwall,001A,Referenda Item #3,,DEM,Against,6,0,1,2,3,0
Rockwall,001B,Referenda Item #3,,DEM,Against,11,0,6,2,3,0
Rockwall,001C,Referenda Item #3,,DEM,Against,8,1,1,0,6,0
Rockwall,0002,Referenda Item #3,,DEM,Against,11,2,3,2,1,3
Rockwall,002A,Referenda Item #3,,DEM,Against,8,2,2,0,4,0
Rockwall,002B,Referenda Item #3,,DEM,Against,9,0,2,1,6,0
Rockwall,002C,Referenda Item #3,,DEM,Against,9,2,1,3,3,0
Rockwall,0003,Referenda Item #3,,DEM,Against,3,0,1,0,2,0
Rockwall,003A,Referenda Item #3,,DEM,Against,7,0,1,1,5,0
Rockwall,003B,Referenda Item #3,,DEM,Against,13,1,2,5,5,0
Rockwall,003C,Referenda Item #3,,DEM,Against,2,0,1,1,0,0
Rockwall,003D,Referenda Item #3,,DEM,Against,11,2,2,4,3,0
Rockwall,0004,Referenda Item #3,,DEM,Against,5,1,1,1,1,1
Rockwall,004A,Referenda Item #3,,DEM,Against,10,0,2,3,5,0
Rockwall,004B,Referenda Item #3,,DEM,Against,4,1,1,2,0,0
Rockwall,004C,Referenda Item #3,,DEM,Against,8,3,1,3,1,0
Rockwall,0001,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
