county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting,provisional
Kleberg,0044,Proposition 3,,REP,Yes,38,2,22,14,0
Kleberg,0044,Proposition 3,,REP,No,7,0,5,2,0
Kleberg,0044,Proposition 4,,REP,Yes,41,2,24,15,0
Kleberg,0044,Proposition 4,,REP,No,1,0,0,1,0
Kleberg,0045,President,,REP,Donald J. Trump,6,1,3,2,0
Kleberg,0045,President,,REP,Mike Huckabee,0,0,0,0,0
Kleberg,0045,President,,REP,Ted Cruz,14,0,9,5,0
Kleberg,0045,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0045,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0045,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0045,President,,REP,Marco Rubio,7,0,4,3,0
Kleberg,0045,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0045,President,,REP,John R. Kasich,0,0,0,0,0
Kleberg,0045,President,,REP,Jeb Bush,1,0,0,1,0
Kleberg,0045,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0045,President,,REP,Ben Carson,1,0,1,0,0
Kleberg,0045,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0045,President,,REP,Uncommitted,0,0,0,0,0
Kleberg,0045,U.S. House,34,REP,"William ""Willie"" Vaden",6,0,5,1,0
Kleberg,0045,U.S. House,34,REP,Ray Gonzalez Jr,14,1,9,4,0
Kleberg,0045,Railroad Commissioner,,REP,John Greytok,3,0,1,2,0
Kleberg,0045,Railroad Commissioner,,REP,Weston Martinez,9,1,6,2,0
Kleberg,0045,Railroad Commissioner,,REP,Lance N. Christian,2,0,2,0,0
Kleberg,0045,Railroad Commissioner,,REP,Ron Hale,2,0,2,0,0
Kleberg,0045,Railroad Commissioner,,REP,Wayne Christian,1,0,0,1,0
Kleberg,0045,Railroad Commissioner,,REP,Doug Jeffrey,1,0,0,1,0
Kleberg,0045,Railroad Commissioner,,REP,Gary Gates,3,0,3,0,0
Kleberg,0045,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,15,1,10,4,0
Kleberg,0045,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,5,0,4,1,0
Kleberg,0045,"Justice, Supreme Court, Place 5",,REP,Rick Green,12,0,9,3,0
Kleberg,0045,"Justice, Supreme Court, Place 5",,REP,Paul Green,9,1,5,3,0
Kleberg,0045,"Justice, Supreme Court, Place 9",,REP,Joe Pool,3,0,2,1,0
Kleberg,0045,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,18,1,13,4,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,3,0,3,0,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,15,1,9,5,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,3,0,3,0,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,7,0,4,3,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,8,1,4,3,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,1,0,1,0,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,5,0,5,0,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,9,0,5,4,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,12,1,9,2,0
Kleberg,0045,State Representative,43,REP,J. M. Lozano,27,1,14,12,0
Kleberg,0045,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,18,1,13,4,0
Kleberg,0045,District Attorney,,REP,John T. Hubert,25,1,13,11,0
Kleberg,0045,Sheriff,,REP,Richard Kirkpatrick,26,1,13,12,0
Kleberg,0045,County Chairman,,REP,Brandon Wayne Barrera,22,1,13,8,0
Kleberg,0045,Proposition 1,,REP,Yes,12,1,7,4,0
Kleberg,0045,Proposition 1,,REP,No,13,0,7,6,0
Kleberg,0045,Proposition 2,,REP,Yes,15,1,10,4,0
Kleberg,0045,Proposition 2,,REP,No,11,0,5,6,0
Kleberg,0045,Proposition 3,,REP,Yes,16,1,10,5,0
Kleberg,0045,Proposition 3,,REP,No,9,0,5,4,0
Kleberg,0045,Proposition 4,,REP,Yes,19,1,11,7,0
Kleberg,0045,Proposition 4,,REP,No,4,0,3,1,0
