county,precinct,office,district,candidate,party,early_voting,election_day,mail,early_voting_paper,votes
El Paso,003-CANUTILLO MIDDLE,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,510,258,3,30,801
El Paso,003-CANUTILLO MIDDLE,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,511,258,2,30,801
El Paso,003-CANUTILLO MIDDLE,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,503,256,3,30,792
El Paso,003-CANUTILLO MIDDLE,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,497,255,3,30,785
El Paso,003-CANUTILLO MIDDLE,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,508,255,3,30,796
El Paso,003-CANUTILLO MIDDLE,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,508,255,3,29,795
El Paso,003-CANUTILLO MIDDLE,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,501,256,3,30,790
El Paso,003-CANUTILLO MIDDLE,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,515,253,2,30,800
El Paso,003-CANUTILLO MIDDLE,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,519,264,3,28,814
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,504,256,2,29,791
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,498,251,3,29,781
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,504,250,2,29,785
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,499,248,2,29,778
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,505,253,2,29,789
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,507,246,3,29,785
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,507,252,2,29,790
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,503,249,2,29,783
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,501,255,2,29,787
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,505,248,2,29,784
El Paso,003-CANUTILLO MIDDLE,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,493,252,2,29,776
El Paso,003-CANUTILLO MIDDLE,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,496,252,2,29,779
El Paso,003-CANUTILLO MIDDLE,COUNTY CLERK,,DELIA BRIONES,DEM,499,253,3,29,784
El Paso,003-CANUTILLO MIDDLE,COUNTY COMMISSIONER 4,,ANDREW HAGGERTY,REP,261,124,0,16,401
El Paso,003-CANUTILLO MIDDLE,COUNTY COMMISSIONER 4,,CARL L ROBINSON,DEM,458,228,2,26,714
El Paso,003-CANUTILLO MIDDLE,JUSTICE OF THE PEACE 7,,IDA GARDNER,REP,294,149,0,17,460
El Paso,003-CANUTILLO MIDDLE,JUSTICE OF THE PEACE 7,,STEPHANIE FRIETZE,DEM,440,215,2,25,682
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE,,CHRISTIAN CORRALES,NP,82,50,0,4,136
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE,,MAGO ARELLANO,NP,135,87,0,19,241
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE,,MARY YGLESIAS,NP,154,72,0,15,241
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE,,GUSTAVO VASQUEZ,NP,94,66,0,4,164
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE,,L JOHN PORRAS,NP,58,23,0,3,84
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE,,LAURE SEARLS,NP,174,70,0,10,254
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE,,BILLIE RAMOS-RICKNER,NP,63,27,0,7,97
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE,,SALVADOR PAYAN,NP,144,74,0,12,230
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE UNEXPIRED,,ALFONSO L FLORES JR,NP,158,72,0,7,237
El Paso,004-CANUTILLO ELEM,CISD BOARD AT LARGE UNEXPIRED,,SERGIO CORONADO,NP,205,102,0,23,330
El Paso,004-CANUTILLO ELEM,Straight Party,,REPUBLICAN,REP,114,36,0,9,159
El Paso,004-CANUTILLO ELEM,Straight Party,,DEMOCRAT,DEM,199,125,0,15,339
El Paso,004-CANUTILLO ELEM,Straight Party,,LIBERTARIAN,LIB,5,0,0,0,5
El Paso,004-CANUTILLO ELEM,U.S. Senate,,TED CRUZ,REP,171,60,1,11,243
El Paso,004-CANUTILLO ELEM,U.S. Senate,,BETO OROURKE,DEM,327,178,0,23,528
El Paso,004-CANUTILLO ELEM,U.S. Senate,,NEAL M DIKEMAN,LIB,3,3,0,1,7
El Paso,004-CANUTILLO ELEM,U.S. House,16,RICK SEEBERGER,REP,179,63,1,12,255
El Paso,004-CANUTILLO ELEM,U.S. House,16,VERONICA ESCOBAR,DEM,293,160,0,18,471
El Paso,004-CANUTILLO ELEM,U.S. House,16,BEN MENDOZA,IND,21,11,0,4,36
El Paso,004-CANUTILLO ELEM,U.S. House,16,Write-In,NP,2,0,0,0,2
El Paso,004-CANUTILLO ELEM,GOVERNOR,,GREG ABBOTT,REP,201,81,1,14,297
El Paso,004-CANUTILLO ELEM,GOVERNOR,,LUPE VALDEZ,DEM,280,152,0,21,453
El Paso,004-CANUTILLO ELEM,GOVERNOR,,MARK JAY TIPPETTS,LIB,9,2,0,0,11
El Paso,004-CANUTILLO ELEM,Lieutenant Governor,,DAN PATRICK,REP,188,69,0,15,272
El Paso,004-CANUTILLO ELEM,Lieutenant Governor,,MIKE COLLIER,DEM,289,160,0,19,468
El Paso,004-CANUTILLO ELEM,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,10,6,0,0,16
El Paso,004-CANUTILLO ELEM,Attorney General,,KEN PAXTON,REP,180,61,0,14,255
El Paso,004-CANUTILLO ELEM,Attorney General,,JUSTIN NELSON,DEM,294,168,0,20,482
El Paso,004-CANUTILLO ELEM,Attorney General,,MICHAEL RAY HARRIS,LIB,10,5,0,0,15
El Paso,004-CANUTILLO ELEM,Comptroller	of Public Accounts,,GLENN HEGAR,REP,180,57,0,13,250
El Paso,004-CANUTILLO ELEM,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,267,158,0,21,446
El Paso,004-CANUTILLO ELEM,Comptroller	of Public Accounts,,BEN SANDERS,LIB,34,18,0,0,52
El Paso,004-CANUTILLO ELEM,Commissioner of the General Land Office,,GEORGE P BUSH,REP,195,71,0,13,279
El Paso,004-CANUTILLO ELEM,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,269,154,0,19,442
El Paso,004-CANUTILLO ELEM,Commissioner of the General Land Office,,MATT PINA,LIB,19,7,0,2,28
El Paso,004-CANUTILLO ELEM,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,181,61,0,13,255
El Paso,004-CANUTILLO ELEM,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,282,166,0,21,469
El Paso,004-CANUTILLO ELEM,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,15,5,0,0,20
El Paso,004-CANUTILLO ELEM,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,181,63,0,13,257
El Paso,004-CANUTILLO ELEM,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,273,160,0,21,454
El Paso,004-CANUTILLO ELEM,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,24,8,0,0,32
El Paso,004-CANUTILLO ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,181,66,0,13,260
El Paso,004-CANUTILLO ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,300,167,0,21,488
El Paso,004-CANUTILLO ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,188,71,0,14,273
El Paso,004-CANUTILLO ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,291,162,0,20,473
El Paso,004-CANUTILLO ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,184,68,0,14,266
El Paso,004-CANUTILLO ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,290,166,0,20,476
El Paso,004-CANUTILLO ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,183,64,0,12,259
El Paso,004-CANUTILLO ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,282,163,0,21,466
El Paso,004-CANUTILLO ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,11,7,0,1,19
El Paso,004-CANUTILLO ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,189,68,0,13,270
El Paso,004-CANUTILLO ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,286,167,0,21,474
El Paso,004-CANUTILLO ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,226,92,0,13,331
El Paso,004-CANUTILLO ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,107,53,0,10,170
El Paso,004-CANUTILLO ELEM,STATE REPRESENTATIVE,78,JEFFREY LANE,REP,172,60,0,11,243
El Paso,004-CANUTILLO ELEM,STATE REPRESENTATIVE,78,JOE MOODY,DEM,310,178,0,23,511
El Paso,004-CANUTILLO ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,312,184,0,24,520
El Paso,004-CANUTILLO ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,317,184,0,24,525
El Paso,004-CANUTILLO ELEM,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,312,185,0,23,520
El Paso,004-CANUTILLO ELEM,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,312,182,0,23,517
El Paso,004-CANUTILLO ELEM,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,310,180,0,23,513
El Paso,004-CANUTILLO ELEM,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,311,180,0,23,514
El Paso,004-CANUTILLO ELEM,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,307,182,0,23,512
El Paso,004-CANUTILLO ELEM,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,311,183,0,23,517
El Paso,004-CANUTILLO ELEM,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,315,183,0,23,521
El Paso,004-CANUTILLO ELEM,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,323,183,0,22,528
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,308,181,0,23,512
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,306,183,0,24,513
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,304,179,0,22,505
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,313,180,0,22,515
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,310,180,0,22,512
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,315,179,0,23,517
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,310,176,0,22,508
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,307,180,0,23,510
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,315,176,0,22,513
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,312,178,0,23,513
El Paso,004-CANUTILLO ELEM,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,304,177,0,22,503
El Paso,004-CANUTILLO ELEM,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,308,176,0,23,507
El Paso,004-CANUTILLO ELEM,COUNTY CLERK,,DELIA BRIONES,DEM,311,179,0,22,512
El Paso,004-CANUTILLO ELEM,COUNTY COMMISSIONER 4,,ANDREW HAGGERTY,REP,201,78,0,13,292
El Paso,004-CANUTILLO ELEM,COUNTY COMMISSIONER 4,,CARL L ROBINSON,DEM,277,152,0,19,448
El Paso,004-CANUTILLO ELEM,JUSTICE OF THE PEACE 7,,IDA GARDNER,REP,209,78,0,18,305
El Paso,004-CANUTILLO ELEM,JUSTICE OF THE PEACE 7,,STEPHANIE FRIETZE,DEM,275,153,0,16,444
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE,,CHRISTIAN CORRALES,NP,513,138,0,32,683
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE,,MAGO ARELLANO,NP,496,203,0,16,715
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE,,MARY YGLESIAS,NP,656,218,2,34,910
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE,,GUSTAVO VASQUEZ,NP,460,249,0,12,721
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE,,L JOHN PORRAS,NP,327,99,0,17,443
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE,,LAURE SEARLS,NP,635,331,2,46,1014
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE,,BILLIE RAMOS-RICKNER,NP,281,75,0,16,372
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE,,SALVADOR PAYAN,NP,511,210,1,25,747
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE UNEXPIRED,,ALFONSO L FLORES JR,NP,681,332,1,36,1050
El Paso,005-FIRE STATION 2,CISD BOARD AT LARGE UNEXPIRED,,SERGIO CORONADO,NP,828,348,2,36,1214
El Paso,005-FIRE STATION 2,"CITY REP OF EL PASO, DIST 1",,VERONICA RONI FRESCA,NP,569,254,1,22,846
El Paso,005-FIRE STATION 2,"CITY REP OF EL PASO, DIST 1",,PETER SVARZBEIN,NP,494,164,0,32,690
El Paso,005-FIRE STATION 2,"CITY REP OF EL PASO, DIST 1",,CARLOS F CORRAL,NP,340,141,1,17,499
El Paso,005-FIRE STATION 2,"CITY REP OF EL PASO, DIST 1",,RICK BONART,NP,297,145,1,15,458
El Paso,005-FIRE STATION 2,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,1189,501,3,55,1748
El Paso,005-FIRE STATION 2,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,706,257,0,41,1004
El Paso,005-FIRE STATION 2,Straight Party,,REPUBLICAN,REP,469,213,0,21,703
El Paso,005-FIRE STATION 2,Straight Party,,DEMOCRAT,DEM,971,390,1,61,1423
El Paso,005-FIRE STATION 2,Straight Party,,LIBERTARIAN,LIB,12,11,0,6,29
El Paso,005-FIRE STATION 2,U.S. Senate,,TED CRUZ,REP,689,277,1,28,995
El Paso,005-FIRE STATION 2,U.S. Senate,,BETO OROURKE,DEM,1464,557,2,86,2109
El Paso,005-FIRE STATION 2,U.S. Senate,,NEAL M DIKEMAN,LIB,5,17,0,5,27
El Paso,005-FIRE STATION 2,U.S. House,16,RICK SEEBERGER,REP,708,303,1,29,1041
El Paso,005-FIRE STATION 2,U.S. House,16,VERONICA ESCOBAR,DEM,1350,497,2,82,1931
El Paso,005-FIRE STATION 2,U.S. House,16,BEN MENDOZA,IND,67,33,0,4,104
El Paso,005-FIRE STATION 2,U.S. House,16,Write-In,NP,5,2,0,0,7
El Paso,005-FIRE STATION 2,GOVERNOR,,GREG ABBOTT,REP,791,338,1,31,1161
El Paso,005-FIRE STATION 2,GOVERNOR,,LUPE VALDEZ,DEM,1313,471,2,83,1869
El Paso,005-FIRE STATION 2,GOVERNOR,,MARK JAY TIPPETTS,LIB,26,30,0,4,60
El Paso,005-FIRE STATION 2,Lieutenant Governor,,DAN PATRICK,REP,737,306,1,29,1073
El Paso,005-FIRE STATION 2,Lieutenant Governor,,MIKE COLLIER,DEM,1315,479,2,81,1877
El Paso,005-FIRE STATION 2,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,60,43,0,8,111
El Paso,005-FIRE STATION 2,Attorney General,,KEN PAXTON,REP,715,299,1,30,1045
El Paso,005-FIRE STATION 2,Attorney General,,JUSTIN NELSON,DEM,1344,491,2,82,1919
El Paso,005-FIRE STATION 2,Attorney General,,MICHAEL RAY HARRIS,LIB,47,29,0,6,82
El Paso,005-FIRE STATION 2,Comptroller	of Public Accounts,,GLENN HEGAR,REP,693,280,1,27,1001
El Paso,005-FIRE STATION 2,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,1268,478,2,77,1825
El Paso,005-FIRE STATION 2,Comptroller	of Public Accounts,,BEN SANDERS,LIB,124,51,0,11,186
El Paso,005-FIRE STATION 2,Commissioner of the General Land Office,,GEORGE P BUSH,REP,752,303,1,31,1087
El Paso,005-FIRE STATION 2,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,1278,480,2,78,1838
El Paso,005-FIRE STATION 2,Commissioner of the General Land Office,,MATT PINA,LIB,72,35,0,8,115
El Paso,005-FIRE STATION 2,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,685,279,1,27,992
El Paso,005-FIRE STATION 2,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,1325,495,2,81,1903
El Paso,005-FIRE STATION 2,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,79,37,0,8,124
El Paso,005-FIRE STATION 2,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,709,281,1,26,1017
El Paso,005-FIRE STATION 2,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,1304,494,2,82,1882
El Paso,005-FIRE STATION 2,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,63,33,0,7,103
El Paso,005-FIRE STATION 2,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,719,300,1,29,1049
El Paso,005-FIRE STATION 2,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,1373,508,2,82,1965
El Paso,005-FIRE STATION 2,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,743,306,1,31,1081
El Paso,005-FIRE STATION 2,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,1343,499,2,80,1924
El Paso,005-FIRE STATION 2,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,728,301,1,30,1060
El Paso,005-FIRE STATION 2,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,1365,509,2,81,1957
El Paso,005-FIRE STATION 2,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,709,287,1,30,1027
El Paso,005-FIRE STATION 2,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,1325,495,2,78,1900
El Paso,005-FIRE STATION 2,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,59,30,0,6,95
El Paso,005-FIRE STATION 2,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,732,294,1,30,1057
El Paso,005-FIRE STATION 2,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,1349,512,2,81,1944
El Paso,005-FIRE STATION 2,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,910,384,2,35,1331
El Paso,005-FIRE STATION 2,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,640,226,1,42,909
El Paso,005-FIRE STATION 2,STATE REPRESENTATIVE,78,JEFFREY LANE,REP,692,282,1,29,1004
El Paso,005-FIRE STATION 2,STATE REPRESENTATIVE,78,JOE MOODY,DEM,1411,533,2,83,2029
El Paso,005-FIRE STATION 2,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,1487,590,2,82,2161
El Paso,005-FIRE STATION 2,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,1487,589,2,83,2161
El Paso,005-FIRE STATION 2,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,1473,579,2,82,2136
El Paso,005-FIRE STATION 2,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,1480,582,2,82,2146
El Paso,005-FIRE STATION 2,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,1484,586,2,81,2153
El Paso,005-FIRE STATION 2,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,1459,565,2,83,2109
El Paso,005-FIRE STATION 2,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,1456,562,2,82,2102
El Paso,005-FIRE STATION 2,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,1453,564,2,83,2102
El Paso,005-FIRE STATION 2,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,1456,563,2,82,2103
El Paso,005-FIRE STATION 2,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,1480,559,2,83,2124
El Paso,005-FIRE STATION 2,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,1457,565,2,82,2106
El Paso,005-FIRE STATION 2,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,1454,558,2,81,2095
El Paso,005-FIRE STATION 2,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,1465,559,2,81,2107
El Paso,005-FIRE STATION 2,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,1470,563,2,81,2116
El Paso,005-FIRE STATION 2,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,1440,564,2,82,2088
El Paso,005-FIRE STATION 2,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,1450,561,2,81,2094
El Paso,005-FIRE STATION 2,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,1443,558,2,82,2085
El Paso,005-FIRE STATION 2,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,1439,555,2,82,2078
El Paso,005-FIRE STATION 2,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,1449,558,2,82,2091
El Paso,005-FIRE STATION 2,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,1449,556,2,82,2089
El Paso,005-FIRE STATION 2,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,1445,562,2,82,2091
El Paso,005-FIRE STATION 2,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,1445,564,2,82,2093
El Paso,005-FIRE STATION 2,COUNTY CLERK,,DELIA BRIONES,DEM,1450,559,2,83,2094
El Paso,005-FIRE STATION 2,COUNTY COMMISSIONER 4,,ANDREW HAGGERTY,REP,790,339,1,30,1160
El Paso,005-FIRE STATION 2,COUNTY COMMISSIONER 4,,CARL L ROBINSON,DEM,1305,471,2,79,1857
El Paso,005-FIRE STATION 2,JUSTICE OF THE PEACE 7,,IDA GARDNER,REP,799,338,1,30,1168
El Paso,005-FIRE STATION 2,JUSTICE OF THE PEACE 7,,STEPHANIE FRIETZE,DEM,1299,486,2,81,1868
El Paso,006-COMMUNITY CONNECTIONS,EPISD TAX PROP,,FOR,NP,468,126,0,23,617
El Paso,006-COMMUNITY CONNECTIONS,EPISD TAX PROP,,AGAINST,NP,494,143,0,21,658
El Paso,006-COMMUNITY CONNECTIONS,"CITY REP OF EL PASO, DIST 1",,VERONICA RONI FRESCA,NP,177,52,0,7,236
El Paso,006-COMMUNITY CONNECTIONS,"CITY REP OF EL PASO, DIST 1",,PETER SVARZBEIN,NP,311,114,0,15,440
El Paso,006-COMMUNITY CONNECTIONS,"CITY REP OF EL PASO, DIST 1",,CARLOS F CORRAL,NP,122,30,0,10,162
El Paso,006-COMMUNITY CONNECTIONS,"CITY REP OF EL PASO, DIST 1",,RICK BONART,NP,239,40,0,8,287
El Paso,006-COMMUNITY CONNECTIONS,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,518,139,0,21,678
El Paso,006-COMMUNITY CONNECTIONS,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,407,116,0,23,546
El Paso,006-COMMUNITY CONNECTIONS,Straight Party,,REPUBLICAN,REP,284,96,0,10,390
El Paso,006-COMMUNITY CONNECTIONS,Straight Party,,DEMOCRAT,DEM,249,71,0,18,338
El Paso,006-COMMUNITY CONNECTIONS,Straight Party,,LIBERTARIAN,LIB,1,1,0,0,2
El Paso,006-COMMUNITY CONNECTIONS,U.S. Senate,,TED CRUZ,REP,502,151,0,16,669
El Paso,006-COMMUNITY CONNECTIONS,U.S. Senate,,BETO OROURKE,DEM,502,126,0,35,663
El Paso,006-COMMUNITY CONNECTIONS,U.S. Senate,,NEAL M DIKEMAN,LIB,2,1,0,0,3
El Paso,006-COMMUNITY CONNECTIONS,U.S. House,16,RICK SEEBERGER,REP,485,158,0,18,661
El Paso,006-COMMUNITY CONNECTIONS,U.S. House,16,VERONICA ESCOBAR,DEM,461,98,0,32,591
El Paso,006-COMMUNITY CONNECTIONS,U.S. House,16,BEN MENDOZA,IND,40,15,0,0,55
El Paso,006-COMMUNITY CONNECTIONS,U.S. House,16,Write-In,NP,3,2,0,1,6
El Paso,006-COMMUNITY CONNECTIONS,GOVERNOR,,GREG ABBOTT,REP,554,179,0,19,752
El Paso,006-COMMUNITY CONNECTIONS,GOVERNOR,,LUPE VALDEZ,DEM,429,88,0,31,548
El Paso,006-COMMUNITY CONNECTIONS,GOVERNOR,,MARK JAY TIPPETTS,LIB,10,6,0,1,17
El Paso,006-COMMUNITY CONNECTIONS,Lieutenant Governor,,DAN PATRICK,REP,534,164,0,19,717
El Paso,006-COMMUNITY CONNECTIONS,Lieutenant Governor,,MIKE COLLIER,DEM,428,98,0,29,555
El Paso,006-COMMUNITY CONNECTIONS,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,17,9,0,2,28
El Paso,006-COMMUNITY CONNECTIONS,Attorney General,,KEN PAXTON,REP,508,163,0,18,689
