county,precinct,office,district,candidate,party,early_voting,election_day,mail,early_voting_paper,votes
El Paso,018-MONTE VISTA RET CTR,Comptroller	of Public Accounts,,BEN SANDERS,LIB,63,18,0,4,85
El Paso,018-MONTE VISTA RET CTR,Commissioner of the General Land Office,,GEORGE P BUSH,REP,634,250,4,31,919
El Paso,018-MONTE VISTA RET CTR,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,646,193,1,53,893
El Paso,018-MONTE VISTA RET CTR,Commissioner of the General Land Office,,MATT PINA,LIB,36,12,0,5,53
El Paso,018-MONTE VISTA RET CTR,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,553,233,3,32,821
El Paso,018-MONTE VISTA RET CTR,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,695,199,2,52,948
El Paso,018-MONTE VISTA RET CTR,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,53,15,0,6,74
El Paso,018-MONTE VISTA RET CTR,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,589,234,4,33,860
El Paso,018-MONTE VISTA RET CTR,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,668,192,1,54,915
El Paso,018-MONTE VISTA RET CTR,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,44,18,0,3,65
El Paso,018-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,586,237,3,31,857
El Paso,018-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,720,210,2,60,992
El Paso,018-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,607,238,3,35,883
El Paso,018-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,694,208,2,55,959
El Paso,018-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,583,240,3,30,856
El Paso,018-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,722,204,2,58,986
El Paso,018-MONTE VISTA RET CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,577,233,3,30,843
El Paso,018-MONTE VISTA RET CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,697,201,2,58,958
El Paso,018-MONTE VISTA RET CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,34,12,0,2,48
El Paso,018-MONTE VISTA RET CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,608,240,3,33,884
El Paso,018-MONTE VISTA RET CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,693,206,2,57,958
El Paso,018-MONTE VISTA RET CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,697,265,4,34,1000
El Paso,018-MONTE VISTA RET CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,319,110,1,30,460
El Paso,018-MONTE VISTA RET CTR,STATE REPRESENTATIVE,78,JEFFREY LANE,REP,548,227,3,32,810
El Paso,018-MONTE VISTA RET CTR,STATE REPRESENTATIVE,78,JOE MOODY,DEM,777,227,2,59,1065
El Paso,018-MONTE VISTA RET CTR,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,813,257,2,63,1135
El Paso,018-MONTE VISTA RET CTR,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,821,266,2,62,1151
El Paso,018-MONTE VISTA RET CTR,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,807,256,2,62,1127
El Paso,018-MONTE VISTA RET CTR,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,815,258,2,62,1137
El Paso,018-MONTE VISTA RET CTR,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,812,258,2,64,1136
El Paso,018-MONTE VISTA RET CTR,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,805,254,2,63,1124
El Paso,018-MONTE VISTA RET CTR,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,789,246,2,62,1099
El Paso,018-MONTE VISTA RET CTR,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,798,248,2,62,1110
El Paso,018-MONTE VISTA RET CTR,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,811,253,2,63,1129
El Paso,018-MONTE VISTA RET CTR,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,817,246,2,63,1128
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,797,247,2,63,1109
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,790,248,2,62,1102
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,795,247,2,62,1106
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,807,249,2,63,1121
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,800,250,2,62,1114
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,814,250,2,64,1130
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,786,243,2,62,1093
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,785,242,2,62,1091
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,788,241,2,62,1093
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,808,246,2,63,1119
El Paso,018-MONTE VISTA RET CTR,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,793,243,2,62,1100
El Paso,018-MONTE VISTA RET CTR,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,797,244,2,63,1106
El Paso,018-MONTE VISTA RET CTR,COUNTY CLERK,,DELIA BRIONES,DEM,796,247,2,64,1109
El Paso,018-MONTE VISTA RET CTR,COUNTY COMMISSIONER 4,,ANDREW HAGGERTY,REP,680,258,4,39,981
El Paso,018-MONTE VISTA RET CTR,COUNTY COMMISSIONER 4,,CARL L ROBINSON,DEM,637,192,1,50,880
El Paso,018-MONTE VISTA RET CTR,JUSTICE OF THE PEACE 7,,IDA GARDNER,REP,644,251,3,34,932
El Paso,018-MONTE VISTA RET CTR,JUSTICE OF THE PEACE 7,,STEPHANIE FRIETZE,DEM,678,196,2,55,931
El Paso,019-GOOD SAM WHT ACRES,EPISD TAX PROP,,FOR,NP,637,229,0,60,926
El Paso,019-GOOD SAM WHT ACRES,EPISD TAX PROP,,AGAINST,NP,515,172,0,41,728
El Paso,019-GOOD SAM WHT ACRES,"CITY REP OF EL PASO, DIST 8",,RICHARD RICH WRIGHT,NP,153,74,0,11,238
El Paso,019-GOOD SAM WHT ACRES,"CITY REP OF EL PASO, DIST 8",,NICHOLAS ANTHONY VAS,NP,139,64,0,12,215
El Paso,019-GOOD SAM WHT ACRES,"CITY REP OF EL PASO, DIST 8",,GREG BAINE,NP,170,45,0,16,231
El Paso,019-GOOD SAM WHT ACRES,"CITY REP OF EL PASO, DIST 8",,CISSY LIZARRAGA,NP,403,149,0,46,598
El Paso,019-GOOD SAM WHT ACRES,"CITY REP OF EL PASO, DIST 8",,DYLAN CORBETT,NP,115,32,0,4,151
El Paso,019-GOOD SAM WHT ACRES,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,636,211,0,43,890
El Paso,019-GOOD SAM WHT ACRES,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,445,150,0,61,656
El Paso,019-GOOD SAM WHT ACRES,Straight Party,,REPUBLICAN,REP,227,93,0,20,340
El Paso,019-GOOD SAM WHT ACRES,Straight Party,,DEMOCRAT,DEM,565,246,0,81,892
El Paso,019-GOOD SAM WHT ACRES,Straight Party,,LIBERTARIAN,LIB,11,2,0,0,13
El Paso,019-GOOD SAM WHT ACRES,U.S. Senate,,TED CRUZ,REP,362,123,0,28,513
El Paso,019-GOOD SAM WHT ACRES,U.S. Senate,,BETO OROURKE,DEM,854,312,0,111,1277
El Paso,019-GOOD SAM WHT ACRES,U.S. Senate,,NEAL M DIKEMAN,LIB,8,1,0,0,9
El Paso,019-GOOD SAM WHT ACRES,U.S. House,16,RICK SEEBERGER,REP,385,127,0,29,541
El Paso,019-GOOD SAM WHT ACRES,U.S. House,16,VERONICA ESCOBAR,DEM,766,285,0,103,1154
El Paso,019-GOOD SAM WHT ACRES,U.S. House,16,BEN MENDOZA,IND,51,15,0,2,68
El Paso,019-GOOD SAM WHT ACRES,U.S. House,16,Write-In,NP,0,0,0,2,2
El Paso,019-GOOD SAM WHT ACRES,GOVERNOR,,GREG ABBOTT,REP,418,150,0,38,606
El Paso,019-GOOD SAM WHT ACRES,GOVERNOR,,LUPE VALDEZ,DEM,756,272,0,96,1124
El Paso,019-GOOD SAM WHT ACRES,GOVERNOR,,MARK JAY TIPPETTS,LIB,32,9,0,4,45
El Paso,019-GOOD SAM WHT ACRES,Lieutenant Governor,,DAN PATRICK,REP,394,127,0,35,556
El Paso,019-GOOD SAM WHT ACRES,Lieutenant Governor,,MIKE COLLIER,DEM,763,292,0,99,1154
El Paso,019-GOOD SAM WHT ACRES,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,39,8,0,1,48
El Paso,019-GOOD SAM WHT ACRES,Attorney General,,KEN PAXTON,REP,380,127,0,34,541
El Paso,019-GOOD SAM WHT ACRES,Attorney General,,JUSTIN NELSON,DEM,772,289,0,99,1160
El Paso,019-GOOD SAM WHT ACRES,Attorney General,,MICHAEL RAY HARRIS,LIB,44,9,0,2,55
El Paso,019-GOOD SAM WHT ACRES,Comptroller	of Public Accounts,,GLENN HEGAR,REP,375,125,0,33,533
El Paso,019-GOOD SAM WHT ACRES,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,747,271,0,91,1109
El Paso,019-GOOD SAM WHT ACRES,Comptroller	of Public Accounts,,BEN SANDERS,LIB,55,27,0,7,89
El Paso,019-GOOD SAM WHT ACRES,Commissioner of the General Land Office,,GEORGE P BUSH,REP,405,134,0,36,575
El Paso,019-GOOD SAM WHT ACRES,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,729,285,0,92,1106
El Paso,019-GOOD SAM WHT ACRES,Commissioner of the General Land Office,,MATT PINA,LIB,44,6,0,5,55
El Paso,019-GOOD SAM WHT ACRES,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,363,119,0,32,514
El Paso,019-GOOD SAM WHT ACRES,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,763,289,0,95,1147
El Paso,019-GOOD SAM WHT ACRES,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,58,14,0,4,76
El Paso,019-GOOD SAM WHT ACRES,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,376,119,0,34,529
El Paso,019-GOOD SAM WHT ACRES,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,756,288,0,92,1136
El Paso,019-GOOD SAM WHT ACRES,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,48,16,0,5,69
El Paso,019-GOOD SAM WHT ACRES,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,374,124,0,33,531
El Paso,019-GOOD SAM WHT ACRES,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,799,301,0,98,1198
El Paso,019-GOOD SAM WHT ACRES,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,390,130,0,31,551
El Paso,019-GOOD SAM WHT ACRES,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,783,291,0,99,1173
El Paso,019-GOOD SAM WHT ACRES,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,382,125,0,32,539
El Paso,019-GOOD SAM WHT ACRES,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,796,296,0,97,1189
El Paso,019-GOOD SAM WHT ACRES,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,374,117,0,33,524
El Paso,019-GOOD SAM WHT ACRES,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,756,291,0,97,1144
El Paso,019-GOOD SAM WHT ACRES,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,50,12,0,2,64
El Paso,019-GOOD SAM WHT ACRES,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,393,123,0,34,550
El Paso,019-GOOD SAM WHT ACRES,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,782,297,0,97,1176
El Paso,019-GOOD SAM WHT ACRES,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,504,163,0,42,709
El Paso,019-GOOD SAM WHT ACRES,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,387,131,0,26,544
El Paso,019-GOOD SAM WHT ACRES,STATE REPRESENTATIVE,78,JEFFREY LANE,REP,360,119,0,29,508
El Paso,019-GOOD SAM WHT ACRES,STATE REPRESENTATIVE,78,JOE MOODY,DEM,823,304,0,104,1231
El Paso,019-GOOD SAM WHT ACRES,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,865,311,0,98,1274
El Paso,019-GOOD SAM WHT ACRES,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,877,314,0,98,1289
El Paso,019-GOOD SAM WHT ACRES,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,865,309,0,97,1271
El Paso,019-GOOD SAM WHT ACRES,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,865,314,0,97,1276
El Paso,019-GOOD SAM WHT ACRES,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,869,315,0,98,1282
El Paso,019-GOOD SAM WHT ACRES,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,870,312,0,98,1280
El Paso,019-GOOD SAM WHT ACRES,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,853,306,0,98,1257
El Paso,019-GOOD SAM WHT ACRES,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,854,309,0,98,1261
El Paso,019-GOOD SAM WHT ACRES,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,860,308,0,98,1266
El Paso,019-GOOD SAM WHT ACRES,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,867,307,0,99,1273
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,854,307,0,98,1259
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,856,306,0,99,1261
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,857,305,0,99,1261
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,858,309,0,99,1266
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,855,307,0,98,1260
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,852,315,0,98,1265
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,847,303,0,97,1247
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,845,304,0,98,1247
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,844,303,0,97,1244
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,860,308,0,98,1266
El Paso,019-GOOD SAM WHT ACRES,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,848,302,0,98,1248
El Paso,019-GOOD SAM WHT ACRES,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,852,303,0,98,1253
El Paso,019-GOOD SAM WHT ACRES,COUNTY CLERK,,DELIA BRIONES,DEM,855,309,0,98,1262
El Paso,019-GOOD SAM WHT ACRES,COUNTY COMMISSIONER 4,,ANDREW HAGGERTY,REP,440,132,0,37,609
El Paso,019-GOOD SAM WHT ACRES,COUNTY COMMISSIONER 4,,CARL L ROBINSON,DEM,734,282,0,96,1112
El Paso,019-GOOD SAM WHT ACRES,JUSTICE OF THE PEACE 1,,ROBERT T PEARSON,DEM,866,306,0,97,1269
El Paso,020-POLK ELEM,EPISD TAX PROP,,FOR,NP,249,71,1,19,340
El Paso,020-POLK ELEM,EPISD TAX PROP,,AGAINST,NP,255,63,2,15,335
El Paso,020-POLK ELEM,"CITY REP OF EL PASO, DIST 8",,RICHARD RICH WRIGHT,NP,44,31,0,3,78
El Paso,020-POLK ELEM,"CITY REP OF EL PASO, DIST 8",,NICHOLAS ANTHONY VAS,NP,54,15,3,2,74
El Paso,020-POLK ELEM,"CITY REP OF EL PASO, DIST 8",,GREG BAINE,NP,60,20,0,4,84
El Paso,020-POLK ELEM,"CITY REP OF EL PASO, DIST 8",,CISSY LIZARRAGA,NP,238,35,0,14,287
El Paso,020-POLK ELEM,"CITY REP OF EL PASO, DIST 8",,DYLAN CORBETT,NP,45,8,0,1,54
El Paso,020-POLK ELEM,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,274,73,2,19,368
El Paso,020-POLK ELEM,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,196,55,1,16,268
El Paso,020-POLK ELEM,Straight Party,,REPUBLICAN,REP,93,31,1,9,134
El Paso,020-POLK ELEM,Straight Party,,DEMOCRAT,DEM,205,68,2,17,292
El Paso,020-POLK ELEM,Straight Party,,LIBERTARIAN,LIB,2,1,0,0,3
El Paso,020-POLK ELEM,U.S. Senate,,TED CRUZ,REP,166,45,1,13,225
El Paso,020-POLK ELEM,U.S. Senate,,BETO OROURKE,DEM,361,96,3,33,493
El Paso,020-POLK ELEM,U.S. Senate,,NEAL M DIKEMAN,LIB,3,2,0,0,5
El Paso,020-POLK ELEM,U.S. House,16,RICK SEEBERGER,REP,169,43,1,15,228
El Paso,020-POLK ELEM,U.S. House,16,VERONICA ESCOBAR,DEM,332,89,3,26,450
El Paso,020-POLK ELEM,U.S. House,16,BEN MENDOZA,IND,16,8,0,3,27
El Paso,020-POLK ELEM,U.S. House,16,Write-In,NP,0,0,0,0,0
El Paso,020-POLK ELEM,GOVERNOR,,GREG ABBOTT,REP,194,51,2,17,264
El Paso,020-POLK ELEM,GOVERNOR,,LUPE VALDEZ,DEM,322,88,2,25,437
El Paso,020-POLK ELEM,GOVERNOR,,MARK JAY TIPPETTS,LIB,5,2,0,1,8
El Paso,020-POLK ELEM,Lieutenant Governor,,DAN PATRICK,REP,173,48,1,14,236
El Paso,020-POLK ELEM,Lieutenant Governor,,MIKE COLLIER,DEM,333,85,3,28,449
El Paso,020-POLK ELEM,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,12,4,0,2,18
El Paso,020-POLK ELEM,Attorney General,,KEN PAXTON,REP,173,45,1,16,235
El Paso,020-POLK ELEM,Attorney General,,JUSTIN NELSON,DEM,331,90,3,26,450
El Paso,020-POLK ELEM,Attorney General,,MICHAEL RAY HARRIS,LIB,13,4,0,1,18
El Paso,020-POLK ELEM,Comptroller	of Public Accounts,,GLENN HEGAR,REP,171,50,1,15,237
El Paso,020-POLK ELEM,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,320,75,3,25,423
El Paso,020-POLK ELEM,Comptroller	of Public Accounts,,BEN SANDERS,LIB,22,10,0,3,35
El Paso,020-POLK ELEM,Commissioner of the General Land Office,,GEORGE P BUSH,REP,188,47,1,16,252
El Paso,020-POLK ELEM,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,306,83,3,25,417
El Paso,020-POLK ELEM,Commissioner of the General Land Office,,MATT PINA,LIB,19,7,0,3,29
El Paso,020-POLK ELEM,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,160,44,1,14,219
El Paso,020-POLK ELEM,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,330,88,3,28,449
El Paso,020-POLK ELEM,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,20,4,0,2,26
El Paso,020-POLK ELEM,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,174,49,1,15,239
El Paso,020-POLK ELEM,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,320,79,3,27,429
El Paso,020-POLK ELEM,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,18,8,0,2,28
El Paso,020-POLK ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,166,46,1,14,227
El Paso,020-POLK ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,344,91,3,29,467
El Paso,020-POLK ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,179,51,1,15,246
El Paso,020-POLK ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,332,87,3,28,450
El Paso,020-POLK ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,172,50,1,16,239
El Paso,020-POLK ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,339,88,3,28,458
El Paso,020-POLK ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,169,46,1,13,229
El Paso,020-POLK ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,329,87,3,26,445
El Paso,020-POLK ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,13,2,0,4,19
El Paso,020-POLK ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,173,48,1,14,236
El Paso,020-POLK ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,336,87,3,29,455
El Paso,020-POLK ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,222,58,1,19,300
El Paso,020-POLK ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,145,43,3,11,202
El Paso,020-POLK ELEM,STATE REPRESENTATIVE,78,JEFFREY LANE,REP,160,44,1,11,216
El Paso,020-POLK ELEM,STATE REPRESENTATIVE,78,JOE MOODY,DEM,355,95,3,34,487
El Paso,020-POLK ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,352,96,2,30,480
El Paso,020-POLK ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,359,97,3,30,489
El Paso,020-POLK ELEM,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,357,95,3,30,485
El Paso,020-POLK ELEM,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,356,96,2,31,485
El Paso,020-POLK ELEM,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,359,96,3,31,489
El Paso,020-POLK ELEM,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,355,96,2,30,483
El Paso,020-POLK ELEM,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,348,94,3,30,475
El Paso,020-POLK ELEM,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,350,94,3,30,477
El Paso,020-POLK ELEM,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,355,93,2,32,482
El Paso,020-POLK ELEM,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,358,98,2,30,488
El Paso,020-POLK ELEM,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,350,95,2,30,477
El Paso,020-POLK ELEM,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,350,92,3,30,475
El Paso,020-POLK ELEM,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,350,93,3,30,476
El Paso,020-POLK ELEM,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,355,93,3,31,482
El Paso,020-POLK ELEM,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,354,94,2,30,480
El Paso,020-POLK ELEM,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,351,97,2,31,481
El Paso,020-POLK ELEM,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,350,93,3,30,476
El Paso,020-POLK ELEM,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,350,93,3,30,476
El Paso,020-POLK ELEM,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,348,93,3,29,473
El Paso,020-POLK ELEM,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,356,93,2,32,483
El Paso,020-POLK ELEM,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,352,93,3,30,478
El Paso,020-POLK ELEM,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,348,95,2,30,475
El Paso,020-POLK ELEM,COUNTY CLERK,,DELIA BRIONES,DEM,353,93,3,31,480
El Paso,020-POLK ELEM,COUNTY COMMISSIONER 4,,ANDREW HAGGERTY,REP,193,51,2,17,263
El Paso,020-POLK ELEM,COUNTY COMMISSIONER 4,,CARL L ROBINSON,DEM,320,86,2,26,434
El Paso,020-POLK ELEM,JUSTICE OF THE PEACE 7,,IDA GARDNER,REP,188,50,1,18,257
El Paso,020-POLK ELEM,JUSTICE OF THE PEACE 7,,STEPHANIE FRIETZE,DEM,325,85,3,25,438
El Paso,021-MONTE VISTA RET CTR,EPISD TAX PROP,,FOR,NP,420,103,0,42,565
El Paso,021-MONTE VISTA RET CTR,EPISD TAX PROP,,AGAINST,NP,577,100,0,45,722
El Paso,021-MONTE VISTA RET CTR,"CITY REP OF EL PASO, DIST 1",,VERONICA RONI FRESCA,NP,177,43,0,18,238
