county,precinct,office,district,party,candidate,votes,election_day,early_voting,early_voting_ts,early_voting_os
Sherman,302,Proposition #7,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #8,,DEM,FOR,4,2,2,0,2
Sherman,302,Proposition #8,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #9,,DEM,FOR,3,1,2,0,2
Sherman,302,Proposition #9,,DEM,AGAINST,1,1,0,0,0
Sherman,302,Proposition #10,,DEM,FOR,4,2,2,0,2
Sherman,302,Proposition #10,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #11,,DEM,FOR,4,2,2,0,2
Sherman,302,Proposition #11,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #12,,DEM,FOR,4,2,2,0,2
Sherman,302,Proposition #12,,DEM,AGAINST,0,0,0,0,0
Sherman,401,U.S. Senator,,REP,Stefano de Stefano,4,1,3,3,0
Sherman,401,U.S. Senator,,REP,"Bruce Jacobson, Jr.",11,2,9,8,1
Sherman,401,U.S. Senator,,REP,Geraldine Sam,7,2,5,5,0
Sherman,401,U.S. Senator,,REP,Ted Cruz,184,90,94,84,10
Sherman,401,U.S. Senator,,REP,Mary Miller,8,5,3,2,1
Sherman,401,U.S. House,13,REP,Mac Thornberry,192,89,103,91,12
Sherman,401,Governor,,REP,SECEDE Kilgore,3,3,0,0,0
Sherman,401,Governor,,REP,Greg Abbott,187,81,106,95,11
Sherman,401,Governor,,REP,Barbara Krueger,18,10,8,7,1
Sherman,401,Lt. Governor,,REP,Scott Milder,84,46,38,37,1
Sherman,401,Lt. Governor,,REP,Dan Patrick,124,52,72,63,9
Sherman,401,Attorney General,,REP,Ken Paxton,179,82,97,87,10
Sherman,401,Comptroller of Public Accounts,,REP,Glenn Hegar,172,78,94,85,9
Sherman,401,Comm of the General Land Office,,REP,Davey Edwards,14,7,7,6,1
Sherman,401,Comm of the General Land Office,,REP,Jerry Patterson,33,14,19,16,3
Sherman,401,Comm of the General Land Office,,REP,George P. Bush,135,67,68,64,4
Sherman,401,Comm of the General Land Office,,REP,Rick Range,13,5,8,7,1
Sherman,401,Comm of Agriculture,,REP,Jim Hogan,55,32,23,22,1
Sherman,401,Comm of Agriculture,,REP,Sid Miller,88,38,50,47,3
Sherman,401,Comm of Agriculture,,REP,Trey Blocker,29,12,17,14,3
Sherman,401,Railroad Comm,,REP,Weston Martinez,45,28,17,17,0
Sherman,401,Railroad Comm,,REP,Christi Craddick,126,52,74,66,8
Sherman,401,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,160,70,90,82,8
Sherman,401,"Justice, Supreme Court, Place 4",,REP,John Devine,158,70,88,80,8
Sherman,401,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,157,71,86,79,7
Sherman,401,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,66,29,37,34,3
Sherman,401,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,91,44,47,43,4
Sherman,401,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara P. Hervey,153,70,83,75,8
Sherman,401,"Judge, Court of Criminal Apeals, Place 8",,REP,Jay Brandon,77,34,43,40,3
Sherman,401,"Judge, Court of Criminal Apeals, Place 8",,REP,Michelle Slaughter,58,31,27,23,4
Sherman,401,"Judge, Court of Criminal Apeals, Place 8",,REP,Dib Waldrip,14,4,10,10,0
Sherman,401,State Senator,31,REP,Victor Leal,88,41,47,44,3
Sherman,401,State Senator,31,REP,Mike Canon,31,15,16,14,2
Sherman,401,State Senator,31,REP,Kel Seliger,99,47,52,45,7
Sherman,401,State Representative,87,REP,Drew Brassfield,40,23,17,15,2
Sherman,401,State Representative,87,REP,Four Price,180,80,100,89,11
Sherman,401,"Justice, 7th Court of Appeals Dist, Place 2",,REP,Judy Parker,157,72,85,78,7
Sherman,401,"Justice, 7th Court Of Appeals Dist, Place 3",,REP,Pat Pirtle,158,71,87,79,8
Sherman,401,"District Judge, 69th Judicial Dist",,REP,Ron Enns,191,86,105,94,11
Sherman,401,County Judge,,REP,Terri Beth Carter,193,86,107,95,12
Sherman,401,District and County Clerk,,REP,Laura Rogers,86,44,42,37,5
Sherman,401,District and County Clerk,,REP,Maida Reyes,89,34,55,51,4
Sherman,401,District and County Clerk,,REP,Billye Zak,51,27,24,20,4
Sherman,401,County Treasurer,,REP,Doris Parsons,208,94,114,102,12
Sherman,401,"County Comm, Pct No. 4",,REP,David Davis,197,92,105,95,10
Sherman,401,Justice of the Peace,,REP,Margaret Ewers,74,27,47,38,9
Sherman,401,Justice of the Peace,,REP,Shannon Sellers,22,12,10,10,0
Sherman,401,Justice of the Peace,,REP,Brenda J. Acker,127,65,62,59,3
Sherman,401,County Chairman,,REP,Susie E Spurlock,203,95,108,97,11
Sherman,401,Proposition 1,,REP,FOR,148,65,83,77,6
Sherman,401,Proposition 1,,REP,AGAINST,55,33,22,19,3
Sherman,401,Proposition 2,,REP,FOR,184,88,96,86,10
Sherman,401,Proposition 2,,REP,AGAINST,30,11,19,18,1
Sherman,401,Proposition 3,,REP,FOR,176,80,96,85,11
Sherman,401,Proposition 3,,REP,AGAINST,38,20,18,18,0
Sherman,401,Proposition 4,,REP,FOR,178,74,104,94,10
Sherman,401,Proposition 4,,REP,AGAINST,35,24,11,10,1
Sherman,401,Proposition 5,,REP,FOR,127,57,70,62,8
Sherman,401,Proposition 5,,REP,AGAINST,83,43,40,39,1
Sherman,401,Proposition 6,,REP,FOR,191,90,101,91,10
Sherman,401,Proposition 6,,REP,AGAINST,23,9,14,14,0
Sherman,401,Proposition 7,,REP,FOR,134,59,75,67,8
Sherman,401,Proposition 7,,REP,AGAINST,74,41,33,32,1
Sherman,401,Proposition 8,,REP,FOR,212,100,112,101,11
Sherman,401,Proposition 8,,REP,AGAINST,9,3,6,6,0
Sherman,401,Proposition 9,,REP,FOR,194,90,104,95,9
Sherman,401,Proposition 9,,REP,AGAINST,19,10,9,9,0
Sherman,401,Proposition 10,,REP,FOR,183,87,96,86,10
Sherman,401,Proposition 10,,REP,AGAINST,26,11,15,15,0
Sherman,401,Proposition 11,,REP,FOR,185,82,103,93,10
Sherman,401,Proposition 11,,REP,AGAINST,28,16,12,12,0
Sherman,401,U.S. Senator,,DEM,Edward Kimbrough,1,0,1,1,0
Sherman,401,U.S. Senator,,DEM,Beto O'Rourke,1,1,0,0,0
Sherman,401,U.S. Senator,,DEM,Sema Hernandez,1,1,0,0,0
Sherman,401,U.S. House,13,DEM,Greg Sagan,2,2,0,0,0
Sherman,401,Governor,,DEM,Adrian Ocegueda,1,1,0,0,0
Sherman,401,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Sherman,401,Governor,,DEM,James Jolly Clark,1,0,1,1,0
Sherman,401,Governor,,DEM,"Cedric Davis, Sr.",0,0,0,0,0
Sherman,401,Governor,,DEM,Jeffrey Payne,0,0,0,0,0
Sherman,401,Governor,,DEM,Tom Wakely,0,0,0,0,0
Sherman,401,Governor,,DEM,Lupe Valdez,0,0,0,0,0
Sherman,401,Governor,,DEM,Grady Yarbrough,0,0,0,0,0
Sherman,401,Governor,,DEM,Andrew White,1,1,0,0,0
Sherman,401,Lt. Governor,,DEM,Mike Collier,1,1,0,0,0
Sherman,401,Lt. Governor,,DEM,Michael Cooper,1,0,1,1,0
Sherman,401,Attorney General,,DEM,Justin Nelson,1,1,0,0,0
Sherman,401,Comptroller of Public Accounts,,DEM,Tim Mahoney,2,1,1,1,0
Sherman,401,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,1,0,0,0
Sherman,401,Comm of the General Land Office,,DEM,Miguel Suazo,1,1,0,0,0
Sherman,401,Comm of the General Land Office,,DEM,Tex Morgan,2,1,1,1,0
Sherman,401,Comm of Agriculture,,DEM,Kim Olson,2,1,1,1,0
Sherman,401,Railroad Comm,,DEM,Roman McAllen,1,1,0,0,0
Sherman,401,Railroad Comm,,DEM,Chris Spellmon,2,1,1,1,0
Sherman,401,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,2,1,1,1,0
Sherman,401,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,1,1,0,0,0
Sherman,401,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,1,1,0,0,0
Sherman,401,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. Jackson,1,1,0,0,0
Sherman,401,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,1,1,0,0,0
Sherman,401,County Chair,,DEM,Mildred Hacker,1,1,0,0,0
Sherman,401,Proposition #1 ,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #1 ,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #2,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #2,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #3,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #3,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #4,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #4,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #5,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #5,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #6,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #6,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #7,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #7,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #8,,DEM,FOR,2,1,1,1,0
Sherman,401,Proposition #8,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #9,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #9,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #10,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #10,,DEM,AGAINST,0,0,0,0,0
Sherman,401,Proposition #11,,DEM,FOR,2,2,0,0,0
Sherman,401,Proposition #11,,DEM,AGAINST,1,0,1,1,0
Sherman,401,Proposition #12,,DEM,FOR,3,2,1,1,0
Sherman,401,Proposition #12,,DEM,AGAINST,0,0,0,0,0
