county,precinct,office,district,candidate,party,votes,early_voting,early_voting_paper,election_day_machine,provisional
Williamson,0278,Governor,,Andrew White,DEM,147,84,8,51,4
Williamson,0283,Governor,,Andrew White,DEM,102,59,14,28,1
Williamson,0287,Governor,,Andrew White,DEM,88,47,10,31,0
Williamson,0305,Governor,,Andrew White,DEM,60,30,4,26,0
Williamson,0309,Governor,,Andrew White,DEM,21,4,7,10,0
Williamson,0310,Governor,,Andrew White,DEM,23,3,8,11,1
Williamson,0311,Governor,,Andrew White,DEM,31,12,2,17,0
Williamson,0312,Governor,,Andrew White,DEM,33,11,9,13,0
Williamson,0314,Governor,,Andrew White,DEM,85,41,12,31,1
Williamson,0330,Governor,,Andrew White,DEM,90,47,8,35,0
Williamson,0331,Governor,,Andrew White,DEM,50,16,4,30,0
Williamson,0332,Governor,,Andrew White,DEM,69,38,8,23,0
Williamson,0333,Governor,,Andrew White,DEM,61,35,7,18,1
Williamson,0337,Governor,,Andrew White,DEM,73,39,9,25,0
Williamson,0339,Governor,,Andrew White,DEM,30,14,4,12,0
Williamson,0341,Governor,,Andrew White,DEM,61,27,16,18,0
Williamson,0342,Governor,,Andrew White,DEM,8,5,1,2,0
Williamson,0343,Governor,,Andrew White,DEM,136,79,36,20,1
Williamson,0344,Governor,,Andrew White,DEM,95,59,11,25,0
Williamson,0345,Governor,,Andrew White,DEM,40,20,8,12,0
Williamson,0368,Governor,,Andrew White,DEM,76,53,2,21,0
Williamson,0369,Governor,,Andrew White,DEM,105,57,11,37,0
Williamson,0370,Governor,,Andrew White,DEM,67,38,5,24,0
Williamson,0371,Governor,,Andrew White,DEM,71,37,18,16,0
Williamson,0379,Governor,,Andrew White,DEM,79,35,18,25,1
Williamson,0381,Governor,,Andrew White,DEM,161,86,58,17,0
Williamson,0392,Governor,,Andrew White,DEM,130,60,35,33,2
Williamson,0393,Governor,,Andrew White,DEM,120,63,36,21,0
Williamson,0394,Governor,,Andrew White,DEM,182,125,38,17,2
Williamson,0395,Governor,,Andrew White,DEM,49,24,5,20,0
Williamson,0396,Governor,,Andrew White,DEM,183,88,54,41,0
Williamson,0402,Governor,,Andrew White,DEM,47,23,2,22,0
Williamson,0403,Governor,,Andrew White,DEM,28,14,4,10,0
Williamson,0413,Governor,,Andrew White,DEM,13,7,3,3,0
Williamson,0415,Governor,,Andrew White,DEM,39,13,9,17,0
Williamson,0420,Governor,,Andrew White,DEM,65,26,5,34,0
Williamson,0423,Governor,,Andrew White,DEM,59,29,10,20,0
Williamson,0424,Governor,,Andrew White,DEM,73,45,7,21,0
Williamson,0425,Governor,,Andrew White,DEM,4,3,0,1,0
Williamson,0426,Governor,,Andrew White,DEM,23,6,2,15,0
Williamson,0427,Governor,,Andrew White,DEM,60,36,4,20,0
Williamson,0428,Governor,,Andrew White,DEM,57,34,7,16,0
Williamson,0429,Governor,,Andrew White,DEM,25,14,3,8,0
Williamson,0434,Governor,,Andrew White,DEM,42,11,9,22,0
Williamson,0436,Governor,,Andrew White,DEM,4,3,0,1,0
Williamson,0455,Governor,,Andrew White,DEM,65,40,7,18,0
Williamson,0456,Governor,,Andrew White,DEM,19,6,7,6,0
Williamson,0463,Governor,,Andrew White,DEM,80,43,9,26,2
Williamson,0480,Governor,,Andrew White,DEM,101,63,8,30,0
Williamson,0484,Governor,,Andrew White,DEM,73,44,7,22,0
Williamson,0488,Governor,,Andrew White,DEM,36,19,2,15,0
Williamson,0489,Governor,,Andrew White,DEM,99,63,6,30,0
Williamson,0490,Governor,,Andrew White,DEM,25,12,4,9,0
Williamson,0491,Governor,,Andrew White,DEM,81,34,14,33,0
Williamson,Total,Governor,,Andrew White,DEM,6766,3548,878,2319,21
Williamson,0119,Governor,,Grady Yarbrough,DEM,11,6,1,4,0
Williamson,0122,Governor,,Grady Yarbrough,DEM,12,6,2,4,0
Williamson,0135,Governor,,Grady Yarbrough,DEM,19,10,0,9,0
Williamson,0138,Governor,,Grady Yarbrough,DEM,15,6,2,7,0
Williamson,0140,Governor,,Grady Yarbrough,DEM,8,3,0,5,0
Williamson,0145,Governor,,Grady Yarbrough,DEM,5,1,1,3,0
Williamson,0146,Governor,,Grady Yarbrough,DEM,13,6,0,7,0
Williamson,0147,Governor,,Grady Yarbrough,DEM,13,2,2,9,0
Williamson,0149,Governor,,Grady Yarbrough,DEM,7,5,2,0,0
Williamson,0150,Governor,,Grady Yarbrough,DEM,6,1,2,3,0
Williamson,0151,Governor,,Grady Yarbrough,DEM,5,2,0,3,0
Williamson,0152,Governor,,Grady Yarbrough,DEM,5,3,0,2,0
Williamson,0160,Governor,,Grady Yarbrough,DEM,22,10,0,12,0
Williamson,0162,Governor,,Grady Yarbrough,DEM,10,5,0,5,0
Williamson,0172,Governor,,Grady Yarbrough,DEM,9,5,1,3,0
Williamson,0182,Governor,,Grady Yarbrough,DEM,19,9,3,7,0
Williamson,0185,Governor,,Grady Yarbrough,DEM,6,1,0,5,0
Williamson,0186,Governor,,Grady Yarbrough,DEM,12,5,0,7,0
Williamson,0189,Governor,,Grady Yarbrough,DEM,16,5,0,11,0
Williamson,0190,Governor,,Grady Yarbrough,DEM,20,9,1,10,0
Williamson,0197,Governor,,Grady Yarbrough,DEM,12,8,0,4,0
Williamson,0198,Governor,,Grady Yarbrough,DEM,20,8,2,10,0
Williamson,0201,Governor,,Grady Yarbrough,DEM,17,8,1,8,0
Williamson,0202,Governor,,Grady Yarbrough,DEM,1,0,0,1,0
Williamson,0204,Governor,,Grady Yarbrough,DEM,7,5,0,2,0
Williamson,0206,Governor,,Grady Yarbrough,DEM,5,3,0,2,0
Williamson,0207,Governor,,Grady Yarbrough,DEM,12,2,0,9,1
Williamson,0216,Governor,,Grady Yarbrough,DEM,4,2,0,2,0
Williamson,0218,Governor,,Grady Yarbrough,DEM,20,12,0,8,0
Williamson,0253,Governor,,Grady Yarbrough,DEM,10,4,1,5,0
Williamson,0254,Governor,,Grady Yarbrough,DEM,10,3,2,5,0
Williamson,0259,Governor,,Grady Yarbrough,DEM,9,4,0,4,1
Williamson,0263,Governor,,Grady Yarbrough,DEM,10,1,1,8,0
Williamson,0264,Governor,,Grady Yarbrough,DEM,13,4,0,9,0
Williamson,0266,Governor,,Grady Yarbrough,DEM,14,6,2,6,0
Williamson,0267,Governor,,Grady Yarbrough,DEM,5,4,0,1,0
Williamson,0273,Governor,,Grady Yarbrough,DEM,9,4,1,4,0
Williamson,0274,Governor,,Grady Yarbrough,DEM,9,3,0,6,0
Williamson,0275,Governor,,Grady Yarbrough,DEM,15,6,0,9,0
Williamson,0277,Governor,,Grady Yarbrough,DEM,10,8,0,2,0
Williamson,0278,Governor,,Grady Yarbrough,DEM,19,11,0,8,0
Williamson,0283,Governor,,Grady Yarbrough,DEM,10,5,0,5,0
Williamson,0287,Governor,,Grady Yarbrough,DEM,12,4,4,4,0
Williamson,0305,Governor,,Grady Yarbrough,DEM,11,4,2,5,0
Williamson,0309,Governor,,Grady Yarbrough,DEM,3,2,0,1,0
Williamson,0310,Governor,,Grady Yarbrough,DEM,3,0,0,3,0
Williamson,0311,Governor,,Grady Yarbrough,DEM,4,1,1,2,0
Williamson,0312,Governor,,Grady Yarbrough,DEM,6,3,0,3,0
Williamson,0314,Governor,,Grady Yarbrough,DEM,11,5,3,3,0
Williamson,0330,Governor,,Grady Yarbrough,DEM,11,6,1,4,0
Williamson,0331,Governor,,Grady Yarbrough,DEM,6,1,0,5,0
Williamson,0332,Governor,,Grady Yarbrough,DEM,9,1,0,8,0
Williamson,0333,Governor,,Grady Yarbrough,DEM,7,6,0,1,0
Williamson,0337,Governor,,Grady Yarbrough,DEM,19,7,0,12,0
Williamson,0339,Governor,,Grady Yarbrough,DEM,6,3,1,2,0
Williamson,0341,Governor,,Grady Yarbrough,DEM,5,1,1,3,0
Williamson,0342,Governor,,Grady Yarbrough,DEM,3,1,0,2,0
Williamson,0343,Governor,,Grady Yarbrough,DEM,12,4,3,5,0
Williamson,0344,Governor,,Grady Yarbrough,DEM,11,4,2,5,0
Williamson,0345,Governor,,Grady Yarbrough,DEM,2,2,0,0,0
Williamson,0368,Governor,,Grady Yarbrough,DEM,20,12,1,7,0
Williamson,0369,Governor,,Grady Yarbrough,DEM,20,13,0,7,0
Williamson,0370,Governor,,Grady Yarbrough,DEM,15,6,0,9,0
Williamson,0371,Governor,,Grady Yarbrough,DEM,8,4,2,1,1
Williamson,0379,Governor,,Grady Yarbrough,DEM,9,5,1,3,0
Williamson,0381,Governor,,Grady Yarbrough,DEM,15,8,2,5,0
Williamson,0392,Governor,,Grady Yarbrough,DEM,13,3,4,6,0
Williamson,0393,Governor,,Grady Yarbrough,DEM,15,10,1,4,0
Williamson,0394,Governor,,Grady Yarbrough,DEM,20,7,5,8,0
Williamson,0395,Governor,,Grady Yarbrough,DEM,10,3,1,6,0
Williamson,0396,Governor,,Grady Yarbrough,DEM,20,10,3,7,0
Williamson,0402,Governor,,Grady Yarbrough,DEM,11,4,2,5,0
Williamson,0403,Governor,,Grady Yarbrough,DEM,10,4,0,6,0
Williamson,0413,Governor,,Grady Yarbrough,DEM,3,1,1,1,0
Williamson,0415,Governor,,Grady Yarbrough,DEM,6,2,1,3,0
Williamson,0420,Governor,,Grady Yarbrough,DEM,19,7,3,9,0
Williamson,0423,Governor,,Grady Yarbrough,DEM,13,7,1,5,0
Williamson,0424,Governor,,Grady Yarbrough,DEM,8,4,0,4,0
Williamson,0425,Governor,,Grady Yarbrough,DEM,2,0,0,2,0
Williamson,0426,Governor,,Grady Yarbrough,DEM,5,4,0,1,0
Williamson,0427,Governor,,Grady Yarbrough,DEM,9,2,2,5,0
Williamson,0428,Governor,,Grady Yarbrough,DEM,11,4,1,6,0
Williamson,0429,Governor,,Grady Yarbrough,DEM,6,2,1,3,0
Williamson,0434,Governor,,Grady Yarbrough,DEM,4,2,1,1,0
Williamson,0436,Governor,,Grady Yarbrough,DEM,0,0,0,0,0
Williamson,0455,Governor,,Grady Yarbrough,DEM,10,7,1,2,0
Williamson,0456,Governor,,Grady Yarbrough,DEM,7,2,1,4,0
Williamson,0463,Governor,,Grady Yarbrough,DEM,16,7,5,4,0
Williamson,0480,Governor,,Grady Yarbrough,DEM,24,16,2,6,0
Williamson,0484,Governor,,Grady Yarbrough,DEM,22,7,4,11,0
Williamson,0488,Governor,,Grady Yarbrough,DEM,3,3,0,0,0
Williamson,0489,Governor,,Grady Yarbrough,DEM,12,8,2,2,0
Williamson,0490,Governor,,Grady Yarbrough,DEM,8,3,1,4,0
Williamson,0491,Governor,,Grady Yarbrough,DEM,19,5,1,13,0
Williamson,Total,Governor,,Grady Yarbrough,DEM,1008,448,95,462,3
Williamson,0119,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0122,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0135,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0138,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0140,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0145,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0146,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0147,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0149,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0150,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0151,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0152,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0160,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0162,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0172,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0182,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0185,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0186,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0189,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0190,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0197,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0198,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0201,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0202,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0204,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0206,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0207,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0216,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0218,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0253,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0254,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0259,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0263,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0264,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0266,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0267,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0273,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0274,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0275,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0277,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0278,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0283,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0287,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0305,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0309,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0310,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0311,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0312,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0314,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0330,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0331,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0332,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0333,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0337,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0339,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0341,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0342,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0343,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0344,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0345,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0368,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0369,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0370,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0371,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0379,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0381,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0392,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0393,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0394,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0395,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0396,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0402,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0403,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0413,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0415,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0420,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0423,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0424,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0425,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0426,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0427,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0428,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0429,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0434,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0436,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0455,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0456,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0463,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0480,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0484,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0488,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0489,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0490,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0491,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,Total,Governor,,Over Votes,DEM,0,0,0,0,0
Williamson,0119,Governor,,Under Votes,DEM,32,9,1,22,0
Williamson,0122,Governor,,Under Votes,DEM,21,9,1,11,0
Williamson,0135,Governor,,Under Votes,DEM,13,6,1,6,0
Williamson,0138,Governor,,Under Votes,DEM,18,4,0,14,0
Williamson,0140,Governor,,Under Votes,DEM,15,7,0,8,0
Williamson,0145,Governor,,Under Votes,DEM,6,2,1,3,0
Williamson,0146,Governor,,Under Votes,DEM,45,7,2,36,0
Williamson,0147,Governor,,Under Votes,DEM,28,7,2,19,0
Williamson,0149,Governor,,Under Votes,DEM,10,4,1,5,0
Williamson,0150,Governor,,Under Votes,DEM,17,10,0,7,0
Williamson,0151,Governor,,Under Votes,DEM,15,2,0,13,0
Williamson,0152,Governor,,Under Votes,DEM,14,3,1,10,0
Williamson,0160,Governor,,Under Votes,DEM,19,12,2,5,0
Williamson,0162,Governor,,Under Votes,DEM,22,4,1,16,1
Williamson,0172,Governor,,Under Votes,DEM,11,7,0,4,0
Williamson,0182,Governor,,Under Votes,DEM,30,9,5,16,0
Williamson,0185,Governor,,Under Votes,DEM,23,8,0,15,0
Williamson,0186,Governor,,Under Votes,DEM,27,19,0,8,0
Williamson,0189,Governor,,Under Votes,DEM,26,16,1,9,0
Williamson,0190,Governor,,Under Votes,DEM,37,19,2,16,0
Williamson,0197,Governor,,Under Votes,DEM,22,7,1,14,0
Williamson,0198,Governor,,Under Votes,DEM,29,9,1,18,1
Williamson,0201,Governor,,Under Votes,DEM,46,22,2,22,0
Williamson,0202,Governor,,Under Votes,DEM,2,1,1,0,0
Williamson,0204,Governor,,Under Votes,DEM,37,16,0,21,0
Williamson,0206,Governor,,Under Votes,DEM,4,1,1,2,0
Williamson,0207,Governor,,Under Votes,DEM,15,1,2,12,0
Williamson,0216,Governor,,Under Votes,DEM,14,6,0,8,0
Williamson,0218,Governor,,Under Votes,DEM,27,10,4,13,0
Williamson,0253,Governor,,Under Votes,DEM,13,7,0,6,0
Williamson,0254,Governor,,Under Votes,DEM,15,8,0,7,0
Williamson,0259,Governor,,Under Votes,DEM,15,5,0,10,0
Williamson,0263,Governor,,Under Votes,DEM,12,5,1,6,0
Williamson,0264,Governor,,Under Votes,DEM,26,9,4,13,0
Williamson,0266,Governor,,Under Votes,DEM,20,9,2,9,0
Williamson,0267,Governor,,Under Votes,DEM,7,1,0,6,0
Williamson,0273,Governor,,Under Votes,DEM,29,11,0,18,0
Williamson,0274,Governor,,Under Votes,DEM,32,13,0,19,0
Williamson,0275,Governor,,Under Votes,DEM,17,8,1,8,0
Williamson,0277,Governor,,Under Votes,DEM,40,23,0,17,0
Williamson,0278,Governor,,Under Votes,DEM,42,20,1,21,0
Williamson,0283,Governor,,Under Votes,DEM,27,14,1,12,0
Williamson,0287,Governor,,Under Votes,DEM,33,12,2,19,0
Williamson,0305,Governor,,Under Votes,DEM,16,4,2,10,0
Williamson,0309,Governor,,Under Votes,DEM,3,0,0,3,0
Williamson,0310,Governor,,Under Votes,DEM,3,0,0,3,0
Williamson,0311,Governor,,Under Votes,DEM,2,1,1,0,0
Williamson,0312,Governor,,Under Votes,DEM,5,4,0,1,0
Williamson,0314,Governor,,Under Votes,DEM,17,7,0,10,0
Williamson,0330,Governor,,Under Votes,DEM,29,9,3,17,0
Williamson,0331,Governor,,Under Votes,DEM,17,6,0,11,0
Williamson,0332,Governor,,Under Votes,DEM,22,9,2,10,1
Williamson,0333,Governor,,Under Votes,DEM,21,9,0,12,0
Williamson,0337,Governor,,Under Votes,DEM,22,8,0,14,0
Williamson,0339,Governor,,Under Votes,DEM,16,7,4,5,0
Williamson,0341,Governor,,Under Votes,DEM,6,1,1,4,0
Williamson,0342,Governor,,Under Votes,DEM,4,0,1,3,0
Williamson,0343,Governor,,Under Votes,DEM,18,7,2,9,0
Williamson,0344,Governor,,Under Votes,DEM,14,5,2,7,0
Williamson,0345,Governor,,Under Votes,DEM,11,4,1,6,0
Williamson,0368,Governor,,Under Votes,DEM,23,10,0,13,0
Williamson,0369,Governor,,Under Votes,DEM,20,10,1,9,0
Williamson,0370,Governor,,Under Votes,DEM,16,7,0,9,0
Williamson,0371,Governor,,Under Votes,DEM,8,5,0,3,0
Williamson,0379,Governor,,Under Votes,DEM,13,8,1,4,0
Williamson,0381,Governor,,Under Votes,DEM,32,16,14,2,0
Williamson,0392,Governor,,Under Votes,DEM,18,5,6,7,0
Williamson,0393,Governor,,Under Votes,DEM,30,14,8,8,0
Williamson,0394,Governor,,Under Votes,DEM,42,27,7,7,1
Williamson,0395,Governor,,Under Votes,DEM,17,5,0,12,0
Williamson,0396,Governor,,Under Votes,DEM,55,34,9,12,0
Williamson,0402,Governor,,Under Votes,DEM,24,8,0,16,0
Williamson,0403,Governor,,Under Votes,DEM,10,6,0,4,0
Williamson,0413,Governor,,Under Votes,DEM,0,0,0,0,0
Williamson,0415,Governor,,Under Votes,DEM,8,2,0,6,0
Williamson,0420,Governor,,Under Votes,DEM,16,11,2,3,0
Williamson,0423,Governor,,Under Votes,DEM,14,8,1,5,0
Williamson,0424,Governor,,Under Votes,DEM,14,9,0,5,0
Williamson,0425,Governor,,Under Votes,DEM,1,0,0,1,0
Williamson,0426,Governor,,Under Votes,DEM,5,4,0,1,0
Williamson,0427,Governor,,Under Votes,DEM,5,2,0,3,0
Williamson,0428,Governor,,Under Votes,DEM,10,5,0,5,0
Williamson,0429,Governor,,Under Votes,DEM,6,2,0,4,0
Williamson,0434,Governor,,Under Votes,DEM,4,1,0,3,0
Williamson,0436,Governor,,Under Votes,DEM,0,0,0,0,0
Williamson,0455,Governor,,Under Votes,DEM,14,9,0,5,0
Williamson,0456,Governor,,Under Votes,DEM,5,2,1,2,0
Williamson,0463,Governor,,Under Votes,DEM,32,18,2,12,0
Williamson,0480,Governor,,Under Votes,DEM,33,23,2,8,0
Williamson,0484,Governor,,Under Votes,DEM,19,9,0,8,2
Williamson,0488,Governor,,Under Votes,DEM,22,15,1,6,0
Williamson,0489,Governor,,Under Votes,DEM,26,14,0,12,0
Williamson,0490,Governor,,Under Votes,DEM,9,6,1,2,0
Williamson,0491,Governor,,Under Votes,DEM,19,11,2,6,0
Williamson,Total,Governor,,Under Votes,DEM,1749,769,122,852,6
Williamson,0119,Lieutenant Governor,,Mike Collier,DEM,210,110,3,95,2
Williamson,0122,Lieutenant Governor,,Mike Collier,DEM,174,104,13,55,2
Williamson,0135,Lieutenant Governor,,Mike Collier,DEM,154,66,10,78,0
Williamson,0138,Lieutenant Governor,,Mike Collier,DEM,212,116,12,84,0
Williamson,0140,Lieutenant Governor,,Mike Collier,DEM,122,63,3,56,0
Williamson,0145,Lieutenant Governor,,Mike Collier,DEM,109,48,9,52,0
Williamson,0146,Lieutenant Governor,,Mike Collier,DEM,464,202,15,247,0
Williamson,0147,Lieutenant Governor,,Mike Collier,DEM,232,115,24,93,0
Williamson,0149,Lieutenant Governor,,Mike Collier,DEM,88,51,6,31,0
Williamson,0150,Lieutenant Governor,,Mike Collier,DEM,128,68,10,50,0
Williamson,0151,Lieutenant Governor,,Mike Collier,DEM,186,78,12,96,0
Williamson,0152,Lieutenant Governor,,Mike Collier,DEM,166,78,11,77,0
Williamson,0160,Lieutenant Governor,,Mike Collier,DEM,278,144,13,120,1
Williamson,0162,Lieutenant Governor,,Mike Collier,DEM,221,97,5,119,0
Williamson,0172,Lieutenant Governor,,Mike Collier,DEM,132,66,17,49,0
Williamson,0182,Lieutenant Governor,,Mike Collier,DEM,194,109,6,79,0
Williamson,0185,Lieutenant Governor,,Mike Collier,DEM,163,56,8,99,0
Williamson,0186,Lieutenant Governor,,Mike Collier,DEM,139,72,4,61,2
Williamson,0189,Lieutenant Governor,,Mike Collier,DEM,188,100,14,74,0
Williamson,0190,Lieutenant Governor,,Mike Collier,DEM,307,171,17,119,0
Williamson,0197,Lieutenant Governor,,Mike Collier,DEM,143,65,4,73,1
Williamson,0198,Lieutenant Governor,,Mike Collier,DEM,253,136,9,108,0
Williamson,0201,Lieutenant Governor,,Mike Collier,DEM,261,164,8,89,0
Williamson,0202,Lieutenant Governor,,Mike Collier,DEM,78,43,14,21,0
Williamson,0204,Lieutenant Governor,,Mike Collier,DEM,290,177,8,105,0
Williamson,0206,Lieutenant Governor,,Mike Collier,DEM,83,41,11,31,0
Williamson,0207,Lieutenant Governor,,Mike Collier,DEM,130,48,12,67,3
Williamson,0216,Lieutenant Governor,,Mike Collier,DEM,165,105,9,51,0
Williamson,0218,Lieutenant Governor,,Mike Collier,DEM,275,152,12,111,0
Williamson,0253,Lieutenant Governor,,Mike Collier,DEM,166,80,12,74,0
Williamson,0254,Lieutenant Governor,,Mike Collier,DEM,137,83,9,45,0
Williamson,0259,Lieutenant Governor,,Mike Collier,DEM,150,70,10,70,0
Williamson,0263,Lieutenant Governor,,Mike Collier,DEM,138,75,7,56,0
Williamson,0264,Lieutenant Governor,,Mike Collier,DEM,180,81,6,93,0
Williamson,0266,Lieutenant Governor,,Mike Collier,DEM,194,103,14,76,1
Williamson,0267,Lieutenant Governor,,Mike Collier,DEM,114,60,5,49,0
Williamson,0273,Lieutenant Governor,,Mike Collier,DEM,228,118,11,97,2
Williamson,0274,Lieutenant Governor,,Mike Collier,DEM,277,139,16,122,0
Williamson,0275,Lieutenant Governor,,Mike Collier,DEM,220,109,12,99,0
Williamson,0277,Lieutenant Governor,,Mike Collier,DEM,329,200,19,110,0
Williamson,0278,Lieutenant Governor,,Mike Collier,DEM,352,210,9,129,4
Williamson,0283,Lieutenant Governor,,Mike Collier,DEM,233,131,16,85,1
Williamson,0287,Lieutenant Governor,,Mike Collier,DEM,238,121,24,93,0
Williamson,0305,Lieutenant Governor,,Mike Collier,DEM,118,55,7,56,0
Williamson,0309,Lieutenant Governor,,Mike Collier,DEM,41,9,7,25,0
Williamson,0310,Lieutenant Governor,,Mike Collier,DEM,39,8,11,19,1
Williamson,0311,Lieutenant Governor,,Mike Collier,DEM,56,20,4,32,0
Williamson,0312,Lieutenant Governor,,Mike Collier,DEM,84,35,9,40,0
Williamson,0314,Lieutenant Governor,,Mike Collier,DEM,185,94,18,70,3
Williamson,0330,Lieutenant Governor,,Mike Collier,DEM,234,127,11,96,0
Williamson,0331,Lieutenant Governor,,Mike Collier,DEM,157,59,4,94,0
Williamson,0332,Lieutenant Governor,,Mike Collier,DEM,177,78,16,82,1
Williamson,0333,Lieutenant Governor,,Mike Collier,DEM,158,81,11,65,1
Williamson,0337,Lieutenant Governor,,Mike Collier,DEM,181,79,14,88,0
Williamson,0339,Lieutenant Governor,,Mike Collier,DEM,122,56,10,56,0
Williamson,0341,Lieutenant Governor,,Mike Collier,DEM,102,49,19,34,0
Williamson,0342,Lieutenant Governor,,Mike Collier,DEM,40,20,6,14,0
Williamson,0343,Lieutenant Governor,,Mike Collier,DEM,213,122,36,54,1
