county,precinct,office,district,candidate,party,votes,early_voting,early_voting_paper,election_day_machine,provisional
Williamson,0162,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0172,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0182,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0185,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0186,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0189,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0190,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0197,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0198,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0201,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0202,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0204,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0206,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0207,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0216,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0218,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0253,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0254,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0259,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0263,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0264,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0266,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0267,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0273,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0274,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0275,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0277,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0278,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0283,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0287,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0305,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0309,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0310,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0311,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0312,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0314,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0330,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0331,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0332,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0333,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0337,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0339,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0341,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0342,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0343,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0344,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0345,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0368,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0369,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0370,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0371,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0379,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0381,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0392,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0393,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0394,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0395,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0396,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0402,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0403,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0413,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0415,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0420,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0423,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0424,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0425,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0426,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0427,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0428,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0429,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0434,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0436,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0455,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0456,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0463,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0480,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0484,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0488,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0489,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0490,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0491,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,Total,Comptroller of Public Accounts,,Over Votes,REP,0,0,0,0,0
Williamson,0119,Comptroller of Public Accounts,,Under Votes,REP,93,46,6,41,0
Williamson,0122,Comptroller of Public Accounts,,Under Votes,REP,96,52,6,38,0
Williamson,0135,Comptroller of Public Accounts,,Under Votes,REP,26,16,0,10,0
Williamson,0138,Comptroller of Public Accounts,,Under Votes,REP,149,88,8,53,0
Williamson,0140,Comptroller of Public Accounts,,Under Votes,REP,60,34,4,22,0
Williamson,0145,Comptroller of Public Accounts,,Under Votes,REP,23,9,0,13,1
Williamson,0146,Comptroller of Public Accounts,,Under Votes,REP,93,36,7,50,0
Williamson,0147,Comptroller of Public Accounts,,Under Votes,REP,45,11,3,30,1
Williamson,0149,Comptroller of Public Accounts,,Under Votes,REP,25,14,1,10,0
Williamson,0150,Comptroller of Public Accounts,,Under Votes,REP,38,18,3,17,0
Williamson,0151,Comptroller of Public Accounts,,Under Votes,REP,57,19,5,33,0
Williamson,0152,Comptroller of Public Accounts,,Under Votes,REP,30,9,4,17,0
Williamson,0160,Comptroller of Public Accounts,,Under Votes,REP,90,47,5,38,0
Williamson,0162,Comptroller of Public Accounts,,Under Votes,REP,42,17,3,22,0
Williamson,0172,Comptroller of Public Accounts,,Under Votes,REP,64,29,6,29,0
Williamson,0182,Comptroller of Public Accounts,,Under Votes,REP,163,84,6,71,2
Williamson,0185,Comptroller of Public Accounts,,Under Votes,REP,34,9,3,22,0
Williamson,0186,Comptroller of Public Accounts,,Under Votes,REP,53,17,7,29,0
Williamson,0189,Comptroller of Public Accounts,,Under Votes,REP,49,25,2,22,0
Williamson,0190,Comptroller of Public Accounts,,Under Votes,REP,160,79,14,67,0
Williamson,0197,Comptroller of Public Accounts,,Under Votes,REP,61,27,7,27,0
Williamson,0198,Comptroller of Public Accounts,,Under Votes,REP,102,55,3,43,1
Williamson,0201,Comptroller of Public Accounts,,Under Votes,REP,129,80,5,43,1
Williamson,0202,Comptroller of Public Accounts,,Under Votes,REP,42,15,7,20,0
Williamson,0204,Comptroller of Public Accounts,,Under Votes,REP,121,57,4,60,0
Williamson,0206,Comptroller of Public Accounts,,Under Votes,REP,98,44,4,49,1
Williamson,0207,Comptroller of Public Accounts,,Under Votes,REP,169,59,14,96,0
Williamson,0216,Comptroller of Public Accounts,,Under Votes,REP,73,39,6,27,1
Williamson,0218,Comptroller of Public Accounts,,Under Votes,REP,84,39,7,38,0
Williamson,0253,Comptroller of Public Accounts,,Under Votes,REP,102,43,5,54,0
Williamson,0254,Comptroller of Public Accounts,,Under Votes,REP,92,49,4,39,0
Williamson,0259,Comptroller of Public Accounts,,Under Votes,REP,69,25,4,39,1
Williamson,0263,Comptroller of Public Accounts,,Under Votes,REP,90,36,5,49,0
Williamson,0264,Comptroller of Public Accounts,,Under Votes,REP,94,43,1,49,1
Williamson,0266,Comptroller of Public Accounts,,Under Votes,REP,91,41,12,36,2
Williamson,0267,Comptroller of Public Accounts,,Under Votes,REP,70,24,4,42,0
Williamson,0273,Comptroller of Public Accounts,,Under Votes,REP,61,30,5,26,0
Williamson,0274,Comptroller of Public Accounts,,Under Votes,REP,65,31,3,31,0
Williamson,0275,Comptroller of Public Accounts,,Under Votes,REP,53,23,6,24,0
Williamson,0277,Comptroller of Public Accounts,,Under Votes,REP,132,75,5,52,0
Williamson,0278,Comptroller of Public Accounts,,Under Votes,REP,151,100,5,46,0
Williamson,0283,Comptroller of Public Accounts,,Under Votes,REP,100,53,8,39,0
Williamson,0287,Comptroller of Public Accounts,,Under Votes,REP,104,42,10,52,0
Williamson,0305,Comptroller of Public Accounts,,Under Votes,REP,111,46,12,53,0
Williamson,0309,Comptroller of Public Accounts,,Under Votes,REP,44,11,1,32,0
Williamson,0310,Comptroller of Public Accounts,,Under Votes,REP,75,16,6,53,0
Williamson,0311,Comptroller of Public Accounts,,Under Votes,REP,82,22,2,58,0
Williamson,0312,Comptroller of Public Accounts,,Under Votes,REP,118,49,6,63,0
Williamson,0314,Comptroller of Public Accounts,,Under Votes,REP,84,35,6,42,1
Williamson,0330,Comptroller of Public Accounts,,Under Votes,REP,83,41,2,40,0
Williamson,0331,Comptroller of Public Accounts,,Under Votes,REP,119,55,3,61,0
Williamson,0332,Comptroller of Public Accounts,,Under Votes,REP,89,42,4,43,0
Williamson,0333,Comptroller of Public Accounts,,Under Votes,REP,88,46,6,36,0
Williamson,0337,Comptroller of Public Accounts,,Under Votes,REP,117,38,7,71,1
Williamson,0339,Comptroller of Public Accounts,,Under Votes,REP,50,22,4,24,0
Williamson,0341,Comptroller of Public Accounts,,Under Votes,REP,72,46,5,20,1
Williamson,0342,Comptroller of Public Accounts,,Under Votes,REP,11,6,1,4,0
Williamson,0343,Comptroller of Public Accounts,,Under Votes,REP,134,61,14,59,0
Williamson,0344,Comptroller of Public Accounts,,Under Votes,REP,142,65,11,66,0
Williamson,0345,Comptroller of Public Accounts,,Under Votes,REP,85,47,4,34,0
Williamson,0368,Comptroller of Public Accounts,,Under Votes,REP,67,39,1,27,0
Williamson,0369,Comptroller of Public Accounts,,Under Votes,REP,115,51,10,53,1
Williamson,0370,Comptroller of Public Accounts,,Under Votes,REP,148,64,12,72,0
Williamson,0371,Comptroller of Public Accounts,,Under Votes,REP,103,53,19,31,0
Williamson,0379,Comptroller of Public Accounts,,Under Votes,REP,233,128,27,77,1
Williamson,0381,Comptroller of Public Accounts,,Under Votes,REP,229,143,39,46,1
Williamson,0392,Comptroller of Public Accounts,,Under Votes,REP,247,115,34,97,1
Williamson,0393,Comptroller of Public Accounts,,Under Votes,REP,181,95,57,27,2
Williamson,0394,Comptroller of Public Accounts,,Under Votes,REP,245,153,28,64,0
Williamson,0395,Comptroller of Public Accounts,,Under Votes,REP,105,44,11,50,0
Williamson,0396,Comptroller of Public Accounts,,Under Votes,REP,242,126,62,53,1
Williamson,0402,Comptroller of Public Accounts,,Under Votes,REP,85,38,6,41,0
Williamson,0403,Comptroller of Public Accounts,,Under Votes,REP,44,21,2,21,0
Williamson,0413,Comptroller of Public Accounts,,Under Votes,REP,14,4,1,9,0
Williamson,0415,Comptroller of Public Accounts,,Under Votes,REP,75,29,7,39,0
Williamson,0420,Comptroller of Public Accounts,,Under Votes,REP,122,61,8,53,0
Williamson,0423,Comptroller of Public Accounts,,Under Votes,REP,58,29,6,23,0
Williamson,0424,Comptroller of Public Accounts,,Under Votes,REP,168,115,7,45,1
Williamson,0425,Comptroller of Public Accounts,,Under Votes,REP,25,7,2,16,0
Williamson,0426,Comptroller of Public Accounts,,Under Votes,REP,51,25,4,20,2
Williamson,0427,Comptroller of Public Accounts,,Under Votes,REP,82,40,3,39,0
Williamson,0428,Comptroller of Public Accounts,,Under Votes,REP,96,61,4,31,0
Williamson,0429,Comptroller of Public Accounts,,Under Votes,REP,25,5,2,18,0
Williamson,0434,Comptroller of Public Accounts,,Under Votes,REP,122,51,11,59,1
Williamson,0436,Comptroller of Public Accounts,,Under Votes,REP,16,7,0,9,0
Williamson,0455,Comptroller of Public Accounts,,Under Votes,REP,29,16,2,11,0
Williamson,0456,Comptroller of Public Accounts,,Under Votes,REP,53,28,3,21,1
Williamson,0463,Comptroller of Public Accounts,,Under Votes,REP,66,35,5,26,0
Williamson,0480,Comptroller of Public Accounts,,Under Votes,REP,83,49,2,32,0
Williamson,0484,Comptroller of Public Accounts,,Under Votes,REP,103,59,6,37,1
Williamson,0488,Comptroller of Public Accounts,,Under Votes,REP,69,44,4,21,0
Williamson,0489,Comptroller of Public Accounts,,Under Votes,REP,122,65,4,53,0
Williamson,0490,Comptroller of Public Accounts,,Under Votes,REP,36,20,1,15,0
Williamson,0491,Comptroller of Public Accounts,,Under Votes,REP,78,43,6,29,0
Williamson,Total,Comptroller of Public Accounts,,Under Votes,REP,8584,4200,717,3639,28
Williamson,0119,Commissioner of the General  Land Office,,Davey Edwards,REP,30,13,0,17,0
Williamson,0122,Commissioner of the General  Land Office,,Davey Edwards,REP,23,8,4,11,0
Williamson,0135,Commissioner of the General  Land Office,,Davey Edwards,REP,15,7,0,8,0
Williamson,0138,Commissioner of the General  Land Office,,Davey Edwards,REP,40,18,4,18,0
Williamson,0140,Commissioner of the General  Land Office,,Davey Edwards,REP,17,10,1,6,0
Williamson,0145,Commissioner of the General  Land Office,,Davey Edwards,REP,17,7,2,7,1
Williamson,0146,Commissioner of the General  Land Office,,Davey Edwards,REP,22,11,3,8,0
Williamson,0147,Commissioner of the General  Land Office,,Davey Edwards,REP,22,6,2,14,0
Williamson,0149,Commissioner of the General  Land Office,,Davey Edwards,REP,21,13,3,5,0
Williamson,0150,Commissioner of the General  Land Office,,Davey Edwards,REP,17,5,1,11,0
Williamson,0151,Commissioner of the General  Land Office,,Davey Edwards,REP,15,3,4,8,0
Williamson,0152,Commissioner of the General  Land Office,,Davey Edwards,REP,6,3,1,2,0
Williamson,0160,Commissioner of the General  Land Office,,Davey Edwards,REP,38,17,1,20,0
Williamson,0162,Commissioner of the General  Land Office,,Davey Edwards,REP,18,4,2,12,0
Williamson,0172,Commissioner of the General  Land Office,,Davey Edwards,REP,25,11,3,11,0
Williamson,0182,Commissioner of the General  Land Office,,Davey Edwards,REP,45,21,4,20,0
Williamson,0185,Commissioner of the General  Land Office,,Davey Edwards,REP,11,0,2,9,0
Williamson,0186,Commissioner of the General  Land Office,,Davey Edwards,REP,19,7,0,12,0
Williamson,0189,Commissioner of the General  Land Office,,Davey Edwards,REP,16,8,0,8,0
Williamson,0190,Commissioner of the General  Land Office,,Davey Edwards,REP,42,14,0,28,0
Williamson,0197,Commissioner of the General  Land Office,,Davey Edwards,REP,20,6,1,13,0
Williamson,0198,Commissioner of the General  Land Office,,Davey Edwards,REP,27,15,1,11,0
Williamson,0201,Commissioner of the General  Land Office,,Davey Edwards,REP,31,22,1,8,0
Williamson,0202,Commissioner of the General  Land Office,,Davey Edwards,REP,13,5,0,8,0
Williamson,0204,Commissioner of the General  Land Office,,Davey Edwards,REP,34,18,4,12,0
Williamson,0206,Commissioner of the General  Land Office,,Davey Edwards,REP,30,15,1,13,1
Williamson,0207,Commissioner of the General  Land Office,,Davey Edwards,REP,49,19,5,25,0
Williamson,0216,Commissioner of the General  Land Office,,Davey Edwards,REP,15,8,1,6,0
Williamson,0218,Commissioner of the General  Land Office,,Davey Edwards,REP,30,18,2,10,0
Williamson,0253,Commissioner of the General  Land Office,,Davey Edwards,REP,33,17,1,15,0
Williamson,0254,Commissioner of the General  Land Office,,Davey Edwards,REP,39,23,0,16,0
Williamson,0259,Commissioner of the General  Land Office,,Davey Edwards,REP,35,17,4,14,0
Williamson,0263,Commissioner of the General  Land Office,,Davey Edwards,REP,33,20,2,11,0
Williamson,0264,Commissioner of the General  Land Office,,Davey Edwards,REP,32,11,0,21,0
Williamson,0266,Commissioner of the General  Land Office,,Davey Edwards,REP,31,13,6,12,0
Williamson,0267,Commissioner of the General  Land Office,,Davey Edwards,REP,27,9,1,17,0
Williamson,0273,Commissioner of the General  Land Office,,Davey Edwards,REP,26,16,2,8,0
Williamson,0274,Commissioner of the General  Land Office,,Davey Edwards,REP,15,6,3,6,0
Williamson,0275,Commissioner of the General  Land Office,,Davey Edwards,REP,16,5,2,9,0
Williamson,0277,Commissioner of the General  Land Office,,Davey Edwards,REP,51,25,1,25,0
Williamson,0278,Commissioner of the General  Land Office,,Davey Edwards,REP,49,22,3,24,0
Williamson,0283,Commissioner of the General  Land Office,,Davey Edwards,REP,47,30,8,9,0
Williamson,0287,Commissioner of the General  Land Office,,Davey Edwards,REP,49,24,6,19,0
Williamson,0305,Commissioner of the General  Land Office,,Davey Edwards,REP,41,12,3,26,0
Williamson,0309,Commissioner of the General  Land Office,,Davey Edwards,REP,17,4,1,12,0
Williamson,0310,Commissioner of the General  Land Office,,Davey Edwards,REP,20,2,3,15,0
Williamson,0311,Commissioner of the General  Land Office,,Davey Edwards,REP,35,8,2,25,0
Williamson,0312,Commissioner of the General  Land Office,,Davey Edwards,REP,41,13,4,24,0
Williamson,0314,Commissioner of the General  Land Office,,Davey Edwards,REP,29,10,2,17,0
Williamson,0330,Commissioner of the General  Land Office,,Davey Edwards,REP,31,15,1,15,0
Williamson,0331,Commissioner of the General  Land Office,,Davey Edwards,REP,39,13,3,23,0
Williamson,0332,Commissioner of the General  Land Office,,Davey Edwards,REP,12,6,1,5,0
Williamson,0333,Commissioner of the General  Land Office,,Davey Edwards,REP,32,17,6,9,0
Williamson,0337,Commissioner of the General  Land Office,,Davey Edwards,REP,42,21,5,16,0
Williamson,0339,Commissioner of the General  Land Office,,Davey Edwards,REP,16,4,0,12,0
Williamson,0341,Commissioner of the General  Land Office,,Davey Edwards,REP,22,12,2,8,0
Williamson,0342,Commissioner of the General  Land Office,,Davey Edwards,REP,11,4,2,5,0
Williamson,0343,Commissioner of the General  Land Office,,Davey Edwards,REP,39,14,10,15,0
Williamson,0344,Commissioner of the General  Land Office,,Davey Edwards,REP,66,33,4,29,0
Williamson,0345,Commissioner of the General  Land Office,,Davey Edwards,REP,31,9,0,22,0
Williamson,0368,Commissioner of the General  Land Office,,Davey Edwards,REP,26,13,0,13,0
Williamson,0369,Commissioner of the General  Land Office,,Davey Edwards,REP,38,21,2,15,0
Williamson,0370,Commissioner of the General  Land Office,,Davey Edwards,REP,52,22,6,24,0
Williamson,0371,Commissioner of the General  Land Office,,Davey Edwards,REP,43,14,7,22,0
Williamson,0379,Commissioner of the General  Land Office,,Davey Edwards,REP,78,37,6,35,0
Williamson,0381,Commissioner of the General  Land Office,,Davey Edwards,REP,89,61,11,17,0
Williamson,0392,Commissioner of the General  Land Office,,Davey Edwards,REP,91,31,26,34,0
Williamson,0393,Commissioner of the General  Land Office,,Davey Edwards,REP,67,42,17,6,2
Williamson,0394,Commissioner of the General  Land Office,,Davey Edwards,REP,113,73,12,28,0
Williamson,0395,Commissioner of the General  Land Office,,Davey Edwards,REP,47,19,5,23,0
Williamson,0396,Commissioner of the General  Land Office,,Davey Edwards,REP,91,57,18,16,0
Williamson,0402,Commissioner of the General  Land Office,,Davey Edwards,REP,30,11,5,14,0
Williamson,0403,Commissioner of the General  Land Office,,Davey Edwards,REP,18,10,1,7,0
Williamson,0413,Commissioner of the General  Land Office,,Davey Edwards,REP,6,1,0,5,0
Williamson,0415,Commissioner of the General  Land Office,,Davey Edwards,REP,30,7,1,22,0
Williamson,0420,Commissioner of the General  Land Office,,Davey Edwards,REP,34,18,1,15,0
Williamson,0423,Commissioner of the General  Land Office,,Davey Edwards,REP,25,12,3,10,0
Williamson,0424,Commissioner of the General  Land Office,,Davey Edwards,REP,51,26,5,18,2
Williamson,0425,Commissioner of the General  Land Office,,Davey Edwards,REP,10,2,1,7,0
Williamson,0426,Commissioner of the General  Land Office,,Davey Edwards,REP,16,5,2,9,0
Williamson,0427,Commissioner of the General  Land Office,,Davey Edwards,REP,40,19,2,19,0
Williamson,0428,Commissioner of the General  Land Office,,Davey Edwards,REP,36,17,3,16,0
Williamson,0429,Commissioner of the General  Land Office,,Davey Edwards,REP,13,7,1,5,0
Williamson,0434,Commissioner of the General  Land Office,,Davey Edwards,REP,45,17,3,25,0
Williamson,0436,Commissioner of the General  Land Office,,Davey Edwards,REP,13,7,1,5,0
Williamson,0455,Commissioner of the General  Land Office,,Davey Edwards,REP,12,7,3,2,0
Williamson,0456,Commissioner of the General  Land Office,,Davey Edwards,REP,16,8,4,4,0
Williamson,0463,Commissioner of the General  Land Office,,Davey Edwards,REP,19,11,2,6,0
Williamson,0480,Commissioner of the General  Land Office,,Davey Edwards,REP,29,22,0,7,0
Williamson,0484,Commissioner of the General  Land Office,,Davey Edwards,REP,34,18,5,11,0
Williamson,0488,Commissioner of the General  Land Office,,Davey Edwards,REP,22,14,2,6,0
Williamson,0489,Commissioner of the General  Land Office,,Davey Edwards,REP,53,22,5,26,0
Williamson,0490,Commissioner of the General  Land Office,,Davey Edwards,REP,11,7,0,4,0
Williamson,0491,Commissioner of the General  Land Office,,Davey Edwards,REP,23,16,2,5,0
Williamson,Total,Commissioner of the General  Land Office,,Davey Edwards,REP,3036,1421,303,1306,6
Williamson,0119,Commissioner of the General  Land Office,,George P. Bush,REP,224,105,24,95,0
Williamson,0122,Commissioner of the General  Land Office,,George P. Bush,REP,235,123,22,90,0
Williamson,0135,Commissioner of the General  Land Office,,George P. Bush,REP,59,19,8,32,0
Williamson,0138,Commissioner of the General  Land Office,,George P. Bush,REP,303,157,17,128,1
Williamson,0140,Commissioner of the General  Land Office,,George P. Bush,REP,93,44,7,42,0
Williamson,0145,Commissioner of the General  Land Office,,George P. Bush,REP,57,28,4,25,0
Williamson,0146,Commissioner of the General  Land Office,,George P. Bush,REP,136,48,12,75,1
Williamson,0147,Commissioner of the General  Land Office,,George P. Bush,REP,85,26,7,50,2
Williamson,0149,Commissioner of the General  Land Office,,George P. Bush,REP,55,24,10,21,0
Williamson,0150,Commissioner of the General  Land Office,,George P. Bush,REP,83,36,7,38,2
Williamson,0151,Commissioner of the General  Land Office,,George P. Bush,REP,76,20,13,43,0
Williamson,0152,Commissioner of the General  Land Office,,George P. Bush,REP,50,23,4,23,0
Williamson,0160,Commissioner of the General  Land Office,,George P. Bush,REP,161,71,12,76,2
Williamson,0162,Commissioner of the General  Land Office,,George P. Bush,REP,77,25,9,43,0
Williamson,0172,Commissioner of the General  Land Office,,George P. Bush,REP,132,63,10,59,0
Williamson,0182,Commissioner of the General  Land Office,,George P. Bush,REP,364,196,13,152,3
Williamson,0185,Commissioner of the General  Land Office,,George P. Bush,REP,58,16,6,36,0
Williamson,0186,Commissioner of the General  Land Office,,George P. Bush,REP,105,45,7,53,0
Williamson,0189,Commissioner of the General  Land Office,,George P. Bush,REP,88,34,10,44,0
Williamson,0190,Commissioner of the General  Land Office,,George P. Bush,REP,298,137,20,141,0
Williamson,0197,Commissioner of the General  Land Office,,George P. Bush,REP,106,37,14,55,0
Williamson,0198,Commissioner of the General  Land Office,,George P. Bush,REP,184,97,10,76,1
Williamson,0201,Commissioner of the General  Land Office,,George P. Bush,REP,208,116,17,75,0
Williamson,0202,Commissioner of the General  Land Office,,George P. Bush,REP,97,45,13,39,0
Williamson,0204,Commissioner of the General  Land Office,,George P. Bush,REP,237,99,17,121,0
Williamson,0206,Commissioner of the General  Land Office,,George P. Bush,REP,207,79,24,103,1
Williamson,0207,Commissioner of the General  Land Office,,George P. Bush,REP,356,114,24,216,2
Williamson,0216,Commissioner of the General  Land Office,,George P. Bush,REP,147,77,5,63,2
Williamson,0218,Commissioner of the General  Land Office,,George P. Bush,REP,138,71,19,48,0
Williamson,0253,Commissioner of the General  Land Office,,George P. Bush,REP,212,84,17,111,0
Williamson,0254,Commissioner of the General  Land Office,,George P. Bush,REP,151,62,15,71,3
Williamson,0259,Commissioner of the General  Land Office,,George P. Bush,REP,151,57,9,83,2
Williamson,0263,Commissioner of the General  Land Office,,George P. Bush,REP,216,97,20,98,1
Williamson,0264,Commissioner of the General  Land Office,,George P. Bush,REP,185,77,16,92,0
Williamson,0266,Commissioner of the General  Land Office,,George P. Bush,REP,161,72,22,65,2
Williamson,0267,Commissioner of the General  Land Office,,George P. Bush,REP,143,53,18,70,2
Williamson,0273,Commissioner of the General  Land Office,,George P. Bush,REP,121,46,15,59,1
Williamson,0274,Commissioner of the General  Land Office,,George P. Bush,REP,120,56,19,45,0
Williamson,0275,Commissioner of the General  Land Office,,George P. Bush,REP,103,34,19,50,0
Williamson,0277,Commissioner of the General  Land Office,,George P. Bush,REP,324,180,26,117,1
Williamson,0278,Commissioner of the General  Land Office,,George P. Bush,REP,235,129,13,93,0
Williamson,0283,Commissioner of the General  Land Office,,George P. Bush,REP,203,95,22,85,1
Williamson,0287,Commissioner of the General  Land Office,,George P. Bush,REP,239,108,31,99,1
Williamson,0305,Commissioner of the General  Land Office,,George P. Bush,REP,270,119,21,128,2
Williamson,0309,Commissioner of the General  Land Office,,George P. Bush,REP,101,22,5,74,0
Williamson,0310,Commissioner of the General  Land Office,,George P. Bush,REP,125,25,11,89,0
Williamson,0311,Commissioner of the General  Land Office,,George P. Bush,REP,150,45,13,92,0
Williamson,0312,Commissioner of the General  Land Office,,George P. Bush,REP,280,111,25,143,1
Williamson,0314,Commissioner of the General  Land Office,,George P. Bush,REP,130,58,8,64,0
Williamson,0330,Commissioner of the General  Land Office,,George P. Bush,REP,132,52,12,68,0
Williamson,0331,Commissioner of the General  Land Office,,George P. Bush,REP,191,71,11,108,1
Williamson,0332,Commissioner of the General  Land Office,,George P. Bush,REP,218,87,16,113,2
Williamson,0333,Commissioner of the General  Land Office,,George P. Bush,REP,170,85,11,74,0
Williamson,0337,Commissioner of the General  Land Office,,George P. Bush,REP,231,84,18,128,1
Williamson,0339,Commissioner of the General  Land Office,,George P. Bush,REP,98,53,9,36,0
Williamson,0341,Commissioner of the General  Land Office,,George P. Bush,REP,200,95,39,65,1
Williamson,0342,Commissioner of the General  Land Office,,George P. Bush,REP,29,7,11,11,0
Williamson,0343,Commissioner of the General  Land Office,,George P. Bush,REP,293,139,37,113,4
