county,office,district,candidate,party,precinct,precinct_name,votes
Parmer,Lieutenant Governor,,Mike  Collier,DEM,301,Farwell,99
Parmer,Lieutenant Governor,,Dan  Patrick,REP,302,Oklahoma Lane,115
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,302,Oklahoma Lane,5
Parmer,Lieutenant Governor,,Mike  Collier,DEM,302,Oklahoma Lane,13
Parmer,Lieutenant Governor,,Dan  Patrick,REP,303,Bovina Ridgelea,28
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,303,Bovina Ridgelea,0
Parmer,Lieutenant Governor,,Mike  Collier,DEM,303,Bovina Ridgelea,7
Parmer,Lieutenant Governor,,Dan  Patrick,REP,401,Lazbuddie,144
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,401,Lazbuddie,2
Parmer,Lieutenant Governor,,Mike  Collier,DEM,401,Lazbuddie,23
Parmer,Lieutenant Governor,,Dan  Patrick,REP,402,Friona Library,78
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,402,Friona Library,2
Parmer,Lieutenant Governor,,Mike  Collier,DEM,402,Friona Library,56
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,101,Friona Calvary Baptist Ch,109
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,101,Friona Calvary Baptist Ch,9
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,101,Friona Calvary Baptist Ch,505
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,110,Early Vote,67
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,110,Early Vote,10
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,110,Early Vote,668
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,201,Bovina EMS,108
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,201,Bovina EMS,6
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,201,Bovina EMS,153
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,202,Friona Community Center,7
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,202,Friona Community Center,0
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,202,Friona Community Center,121
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,203,Rhea,1
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,203,Rhea,0
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,203,Rhea,44
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,301,Farwell,63
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,301,Farwell,10
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,301,Farwell,417
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,302,Oklahoma Lane,5
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,302,Oklahoma Lane,4
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,302,Oklahoma Lane,123
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,303,Bovina Ridgelea,4
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,303,Bovina Ridgelea,0
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,303,Bovina Ridgelea,31
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,401,Lazbuddie,13
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,401,Lazbuddie,3
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,401,Lazbuddie,152
Parmer,Commissioner of Agriculture,,Kim  Olson,DEM,402,Friona Library,54
Parmer,Commissioner of Agriculture,,Richard Carpenter,LIB,402,Friona Library,3
Parmer,Commissioner of Agriculture,,Sid  Miller,REP,402,Friona Library,79
Parmer,State Senate,31,Jack B.  Westbrook,LIB,101,Friona Calvary Baptist Ch,49
Parmer,State Senate,31,Kel  Seliger,REP,101,Friona Calvary Baptist Ch,539
Parmer,State Senate,31,Jack B.  Westbrook,LIB,110,Early Vote,41
Parmer,State Senate,31,Kel  Seliger,REP,110,Early Vote,680
Parmer,State Senate,31,Jack B.  Westbrook,LIB,201,Bovina EMS,39
Parmer,State Senate,31,Kel  Seliger,REP,201,Bovina EMS,171
Parmer,State Senate,31,Jack B.  Westbrook,LIB,202,Friona Community Center,4
Parmer,State Senate,31,Kel  Seliger,REP,202,Friona Community Center,122
Parmer,State Senate,31,Jack B.  Westbrook,LIB,203,Rhea,1
Parmer,State Senate,31,Kel  Seliger,REP,203,Rhea,44
Parmer,State Senate,31,Jack B.  Westbrook,LIB,301,Farwell,41
Parmer,State Senate,31,Kel  Seliger,REP,301,Farwell,428
Parmer,State Senate,31,Jack B.  Westbrook,LIB,302,Oklahoma Lane,5
Parmer,State Senate,31,Kel  Seliger,REP,302,Oklahoma Lane,128
Parmer,State Senate,31,Jack B.  Westbrook,LIB,303,Bovina Ridgelea,2
Parmer,State Senate,31,Kel  Seliger,REP,303,Bovina Ridgelea,29
Parmer,State Senate,31,Jack B.  Westbrook,LIB,401,Lazbuddie,6
Parmer,State Senate,31,Kel  Seliger,REP,401,Lazbuddie,159
Parmer,State Senate,31,Jack B.  Westbrook,LIB,402,Friona Library,34
Parmer,State Senate,31,Kel  Seliger,REP,402,Friona Library,89
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,101,Friona Calvary Baptist Ch,510
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,101,Friona Calvary Baptist Ch,105
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,110,Early Vote,670
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,110,Early Vote,70
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,201,Bovina EMS,155
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,201,Bovina EMS,109
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,202,Friona Community Center,121
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,202,Friona Community Center,7
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,203,Rhea,43
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,203,Rhea,0
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,301,Farwell,426
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,301,Farwell,61
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,302,Oklahoma Lane,125
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,302,Oklahoma Lane,7
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,303,Bovina Ridgelea,30
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,303,Bovina Ridgelea,4
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,401,Lazbuddie,153
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,401,Lazbuddie,11
Parmer,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,402,Friona Library,83
Parmer,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,402,Friona Library,52
Parmer,Governor,,Greg  Abbott,REP,101,Friona Calvary Baptist Ch,518
Parmer,Governor,,Lupe  Valdez,DEM,101,Friona Calvary Baptist Ch,108
Parmer,Governor,,Mark Jay Tippetts,LIB,101,Friona Calvary Baptist Ch,5
Parmer,Governor,,Greg  Abbott,REP,110,Early Vote,679
Parmer,Governor,,Lupe  Valdez,DEM,110,Early Vote,68
Parmer,Governor,,Mark Jay Tippetts,LIB,110,Early Vote,6
Parmer,Governor,,Greg  Abbott,REP,201,Bovina EMS,165
Parmer,Governor,,Lupe  Valdez,DEM,201,Bovina EMS,105
Parmer,Governor,,Mark Jay Tippetts,LIB,201,Bovina EMS,2
Parmer,Governor,,Greg  Abbott,REP,202,Friona Community Center,121
Parmer,Governor,,Lupe  Valdez,DEM,202,Friona Community Center,7
Parmer,Governor,,Mark Jay Tippetts,LIB,202,Friona Community Center,0
Parmer,Governor,,Greg  Abbott,REP,203,Rhea,44
Parmer,Governor,,Lupe  Valdez,DEM,203,Rhea,0
Parmer,Governor,,Mark Jay Tippetts,LIB,203,Rhea,0
Parmer,Governor,,Greg  Abbott,REP,301,Farwell,431
Parmer,Governor,,Lupe  Valdez,DEM,301,Farwell,62
Parmer,Governor,,Mark Jay Tippetts,LIB,301,Farwell,3
Parmer,Governor,,Greg  Abbott,REP,302,Oklahoma Lane,129
Parmer,Governor,,Lupe  Valdez,DEM,302,Oklahoma Lane,4
Parmer,Governor,,Mark Jay Tippetts,LIB,302,Oklahoma Lane,1
Parmer,Governor,,Greg  Abbott,REP,303,Bovina Ridgelea,31
Parmer,Governor,,Lupe  Valdez,DEM,303,Bovina Ridgelea,4
Parmer,Governor,,Mark Jay Tippetts,LIB,303,Bovina Ridgelea,0
Parmer,Governor,,Greg  Abbott,REP,401,Lazbuddie,157
Parmer,Governor,,Lupe  Valdez,DEM,401,Lazbuddie,11
Parmer,Governor,,Mark Jay Tippetts,LIB,401,Lazbuddie,1
Parmer,Governor,,Greg  Abbott,REP,402,Friona Library,84
Parmer,Governor,,Lupe  Valdez,DEM,402,Friona Library,51
Parmer,Governor,,Mark Jay Tippetts,LIB,402,Friona Library,2
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,101,Friona Calvary Baptist Ch,496
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,101,Friona Calvary Baptist Ch,20
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,101,Friona Calvary Baptist Ch,103
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,110,Early Vote,639
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,110,Early Vote,31
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,110,Early Vote,71
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,201,Bovina EMS,155
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,201,Bovina EMS,5
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,201,Bovina EMS,106
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,202,Friona Community Center,110
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,202,Friona Community Center,5
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,202,Friona Community Center,12
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,203,Rhea,41
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,203,Rhea,3
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,203,Rhea,1
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,301,Farwell,395
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,301,Farwell,18
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,301,Farwell,74
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,302,Oklahoma Lane,124
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,302,Oklahoma Lane,2
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,302,Oklahoma Lane,7
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,303,Bovina Ridgelea,29
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,303,Bovina Ridgelea,1
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,303,Bovina Ridgelea,5
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,401,Lazbuddie,149
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,401,Lazbuddie,5
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,401,Lazbuddie,12
Parmer,Commissioner of the General Land Office,,George P.  Bush,REP,402,Friona Library,82
Parmer,Commissioner of the General Land Office,,Matt Pina,LIB,402,Friona Library,2
Parmer,Commissioner of the General Land Office,,Miguel  Suazo,DEM,402,Friona Library,52
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,101,Friona Calvary Baptist Ch,273
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,110,Early Vote,243
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,201,Bovina EMS,148
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,202,Friona Community Center,37
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,203,Rhea,12
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,301,Farwell,213
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,302,Oklahoma Lane,50
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,303,Bovina Ridgelea,13
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,401,Lazbuddie,69
Parmer,"District Judge, 287th Judicial District",,Gordon H.  Green,DEM,402,Friona Library,74
Parmer,County Judge,,Trey Ellis,ONA,101,Friona Calvary Baptist Ch,570
Parmer,County Judge,,Trey Ellis,ONA,110,Early Vote,681
Parmer,County Judge,,Trey Ellis,ONA,201,Bovina EMS,181
Parmer,County Judge,,Trey Ellis,ONA,202,Friona Community Center,124
Parmer,County Judge,,Trey Ellis,ONA,203,Rhea,43
Parmer,County Judge,,Trey Ellis,ONA,301,Farwell,428
Parmer,County Judge,,Trey Ellis,ONA,302,Oklahoma Lane,126
Parmer,County Judge,,Trey Ellis,ONA,303,Bovina Ridgelea,31
Parmer,County Judge,,Trey Ellis,ONA,401,Lazbuddie,157
Parmer,County Judge,,Trey Ellis,ONA,402,Friona Library,112
Parmer,District Clerk,,Sandra Warren,ONA,101,Friona Calvary Baptist Ch,563
Parmer,District Clerk,,Sandra Warren,ONA,110,Early Vote,689
Parmer,District Clerk,,Sandra Warren,ONA,201,Bovina EMS,189
Parmer,District Clerk,,Sandra Warren,ONA,202,Friona Community Center,126
Parmer,District Clerk,,Sandra Warren,ONA,203,Rhea,44
Parmer,District Clerk,,Sandra Warren,ONA,301,Farwell,434
Parmer,District Clerk,,Sandra Warren,ONA,302,Oklahoma Lane,126
Parmer,District Clerk,,Sandra Warren,ONA,303,Bovina Ridgelea,33
Parmer,District Clerk,,Sandra Warren,ONA,401,Lazbuddie,157
Parmer,District Clerk,,Sandra Warren,ONA,402,Friona Library,111
Parmer,County Clerk,,Susan (Susie) Spring,ONA,101,Friona Calvary Baptist Ch,568
Parmer,County Clerk,,Susan (Susie) Spring,ONA,110,Early Vote,671
Parmer,County Clerk,,Susan (Susie) Spring,ONA,201,Bovina EMS,179
Parmer,County Clerk,,Susan (Susie) Spring,ONA,202,Friona Community Center,126
Parmer,County Clerk,,Susan (Susie) Spring,ONA,203,Rhea,44
Parmer,County Clerk,,Susan (Susie) Spring,ONA,301,Farwell,414
Parmer,County Clerk,,Susan (Susie) Spring,ONA,302,Oklahoma Lane,123
Parmer,County Clerk,,Susan (Susie) Spring,ONA,303,Bovina Ridgelea,32
Parmer,County Clerk,,Susan (Susie) Spring,ONA,401,Lazbuddie,155
Parmer,County Clerk,,Susan (Susie) Spring,ONA,402,Friona Library,114
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,101,Friona Calvary Baptist Ch,570
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,110,Early Vote,698
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,201,Bovina EMS,190
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,202,Friona Community Center,125
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,203,Rhea,43
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,301,Farwell,439
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,302,Oklahoma Lane,129
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,303,Bovina Ridgelea,33
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,401,Lazbuddie,160
Parmer,County Tax Assessor-Collector,,Awyna Sanchez,ONA,402,Friona Library,115
Parmer,County Treasurer,,Sharon May,ONA,101,Friona Calvary Baptist Ch,562
Parmer,County Treasurer,,Sharon May,ONA,110,Early Vote,689
Parmer,County Treasurer,,Sharon May,ONA,201,Bovina EMS,186
Parmer,County Treasurer,,Sharon May,ONA,202,Friona Community Center,125
Parmer,County Treasurer,,Sharon May,ONA,203,Rhea,43
Parmer,County Treasurer,,Sharon May,ONA,301,Farwell,439
Parmer,County Treasurer,,Sharon May,ONA,302,Oklahoma Lane,127
Parmer,County Treasurer,,Sharon May,ONA,303,Bovina Ridgelea,32
Parmer,County Treasurer,,Sharon May,ONA,401,Lazbuddie,157
Parmer,County Treasurer,,Sharon May,ONA,402,Friona Library,112
Parmer,County Commissioner Pct 2,,Charles Wilkins,ONA,110,Early Vote,110
Parmer,County Commissioner Pct 2,,Charles Wilkins,ONA,201,Bovina EMS,188
Parmer,County Commissioner Pct 2,,Charles Wilkins,ONA,202,Friona Community Center,124
Parmer,County Commissioner Pct 2,,Charles Wilkins,ONA,203,Rhea,43
Parmer,County Commissioner Pct 4,,Casey Russell,ONA,110,Early Vote,80
Parmer,County Commissioner Pct 4,,Casey Russell,ONA,401,Lazbuddie,157
Parmer,County Commissioner Pct 4,,Casey Russell,ONA,402,Friona Library,109
Parmer,justice of the Peace Pct 1,,Jo Beth Gipson,ONA,101,Friona Calvary Baptist Ch,569
Parmer,justice of the Peace Pct 1,,Jo Beth Gipson,ONA,110,Early Vote,333
Parmer,justice of the Peace Pct 1,,Jo Beth Gipson,ONA,202,Friona Community Center,125
Parmer,justice of the Peace Pct 1,,Jo Beth Gipson,ONA,402,Friona Library,112
Parmer,Justice of the Peace Pct 2,,Deena Lucero Leuea,ONA,110,Early Vote,55
Parmer,Justice of the Peace Pct 2,,Deena Lucero Leuea,ONA,201,Bovina EMS,192
Parmer,Justice of the Peace Pct 2,,Deena Lucero Leuea,ONA,303,Bovina Ridgelea,33
Parmer,Justice of the Peace Pct 3,,Pamela Haseloff,ONA,110,Early Vote,307
Parmer,Justice of the Peace Pct 3,,Pamela Haseloff,ONA,301,Farwell,445
Parmer,Justice of the Peace Pct 3,,Pamela Haseloff,ONA,302,Oklahoma Lane,126
Parmer,Justice of the Peace Pct 3,,Pamela Haseloff,ONA,401,Lazbuddie,156
