county,office,district,party,candidate,incumbent,votes,pct
ECTOR,Prop 10 Right to a Fair Criminal Justice System,,,Total,,1888,
ECTOR,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,1755,92.71
ECTOR,Prop 11 Immigrant Rights,,DEM,AGAINST,False,138,7.29
ECTOR,Prop 11 Immigrant Rights,,,Total,,1893,
ECTOR,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,1819,95.89
ECTOR,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,78,4.11
ECTOR,Prop 12 Right to Fair Taxation,,,Total,,1897,
EDWARDS,U. S. Senator,,DEM,Edward Kimbrough,False,7,22.58
EDWARDS,U. S. Senator,,DEM,Beto O'Rourke,False,14,45.16
EDWARDS,U. S. Senator,,DEM,Sema Hernandez,False,10,32.26
EDWARDS,U. S. Senator,,,Total,,31,
EDWARDS,U. S. Representative,23,DEM,Judy Canales,False,1,3.23
EDWARDS,U. S. Representative,23,DEM,Jay Hulings,False,8,25.81
EDWARDS,U. S. Representative,23,DEM,Gina Ortiz Jones,False,18,58.06
EDWARDS,U. S. Representative,23,DEM,Rick Treviño,False,4,12.90
EDWARDS,U. S. Representative,23,DEM,"Angela ""Angie"" Villescaz",False,0,0.00
EDWARDS,U. S. Representative,23,,Total,,31,
EDWARDS,Governor,,DEM,James Jolly Clark,False,2,6.67
EDWARDS,Governor,,DEM,"Cedric Davis, Sr.",False,0,0.00
EDWARDS,Governor,,DEM,Joe Mumbach,False,1,3.33
EDWARDS,Governor,,DEM,Adrian Ocegueda,False,1,3.33
EDWARDS,Governor,,DEM,Jeffrey Payne,False,5,16.67
EDWARDS,Governor,,DEM,Lupe Valdez,False,9,30.00
EDWARDS,Governor,,DEM,Tom Wakely,False,0,0.00
EDWARDS,Governor,,DEM,Andrew White,False,9,30.00
EDWARDS,Governor,,DEM,Grady Yarbrough,False,3,10.00
EDWARDS,Governor,,,Total,,30,
EDWARDS,Lieutenant Governor,,DEM,Mike Collier,False,15,51.72
EDWARDS,Lieutenant Governor,,DEM,Michael Cooper,False,14,48.28
EDWARDS,Lieutenant Governor,,,Total,,29,
EDWARDS,Attorney General,,DEM,Justin Nelson,False,28,100.00
EDWARDS,Attorney General,,,Total,,28,
EDWARDS,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,9,33.33
EDWARDS,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,18,66.67
EDWARDS,Comptroller of Public Accounts,,,Total,,27,
EDWARDS,Commissioner of the General Land Office,,DEM,Tex Morgan,False,7,24.14
EDWARDS,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,22,75.86
EDWARDS,Commissioner of the General Land Office,,,Total,,29,
EDWARDS,Commissioner of Agriculture,,DEM,Kim Olson,False,26,100.00
EDWARDS,Commissioner of Agriculture,,,Total,,26,
EDWARDS,Railroad Commissioner,,DEM,Roman McAllen,False,15,51.72
EDWARDS,Railroad Commissioner,,DEM,Chris Spellmon,False,14,48.28
EDWARDS,Railroad Commissioner,,,Total,,29,
EDWARDS,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,26,100.00
EDWARDS,"Justice, Supreme Court, Place 2",,,Total,,26,
EDWARDS,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,24,100.00
EDWARDS,"Justice, Supreme Court, Place 4",,,Total,,24,
EDWARDS,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,27,100.00
EDWARDS,"Justice, Supreme Court, Place 6",,,Total,,27,
EDWARDS,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,27,100.00
EDWARDS,"Presiding Judge, Court of Criminal Appeals",,,Total,,27,
EDWARDS,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,25,100.00
EDWARDS,Judge Court of Criminal Appeals,7,,Total,,25,
EDWARDS,State Representative,53,DEM,Stephanie Lochte Ertel,False,13,44.83
EDWARDS,State Representative,53,DEM,Joe P. Herrera,False,16,55.17
EDWARDS,State Representative,53,,Total,,29,
EDWARDS,"Justice, 4th Court of Appeals District, Place 2",,DEM,Beth Watkins,False,26,100.00
EDWARDS,"Justice, 4th Court of Appeals District, Place 2",,,Total,,26,
EDWARDS,"Justice, 4th Court of Appeals District, Place 3",,DEM,Patricia O'Connell Alvarez,True,26,100.00
EDWARDS,"Justice, 4th Court of Appeals District, Place 3",,,Total,,26,
EDWARDS,"Justice, 4th Court of Appeals District, Place 4",,DEM,Luz Elena Chapa,True,26,100.00
EDWARDS,"Justice, 4th Court of Appeals District, Place 4",,,Total,,26,
EDWARDS,"Justice, 4th Court of Appeals District, Place 5",,DEM,Liza Rodriguez,False,27,100.00
EDWARDS,"Justice, 4th Court of Appeals District, Place 5",,,Total,,27,
EDWARDS,"Justice, 4th Court of Appeals District, Place 7",,DEM,Rebeca Martinez,True,24,100.00
EDWARDS,"Justice, 4th Court of Appeals District, Place 7",,,Total,,24,
EDWARDS,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,28,100.00
EDWARDS,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,0,0.00
EDWARDS,Prop 1 Right to a 21st Century Public Education,,,Total,,28,
EDWARDS,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,26,96.30
EDWARDS,Prop 2 Student Loan Debt,,DEM,AGAINST,False,1,3.70
EDWARDS,Prop 2 Student Loan Debt,,,Total,,27,
EDWARDS,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,27,93.10
EDWARDS,Prop 3 Right to Healthcare,,DEM,AGAINST,False,2,6.90
EDWARDS,Prop 3 Right to Healthcare,,,Total,,29,
EDWARDS,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,28,96.55
EDWARDS,Prop 4 Right to Economic Security,,DEM,AGAINST,False,1,3.45
EDWARDS,Prop 4 Right to Economic Security,,,Total,,29,
EDWARDS,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,27,96.43
EDWARDS,Prop 5 National Jobs Program,,DEM,AGAINST,False,1,3.57
EDWARDS,Prop 5 National Jobs Program,,,Total,,28,
EDWARDS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,29,100.00
EDWARDS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,0,0.00
EDWARDS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,29,
EDWARDS,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,28,100.00
EDWARDS,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,0,0.00
EDWARDS,Prop 7 Right to Dignity & Respect,,,Total,,28,
EDWARDS,Prop 8 Right to Housing,,DEM,IN FAVOR,False,26,92.86
EDWARDS,Prop 8 Right to Housing,,DEM,AGAINST,False,2,7.14
EDWARDS,Prop 8 Right to Housing,,,Total,,28,
EDWARDS,Prop 9 Right to Vote,,DEM,IN FAVOR,False,26,96.30
EDWARDS,Prop 9 Right to Vote,,DEM,AGAINST,False,1,3.70
EDWARDS,Prop 9 Right to Vote,,,Total,,27,
EDWARDS,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,28,100.00
EDWARDS,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,0,0.00
EDWARDS,Prop 10 Right to a Fair Criminal Justice System,,,Total,,28,
EDWARDS,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,28,96.55
EDWARDS,Prop 11 Immigrant Rights,,DEM,AGAINST,False,1,3.45
EDWARDS,Prop 11 Immigrant Rights,,,Total,,29,
EDWARDS,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,25,92.59
EDWARDS,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,2,7.41
EDWARDS,Prop 12 Right to Fair Taxation,,,Total,,27,
EL PASO,U. S. Senator,,DEM,Edward Kimbrough,False,2232,4.12
EL PASO,U. S. Senator,,DEM,Beto O'Rourke,False,48969,90.38
EL PASO,U. S. Senator,,DEM,Sema Hernandez,False,2983,5.51
EL PASO,U. S. Senator,,,Total,,54184,
EL PASO,U. S. Representative,16,DEM,John Carrillo,False,780,1.55
EL PASO,U. S. Representative,16,DEM,Norma Chavez,False,3357,6.66
EL PASO,U. S. Representative,16,DEM,Veronica Escobar,False,31009,61.53
EL PASO,U. S. Representative,16,DEM,Dori Fenenbock,False,11071,21.97
EL PASO,U. S. Representative,16,DEM,Enrique Garcia,False,2684,5.33
EL PASO,U. S. Representative,16,DEM,Jerome Tilghman,False,1495,2.97
EL PASO,U. S. Representative,16,,Total,,50396,
EL PASO,U. S. Representative,23,DEM,Judy Canales,False,534,13.78
EL PASO,U. S. Representative,23,DEM,Jay Hulings,False,344,8.88
EL PASO,U. S. Representative,23,DEM,Gina Ortiz Jones,False,1493,38.53
EL PASO,U. S. Representative,23,DEM,Rick Treviño,False,775,20.00
EL PASO,U. S. Representative,23,DEM,"Angela ""Angie"" Villescaz",False,729,18.81
EL PASO,U. S. Representative,23,,Total,,3875,
EL PASO,Governor,,DEM,James Jolly Clark,False,1420,3.00
EL PASO,Governor,,DEM,"Cedric Davis, Sr.",False,1725,3.64
EL PASO,Governor,,DEM,Joe Mumbach,False,1280,2.70
EL PASO,Governor,,DEM,Adrian Ocegueda,False,5606,11.83
EL PASO,Governor,,DEM,Jeffrey Payne,False,2563,5.41
EL PASO,Governor,,DEM,Lupe Valdez,False,22375,47.20
EL PASO,Governor,,DEM,Tom Wakely,False,1916,4.04
EL PASO,Governor,,DEM,Andrew White,False,7216,15.22
EL PASO,Governor,,DEM,Grady Yarbrough,False,3307,6.98
EL PASO,Governor,,,Total,,47408,
EL PASO,Lieutenant Governor,,DEM,Mike Collier,False,16406,37.18
EL PASO,Lieutenant Governor,,DEM,Michael Cooper,False,27720,62.82
EL PASO,Lieutenant Governor,,,Total,,44126,
EL PASO,Attorney General,,DEM,Justin Nelson,False,39682,100.00
EL PASO,Attorney General,,,Total,,39682,
EL PASO,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,19905,46.50
EL PASO,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,22905,53.50
EL PASO,Comptroller of Public Accounts,,,Total,,42810,
EL PASO,Commissioner of the General Land Office,,DEM,Tex Morgan,False,11334,25.68
EL PASO,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,32805,74.32
EL PASO,Commissioner of the General Land Office,,,Total,,44139,
EL PASO,Commissioner of Agriculture,,DEM,Kim Olson,False,38915,100.00
EL PASO,Commissioner of Agriculture,,,Total,,38915,
EL PASO,Railroad Commissioner,,DEM,Roman McAllen,False,27304,64.69
EL PASO,Railroad Commissioner,,DEM,Chris Spellmon,False,14906,35.31
EL PASO,Railroad Commissioner,,,Total,,42210,
EL PASO,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,38546,100.00
EL PASO,"Justice, Supreme Court, Place 2",,,Total,,38546,
EL PASO,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,37745,100.00
EL PASO,"Justice, Supreme Court, Place 4",,,Total,,37745,
EL PASO,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,38596,100.00
EL PASO,"Justice, Supreme Court, Place 6",,,Total,,38596,
EL PASO,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,38797,100.00
EL PASO,"Presiding Judge, Court of Criminal Appeals",,,Total,,38797,
EL PASO,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,38705,100.00
EL PASO,Judge Court of Criminal Appeals,7,,Total,,38705,
EL PASO,State Representative,75,DEM,MarySue Femath,False,2416,31.41
EL PASO,State Representative,75,DEM,Mary E. Gonzalez,True,5277,68.59
EL PASO,State Representative,75,,Total,,7693,
EL PASO,State Representative,76,DEM,Cesar J. Blanco,True,9140,100.00
EL PASO,State Representative,76,,Total,,9140,
EL PASO,State Representative,77,DEM,"Evelina ""Lina"" Ortega",True,8116,100.00
EL PASO,State Representative,77,,Total,,8116,
EL PASO,State Representative,78,DEM,Joe Moody,True,9258,100.00
EL PASO,State Representative,78,,Total,,9258,
EL PASO,State Representative,79,DEM,Joe C. Pickett,True,8780,100.00
EL PASO,State Representative,79,,Total,,8780,
EL PASO,"Justice, 8th Court of Appeals District, Place 2",,DEM,Yvonne Rodriguez,True,39173,100.00
EL PASO,"Justice, 8th Court of Appeals District, Place 2",,,Total,,39173,
EL PASO,"Justice, 8th Court of Appeals District, Place 3",,DEM,Gina M. Palafox,True,38837,100.00
EL PASO,"Justice, 8th Court of Appeals District, Place 3",,,Total,,38837,
EL PASO,District Judge,120th Judicial District,DEM,Maria Salas Mendoza,True,39024,100.00
EL PASO,District Judge,120th Judicial District,,Total,,39024,
EL PASO,District Judge,168th Judicial District,DEM,Marcos Lizarraga,True,38703,100.00
EL PASO,District Judge,168th Judicial District,,Total,,38703,
EL PASO,District Judge,171st Judicial District,DEM,Bonnie Rangel,True,38589,100.00
EL PASO,District Judge,171st Judicial District,,Total,,38589,
EL PASO,District Judge,205th Judicial District,DEM,Francisco X. Dominguez,True,38635,100.00
EL PASO,District Judge,205th Judicial District,,Total,,38635,
EL PASO,District Judge,210th Judicial District,DEM,Alyssa G. Perez,False,28928,64.76
EL PASO,District Judge,210th Judicial District,DEM,Monique Velarde,False,15742,35.24
EL PASO,District Judge,210th Judicial District,,Total,,44670,
EL PASO,District Judge,243rd Judicial District,DEM,Luis Aguilar,True,11246,23.81
EL PASO,District Judge,243rd Judicial District,DEM,"Feliciano ""Felix"" Castanon",False,7341,15.54
EL PASO,District Judge,243rd Judicial District,DEM,Roberto J. Ramos,False,6293,13.32
EL PASO,District Judge,243rd Judicial District,DEM,Selena Solis,False,22359,47.33
EL PASO,District Judge,243rd Judicial District,,Total,,47239,
EL PASO,District Judge,327th Judicial District,DEM,Linda Yee Chew,True,39140,100.00
EL PASO,District Judge,327th Judicial District,,Total,,39140,
EL PASO,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,48549,92.11
EL PASO,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,4157,7.89
EL PASO,Prop 1 Right to a 21st Century Public Education,,,Total,,52706,
EL PASO,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,48436,91.59
EL PASO,Prop 2 Student Loan Debt,,DEM,AGAINST,False,4446,8.41
EL PASO,Prop 2 Student Loan Debt,,,Total,,52882,
EL PASO,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,47895,90.27
EL PASO,Prop 3 Right to Healthcare,,DEM,AGAINST,False,5165,9.73
EL PASO,Prop 3 Right to Healthcare,,,Total,,53060,
EL PASO,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,49162,93.01
EL PASO,Prop 4 Right to Economic Security,,DEM,AGAINST,False,3695,6.99
EL PASO,Prop 4 Right to Economic Security,,,Total,,52857,
EL PASO,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,45263,87.38
EL PASO,Prop 5 National Jobs Program,,DEM,AGAINST,False,6540,12.62
EL PASO,Prop 5 National Jobs Program,,,Total,,51803,
EL PASO,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,51103,96.41
EL PASO,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,1905,3.59
EL PASO,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,53008,
EL PASO,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,49744,94.42
EL PASO,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,2937,5.58
EL PASO,Prop 7 Right to Dignity & Respect,,,Total,,52681,
EL PASO,Prop 8 Right to Housing,,DEM,IN FAVOR,False,44495,84.95
EL PASO,Prop 8 Right to Housing,,DEM,AGAINST,False,7883,15.05
EL PASO,Prop 8 Right to Housing,,,Total,,52378,
EL PASO,Prop 9 Right to Vote,,DEM,IN FAVOR,False,45703,87.41
EL PASO,Prop 9 Right to Vote,,DEM,AGAINST,False,6585,12.59
EL PASO,Prop 9 Right to Vote,,,Total,,52288,
EL PASO,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,48389,92.54
EL PASO,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,3902,7.46
EL PASO,Prop 10 Right to a Fair Criminal Justice System,,,Total,,52291,
EL PASO,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,47374,89.98
EL PASO,Prop 11 Immigrant Rights,,DEM,AGAINST,False,5275,10.02
EL PASO,Prop 11 Immigrant Rights,,,Total,,52649,
EL PASO,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,49023,93.70
EL PASO,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,3298,6.30
EL PASO,Prop 12 Right to Fair Taxation,,,Total,,52321,
ERATH,U. S. Senator,,DEM,Edward Kimbrough,False,85,17.21
ERATH,U. S. Senator,,DEM,Beto O'Rourke,False,310,62.75
ERATH,U. S. Senator,,DEM,Sema Hernandez,False,99,20.04
ERATH,U. S. Senator,,,Total,,494,
ERATH,U. S. Representative,11,DEM,Jennie Lou Leeder,False,204,80.63
ERATH,U. S. Representative,11,DEM,Eric Pfalzgraf,False,49,19.37
ERATH,U. S. Representative,11,,Total,,253,
ERATH,U. S. Representative,25,DEM,West Hansen,False,24,11.37
ERATH,U. S. Representative,25,DEM,Julie Oliver,False,70,33.18
ERATH,U. S. Representative,25,DEM,Chetan Panda,False,5,2.37
ERATH,U. S. Representative,25,DEM,Chris Perri,False,43,20.38
ERATH,U. S. Representative,25,DEM,Kathi Thomas,False,69,32.70
ERATH,U. S. Representative,25,,Total,,211,
ERATH,Governor,,DEM,James Jolly Clark,False,7,1.45
ERATH,Governor,,DEM,"Cedric Davis, Sr.",False,14,2.89
ERATH,Governor,,DEM,Joe Mumbach,False,1,0.21
ERATH,Governor,,DEM,Adrian Ocegueda,False,41,8.47
ERATH,Governor,,DEM,Jeffrey Payne,False,25,5.17
ERATH,Governor,,DEM,Lupe Valdez,False,224,46.28
ERATH,Governor,,DEM,Tom Wakely,False,14,2.89
ERATH,Governor,,DEM,Andrew White,False,132,27.27
ERATH,Governor,,DEM,Grady Yarbrough,False,26,5.37
ERATH,Governor,,,Total,,484,
ERATH,Lieutenant Governor,,DEM,Mike Collier,False,305,65.31
ERATH,Lieutenant Governor,,DEM,Michael Cooper,False,162,34.69
ERATH,Lieutenant Governor,,,Total,,467,
ERATH,Attorney General,,DEM,Justin Nelson,False,451,100.00
ERATH,Attorney General,,,Total,,451,
ERATH,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,240,52.63
ERATH,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,216,47.37
ERATH,Comptroller of Public Accounts,,,Total,,456,
ERATH,Commissioner of the General Land Office,,DEM,Tex Morgan,False,189,40.82
ERATH,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,274,59.18
ERATH,Commissioner of the General Land Office,,,Total,,463,
ERATH,Commissioner of Agriculture,,DEM,Kim Olson,False,468,100.00
ERATH,Commissioner of Agriculture,,,Total,,468,
ERATH,Railroad Commissioner,,DEM,Roman McAllen,False,238,52.77
ERATH,Railroad Commissioner,,DEM,Chris Spellmon,False,213,47.23
ERATH,Railroad Commissioner,,,Total,,451,
ERATH,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,456,100.00
ERATH,"Justice, Supreme Court, Place 2",,,Total,,456,
ERATH,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,452,100.00
ERATH,"Justice, Supreme Court, Place 4",,,Total,,452,
ERATH,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,451,100.00
ERATH,"Justice, Supreme Court, Place 6",,,Total,,451,
ERATH,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,452,100.00
ERATH,"Presiding Judge, Court of Criminal Appeals",,,Total,,452,
ERATH,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,453,100.00
ERATH,Judge Court of Criminal Appeals,7,,Total,,453,
ERATH,State Senator,30,DEM,Kevin Lopez,False,444,100.00
ERATH,State Senator,30,,Total,,444,
ERATH,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,476,93.52
ERATH,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,33,6.48
ERATH,Prop 1 Right to a 21st Century Public Education,,,Total,,509,
ERATH,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,456,90.66
ERATH,Prop 2 Student Loan Debt,,DEM,AGAINST,False,47,9.34
ERATH,Prop 2 Student Loan Debt,,,Total,,503,
ERATH,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,459,91.98
ERATH,Prop 3 Right to Healthcare,,DEM,AGAINST,False,40,8.02
ERATH,Prop 3 Right to Healthcare,,,Total,,499,
ERATH,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,475,94.43
ERATH,Prop 4 Right to Economic Security,,DEM,AGAINST,False,28,5.57
ERATH,Prop 4 Right to Economic Security,,,Total,,503,
ERATH,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,454,92.28
ERATH,Prop 5 National Jobs Program,,DEM,AGAINST,False,38,7.72
ERATH,Prop 5 National Jobs Program,,,Total,,492,
ERATH,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,499,98.81
ERATH,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,6,1.19
ERATH,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,505,
ERATH,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,487,97.21
ERATH,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,14,2.79
ERATH,Prop 7 Right to Dignity & Respect,,,Total,,501,
ERATH,Prop 8 Right to Housing,,DEM,IN FAVOR,False,439,87.80
ERATH,Prop 8 Right to Housing,,DEM,AGAINST,False,61,12.20
ERATH,Prop 8 Right to Housing,,,Total,,500,
ERATH,Prop 9 Right to Vote,,DEM,IN FAVOR,False,471,94.20
ERATH,Prop 9 Right to Vote,,DEM,AGAINST,False,29,5.80
ERATH,Prop 9 Right to Vote,,,Total,,500,
ERATH,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,473,95.17
ERATH,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,24,4.83
ERATH,Prop 10 Right to a Fair Criminal Justice System,,,Total,,497,
ERATH,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,472,94.21
ERATH,Prop 11 Immigrant Rights,,DEM,AGAINST,False,29,5.79
ERATH,Prop 11 Immigrant Rights,,,Total,,501,
ERATH,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,485,97.19
ERATH,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,14,2.81
ERATH,Prop 12 Right to Fair Taxation,,,Total,,499,
FALLS,U. S. Senator,,DEM,Edward Kimbrough,False,106,32.32
FALLS,U. S. Senator,,DEM,Beto O'Rourke,False,117,35.67
FALLS,U. S. Senator,,DEM,Sema Hernandez,False,105,32.01
FALLS,U. S. Senator,,,Total,,328,
FALLS,U. S. Representative,17,DEM,Rick Kennedy,False,209,63.53
FALLS,U. S. Representative,17,DEM,Dale Mantey,False,120,36.47
FALLS,U. S. Representative,17,,Total,,329,
FALLS,Governor,,DEM,James Jolly Clark,False,8,2.55
FALLS,Governor,,DEM,"Cedric Davis, Sr.",False,36,11.46
FALLS,Governor,,DEM,Joe Mumbach,False,7,2.23
FALLS,Governor,,DEM,Adrian Ocegueda,False,13,4.14
FALLS,Governor,,DEM,Jeffrey Payne,False,33,10.51
FALLS,Governor,,DEM,Lupe Valdez,False,60,19.11
FALLS,Governor,,DEM,Tom Wakely,False,9,2.87
FALLS,Governor,,DEM,Andrew White,False,57,18.15
FALLS,Governor,,DEM,Grady Yarbrough,False,91,28.98
FALLS,Governor,,,Total,,314,
FALLS,Lieutenant Governor,,DEM,Mike Collier,False,156,50.81
FALLS,Lieutenant Governor,,DEM,Michael Cooper,False,151,49.19
FALLS,Lieutenant Governor,,,Total,,307,
FALLS,Attorney General,,DEM,Justin Nelson,False,304,100.00
FALLS,Attorney General,,,Total,,304,
FALLS,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,98,31.11
FALLS,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,217,68.89
FALLS,Comptroller of Public Accounts,,,Total,,315,
FALLS,Commissioner of the General Land Office,,DEM,Tex Morgan,False,153,48.26
FALLS,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,164,51.74
FALLS,Commissioner of the General Land Office,,,Total,,317,
FALLS,Commissioner of Agriculture,,DEM,Kim Olson,False,292,100.00
FALLS,Commissioner of Agriculture,,,Total,,292,
FALLS,Railroad Commissioner,,DEM,Roman McAllen,False,143,46.58
FALLS,Railroad Commissioner,,DEM,Chris Spellmon,False,164,53.42
FALLS,Railroad Commissioner,,,Total,,307,
FALLS,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,291,100.00
FALLS,"Justice, Supreme Court, Place 2",,,Total,,291,
FALLS,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,285,100.00
FALLS,"Justice, Supreme Court, Place 4",,,Total,,285,
FALLS,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,292,100.00
FALLS,"Justice, Supreme Court, Place 6",,,Total,,292,
FALLS,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,293,100.00
FALLS,"Presiding Judge, Court of Criminal Appeals",,,Total,,293,
FALLS,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,289,100.00
FALLS,Judge Court of Criminal Appeals,7,,Total,,289,
FALLS,State Representative,12,DEM,Marianne Arnold,False,199,62.58
FALLS,State Representative,12,DEM,Chris Miller,False,119,37.42
FALLS,State Representative,12,,Total,,318,
FALLS,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,319,94.66
FALLS,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,18,5.34
FALLS,Prop 1 Right to a 21st Century Public Education,,,Total,,337,
FALLS,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,312,92.86
FALLS,Prop 2 Student Loan Debt,,DEM,AGAINST,False,24,7.14
FALLS,Prop 2 Student Loan Debt,,,Total,,336,
FALLS,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,326,97.02
FALLS,Prop 3 Right to Healthcare,,DEM,AGAINST,False,10,2.98
FALLS,Prop 3 Right to Healthcare,,,Total,,336,
FALLS,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,324,96.72
FALLS,Prop 4 Right to Economic Security,,DEM,AGAINST,False,11,3.28
FALLS,Prop 4 Right to Economic Security,,,Total,,335,
FALLS,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,312,93.41
FALLS,Prop 5 National Jobs Program,,DEM,AGAINST,False,22,6.59
FALLS,Prop 5 National Jobs Program,,,Total,,334,
FALLS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,331,100.00
FALLS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,0,0.00
FALLS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,331,
FALLS,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,317,97.54
FALLS,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,8,2.46
FALLS,Prop 7 Right to Dignity & Respect,,,Total,,325,
FALLS,Prop 8 Right to Housing,,DEM,IN FAVOR,False,306,93.01
