county,precinct,office,district,candidate,party,election_day,early_voting,votes
Hamilton,14,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,14,10,24
Hamilton,14,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,107,61,168
Hamilton,14,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,8,4,12
Hamilton,14,State Representative,59,J. D. Sheffield ,REP,108,62,170
Hamilton,14,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,105,60,165
Hamilton,14,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,104,60,164
Hamilton,14,County Judge,,Mark Tynes ,REP,105,60,165
Hamilton,14,District Clerk,,Sandy Layhew ,REP,105,60,165
Hamilton,14,County Clerk ,,Kiesha Fisher Bagwell ,REP,104,60,164
Hamilton,14,County Treasurer,,Shawna Dyer ,REP,104,60,164
Hamilton,15,Straight Party,,Ballots Cast,,106,70,176
Hamilton,15,Straight Party,,Republican Party,REP,66,50,116
Hamilton,15,Straight Party,,Democratic Party,DEM,3,1,4
Hamilton,15,Straight Party,,Libertarian Party,LIB,0,0,0
Hamilton,15,U.S. Senate,,Ted Cruz ,REP,100,68,168
Hamilton,15,U.S. Senate,,Beto O'Rourke ,DEM,5,2,7
Hamilton,15,U.S. Senate,,Neal M. Dikeman ,LIB,1,0,1
Hamilton,15,U.S. House,25,Roger Williams ,REP,99,66,165
Hamilton,15,U.S. House,25,Julie Oliver ,DEM,5,2,7
Hamilton,15,U.S. House,25,Desarae Lindsey ,LIB,1,1,2
Hamilton,15,Governor,,Greg Abbott ,REP,102,68,170
Hamilton,15,Governor,,Lupe Valdez ,DEM,3,1,4
Hamilton,15,Governor,,Mark Jay Tippetts ,LIB,1,1,2
Hamilton,15,Lieutenant Governor,,Dan Patrick ,REP,98,67,165
Hamilton,15,Lieutenant Governor,,Mike Collier ,DEM,7,2,9
Hamilton,15,Lieutenant Governor,,Kerry Douglas McKennon ,LIB,1,1,2
Hamilton,15,Attorney General,,Ken Paxton ,REP,98,68,166
Hamilton,15,Attorney General,,Justin Nelson ,DEM,7,2,9
Hamilton,15,Attorney General,,Michael Ray Harris ,LIB,0,0,0
Hamilton,15,Comptroller of Public Accounts,,Glenn Hegar ,REP,98,67,165
Hamilton,15,Comptroller of Public Accounts,,Joi Chevalier ,DEM,5,2,7
Hamilton,15,Comptroller of Public Accounts,,Ben Sanders ,LIB,1,0,1
Hamilton,15,Commissioner of the General Land Office,,George P. Bush ,REP,95,64,159
Hamilton,15,Commissioner of the General Land Office,,Miguel Suazo,DEM,5,3,8
Hamilton,15,Commissioner of the General Land Office,,Matt Pina ,LIB,5,3,8
Hamilton,15,Commisioner of Agriculture,,Sid Miller ,REP,96,64,160
Hamilton,15,Commisioner of Agriculture,,Kim Olson ,DEM,7,4,11
Hamilton,15,Commisioner of Agriculture,,Richard Carpenter ,LIB,3,2,5
Hamilton,15,Railroad Commissioner,,Christi Craddick ,REP,99,67,166
Hamilton,15,Railroad Commissioner,,Roman McAllen ,DEM,6,2,8
Hamilton,15,Railroad Commissioner,,Mike Wright ,LIB,1,1,2
Hamilton,15,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,99,67,166
Hamilton,15,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,4,2,6
Hamilton,15,Justice Supreme Court Place 4,,John Devine ,REP,99,68,167
Hamilton,15,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,5,2,7
Hamilton,15,Justice Supreme Court Place 6,,Jeff Brown ,REP,100,68,168
Hamilton,15,Justice Supreme Court Place 6,,Kathy Cheng,DEM,4,2,6
Hamilton,15,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,96,66,162
Hamilton,15,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,5,2,7
Hamilton,15,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,3,2,5
Hamilton,15,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,99,68,167
Hamilton,15,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,5,2,7
Hamilton,15,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,101,68,169
Hamilton,15,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,1,1,2
Hamilton,15,State Representative,59,J. D. Sheffield ,REP,94,64,158
Hamilton,15,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,95,65,160
Hamilton,15,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,96,65,161
Hamilton,15,County Judge,,Mark Tynes ,REP,97,65,162
Hamilton,15,District Clerk,,Sandy Layhew ,REP,97,65,162
Hamilton,15,County Clerk ,,Kiesha Fisher Bagwell ,REP,97,65,162
Hamilton,15,County Treasurer,,Shawna Dyer ,REP,95,64,159
Hamilton,17,Straight Party,,Ballots Cast,,98,61,159
Hamilton,17,Straight Party,,Republican Party,REP,63,37,100
Hamilton,17,Straight Party,,Democratic Party,DEM,8,8,16
Hamilton,17,Straight Party,,Libertarian Party,LIB,0,0,0
Hamilton,17,U.S. Senate,,Ted Cruz ,REP,85,49,134
Hamilton,17,U.S. Senate,,Beto O'Rourke ,DEM,12,11,23
Hamilton,17,U.S. Senate,,Neal M. Dikeman ,LIB,0,0,0
Hamilton,17,U.S. House,25,Roger Williams ,REP,83,47,130
Hamilton,17,U.S. House,25,Julie Oliver ,DEM,14,13,27
Hamilton,17,U.S. House,25,Desarae Lindsey ,LIB,0,0,0
Hamilton,17,Governor,,Greg Abbott ,REP,87,50,137
Hamilton,17,Governor,,Lupe Valdez ,DEM,10,10,20
Hamilton,17,Governor,,Mark Jay Tippetts ,LIB,0,0,0
Hamilton,17,Lieutenant Governor,,Dan Patrick ,REP,84,50,134
Hamilton,17,Lieutenant Governor,,Mike Collier ,DEM,14,11,25
Hamilton,17,Lieutenant Governor,,Kerry Douglas McKennon ,LIB,0,0,0
Hamilton,17,Attorney General,,Ken Paxton ,REP,84,49,133
Hamilton,17,Attorney General,,Justin Nelson ,DEM,13,12,25
Hamilton,17,Attorney General,,Michael Ray Harris ,LIB,1,0,1
Hamilton,17,Comptroller of Public Accounts,,Glenn Hegar ,REP,87,50,137
Hamilton,17,Comptroller of Public Accounts,,Joi Chevalier ,DEM,11,11,22
Hamilton,17,Comptroller of Public Accounts,,Ben Sanders ,LIB,0,0,0
Hamilton,17,Commissioner of the General Land Office,,George P. Bush ,REP,82,46,128
Hamilton,17,Commissioner of the General Land Office,,Miguel Suazo,DEM,13,13,26
Hamilton,17,Commissioner of the General Land Office,,Matt Pina ,LIB,3,2,5
Hamilton,17,Commisioner of Agriculture,,Sid Miller ,REP,85,49,134
Hamilton,17,Commisioner of Agriculture,,Kim Olson ,DEM,12,12,24
Hamilton,17,Commisioner of Agriculture,,Richard Carpenter ,LIB,1,0,1
Hamilton,17,Railroad Commissioner,,Christi Craddick ,REP,85,48,133
Hamilton,17,Railroad Commissioner,,Roman McAllen ,DEM,10,10,20
Hamilton,17,Railroad Commissioner,,Mike Wright ,LIB,1,1,2
Hamilton,17,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,86,49,135
Hamilton,17,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,10,10,20
Hamilton,17,Justice Supreme Court Place 4,,John Devine ,REP,85,48,133
Hamilton,17,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,10,10,20
Hamilton,17,Justice Supreme Court Place 6,,Jeff Brown ,REP,84,48,132
Hamilton,17,Justice Supreme Court Place 6,,Kathy Cheng,DEM,12,11,23
Hamilton,17,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,84,47,131
Hamilton,17,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,12,12,24
Hamilton,17,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,0,0,0
Hamilton,17,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,87,50,137
Hamilton,17,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,9,9,18
Hamilton,17,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,85,48,133
Hamilton,17,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,3,3,6
Hamilton,17,State Representative,59,J. D. Sheffield ,REP,86,49,135
Hamilton,17,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,88,51,139
Hamilton,17,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,86,49,135
Hamilton,17,County Judge,,Mark Tynes ,REP,88,51,139
Hamilton,17,District Clerk,,Sandy Layhew ,REP,88,51,139
Hamilton,17,County Clerk ,,Kiesha Fisher Bagwell ,REP,87,50,137
Hamilton,17,County Treasurer,,Shawna Dyer ,REP,89,52,141
Hamilton,17,County Commissioner Precinct No. 4,,Dickie Clary ,REP,86,50,136
Hamilton,22,Straight Party,,Ballots Cast,,616,442,1058
Hamilton,22,Straight Party,,Republican Party,REP,305,231,536
Hamilton,22,Straight Party,,Democratic Party,DEM,33,26,59
Hamilton,22,Straight Party,,Libertarian Party,LIB,0,0,0
Hamilton,22,U.S. Senate,,Ted Cruz ,REP,503,365,868
Hamilton,22,U.S. Senate,,Beto O'Rourke ,DEM,99,67,166
Hamilton,22,U.S. Senate,,Neal M. Dikeman ,LIB,7,5,12
Hamilton,22,U.S. House,25,Roger Williams ,REP,499,361,860
Hamilton,22,U.S. House,25,Julie Oliver ,DEM,95,67,162
Hamilton,22,U.S. House,25,Desarae Lindsey ,LIB,8,5,13
Hamilton,22,Governor,,Greg Abbott ,REP,526,373,899
Hamilton,22,Governor,,Lupe Valdez ,DEM,83,63,146
Hamilton,22,Governor,,Mark Jay Tippetts ,LIB,4,3,7
Hamilton,22,Lieutenant Governor,,Dan Patrick ,REP,467,334,801
Hamilton,22,Lieutenant Governor,,Mike Collier ,DEM,132,95,227
Hamilton,22,Lieutenant Governor,,Kerry Douglas McKennon ,LIB,9,8,17
Hamilton,22,Attorney General,,Ken Paxton ,REP,474,345,819
Hamilton,22,Attorney General,,Justin Nelson ,DEM,122,84,206
Hamilton,22,Attorney General,,Michael Ray Harris ,LIB,11,7,18
Hamilton,22,Comptroller of Public Accounts,,Glenn Hegar ,REP,498,362,860
Hamilton,22,Comptroller of Public Accounts,,Joi Chevalier ,DEM,89,61,150
Hamilton,22,Comptroller of Public Accounts,,Ben Sanders ,LIB,9,5,14
Hamilton,22,Commissioner of the General Land Office,,George P. Bush ,REP,505,360,865
Hamilton,22,Commissioner of the General Land Office,,Miguel Suazo,DEM,83,63,146
Hamilton,22,Commissioner of the General Land Office,,Matt Pina ,LIB,17,13,30
Hamilton,22,Commisioner of Agriculture,,Sid Miller ,REP,464,338,802
Hamilton,22,Commisioner of Agriculture,,Kim Olson ,DEM,129,88,217
Hamilton,22,Commisioner of Agriculture,,Richard Carpenter ,LIB,14,10,24
Hamilton,22,Railroad Commissioner,,Christi Craddick ,REP,499,356,855
Hamilton,22,Railroad Commissioner,,Roman McAllen ,DEM,90,65,155
Hamilton,22,Railroad Commissioner,,Mike Wright ,LIB,10,10,20
Hamilton,22,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,495,360,855
Hamilton,22,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,102,69,171
Hamilton,22,Justice Supreme Court Place 4,,John Devine ,REP,497,359,856
Hamilton,22,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,94,66,160
Hamilton,22,Justice Supreme Court Place 6,,Jeff Brown ,REP,498,360,858
Hamilton,22,Justice Supreme Court Place 6,,Kathy Cheng,DEM,100,69,169
Hamilton,22,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,493,352,845
Hamilton,22,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,90,64,154
Hamilton,22,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,9,8,17
Hamilton,22,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,507,365,872
Hamilton,22,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,88,63,151
Hamilton,22,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,519,366,885
Hamilton,22,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,35,28,63
Hamilton,22,State Representative,59,J. D. Sheffield ,REP,546,390,936
Hamilton,22,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,527,374,901
Hamilton,22,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,522,374,896
Hamilton,22,County Judge,,Mark Tynes ,REP,540,384,924
Hamilton,22,District Clerk,,Sandy Layhew ,REP,550,393,943
Hamilton,22,County Clerk ,,Kiesha Fisher Bagwell ,REP,552,395,947
Hamilton,22,County Treasurer,,Shawna Dyer ,REP,554,396,950
Hamilton,22,County Commissioner Precinct No. 2,,Keith Allen Curry ,REP,546,390,936
Hamilton,23,Straight Party,,Ballots Cast,,579,416,995
Hamilton,23,Straight Party,,Republican Party,REP,292,205,497
Hamilton,23,Straight Party,,Democratic Party,DEM,29,23,52
Hamilton,23,Straight Party,,Libertarian Party,LIB,3,1,4
Hamilton,23,U.S. Senate,,Ted Cruz ,REP,486,350,836
Hamilton,23,U.S. Senate,,Beto O'Rourke ,DEM,86,61,147
Hamilton,23,U.S. Senate,,Neal M. Dikeman ,LIB,4,2,6
Hamilton,23,U.S. House,25,Roger Williams ,REP,480,342,822
Hamilton,23,U.S. House,25,Julie Oliver ,DEM,85,64,149
Hamilton,23,U.S. House,25,Desarae Lindsey ,LIB,6,3,9
Hamilton,23,Governor,,Greg Abbott ,REP,508,365,873
Hamilton,23,Governor,,Lupe Valdez ,DEM,63,45,108
Hamilton,23,Governor,,Mark Jay Tippetts ,LIB,7,5,12
Hamilton,23,Lieutenant Governor,,Dan Patrick ,REP,465,330,795
Hamilton,23,Lieutenant Governor,,Mike Collier ,DEM,95,73,168
Hamilton,23,Lieutenant Governor,,Kerry Douglas McKennon ,LIB,14,10,24
Hamilton,23,Attorney General,,Ken Paxton ,REP,470,334,804
Hamilton,23,Attorney General,,Justin Nelson ,DEM,89,67,156
Hamilton,23,Attorney General,,Michael Ray Harris ,LIB,13,10,23
Hamilton,23,Comptroller of Public Accounts,,Glenn Hegar ,REP,470,337,807
Hamilton,23,Comptroller of Public Accounts,,Joi Chevalier ,DEM,73,56,129
Hamilton,23,Comptroller of Public Accounts,,Ben Sanders ,LIB,22,14,36
Hamilton,23,Commissioner of the General Land Office,,George P. Bush ,REP,480,343,823
Hamilton,23,Commissioner of the General Land Office,,Miguel Suazo,DEM,66,49,115
Hamilton,23,Commissioner of the General Land Office,,Matt Pina ,LIB,18,13,31
Hamilton,23,Commissioner of Agriculture,,Sid Miller ,REP,460,326,786
Hamilton,23,Commissioner of Agriculture,,Kim Olson ,DEM,99,74,173
Hamilton,23,Commissioner of Agriculture,,Richard Carpenter ,LIB,13,12,25
Hamilton,23,Railroad Commissioner,,Christi Craddick ,REP,488,348,836
Hamilton,23,Railroad Commissioner,,Roman McAllen ,DEM,71,55,126
Hamilton,23,Railroad Commissioner,,Mike Wright ,LIB,12,7,19
Hamilton,23,"Justice, Supreme Court, Place 2",,Jimmy Blacklock ,REP,484,348,832
Hamilton,23,"Justice, Supreme Court, Place 2",,Steven Kirkland ,DEM,83,60,143
Hamilton,23,Justice Supreme Court Place 4,,John Devine ,REP,480,344,824
Hamilton,23,Justice Supreme Court Place 4,,R. K. Sandill ,DEM,82,60,142
Hamilton,23,Justice Supreme Court Place 6,,Jeff Brown ,REP,481,344,825
Hamilton,23,Justice Supreme Court Place 6,,Kathy Cheng,DEM,83,61,144
Hamilton,23,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller ,REP,481,341,822
Hamilton,23,"Presiding Judge, Court of Criminal Appeals",,Marie T. (Terri) Jackson ,DEM,72,55,127
Hamilton,23,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III ,LIB,12,10,22
Hamilton,23,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Hervey ,REP,489,350,839
Hamilton,23,"Judge, Court of Criminal Appeals Place 7",,Ramona Franklin ,DEM,77,57,134
Hamilton,23,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter ,REP,493,353,846
Hamilton,23,"Judge, Court of Criminal Appeals Place 8",,Mark Ash ,DEM,48,31,79
Hamilton,23,State Representative,59,J. D. Sheffield ,REP,499,358,857
Hamilton,23,"Chief justice, 10th Court of Appeals District",,Tom Gray ,REP,507,362,869
Hamilton,23,"District Judge, 220th Judicial District",,Shaun Carpenter ,REP,499,355,854
Hamilton,23,County Judge,,Mark Tynes ,REP,501,357,858
Hamilton,23,District Clerk,,Sandy Layhew ,REP,522,375,897
Hamilton,23,County Clerk ,,Kiesha Fisher Bagwell ,REP,522,375,897
Hamilton,23,County Treasurer,,Shawna Dyer ,REP,519,371,890
Hamilton,23,County Commissioner Precinct No. 4,,Dickie Clary ,REP,501,357,858
