county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional
Van Zandt,3A,Commissioner of Agriculture,,,Jim Hogan,56,15,39,2,0
Van Zandt,3A,Railroad Commissioner,,,Christi Craddick,211,77,126,8,0
Van Zandt,3A,Railroad Commissioner,,,Weston Martinez,65,15,44,6,0
Van Zandt,3A,State Senate,2,,Bob Hall,185,66,107,12,0
Van Zandt,3A,State Senate,2,,Cindy Burkett,142,37,100,4,1
Van Zandt,3A,State Representative,2,,Dan Flynn,177,58,110,8,1
Van Zandt,3A,State Representative,2,,Bryan Slaton,147,45,94,8,0
Van Zandt,3B,Ballots Cast,,,Total,332,213,100,18,1
Van Zandt,3B,Ballots Cast,,REP,,289,175,98,15,1
Van Zandt,3B,Ballots Cast,,DEM,,43,38,2,3,0
Van Zandt,3B,U.S. Senate,,,"Bruce Jacobson, Jr.",9,5,3,1,0
Van Zandt,3B,U.S. Senate,,,Geraldine Sam,3,2,1,0,0
Van Zandt,3B,U.S. Senate,,,Ted Cruz,236,139,84,13,0
Van Zandt,3B,U.S. Senate,,,Stefano de Stefano,9,6,3,0,0
Van Zandt,3B,U.S. Senate,,,Mary Miller,20,16,3,1,0
Van Zandt,3B,U.S. House,5,,Bunni Pounds,40,23,16,1,0
Van Zandt,3B,U.S. House,5,,Charles Lingerfelt,1,0,1,0,0
Van Zandt,3B,U.S. House,5,,David Williams,2,2,0,0,0
Van Zandt,3B,U.S. House,5,,Danny Campbell,5,4,1,0,0
Van Zandt,3B,U.S. House,5,,Sam Deen,178,107,60,10,1
Van Zandt,3B,U.S. House,5,,Earl Brunner,0,0,0,0,0
Van Zandt,3B,U.S. House,5,,Kenneth Sheets,3,3,0,0,0
Van Zandt,3B,U.S. House,5,,Lance Gooden,30,16,13,1,0
Van Zandt,3B,U.S. House,5,,Jason Wright,18,10,6,2,0
Van Zandt,3B,Governor,,,SECEDE Kilgore,0,0,0,0,0
Van Zandt,3B,Governor,,,Barbara Krueger,18,12,6,0,0
Van Zandt,3B,Governor,,,Greg Abbott,255,151,90,14,0
Van Zandt,3B,Lieutenant Governor,,,Scott Milder,80,48,30,2,0
Van Zandt,3B,Lieutenant Governor,,,Dan Patrick,197,118,67,12,0
Van Zandt,3B,Attorney General,,,Ken Paxton,219,125,80,14,0
Van Zandt,3B,Comptroller of Public Accounts,,,Glenn Hegar,204,115,76,13,0
Van Zandt,3B,Commissioner of the General Land Office,,,Davey Edwards,20,13,5,2,0
Van Zandt,3B,Commissioner of the General Land Office,,,Rick Range,23,11,11,1,0
Van Zandt,3B,Commissioner of the General Land Office,,,Jerry Patterson,69,40,24,5,0
Van Zandt,3B,Commissioner of the General Land Office,,,George P. Bush,149,94,48,6,1
Van Zandt,3B,Commissioner of Agriculture,,,Trey Blocker,39,27,12,0,0
Van Zandt,3B,Commissioner of Agriculture,,,Sid Miller,156,94,51,11,0
Van Zandt,3B,Commissioner of Agriculture,,,Jim Hogan,50,26,23,1,0
Van Zandt,3B,Railroad Commissioner,,,Christi Craddick,166,104,55,7,0
Van Zandt,3B,Railroad Commissioner,,,Weston Martinez,73,36,30,7,0
Van Zandt,3B,State Senate,2,,Bob Hall,138,83,46,9,0
Van Zandt,3B,State Senate,2,,Cindy Burkett,138,83,49,5,1
Van Zandt,3B,State Representative,2,,Dan Flynn,126,71,47,8,0
Van Zandt,3B,State Representative,2,,Bryan Slaton,147,92,47,7,1
Van Zandt,3C,Ballots Cast,,,Total,659,426,183,49,1
Van Zandt,3C,Ballots Cast,,REP,,594,376,174,43,1
Van Zandt,3C,Ballots Cast,,DEM,,65,50,9,6,0
Van Zandt,3C,U.S. Senate,,,"Bruce Jacobson, Jr.",29,16,13,0,0
Van Zandt,3C,U.S. Senate,,,Geraldine Sam,8,6,2,0,0
Van Zandt,3C,U.S. Senate,,,Ted Cruz,488,310,137,40,1
Van Zandt,3C,U.S. Senate,,,Stefano de Stefano,19,11,6,2,0
Van Zandt,3C,U.S. Senate,,,Mary Miller,22,17,5,0,0
Van Zandt,3C,U.S. House,5,,Bunni Pounds,80,60,19,1,0
Van Zandt,3C,U.S. House,5,,Charles Lingerfelt,4,1,1,2,0
Van Zandt,3C,U.S. House,5,,David Williams,7,4,1,2,0
Van Zandt,3C,U.S. House,5,,Danny Campbell,5,4,0,1,0
Van Zandt,3C,U.S. House,5,,Sam Deen,365,225,118,21,1
Van Zandt,3C,U.S. House,5,,Earl Brunner,1,1,0,0,0
Van Zandt,3C,U.S. House,5,,Kenneth Sheets,8,5,1,2,0
Van Zandt,3C,U.S. House,5,,Lance Gooden,69,39,20,10,0
Van Zandt,3C,U.S. House,5,,Jason Wright,36,19,13,4,0
Van Zandt,3C,Governor,,,SECEDE Kilgore,6,3,3,0,0
Van Zandt,3C,Governor,,,Barbara Krueger,36,22,12,2,0
Van Zandt,3C,Governor,,,Greg Abbott,518,333,145,39,1
Van Zandt,3C,Lieutenant Governor,,,Scott Milder,173,106,61,6,0
Van Zandt,3C,Lieutenant Governor,,,Dan Patrick,405,261,108,35,1
Van Zandt,3C,Attorney General,,,Ken Paxton,459,293,130,35,1
Van Zandt,3C,Comptroller of Public Accounts,,,Glenn Hegar,422,268,118,35,1
Van Zandt,3C,Commissioner of the General Land Office,,,Davey Edwards,37,22,11,4,0
Van Zandt,3C,Commissioner of the General Land Office,,,Rick Range,53,36,13,3,1
Van Zandt,3C,Commissioner of the General Land Office,,,Jerry Patterson,142,97,38,7,0
Van Zandt,3C,Commissioner of the General Land Office,,,George P. Bush,309,190,93,26,0
Van Zandt,3C,Commissioner of Agriculture,,,Trey Blocker,114,71,32,11,0
Van Zandt,3C,Commissioner of Agriculture,,,Sid Miller,301,194,94,13,0
Van Zandt,3C,Commissioner of Agriculture,,,Jim Hogan,85,59,18,7,1
Van Zandt,3C,Railroad Commissioner,,,Christi Craddick,378,247,101,30,0
Van Zandt,3C,Railroad Commissioner,,,Weston Martinez,123,80,38,4,1
Van Zandt,3C,State Senate,2,,Bob Hall,269,172,70,26,1
Van Zandt,3C,State Senate,2,,Cindy Burkett,302,189,99,14,0
Van Zandt,3C,State Representative,2,,Dan Flynn,268,178,68,22,0
Van Zandt,3C,State Representative,2,,Bryan Slaton,305,184,103,17,1
Van Zandt,3D,Ballots Cast,,,Total,686,400,246,39,1
Van Zandt,3D,Ballots Cast,,REP,,649,376,238,34,1
Van Zandt,3D,Ballots Cast,,DEM,,37,24,8,5,0
Van Zandt,3D,U.S. Senate,,,"Bruce Jacobson, Jr.",26,10,13,3,0
Van Zandt,3D,U.S. Senate,,,Geraldine Sam,5,4,1,0,0
Van Zandt,3D,U.S. Senate,,,Ted Cruz,529,309,193,26,1
Van Zandt,3D,U.S. Senate,,,Stefano de Stefano,19,9,10,0,0
Van Zandt,3D,U.S. Senate,,,Mary Miller,30,16,10,4,0
Van Zandt,3D,U.S. House,5,,Bunni Pounds,116,73,36,7,0
Van Zandt,3D,U.S. House,5,,Charles Lingerfelt,3,2,1,0,0
Van Zandt,3D,U.S. House,5,,David Williams,14,6,7,1,0
Van Zandt,3D,U.S. House,5,,Danny Campbell,7,6,1,0,0
Van Zandt,3D,U.S. House,5,,Sam Deen,363,207,140,16,0
Van Zandt,3D,U.S. House,5,,Earl Brunner,2,0,1,1,0
Van Zandt,3D,U.S. House,5,,Kenneth Sheets,11,6,4,1,0
Van Zandt,3D,U.S. House,5,,Lance Gooden,72,40,28,3,1
Van Zandt,3D,U.S. House,5,,Jason Wright,37,19,14,4,0
Van Zandt,3D,Governor,,,SECEDE Kilgore,4,2,2,0,0
Van Zandt,3D,Governor,,,Barbara Krueger,45,23,19,3,0
Van Zandt,3D,Governor,,,Greg Abbott,547,315,200,31,1
Van Zandt,3D,Lieutenant Governor,,,Scott Milder,224,126,89,9,0
Van Zandt,3D,Lieutenant Governor,,,Dan Patrick,401,234,144,23,0
Van Zandt,3D,Attorney General,,,Ken Paxton,479,269,182,28,0
Van Zandt,3D,Comptroller of Public Accounts,,,Glenn Hegar,428,239,164,25,0
Van Zandt,3D,Commissioner of the General Land Office,,,Davey Edwards,37,20,17,0,0
Van Zandt,3D,Commissioner of the General Land Office,,,Rick Range,40,25,11,4,0
Van Zandt,3D,Commissioner of the General Land Office,,,Jerry Patterson,154,83,60,11,0
Van Zandt,3D,Commissioner of the General Land Office,,,George P. Bush,346,198,131,16,1
Van Zandt,3D,Commissioner of Agriculture,,,Trey Blocker,84,51,28,5,0
Van Zandt,3D,Commissioner of Agriculture,,,Sid Miller,347,199,132,16,0
Van Zandt,3D,Commissioner of Agriculture,,,Jim Hogan,109,60,43,6,0
Van Zandt,3D,Railroad Commissioner,,,Christi Craddick,346,188,137,21,0
Van Zandt,3D,Railroad Commissioner,,,Weston Martinez,173,110,56,7,0
Van Zandt,3D,State Senate,2,,Bob Hall,329,192,122,15,0
Van Zandt,3D,State Senate,2,,Cindy Burkett,296,168,110,18,0
Van Zandt,3D,State Representative,2,,Dan Flynn,318,192,107,18,1
Van Zandt,3D,State Representative,2,,Bryan Slaton,309,165,128,16,0
Van Zandt,4A,Ballots Cast,,,Total,455,151,286,18,0
Van Zandt,4A,Ballots Cast,,REP,,427,136,279,12,0
Van Zandt,4A,Ballots Cast,,DEM,,28,15,7,6,0
Van Zandt,4A,U.S. Senate,,,"Bruce Jacobson, Jr.",23,8,15,0,0
Van Zandt,4A,U.S. Senate,,,Geraldine Sam,7,3,4,0,0
Van Zandt,4A,U.S. Senate,,,Ted Cruz,329,107,210,12,0
Van Zandt,4A,U.S. Senate,,,Stefano de Stefano,11,5,6,0,0
Van Zandt,4A,U.S. Senate,,,Mary Miller,22,7,15,0,0
Van Zandt,4A,U.S. House,5,,Bunni Pounds,66,21,40,5,0
Van Zandt,4A,U.S. House,5,,Charles Lingerfelt,4,3,1,0,0
Van Zandt,4A,U.S. House,5,,David Williams,8,3,5,0,0
Van Zandt,4A,U.S. House,5,,Danny Campbell,3,1,2,0,0
Van Zandt,4A,U.S. House,5,,Sam Deen,267,78,184,5,0
Van Zandt,4A,U.S. House,5,,Earl Brunner,2,2,0,0,0
Van Zandt,4A,U.S. House,5,,Kenneth Sheets,4,2,2,0,0
Van Zandt,4A,U.S. House,5,,Lance Gooden,30,14,16,0,0
Van Zandt,4A,U.S. House,5,,Jason Wright,28,3,24,1,0
Van Zandt,4A,Governor,,,SECEDE Kilgore,5,0,5,0,0
Van Zandt,4A,Governor,,,Barbara Krueger,37,15,22,0,0
Van Zandt,4A,Governor,,,Greg Abbott,352,117,224,11,0
Van Zandt,4A,Lieutenant Governor,,,Scott Milder,166,51,115,0,0
Van Zandt,4A,Lieutenant Governor,,,Dan Patrick,243,81,151,11,0
Van Zandt,4A,Attorney General,,,Ken Paxton,315,109,196,10,0
Van Zandt,4A,Comptroller of Public Accounts,,,Glenn Hegar,282,94,179,9,0
Van Zandt,4A,Commissioner of the General Land Office,,,Davey Edwards,25,3,22,0,0
Van Zandt,4A,Commissioner of the General Land Office,,,Rick Range,21,6,15,0,0
Van Zandt,4A,Commissioner of the General Land Office,,,Jerry Patterson,94,30,63,1,0
Van Zandt,4A,Commissioner of the General Land Office,,,George P. Bush,226,86,132,8,0
Van Zandt,4A,Commissioner of Agriculture,,,Trey Blocker,73,25,46,2,0
Van Zandt,4A,Commissioner of Agriculture,,,Sid Miller,182,56,118,8,0
Van Zandt,4A,Commissioner of Agriculture,,,Jim Hogan,72,28,44,0,0
Van Zandt,4A,Railroad Commissioner,,,Christi Craddick,240,83,150,7,0
Van Zandt,4A,Railroad Commissioner,,,Weston Martinez,88,31,54,3,0
Van Zandt,4A,State Senate,2,,Bob Hall,181,62,115,4,0
Van Zandt,4A,State Senate,2,,Cindy Burkett,227,69,151,7,0
Van Zandt,4A,State Representative,2,,Dan Flynn,263,89,169,5,0
Van Zandt,4A,State Representative,2,,Bryan Slaton,149,41,102,6,0
Van Zandt,4B,Ballots Cast,,,Total,553,416,114,23,0
Van Zandt,4B,Ballots Cast,,REP,,526,396,111,19,0
Van Zandt,4B,Ballots Cast,,DEM,,27,20,3,4,0
Van Zandt,4B,U.S. Senate,,,"Bruce Jacobson, Jr.",17,9,6,2,0
Van Zandt,4B,U.S. Senate,,,Geraldine Sam,7,7,0,0,0
Van Zandt,4B,U.S. Senate,,,Ted Cruz,425,322,86,17,0
Van Zandt,4B,U.S. Senate,,,Stefano de Stefano,17,13,4,0,0
Van Zandt,4B,U.S. Senate,,,Mary Miller,26,22,4,0,0
Van Zandt,4B,U.S. House,5,,Bunni Pounds,100,80,17,3,0
Van Zandt,4B,U.S. House,5,,Charles Lingerfelt,2,2,0,0,0
Van Zandt,4B,U.S. House,5,,David Williams,14,10,3,1,0
Van Zandt,4B,U.S. House,5,,Danny Campbell,12,10,2,0,0
Van Zandt,4B,U.S. House,5,,Sam Deen,227,169,48,10,0
Van Zandt,4B,U.S. House,5,,Earl Brunner,5,5,0,0,0
Van Zandt,4B,U.S. House,5,,Kenneth Sheets,12,8,4,0,0
Van Zandt,4B,U.S. House,5,,Lance Gooden,58,35,18,5,0
Van Zandt,4B,U.S. House,5,,Jason Wright,42,34,8,0,0
Van Zandt,4B,Governor,,,SECEDE Kilgore,9,4,5,0,0
Van Zandt,4B,Governor,,,Barbara Krueger,34,22,12,0,0
Van Zandt,4B,Governor,,,Greg Abbott,439,341,79,19,0
Van Zandt,4B,Lieutenant Governor,,,Scott Milder,245,170,66,9,0
Van Zandt,4B,Lieutenant Governor,,,Dan Patrick,260,209,42,9,0
Van Zandt,4B,Attorney General,,,Ken Paxton,395,305,80,10,0
Van Zandt,4B,Comptroller of Public Accounts,,,Glenn Hegar,369,285,76,8,0
Van Zandt,4B,Commissioner of the General Land Office,,,Davey Edwards,60,52,8,0,0
Van Zandt,4B,Commissioner of the General Land Office,,,Rick Range,20,19,1,0,0
Van Zandt,4B,Commissioner of the General Land Office,,,Jerry Patterson,109,83,21,5,0
Van Zandt,4B,Commissioner of the General Land Office,,,George P. Bush,269,196,62,11,0
Van Zandt,4B,Commissioner of Agriculture,,,Trey Blocker,76,57,19,0,0
Van Zandt,4B,Commissioner of Agriculture,,,Sid Miller,261,194,56,11,0
Van Zandt,4B,Commissioner of Agriculture,,,Jim Hogan,92,74,16,2,0
Van Zandt,4B,Railroad Commissioner,,,Christi Craddick,267,192,67,8,0
Van Zandt,4B,Railroad Commissioner,,,Weston Martinez,159,129,28,2,0
Van Zandt,4B,State Senate,2,,Bob Hall,199,158,35,6,0
Van Zandt,4B,State Senate,2,,Cindy Burkett,304,216,75,13,0
Van Zandt,4B,State Representative,2,,Dan Flynn,356,264,82,10,0
Van Zandt,4B,State Representative,2,,Bryan Slaton,158,121,28,9,0
Van Zandt,4C,Ballots Cast,,,Total,789,274,150,40,0
Van Zandt,4C,Ballots Cast,,REP,,735,257,141,32,0
Van Zandt,4C,Ballots Cast,,DEM,,54,17,9,8,0
Van Zandt,4C,U.S. Senate,,,"Bruce Jacobson, Jr.",35,11,10,2,0
Van Zandt,4C,U.S. Senate,,,Geraldine Sam,6,3,0,0,0
Van Zandt,4C,U.S. Senate,,,Ted Cruz,614,217,108,29,0
Van Zandt,4C,U.S. Senate,,,Stefano de Stefano,10,4,2,0,0
Van Zandt,4C,U.S. Senate,,,Mary Miller,40,14,10,1,0
Van Zandt,4C,U.S. House,5,,Bunni Pounds,213,85,23,9,0
Van Zandt,4C,U.S. House,5,,Charles Lingerfelt,4,2,0,0,0
Van Zandt,4C,U.S. House,5,,David Williams,21,9,2,1,0
Van Zandt,4C,U.S. House,5,,Danny Campbell,19,6,4,1,0
Van Zandt,4C,U.S. House,5,,Sam Deen,262,79,75,9,0
Van Zandt,4C,U.S. House,5,,Earl Brunner,5,2,0,0,0
Van Zandt,4C,U.S. House,5,,Kenneth Sheets,31,13,4,0,0
Van Zandt,4C,U.S. House,5,,Lance Gooden,78,28,13,6,0
Van Zandt,4C,U.S. House,5,,Jason Wright,51,18,8,4,0
Van Zandt,4C,Governor,,,SECEDE Kilgore,4,0,1,1,0
Van Zandt,4C,Governor,,,Barbara Krueger,62,21,18,0,0
Van Zandt,4C,Governor,,,Greg Abbott,635,227,109,31,0
Van Zandt,4C,Lieutenant Governor,,,Scott Milder,205,65,59,5,0
Van Zandt,4C,Lieutenant Governor,,,Dan Patrick,516,188,78,27,0
Van Zandt,4C,Attorney General,,,Ken Paxton,597,212,102,31,0
Van Zandt,4C,Comptroller of Public Accounts,,,Glenn Hegar,549,194,93,31,0
Van Zandt,4C,Commissioner of the General Land Office,,,Davey Edwards,43,14,12,2,0
Van Zandt,4C,Commissioner of the General Land Office,,,Rick Range,52,18,12,3,0
Van Zandt,4C,Commissioner of the General Land Office,,,Jerry Patterson,199,71,28,15,0
Van Zandt,4C,Commissioner of the General Land Office,,,George P. Bush,379,136,71,12,0
Van Zandt,4C,Commissioner of Agriculture,,,Trey Blocker,79,23,27,2,0
Van Zandt,4C,Commissioner of Agriculture,,,Sid Miller,404,150,62,18,0
Van Zandt,4C,Commissioner of Agriculture,,,Jim Hogan,137,46,26,8,0
Van Zandt,4C,Railroad Commissioner,,,Christi Craddick,429,154,75,17,0
Van Zandt,4C,Railroad Commissioner,,,Weston Martinez,189,70,29,10,0
Van Zandt,4C,State Senate,2,,Bob Hall,344,128,50,15,0
Van Zandt,4C,State Senate,2,,Cindy Burkett,370,123,85,17,0
Van Zandt,4C,State Representative,2,,Dan Flynn,384,136,79,13,0
Van Zandt,4C,State Representative,2,,Bryan Slaton,331,114,59,19,0
Van Zandt,4D,Ballots Cast,,,Total,922,525,223,87,1
Van Zandt,4D,Ballots Cast,,REP,,812,523,206,72,1
Van Zandt,4D,Ballots Cast,,DEM,,110,2,17,15,0
Van Zandt,4D,U.S. Senate,,,"Bruce Jacobson, Jr.",22,14,3,5,0
Van Zandt,4D,U.S. Senate,,,Geraldine Sam,6,4,2,0,0
Van Zandt,4D,U.S. Senate,,,Ted Cruz,737,474,191,63,1
Van Zandt,4D,U.S. Senate,,,Stefano de Stefano,11,7,3,0,0
Van Zandt,4D,U.S. Senate,,,Mary Miller,19,13,2,4,0
Van Zandt,4D,U.S. House,5,,Bunni Pounds,210,148,39,20,1
Van Zandt,4D,U.S. House,5,,Charles Lingerfelt,8,4,2,2,0
Van Zandt,4D,U.S. House,5,,David Williams,17,12,4,1,0
Van Zandt,4D,U.S. House,5,,Danny Campbell,18,15,2,1,0
Van Zandt,4D,U.S. House,5,,Sam Deen,179,110,58,11,0
Van Zandt,4D,U.S. House,5,,Earl Brunner,6,4,2,0,0
Van Zandt,4D,U.S. House,5,,Kenneth Sheets,35,28,7,0,0
Van Zandt,4D,U.S. House,5,,Lance Gooden,115,66,24,20,0
Van Zandt,4D,U.S. House,5,,Jason Wright,182,116,49,14,0
Van Zandt,4D,Governor,,,SECEDE Kilgore,6,6,0,0,0
Van Zandt,4D,Governor,,,Barbara Krueger,23,18,3,2,0
Van Zandt,4D,Governor,,,Greg Abbott,754,484,189,70,1
Van Zandt,4D,Lieutenant Governor,,,Scott Milder,168,94,61,9,0
Van Zandt,4D,Lieutenant Governor,,,Dan Patrick,622,415,137,63,1
Van Zandt,4D,Attorney General,,,Ken Paxton,714,462,175,68,1
Van Zandt,4D,Comptroller of Public Accounts,,,Glenn Hegar,645,421,154,62,1
Van Zandt,4D,Commissioner of the General Land Office,,,Davey Edwards,121,74,39,7,0
Van Zandt,4D,Commissioner of the General Land Office,,,Rick Range,42,23,14,4,1
Van Zandt,4D,Commissioner of the General Land Office,,,Jerry Patterson,199,129,47,19,0
Van Zandt,4D,Commissioner of the General Land Office,,,George P. Bush,404,274,84,42,0
Van Zandt,4D,Commissioner of Agriculture,,,Trey Blocker,164,98,48,17,0
Van Zandt,4D,Commissioner of Agriculture,,,Sid Miller,432,303,95,30,1
Van Zandt,4D,Commissioner of Agriculture,,,Jim Hogan,131,79,32,16,0
Van Zandt,4D,Railroad Commissioner,,,Christi Craddick,498,321,122,49,1
Van Zandt,4D,Railroad Commissioner,,,Weston Martinez,219,161,42,14,0
Van Zandt,4D,State Senate,2,,Bob Hall,497,341,119,32,1
Van Zandt,4D,State Senate,2,,Cindy Burkett,294,167,83,38,0
Van Zandt,4D,State Representative,2,,Dan Flynn,368,240,96,30,0
Van Zandt,4D,State Representative,2,,Bryan Slaton,427,271,105,42,1
Van Zandt,4E,Ballots Cast,,,Total,387,212,153,22,0
Van Zandt,4E,Ballots Cast,,REP,,369,201,147,21,0
Van Zandt,4E,Ballots Cast,,DEM,,18,11,6,1,0
Van Zandt,4E,U.S. Senate,,,"Bruce Jacobson, Jr.",11,4,5,2,0
Van Zandt,4E,U.S. Senate,,,Geraldine Sam,2,1,1,0,0
Van Zandt,4E,U.S. Senate,,,Ted Cruz,326,183,125,18,0
Van Zandt,4E,U.S. Senate,,,Stefano de Stefano,4,1,3,0,0
Van Zandt,4E,U.S. Senate,,,Mary Miller,7,4,3,0,0
Van Zandt,4E,U.S. House,5,,Bunni Pounds,76,50,24,2,0
Van Zandt,4E,U.S. House,5,,Charles Lingerfelt,2,1,1,0,0
Van Zandt,4E,U.S. House,5,,David Williams,5,3,0,2,0
Van Zandt,4E,U.S. House,5,,Danny Campbell,4,3,1,0,0
Van Zandt,4E,U.S. House,5,,Sam Deen,178,88,83,7,0
Van Zandt,4E,U.S. House,5,,Earl Brunner,2,2,0,0,0
Van Zandt,4E,U.S. House,5,,Kenneth Sheets,11,5,4,2,0
Van Zandt,4E,U.S. House,5,,Lance Gooden,48,22,22,4,0
Van Zandt,4E,U.S. House,5,,Jason Wright,22,14,6,2,0
Van Zandt,4E,Governor,,,SECEDE Kilgore,4,2,2,0,0
Van Zandt,4E,Governor,,,Barbara Krueger,16,6,10,0,0
Van Zandt,4E,Governor,,,Greg Abbott,329,186,122,21,0
Van Zandt,4E,Lieutenant Governor,,,Scott Milder,124,64,55,5,0
Van Zandt,4E,Lieutenant Governor,,,Dan Patrick,233,130,89,14,0
Van Zandt,4E,Attorney General,,,Ken Paxton,303,172,114,17,0
Van Zandt,4E,Comptroller of Public Accounts,,,Glenn Hegar,265,153,100,12,0
Van Zandt,4E,Commissioner of the General Land Office,,,Davey Edwards,17,7,8,2,0
Van Zandt,4E,Commissioner of the General Land Office,,,Rick Range,13,7,5,1,0
Van Zandt,4E,Commissioner of the General Land Office,,,Jerry Patterson,102,59,35,8,0
Van Zandt,4E,Commissioner of the General Land Office,,,George P. Bush,200,112,82,6,0
Van Zandt,4E,Commissioner of Agriculture,,,Trey Blocker,53,33,16,4,0
Van Zandt,4E,Commissioner of Agriculture,,,Sid Miller,203,117,74,12,0
Van Zandt,4E,Commissioner of Agriculture,,,Jim Hogan,45,25,20,0,0
Van Zandt,4E,Railroad Commissioner,,,Christi Craddick,204,114,80,10,0
Van Zandt,4E,Railroad Commissioner,,,Weston Martinez,93,57,31,5,0
Van Zandt,4E,State Senate,2,,Bob Hall,180,100,66,14,0
Van Zandt,4E,State Senate,2,,Cindy Burkett,180,97,76,7,0
Van Zandt,4E,State Representative,2,,Dan Flynn,230,127,90,13,0
Van Zandt,4E,State Representative,2,,Bryan Slaton,130,69,54,7,0
Van Zandt,1A,Ballots Cast,,,Total,490,184,256,49,1
Van Zandt,1A,Ballots Cast,,REP,,462,170,245,46,1
Van Zandt,1A,Ballots Cast,,DEM,,28,14,11,3,0
Van Zandt,1A,U.S. Senate,,,Beto O'Rourke,16,6,8,2,0
Van Zandt,1A,U.S. Senate,,,Edward Kimbrough,4,3,1,0,0
Van Zandt,1A,U.S. Senate,,,Sema Hernandez,6,5,1,0,0
Van Zandt,1A,U.S. House,5,,Dan Wood,24,11,11,2,0
Van Zandt,1A,Governor,,,Jeffrey Payne,6,1,4,1,0
Van Zandt,1A,Governor,,,Lupe Valdez,7,4,3,0,0
Van Zandt,1A,Governor,,,Adrian Ocegueda,0,0,0,0,0
Van Zandt,1A,Governor,,,Andrew White,8,3,4,1,0
Van Zandt,1A,Governor,,,"Cedric Davis, Sr.",1,1,0,0,0
Van Zandt,1A,Governor,,,Tom Wakely,0,0,0,0,0
Van Zandt,1A,Governor,,,Joe Mumbach,2,2,0,0,0
Van Zandt,1A,Governor,,,James Jolly Clark,1,1,0,0,0
Van Zandt,1A,Governor,,,Grady Yarbrough,1,1,0,0,0
Van Zandt,1A,Lieutenant Governor,,,Mike Collier,17,7,8,2,0
Van Zandt,1A,Lieutenant Governor,,,Michael Cooper,9,7,2,0,0
Van Zandt,1A,Attorney General,,,Justin Nelson,24,12,10,2,0
Van Zandt,1A,Comptroller of Public Accounts,,,Joi Chevalier,12,6,4,2,0
Van Zandt,1A,Comptroller of Public Accounts,,,Tim Mahoney,12,6,6,0,0
Van Zandt,1A,Commissioner of the General Land Office,,,Miguel Suazo,12,4,7,1,0
Van Zandt,1A,Commissioner of the General Land Office,,,Tex Morgan,11,7,3,1,0
Van Zandt,1A,Commissioner of Agriculture,,,Kim Olson,26,13,11,2,0
Van Zandt,1A,Railroad Commissioner,,,Roman McAllen,9,6,2,1,0
Van Zandt,1A,Railroad Commissioner,,,Chris Spellmon,14,5,8,1,0
Van Zandt,1A,State Senate,2,,Kendall Scudder,25,12,11,2,0
Van Zandt,1A,State Representative,2,,Bill Brannon,24,12,10,2,0
Van Zandt,1B,Ballots Cast,,,Total,812,517,221,72,2
Van Zandt,1B,Ballots Cast,,REP,,766,488,216,60,2
Van Zandt,1B,Ballots Cast,,DEM,,46,29,5,12,0
Van Zandt,1B,U.S. Senate,,,Beto O'Rourke,27,16,4,7,0
Van Zandt,1B,U.S. Senate,,,Edward Kimbrough,9,4,0,5,0
Van Zandt,1B,U.S. Senate,,,Sema Hernandez,8,7,1,0,0
Van Zandt,1B,U.S. House,5,,Dan Wood,41,25,5,11,0
Van Zandt,1B,Governor,,,Jeffrey Payne,3,2,1,0,0
Van Zandt,1B,Governor,,,Lupe Valdez,24,18,2,4,0
Van Zandt,1B,Governor,,,Adrian Ocegueda,1,1,0,0,0
Van Zandt,1B,Governor,,,Andrew White,10,3,2,5,0
Van Zandt,1B,Governor,,,"Cedric Davis, Sr.",0,0,0,0,0
Van Zandt,1B,Governor,,,Tom Wakely,0,0,0,0,0
Van Zandt,1B,Governor,,,Joe Mumbach,1,1,0,0,0
Van Zandt,1B,Governor,,,James Jolly Clark,0,0,0,0,0
Van Zandt,1B,Governor,,,Grady Yarbrough,5,2,0,3,0
Van Zandt,1B,Lieutenant Governor,,,Mike Collier,31,17,5,9,0
Van Zandt,1B,Lieutenant Governor,,,Michael Cooper,12,9,0,3,0
Van Zandt,1B,Attorney General,,,Justin Nelson,42,25,5,12,0
Van Zandt,1B,Comptroller of Public Accounts,,,Joi Chevalier,24,17,3,4,0
Van Zandt,1B,Comptroller of Public Accounts,,,Tim Mahoney,20,10,2,8,0
Van Zandt,1B,Commissioner of the General Land Office,,,Miguel Suazo,21,16,1,4,0
Van Zandt,1B,Commissioner of the General Land Office,,,Tex Morgan,23,11,4,8,0
Van Zandt,1B,Commissioner of Agriculture,,,Kim Olson,44,27,5,12,0
Van Zandt,1B,Railroad Commissioner,,,Roman McAllen,26,14,4,8,0
Van Zandt,1B,Railroad Commissioner,,,Chris Spellmon,15,10,1,4,0
Van Zandt,1B,State Senate,2,,Kendall Scudder,42,25,5,12,0
Van Zandt,1B,State Representative,2,,Bill Brannon,42,25,5,12,0
Van Zandt,1C,Ballots Cast,,,Total,456,311,122,20,3
Van Zandt,1C,Ballots Cast,,REP,,431,295,116,17,3
Van Zandt,1C,Ballots Cast,,DEM,,25,16,6,3,0
Van Zandt,1C,U.S. Senate,,,Beto O'Rourke,12,7,4,1,0
Van Zandt,1C,U.S. Senate,,,Edward Kimbrough,7,4,1,2,0
Van Zandt,1C,U.S. Senate,,,Sema Hernandez,5,4,1,0,0
