county,precinct,office,district,candidate,party,absentee,early_voting,election_day,limited,provisional,votes
Parker,115 - BS9,U.S. Senate,,John Cornyn,REP,24,529,114,3,5,675
Parker,115 - BS9,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,18,76,29,1,2,126
Parker,115 - BS9,U.S. Senate,,Kerry Douglas McKennon,LIB,2,13,4,0,0,19
Parker,115 - BS9,U.S. Senate,,David B. Collins,GRN,0,2,3,0,0,5
Parker,115 - BS9,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,115 - BS9,U.S. Senate,,Under Votes,,0,11,3,0,0,14
Parker,115 - BS9,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,U.S. House,12,Kay Granger,REP,25,534,114,3,5,681
Parker,115 - BS9,U.S. House,12,Lisa Welch,DEM,15,69,30,1,2,117
Parker,115 - BS9,U.S. House,12,Trey Holcomb,LIB,2,20,7,0,0,29
Parker,115 - BS9,U.S. House,12,Under Votes,,2,8,2,0,0,12
Parker,115 - BS9,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,Railroad Commissioner,,"James ""Jim"" Wright",REP,28,533,117,3,5,686
Parker,115 - BS9,Railroad Commissioner,,Chrysta Castañeda,DEM,13,67,28,1,2,111
Parker,115 - BS9,Railroad Commissioner,,Matt Sterett,LIB,0,10,6,0,0,16
Parker,115 - BS9,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,3,0,0,0,3
Parker,115 - BS9,Railroad Commissioner,,Under Votes,,3,18,2,0,0,23
Parker,115 - BS9,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Chief Justice, Supreme Court",,Nathan Hecht,REP,27,534,112,3,5,681
Parker,115 - BS9,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,14,69,34,1,2,120
Parker,115 - BS9,"Chief Justice, Supreme Court",,Mark Ash,LIB,0,12,5,0,0,17
Parker,115 - BS9,"Chief Justice, Supreme Court",,Under Votes,,3,16,2,0,0,21
Parker,115 - BS9,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,28,539,120,3,5,695
Parker,115 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,12,73,28,1,2,116
Parker,115 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,4,19,5,0,0,28
Parker,115 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,27,530,114,3,5,679
Parker,115 - BS9,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,14,71,31,1,2,119
Parker,115 - BS9,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,0,11,4,0,0,15
Parker,115 - BS9,"Justice, Supreme Court, Place 7",,Under Votes,,3,19,4,0,0,26
Parker,115 - BS9,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Justice, Supreme Court, Place 8",,Brett Busby,REP,27,531,118,3,5,684
Parker,115 - BS9,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,14,68,28,1,2,113
Parker,115 - BS9,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,0,12,3,0,0,15
Parker,115 - BS9,"Justice, Supreme Court, Place 8",,Under Votes,,3,20,4,0,0,27
Parker,115 - BS9,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,27,534,112,3,5,681
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,14,71,35,1,2,123
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,3,26,6,0,0,35
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,27,535,119,3,5,689
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,13,72,31,1,2,119
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,4,24,3,0,0,31
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,27,533,117,3,5,685
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,14,74,33,1,2,124
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,3,24,3,0,0,30
Parker,115 - BS9,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,State Representative,61,Phil King,REP,27,527,114,0,5,673
Parker,115 - BS9,State Representative,61,Christopher Cox,DEM,12,73,29,0,2,116
Parker,115 - BS9,State Representative,61,J. K. Stephenson,LIB,0,12,5,0,0,17
Parker,115 - BS9,State Representative,61,Under Votes,,5,19,5,4,0,33
Parker,115 - BS9,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,28,563,135,4,5,735
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,16,68,18,0,2,104
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,27,533,119,3,5,687
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,14,73,30,1,2,120
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,3,25,4,0,0,32
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,26,554,131,4,5,720
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,18,77,22,0,2,119
Parker,115 - BS9,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"District Judge, 43rd Judicial District",,Craig Towson,REP,26,548,132,0,5,711
Parker,115 - BS9,"District Judge, 43rd Judicial District",,Under Votes,,18,83,21,4,2,128
Parker,115 - BS9,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,26,545,130,0,5,706
Parker,115 - BS9,"District Judge, 415th Judicial District",,Under Votes,,18,86,23,4,2,133
Parker,115 - BS9,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,27,545,132,0,5,709
Parker,115 - BS9,"District Attorney, 43rd Judicial District",,Under Votes,,17,86,21,4,2,130
Parker,115 - BS9,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,County Court at Law 2,,Lynn Marie Johnson,REP,26,550,134,0,5,715
Parker,115 - BS9,County Court at Law 2,,Under Votes,,18,81,19,4,2,124
Parker,115 - BS9,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,Sheriff,,Larry Fowler,REP,29,514,117,0,5,665
Parker,115 - BS9,Sheriff,,Russell E. Hess,LIB,8,86,25,0,1,120
Parker,115 - BS9,Sheriff,,Under Votes,,7,31,11,4,1,54
Parker,115 - BS9,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,"Board of Directors, Precinct 1",,Melvin Woody,,25,468,123,1,4,621
Parker,115 - BS9,"Board of Directors, Precinct 1",,Under Votes,,19,163,30,3,3,218
Parker,115 - BS9,"Board of Directors, Precinct 1",,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,Trustee - Place 4,,Chris Gilley,,23,480,121,0,4,628
Parker,115 - BS9,Trustee - Place 4,,Under Votes,,21,151,32,4,3,211
Parker,115 - BS9,Trustee - Place 4,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,Trustee - Place 5,,Gary Veazey,,11,188,40,0,0,239
Parker,115 - BS9,Trustee - Place 5,,Paul Gregory,,6,111,26,0,1,144
Parker,115 - BS9,Trustee - Place 5,,Mark Bryant,,10,138,37,0,2,187
Parker,115 - BS9,Trustee - Place 5,,Under Votes,,17,194,50,4,4,269
Parker,115 - BS9,Trustee - Place 5,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,City Council Member - Place 1,,Gilbert Morrow,,6,157,27,0,1,191
Parker,115 - BS9,City Council Member - Place 1,,Granville G. Martin III (Randy),,3,183,62,0,1,249
Parker,115 - BS9,City Council Member - Place 1,,Harry J. Harris,,19,177,43,0,5,244
Parker,115 - BS9,City Council Member - Place 1,,Under Votes,,16,114,21,4,0,155
Parker,115 - BS9,City Council Member - Place 1,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,City Council Member - Place 3,,Roen Cox,,14,227,50,0,4,295
Parker,115 - BS9,City Council Member - Place 3,,Shelli Swift,,15,283,82,0,0,380
Parker,115 - BS9,City Council Member - Place 3,,Under Votes,,15,121,21,4,3,164
Parker,115 - BS9,City Council Member - Place 3,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,City Council Member - Place 5,,Jeff Davis,,11,331,70,0,2,414
Parker,115 - BS9,City Council Member - Place 5,,Joe R. Patterson,,18,174,56,0,3,251
Parker,115 - BS9,City Council Member - Place 5,,Under Votes,,15,126,27,4,2,174
Parker,115 - BS9,City Council Member - Place 5,,Over Votes,,0,0,0,0,0,0
Parker,115 - BS9,City Council Member - Place 4,,Morris Pruitt,,15,167,33,0,1,216
Parker,115 - BS9,City Council Member - Place 4,,Jody W. Works,,7,136,35,0,2,180
Parker,115 - BS9,City Council Member - Place 4,,Kathleen (Katie) Tucker,,8,191,55,0,1,255
Parker,115 - BS9,City Council Member - Place 4,,Under Votes,,14,137,30,4,3,188
Parker,115 - BS9,City Council Member - Place 4,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,Ballots Cast,,,,,,,,,76
Parker,125 - BS9,Registered Voters,,,,,,,,,104
Parker,125 - BS9,President,,Donald J. Trump Michael R. Pence,REP,2,53,17,0,0,72
Parker,125 - BS9,President,,Joseph R. Biden Kamala D. Harris,DEM,0,4,0,0,0,4
Parker,125 - BS9,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0,0,0
Parker,125 - BS9,President,,Howie Hawkins Angela Walker,GRN,0,0,0,0,0,0
Parker,125 - BS9,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,125 - BS9,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,125 - BS9,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,125 - BS9,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,125 - BS9,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,125 - BS9,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,125 - BS9,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,125 - BS9,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,125 - BS9,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,125 - BS9,President,,Under Votes,,0,0,0,0,0,0
Parker,125 - BS9,President,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,U.S. Senate,,John Cornyn,REP,2,54,15,0,0,71
Parker,125 - BS9,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,0,2,0,0,0,2
Parker,125 - BS9,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,1,0,0,1
Parker,125 - BS9,U.S. Senate,,David B. Collins,GRN,0,0,0,0,0,0
Parker,125 - BS9,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,125 - BS9,U.S. Senate,,Under Votes,,0,1,1,0,0,2
Parker,125 - BS9,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,U.S. House,12,Kay Granger,REP,2,55,15,0,0,72
Parker,125 - BS9,U.S. House,12,Lisa Welch,DEM,0,0,0,0,0,0
Parker,125 - BS9,U.S. House,12,Trey Holcomb,LIB,0,1,1,0,0,2
Parker,125 - BS9,U.S. House,12,Under Votes,,0,1,1,0,0,2
Parker,125 - BS9,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,Railroad Commissioner,,"James ""Jim"" Wright",REP,2,54,14,0,0,70
Parker,125 - BS9,Railroad Commissioner,,Chrysta Castañeda,DEM,0,1,0,0,0,1
Parker,125 - BS9,Railroad Commissioner,,Matt Sterett,LIB,0,1,1,0,0,2
Parker,125 - BS9,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0,0,0
Parker,125 - BS9,Railroad Commissioner,,Under Votes,,0,1,2,0,0,3
Parker,125 - BS9,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Chief Justice, Supreme Court",,Nathan Hecht,REP,2,53,15,0,0,70
Parker,125 - BS9,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,0,2,0,0,0,2
Parker,125 - BS9,"Chief Justice, Supreme Court",,Mark Ash,LIB,0,1,1,0,0,2
Parker,125 - BS9,"Chief Justice, Supreme Court",,Under Votes,,0,1,1,0,0,2
Parker,125 - BS9,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,2,52,16,0,0,70
Parker,125 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,0,3,0,0,0,3
Parker,125 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,0,2,1,0,0,3
Parker,125 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,2,52,15,0,0,69
Parker,125 - BS9,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,0,1,0,0,0,1
Parker,125 - BS9,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,0,2,1,0,0,3
Parker,125 - BS9,"Justice, Supreme Court, Place 7",,Under Votes,,0,2,1,0,0,3
Parker,125 - BS9,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Justice, Supreme Court, Place 8",,Brett Busby,REP,2,52,14,0,0,68
Parker,125 - BS9,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,0,2,1,0,0,3
Parker,125 - BS9,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,0,1,0,0,0,1
Parker,125 - BS9,"Justice, Supreme Court, Place 8",,Under Votes,,0,2,2,0,0,4
Parker,125 - BS9,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,2,54,14,0,0,70
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,0,1,1,0,0,2
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,0,2,2,0,0,4
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,2,54,15,0,0,71
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,0,1,0,0,0,1
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,0,2,2,0,0,4
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,2,54,15,0,0,71
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,0,1,0,0,0,1
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,0,2,2,0,0,4
Parker,125 - BS9,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,State Representative,61,Phil King,REP,2,51,15,0,0,68
Parker,125 - BS9,State Representative,61,Christopher Cox,DEM,0,2,1,0,0,3
Parker,125 - BS9,State Representative,61,J. K. Stephenson,LIB,0,2,0,0,0,2
Parker,125 - BS9,State Representative,61,Under Votes,,0,2,1,0,0,3
Parker,125 - BS9,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,2,54,16,0,0,72
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,0,3,1,0,0,4
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,2,53,14,0,0,69
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,0,1,1,0,0,2
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,0,3,2,0,0,5
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,2,54,15,0,0,71
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,0,3,2,0,0,5
Parker,125 - BS9,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"District Judge, 43rd Judicial District",,Craig Towson,REP,2,54,15,0,0,71
Parker,125 - BS9,"District Judge, 43rd Judicial District",,Under Votes,,0,3,2,0,0,5
Parker,125 - BS9,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,2,54,14,0,0,70
Parker,125 - BS9,"District Judge, 415th Judicial District",,Under Votes,,0,3,3,0,0,6
Parker,125 - BS9,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,2,54,15,0,0,71
Parker,125 - BS9,"District Attorney, 43rd Judicial District",,Under Votes,,0,3,2,0,0,5
Parker,125 - BS9,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,County Court at Law 2,,Lynn Marie Johnson,REP,2,54,15,0,0,71
Parker,125 - BS9,County Court at Law 2,,Under Votes,,0,3,2,0,0,5
Parker,125 - BS9,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,Sheriff,,Larry Fowler,REP,2,46,16,0,0,64
Parker,125 - BS9,Sheriff,,Russell E. Hess,LIB,0,8,0,0,0,8
Parker,125 - BS9,Sheriff,,Under Votes,,0,3,1,0,0,4
Parker,125 - BS9,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,"Board of Directors, Precinct 1",,Melvin Woody,,2,43,8,0,0,53
Parker,125 - BS9,"Board of Directors, Precinct 1",,Under Votes,,0,14,9,0,0,23
Parker,125 - BS9,"Board of Directors, Precinct 1",,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,Trustee - Place 4,,Chris Gilley,,2,47,9,0,0,58
Parker,125 - BS9,Trustee - Place 4,,Under Votes,,0,10,8,0,0,18
Parker,125 - BS9,Trustee - Place 4,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,Trustee - Place 5,,Gary Veazey,,1,22,2,0,0,25
Parker,125 - BS9,Trustee - Place 5,,Paul Gregory,,1,11,1,0,0,13
Parker,125 - BS9,Trustee - Place 5,,Mark Bryant,,0,8,4,0,0,12
Parker,125 - BS9,Trustee - Place 5,,Under Votes,,0,16,10,0,0,26
Parker,125 - BS9,Trustee - Place 5,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,City Council Member - Place 1,,Gilbert Morrow,,0,19,3,0,0,22
Parker,125 - BS9,City Council Member - Place 1,,Granville G. Martin III (Randy),,0,15,1,0,0,16
Parker,125 - BS9,City Council Member - Place 1,,Harry J. Harris,,2,10,5,0,0,17
Parker,125 - BS9,City Council Member - Place 1,,Under Votes,,0,13,8,0,0,21
Parker,125 - BS9,City Council Member - Place 1,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,City Council Member - Place 3,,Roen Cox,,0,26,5,0,0,31
Parker,125 - BS9,City Council Member - Place 3,,Shelli Swift,,2,16,2,0,0,20
Parker,125 - BS9,City Council Member - Place 3,,Under Votes,,0,15,10,0,0,25
Parker,125 - BS9,City Council Member - Place 3,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,City Council Member - Place 5,,Jeff Davis,,1,34,4,0,0,39
Parker,125 - BS9,City Council Member - Place 5,,Joe R. Patterson,,1,9,3,0,0,13
Parker,125 - BS9,City Council Member - Place 5,,Under Votes,,0,14,10,0,0,24
Parker,125 - BS9,City Council Member - Place 5,,Over Votes,,0,0,0,0,0,0
Parker,125 - BS9,City Council Member - Place 4,,Morris Pruitt,,1,22,4,0,0,27
Parker,125 - BS9,City Council Member - Place 4,,Jody W. Works,,1,9,1,0,0,11
Parker,125 - BS9,City Council Member - Place 4,,Kathleen (Katie) Tucker,,0,10,2,0,0,12
Parker,125 - BS9,City Council Member - Place 4,,Under Votes,,0,16,10,0,0,26
Parker,125 - BS9,City Council Member - Place 4,,Over Votes,,0,0,0,0,0,0
Parker,130 - BS9,Ballots Cast,,,,,,,,,0
Parker,130 - BS9,Registered Voters,,,,,,,,,0
Parker,130 - BS9,President,,Donald J. Trump Michael R. Pence,REP,0,0,0,0,0,0
Parker,130 - BS9,President,,Joseph R. Biden Kamala D. Harris,DEM,0,0,0,0,0,0
Parker,130 - BS9,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0,0,0
Parker,130 - BS9,President,,Howie Hawkins Angela Walker,GRN,0,0,0,0,0,0
Parker,130 - BS9,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,130 - BS9,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,130 - BS9,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,130 - BS9,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,130 - BS9,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,130 - BS9,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,130 - BS9,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,130 - BS9,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,130 - BS9,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,130 - BS9,President,,Under Votes,,0,0,0,0,0,0
Parker,130 - BS9,President,,Over Votes,,0,0,0,0,0,0
Parker,130 - BS9,U.S. Senate,,John Cornyn,REP,0,0,0,0,0,0
Parker,130 - BS9,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,0,0,0,0,0,0
Parker,130 - BS9,U.S. Senate,,Kerry Douglas McKennon,LIB,0,0,0,0,0,0
Parker,130 - BS9,U.S. Senate,,David B. Collins,GRN,0,0,0,0,0,0
Parker,130 - BS9,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,130 - BS9,U.S. Senate,,Under Votes,,0,0,0,0,0,0
Parker,130 - BS9,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,130 - BS9,U.S. House,12,Kay Granger,REP,0,0,0,0,0,0
Parker,130 - BS9,U.S. House,12,Lisa Welch,DEM,0,0,0,0,0,0
Parker,130 - BS9,U.S. House,12,Trey Holcomb,LIB,0,0,0,0,0,0
Parker,130 - BS9,U.S. House,12,Under Votes,,0,0,0,0,0,0
Parker,130 - BS9,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,130 - BS9,Railroad Commissioner,,"James ""Jim"" Wright",REP,0,0,0,0,0,0
Parker,130 - BS9,Railroad Commissioner,,Chrysta Castañeda,DEM,0,0,0,0,0,0
Parker,130 - BS9,Railroad Commissioner,,Matt Sterett,LIB,0,0,0,0,0,0
Parker,130 - BS9,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0,0,0
Parker,130 - BS9,Railroad Commissioner,,Under Votes,,0,0,0,0,0,0
Parker,130 - BS9,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,130 - BS9,"Chief Justice, Supreme Court",,Nathan Hecht,REP,0,0,0,0,0,0
Parker,130 - BS9,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,0,0,0,0,0,0
Parker,130 - BS9,"Chief Justice, Supreme Court",,Mark Ash,LIB,0,0,0,0,0,0
Parker,130 - BS9,"Chief Justice, Supreme Court",,Under Votes,,0,0,0,0,0,0
Parker,130 - BS9,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 7",,Under Votes,,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 8",,Brett Busby,REP,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 8",,Under Votes,,0,0,0,0,0,0
Parker,130 - BS9,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,130 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,0,0,0,0,0,0
Parker,130 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,0,0,0,0,0,0
Parker,130 - BS9,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,0,0,0,0,0,0
