county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day,provisional
Van Zandt,2A,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,20,3,8,9,0
Van Zandt,2A,State Representative,2,Bill Brannon,DEM,101,13,41,47,0
Van Zandt,2B,Registered Voters,,,,0,,,,
Van Zandt,2B,Ballots Cast,,,,552,28,196,328,0
Van Zandt,2B,Ballots Cast,,,REP,493,21,177,295,0
Van Zandt,2B,Ballots Cast,,,DEM,59,7,19,33,0
Van Zandt,2B,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,0,0,0,0,0
Van Zandt,2B,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,2B,President,,Joe Walsh,REP,2,0,1,1,0
Van Zandt,2B,President,,Donald J. Trump,REP,477,20,172,285,0
Van Zandt,2B,President,,Bill Weld,REP,2,0,0,2,0
Van Zandt,2B,President,,Bob Ely,REP,0,0,0,0,0
Van Zandt,2B,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,2B,President,,Uncommitted,REP,8,1,2,5,0
Van Zandt,2B,U.S. Senate,,Mark Yancey,REP,33,0,12,21,0
Van Zandt,2B,U.S. Senate,,John Anthony Castro,REP,8,1,1,6,0
Van Zandt,2B,U.S. Senate,,Virgil Bierschwale,REP,5,1,2,2,0
Van Zandt,2B,U.S. Senate,,Dwayne Stovall,REP,80,1,28,51,0
Van Zandt,2B,U.S. Senate,,John Cornyn,REP,338,17,121,200,0
Van Zandt,2B,U.S. House,5,Lance Gooden,REP,400,16,149,235,0
Van Zandt,2B,U.S. House,5,Don Hill,REP,70,3,17,50,0
Van Zandt,2B,Railroad Commissioner,,"James ""Jim"" Wright",REP,242,10,94,138,0
Van Zandt,2B,Railroad Commissioner,,Ryan Sitton,REP,178,11,59,108,0
Van Zandt,2B,State Representative,2,Dan Flynn,REP,203,9,72,122,0
Van Zandt,2B,State Representative,2,Bryan Slaton,REP,136,9,60,67,0
Van Zandt,2B,State Representative,2,"Dwayne ""Doc"" Collins",REP,137,2,40,95,0
Van Zandt,2B,President,,Michael R. Bloomberg,DEM,11,2,6,3,0
Van Zandt,2B,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,2B,President,,Bernie Sanders,DEM,6,0,1,5,0
Van Zandt,2B,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,2B,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,2B,President,,Joseph R. Biden,DEM,28,1,4,23,0
Van Zandt,2B,President,,Michael Bennet,DEM,0,0,0,0,0
Van Zandt,2B,President,,Amy Klobuchar,DEM,4,2,2,0,0
Van Zandt,2B,President,,Tom Steyer,DEM,1,0,0,1,0
Van Zandt,2B,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,2B,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,2B,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,2B,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,2B,President,,Pete Buttigieg,DEM,4,0,4,0,0
Van Zandt,2B,President,,Elizabeth Warren,DEM,5,2,2,1,0
Van Zandt,2B,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,2B,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,2B,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,21,4,5,12,0
Van Zandt,2B,U.S. Senate,,Michael Cooper,DEM,5,0,5,0,0
Van Zandt,2B,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0,0
Van Zandt,2B,U.S. Senate,,Chris Bell,DEM,7,0,2,5,0
Van Zandt,2B,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,3,0,1,2,0
Van Zandt,2B,U.S. Senate,,Amanda K. Edwards,DEM,4,2,0,2,0
Van Zandt,2B,U.S. Senate,,Adrian Ocegueda,DEM,1,0,1,0,0
Van Zandt,2B,U.S. Senate,,Sema Hernandez,DEM,1,0,0,1,0
Van Zandt,2B,U.S. Senate,,Royce West,DEM,8,0,3,5,0
Van Zandt,2B,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0,0
Van Zandt,2B,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,0,1,0
Van Zandt,2B,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,2,0,1,1,0
Van Zandt,2B,U.S. House,,Carolyn Salter,DEM,45,6,13,26,0
Van Zandt,2B,Railroad Commissioner,,Kelly Stone,DEM,25,5,7,13,0
Van Zandt,2B,Railroad Commissioner,,Chrysta Castaneda,DEM,14,1,6,7,0
Van Zandt,2B,Railroad Commissioner,,Mark Watson,DEM,8,0,3,5,0
Van Zandt,2B,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,5,0,1,4,0
Van Zandt,2B,State Representative,2,Bill Brannon,DEM,47,6,17,24,0
Van Zandt,2C,Registered Voters,,,,0,,,,
Van Zandt,2C,Ballots Cast,,,,697,33,227,435,2
Van Zandt,2C,Ballots Cast,,,REP,615,28,205,380,2
Van Zandt,2C,Ballots Cast,,,DEM,82,5,22,55,0
Van Zandt,2C,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,0,0,0,0,0
Van Zandt,2C,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,2C,President,,Joe Walsh,REP,1,0,0,1,0
Van Zandt,2C,President,,Donald J. Trump,REP,601,26,200,373,2
Van Zandt,2C,President,,Bill Weld,REP,0,0,0,0,0
Van Zandt,2C,President,,Bob Ely,REP,1,0,1,0,0
Van Zandt,2C,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,2C,President,,Uncommitted,REP,12,3,3,6,0
Van Zandt,2C,U.S. Senate,,Mark Yancey,REP,34,1,14,19,0
Van Zandt,2C,U.S. Senate,,John Anthony Castro,REP,8,0,3,5,0
Van Zandt,2C,U.S. Senate,,Virgil Bierschwale,REP,5,0,3,2,0
Van Zandt,2C,U.S. Senate,,Dwayne Stovall,REP,90,2,24,63,1
Van Zandt,2C,U.S. Senate,,John Cornyn,REP,435,26,148,260,1
Van Zandt,2C,U.S. House,5,Lance Gooden,REP,502,28,167,305,2
Van Zandt,2C,U.S. House,5,Don Hill,REP,75,0,27,48,0
Van Zandt,2C,Railroad Commissioner,,"James ""Jim"" Wright",REP,300,6,102,191,1
Van Zandt,2C,Railroad Commissioner,,Ryan Sitton,REP,237,21,78,137,1
Van Zandt,2C,State Representative,2,Dan Flynn,REP,245,9,91,145,0
Van Zandt,2C,State Representative,2,Bryan Slaton,REP,178,9,51,116,2
Van Zandt,2C,State Representative,2,"Dwayne ""Doc"" Collins",REP,158,8,56,94,0
Van Zandt,2C,President,,Michael R. Bloomberg,DEM,12,1,3,8,0
Van Zandt,2C,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,2C,President,,Bernie Sanders,DEM,17,0,8,9,0
Van Zandt,2C,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,2C,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,2C,President,,Joseph R. Biden,DEM,46,3,8,35,0
Van Zandt,2C,President,,Michael Bennet,DEM,0,0,0,0,0
Van Zandt,2C,President,,Amy Klobuchar,DEM,1,1,0,0,0
Van Zandt,2C,President,,Tom Steyer,DEM,0,0,0,0,0
Van Zandt,2C,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,2C,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,2C,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,2C,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,2C,President,,Pete Buttigieg,DEM,1,0,1,0,0
Van Zandt,2C,President,,Elizabeth Warren,DEM,5,0,2,3,0
Van Zandt,2C,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,2C,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,2C,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,38,5,11,22,0
Van Zandt,2C,U.S. Senate,,Michael Cooper,DEM,1,0,0,1,0
Van Zandt,2C,U.S. Senate,,D. R. Hunter,DEM,1,0,0,1,0
Van Zandt,2C,U.S. Senate,,Chris Bell,DEM,4,0,0,4,0
Van Zandt,2C,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,4,0,2,2,0
Van Zandt,2C,U.S. Senate,,Amanda K. Edwards,DEM,3,0,1,2,0
Van Zandt,2C,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Van Zandt,2C,U.S. Senate,,Sema Hernandez,DEM,2,0,0,2,0
Van Zandt,2C,U.S. Senate,,Royce West,DEM,13,0,3,10,0
Van Zandt,2C,U.S. Senate,,Victor Hugo Harris,DEM,1,0,0,1,0
Van Zandt,2C,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,0,0,0,0,0
Van Zandt,2C,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,2,0,1,1,0
Van Zandt,2C,U.S. House,,Carolyn Salter,DEM,57,4,15,38,0
Van Zandt,2C,Railroad Commissioner,,Kelly Stone,DEM,18,0,4,14,0
Van Zandt,2C,Railroad Commissioner,,Chrysta Castaneda,DEM,16,1,4,11,0
Van Zandt,2C,Railroad Commissioner,,Mark Watson,DEM,22,3,6,13,0
Van Zandt,2C,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,6,1,0,5,0
Van Zandt,2C,State Representative,2,Bill Brannon,DEM,55,4,12,39,0
Van Zandt,2D,Registered Voters,,,,0,,,,
Van Zandt,2D,Ballots Cast,,,,717,32,307,378,0
Van Zandt,2D,Ballots Cast,,,REP,636,19,290,327,0
Van Zandt,2D,Ballots Cast,,,DEM,81,13,17,51,0
Van Zandt,2D,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,1,0,1,0,0
Van Zandt,2D,President,,Matthew John Matern,REP,1,0,1,0,0
Van Zandt,2D,President,,Joe Walsh,REP,3,0,2,1,0
Van Zandt,2D,President,,Donald J. Trump,REP,605,19,273,313,0
Van Zandt,2D,President,,Bill Weld,REP,1,0,1,0,0
Van Zandt,2D,President,,Bob Ely,REP,0,0,0,0,0
Van Zandt,2D,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,2D,President,,Uncommitted,REP,21,0,11,10,0
Van Zandt,2D,U.S. Senate,,Mark Yancey,REP,49,0,23,26,0
Van Zandt,2D,U.S. Senate,,John Anthony Castro,REP,17,0,10,7,0
Van Zandt,2D,U.S. Senate,,Virgil Bierschwale,REP,9,0,4,5,0
Van Zandt,2D,U.S. Senate,,Dwayne Stovall,REP,121,1,52,68,0
Van Zandt,2D,U.S. Senate,,John Cornyn,REP,409,16,185,208,0
Van Zandt,2D,U.S. House,5,Lance Gooden,REP,496,18,231,247,0
Van Zandt,2D,U.S. House,5,Don Hill,REP,111,1,46,64,0
Van Zandt,2D,Railroad Commissioner,,"James ""Jim"" Wright",REP,326,7,148,171,0
Van Zandt,2D,Railroad Commissioner,,Ryan Sitton,REP,231,8,104,119,0
Van Zandt,2D,State Representative,2,Dan Flynn,REP,294,9,115,170,0
Van Zandt,2D,State Representative,2,Bryan Slaton,REP,214,5,113,96,0
Van Zandt,2D,State Representative,2,"Dwayne ""Doc"" Collins",REP,111,5,54,52,0
Van Zandt,2D,President,,Michael R. Bloomberg,DEM,14,6,4,4,0
Van Zandt,2D,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,2D,President,,Bernie Sanders,DEM,24,5,7,12,0
Van Zandt,2D,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,2D,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,2D,President,,Joseph R. Biden,DEM,35,1,5,29,0
Van Zandt,2D,President,,Michael Bennet,DEM,0,0,0,0,0
Van Zandt,2D,President,,Amy Klobuchar,DEM,1,0,0,1,0
Van Zandt,2D,President,,Tom Steyer,DEM,1,0,0,1,0
Van Zandt,2D,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,2D,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,2D,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,2D,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,2D,President,,Pete Buttigieg,DEM,0,0,0,0,0
Van Zandt,2D,President,,Elizabeth Warren,DEM,6,1,1,4,0
Van Zandt,2D,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,2D,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,2D,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,40,5,12,23,0
Van Zandt,2D,U.S. Senate,,Michael Cooper,DEM,3,0,2,1,0
Van Zandt,2D,U.S. Senate,,D. R. Hunter,DEM,1,0,0,1,0
Van Zandt,2D,U.S. Senate,,Chris Bell,DEM,8,3,1,4,0
Van Zandt,2D,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,5,2,0,3,0
Van Zandt,2D,U.S. Senate,,Amanda K. Edwards,DEM,4,0,0,4,0
Van Zandt,2D,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Van Zandt,2D,U.S. Senate,,Sema Hernandez,DEM,1,0,0,1,0
Van Zandt,2D,U.S. Senate,,Royce West,DEM,8,1,1,6,0
Van Zandt,2D,U.S. Senate,,Victor Hugo Harris,DEM,0,0,0,0,0
Van Zandt,2D,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,0,1,1,0
Van Zandt,2D,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,2,2,0,0,0
Van Zandt,2D,U.S. House,,Carolyn Salter,DEM,65,12,16,37,0
Van Zandt,2D,Railroad Commissioner,,Kelly Stone,DEM,26,8,5,13,0
Van Zandt,2D,Railroad Commissioner,,Chrysta Castaneda,DEM,26,3,8,15,0
Van Zandt,2D,Railroad Commissioner,,Mark Watson,DEM,16,2,2,12,0
Van Zandt,2D,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,4,0,1,3,0
Van Zandt,2D,State Representative,2,Bill Brannon,DEM,68,13,16,39,0
Van Zandt,3A,Registered Voters,,,,0,,,,
Van Zandt,3A,Ballots Cast,,,,389,16,203,170,0
Van Zandt,3A,Ballots Cast,,,REP,340,14,186,140,0
Van Zandt,3A,Ballots Cast,,,DEM,49,2,17,30,0
Van Zandt,3A,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,0,0,0,0,0
Van Zandt,3A,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,3A,President,,Joe Walsh,REP,3,0,2,1,0
Van Zandt,3A,President,,Donald J. Trump,REP,329,13,179,137,0
Van Zandt,3A,President,,Bill Weld,REP,0,0,0,0,0
Van Zandt,3A,President,,Bob Ely,REP,1,0,1,0,0
Van Zandt,3A,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,3A,President,,Uncommitted,REP,4,1,1,2,0
Van Zandt,3A,U.S. Senate,,Mark Yancey,REP,19,0,7,12,0
Van Zandt,3A,U.S. Senate,,John Anthony Castro,REP,5,0,4,1,0
Van Zandt,3A,U.S. Senate,,Virgil Bierschwale,REP,3,0,3,0,0
Van Zandt,3A,U.S. Senate,,Dwayne Stovall,REP,61,3,25,33,0
Van Zandt,3A,U.S. Senate,,John Cornyn,REP,226,11,132,83,0
Van Zandt,3A,U.S. House,5,Lance Gooden,REP,262,12,145,105,0
Van Zandt,3A,U.S. House,5,Don Hill,REP,55,0,28,27,0
Van Zandt,3A,Railroad Commissioner,,"James ""Jim"" Wright",REP,159,8,82,69,0
Van Zandt,3A,Railroad Commissioner,,Ryan Sitton,REP,126,5,72,49,0
Van Zandt,3A,State Representative,2,Dan Flynn,REP,135,4,77,54,0
Van Zandt,3A,State Representative,2,Bryan Slaton,REP,106,8,62,36,0
Van Zandt,3A,State Representative,2,"Dwayne ""Doc"" Collins",REP,88,2,44,42,0
Van Zandt,3A,President,,Michael R. Bloomberg,DEM,14,1,6,7,0
Van Zandt,3A,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,3A,President,,Bernie Sanders,DEM,12,0,5,7,0
Van Zandt,3A,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,3A,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,3A,President,,Joseph R. Biden,DEM,20,1,3,16,0
Van Zandt,3A,President,,Michael Bennet,DEM,1,0,1,0,0
Van Zandt,3A,President,,Amy Klobuchar,DEM,0,0,0,0,0
Van Zandt,3A,President,,Tom Steyer,DEM,0,0,0,0,0
Van Zandt,3A,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,3A,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,3A,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,3A,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,3A,President,,Pete Buttigieg,DEM,1,0,1,0,0
Van Zandt,3A,President,,Elizabeth Warren,DEM,1,0,1,0,0
Van Zandt,3A,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,3A,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,3A,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,14,1,7,6,0
Van Zandt,3A,U.S. Senate,,Michael Cooper,DEM,2,0,0,2,0
Van Zandt,3A,U.S. Senate,,D. R. Hunter,DEM,0,0,0,0,0
Van Zandt,3A,U.S. Senate,,Chris Bell,DEM,5,0,0,5,0
Van Zandt,3A,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,3,0,1,2,0
Van Zandt,3A,U.S. Senate,,Amanda K. Edwards,DEM,6,0,2,4,0
Van Zandt,3A,U.S. Senate,,Adrian Ocegueda,DEM,1,1,0,0,0
Van Zandt,3A,U.S. Senate,,Sema Hernandez,DEM,0,0,0,0,0
Van Zandt,3A,U.S. Senate,,Royce West,DEM,11,0,5,6,0
Van Zandt,3A,U.S. Senate,,Victor Hugo Harris,DEM,1,0,0,1,0
Van Zandt,3A,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,0,1,0
Van Zandt,3A,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,2,0,2,0,0
Van Zandt,3A,U.S. House,,Carolyn Salter,DEM,30,1,11,18,0
Van Zandt,3A,Railroad Commissioner,,Kelly Stone,DEM,10,0,8,2,0
Van Zandt,3A,Railroad Commissioner,,Chrysta Castaneda,DEM,7,1,2,4,0
Van Zandt,3A,Railroad Commissioner,,Mark Watson,DEM,12,0,2,10,0
Van Zandt,3A,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,12,0,4,8,0
Van Zandt,3A,State Representative,2,Bill Brannon,DEM,35,1,13,21,0
Van Zandt,3B,Registered Voters,,,,0,,,,
Van Zandt,3B,Ballots Cast,,,,460,28,140,291,1
Van Zandt,3B,Ballots Cast,,,REP,345,16,132,197,0
Van Zandt,3B,Ballots Cast,,,DEM,115,12,8,94,1
Van Zandt,3B,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,1,0,1,0,0
Van Zandt,3B,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,3B,President,,Joe Walsh,REP,0,0,0,0,0
Van Zandt,3B,President,,Donald J. Trump,REP,330,16,128,186,0
Van Zandt,3B,President,,Bill Weld,REP,0,0,0,0,0
Van Zandt,3B,President,,Bob Ely,REP,1,0,0,1,0
Van Zandt,3B,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,3B,President,,Uncommitted,REP,10,0,2,8,0
Van Zandt,3B,U.S. Senate,,Mark Yancey,REP,18,1,4,13,0
Van Zandt,3B,U.S. Senate,,John Anthony Castro,REP,3,0,2,1,0
Van Zandt,3B,U.S. Senate,,Virgil Bierschwale,REP,8,0,2,6,0
Van Zandt,3B,U.S. Senate,,Dwayne Stovall,REP,47,0,14,33,0
Van Zandt,3B,U.S. Senate,,John Cornyn,REP,247,15,103,129,0
Van Zandt,3B,U.S. House,5,Lance Gooden,REP,260,12,104,144,0
Van Zandt,3B,U.S. House,5,Don Hill,REP,63,4,25,34,0
Van Zandt,3B,Railroad Commissioner,,"James ""Jim"" Wright",REP,163,7,60,96,0
Van Zandt,3B,Railroad Commissioner,,Ryan Sitton,REP,138,7,59,72,0
Van Zandt,3B,State Representative,2,Dan Flynn,REP,153,8,60,85,0
Van Zandt,3B,State Representative,2,Bryan Slaton,REP,125,5,49,71,0
Van Zandt,3B,State Representative,2,"Dwayne ""Doc"" Collins",REP,59,3,23,33,0
Van Zandt,3B,President,,Michael R. Bloomberg,DEM,20,5,1,14,0
Van Zandt,3B,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,3B,President,,Bernie Sanders,DEM,23,1,2,20,0
Van Zandt,3B,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,3B,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,3B,President,,Joseph R. Biden,DEM,59,5,4,49,1
Van Zandt,3B,President,,Michael Bennet,DEM,0,0,0,0,0
Van Zandt,3B,President,,Amy Klobuchar,DEM,1,0,0,1,0
Van Zandt,3B,President,,Tom Steyer,DEM,0,0,0,0,0
Van Zandt,3B,President,,Robby Wells,DEM,0,0,0,0,0
Van Zandt,3B,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,3B,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,3B,President,,John K. Delaney,DEM,1,0,0,1,0
Van Zandt,3B,President,,Pete Buttigieg,DEM,1,1,0,0,0
Van Zandt,3B,President,,Elizabeth Warren,DEM,7,0,0,7,0
Van Zandt,3B,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,3B,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,3B,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,14,3,0,11,0
Van Zandt,3B,U.S. Senate,,Michael Cooper,DEM,6,1,0,5,0
Van Zandt,3B,U.S. Senate,,D. R. Hunter,DEM,3,0,0,3,0
Van Zandt,3B,U.S. Senate,,Chris Bell,DEM,8,0,0,8,0
Van Zandt,3B,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,6,1,0,5,0
Van Zandt,3B,U.S. Senate,,Amanda K. Edwards,DEM,6,0,0,6,0
Van Zandt,3B,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Van Zandt,3B,U.S. Senate,,Sema Hernandez,DEM,3,0,0,3,0
Van Zandt,3B,U.S. Senate,,Royce West,DEM,44,4,7,32,1
Van Zandt,3B,U.S. Senate,,Victor Hugo Harris,DEM,1,0,0,1,0
Van Zandt,3B,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,2,0,1,1,0
Van Zandt,3B,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,10,0,0,10,0
Van Zandt,3B,U.S. House,,Carolyn Salter,DEM,74,5,5,63,1
Van Zandt,3B,Railroad Commissioner,,Kelly Stone,DEM,31,4,3,24,0
Van Zandt,3B,Railroad Commissioner,,Chrysta Castaneda,DEM,12,0,0,12,0
Van Zandt,3B,Railroad Commissioner,,Mark Watson,DEM,29,4,1,23,1
Van Zandt,3B,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,25,1,3,21,0
Van Zandt,3B,State Representative,2,Bill Brannon,DEM,80,8,5,66,1
Van Zandt,3C,Registered Voters,,,,0,,,,
Van Zandt,3C,Ballots Cast,,,,945,43,231,671,0
Van Zandt,3C,Ballots Cast,,,REP,801,34,211,556,0
Van Zandt,3C,Ballots Cast,,,DEM,144,9,20,115,0
Van Zandt,3C,President,,"Roque ""Rocky"" De La Fuente Guerrra",REP,1,0,0,1,0
Van Zandt,3C,President,,Matthew John Matern,REP,0,0,0,0,0
Van Zandt,3C,President,,Joe Walsh,REP,0,0,0,0,0
Van Zandt,3C,President,,Donald J. Trump,REP,763,33,203,527,0
Van Zandt,3C,President,,Bill Weld,REP,5,0,0,5,0
Van Zandt,3C,President,,Bob Ely,REP,1,0,0,1,0
Van Zandt,3C,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Van Zandt,3C,President,,Uncommitted,REP,24,1,3,20,0
Van Zandt,3C,U.S. Senate,,Mark Yancey,REP,65,1,16,48,0
Van Zandt,3C,U.S. Senate,,John Anthony Castro,REP,18,0,5,13,0
Van Zandt,3C,U.S. Senate,,Virgil Bierschwale,REP,8,0,2,6,0
Van Zandt,3C,U.S. Senate,,Dwayne Stovall,REP,114,2,24,88,0
Van Zandt,3C,U.S. Senate,,John Cornyn,REP,545,31,147,367,0
Van Zandt,3C,U.S. House,5,Lance Gooden,REP,610,33,160,417,0
Van Zandt,3C,U.S. House,5,Don Hill,REP,138,1,33,104,0
Van Zandt,3C,Railroad Commissioner,,"James ""Jim"" Wright",REP,361,16,97,248,0
Van Zandt,3C,Railroad Commissioner,,Ryan Sitton,REP,329,17,78,234,0
Van Zandt,3C,State Representative,2,Dan Flynn,REP,353,17,74,262,0
Van Zandt,3C,State Representative,2,Bryan Slaton,REP,285,14,79,192,0
Van Zandt,3C,State Representative,2,"Dwayne ""Doc"" Collins",REP,124,3,42,79,0
Van Zandt,3C,President,,Michael R. Bloomberg,DEM,19,2,2,15,0
Van Zandt,3C,President,,Marianne Williamson,DEM,0,0,0,0,0
Van Zandt,3C,President,,Bernie Sanders,DEM,26,1,3,22,0
Van Zandt,3C,President,,Julian Castro,DEM,0,0,0,0,0
Van Zandt,3C,President,,Deval Patrick,DEM,0,0,0,0,0
Van Zandt,3C,President,,Joseph R. Biden,DEM,74,4,8,62,0
Van Zandt,3C,President,,Michael Bennet,DEM,0,0,0,0,0
Van Zandt,3C,President,,Amy Klobuchar,DEM,4,1,1,2,0
Van Zandt,3C,President,,Tom Steyer,DEM,4,1,0,3,0
Van Zandt,3C,President,,Robby Wells,DEM,1,0,0,1,0
Van Zandt,3C,President,,Andrew Yang,DEM,0,0,0,0,0
Van Zandt,3C,President,,"Roque ""Rocky"" De La Fuente ",DEM,0,0,0,0,0
Van Zandt,3C,President,,John K. Delaney,DEM,0,0,0,0,0
Van Zandt,3C,President,,Pete Buttigieg,DEM,3,0,3,0,0
Van Zandt,3C,President,,Elizabeth Warren,DEM,10,0,2,8,0
Van Zandt,3C,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Van Zandt,3C,President,,Cory Booker,DEM,0,0,0,0,0
Van Zandt,3C,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,62,5,10,47,0
Van Zandt,3C,U.S. Senate,,Michael Cooper,DEM,5,0,0,5,0
Van Zandt,3C,U.S. Senate,,D. R. Hunter,DEM,5,0,3,2,0
Van Zandt,3C,U.S. Senate,,Chris Bell,DEM,11,1,1,9,0
Van Zandt,3C,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,12,0,0,12,0
Van Zandt,3C,U.S. Senate,,Amanda K. Edwards,DEM,6,0,1,5,0
Van Zandt,3C,U.S. Senate,,Adrian Ocegueda,DEM,0,0,0,0,0
Van Zandt,3C,U.S. Senate,,Sema Hernandez,DEM,2,0,0,2,0
Van Zandt,3C,U.S. Senate,,Royce West,DEM,20,3,4,13,0
Van Zandt,3C,U.S. Senate,,Victor Hugo Harris,DEM,2,0,0,2,0
Van Zandt,3C,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,0,0,1,0
Van Zandt,3C,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,4,0,0,4,0
Van Zandt,3C,U.S. House,,Carolyn Salter,DEM,104,7,14,83,0
Van Zandt,3C,Railroad Commissioner,,Kelly Stone,DEM,31,2,6,23,0
Van Zandt,3C,Railroad Commissioner,,Chrysta Castaneda,DEM,28,3,1,24,0
