county,precinct,office,district,candidate,party,election_day,early_voting,votes
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,STEVEN MIEARS,DEM,0,0,0
King,2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,DEM,0,0,0
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,STEVEN MIEARS,DEM,0,0,0
King,3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,DEM,0,0,0
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,STEVEN MIEARS,DEM,1,0,1
King,4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,DEM,1,0,1
King,1,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,0,0,0
King,1,Railroad Commissioner,,KELLY STONE,DEM,0,0,0
King,1,Railroad Commissioner,,MARK WATSON,DEM,0,0,0
King,1,Railroad Commissioner,,"ROBERTO R. ""BETO"" ALONZO",DEM,0,0,0
King,2,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,0,0,0
King,2,Railroad Commissioner,,KELLY STONE,DEM,0,0,0
King,2,Railroad Commissioner,,MARK WATSON,DEM,0,0,0
King,2,Railroad Commissioner,,"ROBERTO R. ""BETO"" ALONZO",DEM,0,0,0
King,3,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,0,0,0
King,3,Railroad Commissioner,,KELLY STONE,DEM,0,0,0
King,3,Railroad Commissioner,,MARK WATSON,DEM,0,0,0
King,3,Railroad Commissioner,,"ROBERTO R. ""BETO"" ALONZO",DEM,0,0,0
King,4,Railroad Commissioner,,CHRYSTA CASTAÑEDA,DEM,1,0,1
King,4,Railroad Commissioner,,KELLY STONE,DEM,1,0,1
King,4,Railroad Commissioner,,MARK WATSON,DEM,0,0,0
King,4,Railroad Commissioner,,"ROBERTO R. ""BETO"" ALONZO",DEM,0,0,0
King,1,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,DEM,0,0,0
King,1,"JUSTICE, SUPREME COURT, PLACE 8",,PETER KELLY,DEM,0,0,0
King,2,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,DEM,0,0,0
King,2,"JUSTICE, SUPREME COURT, PLACE 8",,PETER KELLY,DEM,0,0,0
King,3,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,DEM,0,0,0
King,3,"JUSTICE, SUPREME COURT, PLACE 8",,PETER KELLY,DEM,0,0,0
King,4,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,DEM,0,0,0
King,4,"JUSTICE, SUPREME COURT, PLACE 8",,PETER KELLY,DEM,2,0,2
King,1,State Representative,68,PATSY LEDBETTER,DEM,0,0,0
King,2,State Representative,68,PATSY LEDBETTER,DEM,0,0,0
King,3,State Representative,68,PATSY LEDBETTER,DEM,0,0,0
King,4,State Representative,68,PATSY LEDBETTER,DEM,2,0,2
