county,precinct,office,district,party,candidate,votes,election_day,mail,early_voting
Orange,Precinct 32,U.S. Senate,,REP,Dwayne Stovall,114,33,1,80
Orange,Precinct 33,U.S. Senate,,REP,Dwayne Stovall,68,31,2,35
Orange,Precinct 34,U.S. Senate,,REP,Dwayne Stovall,77,22,3,52
Orange,Precinct 1,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0
Orange,Precinct 2,U.S. Senate,,REP,Virgil Bierschwale,3,2,0,1
Orange,Precinct 3,U.S. Senate,,REP,Virgil Bierschwale,1,1,0,0
Orange,Precinct 4,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0
Orange,Precinct 5,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,1
Orange,Precinct 6,U.S. Senate,,REP,Virgil Bierschwale,4,1,0,3
Orange,Precinct 7,U.S. Senate,,REP,Virgil Bierschwale,7,2,0,5
Orange,Precinct 8,U.S. Senate,,REP,Virgil Bierschwale,3,1,0,2
Orange,Precinct 9,U.S. Senate,,REP,Virgil Bierschwale,3,3,0,0
Orange,Precinct 10,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0
Orange,Precinct 11,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,1
Orange,Precinct 12,U.S. Senate,,REP,Virgil Bierschwale,1,1,0,0
Orange,Precinct 13,U.S. Senate,,REP,Virgil Bierschwale,2,1,0,1
Orange,Precinct 14,U.S. Senate,,REP,Virgil Bierschwale,2,1,0,1
Orange,Precinct 15,U.S. Senate,,REP,Virgil Bierschwale,4,2,1,1
Orange,Precinct 16,U.S. Senate,,REP,Virgil Bierschwale,7,6,0,1
Orange,Precinct 17,U.S. Senate,,REP,Virgil Bierschwale,2,2,0,0
Orange,Precinct 18,U.S. Senate,,REP,Virgil Bierschwale,8,3,0,5
Orange,Precinct 19,U.S. Senate,,REP,Virgil Bierschwale,2,1,0,1
Orange,Precinct 20,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,1
Orange,Precinct 21,U.S. Senate,,REP,Virgil Bierschwale,2,2,0,0
Orange,Precinct 22,U.S. Senate,,REP,Virgil Bierschwale,2,1,0,1
Orange,Precinct 23,U.S. Senate,,REP,Virgil Bierschwale,8,3,0,5
Orange,Precinct 24,U.S. Senate,,REP,Virgil Bierschwale,6,2,0,4
Orange,Precinct 25,U.S. Senate,,REP,Virgil Bierschwale,2,1,0,1
Orange,Precinct 26,U.S. Senate,,REP,Virgil Bierschwale,6,2,0,4
Orange,Precinct 27,U.S. Senate,,REP,Virgil Bierschwale,5,2,0,3
Orange,Precinct 28,U.S. Senate,,REP,Virgil Bierschwale,5,3,0,2
Orange,Precinct 29,U.S. Senate,,REP,Virgil Bierschwale,3,2,0,1
Orange,Precinct 30,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,1
Orange,Precinct 31,U.S. Senate,,REP,Virgil Bierschwale,4,2,0,2
Orange,Precinct 32,U.S. Senate,,REP,Virgil Bierschwale,2,0,0,2
Orange,Precinct 33,U.S. Senate,,REP,Virgil Bierschwale,4,3,1,0
Orange,Precinct 34,U.S. Senate,,REP,Virgil Bierschwale,8,3,2,3
Orange,Precinct 1,U.S. Senate,,REP,Mark Yancey,1,0,0,1
Orange,Precinct 2,U.S. Senate,,REP,Mark Yancey,4,3,0,1
Orange,Precinct 3,U.S. Senate,,REP,Mark Yancey,3,1,0,2
Orange,Precinct 4,U.S. Senate,,REP,Mark Yancey,0,0,0,0
Orange,Precinct 5,U.S. Senate,,REP,Mark Yancey,14,7,1,6
Orange,Precinct 6,U.S. Senate,,REP,Mark Yancey,34,20,2,12
Orange,Precinct 7,U.S. Senate,,REP,Mark Yancey,17,13,0,4
Orange,Precinct 8,U.S. Senate,,REP,Mark Yancey,33,17,0,16
Orange,Precinct 9,U.S. Senate,,REP,Mark Yancey,27,10,0,17
Orange,Precinct 10,U.S. Senate,,REP,Mark Yancey,9,3,1,5
Orange,Precinct 11,U.S. Senate,,REP,Mark Yancey,7,6,0,1
Orange,Precinct 12,U.S. Senate,,REP,Mark Yancey,15,7,2,6
Orange,Precinct 13,U.S. Senate,,REP,Mark Yancey,14,5,0,9
Orange,Precinct 14,U.S. Senate,,REP,Mark Yancey,22,14,4,4
Orange,Precinct 15,U.S. Senate,,REP,Mark Yancey,20,14,1,5
Orange,Precinct 16,U.S. Senate,,REP,Mark Yancey,28,17,2,9
Orange,Precinct 17,U.S. Senate,,REP,Mark Yancey,33,21,1,11
Orange,Precinct 18,U.S. Senate,,REP,Mark Yancey,36,15,0,21
Orange,Precinct 19,U.S. Senate,,REP,Mark Yancey,23,9,0,14
Orange,Precinct 20,U.S. Senate,,REP,Mark Yancey,17,6,2,9
Orange,Precinct 21,U.S. Senate,,REP,Mark Yancey,4,3,0,1
Orange,Precinct 22,U.S. Senate,,REP,Mark Yancey,25,19,0,6
Orange,Precinct 23,U.S. Senate,,REP,Mark Yancey,62,28,1,33
Orange,Precinct 24,U.S. Senate,,REP,Mark Yancey,25,8,0,17
Orange,Precinct 25,U.S. Senate,,REP,Mark Yancey,35,19,0,16
Orange,Precinct 26,U.S. Senate,,REP,Mark Yancey,53,30,2,21
Orange,Precinct 27,U.S. Senate,,REP,Mark Yancey,27,13,0,14
Orange,Precinct 28,U.S. Senate,,REP,Mark Yancey,53,19,2,32
Orange,Precinct 29,U.S. Senate,,REP,Mark Yancey,15,4,2,9
Orange,Precinct 30,U.S. Senate,,REP,Mark Yancey,23,12,0,11
Orange,Precinct 31,U.S. Senate,,REP,Mark Yancey,43,31,0,12
Orange,Precinct 32,U.S. Senate,,REP,Mark Yancey,46,15,3,28
Orange,Precinct 33,U.S. Senate,,REP,Mark Yancey,25,7,1,17
Orange,Precinct 34,U.S. Senate,,REP,Mark Yancey,20,9,0,11
Orange,Precinct 1,U.S. Senate,,REP,John Anthony Castro,8,5,0,3
Orange,Precinct 2,U.S. Senate,,REP,John Anthony Castro,10,4,1,5
Orange,Precinct 3,U.S. Senate,,REP,John Anthony Castro,3,1,0,2
Orange,Precinct 4,U.S. Senate,,REP,John Anthony Castro,0,0,0,0
Orange,Precinct 5,U.S. Senate,,REP,John Anthony Castro,14,5,1,8
Orange,Precinct 6,U.S. Senate,,REP,John Anthony Castro,17,8,0,9
Orange,Precinct 7,U.S. Senate,,REP,John Anthony Castro,14,8,0,6
Orange,Precinct 8,U.S. Senate,,REP,John Anthony Castro,26,11,1,14
Orange,Precinct 9,U.S. Senate,,REP,John Anthony Castro,30,12,3,15
Orange,Precinct 10,U.S. Senate,,REP,John Anthony Castro,14,4,0,10
Orange,Precinct 11,U.S. Senate,,REP,John Anthony Castro,2,1,0,1
Orange,Precinct 12,U.S. Senate,,REP,John Anthony Castro,13,7,1,5
Orange,Precinct 13,U.S. Senate,,REP,John Anthony Castro,11,5,0,6
Orange,Precinct 14,U.S. Senate,,REP,John Anthony Castro,17,6,2,9
Orange,Precinct 15,U.S. Senate,,REP,John Anthony Castro,12,4,0,8
Orange,Precinct 16,U.S. Senate,,REP,John Anthony Castro,19,10,0,9
Orange,Precinct 17,U.S. Senate,,REP,John Anthony Castro,23,17,1,5
Orange,Precinct 18,U.S. Senate,,REP,John Anthony Castro,18,6,0,12
Orange,Precinct 19,U.S. Senate,,REP,John Anthony Castro,16,6,0,10
Orange,Precinct 20,U.S. Senate,,REP,John Anthony Castro,7,4,0,3
Orange,Precinct 21,U.S. Senate,,REP,John Anthony Castro,2,2,0,0
Orange,Precinct 22,U.S. Senate,,REP,John Anthony Castro,14,8,3,3
Orange,Precinct 23,U.S. Senate,,REP,John Anthony Castro,47,14,2,31
Orange,Precinct 24,U.S. Senate,,REP,John Anthony Castro,13,5,1,7
Orange,Precinct 25,U.S. Senate,,REP,John Anthony Castro,15,9,0,6
Orange,Precinct 26,U.S. Senate,,REP,John Anthony Castro,26,11,0,15
Orange,Precinct 27,U.S. Senate,,REP,John Anthony Castro,25,9,0,16
Orange,Precinct 28,U.S. Senate,,REP,John Anthony Castro,35,19,0,16
Orange,Precinct 29,U.S. Senate,,REP,John Anthony Castro,12,6,0,6
Orange,Precinct 30,U.S. Senate,,REP,John Anthony Castro,12,4,1,7
Orange,Precinct 31,U.S. Senate,,REP,John Anthony Castro,26,10,0,16
Orange,Precinct 32,U.S. Senate,,REP,John Anthony Castro,24,10,1,13
Orange,Precinct 33,U.S. Senate,,REP,John Anthony Castro,19,4,0,15
Orange,Precinct 34,U.S. Senate,,REP,John Anthony Castro,17,7,0,10
Orange,Precinct 1,U.S. Senate,,REP,John Cornyn,45,28,3,14
Orange,Precinct 2,U.S. Senate,,REP,John Cornyn,84,32,7,45
Orange,Precinct 3,U.S. Senate,,REP,John Cornyn,22,6,5,11
Orange,Precinct 4,U.S. Senate,,REP,John Cornyn,1,0,0,1
Orange,Precinct 5,U.S. Senate,,REP,John Cornyn,186,46,38,102
Orange,Precinct 6,U.S. Senate,,REP,John Cornyn,324,119,28,177
Orange,Precinct 7,U.S. Senate,,REP,John Cornyn,258,96,19,143
Orange,Precinct 8,U.S. Senate,,REP,John Cornyn,493,194,43,256
Orange,Precinct 9,U.S. Senate,,REP,John Cornyn,343,162,26,155
Orange,Precinct 10,U.S. Senate,,REP,John Cornyn,141,44,13,84
Orange,Precinct 11,U.S. Senate,,REP,John Cornyn,70,33,9,28
Orange,Precinct 12,U.S. Senate,,REP,John Cornyn,157,45,20,92
Orange,Precinct 13,U.S. Senate,,REP,John Cornyn,156,59,27,70
Orange,Precinct 14,U.S. Senate,,REP,John Cornyn,240,66,41,133
Orange,Precinct 15,U.S. Senate,,REP,John Cornyn,332,114,29,189
Orange,Precinct 16,U.S. Senate,,REP,John Cornyn,470,198,45,227
Orange,Precinct 17,U.S. Senate,,REP,John Cornyn,356,142,33,181
Orange,Precinct 18,U.S. Senate,,REP,John Cornyn,314,86,30,198
Orange,Precinct 19,U.S. Senate,,REP,John Cornyn,240,85,19,136
Orange,Precinct 20,U.S. Senate,,REP,John Cornyn,178,54,21,103
Orange,Precinct 21,U.S. Senate,,REP,John Cornyn,43,31,4,8
Orange,Precinct 22,U.S. Senate,,REP,John Cornyn,200,80,23,97
Orange,Precinct 23,U.S. Senate,,REP,John Cornyn,513,204,34,275
Orange,Precinct 24,U.S. Senate,,REP,John Cornyn,237,90,28,119
Orange,Precinct 25,U.S. Senate,,REP,John Cornyn,247,104,19,124
Orange,Precinct 26,U.S. Senate,,REP,John Cornyn,379,146,21,212
Orange,Precinct 27,U.S. Senate,,REP,John Cornyn,405,126,24,255
Orange,Precinct 28,U.S. Senate,,REP,John Cornyn,671,229,43,399
Orange,Precinct 29,U.S. Senate,,REP,John Cornyn,170,42,8,120
Orange,Precinct 30,U.S. Senate,,REP,John Cornyn,185,74,28,83
Orange,Precinct 31,U.S. Senate,,REP,John Cornyn,430,224,18,188
Orange,Precinct 32,U.S. Senate,,REP,John Cornyn,406,128,28,250
Orange,Precinct 33,U.S. Senate,,REP,John Cornyn,222,65,17,140
Orange,Precinct 34,U.S. Senate,,REP,John Cornyn,260,91,35,134
Orange,Precinct 1,U.S. House,36,REP,RJ Boatman,6,4,0,2
Orange,Precinct 2,U.S. House,36,REP,RJ Boatman,14,5,1,8
Orange,Precinct 3,U.S. House,36,REP,RJ Boatman,7,3,2,2
Orange,Precinct 4,U.S. House,36,REP,RJ Boatman,1,1,0,0
Orange,Precinct 5,U.S. House,36,REP,RJ Boatman,18,5,2,11
Orange,Precinct 6,U.S. House,36,REP,RJ Boatman,53,22,0,31
Orange,Precinct 7,U.S. House,36,REP,RJ Boatman,34,18,3,13
Orange,Precinct 8,U.S. House,36,REP,RJ Boatman,48,22,0,26
Orange,Precinct 9,U.S. House,36,REP,RJ Boatman,39,16,1,22
Orange,Precinct 10,U.S. House,36,REP,RJ Boatman,9,5,1,3
Orange,Precinct 11,U.S. House,36,REP,RJ Boatman,7,2,0,5
Orange,Precinct 12,U.S. House,36,REP,RJ Boatman,17,6,3,8
Orange,Precinct 13,U.S. House,36,REP,RJ Boatman,9,4,2,3
Orange,Precinct 14,U.S. House,36,REP,RJ Boatman,24,10,4,10
Orange,Precinct 15,U.S. House,36,REP,RJ Boatman,31,14,0,17
Orange,Precinct 16,U.S. House,36,REP,RJ Boatman,99,42,0,57
Orange,Precinct 17,U.S. House,36,REP,RJ Boatman,61,23,7,31
Orange,Precinct 18,U.S. House,36,REP,RJ Boatman,61,29,3,29
Orange,Precinct 19,U.S. House,36,REP,RJ Boatman,66,17,0,49
Orange,Precinct 20,U.S. House,36,REP,RJ Boatman,38,6,2,30
Orange,Precinct 21,U.S. House,36,REP,RJ Boatman,9,6,0,3
Orange,Precinct 22,U.S. House,36,REP,RJ Boatman,49,23,3,23
Orange,Precinct 23,U.S. House,36,REP,RJ Boatman,85,24,0,61
Orange,Precinct 24,U.S. House,36,REP,RJ Boatman,31,9,3,19
Orange,Precinct 25,U.S. House,36,REP,RJ Boatman,35,17,1,17
Orange,Precinct 26,U.S. House,36,REP,RJ Boatman,52,24,0,28
Orange,Precinct 27,U.S. House,36,REP,RJ Boatman,78,24,1,53
Orange,Precinct 28,U.S. House,36,REP,RJ Boatman,77,20,6,51
Orange,Precinct 29,U.S. House,36,REP,RJ Boatman,27,4,0,23
Orange,Precinct 30,U.S. House,36,REP,RJ Boatman,18,8,0,10
Orange,Precinct 31,U.S. House,36,REP,RJ Boatman,64,34,2,28
Orange,Precinct 32,U.S. House,36,REP,RJ Boatman,57,16,4,37
Orange,Precinct 33,U.S. House,36,REP,RJ Boatman,53,15,0,38
Orange,Precinct 34,U.S. House,36,REP,RJ Boatman,51,13,2,36
Orange,Precinct 1,U.S. House,36,REP,Brian Babin,68,37,3,28
Orange,Precinct 2,U.S. House,36,REP,Brian Babin,117,47,9,61
Orange,Precinct 3,U.S. House,36,REP,Brian Babin,37,13,4,20
Orange,Precinct 4,U.S. House,36,REP,Brian Babin,1,0,0,1
Orange,Precinct 5,U.S. House,36,REP,Brian Babin,237,77,39,121
Orange,Precinct 6,U.S. House,36,REP,Brian Babin,430,171,36,223
Orange,Precinct 7,U.S. House,36,REP,Brian Babin,347,148,19,180
Orange,Precinct 8,U.S. House,36,REP,Brian Babin,623,254,49,320
Orange,Precinct 9,U.S. House,36,REP,Brian Babin,456,218,32,206
Orange,Precinct 10,U.S. House,36,REP,Brian Babin,191,59,13,119
Orange,Precinct 11,U.S. House,36,REP,Brian Babin,100,57,11,32
Orange,Precinct 12,U.S. House,36,REP,Brian Babin,209,70,22,117
Orange,Precinct 13,U.S. House,36,REP,Brian Babin,217,82,28,107
Orange,Precinct 14,U.S. House,36,REP,Brian Babin,306,98,47,161
Orange,Precinct 15,U.S. House,36,REP,Brian Babin,446,175,35,236
Orange,Precinct 16,U.S. House,36,REP,Brian Babin,627,291,48,288
Orange,Precinct 17,U.S. House,36,REP,Brian Babin,491,207,38,246
Orange,Precinct 18,U.S. House,36,REP,Brian Babin,436,128,30,278
Orange,Precinct 19,U.S. House,36,REP,Brian Babin,321,115,20,186
Orange,Precinct 20,U.S. House,36,REP,Brian Babin,250,83,22,145
Orange,Precinct 21,U.S. House,36,REP,Brian Babin,58,45,4,9
Orange,Precinct 22,U.S. House,36,REP,Brian Babin,297,147,23,127
Orange,Precinct 23,U.S. House,36,REP,Brian Babin,783,334,37,412
Orange,Precinct 24,U.S. House,36,REP,Brian Babin,336,130,30,176
Orange,Precinct 25,U.S. House,36,REP,Brian Babin,356,164,19,173
Orange,Precinct 26,U.S. House,36,REP,Brian Babin,572,250,24,298
Orange,Precinct 27,U.S. House,36,REP,Brian Babin,522,175,28,319
Orange,Precinct 28,U.S. House,36,REP,Brian Babin,910,347,43,520
Orange,Precinct 29,U.S. House,36,REP,Brian Babin,247,84,14,149
Orange,Precinct 30,U.S. House,36,REP,Brian Babin,257,115,31,111
Orange,Precinct 31,U.S. House,36,REP,Brian Babin,596,317,20,259
Orange,Precinct 32,U.S. House,36,REP,Brian Babin,559,177,29,353
Orange,Precinct 33,U.S. House,36,REP,Brian Babin,309,105,21,183
Orange,Precinct 34,U.S. House,36,REP,Brian Babin,360,128,40,192
Orange,Precinct 1,Railroad Commissioner,,REP,Ryan Sitton,20,12,0,8
Orange,Precinct 2,Railroad Commissioner,,REP,Ryan Sitton,44,14,5,25
Orange,Precinct 3,Railroad Commissioner,,REP,Ryan Sitton,11,4,2,5
Orange,Precinct 4,Railroad Commissioner,,REP,Ryan Sitton,1,1,0,0
Orange,Precinct 5,Railroad Commissioner,,REP,Ryan Sitton,87,22,15,50
Orange,Precinct 6,Railroad Commissioner,,REP,Ryan Sitton,151,55,13,83
Orange,Precinct 7,Railroad Commissioner,,REP,Ryan Sitton,119,45,7,67
Orange,Precinct 8,Railroad Commissioner,,REP,Ryan Sitton,227,79,12,136
Orange,Precinct 9,Railroad Commissioner,,REP,Ryan Sitton,151,77,6,68
Orange,Precinct 10,Railroad Commissioner,,REP,Ryan Sitton,51,8,4,39
Orange,Precinct 11,Railroad Commissioner,,REP,Ryan Sitton,35,16,4,15
Orange,Precinct 12,Railroad Commissioner,,REP,Ryan Sitton,67,24,6,37
Orange,Precinct 13,Railroad Commissioner,,REP,Ryan Sitton,71,22,9,40
Orange,Precinct 14,Railroad Commissioner,,REP,Ryan Sitton,87,32,11,44
Orange,Precinct 15,Railroad Commissioner,,REP,Ryan Sitton,138,59,11,68
Orange,Precinct 16,Railroad Commissioner,,REP,Ryan Sitton,287,130,16,141
Orange,Precinct 17,Railroad Commissioner,,REP,Ryan Sitton,153,58,10,85
Orange,Precinct 18,Railroad Commissioner,,REP,Ryan Sitton,145,41,5,99
Orange,Precinct 19,Railroad Commissioner,,REP,Ryan Sitton,131,50,3,78
Orange,Precinct 20,Railroad Commissioner,,REP,Ryan Sitton,73,24,6,43
Orange,Precinct 21,Railroad Commissioner,,REP,Ryan Sitton,20,15,0,5
Orange,Precinct 22,Railroad Commissioner,,REP,Ryan Sitton,120,61,7,52
Orange,Precinct 23,Railroad Commissioner,,REP,Ryan Sitton,295,125,10,160
Orange,Precinct 24,Railroad Commissioner,,REP,Ryan Sitton,110,37,6,67
Orange,Precinct 25,Railroad Commissioner,,REP,Ryan Sitton,107,50,4,53
Orange,Precinct 26,Railroad Commissioner,,REP,Ryan Sitton,208,89,10,109
Orange,Precinct 27,Railroad Commissioner,,REP,Ryan Sitton,155,67,5,83
Orange,Precinct 28,Railroad Commissioner,,REP,Ryan Sitton,306,116,17,173
Orange,Precinct 29,Railroad Commissioner,,REP,Ryan Sitton,71,22,3,46
Orange,Precinct 30,Railroad Commissioner,,REP,Ryan Sitton,92,39,13,40
Orange,Precinct 31,Railroad Commissioner,,REP,Ryan Sitton,227,119,13,95
Orange,Precinct 32,Railroad Commissioner,,REP,Ryan Sitton,212,75,11,126
Orange,Precinct 33,Railroad Commissioner,,REP,Ryan Sitton,115,39,5,71
Orange,Precinct 34,Railroad Commissioner,,REP,Ryan Sitton,117,43,8,66
Orange,Precinct 1,Railroad Commissioner,,REP,"James ""Jim"" Wright",53,29,3,21
Orange,Precinct 2,Railroad Commissioner,,REP,"James ""Jim"" Wright",78,36,4,38
Orange,Precinct 3,Railroad Commissioner,,REP,"James ""Jim"" Wright",31,10,4,17
Orange,Precinct 4,Railroad Commissioner,,REP,"James ""Jim"" Wright",0,0,0,0
Orange,Precinct 5,Railroad Commissioner,,REP,"James ""Jim"" Wright",143,48,23,72
Orange,Precinct 6,Railroad Commissioner,,REP,"James ""Jim"" Wright",276,108,17,151
Orange,Precinct 7,Railroad Commissioner,,REP,"James ""Jim"" Wright",219,91,12,116
Orange,Precinct 8,Railroad Commissioner,,REP,"James ""Jim"" Wright",379,160,29,190
Orange,Precinct 9,Railroad Commissioner,,REP,"James ""Jim"" Wright",309,137,26,146
Orange,Precinct 10,Railroad Commissioner,,REP,"James ""Jim"" Wright",129,46,8,75
Orange,Precinct 11,Railroad Commissioner,,REP,"James ""Jim"" Wright",60,34,7,19
Orange,Precinct 12,Railroad Commissioner,,REP,"James ""Jim"" Wright",137,44,14,79
Orange,Precinct 13,Railroad Commissioner,,REP,"James ""Jim"" Wright",144,58,20,66
Orange,Precinct 14,Railroad Commissioner,,REP,"James ""Jim"" Wright",210,67,32,111
Orange,Precinct 15,Railroad Commissioner,,REP,"James ""Jim"" Wright",302,116,20,166
Orange,Precinct 16,Railroad Commissioner,,REP,"James ""Jim"" Wright",374,175,24,175
Orange,Precinct 17,Railroad Commissioner,,REP,"James ""Jim"" Wright",339,148,30,161
Orange,Precinct 18,Railroad Commissioner,,REP,"James ""Jim"" Wright",301,96,23,182
Orange,Precinct 19,Railroad Commissioner,,REP,"James ""Jim"" Wright",218,75,14,129
Orange,Precinct 20,Railroad Commissioner,,REP,"James ""Jim"" Wright",195,57,16,122
Orange,Precinct 21,Railroad Commissioner,,REP,"James ""Jim"" Wright",39,29,4,6
Orange,Precinct 22,Railroad Commissioner,,REP,"James ""Jim"" Wright",195,96,17,82
Orange,Precinct 23,Railroad Commissioner,,REP,"James ""Jim"" Wright",478,177,22,279
Orange,Precinct 24,Railroad Commissioner,,REP,"James ""Jim"" Wright",216,77,27,112
Orange,Precinct 25,Railroad Commissioner,,REP,"James ""Jim"" Wright",256,118,12,126
Orange,Precinct 26,Railroad Commissioner,,REP,"James ""Jim"" Wright",369,164,11,194
Orange,Precinct 27,Railroad Commissioner,,REP,"James ""Jim"" Wright",368,111,19,238
Orange,Precinct 28,Railroad Commissioner,,REP,"James ""Jim"" Wright",583,204,29,350
Orange,Precinct 29,Railroad Commissioner,,REP,"James ""Jim"" Wright",176,59,9,108
Orange,Precinct 30,Railroad Commissioner,,REP,"James ""Jim"" Wright",163,76,15,72
Orange,Precinct 31,Railroad Commissioner,,REP,"James ""Jim"" Wright",386,205,7,174
Orange,Precinct 32,Railroad Commissioner,,REP,"James ""Jim"" Wright",354,101,20,233
Orange,Precinct 33,Railroad Commissioner,,REP,"James ""Jim"" Wright",221,72,14,135
Orange,Precinct 34,Railroad Commissioner,,REP,"James ""Jim"" Wright",246,84,24,138
Orange,Precinct 1,State Representative,21,REP,Dade Phelan,73,39,3,31
Orange,Precinct 2,State Representative,21,REP,Dade Phelan,118,45,7,66
Orange,Precinct 3,State Representative,21,REP,Dade Phelan,41,14,5,22
Orange,Precinct 4,State Representative,21,REP,Dade Phelan,2,1,0,1
Orange,Precinct 5,State Representative,21,REP,Dade Phelan,232,70,38,124
Orange,Precinct 6,State Representative,21,REP,Dade Phelan,438,166,30,242
Orange,Precinct 7,State Representative,21,REP,Dade Phelan,354,148,21,185
Orange,Precinct 8,State Representative,21,REP,Dade Phelan,628,241,47,340
Orange,Precinct 9,State Representative,21,REP,Dade Phelan,458,210,32,216
Orange,Precinct 10,State Representative,21,REP,Dade Phelan,176,49,10,117
Orange,Precinct 11,State Representative,21,REP,Dade Phelan,94,51,9,34
Orange,Precinct 12,State Representative,21,REP,Dade Phelan,215,73,21,121
Orange,Precinct 13,State Representative,21,REP,Dade Phelan,207,75,25,107
Orange,Precinct 14,State Representative,21,REP,Dade Phelan,299,90,44,165
Orange,Precinct 15,State Representative,21,REP,Dade Phelan,449,173,30,246
Orange,Precinct 16,State Representative,21,REP,Dade Phelan,652,285,39,328
Orange,Precinct 17,State Representative,21,REP,Dade Phelan,495,204,37,254
Orange,Precinct 18,State Representative,21,REP,Dade Phelan,459,135,30,294
Orange,Precinct 19,State Representative,21,REP,Dade Phelan,358,122,18,218
Orange,Precinct 20,State Representative,21,REP,Dade Phelan,264,79,22,163
Orange,Precinct 21,State Representative,21,REP,Dade Phelan,58,43,4,11
Orange,Precinct 22,State Representative,21,REP,Dade Phelan,309,145,23,141
Orange,Precinct 23,State Representative,21,REP,Dade Phelan,799,306,35,458
Orange,Precinct 24,State Representative,21,REP,Dade Phelan,330,116,30,184
Orange,Precinct 25,State Representative,21,REP,Dade Phelan,364,162,18,184
Orange,Precinct 26,State Representative,21,REP,Dade Phelan,582,251,22,309
Orange,Precinct 27,State Representative,21,REP,Dade Phelan,533,168,30,335
Orange,Precinct 28,State Representative,21,REP,Dade Phelan,913,325,43,545
Orange,Precinct 29,State Representative,21,REP,Dade Phelan,253,77,13,163
Orange,Precinct 30,State Representative,21,REP,Dade Phelan,255,111,29,115
Orange,Precinct 31,State Representative,21,REP,Dade Phelan,610,317,19,274
Orange,Precinct 32,State Representative,21,REP,Dade Phelan,575,176,31,368
Orange,Precinct 33,State Representative,21,REP,Dade Phelan,335,106,19,210
Orange,Precinct 34,State Representative,21,REP,Dade Phelan,369,122,34,213
Orange,Precinct 1,President,,DEM,Michael Bennet,1,0,0,1
Orange,Precinct 2,President,,DEM,Michael Bennet,3,2,0,1
Orange,Precinct 3,President,,DEM,Michael Bennet,4,4,0,0
Orange,Precinct 4,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 5,President,,DEM,Michael Bennet,2,1,0,1
Orange,Precinct 6,President,,DEM,Michael Bennet,2,2,0,0
Orange,Precinct 7,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 8,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 9,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 10,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 11,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 12,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 13,President,,DEM,Michael Bennet,3,2,0,1
Orange,Precinct 14,President,,DEM,Michael Bennet,1,0,0,1
Orange,Precinct 15,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 16,President,,DEM,Michael Bennet,1,0,0,1
Orange,Precinct 17,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 18,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 19,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 20,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 21,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 22,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 23,President,,DEM,Michael Bennet,1,0,0,1
Orange,Precinct 24,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 25,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 26,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 27,President,,DEM,Michael Bennet,1,0,0,1
Orange,Precinct 28,President,,DEM,Michael Bennet,1,0,1,0
Orange,Precinct 29,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 30,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 31,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 32,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 33,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 34,President,,DEM,Michael Bennet,0,0,0,0
Orange,Precinct 1,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 2,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 3,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 4,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 5,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 6,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 7,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 8,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 9,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 10,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 11,President,,DEM,John K. Delaney,1,1,0,0
Orange,Precinct 12,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 13,President,,DEM,John K. Delaney,0,0,0,0
Orange,Precinct 14,President,,DEM,John K. Delaney,2,1,1,0
