county,precinct,office,district,candidate,party,election_day,mail,early_voting,votes
Ward,4W,U.S. House,23,Under Votes,DEM,0,0,0,0
Ward,4W,U.S. House,23,Over Votes,DEM,0,0,0,0
Ward,4W,U.S. House,23,Non-Certified Write-ins,DEM,0,0,0,0
Ward,1E,President,,Donald J. Trump,REP,45,4,103,152
Ward,1E,President,,Uncommitted,REP,10,0,5,15
Ward,1E,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,2,1,4,7
Ward,1E,President,,Joe Walsh,REP,3,0,2,5
Ward,1E,President,,Bill Weld,REP,0,0,1,1
Ward,1E,President,,Matthew John Matern,REP,0,0,0,0
Ward,1E,President,,Zoltan G. Istvan,REP,0,0,0,0
Ward,1E,President,,Bob Ely,REP,0,0,0,0
Ward,1E,President,,Under Votes,REP,1,2,7,10
Ward,1E,President,,Over Votes,REP,0,0,0,0
Ward,1E,President,,Non-Certified Write-ins,REP,0,0,0,0
Ward,1E,U.S. Senate,,John Cornyn,REP,22,3,60,85
Ward,1E,U.S. Senate,,John Anthony Castro,REP,15,1,16,32
Ward,1E,U.S. Senate,,Dwayne Stovall,REP,9,0,16,25
Ward,1E,U.S. Senate,,Mark Yancey,REP,6,1,6,13
Ward,1E,U.S. Senate,,Virgil Bierschwale,REP,1,0,0,1
Ward,1E,U.S. Senate,,Under Votes,REP,8,2,24,34
Ward,1E,U.S. Senate,,Over Votes,REP,0,0,0,0
Ward,1E,U.S. Senate,,Non-Certified Write-ins,REP,0,0,0,0
Ward,1E,U.S. House,23,Tony Gonzales,REP,18,2,24,44
Ward,1E,U.S. House,23,Jeff McFarlin,REP,9,1,26,36
Ward,1E,U.S. House,23,Raul Reyes,REP,9,1,20,30
Ward,1E,U.S. House,23,Ben Van Winkle,REP,3,0,7,10
Ward,1E,U.S. House,23,Alma Arredondo-Lynch,REP,2,1,6,9
Ward,1E,U.S. House,23,Sharon Breckenridge Thomas,REP,5,0,3,8
Ward,1E,U.S. House,23,Darwin Boedeker,REP,0,0,6,6
Ward,1E,U.S. House,23,Alia Ureste,REP,4,0,0,4
Ward,1E,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,2,0,1,3
Ward,1E,U.S. House,23,Under Votes,REP,9,2,29,40
Ward,1E,U.S. House,23,Over Votes,REP,0,0,0,0
Ward,1E,U.S. House,23,Non-Certified Write-ins,REP,0,0,0,0
Ward,1E,Railroad Commissioner,,"James ""Jim"" Wright",REP,30,2,53,85
Ward,1E,Railroad Commissioner,,Ryan Sitton,REP,20,3,37,60
Ward,1E,Railroad Commissioner,,Under Votes,REP,11,2,32,45
Ward,1E,Railroad Commissioner,,Over Votes,REP,0,0,0,0
Ward,1E,Railroad Commissioner,,Non-Certified Write-ins,REP,0,0,0,0
Ward,1E,State Senate,28,Charles Perry,REP,48,5,85,138
Ward,1E,State Senate,28,Under Votes,REP,13,2,37,52
Ward,1E,State Senate,28,Over Votes,REP,0,0,0,0
Ward,1E,State Senate,28,Non-Certified Write-ins,REP,0,0,0,0
Ward,1E,State Representative,81,Brooks Landgraf,REP,49,5,94,148
Ward,1E,State Representative,81,Under Votes,REP,12,2,28,42
Ward,1E,State Representative,81,Over Votes,REP,0,0,0,0
Ward,1E,State Representative,81,Non-Certified Write-ins,REP,0,0,0,0
Ward,1W,President,,Donald J. Trump,REP,17,0,6,23
Ward,1W,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,2,0,0,2
Ward,1W,President,,Uncommitted,REP,1,0,0,1
Ward,1W,President,,Joe Walsh,REP,0,0,0,0
Ward,1W,President,,Bill Weld,REP,0,0,0,0
Ward,1W,President,,Matthew John Matern,REP,0,0,0,0
Ward,1W,President,,Zoltan G. Istvan,REP,0,0,0,0
Ward,1W,President,,Bob Ely,REP,0,0,0,0
Ward,1W,President,,Under Votes,REP,0,0,0,0
Ward,1W,President,,Over Votes,REP,0,0,0,0
Ward,1W,President,,Non-Certified Write-ins,REP,0,0,0,0
Ward,1W,U.S. Senate,,John Cornyn,REP,12,0,3,15
Ward,1W,U.S. Senate,,John Anthony Castro,REP,4,0,0,4
Ward,1W,U.S. Senate,,Dwayne Stovall,REP,1,0,0,1
Ward,1W,U.S. Senate,,Mark Yancey,REP,1,0,0,1
Ward,1W,U.S. Senate,,Virgil Bierschwale,REP,0,0,1,1
Ward,1W,U.S. Senate,,Under Votes,REP,2,0,2,4
Ward,1W,U.S. Senate,,Over Votes,REP,0,0,0,0
Ward,1W,U.S. Senate,,Non-Certified Write-ins,REP,0,0,0,0
Ward,1W,U.S. House,23,Tony Gonzales,REP,8,0,0,8
Ward,1W,U.S. House,23,Alma Arredondo-Lynch,REP,3,0,1,4
Ward,1W,U.S. House,23,Alia Ureste,REP,3,0,0,3
Ward,1W,U.S. House,23,Sharon Breckenridge Thomas,REP,2,0,1,3
Ward,1W,U.S. House,23,Raul Reyes,REP,0,0,2,2
Ward,1W,U.S. House,23,Jeff McFarlin,REP,1,0,1,2
Ward,1W,U.S. House,23,Ben Van Winkle,REP,1,0,0,1
Ward,1W,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,1,0,0,1
Ward,1W,U.S. House,23,Darwin Boedeker,REP,0,0,0,0
Ward,1W,U.S. House,23,Under Votes,REP,1,0,1,2
Ward,1W,U.S. House,23,Over Votes,REP,0,0,0,0
Ward,1W,U.S. House,23,Non-Certified Write-ins,REP,0,0,0,0
Ward,1W,Railroad Commissioner,,"James ""Jim"" Wright",REP,13,0,3,16
Ward,1W,Railroad Commissioner,,Ryan Sitton,REP,5,0,1,6
Ward,1W,Railroad Commissioner,,Under Votes,REP,2,0,2,4
Ward,1W,Railroad Commissioner,,Over Votes,REP,0,0,0,0
Ward,1W,Railroad Commissioner,,Non-Certified Write-ins,REP,0,0,0,0
Ward,1W,State Senate,28,Charles Perry,REP,17,0,3,20
Ward,1W,State Senate,28,Under Votes,REP,3,0,3,6
Ward,1W,State Senate,28,Over Votes,REP,0,0,0,0
Ward,1W,State Senate,28,Non-Certified Write-ins,REP,0,0,0,0
Ward,1W,State Representative,81,Brooks Landgraf,REP,17,0,3,20
Ward,1W,State Representative,81,Under Votes,REP,3,0,3,6
Ward,1W,State Representative,81,Over Votes,REP,0,0,0,0
Ward,1W,State Representative,81,Non-Certified Write-ins,REP,0,0,0,0
Ward,2,President,,Donald J. Trump,REP,200,10,288,498
Ward,2,President,,Uncommitted,REP,11,1,14,26
Ward,2,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,3,0,3,6
Ward,2,President,,Joe Walsh,REP,1,0,2,3
Ward,2,President,,Bob Ely,REP,2,0,0,2
Ward,2,President,,Bill Weld,REP,0,0,0,0
Ward,2,President,,Matthew John Matern,REP,0,0,0,0
Ward,2,President,,Zoltan G. Istvan,REP,0,0,0,0
Ward,2,President,,Under Votes,REP,2,0,8,10
Ward,2,President,,Over Votes,REP,1,0,0,1
Ward,2,President,,Non-Certified Write-ins,REP,0,0,0,0
Ward,2,U.S. Senate,,John Cornyn,REP,121,10,200,331
Ward,2,U.S. Senate,,Dwayne Stovall,REP,31,1,38,70
Ward,2,U.S. Senate,,John Anthony Castro,REP,28,0,29,57
Ward,2,U.S. Senate,,Mark Yancey,REP,12,0,12,24
Ward,2,U.S. Senate,,Virgil Bierschwale,REP,3,0,1,4
Ward,2,U.S. Senate,,Under Votes,REP,25,0,35,60
Ward,2,U.S. Senate,,Over Votes,REP,0,0,0,0
Ward,2,U.S. Senate,,Non-Certified Write-ins,REP,0,0,0,0
Ward,2,U.S. House,23,Tony Gonzales,REP,76,4,116,196
Ward,2,U.S. House,23,Raul Reyes,REP,35,1,48,84
Ward,2,U.S. House,23,Jeff McFarlin,REP,27,2,47,76
Ward,2,U.S. House,23,Alia Ureste,REP,8,0,17,25
Ward,2,U.S. House,23,Ben Van Winkle,REP,14,1,10,25
Ward,2,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,7,1,9,17
Ward,2,U.S. House,23,Sharon Breckenridge Thomas,REP,8,0,9,17
Ward,2,U.S. House,23,Alma Arredondo-Lynch,REP,7,1,4,12
Ward,2,U.S. House,23,Darwin Boedeker,REP,3,0,5,8
Ward,2,U.S. House,23,Under Votes,REP,34,1,50,85
Ward,2,U.S. House,23,Over Votes,REP,1,0,0,1
Ward,2,U.S. House,23,Non-Certified Write-ins,REP,0,0,0,0
Ward,2,Railroad Commissioner,,"James ""Jim"" Wright",REP,99,8,140,247
Ward,2,Railroad Commissioner,,Ryan Sitton,REP,73,2,108,183
Ward,2,Railroad Commissioner,,Under Votes,REP,48,1,67,116
Ward,2,Railroad Commissioner,,Over Votes,REP,0,0,0,0
Ward,2,Railroad Commissioner,,Non-Certified Write-ins,REP,0,0,0,0
Ward,2,State Senate,28,Charles Perry,REP,165,9,231,405
Ward,2,State Senate,28,Under Votes,REP,55,2,84,141
Ward,2,State Senate,28,Over Votes,REP,0,0,0,0
Ward,2,State Senate,28,Non-Certified Write-ins,REP,0,0,0,0
Ward,2,State Representative,81,Brooks Landgraf,REP,190,11,278,479
Ward,2,State Representative,81,Under Votes,REP,30,0,37,67
Ward,2,State Representative,81,Over Votes,REP,0,0,0,0
Ward,2,State Representative,81,Non-Certified Write-ins,REP,0,0,0,0
Ward,3N,President,,Donald J. Trump,REP,133,2,199,334
Ward,3N,President,,Uncommitted,REP,8,0,9,17
Ward,3N,President,,Joe Walsh,REP,0,0,3,3
Ward,3N,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,2,2
Ward,3N,President,,Matthew John Matern,REP,0,0,1,1
Ward,3N,President,,Bill Weld,REP,0,0,0,0
Ward,3N,President,,Zoltan G. Istvan,REP,0,0,0,0
Ward,3N,President,,Bob Ely,REP,0,0,0,0
Ward,3N,President,,Under Votes,REP,1,0,3,4
Ward,3N,President,,Over Votes,REP,0,0,0,0
Ward,3N,President,,Non-Certified Write-ins,REP,0,0,0,0
Ward,3N,U.S. Senate,,John Cornyn,REP,70,1,136,207
Ward,3N,U.S. Senate,,Dwayne Stovall,REP,14,0,33,47
Ward,3N,U.S. Senate,,John Anthony Castro,REP,18,1,18,37
Ward,3N,U.S. Senate,,Mark Yancey,REP,21,0,11,32
Ward,3N,U.S. Senate,,Virgil Bierschwale,REP,8,0,0,8
Ward,3N,U.S. Senate,,Under Votes,REP,11,0,19,30
Ward,3N,U.S. Senate,,Over Votes,REP,0,0,0,0
Ward,3N,U.S. Senate,,Non-Certified Write-ins,REP,0,0,0,0
Ward,3N,U.S. House,23,Tony Gonzales,REP,31,2,72,105
Ward,3N,U.S. House,23,Jeff McFarlin,REP,31,0,28,59
Ward,3N,U.S. House,23,Raul Reyes,REP,17,0,29,46
Ward,3N,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,8,0,14,22
Ward,3N,U.S. House,23,Alia Ureste,REP,7,0,11,18
Ward,3N,U.S. House,23,Alma Arredondo-Lynch,REP,8,0,10,18
Ward,3N,U.S. House,23,Darwin Boedeker,REP,7,0,8,15
Ward,3N,U.S. House,23,Ben Van Winkle,REP,12,0,3,15
Ward,3N,U.S. House,23,Sharon Breckenridge Thomas,REP,6,0,9,15
Ward,3N,U.S. House,23,Under Votes,REP,15,0,33,48
Ward,3N,U.S. House,23,Over Votes,REP,0,0,0,0
Ward,3N,U.S. House,23,Non-Certified Write-ins,REP,0,0,0,0
Ward,3N,Railroad Commissioner,,"James ""Jim"" Wright",REP,72,2,100,174
Ward,3N,Railroad Commissioner,,Ryan Sitton,REP,50,0,74,124
Ward,3N,Railroad Commissioner,,Under Votes,REP,20,0,43,63
Ward,3N,Railroad Commissioner,,Over Votes,REP,0,0,0,0
Ward,3N,Railroad Commissioner,,Non-Certified Write-ins,REP,0,0,0,0
Ward,3N,State Senate,28,Charles Perry,REP,120,2,179,301
Ward,3N,State Senate,28,Under Votes,REP,22,0,38,60
Ward,3N,State Senate,28,Over Votes,REP,0,0,0,0
Ward,3N,State Senate,28,Non-Certified Write-ins,REP,0,0,0,0
Ward,3N,State Representative,81,Brooks Landgraf,REP,126,2,192,320
Ward,3N,State Representative,81,Under Votes,REP,16,0,25,41
Ward,3N,State Representative,81,Over Votes,REP,0,0,0,0
Ward,3N,State Representative,81,Non-Certified Write-ins,REP,0,0,0,0
Ward,3S,President,,Donald J. Trump,REP,52,0,14,66
Ward,3S,President,,Uncommitted,REP,6,0,0,6
Ward,3S,President,,Joe Walsh,REP,1,0,0,1
Ward,3S,President,,Bill Weld,REP,1,0,0,1
Ward,3S,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Ward,3S,President,,Matthew John Matern,REP,0,0,0,0
Ward,3S,President,,Zoltan G. Istvan,REP,0,0,0,0
Ward,3S,President,,Bob Ely,REP,0,0,0,0
Ward,3S,President,,Under Votes,REP,3,0,0,3
Ward,3S,President,,Over Votes,REP,0,0,0,0
Ward,3S,President,,Non-Certified Write-ins,REP,0,0,0,0
Ward,3S,U.S. Senate,,John Cornyn,REP,37,0,10,47
Ward,3S,U.S. Senate,,Dwayne Stovall,REP,8,0,2,10
Ward,3S,U.S. Senate,,Mark Yancey,REP,5,0,2,7
Ward,3S,U.S. Senate,,John Anthony Castro,REP,4,0,0,4
Ward,3S,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Ward,3S,U.S. Senate,,Under Votes,REP,9,0,0,9
Ward,3S,U.S. Senate,,Over Votes,REP,0,0,0,0
Ward,3S,U.S. Senate,,Non-Certified Write-ins,REP,0,0,0,0
Ward,3S,U.S. House,23,Jeff McFarlin,REP,16,0,1,17
Ward,3S,U.S. House,23,Tony Gonzales,REP,10,0,6,16
Ward,3S,U.S. House,23,Raul Reyes,REP,12,0,2,14
Ward,3S,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,3,0,2,5
Ward,3S,U.S. House,23,Alma Arredondo-Lynch,REP,3,0,0,3
Ward,3S,U.S. House,23,Darwin Boedeker,REP,3,0,0,3
Ward,3S,U.S. House,23,Ben Van Winkle,REP,2,0,1,3
Ward,3S,U.S. House,23,Alia Ureste,REP,1,0,1,2
Ward,3S,U.S. House,23,Sharon Breckenridge Thomas,REP,0,0,1,1
Ward,3S,U.S. House,23,Under Votes,REP,13,0,0,13
Ward,3S,U.S. House,23,Over Votes,REP,0,0,0,0
Ward,3S,U.S. House,23,Non-Certified Write-ins,REP,0,0,0,0
Ward,3S,Railroad Commissioner,,Ryan Sitton,REP,24,0,9,33
Ward,3S,Railroad Commissioner,,"James ""Jim"" Wright",REP,25,0,4,29
Ward,3S,Railroad Commissioner,,Under Votes,REP,14,0,1,15
Ward,3S,Railroad Commissioner,,Over Votes,REP,0,0,0,0
Ward,3S,Railroad Commissioner,,Non-Certified Write-ins,REP,0,0,0,0
Ward,3S,State Senate,28,Charles Perry,REP,42,0,14,56
Ward,3S,State Senate,28,Under Votes,REP,21,0,0,21
Ward,3S,State Senate,28,Over Votes,REP,0,0,0,0
Ward,3S,State Senate,28,Non-Certified Write-ins,REP,0,0,0,0
Ward,3S,State Representative,81,Brooks Landgraf,REP,49,0,13,62
Ward,3S,State Representative,81,Under Votes,REP,14,0,1,15
Ward,3S,State Representative,81,Over Votes,REP,0,0,0,0
Ward,3S,State Representative,81,Non-Certified Write-ins,REP,0,0,0,0
Ward,4E,President,,Donald J. Trump,REP,84,9,95,188
Ward,4E,President,,Uncommitted,REP,5,1,12,18
Ward,4E,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,3,0,1,4
Ward,4E,President,,Bill Weld,REP,0,0,1,1
Ward,4E,President,,Bob Ely,REP,1,0,0,1
Ward,4E,President,,Joe Walsh,REP,0,0,0,0
Ward,4E,President,,Matthew John Matern,REP,0,0,0,0
Ward,4E,President,,Zoltan G. Istvan,REP,0,0,0,0
Ward,4E,President,,Under Votes,REP,1,0,4,5
Ward,4E,President,,Over Votes,REP,0,0,0,0
Ward,4E,President,,Non-Certified Write-ins,REP,0,0,0,0
Ward,4E,U.S. Senate,,John Cornyn,REP,47,9,73,129
Ward,4E,U.S. Senate,,John Anthony Castro,REP,12,0,14,26
Ward,4E,U.S. Senate,,Dwayne Stovall,REP,12,0,8,20
Ward,4E,U.S. Senate,,Mark Yancey,REP,7,0,5,12
Ward,4E,U.S. Senate,,Virgil Bierschwale,REP,4,0,4,8
Ward,4E,U.S. Senate,,Under Votes,REP,12,1,9,22
Ward,4E,U.S. Senate,,Over Votes,REP,0,0,0,0
Ward,4E,U.S. Senate,,Non-Certified Write-ins,REP,0,0,0,0
Ward,4E,U.S. House,23,Tony Gonzales,REP,27,1,27,55
Ward,4E,U.S. House,23,Jeff McFarlin,REP,20,1,14,35
Ward,4E,U.S. House,23,Raul Reyes,REP,6,2,22,30
Ward,4E,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,10,1,8,19
Ward,4E,U.S. House,23,Sharon Breckenridge Thomas,REP,6,2,7,15
Ward,4E,U.S. House,23,Ben Van Winkle,REP,6,1,5,12
Ward,4E,U.S. House,23,Alia Ureste,REP,2,0,7,9
Ward,4E,U.S. House,23,Darwin Boedeker,REP,8,0,1,9
Ward,4E,U.S. House,23,Alma Arredondo-Lynch,REP,1,0,6,7
Ward,4E,U.S. House,23,Under Votes,REP,8,2,16,26
Ward,4E,U.S. House,23,Over Votes,REP,0,0,0,0
Ward,4E,U.S. House,23,Non-Certified Write-ins,REP,0,0,0,0
Ward,4E,Railroad Commissioner,,Ryan Sitton,REP,55,6,58,119
Ward,4E,Railroad Commissioner,,"James ""Jim"" Wright",REP,27,2,36,65
Ward,4E,Railroad Commissioner,,Under Votes,REP,12,2,19,33
Ward,4E,Railroad Commissioner,,Over Votes,REP,0,0,0,0
Ward,4E,Railroad Commissioner,,Non-Certified Write-ins,REP,0,0,0,0
Ward,4E,State Senate,28,Charles Perry,REP,70,8,85,163
Ward,4E,State Senate,28,Under Votes,REP,24,2,28,54
Ward,4E,State Senate,28,Over Votes,REP,0,0,0,0
Ward,4E,State Senate,28,Non-Certified Write-ins,REP,0,0,0,0
Ward,4E,State Representative,81,Brooks Landgraf,REP,78,9,92,179
Ward,4E,State Representative,81,Under Votes,REP,16,1,21,38
Ward,4E,State Representative,81,Over Votes,REP,0,0,0,0
Ward,4E,State Representative,81,Non-Certified Write-ins,REP,0,0,0,0
Ward,4W,President,,Donald J. Trump,REP,22,0,6,28
Ward,4W,President,,Bill Weld,REP,0,0,2,2
Ward,4W,President,,Joe Walsh,REP,1,0,0,1
Ward,4W,President,,Uncommitted,REP,1,0,0,1
Ward,4W,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Ward,4W,President,,Matthew John Matern,REP,0,0,0,0
Ward,4W,President,,Zoltan G. Istvan,REP,0,0,0,0
Ward,4W,President,,Bob Ely,REP,0,0,0,0
Ward,4W,President,,Under Votes,REP,0,0,0,0
Ward,4W,President,,Over Votes,REP,0,0,0,0
Ward,4W,President,,Non-Certified Write-ins,REP,0,0,0,0
Ward,4W,U.S. Senate,,John Cornyn,REP,9,0,5,14
Ward,4W,U.S. Senate,,John Anthony Castro,REP,2,0,3,5
Ward,4W,U.S. Senate,,Dwayne Stovall,REP,4,0,0,4
Ward,4W,U.S. Senate,,Mark Yancey,REP,3,0,0,3
Ward,4W,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Ward,4W,U.S. Senate,,Under Votes,REP,6,0,0,6
Ward,4W,U.S. Senate,,Over Votes,REP,0,0,0,0
Ward,4W,U.S. Senate,,Non-Certified Write-ins,REP,0,0,0,0
Ward,4W,U.S. House,23,Tony Gonzales,REP,4,0,3,7
Ward,4W,U.S. House,23,Jeff McFarlin,REP,5,0,1,6
Ward,4W,U.S. House,23,Raul Reyes,REP,3,0,2,5
Ward,4W,U.S. House,23,Ben Van Winkle,REP,2,0,0,2
Ward,4W,U.S. House,23,Alma Arredondo-Lynch,REP,1,0,0,1
Ward,4W,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,1,0,0,1
Ward,4W,U.S. House,23,Alia Ureste,REP,0,0,0,0
Ward,4W,U.S. House,23,Darwin Boedeker,REP,0,0,0,0
Ward,4W,U.S. House,23,Sharon Breckenridge Thomas,REP,0,0,0,0
Ward,4W,U.S. House,23,Under Votes,REP,8,0,2,10
Ward,4W,U.S. House,23,Over Votes,REP,0,0,0,0
Ward,4W,U.S. House,23,Non-Certified Write-ins,REP,0,0,0,0
Ward,4W,Railroad Commissioner,,"James ""Jim"" Wright",REP,10,0,5,15
Ward,4W,Railroad Commissioner,,Ryan Sitton,REP,10,0,1,11
Ward,4W,Railroad Commissioner,,Under Votes,REP,4,0,2,6
Ward,4W,Railroad Commissioner,,Over Votes,REP,0,0,0,0
Ward,4W,Railroad Commissioner,,Non-Certified Write-ins,REP,0,0,0,0
Ward,4W,State Senate,28,Charles Perry,REP,14,0,4,18
Ward,4W,State Senate,28,Under Votes,REP,10,0,4,14
Ward,4W,State Senate,28,Over Votes,REP,0,0,0,0
Ward,4W,State Senate,28,Non-Certified Write-ins,REP,0,0,0,0
Ward,4W,State Representative,81,Brooks Landgraf,REP,17,0,5,22
Ward,4W,State Representative,81,Under Votes,REP,7,0,3,10
Ward,4W,State Representative,81,Over Votes,REP,0,0,0,0
Ward,4W,State Representative,81,Non-Certified Write-ins,REP,0,0,0,0
Ward,4M,President,,Donald J. Trump,REP,40,0,11,51
Ward,4M,President,,Matthew John Matern,REP,1,0,0,1
Ward,4M,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Ward,4M,President,,Joe Walsh,REP,0,0,0,0
Ward,4M,President,,Bill Weld,REP,0,0,0,0
Ward,4M,President,,Zoltan G. Istvan,REP,0,0,0,0
Ward,4M,President,,Bob Ely,REP,0,0,0,0
Ward,4M,President,,Uncommitted,REP,0,0,0,0
Ward,4M,President,,Under Votes,REP,2,0,3,5
Ward,4M,President,,Over Votes,REP,0,0,0,0
Ward,4M,President,,Non-Certified Write-ins,REP,0,0,0,0
Ward,4M,U.S. Senate,,John Cornyn,REP,24,0,6,30
Ward,4M,U.S. Senate,,Dwayne Stovall,REP,4,0,2,6
Ward,4M,U.S. Senate,,John Anthony Castro,REP,5,0,1,6
Ward,4M,U.S. Senate,,Mark Yancey,REP,3,0,1,4
Ward,4M,U.S. Senate,,Virgil Bierschwale,REP,2,0,0,2
Ward,4M,U.S. Senate,,Under Votes,REP,5,0,4,9
Ward,4M,U.S. Senate,,Over Votes,REP,0,0,0,0
Ward,4M,U.S. Senate,,Non-Certified Write-ins,REP,0,0,0,0
Ward,4M,U.S. House,23,Tony Gonzales,REP,15,0,5,20
Ward,4M,U.S. House,23,Raul Reyes,REP,6,0,2,8
Ward,4M,U.S. House,23,Ben Van Winkle,REP,5,0,0,5
Ward,4M,U.S. House,23,Jeff McFarlin,REP,4,0,1,5
Ward,4M,U.S. House,23,"Cecil B. ""Burt"" Jones",REP,4,0,1,5
Ward,4M,U.S. House,23,Alia Ureste,REP,3,0,0,3
Ward,4M,U.S. House,23,Darwin Boedeker,REP,1,0,0,1
Ward,4M,U.S. House,23,Sharon Breckenridge Thomas,REP,0,0,1,1
Ward,4M,U.S. House,23,Alma Arredondo-Lynch,REP,0,0,0,0
Ward,4M,U.S. House,23,Under Votes,REP,5,0,4,9
Ward,4M,U.S. House,23,Over Votes,REP,0,0,0,0
Ward,4M,U.S. House,23,Non-Certified Write-ins,REP,0,0,0,0
Ward,4M,Railroad Commissioner,,"James ""Jim"" Wright",REP,24,0,6,30
Ward,4M,Railroad Commissioner,,Ryan Sitton,REP,12,0,2,14
Ward,4M,Railroad Commissioner,,Under Votes,REP,7,0,6,13
Ward,4M,Railroad Commissioner,,Over Votes,REP,0,0,0,0
Ward,4M,Railroad Commissioner,,Non-Certified Write-ins,REP,0,0,0,0
Ward,4M,State Senate,28,Charles Perry,REP,35,0,8,43
Ward,4M,State Senate,28,Under Votes,REP,8,0,6,14
Ward,4M,State Senate,28,Over Votes,REP,0,0,0,0
Ward,4M,State Senate,28,Non-Certified Write-ins,REP,0,0,0,0
Ward,4M,State Representative,81,Brooks Landgraf,REP,43,0,10,53
Ward,4M,State Representative,81,Under Votes,REP,0,0,4,4
Ward,4M,State Representative,81,Over Votes,REP,0,0,0,0
Ward,4M,State Representative,81,Non-Certified Write-ins,REP,0,0,0,0
