county,precinct,office,district,party,candidate,votes,absentee,early_voting,early_voting_paper,early_voting_machine,election_day,election_day_paper,election_day_machine
Lavaca,32,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,153,7,45,26,19,101,46,55
Lavaca,1,"Justice, Supreme Court, Pl 7",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Justice, Supreme Court, Pl 7",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Justice, Supreme Court, Pl 7",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Justice, Supreme Court, Pl 7",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Justice, Supreme Court, Pl 7",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Justice, Supreme Court, Pl 7",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Justice, Supreme Court, Pl 7",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Justice, Supreme Court, Pl 7",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Justice, Supreme Court, Pl 7",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Justice, Supreme Court, Pl 7",,REP,UNDER VOTES,201,4,104,46,58,93,28,65
Lavaca,8,"Justice, Supreme Court, Pl 7",,REP,UNDER VOTES,54,3,18,11,7,33,9,24
Lavaca,16,"Justice, Supreme Court, Pl 7",,REP,UNDER VOTES,48,2,13,5,8,33,14,19
Lavaca,19,"Justice, Supreme Court, Pl 7",,REP,UNDER VOTES,43,0,24,14,10,19,5,14
Lavaca,23,"Justice, Supreme Court, Pl 7",,REP,UNDER VOTES,87,6,14,6,8,67,19,48
Lavaca,29,"Justice, Supreme Court, Pl 7",,REP,UNDER VOTES,214,16,39,21,18,159,58,101
Lavaca,30,"Justice, Supreme Court, Pl 7",,REP,UNDER VOTES,54,6,7,2,5,41,19,22
Lavaca,31,"Justice, Supreme Court, Pl 7",,REP,UNDER VOTES,76,7,36,20,16,33,20,13
Lavaca,32,"Justice, Supreme Court, Pl 7",,REP,UNDER VOTES,45,5,10,5,5,30,16,14
Lavaca,1,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,747,44,384,202,182,319,139,180
Lavaca,8,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,207,8,66,44,22,133,53,80
Lavaca,16,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,159,10,56,30,26,93,40,53
Lavaca,19,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,208,17,119,75,44,72,34,38
Lavaca,23,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,265,19,56,35,21,190,61,129
Lavaca,29,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,734,56,149,80,69,529,191,338
Lavaca,30,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,348,34,57,27,30,257,114,143
Lavaca,31,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,387,28,188,100,88,171,106,65
Lavaca,32,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,153,7,45,26,19,101,46,55
Lavaca,1,"Justice, Supreme Court, Pl 8",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Justice, Supreme Court, Pl 8",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Justice, Supreme Court, Pl 8",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Justice, Supreme Court, Pl 8",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Justice, Supreme Court, Pl 8",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Justice, Supreme Court, Pl 8",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Justice, Supreme Court, Pl 8",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Justice, Supreme Court, Pl 8",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Justice, Supreme Court, Pl 8",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Justice, Supreme Court, Pl 8",,REP,UNDER VOTES,209,4,108,49,59,97,28,69
Lavaca,8,"Justice, Supreme Court, Pl 8",,REP,UNDER VOTES,55,3,19,12,7,33,9,24
Lavaca,16,"Justice, Supreme Court, Pl 8",,REP,UNDER VOTES,49,2,12,4,8,35,15,20
Lavaca,19,"Justice, Supreme Court, Pl 8",,REP,UNDER VOTES,46,0,25,15,10,21,6,15
Lavaca,23,"Justice, Supreme Court, Pl 8",,REP,UNDER VOTES,91,5,13,5,8,73,22,51
Lavaca,29,"Justice, Supreme Court, Pl 8",,REP,UNDER VOTES,218,16,41,21,20,161,60,101
Lavaca,30,"Justice, Supreme Court, Pl 8",,REP,UNDER VOTES,56,7,6,2,4,43,17,26
Lavaca,31,"Justice, Supreme Court, Pl 8",,REP,UNDER VOTES,83,8,38,22,16,37,22,15
Lavaca,32,"Justice, Supreme Court, Pl 8",,REP,UNDER VOTES,45,5,10,5,5,30,16,14
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Gina Parker,413,26,209,109,100,178,84,94
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Gina Parker,126,4,49,31,18,73,33,40
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Gina Parker,81,6,28,12,16,47,23,24
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Gina Parker,120,6,71,46,25,43,23,20
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Gina Parker,158,9,24,13,11,125,40,85
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Gina Parker,401,21,89,49,40,291,116,175
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Gina Parker,206,20,37,22,15,149,76,73
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Gina Parker,226,19,109,59,50,98,65,33
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Gina Parker,84,2,25,19,6,57,28,29
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Bert Richardson,348,14,193,91,102,141,52,89
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Bert Richardson,90,5,20,12,8,65,19,46
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Bert Richardson,83,4,30,18,12,49,16,33
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Bert Richardson,101,11,55,35,20,35,14,21
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Bert Richardson,109,6,31,20,11,72,26,46
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Bert Richardson,350,36,69,33,36,245,82,163
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Bert Richardson,156,18,23,6,17,115,42,73
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Bert Richardson,168,14,82,39,43,72,38,34
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 3",,REP,Bert Richardson,79,6,21,6,15,52,20,32
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 3",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 3",,REP,UNDER VOTES,195,8,90,51,39,97,31,66
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 3",,REP,UNDER VOTES,46,2,16,13,3,28,10,18
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 3",,REP,UNDER VOTES,44,2,10,4,6,32,16,16
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 3",,REP,UNDER VOTES,33,0,18,9,9,15,3,12
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 3",,REP,UNDER VOTES,89,9,14,7,7,66,17,49
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 3",,REP,UNDER VOTES,201,15,32,19,13,154,53,101
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 3",,REP,UNDER VOTES,42,3,3,1,2,36,13,23
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 3",,REP,UNDER VOTES,76,3,35,24,11,38,25,13
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 3",,REP,UNDER VOTES,35,4,9,6,3,22,14,8
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 4",,REP,Kevin Patrick Yeary,743,44,381,205,176,318,136,182
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 4",,REP,Kevin Patrick Yeary,202,6,65,42,23,131,53,78
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 4",,REP,Kevin Patrick Yeary,158,10,56,30,26,92,42,50
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 4",,REP,Kevin Patrick Yeary,209,17,119,75,44,73,35,38
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 4",,REP,Kevin Patrick Yeary,262,15,55,35,20,192,63,129
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 4",,REP,Kevin Patrick Yeary,733,55,152,82,70,526,192,334
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 4",,REP,Kevin Patrick Yeary,347,35,55,26,29,257,113,144
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 4",,REP,Kevin Patrick Yeary,387,29,186,99,87,172,107,65
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 4",,REP,Kevin Patrick Yeary,154,7,45,25,20,102,47,55
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 4",,REP,UNDER VOTES,213,4,111,46,65,98,31,67
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 4",,REP,UNDER VOTES,60,5,20,14,6,35,9,26
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 4",,REP,UNDER VOTES,50,2,12,4,8,36,13,23
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 4",,REP,UNDER VOTES,45,0,25,15,10,20,5,15
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 4",,REP,UNDER VOTES,94,9,14,5,9,71,20,51
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 4",,REP,UNDER VOTES,219,17,38,19,19,164,59,105
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 4",,REP,UNDER VOTES,57,6,8,3,5,43,18,25
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 4",,REP,UNDER VOTES,83,7,40,23,17,36,21,15
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 4",,REP,UNDER VOTES,44,5,10,6,4,29,15,14
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 9",,REP,David Newell,736,44,377,201,176,315,135,180
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 9",,REP,David Newell,204,7,65,43,22,132,53,79
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 9",,REP,David Newell,158,10,56,30,26,92,41,51
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 9",,REP,David Newell,208,17,118,74,44,73,35,38
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 9",,REP,David Newell,260,16,55,35,20,189,63,126
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 9",,REP,David Newell,728,55,150,81,69,523,191,332
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 9",,REP,David Newell,347,35,55,26,29,257,113,144
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 9",,REP,David Newell,389,29,188,101,87,172,107,65
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 9",,REP,David Newell,154,7,45,25,20,102,48,54
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 9",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 9",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 9",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 9",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 9",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 9",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 9",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 9",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 9",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Judge, Ct of Criminal Appeals, Pl 9",,REP,UNDER VOTES,220,4,115,50,65,101,32,69
Lavaca,8,"Judge, Ct of Criminal Appeals, Pl 9",,REP,UNDER VOTES,58,4,20,13,7,34,9,25
Lavaca,16,"Judge, Ct of Criminal Appeals, Pl 9",,REP,UNDER VOTES,50,2,12,4,8,36,14,22
Lavaca,19,"Judge, Ct of Criminal Appeals, Pl 9",,REP,UNDER VOTES,46,0,26,16,10,20,5,15
Lavaca,23,"Judge, Ct of Criminal Appeals, Pl 9",,REP,UNDER VOTES,96,8,14,5,9,74,20,54
Lavaca,29,"Judge, Ct of Criminal Appeals, Pl 9",,REP,UNDER VOTES,224,17,40,20,20,167,60,107
Lavaca,30,"Judge, Ct of Criminal Appeals, Pl 9",,REP,UNDER VOTES,57,6,8,3,5,43,18,25
Lavaca,31,"Judge, Ct of Criminal Appeals, Pl 9",,REP,UNDER VOTES,81,7,38,21,17,36,21,15
Lavaca,32,"Judge, Ct of Criminal Appeals, Pl 9",,REP,UNDER VOTES,44,5,10,6,4,29,14,15
Lavaca,1,State Senate,18,REP,Lois W. Kolkhorst,810,46,415,218,197,349,149,200
Lavaca,8,State Senate,18,REP,Lois W. Kolkhorst,221,9,70,48,22,142,54,88
Lavaca,16,State Senate,18,REP,Lois W. Kolkhorst,173,12,62,33,29,99,45,54
Lavaca,19,State Senate,18,REP,Lois W. Kolkhorst,213,17,119,74,45,77,35,42
Lavaca,23,State Senate,18,REP,Lois W. Kolkhorst,293,23,57,35,22,213,71,142
Lavaca,29,State Senate,18,REP,Lois W. Kolkhorst,779,58,163,87,76,558,198,360
Lavaca,30,State Senate,18,REP,Lois W. Kolkhorst,364,36,56,26,30,272,118,154
Lavaca,31,State Senate,18,REP,Lois W. Kolkhorst,417,31,204,106,98,182,110,72
Lavaca,32,State Senate,18,REP,Lois W. Kolkhorst,164,7,46,26,20,111,51,60
Lavaca,1,State Senate,18,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,State Senate,18,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,State Senate,18,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,State Senate,18,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,State Senate,18,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,State Senate,18,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,State Senate,18,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,State Senate,18,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,State Senate,18,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,State Senate,18,REP,UNDER VOTES,146,2,77,33,44,67,18,49
Lavaca,8,State Senate,18,REP,UNDER VOTES,41,2,15,8,7,24,8,16
Lavaca,16,State Senate,18,REP,UNDER VOTES,35,0,6,1,5,29,10,19
Lavaca,19,State Senate,18,REP,UNDER VOTES,41,0,25,16,9,16,5,11
Lavaca,23,State Senate,18,REP,UNDER VOTES,63,1,12,5,7,50,12,38
Lavaca,29,State Senate,18,REP,UNDER VOTES,173,14,27,14,13,132,53,79
Lavaca,30,State Senate,18,REP,UNDER VOTES,40,5,7,3,4,28,13,15
Lavaca,31,State Senate,18,REP,UNDER VOTES,53,5,22,16,6,26,18,8
Lavaca,32,State Senate,18,REP,UNDER VOTES,34,5,9,5,4,20,11,9
Lavaca,1,State Representative,13,REP,Ben Leman,784,46,406,213,193,332,140,192
Lavaca,8,State Representative,13,REP,Ben Leman,213,9,69,47,22,135,53,82
Lavaca,16,State Representative,13,REP,Ben Leman,167,12,60,32,28,95,43,52
Lavaca,19,State Representative,13,REP,Ben Leman,213,17,120,75,45,76,35,41
Lavaca,23,State Representative,13,REP,Ben Leman,283,21,59,35,24,203,67,136
Lavaca,29,State Representative,13,REP,Ben Leman,760,59,159,87,72,542,195,347
Lavaca,30,State Representative,13,REP,Ben Leman,357,35,56,27,29,266,114,152
Lavaca,31,State Representative,13,REP,Ben Leman,405,31,198,105,93,176,106,70
Lavaca,32,State Representative,13,REP,Ben Leman,160,7,45,25,20,108,51,57
Lavaca,1,State Representative,13,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,State Representative,13,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,State Representative,13,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,State Representative,13,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,State Representative,13,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,State Representative,13,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,State Representative,13,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,State Representative,13,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,State Representative,13,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,State Representative,13,REP,UNDER VOTES,172,2,86,38,48,84,27,57
Lavaca,8,State Representative,13,REP,UNDER VOTES,49,2,16,9,7,31,9,22
Lavaca,16,State Representative,13,REP,UNDER VOTES,41,0,8,2,6,33,12,21
Lavaca,19,State Representative,13,REP,UNDER VOTES,41,0,24,15,9,17,5,12
Lavaca,23,State Representative,13,REP,UNDER VOTES,73,3,10,5,5,60,16,44
Lavaca,29,State Representative,13,REP,UNDER VOTES,192,13,31,14,17,148,56,92
Lavaca,30,State Representative,13,REP,UNDER VOTES,47,6,7,2,5,34,17,17
Lavaca,31,State Representative,13,REP,UNDER VOTES,65,5,28,17,11,32,22,10
Lavaca,32,State Representative,13,REP,UNDER VOTES,38,5,10,6,4,23,11,12
Lavaca,1,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,713,43,362,196,166,308,132,176
Lavaca,8,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,195,6,62,42,20,127,53,74
Lavaca,16,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,153,9,53,29,24,91,40,51
Lavaca,19,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,204,16,118,75,43,70,32,38
Lavaca,23,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,256,17,53,35,18,186,62,124
Lavaca,29,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,713,54,149,82,67,510,185,325
Lavaca,30,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,340,33,54,26,28,253,111,142
Lavaca,31,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,380,27,183,97,86,170,105,65
Lavaca,32,"Justice, 13th Ct of App Dist, Pl 4",,REP,Jaime Tijerina,147,7,44,25,19,96,44,52
Lavaca,1,"Justice, 13th Ct of App Dist, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Justice, 13th Ct of App Dist, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Justice, 13th Ct of App Dist, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Justice, 13th Ct of App Dist, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Justice, 13th Ct of App Dist, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Justice, 13th Ct of App Dist, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Justice, 13th Ct of App Dist, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Justice, 13th Ct of App Dist, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Justice, 13th Ct of App Dist, Pl 4",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Justice, 13th Ct of App Dist, Pl 4",,REP,UNDER VOTES,243,5,130,55,75,108,35,73
Lavaca,8,"Justice, 13th Ct of App Dist, Pl 4",,REP,UNDER VOTES,67,5,23,14,9,39,9,30
Lavaca,16,"Justice, 13th Ct of App Dist, Pl 4",,REP,UNDER VOTES,55,3,15,5,10,37,15,22
Lavaca,19,"Justice, 13th Ct of App Dist, Pl 4",,REP,UNDER VOTES,50,1,26,15,11,23,8,15
Lavaca,23,"Justice, 13th Ct of App Dist, Pl 4",,REP,UNDER VOTES,100,7,16,5,11,77,21,56
Lavaca,29,"Justice, 13th Ct of App Dist, Pl 4",,REP,UNDER VOTES,239,18,41,19,22,180,66,114
Lavaca,30,"Justice, 13th Ct of App Dist, Pl 4",,REP,UNDER VOTES,64,8,9,3,6,47,20,27
Lavaca,31,"Justice, 13th Ct of App Dist, Pl 4",,REP,UNDER VOTES,90,9,43,25,18,38,23,15
Lavaca,32,"Justice, 13th Ct of App Dist, Pl 4",,REP,UNDER VOTES,51,5,11,6,5,35,18,17
Lavaca,1,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,722,43,367,199,168,312,133,179
Lavaca,8,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,197,6,65,43,22,126,53,73
Lavaca,16,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,153,9,53,29,24,91,40,51
Lavaca,19,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,208,17,118,74,44,73,34,39
Lavaca,23,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,256,17,54,35,19,185,62,123
Lavaca,29,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,721,56,151,82,69,514,184,330
Lavaca,30,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,342,33,55,26,29,254,112,142
Lavaca,31,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,383,27,185,98,87,171,105,66
Lavaca,32,"Justice, 13th Ct of App Dist, Pl 6",,REP,Clarissa Silva,147,7,44,25,19,96,43,53
Lavaca,1,"Justice, 13th Ct of App Dist, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,"Justice, 13th Ct of App Dist, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,"Justice, 13th Ct of App Dist, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,"Justice, 13th Ct of App Dist, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,"Justice, 13th Ct of App Dist, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,"Justice, 13th Ct of App Dist, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,"Justice, 13th Ct of App Dist, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,"Justice, 13th Ct of App Dist, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,"Justice, 13th Ct of App Dist, Pl 6",,REP,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,"Justice, 13th Ct of App Dist, Pl 6",,REP,UNDER VOTES,234,5,125,52,73,104,34,70
Lavaca,8,"Justice, 13th Ct of App Dist, Pl 6",,REP,UNDER VOTES,65,5,20,13,7,40,9,31
Lavaca,16,"Justice, 13th Ct of App Dist, Pl 6",,REP,UNDER VOTES,55,3,15,5,10,37,15,22
Lavaca,19,"Justice, 13th Ct of App Dist, Pl 6",,REP,UNDER VOTES,46,0,26,16,10,20,6,14
Lavaca,23,"Justice, 13th Ct of App Dist, Pl 6",,REP,UNDER VOTES,100,7,15,5,10,78,21,57
Lavaca,29,"Justice, 13th Ct of App Dist, Pl 6",,REP,UNDER VOTES,231,16,39,19,20,176,67,109
Lavaca,30,"Justice, 13th Ct of App Dist, Pl 6",,REP,UNDER VOTES,62,8,8,3,5,46,19,27
Lavaca,31,"Justice, 13th Ct of App Dist, Pl 6",,REP,UNDER VOTES,87,9,41,24,17,37,23,14
Lavaca,32,"Justice, 13th Ct of App Dist, Pl 6",,REP,UNDER VOTES,51,5,11,6,5,35,19,16
Lavaca,1,"District Judge, 25th Judicial Dist",,REP,Bill Old,492,24,250,123,127,218,83,135
Lavaca,8,"District Judge, 25th Judicial Dist",,REP,Bill Old,142,4,47,28,19,91,28,63
Lavaca,16,"District Judge, 25th Judicial Dist",,REP,Bill Old,112,5,39,21,18,68,30,38
Lavaca,19,"District Judge, 25th Judicial Dist",,REP,Bill Old,126,5,79,50,29,42,15,27
Lavaca,23,"District Judge, 25th Judicial Dist",,REP,Bill Old,202,12,32,17,15,158,45,113
Lavaca,29,"District Judge, 25th Judicial Dist",,REP,Bill Old,612,47,122,63,59,443,142,301
Lavaca,30,"District Judge, 25th Judicial Dist",,REP,Bill Old,219,23,35,14,21,161,63,98
Lavaca,31,"District Judge, 25th Judicial Dist",,REP,Bill Old,253,23,118,61,57,112,64,48
