county,precinct,office,district,party,candidate,votes,absentee,early_voting,early_voting_paper,early_voting_machine,election_day,election_day_paper,election_day_machine
Lavaca,16,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Lavaca,30,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Lavaca,32,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Lavaca,8,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,Michael Bennet,2,1,0,0,0,1,0,1
Lavaca,30,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,Michael Bennet,2,0,1,0,1,1,0,1
Lavaca,32,President,,DEM,Michael Bennet,1,1,0,0,0,0,0,0
Lavaca,1,President,,DEM,Joseph R. Biden,43,5,11,5,6,27,12,15
Lavaca,8,President,,DEM,Joseph R. Biden,13,1,0,0,0,12,3,9
Lavaca,16,President,,DEM,Joseph R. Biden,16,1,1,0,1,14,10,4
Lavaca,19,President,,DEM,Joseph R. Biden,17,4,7,2,5,6,2,4
Lavaca,23,President,,DEM,Joseph R. Biden,18,5,2,1,1,11,4,7
Lavaca,29,President,,DEM,Joseph R. Biden,46,8,5,1,4,33,8,25
Lavaca,30,President,,DEM,Joseph R. Biden,38,6,4,0,4,28,11,17
Lavaca,31,President,,DEM,Joseph R. Biden,27,5,7,1,6,15,7,8
Lavaca,32,President,,DEM,Joseph R. Biden,16,2,1,1,0,13,3,10
Lavaca,1,President,,DEM,Michael R. Bloomberg,22,5,4,3,1,13,4,9
Lavaca,8,President,,DEM,Michael R. Bloomberg,4,1,0,0,0,3,1,2
Lavaca,16,President,,DEM,Michael R. Bloomberg,6,2,2,1,1,2,1,1
Lavaca,19,President,,DEM,Michael R. Bloomberg,4,2,1,1,0,1,0,1
Lavaca,23,President,,DEM,Michael R. Bloomberg,14,10,1,0,1,3,2,1
Lavaca,29,President,,DEM,Michael R. Bloomberg,22,10,2,0,2,10,3,7
Lavaca,30,President,,DEM,Michael R. Bloomberg,6,5,0,0,0,1,0,1
Lavaca,31,President,,DEM,Michael R. Bloomberg,18,4,9,4,5,5,2,3
Lavaca,32,President,,DEM,Michael R. Bloomberg,1,0,0,0,0,1,1,0
Lavaca,1,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Lavaca,8,President,,DEM,John K. Delaney,1,0,1,0,1,0,0,0
Lavaca,16,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,John K. Delaney,2,1,1,1,0,0,0,0
Lavaca,30,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Lavaca,32,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Tom Steyer,2,0,1,0,1,1,0,1
Lavaca,8,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,Tom Steyer,1,0,0,0,0,1,0,1
Lavaca,19,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,Tom Steyer,1,0,0,0,0,1,0,1
Lavaca,29,President,,DEM,Tom Steyer,2,0,1,1,0,1,0,1
Lavaca,30,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,Tom Steyer,2,0,0,0,0,2,1,1
Lavaca,32,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Cory Booker,2,0,2,1,1,0,0,0
Lavaca,8,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Lavaca,30,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,Cory Booker,1,0,1,1,0,0,0,0
Lavaca,32,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Lavaca,8,President,,DEM,Julian Castro,1,1,0,0,0,0,0,0
Lavaca,16,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,Julian Castro,1,0,1,0,1,0,0,0
Lavaca,30,President,,DEM,Julian Castro,1,0,0,0,0,1,1,0
Lavaca,31,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Lavaca,32,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Lavaca,8,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Lavaca,30,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Lavaca,32,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,President,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,President,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,President,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,President,,DEM,OVER VOTES,1,0,0,0,0,1,0,1
Lavaca,32,President,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,President,,DEM,UNDER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,President,,DEM,UNDER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,President,,DEM,UNDER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,President,,DEM,UNDER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,President,,DEM,UNDER VOTES,1,1,0,0,0,0,0,0
Lavaca,29,President,,DEM,UNDER VOTES,3,2,0,0,0,1,0,1
Lavaca,30,President,,DEM,UNDER VOTES,2,0,0,0,0,2,0,2
Lavaca,31,President,,DEM,UNDER VOTES,1,0,1,0,1,0,0,0
Lavaca,32,President,,DEM,UNDER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,U.S. Senate,,DEM,Sema Hernandez,10,1,6,3,3,3,2,1
Lavaca,8,U.S. Senate,,DEM,Sema Hernandez,2,0,1,0,1,1,1,0
Lavaca,16,U.S. Senate,,DEM,Sema Hernandez,1,0,0,0,0,1,1,0
Lavaca,19,U.S. Senate,,DEM,Sema Hernandez,4,0,2,1,1,2,1,1
Lavaca,23,U.S. Senate,,DEM,Sema Hernandez,2,0,0,0,0,2,0,2
Lavaca,29,U.S. Senate,,DEM,Sema Hernandez,11,1,1,0,1,9,7,2
Lavaca,30,U.S. Senate,,DEM,Sema Hernandez,4,1,1,0,1,2,2,0
Lavaca,31,U.S. Senate,,DEM,Sema Hernandez,5,0,1,1,0,4,2,2
Lavaca,32,U.S. Senate,,DEM,Sema Hernandez,1,0,0,0,0,1,0,1
Lavaca,1,U.S. Senate,,DEM,D. R. Hunter,8,1,4,1,3,3,1,2
Lavaca,8,U.S. Senate,,DEM,D. R. Hunter,3,0,0,0,0,3,1,2
Lavaca,16,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0,0,0,0,0
Lavaca,19,U.S. Senate,,DEM,D. R. Hunter,3,0,1,0,1,2,1,1
Lavaca,23,U.S. Senate,,DEM,D. R. Hunter,3,1,0,0,0,2,2,0
Lavaca,29,U.S. Senate,,DEM,D. R. Hunter,7,0,3,1,2,4,0,4
Lavaca,30,U.S. Senate,,DEM,D. R. Hunter,3,1,0,0,0,2,1,1
Lavaca,31,U.S. Senate,,DEM,D. R. Hunter,4,2,2,0,2,0,0,0
Lavaca,32,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0,0,0,0,0
Lavaca,1,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,10,0,4,3,1,6,1,5
Lavaca,8,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,0,1,0,1,1,0,1
Lavaca,16,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,0,0,0,0,2,2,0
Lavaca,19,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,4,0,2,1,1,2,2,0
Lavaca,23,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,1,1,1,0,0,0,0
Lavaca,29,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,9,0,2,0,2,7,0,7
Lavaca,30,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,7,1,0,0,0,6,4,2
Lavaca,31,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,8,2,2,0,2,4,1,3
Lavaca,32,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,4,1,1,1,0,2,1,1
Lavaca,1,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",4,1,0,0,0,3,1,2
Lavaca,8,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",2,0,0,0,0,2,0,2
Lavaca,16,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,0,0,0,0,1,0,1
Lavaca,19,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,0,1,1,0,0,0,0
Lavaca,23,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",3,3,0,0,0,0,0,0
Lavaca,29,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",4,3,0,0,0,1,1,0
Lavaca,30,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,0,0,0,0,1,0,1
Lavaca,31,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",3,1,1,0,1,1,0,1
Lavaca,32,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,0,0,0,0,1,0,1
Lavaca,1,U.S. Senate,,DEM,Royce West,12,1,4,2,2,7,5,2
Lavaca,8,U.S. Senate,,DEM,Royce West,0,0,0,0,0,0,0,0
Lavaca,16,U.S. Senate,,DEM,Royce West,1,0,0,0,0,1,0,1
Lavaca,19,U.S. Senate,,DEM,Royce West,2,0,1,0,1,1,1,0
Lavaca,23,U.S. Senate,,DEM,Royce West,2,0,1,1,0,1,1,0
Lavaca,29,U.S. Senate,,DEM,Royce West,3,0,0,0,0,3,0,3
Lavaca,30,U.S. Senate,,DEM,Royce West,8,2,4,2,2,2,0,2
Lavaca,31,U.S. Senate,,DEM,Royce West,1,0,1,1,0,0,0,0
Lavaca,32,U.S. Senate,,DEM,Royce West,0,0,0,0,0,0,0,0
Lavaca,1,U.S. Senate,,DEM,Victor Hugo Harris,4,1,1,1,0,2,1,1
Lavaca,8,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Lavaca,16,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Lavaca,19,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Lavaca,23,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Lavaca,29,U.S. Senate,,DEM,Victor Hugo Harris,2,0,1,1,0,1,0,1
Lavaca,30,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Lavaca,31,U.S. Senate,,DEM,Victor Hugo Harris,2,0,1,1,0,1,1,0
Lavaca,32,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Lavaca,1,U.S. Senate,,DEM,Chris Bell,18,3,5,3,2,10,5,5
Lavaca,8,U.S. Senate,,DEM,Chris Bell,3,1,0,0,0,2,1,1
Lavaca,16,U.S. Senate,,DEM,Chris Bell,5,0,0,0,0,5,4,1
Lavaca,19,U.S. Senate,,DEM,Chris Bell,2,2,0,0,0,0,0,0
Lavaca,23,U.S. Senate,,DEM,Chris Bell,7,4,1,1,0,2,1,1
Lavaca,29,U.S. Senate,,DEM,Chris Bell,15,9,1,0,1,5,1,4
Lavaca,30,U.S. Senate,,DEM,Chris Bell,11,1,1,0,1,9,2,7
Lavaca,31,U.S. Senate,,DEM,Chris Bell,9,1,3,0,3,5,2,3
Lavaca,32,U.S. Senate,,DEM,Chris Bell,3,1,0,0,0,2,0,2
Lavaca,1,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",7,0,2,1,1,5,1,4
Lavaca,8,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",2,0,1,0,1,1,1,0
Lavaca,16,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",1,0,1,1,0,0,0,0
Lavaca,19,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",3,2,0,0,0,1,0,1
Lavaca,23,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",3,1,0,0,0,2,1,1
Lavaca,29,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",6,1,0,0,0,5,4,1
Lavaca,30,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",7,0,1,0,1,6,3,3
Lavaca,31,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",3,1,1,0,1,1,1,0
Lavaca,32,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",1,0,0,0,0,1,0,1
Lavaca,1,U.S. Senate,,DEM,Amanda K. Edwards,9,1,4,1,3,4,1,3
Lavaca,8,U.S. Senate,,DEM,Amanda K. Edwards,2,0,0,0,0,2,0,2
Lavaca,16,U.S. Senate,,DEM,Amanda K. Edwards,2,1,0,0,0,1,0,1
Lavaca,19,U.S. Senate,,DEM,Amanda K. Edwards,2,0,1,1,0,1,0,1
Lavaca,23,U.S. Senate,,DEM,Amanda K. Edwards,3,1,0,0,0,2,0,2
Lavaca,29,U.S. Senate,,DEM,Amanda K. Edwards,6,2,2,0,2,2,0,2
Lavaca,30,U.S. Senate,,DEM,Amanda K. Edwards,2,0,0,0,0,2,2,0
Lavaca,31,U.S. Senate,,DEM,Amanda K. Edwards,5,1,0,0,0,4,2,2
Lavaca,32,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0,0,0,0,0
Lavaca,1,U.S. Senate,,DEM,Mary (MJ) Hegar,30,8,11,4,7,11,5,6
Lavaca,8,U.S. Senate,,DEM,Mary (MJ) Hegar,17,4,5,2,3,8,1,7
Lavaca,16,U.S. Senate,,DEM,Mary (MJ) Hegar,12,2,4,2,2,6,3,3
Lavaca,19,U.S. Senate,,DEM,Mary (MJ) Hegar,9,3,5,2,3,1,0,1
Lavaca,23,U.S. Senate,,DEM,Mary (MJ) Hegar,17,5,1,0,1,11,3,8
Lavaca,29,U.S. Senate,,DEM,Mary (MJ) Hegar,37,13,4,1,3,20,4,16
Lavaca,30,U.S. Senate,,DEM,Mary (MJ) Hegar,13,5,2,0,2,6,1,5
Lavaca,31,U.S. Senate,,DEM,Mary (MJ) Hegar,23,3,13,3,10,7,4,3
Lavaca,32,U.S. Senate,,DEM,Mary (MJ) Hegar,3,1,0,0,0,2,2,0
Lavaca,1,U.S. Senate,,DEM,Michael Cooper,1,0,0,0,0,1,0,1
Lavaca,8,U.S. Senate,,DEM,Michael Cooper,0,0,0,0,0,0,0,0
Lavaca,16,U.S. Senate,,DEM,Michael Cooper,1,0,0,0,0,1,1,0
Lavaca,19,U.S. Senate,,DEM,Michael Cooper,2,0,2,2,0,0,0,0
Lavaca,23,U.S. Senate,,DEM,Michael Cooper,2,1,1,0,1,0,0,0
Lavaca,29,U.S. Senate,,DEM,Michael Cooper,7,3,1,1,0,3,0,3
Lavaca,30,U.S. Senate,,DEM,Michael Cooper,6,1,1,0,1,4,0,4
Lavaca,31,U.S. Senate,,DEM,Michael Cooper,2,0,1,1,0,1,0,1
Lavaca,32,U.S. Senate,,DEM,Michael Cooper,2,0,0,0,0,2,0,2
Lavaca,1,U.S. Senate,,DEM,Adrian Ocegueda,3,0,1,0,1,2,1,1
Lavaca,8,U.S. Senate,,DEM,Adrian Ocegueda,1,1,0,0,0,0,0,0
Lavaca,16,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0,0,0,0
Lavaca,19,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0,0,0,0
Lavaca,23,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0,0,0,0
Lavaca,29,U.S. Senate,,DEM,Adrian Ocegueda,1,0,0,0,0,1,0,1
Lavaca,30,U.S. Senate,,DEM,Adrian Ocegueda,2,0,0,0,0,2,0,2
Lavaca,31,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0,0,0,0
Lavaca,32,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0,0,0,0
Lavaca,1,U.S. Senate,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,U.S. Senate,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,U.S. Senate,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,U.S. Senate,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,U.S. Senate,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,U.S. Senate,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,U.S. Senate,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,U.S. Senate,,DEM,OVER VOTES,1,0,0,0,0,1,0,1
Lavaca,32,U.S. Senate,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,U.S. Senate,,DEM,UNDER VOTES,11,2,1,0,1,8,3,5
Lavaca,8,U.S. Senate,,DEM,UNDER VOTES,1,0,0,0,0,1,1,0
Lavaca,16,U.S. Senate,,DEM,UNDER VOTES,2,0,0,0,0,2,1,1
Lavaca,19,U.S. Senate,,DEM,UNDER VOTES,4,1,2,1,1,1,1,0
Lavaca,23,U.S. Senate,,DEM,UNDER VOTES,5,2,0,0,0,3,0,3
Lavaca,29,U.S. Senate,,DEM,UNDER VOTES,19,4,1,1,0,14,7,7
Lavaca,30,U.S. Senate,,DEM,UNDER VOTES,6,0,1,1,0,5,2,3
Lavaca,31,U.S. Senate,,DEM,UNDER VOTES,7,3,1,0,1,3,0,3
Lavaca,32,U.S. Senate,,DEM,UNDER VOTES,7,2,0,0,0,5,1,4
Lavaca,1,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",49,8,21,11,10,20,9,11
Lavaca,8,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",15,3,5,1,4,7,3,4
Lavaca,16,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",9,1,0,0,0,8,7,1
Lavaca,19,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",13,2,5,3,2,6,4,2
Lavaca,23,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",19,5,3,1,2,11,4,7
Lavaca,29,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",38,5,9,2,7,24,8,16
Lavaca,30,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",29,7,4,1,3,18,11,7
Lavaca,31,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",30,6,11,2,9,13,6,7
Lavaca,32,U.S. House,27,DEM,"Ricardo ""Rick"" De La Fuente",6,2,0,0,0,4,3,1
Lavaca,1,U.S. House,27,DEM,Charlie Jackson,59,11,17,6,11,31,15,16
Lavaca,8,U.S. House,27,DEM,Charlie Jackson,17,3,2,1,1,12,2,10
Lavaca,16,U.S. House,27,DEM,Charlie Jackson,13,0,4,2,2,9,3,6
Lavaca,19,U.S. House,27,DEM,Charlie Jackson,15,3,9,5,4,3,1,2
Lavaca,23,U.S. House,27,DEM,Charlie Jackson,23,12,2,2,0,9,4,5
Lavaca,29,U.S. House,27,DEM,Charlie Jackson,64,25,6,2,4,33,7,26
Lavaca,30,U.S. House,27,DEM,Charlie Jackson,31,5,5,0,5,21,2,19
Lavaca,31,U.S. House,27,DEM,Charlie Jackson,25,6,7,1,6,12,6,6
Lavaca,32,U.S. House,27,DEM,Charlie Jackson,8,1,1,1,0,6,0,6
Lavaca,1,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,32,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,U.S. House,27,DEM,UNDER VOTES,19,0,5,2,3,14,3,11
Lavaca,8,U.S. House,27,DEM,UNDER VOTES,3,0,1,0,1,2,1,1
Lavaca,16,U.S. House,27,DEM,UNDER VOTES,6,2,1,1,0,3,2,1
Lavaca,19,U.S. House,27,DEM,UNDER VOTES,8,3,3,1,2,2,1,1
Lavaca,23,U.S. House,27,DEM,UNDER VOTES,7,2,0,0,0,5,0,5
Lavaca,29,U.S. House,27,DEM,UNDER VOTES,25,6,1,1,0,18,9,9
Lavaca,30,U.S. House,27,DEM,UNDER VOTES,10,0,2,2,0,8,4,4
Lavaca,31,U.S. House,27,DEM,UNDER VOTES,18,2,9,4,5,7,1,6
Lavaca,32,U.S. House,27,DEM,UNDER VOTES,8,2,0,0,0,6,1,5
Lavaca,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",34,6,11,7,4,17,8,9
Lavaca,8,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",2,0,0,0,0,2,1,1
Lavaca,16,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",3,0,1,1,0,2,2,0
Lavaca,19,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",3,0,0,0,0,3,1,2
Lavaca,23,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",5,1,2,0,2,2,1,1
Lavaca,29,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",17,3,2,2,0,12,2,10
Lavaca,30,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",18,3,4,1,3,11,4,7
Lavaca,31,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",14,4,4,1,3,6,3,3
Lavaca,32,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",2,1,0,0,0,1,0,1
Lavaca,1,Railroad Commissioner,,DEM,Mark Watson,32,4,9,4,5,19,11,8
Lavaca,8,Railroad Commissioner,,DEM,Mark Watson,8,2,0,0,0,6,1,5
Lavaca,16,Railroad Commissioner,,DEM,Mark Watson,6,0,1,0,1,5,2,3
Lavaca,19,Railroad Commissioner,,DEM,Mark Watson,12,3,8,5,3,1,1,0
Lavaca,23,Railroad Commissioner,,DEM,Mark Watson,15,10,1,1,0,4,1,3
Lavaca,29,Railroad Commissioner,,DEM,Mark Watson,40,19,2,0,2,19,6,13
Lavaca,30,Railroad Commissioner,,DEM,Mark Watson,18,3,2,0,2,13,2,11
Lavaca,31,Railroad Commissioner,,DEM,Mark Watson,16,2,6,3,3,8,1,7
Lavaca,32,Railroad Commissioner,,DEM,Mark Watson,8,2,0,0,0,6,1,5
Lavaca,1,Railroad Commissioner,,DEM,Kelly Stone,32,7,12,4,8,13,2,11
Lavaca,8,Railroad Commissioner,,DEM,Kelly Stone,8,1,3,1,2,4,1,3
Lavaca,16,Railroad Commissioner,,DEM,Kelly Stone,11,1,2,1,1,8,6,2
Lavaca,19,Railroad Commissioner,,DEM,Kelly Stone,7,0,4,2,2,3,1,2
Lavaca,23,Railroad Commissioner,,DEM,Kelly Stone,12,1,2,2,0,9,4,5
Lavaca,29,Railroad Commissioner,,DEM,Kelly Stone,19,3,4,2,2,12,3,9
Lavaca,30,Railroad Commissioner,,DEM,Kelly Stone,11,3,2,0,2,6,0,6
Lavaca,31,Railroad Commissioner,,DEM,Kelly Stone,14,4,5,1,4,5,3,2
Lavaca,32,Railroad Commissioner,,DEM,Kelly Stone,0,0,0,0,0,0,0,0
Lavaca,1,Railroad Commissioner,,DEM,Chrysta Castaneda,15,2,8,2,6,5,2,3
Lavaca,8,Railroad Commissioner,,DEM,Chrysta Castaneda,15,3,5,1,4,7,2,5
Lavaca,16,Railroad Commissioner,,DEM,Chrysta Castaneda,2,0,0,0,0,2,1,1
Lavaca,19,Railroad Commissioner,,DEM,Chrysta Castaneda,8,1,4,2,2,3,2,1
Lavaca,23,Railroad Commissioner,,DEM,Chrysta Castaneda,10,5,0,0,0,5,2,3
Lavaca,29,Railroad Commissioner,,DEM,Chrysta Castaneda,27,7,6,0,6,14,3,11
Lavaca,30,Railroad Commissioner,,DEM,Chrysta Castaneda,15,2,1,0,1,12,8,4
Lavaca,31,Railroad Commissioner,,DEM,Chrysta Castaneda,13,2,4,0,4,7,5,2
Lavaca,32,Railroad Commissioner,,DEM,Chrysta Castaneda,4,0,1,1,0,3,2,1
Lavaca,1,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,8,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,16,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,19,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,23,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,29,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,30,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,31,Railroad Commissioner,,DEM,OVER VOTES,1,0,0,0,0,1,0,1
Lavaca,32,Railroad Commissioner,,DEM,OVER VOTES,0,0,0,0,0,0,0,0
Lavaca,1,Railroad Commissioner,,DEM,UNDER VOTES,14,0,3,2,1,11,4,7
Lavaca,8,Railroad Commissioner,,DEM,UNDER VOTES,2,0,0,0,0,2,1,1
Lavaca,16,Railroad Commissioner,,DEM,UNDER VOTES,6,2,1,1,0,3,1,2
