county,precinct,office,district,party,candidate,votes,mail,early_voting_paper,early_voting_ivo,election_day_paper,election_day_ivo,early_voting,election_day
Hill,PCT 19,President,,REP,Uncommitted,3,0,0,2,0,1,2,1
Hill,PCT 19,U.S. Senate,,REP,John Anthony Castro,6,0,1,0,3,2,1,5
Hill,PCT 19,U.S. Senate,,REP,Mark Yancey,9,0,0,1,1,7,1,8
Hill,PCT 19,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Hill,PCT 19,U.S. Senate,,REP,Dwayne Stovall,17,0,3,2,6,6,5,12
Hill,PCT 19,U.S. Senate,,REP,John Cornyn,61,0,6,8,21,26,14,47
Hill,PCT 19,U.S. House,,REP,Roger Williams,79,0,10,10,23,36,20,59
Hill,PCT 19,U.S. House,,REP,Keith Neuendorff,13,0,0,1,7,5,1,12
Hill,PCT 19,Railroad Commissioner,,REP,Ryan Sitton,36,0,7,3,9,17,10,26
Hill,PCT 19,Railroad Commissioner,,REP,"James ""Jim"" Wright",51,0,3,7,20,21,10,41
Hill,PCT 19,"Chief Justice, Supreme Court",,REP,Nathan Hecht,83,0,8,10,25,40,18,65
Hill,PCT 19,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,81,0,8,9,26,38,17,64
Hill,PCT 19,"Justice, Supreme Court, P7",,REP,Jeff Boyd,80,0,8,9,25,38,17,63
Hill,PCT 19,"Justice, Supreme Court, P8",,REP,Brett Busby,79,0,8,9,24,38,17,62
Hill,PCT 19,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,39,0,6,6,12,15,12,27
Hill,PCT 19,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,50,0,4,4,18,24,8,42
Hill,PCT 19,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,81,0,8,9,25,39,17,64
Hill,PCT 19,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,79,0,7,9,25,38,16,63
Hill,PCT 19,"Member, State BoE Dist 14",,REP,Maria Y. Berry,36,0,7,1,8,20,8,28
Hill,PCT 19,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,52,0,3,9,22,18,12,40
Hill,PCT 19,State Senate,,REP,Brian Birdwell,83,0,8,10,25,40,18,65
Hill,PCT 19,State Representative,,REP,Cody Harris,83,0,7,10,26,40,17,66
Hill,PCT 19,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,82,0,8,9,25,40,17,65
Hill,PCT 19,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,79,0,8,8,25,38,16,63
Hill,PCT 19,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,81,0,8,9,25,39,17,64
Hill,PCT 19,County Attorney,,REP,R. David Holmes,83,0,8,10,26,39,18,65
Hill,PCT 19,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,83,0,8,9,26,40,17,66
Hill,PCT 19,Sheriff,,REP,Rodney B. Watson,54,0,7,8,13,26,15,39
Hill,PCT 19,Sheriff,,REP,Armando Castro,10,0,2,0,4,4,2,8
Hill,PCT 19,Sheriff,,REP,Coy E. West Jr.,17,0,0,2,4,11,2,15
Hill,PCT 19,Sheriff,,REP,David Niederhaus,18,0,1,2,10,5,3,15
Hill,PCT 19,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,84,0,8,10,24,42,18,66
Hill,PCT 19,"Constable, Precinct No. 4",,REP,Kevin Cordell,87,0,8,10,27,42,18,69
Hill,PCT 19,County Chair,,REP,Will Orr,79,0,7,9,24,39,16,63
Hill,PCT 19,Proposition 1 REP,,REP,Yes,90,0,8,12,27,43,20,70
Hill,PCT 19,Proposition 1 REP,,REP,No,12,0,2,1,5,4,3,9
Hill,PCT 19,Proposition 2 REP,,REP,Yes,89,0,9,11,28,41,20,69
Hill,PCT 19,Proposition 2 REP,,REP,No,12,0,0,2,4,6,2,10
Hill,PCT 19,Proposition 3 REP,,REP,Yes,97,0,10,12,31,44,22,75
Hill,PCT 19,Proposition 3 REP,,REP,No,4,0,0,1,1,2,1,3
Hill,PCT 19,Proposition 4 REP,,REP,Yes,98,0,10,12,32,44,22,76
Hill,PCT 19,Proposition 4 REP,,REP,No,3,0,0,1,0,2,1,2
Hill,PCT 19,Proposition 5 REP,,REP,Yes,92,0,10,11,29,42,21,71
Hill,PCT 19,Proposition 5 REP,,REP,No,7,0,0,1,2,4,1,6
Hill,PCT 19,Proposition 6 REP,,REP,Yes,95,0,10,11,32,42,21,74
Hill,PCT 19,Proposition 6 REP,,REP,No,5,0,0,2,0,3,2,3
Hill,PCT 19,Proposition 7 REP,,REP,Yes,98,0,10,13,31,44,23,75
Hill,PCT 19,Proposition 7 REP,,REP,No,1,0,0,0,0,1,0,1
Hill,PCT 19,Proposition 8 REP,,REP,Yes,99,0,10,13,32,44,23,76
Hill,PCT 19,Proposition 8 REP,,REP,No,2,0,0,0,0,2,0,2
Hill,PCT 19,Proposition 9 REP,,REP,Yes,96,0,9,13,30,44,22,74
Hill,PCT 19,Proposition 9 REP,,REP,No,6,0,1,0,2,3,1,5
Hill,PCT 19,Proposition 10 REP,,REP,Yes,96,0,10,11,30,45,21,75
Hill,PCT 19,Proposition 10 REP,,REP,No,5,0,0,2,2,1,2,3
Hill,PCT 20,Ballots Cast,,REP,,296,0,23,35,161,77,58,238
Hill,PCT 20,President,,REP,Joe Walsh,2,0,0,1,0,1,1,1
Hill,PCT 20,President,,REP,Zoltan G. Istvan,1,0,0,1,0,0,1,0
Hill,PCT 20,President,,REP,Donald J. Trump,286,0,23,32,157,74,55,231
Hill,PCT 20,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 20,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,0,0,0,1,0,0,1
Hill,PCT 20,President,,REP,Uncommitted,5,0,0,1,2,2,1,4
Hill,PCT 20,U.S. Senate,,REP,John Anthony Castro,24,0,1,3,11,9,4,20
Hill,PCT 20,U.S. Senate,,REP,Mark Yancey,23,0,1,2,15,5,3,20
Hill,PCT 20,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,0,1,0,1
Hill,PCT 20,U.S. Senate,,REP,Dwayne Stovall,29,0,3,4,16,6,7,22
Hill,PCT 20,U.S. Senate,,REP,John Cornyn,195,0,17,24,107,47,41,154
Hill,PCT 20,U.S. House,,REP,Roger Williams,235,0,17,32,125,61,49,186
Hill,PCT 20,U.S. House,,REP,Keith Neuendorff,29,0,5,2,16,6,7,22
Hill,PCT 20,Railroad Commissioner,,REP,Ryan Sitton,114,0,16,18,56,24,34,80
Hill,PCT 20,Railroad Commissioner,,REP,"James ""Jim"" Wright",152,0,6,16,85,45,22,130
Hill,PCT 20,"Chief Justice, Supreme Court",,REP,Nathan Hecht,247,0,22,33,131,61,55,192
Hill,PCT 20,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,247,0,22,33,130,62,55,192
Hill,PCT 20,"Justice, Supreme Court, P7",,REP,Jeff Boyd,246,0,22,33,130,61,55,191
Hill,PCT 20,"Justice, Supreme Court, P8",,REP,Brett Busby,245,0,22,33,130,60,55,190
Hill,PCT 20,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,108,0,8,15,53,32,23,85
Hill,PCT 20,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,142,0,14,17,80,31,31,111
Hill,PCT 20,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,243,0,22,32,128,61,54,189
Hill,PCT 20,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,244,0,22,32,129,61,54,190
Hill,PCT 20,"Member, State BoE Dist 14",,REP,Maria Y. Berry,93,0,4,12,52,25,16,77
Hill,PCT 20,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,149,0,17,20,78,34,37,112
Hill,PCT 20,State Senate,,REP,Brian Birdwell,253,0,22,33,135,63,55,198
Hill,PCT 20,State Representative,,REP,Cody Harris,254,0,21,33,134,66,54,200
Hill,PCT 20,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,244,0,22,33,128,61,55,189
Hill,PCT 20,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,246,0,22,33,130,61,55,191
Hill,PCT 20,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,250,0,22,32,132,64,54,196
Hill,PCT 20,County Attorney,,REP,R. David Holmes,249,0,22,30,136,61,52,197
Hill,PCT 20,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,249,0,22,33,128,66,55,194
Hill,PCT 20,Sheriff,,REP,Rodney B. Watson,153,0,14,18,77,44,32,121
Hill,PCT 20,Sheriff,,REP,Armando Castro,9,0,1,1,5,2,2,7
Hill,PCT 20,Sheriff,,REP,Coy E. West Jr.,50,0,1,5,28,16,6,44
Hill,PCT 20,Sheriff,,REP,David Niederhaus,67,0,6,10,39,12,16,51
Hill,PCT 20,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,252,0,22,33,131,66,55,197
Hill,PCT 20,"County Commissioner, PCT 1",,REP,Andrew Montgomery,184,0,16,26,97,45,42,142
Hill,PCT 20,"County Commissioner, PCT 1",,REP,Ted O'Neil Jr.,90,0,7,9,48,26,16,74
Hill,PCT 20,"Constable, Precinct No. 1",,REP,John C. Miller,133,0,14,22,66,31,36,97
Hill,PCT 20,"Constable, Precinct No. 1",,REP,Scott Starosta,138,0,8,13,78,39,21,117
Hill,PCT 20,County Chair,,REP,Will Orr,234,0,22,33,117,62,55,179
Hill,PCT 20,Proposition 1 REP,,REP,Yes,240,0,17,26,133,64,43,197
Hill,PCT 20,Proposition 1 REP,,REP,No,49,0,6,9,23,11,15,34
Hill,PCT 20,Proposition 2 REP,,REP,Yes,254,0,22,28,138,66,50,204
Hill,PCT 20,Proposition 2 REP,,REP,No,35,0,1,7,18,9,8,27
Hill,PCT 20,Proposition 3 REP,,REP,Yes,272,0,22,31,148,71,53,219
Hill,PCT 20,Proposition 3 REP,,REP,No,15,0,1,3,7,4,4,11
Hill,PCT 20,Proposition 4 REP,,REP,Yes,271,0,23,31,148,69,54,217
Hill,PCT 20,Proposition 4 REP,,REP,No,10,0,0,2,4,4,2,8
Hill,PCT 20,Proposition 5 REP,,REP,Yes,257,0,21,30,142,64,51,206
Hill,PCT 20,Proposition 5 REP,,REP,No,22,0,2,3,9,8,5,17
Hill,PCT 20,Proposition 6 REP,,REP,Yes,266,0,22,31,145,68,53,213
Hill,PCT 20,Proposition 6 REP,,REP,No,16,0,1,2,9,4,3,13
Hill,PCT 20,Proposition 7 REP,,REP,Yes,281,0,23,34,152,72,57,224
Hill,PCT 20,Proposition 7 REP,,REP,No,1,0,0,0,1,0,0,1
Hill,PCT 20,Proposition 8 REP,,REP,Yes,278,0,23,33,150,72,56,222
Hill,PCT 20,Proposition 8 REP,,REP,No,4,0,0,0,4,0,0,4
Hill,PCT 20,Proposition 9 REP,,REP,Yes,268,0,21,34,143,70,55,213
Hill,PCT 20,Proposition 9 REP,,REP,No,12,0,2,0,7,3,2,10
Hill,PCT 20,Proposition 10 REP,,REP,Yes,266,0,22,31,143,70,53,213
Hill,PCT 20,Proposition 10 REP,,REP,No,19,0,1,3,10,5,4,15
Hill,PCT 21,Ballots Cast,,REP,,560,6,38,227,101,188,265,289
Hill,PCT 21,President,,REP,Joe Walsh,7,0,1,3,0,3,4,3
Hill,PCT 21,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,REP,Donald J. Trump,541,6,36,218,99,182,254,281
Hill,PCT 21,President,,REP,Bill Weld,3,0,1,2,0,0,3,0
Hill,PCT 21,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 21,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Hill,PCT 21,President,,REP,Uncommitted,8,0,0,4,2,2,4,4
Hill,PCT 21,U.S. Senate,,REP,John Anthony Castro,28,0,0,9,6,13,9,19
Hill,PCT 21,U.S. Senate,,REP,Mark Yancey,26,0,3,11,7,5,14,12
Hill,PCT 21,U.S. Senate,,REP,Virgil Bierschwale,2,0,0,2,0,0,2,0
Hill,PCT 21,U.S. Senate,,REP,Dwayne Stovall,70,0,2,19,17,32,21,49
Hill,PCT 21,U.S. Senate,,REP,John Cornyn,417,6,33,179,69,130,212,199
Hill,PCT 21,U.S. House,,REP,Roger Williams,433,6,32,182,72,141,214,213
Hill,PCT 21,U.S. House,,REP,Keith Neuendorff,88,0,5,30,23,30,35,53
Hill,PCT 21,Railroad Commissioner,,REP,Ryan Sitton,205,0,21,100,30,54,121,84
Hill,PCT 21,Railroad Commissioner,,REP,"James ""Jim"" Wright",294,5,15,98,60,116,113,176
Hill,PCT 21,"Chief Justice, Supreme Court",,REP,Nathan Hecht,486,6,34,199,84,163,233,247
Hill,PCT 21,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,453,6,34,185,82,146,219,228
Hill,PCT 21,"Justice, Supreme Court, P7",,REP,Jeff Boyd,460,6,34,191,84,145,225,229
Hill,PCT 21,"Justice, Supreme Court, P8",,REP,Brett Busby,450,6,33,187,81,143,220,224
Hill,PCT 21,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,244,0,14,104,49,77,118,126
Hill,PCT 21,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,224,5,22,84,38,75,106,113
Hill,PCT 21,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,457,6,34,189,79,149,223,228
Hill,PCT 21,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,453,6,34,190,78,145,224,223
Hill,PCT 21,"Member, State BoE Dist 14",,REP,Maria Y. Berry,202,2,14,79,38,69,93,107
Hill,PCT 21,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,266,3,21,110,48,84,131,132
Hill,PCT 21,State Senate,,REP,Brian Birdwell,476,6,34,197,84,155,231,239
Hill,PCT 21,State Representative,,REP,Cody Harris,486,6,35,199,88,158,234,246
Hill,PCT 21,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,461,6,34,189,84,148,223,232
Hill,PCT 21,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,461,6,34,188,82,151,222,233
Hill,PCT 21,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,467,6,33,193,85,150,226,235
Hill,PCT 21,County Attorney,,REP,R. David Holmes,462,6,34,185,82,155,219,237
Hill,PCT 21,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,472,6,34,190,84,158,224,242
Hill,PCT 21,Sheriff,,REP,Rodney B. Watson,321,2,27,140,46,106,167,152
Hill,PCT 21,Sheriff,,REP,Armando Castro,22,0,2,7,8,5,9,13
Hill,PCT 21,Sheriff,,REP,Coy E. West Jr.,71,4,3,17,19,28,20,47
Hill,PCT 21,Sheriff,,REP,David Niederhaus,134,0,6,57,26,45,63,71
Hill,PCT 21,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,476,6,36,190,85,159,226,244
Hill,PCT 21,"County Commissioner, PCT 1",,REP,Andrew Montgomery,280,2,22,114,45,97,136,142
Hill,PCT 21,"County Commissioner, PCT 1",,REP,Ted O'Neil Jr.,243,3,15,95,50,80,110,130
Hill,PCT 21,"Constable, Precinct No. 1",,REP,John C. Miller,410,5,35,159,69,142,194,211
Hill,PCT 21,"Constable, Precinct No. 1",,REP,Scott Starosta,94,0,2,40,23,29,42,52
Hill,PCT 21,County Chair,,REP,Will Orr,451,5,29,191,71,155,220,226
Hill,PCT 21,Proposition 1 REP,,REP,Yes,497,6,32,206,86,167,238,253
Hill,PCT 21,Proposition 1 REP,,REP,No,58,0,5,19,14,20,24,34
Hill,PCT 21,Proposition 2 REP,,REP,Yes,473,6,31,198,78,160,229,238
Hill,PCT 21,Proposition 2 REP,,REP,No,81,0,5,28,22,26,33,48
Hill,PCT 21,Proposition 3 REP,,REP,Yes,515,6,35,211,86,177,246,263
Hill,PCT 21,Proposition 3 REP,,REP,No,35,0,0,15,12,8,15,20
Hill,PCT 21,Proposition 4 REP,,REP,Yes,532,5,36,215,96,180,251,276
Hill,PCT 21,Proposition 4 REP,,REP,No,20,1,1,10,3,5,11,8
Hill,PCT 21,Proposition 5 REP,,REP,Yes,485,6,35,198,89,157,233,246
Hill,PCT 21,Proposition 5 REP,,REP,No,66,0,2,27,9,28,29,37
Hill,PCT 21,Proposition 6 REP,,REP,Yes,506,5,32,207,91,171,239,262
Hill,PCT 21,Proposition 6 REP,,REP,No,43,0,4,18,8,13,22,21
Hill,PCT 21,Proposition 7 REP,,REP,Yes,549,6,37,224,98,184,261,282
Hill,PCT 21,Proposition 7 REP,,REP,No,3,0,0,0,2,1,0,3
Hill,PCT 21,Proposition 8 REP,,REP,Yes,544,6,36,222,100,180,258,280
Hill,PCT 21,Proposition 8 REP,,REP,No,4,0,1,2,0,1,3,1
Hill,PCT 21,Proposition 9 REP,,REP,Yes,537,6,35,220,98,178,255,276
Hill,PCT 21,Proposition 9 REP,,REP,No,14,0,2,6,1,5,8,6
Hill,PCT 21,Proposition 10 REP,,REP,Yes,533,5,35,218,97,178,253,275
Hill,PCT 21,Proposition 10 REP,,REP,No,23,1,2,8,3,9,10,12
Hill,PCT 22,Ballots Cast,,REP,,508,8,58,160,127,155,218,282
Hill,PCT 22,President,,REP,Joe Walsh,3,0,0,1,0,2,1,2
Hill,PCT 22,President,,REP,Zoltan G. Istvan,1,0,0,0,1,0,0,1
Hill,PCT 22,President,,REP,Donald J. Trump,481,8,55,156,118,144,211,262
Hill,PCT 22,President,,REP,Bill Weld,1,0,0,0,0,1,0,1
Hill,PCT 22,President,,REP,Bob Ely,1,0,1,0,0,0,1,0
Hill,PCT 22,President,,REP,Matthew John Matern,3,0,1,0,1,1,1,2
Hill,PCT 22,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",3,0,1,1,0,1,2,1
Hill,PCT 22,President,,REP,Uncommitted,13,0,0,2,7,4,2,11
Hill,PCT 22,U.S. Senate,,REP,John Anthony Castro,37,0,3,7,12,15,10,27
Hill,PCT 22,U.S. Senate,,REP,Mark Yancey,16,0,1,4,5,6,5,11
Hill,PCT 22,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,0,1,0,1
Hill,PCT 22,U.S. Senate,,REP,Dwayne Stovall,60,0,13,18,16,13,31,29
Hill,PCT 22,U.S. Senate,,REP,John Cornyn,359,6,41,117,90,105,158,195
Hill,PCT 22,U.S. House,,REP,Roger Williams,386,6,45,120,104,111,165,215
Hill,PCT 22,U.S. House,,REP,Keith Neuendorff,80,0,11,26,15,28,37,43
Hill,PCT 22,Railroad Commissioner,,REP,Ryan Sitton,187,5,23,58,44,57,81,101
Hill,PCT 22,Railroad Commissioner,,REP,"James ""Jim"" Wright",272,2,34,83,75,78,117,153
Hill,PCT 22,"Chief Justice, Supreme Court",,REP,Nathan Hecht,440,7,51,143,107,132,194,239
Hill,PCT 22,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,418,7,52,134,107,118,186,225
Hill,PCT 22,"Justice, Supreme Court, P7",,REP,Jeff Boyd,421,7,53,133,104,124,186,228
Hill,PCT 22,"Justice, Supreme Court, P8",,REP,Brett Busby,412,7,52,129,104,120,181,224
Hill,PCT 22,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,225,5,24,70,56,70,94,126
Hill,PCT 22,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,205,0,29,62,57,57,91,114
Hill,PCT 22,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,411,7,51,128,103,122,179,225
Hill,PCT 22,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,416,7,52,132,103,122,184,225
Hill,PCT 22,"Member, State BoE Dist 14",,REP,Maria Y. Berry,179,3,31,59,36,50,90,86
Hill,PCT 22,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,245,4,23,70,70,78,93,148
Hill,PCT 22,State Senate,,REP,Brian Birdwell,427,7,55,131,109,125,186,234
Hill,PCT 22,State Representative,,REP,Cody Harris,438,7,52,141,108,130,193,238
Hill,PCT 22,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,413,7,52,127,103,124,179,227
Hill,PCT 22,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,413,7,52,127,105,122,179,227
Hill,PCT 22,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,432,7,50,130,114,131,180,245
Hill,PCT 22,County Attorney,,REP,R. David Holmes,418,7,50,131,109,121,181,230
Hill,PCT 22,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,434,7,52,134,110,131,186,241
Hill,PCT 22,Sheriff,,REP,Rodney B. Watson,251,4,32,82,64,69,114,133
Hill,PCT 22,Sheriff,,REP,Armando Castro,29,2,3,7,6,11,10,17
Hill,PCT 22,Sheriff,,REP,Coy E. West Jr.,111,0,15,26,29,41,41,70
Hill,PCT 22,Sheriff,,REP,David Niederhaus,100,1,8,40,23,28,48,51
Hill,PCT 22,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,442,7,51,140,110,134,191,244
Hill,PCT 22,"County Commissioner, PCT 1",,REP,Andrew Montgomery,276,6,30,88,76,76,118,152
Hill,PCT 22,"County Commissioner, PCT 1",,REP,Ted O'Neil Jr.,196,1,24,58,44,69,82,113
Hill,PCT 22,"Constable, Precinct No. 1",,REP,John C. Miller,364,4,40,107,98,115,147,213
Hill,PCT 22,"Constable, Precinct No. 1",,REP,Scott Starosta,107,3,17,34,23,30,51,53
Hill,PCT 22,County Chair,,REP,Will Orr,412,8,47,132,99,126,179,225
Hill,PCT 22,Proposition 1 REP,,REP,Yes,442,7,53,138,112,132,191,244
Hill,PCT 22,Proposition 1 REP,,REP,No,61,0,5,20,14,22,25,36
Hill,PCT 22,Proposition 2 REP,,REP,Yes,432,8,52,133,104,135,185,239
Hill,PCT 22,Proposition 2 REP,,REP,No,71,0,6,25,21,19,31,40
Hill,PCT 22,Proposition 3 REP,,REP,Yes,475,7,53,147,120,148,200,268
Hill,PCT 22,Proposition 3 REP,,REP,No,25,1,4,9,5,6,13,11
Hill,PCT 22,Proposition 4 REP,,REP,Yes,481,7,58,154,118,144,212,262
Hill,PCT 22,Proposition 4 REP,,REP,No,17,1,0,3,7,6,3,13
Hill,PCT 22,Proposition 5 REP,,REP,Yes,447,6,56,140,115,130,196,245
Hill,PCT 22,Proposition 5 REP,,REP,No,47,1,2,16,10,18,18,28
Hill,PCT 22,Proposition 6 REP,,REP,Yes,467,7,56,149,117,138,205,255
Hill,PCT 22,Proposition 6 REP,,REP,No,29,1,2,7,8,11,9,19
Hill,PCT 22,Proposition 7 REP,,REP,Yes,494,7,57,157,125,148,214,273
Hill,PCT 22,Proposition 7 REP,,REP,No,3,0,0,1,0,2,1,2
Hill,PCT 22,Proposition 8 REP,,REP,Yes,487,8,56,153,124,146,209,270
Hill,PCT 22,Proposition 8 REP,,REP,No,4,0,1,1,0,2,2,2
Hill,PCT 22,Proposition 9 REP,,REP,Yes,474,6,55,149,119,145,204,264
Hill,PCT 22,Proposition 9 REP,,REP,No,20,1,3,4,6,6,7,12
Hill,PCT 22,Proposition 10 REP,,REP,Yes,468,7,53,150,117,141,203,258
Hill,PCT 22,Proposition 10 REP,,REP,No,32,0,5,8,9,10,13,19
Hill,PCT 23,Ballots Cast,,REP,,114,3,6,3,40,62,9,102
Hill,PCT 23,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Hill,PCT 23,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 23,President,,REP,Donald J. Trump,110,1,5,3,40,61,8,101
Hill,PCT 23,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Hill,PCT 23,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 23,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 23,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Hill,PCT 23,President,,REP,Uncommitted,2,2,0,0,0,0,0,0
Hill,PCT 23,U.S. Senate,,REP,John Anthony Castro,8,0,0,1,2,5,1,7
Hill,PCT 23,U.S. Senate,,REP,Mark Yancey,7,0,0,0,2,5,0,7
Hill,PCT 23,U.S. Senate,,REP,Virgil Bierschwale,4,2,0,0,2,0,0,2
Hill,PCT 23,U.S. Senate,,REP,Dwayne Stovall,11,0,0,0,4,7,0,11
Hill,PCT 23,U.S. Senate,,REP,John Cornyn,77,1,5,2,27,42,7,69
Hill,PCT 23,U.S. House,,REP,Roger Williams,85,2,4,2,31,46,6,77
Hill,PCT 23,U.S. House,,REP,Keith Neuendorff,18,1,1,1,6,9,2,15
Hill,PCT 23,Railroad Commissioner,,REP,Ryan Sitton,27,0,0,2,11,14,2,25
Hill,PCT 23,Railroad Commissioner,,REP,"James ""Jim"" Wright",79,3,5,1,26,44,6,70
Hill,PCT 23,"Chief Justice, Supreme Court",,REP,Nathan Hecht,95,3,6,3,30,53,9,83
Hill,PCT 23,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,92,3,6,3,31,49,9,80
Hill,PCT 23,"Justice, Supreme Court, P7",,REP,Jeff Boyd,93,3,6,3,32,49,9,81
Hill,PCT 23,"Justice, Supreme Court, P8",,REP,Brett Busby,92,3,6,3,31,49,9,80
Hill,PCT 23,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,51,3,3,1,18,26,4,44
Hill,PCT 23,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,49,0,3,2,17,27,5,44
Hill,PCT 23,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,94,3,6,3,32,50,9,82
Hill,PCT 23,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,91,3,6,3,30,49,9,79
Hill,PCT 23,"Member, State BoE Dist 14",,REP,Maria Y. Berry,30,1,0,0,12,17,0,29
Hill,PCT 23,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,72,2,6,3,24,37,9,61
Hill,PCT 23,State Senate,,REP,Brian Birdwell,95,3,6,3,31,52,9,83
Hill,PCT 23,State Representative,,REP,Cody Harris,98,3,6,3,34,52,9,86
Hill,PCT 23,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,95,3,6,3,33,50,9,83
Hill,PCT 23,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,92,3,6,3,32,48,9,80
Hill,PCT 23,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,95,3,6,3,32,51,9,83
Hill,PCT 23,County Attorney,,REP,R. David Holmes,91,3,6,3,31,48,9,79
Hill,PCT 23,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,90,3,6,3,30,48,9,78
Hill,PCT 23,Sheriff,,REP,Rodney B. Watson,42,1,4,2,15,20,6,35
Hill,PCT 23,Sheriff,,REP,Armando Castro,1,0,0,0,1,0,0,1
Hill,PCT 23,Sheriff,,REP,Coy E. West Jr.,53,0,0,0,20,33,0,53
Hill,PCT 23,Sheriff,,REP,David Niederhaus,16,2,2,1,4,7,3,11
Hill,PCT 23,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,97,3,6,3,34,51,9,85
Hill,PCT 23,"County Commissioner, PCT 3",,REP,Scotty Hawkins,101,3,6,2,35,55,8,90
Hill,PCT 23,"Constable, Precinct No. 3",,REP,Larry D. Armstrong,101,3,6,3,35,54,9,89
