county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail,provisional
Hardin,6,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,6,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,6,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,6,President,,Tulsi Gabbard,DEM,1,0,1,0,0
Hardin,6,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,6,President,,Elizabeth Warren,DEM,13,6,6,1,0
Hardin,6,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,6,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,6,President,,Joseph R. Biden,DEM,67,11,50,6,0
Hardin,6,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,6,President,,Bernie Sanders,DEM,47,18,29,0,0
Hardin,6,President,,Tom Steyer,DEM,1,1,0,0,0
Hardin,6,United States Senator,,Sema Hernandez,DEM,10,6,4,0,0
Hardin,6,United States Senator,,D. R. Hunter,DEM,4,1,2,1,0
Hardin,6,United States Senator,,Adrian Ocegueda,DEM,1,1,0,0,0
Hardin,6,United States Senator,,Amanda K. Edwards,DEM,18,8,9,1,0
Hardin,6,United States Senator,,Cristina Tzintzun Ramirez,DEM,15,7,8,0,0
Hardin,6,United States Senator,,Victor Hugo Harris,DEM,4,4,0,0,0
Hardin,6,United States Senator,,"Annie ""Mamá"" Garcia",DEM,10,2,8,0,0
Hardin,6,United States Senator,,Michael Cooper,DEM,8,3,5,0,0
Hardin,6,United States Senator,,Jack Daniel Foster Jr,DEM,7,5,1,1,0
Hardin,6,United States Senator,,Chris Bell,DEM,17,3,14,0,0
Hardin,6,United States Senator,,"Mary ""MJ"" Hegar",DEM,23,10,8,5,0
Hardin,6,United States Senator,,Royce West,DEM,15,3,12,0,0
Hardin,6,United States Representative,36,Rashad Lewis,DEM,114,43,65,6,0
Hardin,6,Railroad Commissioner,,Chrysta Castañeda,DEM,41,20,19,2,0
Hardin,6,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,26,8,17,1,0
Hardin,6,Railroad Commissioner,,Kelly Stone,DEM,33,11,18,4,0
Hardin,6,Railroad Commissioner,,Mark Watson,DEM,25,9,14,2,0
Hardin,6,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,110,39,62,9,0
Hardin,6,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,18,11,7,0,0
Hardin,6,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,97,34,56,7,0
Hardin,6,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,32,15,15,2,0
Hardin,6,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,61,22,37,2,0
Hardin,6,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,65,27,31,7,0
Hardin,6,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,84,34,45,5,0
Hardin,6,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,42,16,22,4,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,103,38,57,8,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,14,5,9,0,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,11,6,4,1,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,25,11,13,1,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,104,39,57,8,0
Hardin,6,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,109,43,60,6,0
Hardin,6,County Chairman,,Vickie Brekel,DEM,117,47,62,8,0
Hardin,6,Proposition #1,,Yes,DEM,132,46,77,9,0
Hardin,6,Proposition #1,,No,DEM,13,6,7,0,0
Hardin,6,Proposition #2,,Yes,DEM,135,46,80,9,0
Hardin,6,Proposition #2,,No,DEM,12,6,6,0,0
Hardin,6,Proposition #3,,Yes,DEM,142,51,82,9,0
Hardin,6,Proposition #3,,No,DEM,4,2,2,0,0
Hardin,6,Proposition #4,,Yes,DEM,133,48,76,9,0
Hardin,6,Proposition #4,,No,DEM,9,3,6,0,0
Hardin,6,Proposition #5,,Yes,DEM,138,51,78,9,0
Hardin,6,Proposition #5,,No,DEM,5,2,3,0,0
Hardin,6,Proposition #6,,Yes,DEM,137,50,78,9,0
Hardin,6,Proposition #6,,No,DEM,4,3,1,0,0
Hardin,6,Proposition #7,,Yes,DEM,134,47,78,9,0
Hardin,6,Proposition #7,,No,DEM,8,4,4,0,0
Hardin,6,Proposition #8,,Yes,DEM,138,51,78,9,0
Hardin,6,Proposition #8,,No,DEM,6,2,4,0,0
Hardin,6,Proposition #9,,Yes,DEM,138,49,80,9,0
Hardin,6,Proposition #9,,No,DEM,5,3,2,0,0
Hardin,6,Proposition #10,,Yes,DEM,131,44,78,9,0
Hardin,6,Proposition #10,,No,DEM,12,7,5,0,0
Hardin,6,Proposition #11,,Yes,DEM,119,39,72,8,0
Hardin,6,Proposition #11,,No,DEM,20,11,9,0,0
Hardin,7,President,,Michael R. Bloomberg,DEM,2,1,1,0,0
Hardin,7,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,7,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,7,President,,Pete Buttigieg,DEM,1,1,0,0,0
Hardin,7,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,7,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,7,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,7,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,7,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,7,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,7,President,,Elizabeth Warren,DEM,0,0,0,0,0
Hardin,7,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,7,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,7,President,,Joseph R. Biden,DEM,8,1,5,2,0
Hardin,7,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,7,President,,Bernie Sanders,DEM,1,0,1,0,0
Hardin,7,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,7,United States Senator,,Sema Hernandez,DEM,0,0,0,0,0
Hardin,7,United States Senator,,D. R. Hunter,DEM,1,0,1,0,0
Hardin,7,United States Senator,,Adrian Ocegueda,DEM,0,0,0,0,0
Hardin,7,United States Senator,,Amanda K. Edwards,DEM,2,1,1,0,0
Hardin,7,United States Senator,,Cristina Tzintzun Ramirez,DEM,2,0,1,1,0
Hardin,7,United States Senator,,Victor Hugo Harris,DEM,2,1,1,0,0
Hardin,7,United States Senator,,"Annie ""Mamá"" Garcia",DEM,2,0,1,1,0
Hardin,7,United States Senator,,Michael Cooper,DEM,0,0,0,0,0
Hardin,7,United States Senator,,Jack Daniel Foster Jr,DEM,1,0,1,0,0
Hardin,7,United States Senator,,Chris Bell,DEM,1,1,0,0,0
Hardin,7,United States Senator,,"Mary ""MJ"" Hegar",DEM,0,0,0,0,0
Hardin,7,United States Senator,,Royce West,DEM,1,0,1,0,0
Hardin,7,United States Representative,36,Rashad Lewis,DEM,8,2,5,1,0
Hardin,7,Railroad Commissioner,,Chrysta Castañeda,DEM,2,0,1,1,0
Hardin,7,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,3,0,2,1,0
Hardin,7,Railroad Commissioner,,Kelly Stone,DEM,2,1,1,0,0
Hardin,7,Railroad Commissioner,,Mark Watson,DEM,5,2,3,0,0
Hardin,7,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,11,3,6,2,0
Hardin,7,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,1,0,1,0,0
Hardin,7,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,8,2,4,2,0
Hardin,7,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,4,1,3,0,0
Hardin,7,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,3,1,1,1,0
Hardin,7,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,9,2,6,1,0
Hardin,7,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,7,2,3,2,0
Hardin,7,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,5,1,4,0,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,9,2,5,2,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,0,0,0,0,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,3,1,2,0,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,4,2,2,0,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,8,1,5,2,0
Hardin,7,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,8,2,4,2,0
Hardin,7,County Chairman,,Vickie Brekel,DEM,9,2,5,2,0
Hardin,7,Proposition #1,,Yes,DEM,11,3,6,2,0
Hardin,7,Proposition #1,,No,DEM,1,0,1,0,0
Hardin,7,Proposition #2,,Yes,DEM,12,3,7,2,0
Hardin,7,Proposition #2,,No,DEM,0,0,0,0,0
Hardin,7,Proposition #3,,Yes,DEM,12,3,7,2,0
Hardin,7,Proposition #3,,No,DEM,1,0,1,0,0
Hardin,7,Proposition #4,,Yes,DEM,11,3,6,2,0
Hardin,7,Proposition #4,,No,DEM,2,0,2,0,0
Hardin,7,Proposition #5,,Yes,DEM,11,3,6,2,0
Hardin,7,Proposition #5,,No,DEM,2,0,2,0,0
Hardin,7,Proposition #6,,Yes,DEM,12,3,7,2,0
Hardin,7,Proposition #6,,No,DEM,1,0,1,0,0
Hardin,7,Proposition #7,,Yes,DEM,10,3,5,2,0
Hardin,7,Proposition #7,,No,DEM,3,0,3,0,0
Hardin,7,Proposition #8,,Yes,DEM,12,3,7,2,0
Hardin,7,Proposition #8,,No,DEM,1,0,1,0,0
Hardin,7,Proposition #9,,Yes,DEM,12,3,7,2,0
Hardin,7,Proposition #9,,No,DEM,1,0,1,0,0
Hardin,7,Proposition #10,,Yes,DEM,12,3,7,2,0
Hardin,7,Proposition #10,,No,DEM,1,0,1,0,0
Hardin,7,Proposition #11,,Yes,DEM,11,3,6,2,0
Hardin,7,Proposition #11,,No,DEM,2,0,2,0,0
Hardin,8,President,,Michael R. Bloomberg,DEM,8,1,5,2,0
Hardin,8,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,8,President,,Amy Klobuchar,DEM,1,1,0,0,0
Hardin,8,President,,Pete Buttigieg,DEM,0,0,0,0,0
Hardin,8,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,8,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,8,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,8,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,8,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,8,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,8,President,,Elizabeth Warren,DEM,3,2,0,1,0
Hardin,8,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,8,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,8,President,,Joseph R. Biden,DEM,16,5,10,1,0
Hardin,8,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,8,President,,Bernie Sanders,DEM,3,2,1,0,0
Hardin,8,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,8,United States Senator,,Sema Hernandez,DEM,2,0,1,1,0
Hardin,8,United States Senator,,D. R. Hunter,DEM,1,0,1,0,0
Hardin,8,United States Senator,,Adrian Ocegueda,DEM,1,1,0,0,0
Hardin,8,United States Senator,,Amanda K. Edwards,DEM,6,2,4,0,0
Hardin,8,United States Senator,,Cristina Tzintzun Ramirez,DEM,3,1,2,0,0
Hardin,8,United States Senator,,Victor Hugo Harris,DEM,0,0,0,0,0
Hardin,8,United States Senator,,"Annie ""Mamá"" Garcia",DEM,0,0,0,0,0
Hardin,8,United States Senator,,Michael Cooper,DEM,1,1,0,0,0
Hardin,8,United States Senator,,Jack Daniel Foster Jr,DEM,1,0,1,0,0
Hardin,8,United States Senator,,Chris Bell,DEM,4,1,2,1,0
Hardin,8,United States Senator,,"Mary ""MJ"" Hegar",DEM,3,2,0,1,0
Hardin,8,United States Senator,,Royce West,DEM,2,2,0,0,0
Hardin,8,United States Representative,36,Rashad Lewis,DEM,18,9,8,1,0
Hardin,8,Railroad Commissioner,,Chrysta Castañeda,DEM,7,3,4,0,0
Hardin,8,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,3,1,0,2,0
Hardin,8,Railroad Commissioner,,Kelly Stone,DEM,6,3,2,1,0
Hardin,8,Railroad Commissioner,,Mark Watson,DEM,6,0,6,0,0
Hardin,8,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,21,8,10,3,0
Hardin,8,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,4,0,4,0,0
Hardin,8,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,19,6,11,2,0
Hardin,8,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,6,2,3,1,0
Hardin,8,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,8,3,3,2,0
Hardin,8,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,16,5,10,1,0
Hardin,8,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,12,5,5,2,0
Hardin,8,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,13,3,9,1,0
Hardin,8,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,21,8,10,3,0
Hardin,8,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,3,0,3,0,0
Hardin,8,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,1,0,1,0,0
Hardin,8,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,10,3,7,0,0
Hardin,8,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,15,5,7,3,0
Hardin,8,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,19,7,10,2,0
Hardin,8,County Chairman,,Vickie Brekel,DEM,23,8,11,4,0
Hardin,8,Proposition #1,,Yes,DEM,29,10,15,4,0
Hardin,8,Proposition #1,,No,DEM,2,1,1,0,0
Hardin,8,Proposition #2,,Yes,DEM,29,10,15,4,0
Hardin,8,Proposition #2,,No,DEM,2,1,1,0,0
Hardin,8,Proposition #3,,Yes,DEM,30,10,16,4,0
Hardin,8,Proposition #3,,No,DEM,1,1,0,0,0
Hardin,8,Proposition #4,,Yes,DEM,28,10,14,4,0
Hardin,8,Proposition #4,,No,DEM,2,1,1,0,0
Hardin,8,Proposition #5,,Yes,DEM,30,10,16,4,0
Hardin,8,Proposition #5,,No,DEM,1,1,0,0,0
Hardin,8,Proposition #6,,Yes,DEM,30,11,16,3,0
Hardin,8,Proposition #6,,No,DEM,1,0,0,1,0
Hardin,8,Proposition #7,,Yes,DEM,28,10,14,4,0
Hardin,8,Proposition #7,,No,DEM,2,1,1,0,0
Hardin,8,Proposition #8,,Yes,DEM,29,10,15,4,0
Hardin,8,Proposition #8,,No,DEM,2,1,1,0,0
Hardin,8,Proposition #9,,Yes,DEM,29,10,15,4,0
Hardin,8,Proposition #9,,No,DEM,2,1,1,0,0
Hardin,8,Proposition #10,,Yes,DEM,27,10,13,4,0
Hardin,8,Proposition #10,,No,DEM,4,1,3,0,0
Hardin,8,Proposition #11,,Yes,DEM,25,8,15,2,0
Hardin,8,Proposition #11,,No,DEM,6,3,1,2,0
Hardin,9,President,,Michael R. Bloomberg,DEM,24,12,8,4,0
Hardin,9,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,9,President,,Amy Klobuchar,DEM,3,0,1,2,0
Hardin,9,President,,Pete Buttigieg,DEM,6,2,0,4,0
Hardin,9,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,9,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,9,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,9,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,9,President,,Tulsi Gabbard,DEM,1,1,0,0,0
Hardin,9,President,,Michael Bennet,DEM,3,1,2,0,0
Hardin,9,President,,Elizabeth Warren,DEM,13,6,6,1,0
Hardin,9,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,9,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,9,President,,Joseph R. Biden,DEM,63,16,42,5,0
Hardin,9,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,9,President,,Bernie Sanders,DEM,21,8,12,1,0
Hardin,9,President,,Tom Steyer,DEM,1,0,0,1,0
Hardin,9,United States Senator,,Sema Hernandez,DEM,10,4,5,1,0
Hardin,9,United States Senator,,D. R. Hunter,DEM,5,2,3,0,0
Hardin,9,United States Senator,,Adrian Ocegueda,DEM,6,2,4,0,0
Hardin,9,United States Senator,,Amanda K. Edwards,DEM,18,8,9,1,0
Hardin,9,United States Senator,,Cristina Tzintzun Ramirez,DEM,8,2,4,2,0
Hardin,9,United States Senator,,Victor Hugo Harris,DEM,5,1,3,1,0
Hardin,9,United States Senator,,"Annie ""Mamá"" Garcia",DEM,8,5,3,0,0
Hardin,9,United States Senator,,Michael Cooper,DEM,17,4,12,1,0
Hardin,9,United States Senator,,Jack Daniel Foster Jr,DEM,2,1,1,0,0
Hardin,9,United States Senator,,Chris Bell,DEM,14,6,8,0,0
Hardin,9,United States Senator,,"Mary ""MJ"" Hegar",DEM,15,2,8,5,0
Hardin,9,United States Senator,,Royce West,DEM,16,4,7,5,0
Hardin,9,United States Representative,36,Rashad Lewis,DEM,102,33,53,16,0
Hardin,9,Railroad Commissioner,,Chrysta Castañeda,DEM,29,8,13,8,0
Hardin,9,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,30,13,15,2,0
Hardin,9,Railroad Commissioner,,Kelly Stone,DEM,27,8,15,4,0
Hardin,9,Railroad Commissioner,,Mark Watson,DEM,33,11,20,2,0
Hardin,9,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,93,34,45,14,0
Hardin,9,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,30,9,19,2,0
Hardin,9,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,90,34,46,10,0
Hardin,9,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,32,8,18,6,0
Hardin,9,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,38,9,24,5,0
Hardin,9,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,82,32,40,10,0
Hardin,9,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,74,22,42,10,0
Hardin,9,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,48,20,23,5,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,79,32,35,12,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,16,3,13,0,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,24,6,15,3,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,34,10,20,4,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,87,32,44,11,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,107,37,55,15,0
Hardin,9,County Chairman,,Vickie Brekel,DEM,113,36,62,15,0
Hardin,9,Proposition #1,,Yes,DEM,125,42,66,17,0
Hardin,9,Proposition #1,,No,DEM,9,4,5,0,0
Hardin,9,Proposition #2,,Yes,DEM,124,41,68,15,0
Hardin,9,Proposition #2,,No,DEM,9,4,3,2,0
Hardin,9,Proposition #3,,Yes,DEM,133,44,71,18,0
Hardin,9,Proposition #3,,No,DEM,3,2,1,0,0
Hardin,9,Proposition #4,,Yes,DEM,130,43,70,17,0
Hardin,9,Proposition #4,,No,DEM,6,3,2,1,0
Hardin,9,Proposition #5,,Yes,DEM,135,45,72,18,0
Hardin,9,Proposition #5,,No,DEM,1,1,0,0,0
Hardin,9,Proposition #6,,Yes,DEM,129,42,69,18,0
Hardin,9,Proposition #6,,No,DEM,5,3,2,0,0
Hardin,9,Proposition #7,,Yes,DEM,127,42,68,17,0
Hardin,9,Proposition #7,,No,DEM,8,4,3,1,0
Hardin,9,Proposition #8,,Yes,DEM,133,45,70,18,0
Hardin,9,Proposition #8,,No,DEM,3,1,2,0,0
Hardin,9,Proposition #9,,Yes,DEM,130,43,70,17,0
Hardin,9,Proposition #9,,No,DEM,3,3,0,0,0
Hardin,9,Proposition #10,,Yes,DEM,126,42,68,16,0
Hardin,9,Proposition #10,,No,DEM,10,4,4,2,0
Hardin,9,Proposition #11,,Yes,DEM,122,39,67,16,0
Hardin,9,Proposition #11,,No,DEM,13,7,4,2,0
Hardin,10,President,,Michael R. Bloomberg,DEM,31,12,14,5,0
Hardin,10,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,10,President,,Amy Klobuchar,DEM,2,2,0,0,0
Hardin,10,President,,Pete Buttigieg,DEM,5,1,0,4,0
Hardin,10,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,10,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,10,President,,Andrew Yang,DEM,2,1,1,0,0
Hardin,10,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,10,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,10,President,,Michael Bennet,DEM,1,1,0,0,0
Hardin,10,President,,Elizabeth Warren,DEM,7,5,2,0,0
Hardin,10,President,,Marianne Williamson,DEM,1,0,1,0,0
Hardin,10,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,10,President,,Joseph R. Biden,DEM,104,28,61,15,0
Hardin,10,President,,Julián Castro,DEM,1,0,1,0,0
Hardin,10,President,,Bernie Sanders,DEM,25,8,16,1,0
Hardin,10,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,10,United States Senator,,Sema Hernandez,DEM,9,3,3,3,0
Hardin,10,United States Senator,,D. R. Hunter,DEM,6,0,6,0,0
Hardin,10,United States Senator,,Adrian Ocegueda,DEM,1,1,0,0,0
Hardin,10,United States Senator,,Amanda K. Edwards,DEM,25,11,10,4,0
Hardin,10,United States Senator,,Cristina Tzintzun Ramirez,DEM,5,2,2,1,0
Hardin,10,United States Senator,,Victor Hugo Harris,DEM,6,1,5,0,0
Hardin,10,United States Senator,,"Annie ""Mamá"" Garcia",DEM,6,0,4,2,0
Hardin,10,United States Senator,,Michael Cooper,DEM,33,9,21,3,0
Hardin,10,United States Senator,,Jack Daniel Foster Jr,DEM,7,3,3,1,0
Hardin,10,United States Senator,,Chris Bell,DEM,22,7,13,2,0
Hardin,10,United States Senator,,"Mary ""MJ"" Hegar",DEM,13,3,7,3,0
Hardin,10,United States Senator,,Royce West,DEM,26,14,7,5,0
Hardin,10,United States Representative,36,Rashad Lewis,DEM,125,38,66,21,0
Hardin,10,Railroad Commissioner,,Chrysta Castañeda,DEM,20,5,9,6,0
Hardin,10,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,62,18,38,6,0
Hardin,10,Railroad Commissioner,,Kelly Stone,DEM,36,14,15,7,0
Hardin,10,Railroad Commissioner,,Mark Watson,DEM,34,14,16,4,0
Hardin,10,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,112,36,58,18,0
Hardin,10,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,40,15,19,6,0
Hardin,10,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,101,34,52,15,0
Hardin,10,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,47,15,23,9,0
Hardin,10,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,53,17,26,10,0
Hardin,10,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,97,34,49,14,0
Hardin,10,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,75,23,37,15,0
Hardin,10,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,73,27,37,9,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,95,31,47,17,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,24,11,13,0,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,30,9,14,7,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,36,15,15,6,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,113,35,60,18,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,132,44,66,22,0
Hardin,10,County Chairman,,Vickie Brekel,DEM,137,45,70,22,0
Hardin,10,Proposition #1,,Yes,DEM,168,57,89,22,0
Hardin,10,Proposition #1,,No,DEM,6,1,3,2,0
Hardin,10,Proposition #2,,Yes,DEM,164,57,85,22,0
Hardin,10,Proposition #2,,No,DEM,8,1,5,2,0
Hardin,10,Proposition #3,,Yes,DEM,170,56,91,23,0
Hardin,10,Proposition #3,,No,DEM,4,1,1,2,0
Hardin,10,Proposition #4,,Yes,DEM,167,57,88,22,0
Hardin,10,Proposition #4,,No,DEM,6,0,3,3,0
Hardin,10,Proposition #5,,Yes,DEM,170,58,89,23,0
Hardin,10,Proposition #5,,No,DEM,4,0,2,2,0
Hardin,10,Proposition #6,,Yes,DEM,171,57,90,24,0
Hardin,10,Proposition #6,,No,DEM,2,0,1,1,0
Hardin,10,Proposition #7,,Yes,DEM,160,56,82,22,0
Hardin,10,Proposition #7,,No,DEM,8,0,6,2,0
Hardin,10,Proposition #8,,Yes,DEM,167,57,87,23,0
Hardin,10,Proposition #8,,No,DEM,5,1,3,1,0
Hardin,10,Proposition #9,,Yes,DEM,167,56,88,23,0
Hardin,10,Proposition #9,,No,DEM,6,1,3,2,0
Hardin,10,Proposition #10,,Yes,DEM,156,51,85,20,0
Hardin,10,Proposition #10,,No,DEM,13,5,4,4,0
Hardin,10,Proposition #11,,Yes,DEM,155,53,84,18,0
Hardin,10,Proposition #11,,No,DEM,12,4,6,2,0
Hardin,11,President,,Michael R. Bloomberg,DEM,8,0,8,0,0
Hardin,11,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,11,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,11,President,,Pete Buttigieg,DEM,0,0,0,0,0
Hardin,11,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,11,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,11,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,11,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,11,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,11,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,11,President,,Elizabeth Warren,DEM,2,0,2,0,0
Hardin,11,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,11,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,11,President,,Joseph R. Biden,DEM,19,1,16,2,0
Hardin,11,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,11,President,,Bernie Sanders,DEM,6,2,3,1,0
