county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail,provisional
Hardin,8,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,186,65,119,2,0
Hardin,8,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,186,64,120,2,0
Hardin,8,State Representative,19,James White,REP,211,72,137,2,0
Hardin,8,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,63,23,39,1,0
Hardin,8,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,30,9,21,0,0
Hardin,8,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,31,10,21,0,0
Hardin,8,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,18,2,15,1,0
Hardin,8,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,44,19,25,0,0
Hardin,8,"District Judge, 88th Judicial District",,Earl Stover III,REP,198,68,128,2,0
Hardin,8,"District Judge, 356th Judicial District",,Steve Thomas,REP,194,68,124,2,0
Hardin,8,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,196,68,126,2,0
Hardin,8,County Attorney,,Matthew Minick,REP,187,65,120,2,0
Hardin,8,Sheriff,,Mark L. Davis,REP,195,69,124,2,0
Hardin,8,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,203,72,129,2,0
Hardin,8,"Constable, Precinct No. 3",,"Robert ""Trey"" Brothers",REP,138,52,84,2,0
Hardin,8,"Constable, Precinct No. 3",,Billy Malone,REP,85,30,55,0,0
Hardin,8,County Chairman,,Kent Batman,REP,191,69,120,2,0
Hardin,8,Proposition 1,,Yes,REP,208,80,127,1,0
Hardin,8,Proposition 1,,No,REP,27,7,20,0,0
Hardin,8,Proposition 2,,Yes,REP,212,80,131,1,0
Hardin,8,Proposition 2,,No,REP,22,7,15,0,0
Hardin,8,Proposition 3,,Yes,REP,232,86,144,2,0
Hardin,8,Proposition 3,,No,REP,4,2,2,0,0
Hardin,8,Proposition 4,,Yes,REP,238,89,147,2,0
Hardin,8,Proposition 4,,No,REP,5,1,4,0,0
Hardin,8,Proposition 5,,Yes,REP,221,81,138,2,0
Hardin,8,Proposition 5,,No,REP,18,6,12,0,0
Hardin,8,Proposition 6,,Yes,REP,236,86,148,2,0
Hardin,8,Proposition 6,,No,REP,4,2,2,0,0
Hardin,8,Proposition 7,,Yes,REP,238,88,148,2,0
Hardin,8,Proposition 7,,No,REP,3,1,2,0,0
Hardin,8,Proposition 8,,Yes,REP,241,90,149,2,0
Hardin,8,Proposition 8,,No,REP,1,0,1,0,0
Hardin,8,Proposition 9,,Yes,REP,231,86,143,2,0
Hardin,8,Proposition 9,,No,REP,9,2,7,0,0
Hardin,8,Proposition 10,,Yes,REP,218,81,135,2,0
Hardin,8,Proposition 10,,No,REP,21,8,13,0,0
Hardin,9,President,,Joe Walsh,REP,2,2,0,0,0
Hardin,9,President,,Zoltan G. Istvan,REP,1,1,0,0,0
Hardin,9,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,9,President,,Bill Weld,REP,5,3,2,0,0
Hardin,9,President,,Bob Ely,REP,0,0,0,0,0
Hardin,9,President,,Matthew John Matern,REP,1,0,1,0,0
Hardin,9,President,,Donald J. Trump,REP,669,393,267,9,0
Hardin,9,President,,Uncommitted,REP,19,9,10,0,0
Hardin,9,United States Senator,,John Anthony Castro,REP,31,18,13,0,0
Hardin,9,United States Senator,,Mark Yancey,REP,34,12,22,0,0
Hardin,9,United States Senator,,Virgil Bierschwale,REP,2,1,1,0,0
Hardin,9,United States Senator,,John Cornyn,REP,516,318,189,9,0
Hardin,9,United States Senator,,Dwayne Stovall,REP,92,47,45,0,0
Hardin,9,United States Representative,36,RJ Boatman,REP,38,16,22,0,0
Hardin,9,United States Representative,36,Brian Babin,REP,658,391,258,9,0
Hardin,9,Railroad Commissioner,,Ryan Sitton,REP,204,117,84,3,0
Hardin,9,Railroad Commissioner,,"James ""Jim"" Wright",REP,404,236,164,4,0
Hardin,9,"Chief Justice, Supreme Court",,Nathan Hecht,REP,555,316,230,9,0
Hardin,9,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,549,315,225,9,0
Hardin,9,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,549,316,224,9,0
Hardin,9,"Justice, Supreme Court, Place 8",,Brett Busby,REP,546,313,224,9,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,287,160,121,6,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,308,183,122,3,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,536,308,219,9,0
Hardin,9,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,538,308,221,9,0
Hardin,9,State Representative,19,James White,REP,599,344,246,9,0
Hardin,9,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,174,98,73,3,0
Hardin,9,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,75,47,28,0,0
Hardin,9,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,138,75,60,3,0
Hardin,9,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,63,39,24,0,0
Hardin,9,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,109,60,46,3,0
Hardin,9,"District Judge, 88th Judicial District",,Earl Stover III,REP,592,345,238,9,0
Hardin,9,"District Judge, 356th Judicial District",,Steve Thomas,REP,565,330,226,9,0
Hardin,9,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,573,331,233,9,0
Hardin,9,County Attorney,,Matthew Minick,REP,542,315,218,9,0
Hardin,9,Sheriff,,Mark L. Davis,REP,599,351,239,9,0
Hardin,9,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,596,344,243,9,0
Hardin,9,"County Commissioner, Precinct 1",,L.W. (Nubbin) Cooper Jr.,REP,583,336,238,9,0
Hardin,9,"Constable, Precinct No. 1",,Carlos Montalvo,REP,213,96,116,1,0
Hardin,9,"Constable, Precinct No. 1",,Kenny Davenport,REP,476,304,164,8,0
Hardin,9,County Chairman,,Kent Batman,REP,541,315,217,9,0
Hardin,9,Proposition 1,,Yes,REP,608,351,248,9,0
Hardin,9,Proposition 1,,No,REP,87,56,31,0,0
Hardin,9,Proposition 2,,Yes,REP,616,355,252,9,0
Hardin,9,Proposition 2,,No,REP,78,50,28,0,0
Hardin,9,Proposition 3,,Yes,REP,644,379,256,9,0
Hardin,9,Proposition 3,,No,REP,46,26,20,0,0
Hardin,9,Proposition 4,,Yes,REP,664,389,266,9,0
Hardin,9,Proposition 4,,No,REP,29,14,15,0,0
Hardin,9,Proposition 5,,Yes,REP,615,355,251,9,0
Hardin,9,Proposition 5,,No,REP,75,47,28,0,0
Hardin,9,Proposition 6,,Yes,REP,672,389,274,9,0
Hardin,9,Proposition 6,,No,REP,24,16,8,0,0
Hardin,9,Proposition 7,,Yes,REP,692,405,278,9,0
Hardin,9,Proposition 7,,No,REP,7,3,4,0,0
Hardin,9,Proposition 8,,Yes,REP,687,404,274,9,0
Hardin,9,Proposition 8,,No,REP,9,3,6,0,0
Hardin,9,Proposition 9,,Yes,REP,665,386,270,9,0
Hardin,9,Proposition 9,,No,REP,27,19,8,0,0
Hardin,9,Proposition 10,,Yes,REP,632,369,256,7,0
Hardin,9,Proposition 10,,No,REP,55,35,18,2,0
Hardin,10,President,,Joe Walsh,REP,2,2,0,0,0
Hardin,10,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,10,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,10,President,,Bill Weld,REP,1,0,1,0,0
Hardin,10,President,,Bob Ely,REP,0,0,0,0,0
Hardin,10,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,10,President,,Donald J. Trump,REP,200,88,105,7,0
Hardin,10,President,,Uncommitted,REP,5,1,3,1,0
Hardin,10,United States Senator,,John Anthony Castro,REP,4,2,2,0,0
Hardin,10,United States Senator,,Mark Yancey,REP,16,7,9,0,0
Hardin,10,United States Senator,,Virgil Bierschwale,REP,1,0,1,0,0
Hardin,10,United States Senator,,John Cornyn,REP,146,59,80,7,0
Hardin,10,United States Senator,,Dwayne Stovall,REP,35,17,17,1,0
Hardin,10,United States Representative,36,RJ Boatman,REP,11,5,5,1,0
Hardin,10,United States Representative,36,Brian Babin,REP,195,84,104,7,0
Hardin,10,Railroad Commissioner,,Ryan Sitton,REP,50,19,29,2,0
Hardin,10,Railroad Commissioner,,"James ""Jim"" Wright",REP,135,59,70,6,0
Hardin,10,"Chief Justice, Supreme Court",,Nathan Hecht,REP,166,70,88,8,0
Hardin,10,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,169,70,91,8,0
Hardin,10,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,169,71,90,8,0
Hardin,10,"Justice, Supreme Court, Place 8",,Brett Busby,REP,170,72,90,8,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,99,44,49,6,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,86,35,49,2,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,164,71,85,8,0
Hardin,10,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,163,71,84,8,0
Hardin,10,State Representative,19,James White,REP,175,73,94,8,0
Hardin,10,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,73,37,33,3,0
Hardin,10,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,20,9,11,0,0
Hardin,10,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,31,11,18,2,0
Hardin,10,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,16,6,8,2,0
Hardin,10,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,30,13,16,1,0
Hardin,10,"District Judge, 88th Judicial District",,Earl Stover III,REP,177,74,95,8,0
Hardin,10,"District Judge, 356th Judicial District",,Steve Thomas,REP,171,73,90,8,0
Hardin,10,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,168,73,87,8,0
Hardin,10,County Attorney,,Matthew Minick,REP,163,72,83,8,0
Hardin,10,Sheriff,,Mark L. Davis,REP,180,78,94,8,0
Hardin,10,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,179,78,93,8,0
Hardin,10,"County Commissioner, Precinct 1",,L.W. (Nubbin) Cooper Jr.,REP,174,78,88,8,0
Hardin,10,"Constable, Precinct No. 1",,Carlos Montalvo,REP,48,18,29,1,0
Hardin,10,"Constable, Precinct No. 1",,Kenny Davenport,REP,157,69,81,7,0
Hardin,10,County Chairman,,Kent Batman,REP,164,71,85,8,0
Hardin,10,Proposition 1,,Yes,REP,181,75,100,6,0
Hardin,10,Proposition 1,,No,REP,24,13,9,2,0
Hardin,10,Proposition 2,,Yes,REP,175,72,98,5,0
Hardin,10,Proposition 2,,No,REP,28,16,10,2,0
Hardin,10,Proposition 3,,Yes,REP,190,84,102,4,0
Hardin,10,Proposition 3,,No,REP,12,3,6,3,0
Hardin,10,Proposition 4,,Yes,REP,204,88,108,8,0
Hardin,10,Proposition 4,,No,REP,2,1,1,0,0
Hardin,10,Proposition 5,,Yes,REP,194,82,104,8,0
Hardin,10,Proposition 5,,No,REP,13,7,6,0,0
Hardin,10,Proposition 6,,Yes,REP,200,83,109,8,0
Hardin,10,Proposition 6,,No,REP,8,7,1,0,0
Hardin,10,Proposition 7,,Yes,REP,203,89,107,7,0
Hardin,10,Proposition 7,,No,REP,3,0,3,0,0
Hardin,10,Proposition 8,,Yes,REP,207,89,110,8,0
Hardin,10,Proposition 8,,No,REP,0,0,0,0,0
Hardin,10,Proposition 9,,Yes,REP,199,84,107,8,0
Hardin,10,Proposition 9,,No,REP,6,5,1,0,0
Hardin,10,Proposition 10,,Yes,REP,189,78,104,7,0
Hardin,10,Proposition 10,,No,REP,17,11,5,1,0
Hardin,11,President,,Joe Walsh,REP,1,1,0,0,0
Hardin,11,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,11,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,11,President,,Bill Weld,REP,0,0,0,0,0
Hardin,11,President,,Bob Ely,REP,0,0,0,0,0
Hardin,11,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,11,President,,Donald J. Trump,REP,196,68,128,0,0
Hardin,11,President,,Uncommitted,REP,2,0,2,0,0
Hardin,11,United States Senator,,John Anthony Castro,REP,10,3,7,0,0
Hardin,11,United States Senator,,Mark Yancey,REP,12,5,7,0,0
Hardin,11,United States Senator,,Virgil Bierschwale,REP,2,0,2,0,0
Hardin,11,United States Senator,,John Cornyn,REP,136,46,90,0,0
Hardin,11,United States Senator,,Dwayne Stovall,REP,28,11,17,0,0
Hardin,11,United States Representative,36,RJ Boatman,REP,17,9,8,0,0
Hardin,11,United States Representative,36,Brian Babin,REP,179,59,120,0,0
Hardin,11,Railroad Commissioner,,Ryan Sitton,REP,46,25,21,0,0
Hardin,11,Railroad Commissioner,,"James ""Jim"" Wright",REP,133,38,95,0,0
Hardin,11,"Chief Justice, Supreme Court",,Nathan Hecht,REP,154,55,99,0,0
Hardin,11,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,153,54,99,0,0
Hardin,11,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,150,54,96,0,0
Hardin,11,"Justice, Supreme Court, Place 8",,Brett Busby,REP,149,55,94,0,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,104,38,66,0,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,72,22,50,0,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,149,54,95,0,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,150,54,96,0,0
Hardin,11,State Representative,19,James White,REP,164,56,108,0,0
Hardin,11,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,40,17,23,0,0
Hardin,11,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,19,5,14,0,0
Hardin,11,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,30,11,19,0,0
Hardin,11,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,17,7,10,0,0
Hardin,11,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,61,19,42,0,0
Hardin,11,"District Judge, 88th Judicial District",,Earl Stover III,REP,162,57,105,0,0
Hardin,11,"District Judge, 356th Judicial District",,Steve Thomas,REP,158,57,101,0,0
Hardin,11,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,156,57,99,0,0
Hardin,11,County Attorney,,Matthew Minick,REP,153,56,97,0,0
Hardin,11,Sheriff,,Mark L. Davis,REP,167,60,107,0,0
Hardin,11,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,165,59,106,0,0
Hardin,11,"Constable, Precinct No. 2",,Ben Hawthorne,REP,161,60,101,0,0
Hardin,11,County Chairman,,Kent Batman,REP,152,56,96,0,0
Hardin,11,Proposition 1,,Yes,REP,164,56,108,0,0
Hardin,11,Proposition 1,,No,REP,36,12,24,0,0
Hardin,11,Proposition 2,,Yes,REP,172,58,114,0,0
Hardin,11,Proposition 2,,No,REP,26,9,17,0,0
Hardin,11,Proposition 3,,Yes,REP,183,63,120,0,0
Hardin,11,Proposition 3,,No,REP,13,3,10,0,0
Hardin,11,Proposition 4,,Yes,REP,191,67,124,0,0
Hardin,11,Proposition 4,,No,REP,5,1,4,0,0
Hardin,11,Proposition 5,,Yes,REP,182,59,123,0,0
Hardin,11,Proposition 5,,No,REP,14,9,5,0,0
Hardin,11,Proposition 6,,Yes,REP,194,67,127,0,0
Hardin,11,Proposition 6,,No,REP,2,1,1,0,0
Hardin,11,Proposition 7,,Yes,REP,195,68,127,0,0
Hardin,11,Proposition 7,,No,REP,0,0,0,0,0
Hardin,11,Proposition 8,,Yes,REP,196,68,128,0,0
Hardin,11,Proposition 8,,No,REP,0,0,0,0,0
Hardin,11,Proposition 9,,Yes,REP,184,63,121,0,0
Hardin,11,Proposition 9,,No,REP,11,5,6,0,0
Hardin,11,Proposition 10,,Yes,REP,182,62,120,0,0
Hardin,11,Proposition 10,,No,REP,11,5,6,0,0
Hardin,12,President,,Joe Walsh,REP,1,1,0,0,0
Hardin,12,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,12,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,12,President,,Bill Weld,REP,0,0,0,0,0
Hardin,12,President,,Bob Ely,REP,0,0,0,0,0
Hardin,12,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,12,President,,Donald J. Trump,REP,292,178,112,2,0
Hardin,12,President,,Uncommitted,REP,5,4,1,0,0
Hardin,12,United States Senator,,John Anthony Castro,REP,10,5,5,0,0
Hardin,12,United States Senator,,Mark Yancey,REP,17,10,7,0,0
Hardin,12,United States Senator,,Virgil Bierschwale,REP,0,0,0,0,0
Hardin,12,United States Senator,,John Cornyn,REP,196,129,66,1,0
Hardin,12,United States Senator,,Dwayne Stovall,REP,55,29,25,1,0
Hardin,12,United States Representative,36,RJ Boatman,REP,15,5,10,0,0
Hardin,12,United States Representative,36,Brian Babin,REP,276,174,100,2,0
Hardin,12,Railroad Commissioner,,Ryan Sitton,REP,61,36,24,1,0
Hardin,12,Railroad Commissioner,,"James ""Jim"" Wright",REP,204,130,73,1,0
Hardin,12,"Chief Justice, Supreme Court",,Nathan Hecht,REP,231,141,89,1,0
Hardin,12,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,231,140,90,1,0
Hardin,12,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,229,139,89,1,0
Hardin,12,"Justice, Supreme Court, Place 8",,Brett Busby,REP,228,140,87,1,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,154,97,57,0,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,105,65,38,2,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,226,139,86,1,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,223,136,86,1,0
Hardin,12,State Representative,19,James White,REP,248,151,96,1,0
Hardin,12,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,78,44,34,0,0
Hardin,12,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,41,26,14,1,0
Hardin,12,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,52,38,14,0,0
Hardin,12,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,23,13,10,0,0
Hardin,12,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,49,35,14,0,0
Hardin,12,"District Judge, 88th Judicial District",,Earl Stover III,REP,240,144,95,1,0
Hardin,12,"District Judge, 356th Judicial District",,Steve Thomas,REP,237,146,90,1,0
Hardin,12,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,228,141,86,1,0
Hardin,12,County Attorney,,Matthew Minick,REP,221,135,85,1,0
Hardin,12,Sheriff,,Mark L. Davis,REP,238,144,93,1,0
Hardin,12,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,244,146,97,1,0
Hardin,12,"Constable, Precinct No. 3",,"Robert ""Trey"" Brothers",REP,140,76,64,0,0
Hardin,12,"Constable, Precinct No. 3",,Billy Malone,REP,152,103,47,2,0
Hardin,12,County Chairman,,Kent Batman,REP,215,132,82,1,0
Hardin,12,Proposition 1,,Yes,REP,264,159,103,2,0
Hardin,12,Proposition 1,,No,REP,31,21,10,0,0
Hardin,12,Proposition 2,,Yes,REP,261,157,102,2,0
Hardin,12,Proposition 2,,No,REP,34,23,11,0,0
Hardin,12,Proposition 3,,Yes,REP,279,169,108,2,0
Hardin,12,Proposition 3,,No,REP,15,12,3,0,0
Hardin,12,Proposition 4,,Yes,REP,291,177,112,2,0
Hardin,12,Proposition 4,,No,REP,4,3,1,0,0
Hardin,12,Proposition 5,,Yes,REP,274,167,105,2,0
Hardin,12,Proposition 5,,No,REP,19,13,6,0,0
Hardin,12,Proposition 6,,Yes,REP,280,167,111,2,0
Hardin,12,Proposition 6,,No,REP,13,12,1,0,0
Hardin,12,Proposition 7,,Yes,REP,294,179,113,2,0
Hardin,12,Proposition 7,,No,REP,1,1,0,0,0
Hardin,12,Proposition 8,,Yes,REP,293,178,113,2,0
Hardin,12,Proposition 8,,No,REP,3,3,0,0,0
Hardin,12,Proposition 9,,Yes,REP,277,169,106,2,0
Hardin,12,Proposition 9,,No,REP,18,11,7,0,0
Hardin,12,Proposition 10,,Yes,REP,272,166,104,2,0
Hardin,12,Proposition 10,,No,REP,21,13,8,0,0
Hardin,13,President,,Joe Walsh,REP,1,1,0,0,0
Hardin,13,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,13,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,13,President,,Bill Weld,REP,1,0,1,0,0
Hardin,13,President,,Bob Ely,REP,0,0,0,0,0
Hardin,13,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,13,President,,Donald J. Trump,REP,493,226,257,10,0
Hardin,13,President,,Uncommitted,REP,6,2,4,0,0
Hardin,13,United States Senator,,John Anthony Castro,REP,17,5,12,0,0
Hardin,13,United States Senator,,Mark Yancey,REP,25,11,14,0,0
Hardin,13,United States Senator,,Virgil Bierschwale,REP,7,1,6,0,0
Hardin,13,United States Senator,,John Cornyn,REP,361,174,177,10,0
Hardin,13,United States Senator,,Dwayne Stovall,REP,73,33,40,0,0
Hardin,13,United States Representative,36,RJ Boatman,REP,17,8,9,0,0
Hardin,13,United States Representative,36,Brian Babin,REP,477,218,249,10,0
Hardin,13,Railroad Commissioner,,Ryan Sitton,REP,157,75,79,3,0
Hardin,13,Railroad Commissioner,,"James ""Jim"" Wright",REP,292,128,159,5,0
Hardin,13,"Chief Justice, Supreme Court",,Nathan Hecht,REP,427,195,224,8,0
Hardin,13,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,423,194,221,8,0
Hardin,13,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,424,194,222,8,0
Hardin,13,"Justice, Supreme Court, Place 8",,Brett Busby,REP,423,194,221,8,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,256,116,135,5,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,176,85,88,3,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,417,192,217,8,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,418,192,217,9,0
Hardin,13,State Representative,19,James White,REP,446,206,230,10,0
Hardin,13,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,87,41,45,1,0
Hardin,13,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,80,32,46,2,0
Hardin,13,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,90,37,50,3,0
Hardin,13,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,49,31,17,1,0
Hardin,13,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,101,51,49,1,0
Hardin,13,"District Judge, 88th Judicial District",,Earl Stover III,REP,431,197,226,8,0
Hardin,13,"District Judge, 356th Judicial District",,Steve Thomas,REP,426,195,221,10,0
Hardin,13,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,419,190,221,8,0
Hardin,13,County Attorney,,Matthew Minick,REP,413,187,218,8,0
Hardin,13,Sheriff,,Mark L. Davis,REP,428,201,219,8,0
Hardin,13,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,435,201,224,10,0
Hardin,13,"Constable, Precinct No. 5",,Danny Sullins,REP,434,197,227,10,0
Hardin,13,County Chairman,,Kent Batman,REP,413,191,212,10,0
Hardin,13,Proposition 1,,Yes,REP,442,202,232,8,0
Hardin,13,Proposition 1,,No,REP,53,23,28,2,0
Hardin,13,Proposition 2,,Yes,REP,446,200,236,10,0
Hardin,13,Proposition 2,,No,REP,48,23,25,0,0
Hardin,13,Proposition 3,,Yes,REP,481,216,255,10,0
Hardin,13,Proposition 3,,No,REP,10,7,3,0,0
Hardin,13,Proposition 4,,Yes,REP,476,218,248,10,0
Hardin,13,Proposition 4,,No,REP,17,7,10,0,0
Hardin,13,Proposition 5,,Yes,REP,460,210,241,9,0
Hardin,13,Proposition 5,,No,REP,34,15,18,1,0
Hardin,13,Proposition 6,,Yes,REP,484,218,257,9,0
Hardin,13,Proposition 6,,No,REP,14,9,4,1,0
Hardin,13,Proposition 7,,Yes,REP,493,225,258,10,0
Hardin,13,Proposition 7,,No,REP,5,2,3,0,0
Hardin,13,Proposition 8,,Yes,REP,493,226,257,10,0
Hardin,13,Proposition 8,,No,REP,5,1,4,0,0
Hardin,13,Proposition 9,,Yes,REP,458,213,235,10,0
Hardin,13,Proposition 9,,No,REP,38,14,24,0,0
Hardin,13,Proposition 10,,Yes,REP,458,210,238,10,0
Hardin,13,Proposition 10,,No,REP,35,15,20,0,0
Hardin,14,President,,Joe Walsh,REP,3,1,2,0,0
Hardin,14,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,14,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,14,President,,Bill Weld,REP,1,0,1,0,0
Hardin,14,President,,Bob Ely,REP,0,0,0,0,0
Hardin,14,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,14,President,,Donald J. Trump,REP,464,137,326,1,0
Hardin,14,President,,Uncommitted,REP,12,4,8,0,0
Hardin,14,United States Senator,,John Anthony Castro,REP,12,2,10,0,0
Hardin,14,United States Senator,,Mark Yancey,REP,30,9,21,0,0
Hardin,14,United States Senator,,Virgil Bierschwale,REP,2,0,2,0,0
Hardin,14,United States Senator,,John Cornyn,REP,343,104,238,1,0
Hardin,14,United States Senator,,Dwayne Stovall,REP,62,20,42,0,0
Hardin,14,United States Representative,36,RJ Boatman,REP,20,4,16,0,0
Hardin,14,United States Representative,36,Brian Babin,REP,448,138,309,1,0
Hardin,14,Railroad Commissioner,,Ryan Sitton,REP,157,49,107,1,0
Hardin,14,Railroad Commissioner,,"James ""Jim"" Wright",REP,254,77,177,0,0
Hardin,14,"Chief Justice, Supreme Court",,Nathan Hecht,REP,370,107,262,1,0
Hardin,14,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,369,107,261,1,0
Hardin,14,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,370,106,263,1,0
Hardin,14,"Justice, Supreme Court, Place 8",,Brett Busby,REP,365,105,259,1,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,241,82,158,1,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,149,37,112,0,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,357,104,252,1,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,357,104,252,1,0
Hardin,14,State Representative,19,James White,REP,387,116,270,1,0
Hardin,14,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,100,34,66,0,0
