county,precinct,office,district,party,candidate,mail,early_voting,election_day_mail,election_day,votes
Atascosa,24,U.S. House,28,REP,Sandra Whitten,25,590,0,95,710
Atascosa,1,U.S. House,28,DEM,Henry Cuellar,41,123,0,24,188
Atascosa,2,U.S. House,28,DEM,Henry Cuellar,39,246,0,59,344
Atascosa,3,U.S. House,28,DEM,Henry Cuellar,76,276,0,88,440
Atascosa,4,U.S. House,28,DEM,Henry Cuellar,7,8,0,28,43
Atascosa,5,U.S. House,28,DEM,Henry Cuellar,59,378,0,101,538
Atascosa,6,U.S. House,28,DEM,Henry Cuellar,3,12,0,2,17
Atascosa,7,U.S. House,28,DEM,Henry Cuellar,71,264,1,117,453
Atascosa,8,U.S. House,28,DEM,Henry Cuellar,16,111,0,33,160
Atascosa,9,U.S. House,28,DEM,Henry Cuellar,2,18,0,3,23
Atascosa,10,U.S. House,28,DEM,Henry Cuellar,35,228,0,106,369
Atascosa,11,U.S. House,28,DEM,Henry Cuellar,8,2,0,3,13
Atascosa,12,U.S. House,28,DEM,Henry Cuellar,37,220,0,66,323
Atascosa,13,U.S. House,28,DEM,Henry Cuellar,110,451,0,79,640
Atascosa,14,U.S. House,28,DEM,Henry Cuellar,19,105,0,19,143
Atascosa,15,U.S. House,28,DEM,Henry Cuellar,121,384,2,95,602
Atascosa,16,U.S. House,28,DEM,Henry Cuellar,12,53,0,22,87
Atascosa,17,U.S. House,28,DEM,Henry Cuellar,93,558,0,157,808
Atascosa,18,U.S. House,28,DEM,Henry Cuellar,59,272,0,218,549
Atascosa,19,U.S. House,28,DEM,Henry Cuellar,15,79,0,19,113
Atascosa,20,U.S. House,28,DEM,Henry Cuellar,141,614,1,107,863
Atascosa,21,U.S. House,28,DEM,Henry Cuellar,7,20,0,7,34
Atascosa,22,U.S. House,28,DEM,Henry Cuellar,17,97,0,36,150
Atascosa,23,U.S. House,28,DEM,Henry Cuellar,29,138,0,36,203
Atascosa,24,U.S. House,28,DEM,Henry Cuellar,60,361,0,63,484
Atascosa,1,U.S. House,28,LIB,Bekah Congdon,0,5,0,1,6
Atascosa,2,U.S. House,28,LIB,Bekah Congdon,3,17,0,3,23
Atascosa,3,U.S. House,28,LIB,Bekah Congdon,0,14,0,2,16
Atascosa,4,U.S. House,28,LIB,Bekah Congdon,0,1,0,1,2
Atascosa,5,U.S. House,28,LIB,Bekah Congdon,2,10,0,7,19
Atascosa,6,U.S. House,28,LIB,Bekah Congdon,0,0,0,0,0
Atascosa,7,U.S. House,28,LIB,Bekah Congdon,2,14,0,2,18
Atascosa,8,U.S. House,28,LIB,Bekah Congdon,0,5,0,1,6
Atascosa,9,U.S. House,28,LIB,Bekah Congdon,0,2,0,1,3
Atascosa,10,U.S. House,28,LIB,Bekah Congdon,0,8,0,1,9
Atascosa,11,U.S. House,28,LIB,Bekah Congdon,0,0,0,0,0
Atascosa,12,U.S. House,28,LIB,Bekah Congdon,2,6,0,2,10
Atascosa,13,U.S. House,28,LIB,Bekah Congdon,0,17,0,0,17
Atascosa,14,U.S. House,28,LIB,Bekah Congdon,0,2,0,0,2
Atascosa,15,U.S. House,28,LIB,Bekah Congdon,0,14,0,5,19
Atascosa,16,U.S. House,28,LIB,Bekah Congdon,0,2,0,1,3
Atascosa,17,U.S. House,28,LIB,Bekah Congdon,1,10,0,2,13
Atascosa,18,U.S. House,28,LIB,Bekah Congdon,0,4,0,6,10
Atascosa,19,U.S. House,28,LIB,Bekah Congdon,0,2,0,1,3
Atascosa,20,U.S. House,28,LIB,Bekah Congdon,2,24,0,10,36
Atascosa,21,U.S. House,28,LIB,Bekah Congdon,2,0,0,0,2
Atascosa,22,U.S. House,28,LIB,Bekah Congdon,0,3,0,0,3
Atascosa,23,U.S. House,28,LIB,Bekah Congdon,0,11,0,2,13
Atascosa,24,U.S. House,28,LIB,Bekah Congdon,1,19,0,4,24
Atascosa,1,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,2,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,3,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,4,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,5,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,6,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,7,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,8,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,9,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,10,U.S. House,28,,Over Votes,1,0,0,0,1
Atascosa,11,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,12,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,13,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,14,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,15,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,16,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,17,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,18,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,19,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,20,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,21,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,22,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,23,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,24,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,1,U.S. House,28,,Under Votes,0,3,0,0,3
Atascosa,2,U.S. House,28,,Under Votes,0,5,0,4,9
Atascosa,3,U.S. House,28,,Under Votes,1,11,0,4,16
Atascosa,4,U.S. House,28,,Under Votes,0,0,0,2,2
Atascosa,5,U.S. House,28,,Under Votes,1,14,0,8,23
Atascosa,6,U.S. House,28,,Under Votes,0,0,0,0,0
Atascosa,7,U.S. House,28,,Under Votes,3,9,0,6,18
Atascosa,8,U.S. House,28,,Under Votes,2,4,0,2,8
Atascosa,9,U.S. House,28,,Under Votes,0,2,0,0,2
Atascosa,10,U.S. House,28,,Under Votes,4,13,0,5,22
Atascosa,11,U.S. House,28,,Under Votes,0,0,0,3,3
Atascosa,12,U.S. House,28,,Under Votes,3,8,0,1,12
Atascosa,13,U.S. House,28,,Under Votes,2,16,0,6,24
Atascosa,14,U.S. House,28,,Under Votes,0,4,0,1,5
Atascosa,15,U.S. House,28,,Under Votes,5,12,0,7,24
Atascosa,16,U.S. House,28,,Under Votes,1,3,0,0,4
Atascosa,17,U.S. House,28,,Under Votes,2,26,0,4,32
Atascosa,18,U.S. House,28,,Under Votes,2,17,0,9,28
Atascosa,19,U.S. House,28,,Under Votes,1,7,0,3,11
Atascosa,20,U.S. House,28,,Under Votes,1,18,0,3,22
Atascosa,21,U.S. House,28,,Under Votes,1,1,0,0,2
Atascosa,22,U.S. House,28,,Under Votes,0,7,0,6,13
Atascosa,23,U.S. House,28,,Under Votes,0,5,0,1,6
Atascosa,24,U.S. House,28,,Under Votes,1,15,0,1,17
Atascosa,1,Railroad Commissioner,,REP,"James ""Jim"" Wright",23,354,1,62,440
Atascosa,2,Railroad Commissioner,,REP,"James ""Jim"" Wright",27,321,1,81,430
Atascosa,3,Railroad Commissioner,,REP,"James ""Jim"" Wright",44,493,0,120,657
Atascosa,4,Railroad Commissioner,,REP,"James ""Jim"" Wright",2,26,0,43,71
Atascosa,5,Railroad Commissioner,,REP,"James ""Jim"" Wright",25,465,0,92,582
Atascosa,6,Railroad Commissioner,,REP,"James ""Jim"" Wright",7,63,0,5,75
Atascosa,7,Railroad Commissioner,,REP,"James ""Jim"" Wright",34,436,0,155,625
Atascosa,8,Railroad Commissioner,,REP,"James ""Jim"" Wright",21,172,0,56,249
Atascosa,9,Railroad Commissioner,,REP,"James ""Jim"" Wright",1,99,0,8,108
Atascosa,10,Railroad Commissioner,,REP,"James ""Jim"" Wright",14,355,0,157,526
Atascosa,11,Railroad Commissioner,,REP,"James ""Jim"" Wright",5,12,0,15,32
Atascosa,12,Railroad Commissioner,,REP,"James ""Jim"" Wright",16,381,0,88,485
Atascosa,13,Railroad Commissioner,,REP,"James ""Jim"" Wright",68,957,0,146,1171
Atascosa,14,Railroad Commissioner,,REP,"James ""Jim"" Wright",15,183,0,20,218
Atascosa,15,Railroad Commissioner,,REP,"James ""Jim"" Wright",30,522,0,126,678
Atascosa,16,Railroad Commissioner,,REP,"James ""Jim"" Wright",5,78,0,14,97
Atascosa,17,Railroad Commissioner,,REP,"James ""Jim"" Wright",25,350,0,86,461
Atascosa,18,Railroad Commissioner,,REP,"James ""Jim"" Wright",31,428,0,177,636
Atascosa,19,Railroad Commissioner,,REP,"James ""Jim"" Wright",5,192,0,32,229
Atascosa,20,Railroad Commissioner,,REP,"James ""Jim"" Wright",114,1703,2,266,2085
Atascosa,21,Railroad Commissioner,,REP,"James ""Jim"" Wright",11,100,0,33,144
Atascosa,22,Railroad Commissioner,,REP,"James ""Jim"" Wright",20,267,0,113,400
Atascosa,23,Railroad Commissioner,,REP,"James ""Jim"" Wright",8,186,0,50,244
Atascosa,24,Railroad Commissioner,,REP,"James ""Jim"" Wright",27,593,0,105,725
Atascosa,1,Railroad Commissioner,,DEM,Chrysta Castaneda,30,89,0,20,139
Atascosa,2,Railroad Commissioner,,DEM,Chrysta Castaneda,37,232,0,55,324
Atascosa,3,Railroad Commissioner,,DEM,Chrysta Castaneda,62,223,0,55,340
Atascosa,4,Railroad Commissioner,,DEM,Chrysta Castaneda,7,4,0,19,30
Atascosa,5,Railroad Commissioner,,DEM,Chrysta Castaneda,55,333,0,86,474
Atascosa,6,Railroad Commissioner,,DEM,Chrysta Castaneda,0,4,0,1,5
Atascosa,7,Railroad Commissioner,,DEM,Chrysta Castaneda,58,218,0,86,362
Atascosa,8,Railroad Commissioner,,DEM,Chrysta Castaneda,11,83,0,24,118
Atascosa,9,Railroad Commissioner,,DEM,Chrysta Castaneda,2,10,0,2,14
Atascosa,10,Railroad Commissioner,,DEM,Chrysta Castaneda,40,192,0,85,317
Atascosa,11,Railroad Commissioner,,DEM,Chrysta Castaneda,5,0,0,0,5
Atascosa,12,Railroad Commissioner,,DEM,Chrysta Castaneda,35,189,0,62,286
Atascosa,13,Railroad Commissioner,,DEM,Chrysta Castaneda,85,318,0,52,455
Atascosa,14,Railroad Commissioner,,DEM,Chrysta Castaneda,13,56,0,14,83
Atascosa,15,Railroad Commissioner,,DEM,Chrysta Castaneda,108,308,2,71,489
Atascosa,16,Railroad Commissioner,,DEM,Chrysta Castaneda,10,45,0,13,68
Atascosa,17,Railroad Commissioner,,DEM,Chrysta Castaneda,81,454,0,123,658
Atascosa,18,Railroad Commissioner,,DEM,Chrysta Castaneda,52,192,0,155,399
Atascosa,19,Railroad Commissioner,,DEM,Chrysta Castaneda,13,55,0,16,84
Atascosa,20,Railroad Commissioner,,DEM,Chrysta Castaneda,105,419,0,73,597
Atascosa,21,Railroad Commissioner,,DEM,Chrysta Castaneda,6,17,0,5,28
Atascosa,22,Railroad Commissioner,,DEM,Chrysta Castaneda,12,68,0,21,101
Atascosa,23,Railroad Commissioner,,DEM,Chrysta Castaneda,26,121,0,34,181
Atascosa,24,Railroad Commissioner,,DEM,Chrysta Castaneda,56,342,0,50,448
Atascosa,1,Railroad Commissioner,,LIB,Matt Sterett,0,6,0,1,7
Atascosa,2,Railroad Commissioner,,LIB,Matt Sterett,3,9,0,2,14
Atascosa,3,Railroad Commissioner,,LIB,Matt Sterett,1,11,0,1,13
Atascosa,4,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0,0
Atascosa,5,Railroad Commissioner,,LIB,Matt Sterett,1,10,0,5,16
Atascosa,6,Railroad Commissioner,,LIB,Matt Sterett,0,0,0,0,0
Atascosa,7,Railroad Commissioner,,LIB,Matt Sterett,1,13,0,4,18
Atascosa,8,Railroad Commissioner,,LIB,Matt Sterett,1,5,0,2,8
Atascosa,9,Railroad Commissioner,,LIB,Matt Sterett,0,1,0,1,2
Atascosa,10,Railroad Commissioner,,LIB,Matt Sterett,0,7,0,1,8
Atascosa,11,Railroad Commissioner,,LIB,Matt Sterett,1,0,0,0,1
Atascosa,12,Railroad Commissioner,,LIB,Matt Sterett,1,3,0,2,6
Atascosa,13,Railroad Commissioner,,LIB,Matt Sterett,0,13,0,7,20
Atascosa,14,Railroad Commissioner,,LIB,Matt Sterett,0,3,0,1,4
Atascosa,15,Railroad Commissioner,,LIB,Matt Sterett,0,22,0,3,25
Atascosa,16,Railroad Commissioner,,LIB,Matt Sterett,0,3,0,1,4
Atascosa,17,Railroad Commissioner,,LIB,Matt Sterett,0,10,0,3,13
Atascosa,18,Railroad Commissioner,,LIB,Matt Sterett,0,6,0,13,19
Atascosa,19,Railroad Commissioner,,LIB,Matt Sterett,0,5,0,1,6
Atascosa,20,Railroad Commissioner,,LIB,Matt Sterett,3,38,0,8,49
Atascosa,21,Railroad Commissioner,,LIB,Matt Sterett,1,1,0,1,3
Atascosa,22,Railroad Commissioner,,LIB,Matt Sterett,0,5,0,1,6
Atascosa,23,Railroad Commissioner,,LIB,Matt Sterett,0,11,0,3,14
Atascosa,24,Railroad Commissioner,,LIB,Matt Sterett,1,17,0,5,23
Atascosa,1,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,5,0,1,6
Atascosa,2,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,7,0,1,8
Atascosa,3,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,5,0,3,8
Atascosa,4,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,0,0,0,0
Atascosa,5,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",1,9,0,5,15
Atascosa,6,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,0,0,0,0
Atascosa,7,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,6,0,1,7
Atascosa,8,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,3,0,1,4
Atascosa,9,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,0,0,1,1
Atascosa,10,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,1,0,3,4
Atascosa,11,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,0,0,0,0
Atascosa,12,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,4,0,1,5
Atascosa,13,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,10,0,2,12
Atascosa,14,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,1,0,0,1
Atascosa,15,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",1,7,0,4,12
Atascosa,16,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,0,0,1,1
Atascosa,17,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",1,11,0,1,13
Atascosa,18,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,5,0,5,10
Atascosa,19,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,2,0,0,2
Atascosa,20,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",1,13,0,6,20
Atascosa,21,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,1,0,0,1
Atascosa,22,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",0,2,0,1,3
Atascosa,23,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",1,5,0,0,6
Atascosa,24,Railroad Commissioner,,GRN,"Katjia ""Kat"" Gruene",1,17,0,1,19
Atascosa,1,Railroad Commissioner,,,Over Votes,2,0,0,0,2
Atascosa,2,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,3,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,4,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,5,Railroad Commissioner,,,Over Votes,1,0,0,0,1
Atascosa,6,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,7,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,8,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,9,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,10,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,11,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,12,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,13,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,14,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,15,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,16,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,17,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,18,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,19,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,20,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,21,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,22,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,23,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,24,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,1,Railroad Commissioner,,,Under Votes,0,5,0,0,5
Atascosa,2,Railroad Commissioner,,,Under Votes,0,6,0,7,13
Atascosa,3,Railroad Commissioner,,,Under Votes,4,6,0,8,18
Atascosa,4,Railroad Commissioner,,,Under Votes,0,0,0,2,2
Atascosa,5,Railroad Commissioner,,,Under Votes,3,21,0,8,32
Atascosa,6,Railroad Commissioner,,,Under Votes,0,1,0,0,1
Atascosa,7,Railroad Commissioner,,,Under Votes,5,8,1,7,21
Atascosa,8,Railroad Commissioner,,,Under Votes,2,7,0,3,12
Atascosa,9,Railroad Commissioner,,,Under Votes,0,2,0,0,2
Atascosa,10,Railroad Commissioner,,,Under Votes,3,14,0,6,23
Atascosa,11,Railroad Commissioner,,,Under Votes,0,0,0,2,2
Atascosa,12,Railroad Commissioner,,,Under Votes,3,8,0,1,12
Atascosa,13,Railroad Commissioner,,,Under Votes,6,25,0,7,38
Atascosa,14,Railroad Commissioner,,,Under Votes,1,8,0,3,12
Atascosa,15,Railroad Commissioner,,,Under Votes,8,17,0,7,32
Atascosa,16,Railroad Commissioner,,,Under Votes,1,5,0,0,6
Atascosa,17,Railroad Commissioner,,,Under Votes,4,45,0,10,59
Atascosa,18,Railroad Commissioner,,,Under Votes,2,28,0,18,48
Atascosa,19,Railroad Commissioner,,,Under Votes,1,4,0,3,8
Atascosa,20,Railroad Commissioner,,,Under Votes,4,18,0,5,27
Atascosa,21,Railroad Commissioner,,,Under Votes,1,0,0,0,1
Atascosa,22,Railroad Commissioner,,,Under Votes,0,6,0,7,13
Atascosa,23,Railroad Commissioner,,,Under Votes,0,10,0,3,13
Atascosa,24,Railroad Commissioner,,,Under Votes,2,16,0,2,20
Atascosa,1,State Senate,19,REP,"Peter P. ""Pete"" Flores",25,374,1,64,464
Atascosa,2,State Senate,19,REP,"Peter P. ""Pete"" Flores",30,338,1,83,452
Atascosa,3,State Senate,19,REP,"Peter P. ""Pete"" Flores",51,517,0,130,698
Atascosa,4,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0
Atascosa,5,State Senate,19,REP,"Peter P. ""Pete"" Flores",27,495,0,101,623
Atascosa,6,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0
Atascosa,7,State Senate,19,REP,"Peter P. ""Pete"" Flores",37,474,0,164,675
Atascosa,8,State Senate,19,REP,"Peter P. ""Pete"" Flores",19,187,0,57,263
Atascosa,9,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0
Atascosa,10,State Senate,19,REP,"Peter P. ""Pete"" Flores",19,370,0,170,559
Atascosa,11,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0
Atascosa,12,State Senate,19,REP,"Peter P. ""Pete"" Flores",17,398,0,101,516
Atascosa,13,State Senate,19,REP,"Peter P. ""Pete"" Flores",71,1006,0,156,1233
Atascosa,14,State Senate,19,REP,"Peter P. ""Pete"" Flores",15,193,0,24,232
Atascosa,15,State Senate,19,REP,"Peter P. ""Pete"" Flores",39,576,0,137,752
Atascosa,16,State Senate,19,REP,"Peter P. ""Pete"" Flores",5,83,0,14,102
Atascosa,17,State Senate,19,REP,"Peter P. ""Pete"" Flores",31,392,0,91,514
Atascosa,18,State Senate,19,REP,"Peter P. ""Pete"" Flores",34,467,0,213,714
Atascosa,19,State Senate,19,REP,"Peter P. ""Pete"" Flores",6,203,0,30,239
Atascosa,20,State Senate,19,REP,"Peter P. ""Pete"" Flores",134,1772,2,280,2188
Atascosa,21,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0
Atascosa,22,State Senate,19,REP,"Peter P. ""Pete"" Flores",20,289,0,120,429
Atascosa,23,State Senate,19,REP,"Peter P. ""Pete"" Flores",10,197,0,50,257
Atascosa,24,State Senate,19,REP,"Peter P. ""Pete"" Flores",29,630,0,110,769
Atascosa,1,State Senate,19,DEM,Roland Gutierrez,30,76,0,20,126
Atascosa,2,State Senate,19,DEM,Roland Gutierrez,34,209,0,52,295
Atascosa,3,State Senate,19,DEM,Roland Gutierrez,59,194,0,49,302
Atascosa,4,State Senate,19,DEM,Roland Gutierrez,0,0,0,0,0
Atascosa,5,State Senate,19,DEM,Roland Gutierrez,51,309,0,78,438
Atascosa,6,State Senate,19,DEM,Roland Gutierrez,0,0,0,0,0
Atascosa,7,State Senate,19,DEM,Roland Gutierrez,55,181,0,78,314
Atascosa,8,State Senate,19,DEM,Roland Gutierrez,15,74,0,25,114
Atascosa,9,State Senate,19,DEM,Roland Gutierrez,0,0,0,0,0
Atascosa,10,State Senate,19,DEM,Roland Gutierrez,33,180,0,70,283
Atascosa,11,State Senate,19,DEM,Roland Gutierrez,0,0,0,0,0
Atascosa,12,State Senate,19,DEM,Roland Gutierrez,33,173,0,50,256
Atascosa,13,State Senate,19,DEM,Roland Gutierrez,84,280,0,46,410
Atascosa,14,State Senate,19,DEM,Roland Gutierrez,13,46,0,12,71
Atascosa,15,State Senate,19,DEM,Roland Gutierrez,100,267,2,60,429
Atascosa,16,State Senate,19,DEM,Roland Gutierrez,10,42,0,14,66
Atascosa,17,State Senate,19,DEM,Roland Gutierrez,76,436,0,124,636
Atascosa,18,State Senate,19,DEM,Roland Gutierrez,48,168,0,129,345
Atascosa,19,State Senate,19,DEM,Roland Gutierrez,12,45,0,16,73
Atascosa,20,State Senate,19,DEM,Roland Gutierrez,89,359,0,65,513
Atascosa,21,State Senate,19,DEM,Roland Gutierrez,0,0,0,0,0
Atascosa,22,State Senate,19,DEM,Roland Gutierrez,12,53,0,12,77
Atascosa,23,State Senate,19,DEM,Roland Gutierrez,25,115,0,33,173
Atascosa,24,State Senate,19,DEM,Roland Gutierrez,55,320,0,45,420
Atascosa,1,State Senate,19,LIB,Jo-Anne Valvdivia,0,7,0,0,7
Atascosa,2,State Senate,19,LIB,Jo-Anne Valvdivia,2,17,0,6,25
Atascosa,3,State Senate,19,LIB,Jo-Anne Valvdivia,0,13,0,4,17
Atascosa,4,State Senate,19,LIB,Jo-Anne Valvdivia,0,0,0,0,0
Atascosa,5,State Senate,19,LIB,Jo-Anne Valvdivia,4,16,0,10,30
Atascosa,6,State Senate,19,LIB,Jo-Anne Valvdivia,0,0,0,0,0
Atascosa,7,State Senate,19,LIB,Jo-Anne Valvdivia,1,18,0,4,23
Atascosa,8,State Senate,19,LIB,Jo-Anne Valvdivia,0,5,0,2,7
Atascosa,9,State Senate,19,LIB,Jo-Anne Valvdivia,0,0,0,0,0
Atascosa,10,State Senate,19,LIB,Jo-Anne Valvdivia,2,10,0,5,17
Atascosa,11,State Senate,19,LIB,Jo-Anne Valvdivia,0,0,0,0,0
Atascosa,12,State Senate,19,LIB,Jo-Anne Valvdivia,1,5,0,2,8
Atascosa,13,State Senate,19,LIB,Jo-Anne Valvdivia,1,22,0,6,29
Atascosa,14,State Senate,19,LIB,Jo-Anne Valvdivia,1,9,0,0,10
Atascosa,15,State Senate,19,LIB,Jo-Anne Valvdivia,1,22,0,7,30
Atascosa,16,State Senate,19,LIB,Jo-Anne Valvdivia,0,2,0,1,3
Atascosa,17,State Senate,19,LIB,Jo-Anne Valvdivia,1,11,0,5,17
Atascosa,18,State Senate,19,LIB,Jo-Anne Valvdivia,1,8,0,13,22
Atascosa,19,State Senate,19,LIB,Jo-Anne Valvdivia,0,5,0,3,8
Atascosa,20,State Senate,19,LIB,Jo-Anne Valvdivia,1,40,0,9,50
Atascosa,21,State Senate,19,LIB,Jo-Anne Valvdivia,0,0,0,0,0
Atascosa,22,State Senate,19,LIB,Jo-Anne Valvdivia,0,1,0,5,6
Atascosa,23,State Senate,19,LIB,Jo-Anne Valvdivia,0,13,0,5,18
Atascosa,24,State Senate,19,LIB,Jo-Anne Valvdivia,0,22,0,5,27
Atascosa,1,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,2,State Senate,19,,Over Votes,1,0,0,0,1
Atascosa,3,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,4,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,5,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,6,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,7,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,8,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,9,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,10,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,11,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,12,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,13,State Senate,19,,Over Votes,1,0,0,0,1
Atascosa,14,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,15,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,16,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,17,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,18,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,19,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,20,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,21,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,22,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,23,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,24,State Senate,19,,Over Votes,0,0,0,0,0
Atascosa,1,State Senate,19,,Under Votes,0,2,0,0,2
Atascosa,2,State Senate,19,,Under Votes,0,11,0,5,16
Atascosa,3,State Senate,19,,Under Votes,1,14,0,4,19
Atascosa,4,State Senate,19,,Under Votes,0,0,0,0,0
Atascosa,5,State Senate,19,,Under Votes,4,18,0,7,29
Atascosa,6,State Senate,19,,Under Votes,0,0,0,0,0
Atascosa,7,State Senate,19,,Under Votes,5,8,1,7,21
Atascosa,8,State Senate,19,,Under Votes,1,4,0,2,7
Atascosa,9,State Senate,19,,Under Votes,0,0,0,0,0
Atascosa,10,State Senate,19,,Under Votes,3,9,0,7,19
Atascosa,11,State Senate,19,,Under Votes,0,0,0,0,0
Atascosa,12,State Senate,19,,Under Votes,4,9,0,1,14
Atascosa,13,State Senate,19,,Under Votes,2,15,0,6,23
Atascosa,14,State Senate,19,,Under Votes,0,3,0,2,5
Atascosa,15,State Senate,19,,Under Votes,7,11,0,7,25
Atascosa,16,State Senate,19,,Under Votes,1,4,0,0,5
Atascosa,17,State Senate,19,,Under Votes,3,31,0,3,37
Atascosa,18,State Senate,19,,Under Votes,2,16,0,13,31
