county,precinct,office,district,party,candidate,mail,early_voting,election_day,provisional,votes
Williamson,186,U.S. Senate,,REP,John Cornyn,43,706,85,0,834
Williamson,186,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",107,1197,48,1,1353
Williamson,186,U.S. Senate,,LBT,Kerry Douglas McKennon,1,26,6,0,33
Williamson,186,U.S. Senate,,GRE,David B. Collins,0,2,0,0,2
Williamson,186,U.S. Senate,,,Write-in,0,3,0,0,3
Williamson,186,U.S. House,31,REP,John Carter,46,735,93,1,875
Williamson,186,U.S. House,31,DEM,Donna Imam,98,1176,45,1,1320
Williamson,186,U.S. House,31,LBT,Clark Patterson,0,33,5,0,38
Williamson,186,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,186,Railroad Commissioner,,REP,"James ""Jim"" Wright",45,698,89,1,833
Williamson,186,Railroad Commissioner,,DEM,Chrysta Castañeda,98,1134,45,1,1278
Williamson,186,Railroad Commissioner,,LBT,Matt Sterett,0,38,6,0,44
Williamson,186,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,24,2,0,26
Williamson,186,State Representative,136,REP,Mike Guevara,38,662,84,1,785
Williamson,186,State Representative,136,DEM,John H. Bucy III,96,1177,44,1,1318
Williamson,186,State Representative,136,LBT,Brian Elliott,1,43,10,0,54
Williamson,189,President,,REP,Donald J. Trump/Michael R. Pence,60,615,107,9,791
Williamson,189,President,,DEM,Joseph R. Biden/Kamala D. Harris,152,1227,65,18,1462
Williamson,189,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,19,4,0,24
Williamson,189,President,,GRE,Howie Hawkins/Angela Walker,0,3,0,1,4
Williamson,189,President,,,Write-in,2,5,2,1,10
Williamson,189,U.S. Senate,,REP,John Cornyn,65,682,99,9,855
Williamson,189,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",141,1112,62,18,1333
Williamson,189,U.S. Senate,,LBT,Kerry Douglas McKennon,0,23,6,0,29
Williamson,189,U.S. Senate,,GRE,David B. Collins,0,8,0,0,8
Williamson,189,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,189,U.S. House,31,REP,John Carter,53,682,107,10,852
Williamson,189,U.S. House,31,DEM,Donna Imam,142,1122,60,18,1342
Williamson,189,U.S. House,31,LBT,Clark Patterson,0,29,7,0,36
Williamson,189,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,189,Railroad Commissioner,,REP,"James ""Jim"" Wright",61,645,96,7,809
Williamson,189,Railroad Commissioner,,DEM,Chrysta Castañeda,128,1078,59,18,1283
Williamson,189,Railroad Commissioner,,LBT,Matt Sterett,3,43,15,1,62
Williamson,189,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,24,0,1,28
Williamson,189,State Representative,136,REP,Mike Guevara,53,649,97,9,808
Williamson,189,State Representative,136,DEM,John H. Bucy III,125,1097,63,17,1302
Williamson,189,State Representative,136,LBT,Brian Elliott,4,47,10,0,61
Williamson,190,President,,REP,Donald J. Trump/Michael R. Pence,120,1602,146,7,1875
Williamson,190,President,,DEM,Joseph R. Biden/Kamala D. Harris,268,1724,97,6,2095
Williamson,190,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",9,68,12,0,89
Williamson,190,President,,GRE,Howie Hawkins/Angela Walker,3,6,0,0,9
Williamson,190,President,,,Write-in,2,8,6,0,16
Williamson,190,U.S. Senate,,REP,John Cornyn,147,1680,152,6,1985
Williamson,190,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",247,1611,93,6,1957
Williamson,190,U.S. Senate,,LBT,Kerry Douglas McKennon,6,51,10,1,68
Williamson,190,U.S. Senate,,GRE,David B. Collins,4,11,1,0,16
Williamson,190,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,190,U.S. House,31,REP,John Carter,149,1741,162,6,2058
Williamson,190,U.S. House,31,DEM,Donna Imam,239,1559,83,6,1887
Williamson,190,U.S. House,31,LBT,Clark Patterson,6,64,13,1,84
Williamson,190,U.S. House,31,,Write-in,0,4,0,0,4
Williamson,190,Railroad Commissioner,,REP,"James ""Jim"" Wright",139,1642,145,5,1931
Williamson,190,Railroad Commissioner,,DEM,Chrysta Castañeda,232,1524,88,5,1849
Williamson,190,Railroad Commissioner,,LBT,Matt Sterett,7,92,15,1,115
Williamson,190,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",6,52,2,0,60
Williamson,190,State Representative,136,REP,Mike Guevara,130,1655,145,4,1934
Williamson,190,State Representative,136,DEM,John H. Bucy III,233,1526,83,5,1847
Williamson,190,State Representative,136,LBT,Brian Elliott,7,100,17,1,125
Williamson,197,President,,REP,Donald J. Trump/Michael R. Pence,58,753,66,0,877
Williamson,197,President,,DEM,Joseph R. Biden/Kamala D. Harris,130,1277,44,4,1455
Williamson,197,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",0,25,3,0,28
Williamson,197,President,,GRE,Howie Hawkins/Angela Walker,1,5,1,0,7
Williamson,197,President,,,Write-in,0,4,1,0,5
Williamson,197,U.S. Senate,,REP,John Cornyn,72,836,72,0,980
Williamson,197,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",108,1150,32,4,1294
Williamson,197,U.S. Senate,,LBT,Kerry Douglas McKennon,0,19,4,0,23
Williamson,197,U.S. Senate,,GRE,David B. Collins,2,6,1,0,9
Williamson,197,U.S. Senate,,,Write-in,0,2,0,0,2
Williamson,197,U.S. House,31,REP,John Carter,72,859,72,0,1003
Williamson,197,U.S. House,31,DEM,Donna Imam,106,1133,33,4,1276
Williamson,197,U.S. House,31,LBT,Clark Patterson,0,26,5,0,31
Williamson,197,U.S. House,31,,Write-in,0,2,0,0,2
Williamson,197,Railroad Commissioner,,REP,"James ""Jim"" Wright",65,816,66,1,948
Williamson,197,Railroad Commissioner,,DEM,Chrysta Castañeda,106,1111,31,3,1251
Williamson,197,Railroad Commissioner,,LBT,Matt Sterett,0,28,7,0,35
Williamson,197,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,16,3,0,21
Williamson,197,State Representative,136,REP,Mike Guevara,68,796,64,1,929
Williamson,197,State Representative,136,DEM,John H. Bucy III,97,1140,34,3,1274
Williamson,197,State Representative,136,LBT,Brian Elliott,1,31,6,0,38
Williamson,198,President,,REP,Donald J. Trump/Michael R. Pence,68,1163,84,0,1315
Williamson,198,President,,DEM,Joseph R. Biden/Kamala D. Harris,214,1795,83,3,2095
Williamson,198,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,52,6,1,62
Williamson,198,President,,GRE,Howie Hawkins/Angela Walker,0,3,2,0,5
Williamson,198,President,,,Write-in,3,13,5,0,21
Williamson,198,U.S. Senate,,REP,John Cornyn,80,1258,88,0,1426
Williamson,198,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",197,1652,71,3,1923
Williamson,198,U.S. Senate,,LBT,Kerry Douglas McKennon,1,53,8,1,63
Williamson,198,U.S. Senate,,GRE,David B. Collins,2,13,1,0,16
Williamson,198,U.S. Senate,,,Write-in,1,0,0,0,1
Williamson,198,U.S. House,31,REP,John Carter,86,1301,81,0,1468
Williamson,198,U.S. House,31,DEM,Donna Imam,176,1629,81,3,1889
Williamson,198,U.S. House,31,LBT,Clark Patterson,3,54,11,1,69
Williamson,198,U.S. House,31,,Write-in,1,1,0,0,2
Williamson,198,Railroad Commissioner,,REP,"James ""Jim"" Wright",81,1197,79,0,1357
Williamson,198,Railroad Commissioner,,DEM,Chrysta Castañeda,183,1587,70,3,1843
Williamson,198,Railroad Commissioner,,LBT,Matt Sterett,2,86,11,1,100
Williamson,198,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,47,2,0,52
Williamson,198,State Representative,136,REP,Mike Guevara,73,1202,75,0,1350
Williamson,198,State Representative,136,DEM,John H. Bucy III,177,1629,66,3,1875
Williamson,198,State Representative,136,LBT,Brian Elliott,3,91,15,1,110
Williamson,201,President,,REP,Donald J. Trump/Michael R. Pence,84,1673,233,156,2146
Williamson,201,President,,DEM,Joseph R. Biden/Kamala D. Harris,246,2599,199,182,3226
Williamson,201,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,54,18,1,75
Williamson,201,President,,GRE,Howie Hawkins/Angela Walker,0,10,1,2,13
Williamson,201,President,,,Write-in,1,13,2,1,17
Williamson,201,U.S. Senate,,REP,John Cornyn,94,1805,236,157,2292
Williamson,201,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",225,2384,174,165,2948
Williamson,201,U.S. Senate,,LBT,Kerry Douglas McKennon,5,54,22,3,84
Williamson,201,U.S. Senate,,GRE,David B. Collins,1,10,3,2,16
Williamson,201,U.S. Senate,,,Write-in,0,3,0,1,4
Williamson,201,U.S. House,31,REP,John Carter,91,1848,235,170,2344
Williamson,201,U.S. House,31,DEM,Donna Imam,217,2386,180,158,2941
Williamson,201,U.S. House,31,LBT,Clark Patterson,3,62,22,4,91
Williamson,201,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,201,Railroad Commissioner,,REP,"James ""Jim"" Wright",90,1768,227,154,2239
Williamson,201,Railroad Commissioner,,DEM,Chrysta Castañeda,207,2298,155,156,2816
Williamson,201,Railroad Commissioner,,LBT,Matt Sterett,6,103,22,6,137
Williamson,201,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,41,7,6,56
Williamson,201,State Representative,136,REP,Mike Guevara,86,1736,229,152,2203
Williamson,201,State Representative,136,DEM,John H. Bucy III,202,2365,156,160,2883
Williamson,201,State Representative,136,LBT,Brian Elliott,4,96,30,6,136
Williamson,202,President,,REP,Donald J. Trump/Michael R. Pence,65,722,57,1,845
Williamson,202,President,,DEM,Joseph R. Biden/Kamala D. Harris,111,682,32,0,825
Williamson,202,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,27,5,0,33
Williamson,202,President,,GRE,Howie Hawkins/Angela Walker,0,1,0,0,1
Williamson,202,President,,,Write-in,0,2,1,0,3
Williamson,202,U.S. Senate,,REP,John Cornyn,74,754,58,1,887
Williamson,202,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",101,632,24,0,757
Williamson,202,U.S. Senate,,LBT,Kerry Douglas McKennon,0,19,7,0,26
Williamson,202,U.S. Senate,,GRE,David B. Collins,1,7,2,0,10
Williamson,202,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,202,U.S. House,31,REP,John Carter,77,761,59,1,898
Williamson,202,U.S. House,31,DEM,Donna Imam,93,623,24,0,740
Williamson,202,U.S. House,31,LBT,Clark Patterson,0,23,6,0,29
Williamson,202,U.S. House,31,,Write-in,0,0,1,0,1
Williamson,202,Railroad Commissioner,,REP,"James ""Jim"" Wright",75,728,54,1,858
Williamson,202,Railroad Commissioner,,DEM,Chrysta Castañeda,96,600,23,0,719
Williamson,202,Railroad Commissioner,,LBT,Matt Sterett,0,40,6,0,46
Williamson,202,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,10,1,0,13
Williamson,202,State Representative,136,REP,Mike Guevara,68,733,56,1,858
Williamson,202,State Representative,136,DEM,John H. Bucy III,96,613,19,0,728
Williamson,202,State Representative,136,LBT,Brian Elliott,1,39,6,0,46
Williamson,204,President,,REP,Donald J. Trump/Michael R. Pence,81,1538,187,4,1810
Williamson,204,President,,DEM,Joseph R. Biden/Kamala D. Harris,186,1920,151,4,2261
Williamson,204,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",0,61,15,0,76
Williamson,204,President,,GRE,Howie Hawkins/Angela Walker,0,10,2,0,12
Williamson,204,President,,,Write-in,1,18,3,0,22
Williamson,204,U.S. Senate,,REP,John Cornyn,88,1616,201,4,1909
Williamson,204,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",174,1747,118,4,2043
Williamson,204,U.S. Senate,,LBT,Kerry Douglas McKennon,0,75,16,0,91
Williamson,204,U.S. Senate,,GRE,David B. Collins,0,15,5,0,20
Williamson,204,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,204,U.S. House,31,REP,John Carter,86,1664,204,4,1958
Williamson,204,U.S. House,31,DEM,Donna Imam,161,1758,128,4,2051
Williamson,204,U.S. House,31,LBT,Clark Patterson,0,64,14,0,78
Williamson,204,U.S. House,31,,Write-in,0,2,0,0,2
Williamson,204,Railroad Commissioner,,REP,"James ""Jim"" Wright",83,1600,201,5,1889
Williamson,204,Railroad Commissioner,,DEM,Chrysta Castañeda,164,1649,108,2,1923
Williamson,204,Railroad Commissioner,,LBT,Matt Sterett,1,125,15,0,141
Williamson,204,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",4,44,4,0,52
Williamson,204,State Representative,136,REP,Mike Guevara,75,1585,194,4,1858
Williamson,204,State Representative,136,DEM,John H. Bucy III,153,1725,114,3,1995
Williamson,204,State Representative,136,LBT,Brian Elliott,1,102,20,0,123
Williamson,206,President,,REP,Donald J. Trump/Michael R. Pence,123,1981,222,41,2367
Williamson,206,President,,DEM,Joseph R. Biden/Kamala D. Harris,109,699,66,24,898
Williamson,206,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,41,10,0,54
Williamson,206,President,,GRE,Howie Hawkins/Angela Walker,0,8,2,0,10
Williamson,206,President,,,Write-in,0,4,2,0,6
Williamson,206,U.S. Senate,,REP,John Cornyn,135,1961,212,37,2345
Williamson,206,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",92,651,62,24,829
Williamson,206,U.S. Senate,,LBT,Kerry Douglas McKennon,3,57,13,1,74
Williamson,206,U.S. Senate,,GRE,David B. Collins,1,5,5,1,12
Williamson,206,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,206,U.S. House,31,REP,John Carter,118,2000,231,38,2387
Williamson,206,U.S. House,31,DEM,Donna Imam,90,631,51,25,797
Williamson,206,U.S. House,31,LBT,Clark Patterson,3,67,12,1,83
Williamson,206,U.S. House,31,,Write-in,2,2,0,0,4
Williamson,206,Railroad Commissioner,,REP,"James ""Jim"" Wright",129,1971,213,38,2351
Williamson,206,Railroad Commissioner,,DEM,Chrysta Castañeda,91,596,50,22,759
Williamson,206,Railroad Commissioner,,LBT,Matt Sterett,2,82,16,1,101
Williamson,206,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,23,9,1,34
Williamson,206,State Representative,20,REP,Terry M. Wilson,121,2010,214,38,2383
Williamson,206,State Representative,20,DEM,Jessica Tiedt,83,621,64,23,791
Williamson,207,President,,REP,Donald J. Trump/Michael R. Pence,178,2913,337,4,3432
Williamson,207,President,,DEM,Joseph R. Biden/Kamala D. Harris,173,874,80,5,1132
Williamson,207,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",4,49,10,2,65
Williamson,207,President,,GRE,Howie Hawkins/Angela Walker,0,8,0,0,8
Williamson,207,President,,,Write-in,1,4,0,0,5
Williamson,207,U.S. Senate,,REP,John Cornyn,185,2872,336,8,3401
Williamson,207,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",162,809,59,1,1031
Williamson,207,U.S. Senate,,LBT,Kerry Douglas McKennon,2,76,13,0,91
Williamson,207,U.S. Senate,,GRE,David B. Collins,0,10,2,0,12
Williamson,207,U.S. Senate,,,Write-in,0,2,0,0,2
Williamson,207,U.S. House,31,REP,John Carter,167,2924,331,9,3431
Williamson,207,U.S. House,31,DEM,Donna Imam,161,786,67,1,1015
Williamson,207,U.S. House,31,LBT,Clark Patterson,3,89,18,0,110
Williamson,207,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,207,Railroad Commissioner,,REP,"James ""Jim"" Wright",170,2857,320,7,3354
Williamson,207,Railroad Commissioner,,DEM,Chrysta Castañeda,158,743,60,1,962
Williamson,207,Railroad Commissioner,,LBT,Matt Sterett,5,114,25,0,144
Williamson,207,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,37,4,0,43
Williamson,207,State Representative,20,REP,Terry M. Wilson,158,2913,330,6,3407
Williamson,207,State Representative,20,DEM,Jessica Tiedt,159,763,67,1,990
Williamson,216,President,,REP,Donald J. Trump/Michael R. Pence,51,736,78,7,872
Williamson,216,President,,DEM,Joseph R. Biden/Kamala D. Harris,100,916,50,9,1075
Williamson,216,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,41,7,1,52
Williamson,216,President,,GRE,Howie Hawkins/Angela Walker,0,3,2,0,5
Williamson,216,President,,,Write-in,0,3,0,0,3
Williamson,216,U.S. Senate,,REP,John Cornyn,57,746,73,9,885
Williamson,216,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",95,873,49,6,1023
Williamson,216,U.S. Senate,,LBT,Kerry Douglas McKennon,1,25,11,0,37
Williamson,216,U.S. Senate,,GRE,David B. Collins,0,10,0,2,12
Williamson,216,U.S. Senate,,,Write-in,0,2,0,0,2
Williamson,216,U.S. House,31,REP,John Carter,57,798,78,8,941
Williamson,216,U.S. House,31,DEM,Donna Imam,89,836,43,8,976
Williamson,216,U.S. House,31,LBT,Clark Patterson,1,43,12,0,56
Williamson,216,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,216,Railroad Commissioner,,REP,"James ""Jim"" Wright",57,751,72,8,888
Williamson,216,Railroad Commissioner,,DEM,Chrysta Castañeda,90,806,45,6,947
Williamson,216,Railroad Commissioner,,LBT,Matt Sterett,3,56,13,0,72
Williamson,216,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,22,2,0,25
Williamson,216,State Representative,136,REP,Mike Guevara,54,749,75,7,885
Williamson,216,State Representative,136,DEM,John H. Bucy III,87,832,42,7,968
Williamson,216,State Representative,136,LBT,Brian Elliott,2,60,8,0,70
Williamson,218,President,,REP,Donald J. Trump/Michael R. Pence,61,705,74,22,862
Williamson,218,President,,DEM,Joseph R. Biden/Kamala D. Harris,172,1257,74,53,1556
Williamson,218,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,27,7,1,37
Williamson,218,President,,GRE,Howie Hawkins/Angela Walker,0,5,1,0,6
Williamson,218,President,,,Write-in,1,11,1,0,13
Williamson,218,U.S. Senate,,REP,John Cornyn,71,725,79,23,898
Williamson,218,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",158,1186,59,46,1449
Williamson,218,U.S. Senate,,LBT,Kerry Douglas McKennon,3,38,13,3,57
Williamson,218,U.S. Senate,,GRE,David B. Collins,1,13,0,0,14
Williamson,218,U.S. Senate,,,Write-in,0,0,1,0,1
Williamson,218,U.S. House,31,REP,John Carter,65,741,80,23,909
Williamson,218,U.S. House,31,DEM,Donna Imam,151,1168,60,49,1428
Williamson,218,U.S. House,31,LBT,Clark Patterson,2,44,11,1,58
Williamson,218,U.S. House,31,,Write-in,1,4,0,0,5
Williamson,218,Railroad Commissioner,,REP,"James ""Jim"" Wright",67,699,73,22,861
Williamson,218,Railroad Commissioner,,DEM,Chrysta Castañeda,141,1127,59,47,1374
Williamson,218,Railroad Commissioner,,LBT,Matt Sterett,4,60,11,3,78
Williamson,218,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,42,3,0,47
Williamson,218,State Representative,136,REP,Mike Guevara,57,705,76,21,859
Williamson,218,State Representative,136,DEM,John H. Bucy III,146,1157,57,46,1406
Williamson,218,State Representative,136,LBT,Brian Elliott,0,65,13,3,81
Williamson,253,President,,REP,Donald J. Trump/Michael R. Pence,108,1606,252,1,1967
Williamson,253,President,,DEM,Joseph R. Biden/Kamala D. Harris,188,1245,136,3,1572
Williamson,253,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,47,15,2,67
Williamson,253,President,,GRE,Howie Hawkins/Angela Walker,0,7,0,0,7
Williamson,253,President,,,Write-in,1,8,1,0,10
Williamson,253,U.S. Senate,,REP,John Cornyn,124,1603,240,2,1969
Williamson,253,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",175,1155,114,3,1447
Williamson,253,U.S. Senate,,LBT,Kerry Douglas McKennon,1,68,28,1,98
Williamson,253,U.S. Senate,,GRE,David B. Collins,1,14,4,0,19
Williamson,253,U.S. Senate,,,Write-in,1,2,1,0,4
Williamson,253,U.S. House,31,REP,John Carter,123,1654,243,2,2022
Williamson,253,U.S. House,31,DEM,Donna Imam,169,1124,119,3,1415
Williamson,253,U.S. House,31,LBT,Clark Patterson,2,78,24,1,105
Williamson,253,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,253,Railroad Commissioner,,REP,"James ""Jim"" Wright",126,1554,231,2,1913
Williamson,253,Railroad Commissioner,,DEM,Chrysta Castañeda,167,1102,113,2,1384
Williamson,253,Railroad Commissioner,,LBT,Matt Sterett,3,109,28,1,141
Williamson,253,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,30,7,0,38
Williamson,253,State Representative,136,REP,Mike Guevara,113,1564,236,1,1914
Williamson,253,State Representative,136,DEM,John H. Bucy III,171,1123,103,2,1399
Williamson,253,State Representative,136,LBT,Brian Elliott,4,104,36,2,146
Williamson,254,President,,REP,Donald J. Trump/Michael R. Pence,110,1122,121,0,1353
Williamson,254,President,,DEM,Joseph R. Biden/Kamala D. Harris,165,1183,94,3,1445
Williamson,254,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",0,52,7,0,59
Williamson,254,President,,GRE,Howie Hawkins/Angela Walker,0,4,3,0,7
Williamson,254,President,,,Write-in,1,9,0,0,10
Williamson,254,U.S. Senate,,REP,John Cornyn,116,1146,112,0,1374
Williamson,254,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",155,1078,78,3,1314
Williamson,254,U.S. Senate,,LBT,Kerry Douglas McKennon,0,52,15,0,67
Williamson,254,U.S. Senate,,GRE,David B. Collins,1,17,6,0,24
Williamson,254,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,254,U.S. House,31,REP,John Carter,110,1171,125,0,1406
Williamson,254,U.S. House,31,DEM,Donna Imam,148,1073,77,3,1301
Williamson,254,U.S. House,31,LBT,Clark Patterson,2,72,14,0,88
Williamson,254,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,254,Railroad Commissioner,,REP,"James ""Jim"" Wright",116,1135,119,0,1370
Williamson,254,Railroad Commissioner,,DEM,Chrysta Castañeda,145,1016,71,3,1235
Williamson,254,Railroad Commissioner,,LBT,Matt Sterett,5,72,10,0,87
Williamson,254,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,35,9,0,45
Williamson,254,State Representative,136,REP,Mike Guevara,109,1120,110,0,1339
Williamson,254,State Representative,136,DEM,John H. Bucy III,142,1046,79,3,1270
Williamson,254,State Representative,136,LBT,Brian Elliott,4,86,15,0,105
Williamson,259,President,,REP,Donald J. Trump/Michael R. Pence,155,1895,274,2,2326
Williamson,259,President,,DEM,Joseph R. Biden/Kamala D. Harris,218,1913,175,5,2311
Williamson,259,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,79,24,1,105
Williamson,259,President,,GRE,Howie Hawkins/Angela Walker,0,8,1,0,9
Williamson,259,President,,,Write-in,0,15,6,0,21
Williamson,259,U.S. Senate,,REP,John Cornyn,154,1892,267,3,2316
Williamson,259,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",214,1775,158,4,2151
Williamson,259,U.S. Senate,,LBT,Kerry Douglas McKennon,1,121,33,1,156
Williamson,259,U.S. Senate,,GRE,David B. Collins,0,18,4,0,22
Williamson,259,U.S. Senate,,,Write-in,0,3,0,0,3
Williamson,259,U.S. House,31,REP,John Carter,148,1926,281,3,2358
Williamson,259,U.S. House,31,DEM,Donna Imam,192,1780,154,4,2130
Williamson,259,U.S. House,31,LBT,Clark Patterson,2,109,30,1,142
Williamson,259,U.S. House,31,,Write-in,0,2,0,0,2
Williamson,259,Railroad Commissioner,,REP,"James ""Jim"" Wright",152,1858,253,2,2265
Williamson,259,Railroad Commissioner,,DEM,Chrysta Castañeda,201,1681,149,4,2035
Williamson,259,Railroad Commissioner,,LBT,Matt Sterett,2,145,37,0,184
Williamson,259,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,49,7,1,59
Williamson,259,State Representative,136,REP,Mike Guevara,136,1856,260,2,2254
Williamson,259,State Representative,136,DEM,John H. Bucy III,184,1707,146,2,2039
Williamson,259,State Representative,136,LBT,Brian Elliott,3,150,34,1,188
Williamson,263,President,,REP,Donald J. Trump/Michael R. Pence,121,1872,312,0,2305
Williamson,263,President,,DEM,Joseph R. Biden/Kamala D. Harris,187,1905,185,9,2286
Williamson,263,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,55,14,0,70
Williamson,263,President,,GRE,Howie Hawkins/Angela Walker,0,12,3,0,15
Williamson,263,President,,,Write-in,0,7,2,0,9
Williamson,263,U.S. Senate,,REP,John Cornyn,130,1877,294,0,2301
Williamson,263,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",175,1789,175,8,2147
Williamson,263,U.S. Senate,,LBT,Kerry Douglas McKennon,4,87,20,1,112
Williamson,263,U.S. Senate,,GRE,David B. Collins,0,12,5,0,17
Williamson,263,U.S. Senate,,,Write-in,0,1,1,0,2
Williamson,263,U.S. House,31,REP,John Carter,125,1919,305,1,2350
Williamson,263,U.S. House,31,DEM,Donna Imam,170,1777,168,8,2123
Williamson,263,U.S. House,31,LBT,Clark Patterson,3,82,27,0,112
Williamson,263,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,263,Railroad Commissioner,,REP,"James ""Jim"" Wright",115,1840,293,0,2248
Williamson,263,Railroad Commissioner,,DEM,Chrysta Castañeda,171,1694,157,7,2029
Williamson,263,Railroad Commissioner,,LBT,Matt Sterett,6,118,30,0,154
Williamson,263,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,53,13,0,69
Williamson,263,State Representative,136,REP,Mike Guevara,117,1843,292,1,2253
Williamson,263,State Representative,136,DEM,John H. Bucy III,156,1701,159,5,2021
Williamson,263,State Representative,136,LBT,Brian Elliott,3,125,30,1,159
Williamson,264,President,,REP,Donald J. Trump/Michael R. Pence,106,1956,313,5,2380
Williamson,264,President,,DEM,Joseph R. Biden/Kamala D. Harris,194,1574,194,4,1966
Williamson,264,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",5,61,13,1,80
Williamson,264,President,,GRE,Howie Hawkins/Angela Walker,0,16,3,0,19
Williamson,264,President,,,Write-in,0,11,7,0,18
Williamson,264,U.S. Senate,,REP,John Cornyn,118,1931,290,5,2344
Williamson,264,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",177,1490,181,4,1852
Williamson,264,U.S. Senate,,LBT,Kerry Douglas McKennon,6,82,31,0,119
Williamson,264,U.S. Senate,,GRE,David B. Collins,1,20,8,1,30
Williamson,264,U.S. Senate,,,Write-in,0,2,1,0,3
Williamson,264,U.S. House,31,REP,John Carter,103,1992,297,4,2396
Williamson,264,U.S. House,31,DEM,Donna Imam,167,1471,184,4,1826
Williamson,264,U.S. House,31,LBT,Clark Patterson,6,79,26,0,111
Williamson,264,U.S. House,31,,Write-in,0,1,1,0,2
Williamson,264,Railroad Commissioner,,REP,"James ""Jim"" Wright",118,1878,282,4,2282
Williamson,264,Railroad Commissioner,,DEM,Chrysta Castañeda,165,1397,166,3,1731
Williamson,264,Railroad Commissioner,,LBT,Matt Sterett,10,126,35,0,171
Williamson,264,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,46,11,0,60
Williamson,264,State Representative,136,REP,Mike Guevara,93,1901,286,5,2285
Williamson,264,State Representative,136,DEM,John H. Bucy III,161,1421,162,3,1747
Williamson,264,State Representative,136,LBT,Brian Elliott,8,135,39,0,182
Williamson,266,President,,REP,Donald J. Trump/Michael R. Pence,164,1176,129,0,1469
Williamson,266,President,,DEM,Joseph R. Biden/Kamala D. Harris,257,1642,133,5,2037
