county,precinct,reg_voters,office,district,candidate,party,election_day,absentee,early_voting,votes
Zapata,1 - B,129,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,4,1,7,12
Zapata,1 - B,129,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,10,1,13,24
Zapata,1 - B,129,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,5,0,6,11
Zapata,1 - B,129,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,6,0,7,13
Zapata,1 - B,129,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,10,1,15,26
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,4,0,5,9
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,3,0,1,4
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,8,1,14,23
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,2,1,7,10
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,13,0,13,26
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,14,0,18,32
Zapata,1 - B,129,"Member, State Board of Education, District 1",,Georgina Perez,DEM,14,0,19,33
Zapata,1 - B,129,State Senate,21,Judith Zaffirini,DEM,21,4,22,47
Zapata,1 - B,129,State Representative,80,Danny Valdez,DEM,5,2,7,14
Zapata,1 - B,129,State Representative,80,Tracy King,DEM,20,4,22,46
Zapata,1 - B,129,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,17,2,19,38
Zapata,1 - B,129,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,20,2,24,46
Zapata,1 - B,129,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,20,2,24,46
Zapata,1 - B,129,Sheriff,,Raymundo Del Bosque,DEM,11,0,26,37
Zapata,1 - B,129,Sheriff,,Ramon E. Montes,DEM,13,4,3,20
Zapata,1 - B,129,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,4,2,5,11
Zapata,1 - B,129,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,15,2,13,30
Zapata,1 - B,129,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,12,1,19,32
Zapata,1 - B,129,"County Commissioner, Precinct 1",,Paco Mendoza,DEM,23,2,28,53
Zapata,1 - B,129,"County Commissioner, Precinct 1",,Ismael Morales Jr,DEM,4,4,5,13
Zapata,1 - B,129,"Constable, Precinct 1",,Mario H. Garcia Jr,DEM,19,3,20,42
Zapata,1 - B,129,County Chairman,,Jorge Montes III,DEM,18,3,17,38
Zapata,1 - B,129,President,,Bob Ely,REP,0,0,0,0
Zapata,1 - B,129,President,,Zoltan G. Istvan,REP,0,0,0,0
Zapata,1 - B,129,President,,Donald J. Trump,REP,2,0,0,2
Zapata,1 - B,129,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Zapata,1 - B,129,President,,Joe Walsh,REP,0,0,0,0
Zapata,1 - B,129,President,,Bill Weld,REP,0,0,0,0
Zapata,1 - B,129,President,,Matthew John Matern,REP,0,0,0,0
Zapata,1 - B,129,President,,Uncommitted,REP,0,0,0,0
Zapata,1 - B,129,U.S. Senate,,Mark Yancey,REP,0,0,0,0
Zapata,1 - B,129,U.S. Senate,,John Anthony Castro,REP,1,0,0,1
Zapata,1 - B,129,U.S. Senate,,Dwayne Stovall,REP,0,0,0,0
Zapata,1 - B,129,U.S. Senate,,John Cornyn,REP,0,0,0,0
Zapata,1 - B,129,U.S. Senate,,Virgil Bierschwale,REP,1,0,0,1
Zapata,1 - B,129,U.S. House,28,Sandra Whitten,REP,2,0,0,2
Zapata,1 - B,129,Railroad Commissioner,,Ryan Sitton,REP,0,0,0,0
Zapata,1 - B,129,Railroad Commissioner,,"James ""Jim"" Wright",REP,2,0,0,2
Zapata,1 - B,129,"Chief Justice, Supreme Court",,Nathan Hecht,REP,2,0,0,2
Zapata,1 - B,129,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,2,0,0,2
Zapata,1 - B,129,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,2,0,0,2
Zapata,1 - B,129,"Justice, Supreme Court, Place 8",,Brett Busby,REP,2,0,0,2
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,1,0,0,1
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,1,0,0,1
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,2,0,0,2
Zapata,1 - B,129,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,2,0,0,2
Zapata,1 - B,129,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,2,0,0,2
Zapata,1 - B,129,State Senate,21,Frank Pomeroy,REP,2,0,0,2
Zapata,1 - B,129,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,2,0,0,2
Zapata,1 - B,129,Proposition #1,,Yes,DEM,19,3,24,46
Zapata,1 - B,129,Proposition #1,,No,DEM,0,0,2,2
Zapata,1 - B,129,Proposition #2,,Yes,DEM,25,5,24,54
Zapata,1 - B,129,Proposition #2,,No,DEM,1,0,1,2
Zapata,1 - B,129,Proposition #3,,Yes,DEM,25,4,24,53
Zapata,1 - B,129,Proposition #3,,No,DEM,0,0,2,2
Zapata,1 - B,129,Proposition #4,,Yes,DEM,23,4,25,52
Zapata,1 - B,129,Proposition #4,,No,DEM,0,0,1,1
Zapata,1 - B,129,Proposition #5,,Yes,DEM,21,4,25,50
Zapata,1 - B,129,Proposition #5,,No,DEM,1,0,1,2
Zapata,1 - B,129,Proposition #6,,Yes,DEM,24,4,24,52
Zapata,1 - B,129,Proposition #6,,No,DEM,1,0,2,3
Zapata,1 - B,129,Proposition #7,,Yes,DEM,22,4,23,49
Zapata,1 - B,129,Proposition #7,,No,DEM,2,0,3,5
Zapata,1 - B,129,Proposition #8,,Yes,DEM,24,3,23,50
Zapata,1 - B,129,Proposition #8,,No,DEM,1,0,0,1
Zapata,1 - B,129,Proposition #9,,Yes,DEM,20,3,24,47
Zapata,1 - B,129,Proposition #9,,No,DEM,2,0,0,2
Zapata,1 - B,129,Proposition #10,,Yes,DEM,19,3,22,44
Zapata,1 - B,129,Proposition #10,,No,DEM,3,2,2,7
Zapata,1 - B,129,Proposition #11,,Yes,DEM,23,4,24,51
Zapata,1 - B,129,Proposition #11,,No,DEM,0,1,0,1
Zapata,1 - B,129,Proposition 1,,Yes,REP,1,0,0,1
Zapata,1 - B,129,Proposition 1,,No,REP,1,0,0,1
Zapata,1 - B,129,Proposition 2,,Yes,REP,1,0,0,1
Zapata,1 - B,129,Proposition 2,,No,REP,1,0,0,1
Zapata,1 - B,129,Proposition 3,,Yes,REP,1,0,0,1
Zapata,1 - B,129,Proposition 3,,No,REP,1,0,0,1
Zapata,1 - B,129,Proposition 4,,Yes,REP,1,0,0,1
Zapata,1 - B,129,Proposition 4,,No,REP,0,0,0,0
Zapata,1 - B,129,Proposition 5,,Yes,REP,1,0,0,1
Zapata,1 - B,129,Proposition 5,,No,REP,1,0,0,1
Zapata,1 - B,129,Proposition 6,,Yes,REP,1,0,0,1
Zapata,1 - B,129,Proposition 6,,No,REP,1,0,0,1
Zapata,1 - B,129,Proposition 7,,Yes,REP,0,0,0,0
Zapata,1 - B,129,Proposition 7,,No,REP,2,0,0,2
Zapata,1 - B,129,Proposition 8,,Yes,REP,1,0,0,1
Zapata,1 - B,129,Proposition 8,,No,REP,1,0,0,1
Zapata,1 - B,129,Proposition 9,,Yes,REP,1,0,0,1
Zapata,1 - B,129,Proposition 9,,No,REP,1,0,0,1
Zapata,1 - B,129,Proposition 10,,Yes,REP,1,0,0,1
Zapata,1 - B,129,Proposition 10,,No,REP,1,0,0,1
Zapata,2,1307,President,,Joseph R. Biden,DEM,66,2,97,165
Zapata,2,1307,President,,Amy Klobuchar,DEM,2,0,4,6
Zapata,2,1307,President,,Robby Wells,DEM,0,0,3,3
Zapata,2,1307,President,,Michael R. Bloomberg,DEM,29,4,85,118
Zapata,2,1307,President,,Andrew Yang,DEM,3,0,3,6
Zapata,2,1307,President,,Marianne Williamson,DEM,0,0,2,2
Zapata,2,1307,President,,Tom Steyer,DEM,2,0,6,8
Zapata,2,1307,President,,Deval Patrick,DEM,1,0,3,4
Zapata,2,1307,President,,"Roque ""Rocky"" De La Fuente",DEM,8,0,14,22
Zapata,2,1307,President,,Pete Buttigieg,DEM,1,0,9,10
Zapata,2,1307,President,,John K. Delaney,DEM,0,0,1,1
Zapata,2,1307,President,,Elizabeth Warren,DEM,6,0,21,27
Zapata,2,1307,President,,Cory Booker,DEM,0,0,1,1
Zapata,2,1307,President,,Bernie Sanders,DEM,43,1,96,140
Zapata,2,1307,President,,Julián Castro,DEM,5,0,14,19
Zapata,2,1307,President,,Michael Bennet,DEM,6,0,2,8
Zapata,2,1307,President,,Tulsi Gabbard,DEM,3,0,3,6
Zapata,2,1307,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,59,5,104,168
Zapata,2,1307,U.S. Senate,,Michael Cooper,DEM,12,0,19,31
Zapata,2,1307,U.S. Senate,,Sema Hernandez,DEM,17,0,31,48
Zapata,2,1307,U.S. Senate,,Jack Daniel Foster Jr,DEM,4,1,13,18
Zapata,2,1307,U.S. Senate,,Chris Bell,DEM,6,0,14,20
Zapata,2,1307,U.S. Senate,,Amanda K. Edwards,DEM,5,0,20,25
Zapata,2,1307,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,6,0,9,15
Zapata,2,1307,U.S. Senate,,"Annie ""Mam·"" Garcia",DEM,26,0,56,82
Zapata,2,1307,U.S. Senate,,Adrian Ocegueda,DEM,5,0,14,19
Zapata,2,1307,U.S. Senate,,Victor Hugo Harris,DEM,4,0,13,17
Zapata,2,1307,U.S. Senate,,D.R. Hunter,DEM,2,0,4,6
Zapata,2,1307,U.S. Senate,,Royce West,DEM,5,0,13,18
Zapata,2,1307,U.S. House,28,Jessica Cisneros,DEM,65,0,117,182
Zapata,2,1307,U.S. House,28,Henry Cuellar,DEM,161,9,333,503
Zapata,2,1307,Railroad Commissioner,,Kelly Stone,DEM,18,1,37,56
Zapata,2,1307,Railroad Commissioner,,Mark Watson,DEM,12,0,29,41
Zapata,2,1307,Railroad Commissioner,,Chrysta CastaÒeda,DEM,43,2,87,132
Zapata,2,1307,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,87,3,184,274
Zapata,2,1307,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,96,3,180,279
Zapata,2,1307,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,52,33,136,221
Zapata,2,1307,"Justice, Supreme Court, Place 6 Unexpired Term",,Larry Praeger,DEM,71,3,157,231
Zapata,2,1307,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,74,3,149,226
Zapata,2,1307,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,101,3,203,307
Zapata,2,1307,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,42,3,96,141
Zapata,2,1307,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,44,3,97,144
Zapata,2,1307,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,102,3,205,310
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,39,2,101,142
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,21,3,45,69
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,81,1,152,234
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,50,4,109,163
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,94,2,186,282
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,131,6,245,382
Zapata,2,1307,"Member, State Board of Education, District 1",,Georgina Perez,DEM,137,6,263,406
Zapata,2,1307,State Senate,21,Judith Zaffirini,DEM,162,8,313,483
Zapata,2,1307,State Representative,80,Danny Valdez,DEM,68,1,137,206
Zapata,2,1307,State Representative,80,Tracy King,DEM,162,7,325,494
Zapata,2,1307,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,151,6,266,423
Zapata,2,1307,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,155,4,301,460
Zapata,2,1307,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,159,4,299,462
Zapata,2,1307,Sheriff,,Raymundo Del Bosque,DEM,118,3,259,380
Zapata,2,1307,Sheriff,,Ramon E. Montes,DEM,111,6,229,346
Zapata,2,1307,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,29,1,42,72
Zapata,2,1307,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,138,7,298,443
Zapata,2,1307,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,103,1,197,301
Zapata,2,1307,"Constable, Precinct 2",,"Daniel ""Danny"" Arriaga",DEM,165,6,325,496
Zapata,2,1307,County Chairman,,Jorge Montes III,DEM,154,5,309,468
Zapata,2,1307,President,,Bob Ely,REP,0,0,0,0
Zapata,2,1307,President,,Zoltan G. Istvan,REP,0,0,0,0
Zapata,2,1307,President,,Donald J. Trump,REP,0,0,0,0
Zapata,2,1307,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Zapata,2,1307,President,,Joe Walsh,REP,0,0,0,0
Zapata,2,1307,President,,Bill Weld,REP,0,0,0,0
Zapata,2,1307,President,,Matthew John Matern,REP,0,0,0,0
Zapata,2,1307,President,,Uncommitted,REP,0,0,0,0
Zapata,2,1307,U.S. Senate,,Mark Yancey,REP,0,0,0,0
Zapata,2,1307,U.S. Senate,,John Anthony Castro,REP,0,0,0,0
Zapata,2,1307,U.S. Senate,,Dwayne Stovall,REP,0,0,0,0
Zapata,2,1307,U.S. Senate,,John Cornyn,REP,0,0,0,0
Zapata,2,1307,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Zapata,2,1307,U.S. House,28,Sandra Whitten,REP,0,0,0,0
Zapata,2,1307,Railroad Commissioner,,Ryan Sitton,REP,0,0,0,0
Zapata,2,1307,Railroad Commissioner,,"James ""Jim"" Wright",REP,0,0,0,0
Zapata,2,1307,"Chief Justice, Supreme Court",,Nathan Hecht,REP,0,0,0,0
Zapata,2,1307,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,0,0,0,0
Zapata,2,1307,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,0,0,0,0
Zapata,2,1307,"Justice, Supreme Court, Place 8",,Brett Busby,REP,0,0,0,0
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,0,0,0,0
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,0,0,0,0
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,0,0,0,0
Zapata,2,1307,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,0,0,0,0
Zapata,2,1307,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,0,0,0,0
Zapata,2,1307,State Senate,21,Frank Pomeroy,REP,0,0,0,0
Zapata,2,1307,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,0,0,0,0
Zapata,2,1307,Proposition #1,,Yes,DEM,188,5,352,545
Zapata,2,1307,Proposition #1,,No,DEM,9,0,31,40
Zapata,2,1307,Proposition #2,,Yes,DEM,184,5,36,225
Zapata,2,1307,Proposition #2,,No,DEM,16,1,14,31
Zapata,2,1307,Proposition #3,,Yes,DEM,189,6,388,583
Zapata,2,1307,Proposition #3,,No,DEM,8,0,22,30
Zapata,2,1307,Proposition #4,,Yes,DEM,188,6,395,589
Zapata,2,1307,Proposition #4,,No,DEM,7,0,14,21
Zapata,2,1307,Proposition #5,,Yes,DEM,185,6,374,565
Zapata,2,1307,Proposition #5,,No,DEM,10,0,19,29
Zapata,2,1307,Proposition #6,,Yes,DEM,177,6,370,553
Zapata,2,1307,Proposition #6,,No,DEM,12,0,27,39
Zapata,2,1307,Proposition #7,,Yes,DEM,173,6,347,526
Zapata,2,1307,Proposition #7,,No,DEM,17,0,43,60
Zapata,2,1307,Proposition #8,,Yes,DEM,175,6,351,532
Zapata,2,1307,Proposition #8,,No,DEM,16,0,40,56
Zapata,2,1307,Proposition #9,,Yes,DEM,183,6,357,546
Zapata,2,1307,Proposition #9,,No,DEM,10,0,27,37
Zapata,2,1307,Proposition #10,,Yes,DEM,161,6,324,491
Zapata,2,1307,Proposition #10,,No,DEM,24,0,53,77
Zapata,2,1307,Proposition #11,,Yes,DEM,164,5,332,501
Zapata,2,1307,Proposition #11,,No,DEM,24,1,45,70
Zapata,2,1307,Proposition 1,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 1,,No,REP,0,0,0,0
Zapata,2,1307,Proposition 2,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 2,,No,REP,0,0,0,0
Zapata,2,1307,Proposition 3,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 3,,No,REP,0,0,0,0
Zapata,2,1307,Proposition 4,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 4,,No,REP,0,0,0,0
Zapata,2,1307,Proposition 5,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 5,,No,REP,0,0,0,0
Zapata,2,1307,Proposition 6,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 6,,No,REP,0,0,0,0
Zapata,2,1307,Proposition 7,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 7,,No,REP,0,0,0,0
Zapata,2,1307,Proposition 8,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 8,,No,REP,0,0,0,0
Zapata,2,1307,Proposition 9,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 9,,No,REP,0,0,0,0
Zapata,2,1307,Proposition 10,,Yes,REP,0,0,0,0
Zapata,2,1307,Proposition 10,,No,REP,0,0,0,0
Zapata,2 - A,564,President,,Joseph R. Biden,DEM,20,7,27,54
Zapata,2 - A,564,President,,Amy Klobuchar,DEM,0,0,2,2
Zapata,2 - A,564,President,,Robby Wells,DEM,0,0,1,1
Zapata,2 - A,564,President,,Michael R. Bloomberg,DEM,29,3,17,49
Zapata,2 - A,564,President,,Andrew Yang,DEM,2,0,1,3
Zapata,2 - A,564,President,,Marianne Williamson,DEM,0,0,1,1
Zapata,2 - A,564,President,,Tom Steyer,DEM,2,0,1,3
Zapata,2 - A,564,President,,Deval Patrick,DEM,0,0,0,0
Zapata,2 - A,564,President,,"Roque ""Rocky"" De La Fuente",DEM,4,0,7,11
Zapata,2 - A,564,President,,Pete Buttigieg,DEM,1,0,1,2
Zapata,2 - A,564,President,,John K. Delaney,DEM,1,0,0,1
Zapata,2 - A,564,President,,Elizabeth Warren,DEM,4,0,8,12
Zapata,2 - A,564,President,,Cory Booker,DEM,0,0,0,0
Zapata,2 - A,564,President,,Bernie Sanders,DEM,36,2,32,70
Zapata,2 - A,564,President,,Julián Castro,DEM,3,0,4,7
Zapata,2 - A,564,President,,Michael Bennet,DEM,1,0,0,1
Zapata,2 - A,564,President,,Tulsi Gabbard,DEM,1,0,0,1
Zapata,2 - A,564,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,24,6,29,59
Zapata,2 - A,564,U.S. Senate,,Michael Cooper,DEM,3,0,3,6
Zapata,2 - A,564,U.S. Senate,,Sema Hernandez,DEM,7,0,12,19
Zapata,2 - A,564,U.S. Senate,,Jack Daniel Foster Jr,DEM,2,0,4,6
Zapata,2 - A,564,U.S. Senate,,Chris Bell,DEM,3,0,2,5
Zapata,2 - A,564,U.S. Senate,,Amanda K. Edwards,DEM,0,0,7,7
Zapata,2 - A,564,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,2,1,0,3
Zapata,2 - A,564,U.S. Senate,,"Annie ""Mam·"" Garcia",DEM,12,0,24,36
Zapata,2 - A,564,U.S. Senate,,Adrian Ocegueda,DEM,2,1,4,7
Zapata,2 - A,564,U.S. Senate,,Victor Hugo Harris,DEM,6,0,1,7
Zapata,2 - A,564,U.S. Senate,,D.R. Hunter,DEM,0,0,0,0
Zapata,2 - A,564,U.S. Senate,,Royce West,DEM,3,0,0,3
Zapata,2 - A,564,U.S. House,28,Jessica Cisneros,DEM,38,2,29,69
Zapata,2 - A,564,U.S. House,28,Henry Cuellar,DEM,90,10,104,204
Zapata,2 - A,564,Railroad Commissioner,,Kelly Stone,DEM,6,2,9,17
Zapata,2 - A,564,Railroad Commissioner,,Mark Watson,DEM,7,0,6,13
Zapata,2 - A,564,Railroad Commissioner,,Chrysta CastaÒeda,DEM,14,1,24,39
Zapata,2 - A,564,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,40,4,48,92
Zapata,2 - A,564,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,34,4,46,84
Zapata,2 - A,564,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,28,2,42,72
Zapata,2 - A,564,"Justice, Supreme Court, Place 6 Unexpired Term",,Larry Praeger,DEM,33,6,43,82
Zapata,2 - A,564,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,18,0,39,57
Zapata,2 - A,564,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,35,5,51,91
Zapata,2 - A,564,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,17,1,30,48
Zapata,2 - A,564,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,15,4,30,49
Zapata,2 - A,564,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,34,2,55,91
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,13,5,27,45
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,11,1,14,26
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,25,0,40,65
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,15,5,28,48
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,36,1,53,90
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,45,6,68,119
Zapata,2 - A,564,"Member, State Board of Education, District 1",,Georgina Perez,DEM,52,6,71,129
Zapata,2 - A,564,State Senate,21,Judith Zaffirini,DEM,88,9,107,204
Zapata,2 - A,564,State Representative,80,Danny Valdez,DEM,39,1,43,83
Zapata,2 - A,564,State Representative,80,Tracy King,DEM,84,1,101,186
Zapata,2 - A,564,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,58,5,77,140
Zapata,2 - A,564,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,75,6,92,173
Zapata,2 - A,564,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,81,6,89,176
Zapata,2 - A,564,Sheriff,,Raymundo Del Bosque,DEM,46,8,60,114
Zapata,2 - A,564,Sheriff,,Ramon E. Montes,DEM,102,4,93,199
Zapata,2 - A,564,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,6,0,10,16
Zapata,2 - A,564,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,99,9,94,202
Zapata,2 - A,564,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,31,3,49,83
Zapata,2 - A,564,"Constable, Precinct 2",,"Daniel ""Danny"" Arriaga",DEM,110,10,126,246
Zapata,2 - A,564,County Chairman,,Jorge Montes III,DEM,79,8,89,176
Zapata,2 - A,564,President,,Bob Ely,REP,0,0,0,0
Zapata,2 - A,564,President,,Zoltan G. Istvan,REP,0,0,0,0
Zapata,2 - A,564,President,,Donald J. Trump,REP,2,0,0,2
Zapata,2 - A,564,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Zapata,2 - A,564,President,,Joe Walsh,REP,0,0,0,0
Zapata,2 - A,564,President,,Bill Weld,REP,0,0,0,0
Zapata,2 - A,564,President,,Matthew John Matern,REP,0,0,0,0
Zapata,2 - A,564,President,,Uncommitted,REP,0,0,0,0
Zapata,2 - A,564,U.S. Senate,,Mark Yancey,REP,0,0,0,0
Zapata,2 - A,564,U.S. Senate,,John Anthony Castro,REP,0,0,0,0
Zapata,2 - A,564,U.S. Senate,,Dwayne Stovall,REP,0,0,0,0
Zapata,2 - A,564,U.S. Senate,,John Cornyn,REP,2,0,0,2
Zapata,2 - A,564,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Zapata,2 - A,564,U.S. House,28,Sandra Whitten,REP,1,0,0,1
Zapata,2 - A,564,Railroad Commissioner,,Ryan Sitton,REP,0,0,0,0
Zapata,2 - A,564,Railroad Commissioner,,"James ""Jim"" Wright",REP,2,0,0,2
Zapata,2 - A,564,"Chief Justice, Supreme Court",,Nathan Hecht,REP,2,0,0,2
Zapata,2 - A,564,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,1,0,0,1
Zapata,2 - A,564,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,1,0,0,1
Zapata,2 - A,564,"Justice, Supreme Court, Place 8",,Brett Busby,REP,1,0,0,1
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,1,0,0,1
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,1,0,0,1
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,2,0,0,2
Zapata,2 - A,564,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,2,0,0,2
Zapata,2 - A,564,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,1,0,0,1
Zapata,2 - A,564,State Senate,21,Frank Pomeroy,REP,2,0,0,2
Zapata,2 - A,564,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,1,0,0,1
Zapata,2 - A,564,Proposition #1,,Yes,DEM,86,8,112,206
Zapata,2 - A,564,Proposition #1,,No,DEM,6,0,5,11
Zapata,2 - A,564,Proposition #2,,Yes,DEM,90,9,118,217
Zapata,2 - A,564,Proposition #2,,No,DEM,5,0,3,8
Zapata,2 - A,564,Proposition #3,,Yes,DEM,91,8,120,219
Zapata,2 - A,564,Proposition #3,,No,DEM,4,0,2,6
Zapata,2 - A,564,Proposition #4,,Yes,DEM,86,8,121,215
Zapata,2 - A,564,Proposition #4,,No,DEM,4,0,1,5
Zapata,2 - A,564,Proposition #5,,Yes,DEM,86,8,117,211
Zapata,2 - A,564,Proposition #5,,No,DEM,4,0,2,6
Zapata,2 - A,564,Proposition #6,,Yes,DEM,83,8,116,207
Zapata,2 - A,564,Proposition #6,,No,DEM,6,0,4,10
Zapata,2 - A,564,Proposition #7,,Yes,DEM,77,8,114,199
Zapata,2 - A,564,Proposition #7,,No,DEM,9,0,5,14
Zapata,2 - A,564,Proposition #8,,Yes,DEM,78,8,116,202
Zapata,2 - A,564,Proposition #8,,No,DEM,9,0,5,14
Zapata,2 - A,564,Proposition #9,,Yes,DEM,82,8,104,194
Zapata,2 - A,564,Proposition #9,,No,DEM,3,0,7,10
Zapata,2 - A,564,Proposition #10,,Yes,DEM,70,8,100,178
Zapata,2 - A,564,Proposition #10,,No,DEM,12,0,9,21
