county,precinct,office,district,party,candidate,votes,early_voting,election_votes
Brazoria,31,Comptroller of Public Accounts,,GRN,Deb Shafto,4,3,1
Brazoria,31,Commissioner of the General Land Office,,REP,George P. Bush,331,251,80
Brazoria,31,Commissioner of the General Land Office,,DEM,John Cook,56,36,20
Brazoria,31,Commissioner of the General Land Office,,LIB,Justin Knight,9,9,0
Brazoria,31,Commissioner of the General Land Office,,GRN,Valerie Alessi,5,2,3
Brazoria,31,Commissioner of Agriculture,,REP,Sid Miller,326,251,75
Brazoria,31,Commissioner of Agriculture,,DEM,Jim Hogan,57,36,21
Brazoria,31,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,9,7,2
Brazoria,31,Commissioner of Agriculture,,GRN,Kenneth Kendrick,2,0,2
Brazoria,31,Railroad Commissioner,,REP,Ryan Sitton,324,248,76
Brazoria,31,Railroad Commissioner,,DEM,Steve Brown,59,38,21
Brazoria,31,Railroad Commissioner,,LIB,Mark A. Miller,9,7,2
Brazoria,31,Railroad Commissioner,,GRN,Martina Salinas,4,2,2
Brazoria,31,"Chief Justice, Supreme Court",,REP,Nathan Hecht,330,254,76
Brazoria,31,"Chief Justice, Supreme Court",,DEM,William Moody,54,32,22
Brazoria,31,"Chief Justice, Supreme Court",,LIB,Tom Oxford,8,6,2
Brazoria,31,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,335,257,78
Brazoria,31,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,50,32,18
Brazoria,31,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,7,4,3
Brazoria,31,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,328,253,75
Brazoria,31,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,55,36,19
Brazoria,31,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,5,2,3
Brazoria,31,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,2,0,2
Brazoria,31,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,332,255,77
Brazoria,31,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,23,15,8
Brazoria,31,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,13,10,3
Brazoria,31,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,327,251,76
Brazoria,31,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,52,33,19
Brazoria,31,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,9,5,4
Brazoria,31,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,330,253,77
Brazoria,31,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,22,17,5
Brazoria,31,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,14,9,5
Brazoria,31,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,340,260,80
Brazoria,31,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",20,13,7
Brazoria,31,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,8,7,1
Brazoria,31,"Member, State Board of Education, District 7",,REP,David Bradley,323,248,75
Brazoria,31,"Member, State Board of Education, District 7",,DEM,Kathy King,62,38,24
Brazoria,31,"Member, State Board of Education, District 7",,LIB,Megan DaGata,7,5,2
Brazoria,31,State Senate,17,REP,Joan Huffman,335,257,78
Brazoria,31,State Senate,17,DEM,Rita Lucido,53,34,19
Brazoria,31,State Senate,17,LIB,George Hardy,6,4,2
Brazoria,31,State Senate,17,GRN,David Courtney,2,0,2
Brazoria,31,State House,25,REP,Dennis Bonnen,348,263,85
Brazoria,31,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,330,253,77
Brazoria,31,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,58,37,21
Brazoria,31,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,330,254,76
Brazoria,31,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,57,35,22
Brazoria,31,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,340,258,82
Brazoria,31,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,338,258,80
Brazoria,31,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,334,256,78
Brazoria,31,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,52,32,20
Brazoria,31,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,348,263,85
Brazoria,31,"District Judge, 239th Judicial District",,REP,Pat Sebesta,353,267,86
Brazoria,31,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,351,266,85
Brazoria,31,"District Judge, 412th Judicial District",,REP,Ed Denman,348,264,84
Brazoria,31,Criminal District Attorney,,REP,Jeri Yenne,336,253,83
Brazoria,31,County Judge,,REP,Matt Sebesta,340,258,82
Brazoria,31,County Judge,,DEM,Robert Pruett,57,36,21
Brazoria,31,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,348,263,85
Brazoria,31,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,345,260,85
Brazoria,31,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,345,261,84
Brazoria,31,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,346,265,81
Brazoria,31,District Clerk,,REP,Rhonda Cross Barchak,341,260,81
Brazoria,31,County Clerk,,REP,Joyce Hudman,341,258,83
Brazoria,31,County Treasurer,,REP,Cathy Campbell,343,260,83
Brazoria,31,"County Commissioner, Precinct 4",,REP,David Linder,342,261,81
Brazoria,31,"County Commissioner, Precinct 4",,DEM,Alan Kolodny,57,36,21
Brazoria,31,"Justice of the Peace, Precinct 4, Place 2",,REP,Sherry Kersh,342,259,83
Brazoria,32,Straight Party,,REP,Republican Party,383,251,132
Brazoria,32,Straight Party,,DEM,Democratic Party,108,68,40
Brazoria,32,Straight Party,,LIB,Libertarian Party,1,1,0
Brazoria,32,Straight Party,,GRN,Green Party,4,4,0
Brazoria,32,U.S. Senate,,REP,John Cornyn,650,452,198
Brazoria,32,U.S. Senate,,DEM,David M. Alameel,191,128,63
Brazoria,32,U.S. Senate,,LIB,Rebecca Paddock,30,22,8
Brazoria,32,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",5,2,3
Brazoria,32,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,32,U.S. House,14,REP,Randy Weber,668,468,200
Brazoria,32,U.S. House,14,DEM,Donald G. Brown,199,126,73
Brazoria,32,U.S. House,14,LIB,John Wieder,11,8,3
Brazoria,32,Governor,,REP,Greg Abbott,665,460,205
Brazoria,32,Governor,,DEM,Wendy R. Davis,205,135,70
Brazoria,32,Governor,,LIB,Kathie Glass,9,6,3
Brazoria,32,Governor,,GRN,Brandon Parmer,9,5,4
Brazoria,32,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,32,Lieutenant Governor,,REP,Dan Patrick,659,461,198
Brazoria,32,Lieutenant Governor,,DEM,Leticia Van de Putte,196,126,70
Brazoria,32,Lieutenant Governor,,LIB,Robert D. Butler,25,15,10
Brazoria,32,Lieutenant Governor,,GRN,Chandrakantha Courtney,5,4,1
Brazoria,32,Attorney General,,REP,Ken Paxton,646,446,200
Brazoria,32,Attorney General,,DEM,Sam Houston,212,140,72
Brazoria,32,Attorney General,,LIB,Jamie Balagia,15,11,4
Brazoria,32,Attorney General,,GRN,Jamar Osborne,7,4,3
Brazoria,32,Comptroller of Public Accounts,,REP,Glenn Hegar,629,436,193
Brazoria,32,Comptroller of Public Accounts,,DEM,Mike Collier,216,143,73
Brazoria,32,Comptroller of Public Accounts,,LIB,Ben Sanders,25,15,10
Brazoria,32,Comptroller of Public Accounts,,GRN,Deb Shafto,4,4,0
Brazoria,32,Commissioner of the General Land Office,,REP,George P. Bush,652,454,198
Brazoria,32,Commissioner of the General Land Office,,DEM,John Cook,202,131,71
Brazoria,32,Commissioner of the General Land Office,,LIB,Justin Knight,26,18,8
Brazoria,32,Commissioner of the General Land Office,,GRN,Valerie Alessi,6,4,2
Brazoria,32,Commissioner of Agriculture,,REP,Sid Miller,631,432,199
Brazoria,32,Commissioner of Agriculture,,DEM,Jim Hogan,216,146,70
Brazoria,32,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,19,14,5
Brazoria,32,Commissioner of Agriculture,,GRN,Kenneth Kendrick,13,10,3
Brazoria,32,Railroad Commissioner,,REP,Ryan Sitton,635,439,196
Brazoria,32,Railroad Commissioner,,DEM,Steve Brown,211,141,70
Brazoria,32,Railroad Commissioner,,LIB,Mark A. Miller,25,18,7
Brazoria,32,Railroad Commissioner,,GRN,Martina Salinas,8,3,5
Brazoria,32,"Chief Justice, Supreme Court",,REP,Nathan Hecht,644,445,199
Brazoria,32,"Chief Justice, Supreme Court",,DEM,William Moody,207,137,70
Brazoria,32,"Chief Justice, Supreme Court",,LIB,Tom Oxford,27,17,10
Brazoria,32,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,650,448,202
Brazoria,32,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,202,134,68
Brazoria,32,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,24,16,8
Brazoria,32,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,652,455,197
Brazoria,32,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,197,126,71
Brazoria,32,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,22,16,6
Brazoria,32,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,7,4,3
Brazoria,32,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,675,464,211
Brazoria,32,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,64,44,20
Brazoria,32,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,30,20,10
Brazoria,32,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,638,446,192
Brazoria,32,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,207,134,73
Brazoria,32,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,30,18,12
Brazoria,32,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,668,459,209
Brazoria,32,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,82,59,23
Brazoria,32,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,22,12,10
Brazoria,32,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,673,464,209
Brazoria,32,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",75,49,26
Brazoria,32,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,22,16,6
Brazoria,32,"Member, State Board of Education, District 7",,REP,David Bradley,638,443,195
Brazoria,32,"Member, State Board of Education, District 7",,DEM,Kathy King,224,145,79
Brazoria,32,"Member, State Board of Education, District 7",,LIB,Megan DaGata,14,8,6
Brazoria,32,State Senate,17,REP,Joan Huffman,662,461,201
Brazoria,32,State Senate,17,DEM,Rita Lucido,194,125,69
Brazoria,32,State Senate,17,LIB,George Hardy,20,11,9
Brazoria,32,State Senate,17,GRN,David Courtney,7,6,1
Brazoria,32,State House,25,REP,Dennis Bonnen,717,493,224
Brazoria,32,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,658,457,201
Brazoria,32,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,210,135,75
Brazoria,32,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,650,446,204
Brazoria,32,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,218,146,72
Brazoria,32,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,697,478,219
Brazoria,32,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,697,479,218
Brazoria,32,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,665,462,203
Brazoria,32,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,200,129,71
Brazoria,32,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,708,487,221
Brazoria,32,"District Judge, 239th Judicial District",,REP,Pat Sebesta,715,492,223
Brazoria,32,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,704,486,218
Brazoria,32,"District Judge, 412th Judicial District",,REP,Ed Denman,706,487,219
Brazoria,32,Criminal District Attorney,,REP,Jeri Yenne,689,473,216
Brazoria,32,County Judge,,REP,Matt Sebesta,671,467,204
Brazoria,32,County Judge,,DEM,Robert Pruett,208,132,76
Brazoria,32,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,709,490,219
Brazoria,32,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,705,489,216
Brazoria,32,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,697,483,214
Brazoria,32,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,699,485,214
Brazoria,32,District Clerk,,REP,Rhonda Cross Barchak,691,476,215
Brazoria,32,County Clerk,,REP,Joyce Hudman,705,486,219
Brazoria,32,County Treasurer,,REP,Cathy Campbell,689,473,216
Brazoria,32,"County Commissioner, Precinct 4",,REP,David Linder,666,459,207
Brazoria,32,"County Commissioner, Precinct 4",,DEM,Alan Kolodny,216,141,75
Brazoria,32,"Justice of the Peace, Precinct 4, Place 2",,REP,Sherry Kersh,715,494,221
Brazoria,33,Straight Party,,REP,Republican Party,274,177,97
Brazoria,33,Straight Party,,DEM,Democratic Party,132,84,48
Brazoria,33,Straight Party,,LIB,Libertarian Party,2,0,2
Brazoria,33,Straight Party,,GRN,Green Party,0,0,0
Brazoria,33,U.S. Senate,,REP,John Cornyn,459,303,156
Brazoria,33,U.S. Senate,,DEM,David M. Alameel,197,124,73
Brazoria,33,U.S. Senate,,LIB,Rebecca Paddock,22,17,5
Brazoria,33,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",3,3,0
Brazoria,33,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,33,U.S. House,14,REP,Randy Weber,474,319,155
Brazoria,33,U.S. House,14,DEM,Donald G. Brown,205,129,76
Brazoria,33,U.S. House,14,LIB,John Wieder,6,3,3
Brazoria,33,Governor,,REP,Greg Abbott,463,311,152
Brazoria,33,Governor,,DEM,Wendy R. Davis,221,137,84
Brazoria,33,Governor,,LIB,Kathie Glass,4,2,2
Brazoria,33,Governor,,GRN,Brandon Parmer,1,1,0
Brazoria,33,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,33,Lieutenant Governor,,REP,Dan Patrick,470,315,155
Brazoria,33,Lieutenant Governor,,DEM,Leticia Van de Putte,211,134,77
Brazoria,33,Lieutenant Governor,,LIB,Robert D. Butler,6,2,4
Brazoria,33,Lieutenant Governor,,GRN,Chandrakantha Courtney,3,2,1
Brazoria,33,Attorney General,,REP,Ken Paxton,464,311,153
Brazoria,33,Attorney General,,DEM,Sam Houston,210,132,78
Brazoria,33,Attorney General,,LIB,Jamie Balagia,11,7,4
Brazoria,33,Attorney General,,GRN,Jamar Osborne,2,1,1
Brazoria,33,Comptroller of Public Accounts,,REP,Glenn Hegar,448,300,148
Brazoria,33,Comptroller of Public Accounts,,DEM,Mike Collier,216,140,76
Brazoria,33,Comptroller of Public Accounts,,LIB,Ben Sanders,19,11,8
Brazoria,33,Comptroller of Public Accounts,,GRN,Deb Shafto,6,3,3
Brazoria,33,Commissioner of the General Land Office,,REP,George P. Bush,452,304,148
Brazoria,33,Commissioner of the General Land Office,,DEM,John Cook,213,135,78
Brazoria,33,Commissioner of the General Land Office,,LIB,Justin Knight,19,11,8
Brazoria,33,Commissioner of the General Land Office,,GRN,Valerie Alessi,7,4,3
Brazoria,33,Commissioner of Agriculture,,REP,Sid Miller,447,296,151
Brazoria,33,Commissioner of Agriculture,,DEM,Jim Hogan,215,140,75
Brazoria,33,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,19,12,7
Brazoria,33,Commissioner of Agriculture,,GRN,Kenneth Kendrick,8,4,4
Brazoria,33,Railroad Commissioner,,REP,Ryan Sitton,444,299,145
Brazoria,33,Railroad Commissioner,,DEM,Steve Brown,219,138,81
Brazoria,33,Railroad Commissioner,,LIB,Mark A. Miller,22,12,10
Brazoria,33,Railroad Commissioner,,GRN,Martina Salinas,6,5,1
Brazoria,33,"Chief Justice, Supreme Court",,REP,Nathan Hecht,454,304,150
Brazoria,33,"Chief Justice, Supreme Court",,DEM,William Moody,213,133,80
Brazoria,33,"Chief Justice, Supreme Court",,LIB,Tom Oxford,19,12,7
Brazoria,33,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,464,309,155
Brazoria,33,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,200,128,72
Brazoria,33,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,20,13,7
Brazoria,33,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,462,307,155
Brazoria,33,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,205,130,75
Brazoria,33,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,14,10,4
Brazoria,33,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,3,3,0
Brazoria,33,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,479,320,159
Brazoria,33,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,43,29,14
Brazoria,33,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,23,13,10
Brazoria,33,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,457,305,152
Brazoria,33,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,206,132,74
Brazoria,33,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,22,12,10
Brazoria,33,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,477,317,160
Brazoria,33,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,54,34,20
Brazoria,33,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,17,12,5
Brazoria,33,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,476,318,158
Brazoria,33,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",49,29,20
Brazoria,33,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,21,15,6
Brazoria,33,"Member, State Board of Education, District 7",,REP,David Bradley,448,301,147
Brazoria,33,"Member, State Board of Education, District 7",,DEM,Kathy King,222,142,80
Brazoria,33,"Member, State Board of Education, District 7",,LIB,Megan DaGata,17,10,7
Brazoria,33,State Senate,17,REP,Joan Huffman,471,315,156
Brazoria,33,State Senate,17,DEM,Rita Lucido,202,127,75
Brazoria,33,State Senate,17,LIB,George Hardy,12,7,5
Brazoria,33,State Senate,17,GRN,David Courtney,4,4,0
Brazoria,33,State House,25,REP,Dennis Bonnen,498,334,164
Brazoria,33,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,468,311,157
Brazoria,33,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,211,136,75
Brazoria,33,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,465,310,155
Brazoria,33,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,218,141,77
Brazoria,33,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,491,327,164
Brazoria,33,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,488,326,162
Brazoria,33,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,473,315,158
Brazoria,33,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,211,136,75
Brazoria,33,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,496,334,162
Brazoria,33,"District Judge, 239th Judicial District",,REP,Pat Sebesta,500,333,167
Brazoria,33,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,496,333,163
Brazoria,33,"District Judge, 412th Judicial District",,REP,Ed Denman,489,328,161
Brazoria,33,Criminal District Attorney,,REP,Jeri Yenne,484,324,160
Brazoria,33,County Judge,,REP,Matt Sebesta,456,299,157
Brazoria,33,County Judge,,DEM,Robert Pruett,230,153,77
Brazoria,33,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,493,332,161
Brazoria,33,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,493,330,163
Brazoria,33,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,486,327,159
Brazoria,33,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,491,330,161
Brazoria,33,District Clerk,,REP,Rhonda Cross Barchak,488,328,160
Brazoria,33,County Clerk,,REP,Joyce Hudman,500,332,168
Brazoria,33,County Treasurer,,REP,Cathy Campbell,490,328,162
Brazoria,33,"Justice of the Peace, Precinct 1, Place 2",,REP,Milan Miller,462,307,155
Brazoria,33,"Justice of the Peace, Precinct 1, Place 2",,DEM,Steve Upton,224,147,77
Brazoria,34,Straight Party,,REP,Republican Party,621,409,212
Brazoria,34,Straight Party,,DEM,Democratic Party,126,78,48
Brazoria,34,Straight Party,,LIB,Libertarian Party,3,1,2
Brazoria,34,Straight Party,,GRN,Green Party,4,3,1
Brazoria,34,U.S. Senate,,REP,John Cornyn,963,644,319
Brazoria,34,U.S. Senate,,DEM,David M. Alameel,199,129,70
Brazoria,34,U.S. Senate,,LIB,Rebecca Paddock,36,15,21
Brazoria,34,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",11,7,4
Brazoria,34,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,34,U.S. House,22,REP,Pete Olson,977,660,317
Brazoria,34,U.S. House,22,DEM,Frank Briscoe,219,138,81
Brazoria,34,U.S. House,22,LIB,Rob Lapham,34,15,19
Brazoria,34,Governor,,REP,Greg Abbott,978,659,319
Brazoria,34,Governor,,DEM,Wendy R. Davis,243,148,95
Brazoria,34,Governor,,LIB,Kathie Glass,15,6,9
Brazoria,34,Governor,,GRN,Brandon Parmer,7,5,2
Brazoria,34,Governor,,,Sarah M. Pavitt,1,1,0
Brazoria,34,Lieutenant Governor,,REP,Dan Patrick,965,650,315
Brazoria,34,Lieutenant Governor,,DEM,Leticia Van de Putte,228,140,88
Brazoria,34,Lieutenant Governor,,LIB,Robert D. Butler,39,22,17
Brazoria,34,Lieutenant Governor,,GRN,Chandrakantha Courtney,9,5,4
Brazoria,34,Attorney General,,REP,Ken Paxton,980,661,319
Brazoria,34,Attorney General,,DEM,Sam Houston,225,145,80
Brazoria,34,Attorney General,,LIB,Jamie Balagia,32,11,21
Brazoria,34,Attorney General,,GRN,Jamar Osborne,9,6,3
Brazoria,34,Comptroller of Public Accounts,,REP,Glenn Hegar,955,653,302
Brazoria,34,Comptroller of Public Accounts,,DEM,Mike Collier,232,140,92
Brazoria,34,Comptroller of Public Accounts,,LIB,Ben Sanders,36,15,21
Brazoria,34,Comptroller of Public Accounts,,GRN,Deb Shafto,9,5,4
Brazoria,34,Commissioner of the General Land Office,,REP,George P. Bush,971,659,312
Brazoria,34,Commissioner of the General Land Office,,DEM,John Cook,217,131,86
Brazoria,34,Commissioner of the General Land Office,,LIB,Justin Knight,39,20,19
Brazoria,34,Commissioner of the General Land Office,,GRN,Valerie Alessi,11,7,4
Brazoria,34,Commissioner of Agriculture,,REP,Sid Miller,947,643,304
Brazoria,34,Commissioner of Agriculture,,DEM,Jim Hogan,222,136,86
Brazoria,34,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,44,21,23
Brazoria,34,Commissioner of Agriculture,,GRN,Kenneth Kendrick,18,11,7
Brazoria,34,Railroad Commissioner,,REP,Ryan Sitton,955,649,306
Brazoria,34,Railroad Commissioner,,DEM,Steve Brown,227,140,87
Brazoria,34,Railroad Commissioner,,LIB,Mark A. Miller,36,15,21
Brazoria,34,Railroad Commissioner,,GRN,Martina Salinas,12,7,5
Brazoria,34,"Chief Justice, Supreme Court",,REP,Nathan Hecht,972,657,315
Brazoria,34,"Chief Justice, Supreme Court",,DEM,William Moody,226,140,86
Brazoria,34,"Chief Justice, Supreme Court",,LIB,Tom Oxford,38,19,19
Brazoria,34,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,961,650,311
Brazoria,34,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,223,137,86
Brazoria,34,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,42,23,19
Brazoria,34,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,955,643,312
Brazoria,34,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,219,136,83
Brazoria,34,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,37,18,19
Brazoria,34,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,14,10,4
Brazoria,34,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,987,662,325
Brazoria,34,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,67,36,31
Brazoria,34,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,57,34,23
Brazoria,34,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,962,655,307
Brazoria,34,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,218,134,84
Brazoria,34,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,42,18,24
Brazoria,34,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,986,660,326
Brazoria,34,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,72,41,31
Brazoria,34,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,59,35,24
Brazoria,34,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,991,662,329
Brazoria,34,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",71,39,32
Brazoria,34,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,53,33,20
Brazoria,34,"Member, State Board of Education, District 7",,REP,David Bradley,950,645,305
Brazoria,34,"Member, State Board of Education, District 7",,DEM,Kathy King,241,148,93
Brazoria,34,"Member, State Board of Education, District 7",,LIB,Megan DaGata,32,11,21
Brazoria,34,State House,29,REP,Ed Thompson,1034,686,348
Brazoria,34,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,973,654,319
Brazoria,34,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,237,145,92
Brazoria,34,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,964,654,310
Brazoria,34,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,247,148,99
Brazoria,34,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,1017,673,344
Brazoria,34,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,1009,668,341
Brazoria,34,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,974,660,314
Brazoria,34,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,234,140,94
Brazoria,34,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,1018,674,344
Brazoria,34,"District Judge, 239th Judicial District",,REP,Pat Sebesta,1031,683,348
Brazoria,34,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,1010,667,343
Brazoria,34,"District Judge, 412th Judicial District",,REP,Ed Denman,1011,668,343
Brazoria,34,Criminal District Attorney,,REP,Jeri Yenne,1014,669,345
