county,precinct,office,district,party,candidate,votes,early_voting,election_votes
Brazoria,14,U.S. House,14,DEM,Donald G. Brown,378,187,191
Brazoria,14,U.S. House,14,LIB,John Wieder,27,12,15
Brazoria,14,Governor,,REP,Greg Abbott,1213,630,583
Brazoria,14,Governor,,DEM,Wendy R. Davis,420,207,213
Brazoria,14,Governor,,LIB,Kathie Glass,13,7,6
Brazoria,14,Governor,,GRN,Brandon Parmer,6,0,6
Brazoria,14,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,14,Lieutenant Governor,,REP,Dan Patrick,1199,618,581
Brazoria,14,Lieutenant Governor,,DEM,Leticia Van de Putte,404,209,195
Brazoria,14,Lieutenant Governor,,LIB,Robert D. Butler,38,15,23
Brazoria,14,Lieutenant Governor,,GRN,Chandrakantha Courtney,5,1,4
Brazoria,14,Attorney General,,REP,Ken Paxton,1202,627,575
Brazoria,14,Attorney General,,DEM,Sam Houston,412,206,206
Brazoria,14,Attorney General,,LIB,Jamie Balagia,25,11,14
Brazoria,14,Attorney General,,GRN,Jamar Osborne,10,1,9
Brazoria,14,Comptroller of Public Accounts,,REP,Glenn Hegar,1181,611,570
Brazoria,14,Comptroller of Public Accounts,,DEM,Mike Collier,412,209,203
Brazoria,14,Comptroller of Public Accounts,,LIB,Ben Sanders,34,16,18
Brazoria,14,Comptroller of Public Accounts,,GRN,Deb Shafto,7,0,7
Brazoria,14,Commissioner of the General Land Office,,REP,George P. Bush,1213,625,588
Brazoria,14,Commissioner of the General Land Office,,DEM,John Cook,382,193,189
Brazoria,14,Commissioner of the General Land Office,,LIB,Justin Knight,43,23,20
Brazoria,14,Commissioner of the General Land Office,,GRN,Valerie Alessi,10,3,7
Brazoria,14,Commissioner of Agriculture,,REP,Sid Miller,1173,607,566
Brazoria,14,Commissioner of Agriculture,,DEM,Jim Hogan,399,203,196
Brazoria,14,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,41,18,23
Brazoria,14,Commissioner of Agriculture,,GRN,Kenneth Kendrick,17,4,13
Brazoria,14,Railroad Commissioner,,REP,Ryan Sitton,1180,608,572
Brazoria,14,Railroad Commissioner,,DEM,Steve Brown,396,197,199
Brazoria,14,Railroad Commissioner,,LIB,Mark A. Miller,43,23,20
Brazoria,14,Railroad Commissioner,,GRN,Martina Salinas,12,6,6
Brazoria,14,"Chief Justice, Supreme Court",,REP,Nathan Hecht,1192,618,574
Brazoria,14,"Chief Justice, Supreme Court",,DEM,William Moody,398,196,202
Brazoria,14,"Chief Justice, Supreme Court",,LIB,Tom Oxford,47,23,24
Brazoria,14,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,1200,616,584
Brazoria,14,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,388,200,188
Brazoria,14,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,39,17,22
Brazoria,14,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,1188,610,578
Brazoria,14,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,387,196,191
Brazoria,14,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,42,25,17
Brazoria,14,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,12,1,11
Brazoria,14,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,1232,628,604
Brazoria,14,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,99,54,45
Brazoria,14,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,49,21,28
Brazoria,14,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,1184,607,577
Brazoria,14,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,387,195,192
Brazoria,14,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,53,28,25
Brazoria,14,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,1213,620,593
Brazoria,14,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,114,60,54
Brazoria,14,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,54,24,30
Brazoria,14,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,1227,629,598
Brazoria,14,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",116,56,60
Brazoria,14,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,41,22,19
Brazoria,14,"Member, State Board of Education, District 7",,REP,David Bradley,1169,599,570
Brazoria,14,"Member, State Board of Education, District 7",,DEM,Kathy King,424,216,208
Brazoria,14,"Member, State Board of Education, District 7",,LIB,Megan DaGata,34,16,18
Brazoria,14,State Senate,17,REP,Joan Huffman,1226,635,591
Brazoria,14,State Senate,17,DEM,Rita Lucido,378,191,187
Brazoria,14,State Senate,17,LIB,George Hardy,34,14,20
Brazoria,14,State Senate,17,GRN,David Courtney,7,1,6
Brazoria,14,State House,25,REP,Dennis Bonnen,1308,668,640
Brazoria,14,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,1206,625,581
Brazoria,14,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,407,199,208
Brazoria,14,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,1201,615,586
Brazoria,14,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,423,215,208
Brazoria,14,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,1271,647,624
Brazoria,14,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,1277,649,628
Brazoria,14,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,1222,628,594
Brazoria,14,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,396,197,199
Brazoria,14,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,1283,655,628
Brazoria,14,"District Judge, 239th Judicial District",,REP,Pat Sebesta,1297,659,638
Brazoria,14,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,1284,650,634
Brazoria,14,"District Judge, 412th Judicial District",,REP,Ed Denman,1271,644,627
Brazoria,14,Criminal District Attorney,,REP,Jeri Yenne,1267,641,626
Brazoria,14,County Judge,,REP,Matt Sebesta,1230,640,590
Brazoria,14,County Judge,,DEM,Robert Pruett,407,198,209
Brazoria,14,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,1279,651,628
Brazoria,14,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,1284,652,632
Brazoria,14,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,1282,652,630
Brazoria,14,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,1282,654,628
Brazoria,14,District Clerk,,REP,Rhonda Cross Barchak,1276,648,628
Brazoria,14,County Clerk,,REP,Joyce Hudman,1289,654,635
Brazoria,14,County Treasurer,,REP,Cathy Campbell,1280,650,630
Brazoria,14,"County Commissioner, Precinct 4",,REP,David Linder,1238,640,598
Brazoria,14,"County Commissioner, Precinct 4",,DEM,Alan Kolodny,398,201,197
Brazoria,14,"Justice of the Peace, Precinct 4, Place 2",,REP,Sherry Kersh,1301,660,641
Brazoria,15,Straight Party,,REP,Republican Party,390,178,212
Brazoria,15,Straight Party,,DEM,Democratic Party,26,10,16
Brazoria,15,Straight Party,,LIB,Libertarian Party,1,0,1
Brazoria,15,Straight Party,,GRN,Green Party,1,0,1
Brazoria,15,U.S. Senate,,REP,John Cornyn,767,338,429
Brazoria,15,U.S. Senate,,DEM,David M. Alameel,79,25,54
Brazoria,15,U.S. Senate,,LIB,Rebecca Paddock,21,7,14
Brazoria,15,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",6,4,2
Brazoria,15,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,15,U.S. House,14,REP,Randy Weber,763,339,424
Brazoria,15,U.S. House,14,DEM,Donald G. Brown,88,32,56
Brazoria,15,U.S. House,14,LIB,John Wieder,16,5,11
Brazoria,15,Governor,,REP,Greg Abbott,767,339,428
Brazoria,15,Governor,,DEM,Wendy R. Davis,100,38,62
Brazoria,15,Governor,,LIB,Kathie Glass,18,4,14
Brazoria,15,Governor,,GRN,Brandon Parmer,1,1,0
Brazoria,15,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,15,Lieutenant Governor,,REP,Dan Patrick,769,345,424
Brazoria,15,Lieutenant Governor,,DEM,Leticia Van de Putte,98,34,64
Brazoria,15,Lieutenant Governor,,LIB,Robert D. Butler,19,4,15
Brazoria,15,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,1
Brazoria,15,Attorney General,,REP,Ken Paxton,769,336,433
Brazoria,15,Attorney General,,DEM,Sam Houston,103,41,62
Brazoria,15,Attorney General,,LIB,Jamie Balagia,14,4,10
Brazoria,15,Attorney General,,GRN,Jamar Osborne,0,0,0
Brazoria,15,Comptroller of Public Accounts,,REP,Glenn Hegar,737,328,409
Brazoria,15,Comptroller of Public Accounts,,DEM,Mike Collier,105,37,68
Brazoria,15,Comptroller of Public Accounts,,LIB,Ben Sanders,12,4,8
Brazoria,15,Comptroller of Public Accounts,,GRN,Deb Shafto,2,0,2
Brazoria,15,Commissioner of the General Land Office,,REP,George P. Bush,769,333,436
Brazoria,15,Commissioner of the General Land Office,,DEM,John Cook,90,35,55
Brazoria,15,Commissioner of the General Land Office,,LIB,Justin Knight,14,6,8
Brazoria,15,Commissioner of the General Land Office,,GRN,Valerie Alessi,3,2,1
Brazoria,15,Commissioner of Agriculture,,REP,Sid Miller,727,320,407
Brazoria,15,Commissioner of Agriculture,,DEM,Jim Hogan,106,39,67
Brazoria,15,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,12,4,8
Brazoria,15,Commissioner of Agriculture,,GRN,Kenneth Kendrick,8,4,4
Brazoria,15,Railroad Commissioner,,REP,Ryan Sitton,728,323,405
Brazoria,15,Railroad Commissioner,,DEM,Steve Brown,103,38,65
Brazoria,15,Railroad Commissioner,,LIB,Mark A. Miller,16,4,12
Brazoria,15,Railroad Commissioner,,GRN,Martina Salinas,4,2,2
Brazoria,15,"Chief Justice, Supreme Court",,REP,Nathan Hecht,743,331,412
Brazoria,15,"Chief Justice, Supreme Court",,DEM,William Moody,93,32,61
Brazoria,15,"Chief Justice, Supreme Court",,LIB,Tom Oxford,18,5,13
Brazoria,15,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,747,330,417
Brazoria,15,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,89,36,53
Brazoria,15,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,14,2,12
Brazoria,15,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,734,330,404
Brazoria,15,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,96,33,63
Brazoria,15,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,15,2,13
Brazoria,15,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,5,3,2
Brazoria,15,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,759,336,423
Brazoria,15,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,45,13,32
Brazoria,15,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,23,12,11
Brazoria,15,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,729,324,405
Brazoria,15,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,95,37,58
Brazoria,15,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,23,5,18
Brazoria,15,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,763,334,429
Brazoria,15,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,45,13,32
Brazoria,15,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,19,11,8
Brazoria,15,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,768,339,429
Brazoria,15,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",46,11,35
Brazoria,15,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,14,9,5
Brazoria,15,"Member, State Board of Education, District 7",,REP,David Bradley,723,315,408
Brazoria,15,"Member, State Board of Education, District 7",,DEM,Kathy King,106,41,65
Brazoria,15,"Member, State Board of Education, District 7",,LIB,Megan DaGata,20,8,12
Brazoria,15,State House,25,REP,Dennis Bonnen,815,355,460
Brazoria,15,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,737,322,415
Brazoria,15,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,103,38,65
Brazoria,15,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,722,318,404
Brazoria,15,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,116,42,74
Brazoria,15,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,767,329,438
Brazoria,15,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,768,331,437
Brazoria,15,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,740,325,415
Brazoria,15,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,98,36,62
Brazoria,15,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,799,347,452
Brazoria,15,"District Judge, 239th Judicial District",,REP,Pat Sebesta,826,354,472
Brazoria,15,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,784,340,444
Brazoria,15,"District Judge, 412th Judicial District",,REP,Ed Denman,779,334,445
Brazoria,15,Criminal District Attorney,,REP,Jeri Yenne,756,329,427
Brazoria,15,County Judge,,REP,Matt Sebesta,795,342,453
Brazoria,15,County Judge,,DEM,Robert Pruett,89,37,52
Brazoria,15,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,778,340,438
Brazoria,15,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,786,341,445
Brazoria,15,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,778,337,441
Brazoria,15,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,775,336,439
Brazoria,15,District Clerk,,REP,Rhonda Cross Barchak,767,330,437
Brazoria,15,County Clerk,,REP,Joyce Hudman,779,336,443
Brazoria,15,County Treasurer,,REP,Cathy Campbell,761,331,430
Brazoria,15,"County Commissioner, Precinct 2",,REP,Ryan Cade,664,291,373
Brazoria,15,"County Commissioner, Precinct 2",,DEM,"C. B. Robertson, III",215,87,128
Brazoria,15,"Justice of the Peace, Precinct 2, Place 2",,REP,Richard B. Davis,807,352,455
Brazoria,15,"Justice of the Peace, Precinct 2, Place 2",,DEM,Loretta Y. Branch,77,29,48
Brazoria,16,Straight Party,,REP,Republican Party,363,230,133
Brazoria,16,Straight Party,,DEM,Democratic Party,84,46,38
Brazoria,16,Straight Party,,LIB,Libertarian Party,2,1,1
Brazoria,16,Straight Party,,GRN,Green Party,0,0,0
Brazoria,16,U.S. Senate,,REP,John Cornyn,523,337,186
Brazoria,16,U.S. Senate,,DEM,David M. Alameel,136,79,57
Brazoria,16,U.S. Senate,,LIB,Rebecca Paddock,22,13,9
Brazoria,16,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",3,1,2
Brazoria,16,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,16,U.S. House,22,REP,Pete Olson,532,345,187
Brazoria,16,U.S. House,22,DEM,Frank Briscoe,137,77,60
Brazoria,16,U.S. House,22,LIB,Rob Lapham,13,6,7
Brazoria,16,Governor,,REP,Greg Abbott,519,339,180
Brazoria,16,Governor,,DEM,Wendy R. Davis,155,87,68
Brazoria,16,Governor,,LIB,Kathie Glass,14,9,5
Brazoria,16,Governor,,GRN,Brandon Parmer,2,0,2
Brazoria,16,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,16,Lieutenant Governor,,REP,Dan Patrick,521,345,176
Brazoria,16,Lieutenant Governor,,DEM,Leticia Van de Putte,145,85,60
Brazoria,16,Lieutenant Governor,,LIB,Robert D. Butler,17,5,12
Brazoria,16,Lieutenant Governor,,GRN,Chandrakantha Courtney,4,1,3
Brazoria,16,Attorney General,,REP,Ken Paxton,528,340,188
Brazoria,16,Attorney General,,DEM,Sam Houston,153,89,64
Brazoria,16,Attorney General,,LIB,Jamie Balagia,8,5,3
Brazoria,16,Attorney General,,GRN,Jamar Osborne,2,0,2
Brazoria,16,Comptroller of Public Accounts,,REP,Glenn Hegar,511,336,175
Brazoria,16,Comptroller of Public Accounts,,DEM,Mike Collier,152,87,65
Brazoria,16,Comptroller of Public Accounts,,LIB,Ben Sanders,14,6,8
Brazoria,16,Comptroller of Public Accounts,,GRN,Deb Shafto,5,2,3
Brazoria,16,Commissioner of the General Land Office,,REP,George P. Bush,522,342,180
Brazoria,16,Commissioner of the General Land Office,,DEM,John Cook,141,79,62
Brazoria,16,Commissioner of the General Land Office,,LIB,Justin Knight,19,9,10
Brazoria,16,Commissioner of the General Land Office,,GRN,Valerie Alessi,5,3,2
Brazoria,16,Commissioner of Agriculture,,REP,Sid Miller,508,335,173
Brazoria,16,Commissioner of Agriculture,,DEM,Jim Hogan,145,85,60
Brazoria,16,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,19,9,10
Brazoria,16,Commissioner of Agriculture,,GRN,Kenneth Kendrick,10,2,8
Brazoria,16,Railroad Commissioner,,REP,Ryan Sitton,513,333,180
Brazoria,16,Railroad Commissioner,,DEM,Steve Brown,143,84,59
Brazoria,16,Railroad Commissioner,,LIB,Mark A. Miller,21,14,7
Brazoria,16,Railroad Commissioner,,GRN,Martina Salinas,6,1,5
Brazoria,16,"Chief Justice, Supreme Court",,REP,Nathan Hecht,517,339,178
Brazoria,16,"Chief Justice, Supreme Court",,DEM,William Moody,140,82,58
Brazoria,16,"Chief Justice, Supreme Court",,LIB,Tom Oxford,29,12,17
Brazoria,16,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,524,339,185
Brazoria,16,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,137,78,59
Brazoria,16,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,19,11,8
Brazoria,16,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,517,336,181
Brazoria,16,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,141,79,62
Brazoria,16,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,19,12,7
Brazoria,16,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,2,0,2
Brazoria,16,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,539,350,189
Brazoria,16,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,43,23,20
Brazoria,16,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,20,11,9
Brazoria,16,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,513,332,181
Brazoria,16,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,141,81,60
Brazoria,16,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,23,12,11
Brazoria,16,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,533,349,184
Brazoria,16,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,43,23,20
Brazoria,16,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,29,12,17
Brazoria,16,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,532,345,187
Brazoria,16,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",45,26,19
Brazoria,16,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,28,12,16
Brazoria,16,"Member, State Board of Education, District 7",,REP,David Bradley,514,333,181
Brazoria,16,"Member, State Board of Education, District 7",,DEM,Kathy King,145,83,62
Brazoria,16,"Member, State Board of Education, District 7",,LIB,Megan DaGata,20,10,10
Brazoria,16,State House,29,REP,Ed Thompson,555,356,199
Brazoria,16,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,528,341,187
Brazoria,16,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,149,87,62
Brazoria,16,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,525,344,181
Brazoria,16,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,153,85,68
Brazoria,16,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,543,349,194
Brazoria,16,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,540,347,193
Brazoria,16,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,528,342,186
Brazoria,16,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,150,86,64
Brazoria,16,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,545,348,197
Brazoria,16,"District Judge, 239th Judicial District",,REP,Pat Sebesta,552,353,199
Brazoria,16,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,545,346,199
Brazoria,16,"District Judge, 412th Judicial District",,REP,Ed Denman,539,347,192
Brazoria,16,Criminal District Attorney,,REP,Jeri Yenne,548,351,197
Brazoria,16,County Judge,,REP,Matt Sebesta,539,350,189
Brazoria,16,County Judge,,DEM,Robert Pruett,144,81,63
Brazoria,16,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,546,352,194
Brazoria,16,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,548,352,196
Brazoria,16,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,546,350,196
Brazoria,16,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,547,351,196
Brazoria,16,District Clerk,,REP,Rhonda Cross Barchak,548,351,197
Brazoria,16,County Clerk,,REP,Joyce Hudman,547,351,196
Brazoria,16,County Treasurer,,REP,Cathy Campbell,539,347,192
Brazoria,16,"Justice of the Peace, Precinct 3, Place 2",,REP,Gordon Starkenburg,546,350,196
Brazoria,17,Straight Party,,REP,Republican Party,46,30,16
Brazoria,17,Straight Party,,DEM,Democratic Party,83,47,36
Brazoria,17,Straight Party,,LIB,Libertarian Party,3,1,2
Brazoria,17,Straight Party,,GRN,Green Party,1,1,0
Brazoria,17,U.S. Senate,,REP,John Cornyn,98,57,41
Brazoria,17,U.S. Senate,,DEM,David M. Alameel,121,70,51
Brazoria,17,U.S. Senate,,LIB,Rebecca Paddock,11,6,5
Brazoria,17,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",11,8,3
Brazoria,17,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,17,U.S. House,14,REP,Randy Weber,104,58,46
Brazoria,17,U.S. House,14,DEM,Donald G. Brown,126,74,52
Brazoria,17,U.S. House,14,LIB,John Wieder,12,7,5
Brazoria,17,Governor,,REP,Greg Abbott,94,53,41
Brazoria,17,Governor,,DEM,Wendy R. Davis,142,83,59
Brazoria,17,Governor,,LIB,Kathie Glass,7,3,4
Brazoria,17,Governor,,GRN,Brandon Parmer,3,2,1
Brazoria,17,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,17,Lieutenant Governor,,REP,Dan Patrick,96,56,40
Brazoria,17,Lieutenant Governor,,DEM,Leticia Van de Putte,132,75,57
Brazoria,17,Lieutenant Governor,,LIB,Robert D. Butler,10,5,5
Brazoria,17,Lieutenant Governor,,GRN,Chandrakantha Courtney,3,2,1
Brazoria,17,Attorney General,,REP,Ken Paxton,88,47,41
Brazoria,17,Attorney General,,DEM,Sam Houston,144,86,58
Brazoria,17,Attorney General,,LIB,Jamie Balagia,7,4,3
Brazoria,17,Attorney General,,GRN,Jamar Osborne,3,1,2
Brazoria,17,Comptroller of Public Accounts,,REP,Glenn Hegar,84,46,38
Brazoria,17,Comptroller of Public Accounts,,DEM,Mike Collier,142,83,59
Brazoria,17,Comptroller of Public Accounts,,LIB,Ben Sanders,8,5,3
Brazoria,17,Comptroller of Public Accounts,,GRN,Deb Shafto,6,4,2
Brazoria,17,Commissioner of the General Land Office,,REP,George P. Bush,99,56,43
Brazoria,17,Commissioner of the General Land Office,,DEM,John Cook,130,74,56
Brazoria,17,Commissioner of the General Land Office,,LIB,Justin Knight,6,3,3
Brazoria,17,Commissioner of the General Land Office,,GRN,Valerie Alessi,8,6,2
Brazoria,17,Commissioner of Agriculture,,REP,Sid Miller,87,47,40
Brazoria,17,Commissioner of Agriculture,,DEM,Jim Hogan,136,82,54
Brazoria,17,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,9,4,5
Brazoria,17,Commissioner of Agriculture,,GRN,Kenneth Kendrick,8,5,3
Brazoria,17,Railroad Commissioner,,REP,Ryan Sitton,88,47,41
Brazoria,17,Railroad Commissioner,,DEM,Steve Brown,132,78,54
Brazoria,17,Railroad Commissioner,,LIB,Mark A. Miller,11,7,4
Brazoria,17,Railroad Commissioner,,GRN,Martina Salinas,9,6,3
Brazoria,17,"Chief Justice, Supreme Court",,REP,Nathan Hecht,94,54,40
Brazoria,17,"Chief Justice, Supreme Court",,DEM,William Moody,136,79,57
Brazoria,17,"Chief Justice, Supreme Court",,LIB,Tom Oxford,9,5,4
Brazoria,17,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,97,54,43
Brazoria,17,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,128,76,52
Brazoria,17,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,13,7,6
Brazoria,17,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,87,51,36
Brazoria,17,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,139,78,61
Brazoria,17,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,8,5,3
Brazoria,17,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,3,3,0
Brazoria,17,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,110,60,50
Brazoria,17,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,24,12,12
Brazoria,17,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,18,14,4
Brazoria,17,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,92,50,42
Brazoria,17,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,132,78,54
Brazoria,17,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,14,9,5
Brazoria,17,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,99,56,43
Brazoria,17,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,34,20,14
Brazoria,17,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,20,12,8
Brazoria,17,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,104,57,47
Brazoria,17,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",30,16,14
Brazoria,17,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,19,14,5
Brazoria,17,"Member, State Board of Education, District 7",,REP,David Bradley,87,48,39
Brazoria,17,"Member, State Board of Education, District 7",,DEM,Kathy King,136,81,55
Brazoria,17,"Member, State Board of Education, District 7",,LIB,Megan DaGata,13,7,6
Brazoria,17,State Senate,17,REP,Joan Huffman,94,54,40
Brazoria,17,State Senate,17,DEM,Rita Lucido,131,75,56
Brazoria,17,State Senate,17,LIB,George Hardy,7,3,4
Brazoria,17,State Senate,17,GRN,David Courtney,5,5,0
Brazoria,17,State House,25,REP,Dennis Bonnen,125,70,55
Brazoria,17,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,94,52,42
