county,precinct,office,district,candidate,party,votes,election_day,early_voting,mail,provisional
Kleberg,PRECINCT 14,Governor,,Kathie Glass,LIB,6,2,2,2,0
Kleberg,PRECINCT 14,Governor,,Brandon Parmer,GRN,6,5,1,0,0
Kleberg,PRECINCT 14,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 14,Lieutenant Governor,,Dan Patrick,REP,59,17,35,7,0
Kleberg,PRECINCT 14,Lieutenant Governor,,Leticia Van de Putte,DEM,99,36,52,11,0
Kleberg,PRECINCT 14,Lieutenant Governor,,Robert D. Butler,LIB,4,2,1,1,0
Kleberg,PRECINCT 14,Lieutenant Governor,,Chandrakantha Courtney,GRN,4,2,2,0,0
Kleberg,PRECINCT 14,Attorney General,,Ken Paxton,REP,59,15,36,8,0
Kleberg,PRECINCT 14,Attorney General,,Sam Houston,DEM,92,32,50,10,0
Kleberg,PRECINCT 14,Attorney General,,Jamie Balagia,LIB,10,6,4,0,0
Kleberg,PRECINCT 14,Attorney General,,Jamar Osborne,GRN,2,2,0,0,0
Kleberg,PRECINCT 14,Comptroller of Public Accounts,,Glenn Hegar,REP,57,14,35,8,0
Kleberg,PRECINCT 14,Comptroller of Public Accounts,,Mike Collier,DEM,94,35,48,11,0
Kleberg,PRECINCT 14,Comptroller of Public Accounts,,Ben Sanders,LIB,8,3,5,0,0
Kleberg,PRECINCT 14,Comptroller of Public Accounts,,Deb Shafto,GRN,3,3,0,0,0
Kleberg,PRECINCT 14,Commissioner of the General Land Office,,George P. Bush,REP,81,26,45,10,0
Kleberg,PRECINCT 14,Commissioner of the General Land Office,,John Cook . .,DEM,78,26,43,9,0
Kleberg,PRECINCT 14,Commissioner of the General Land Office,,Justin Knight,LIB,3,2,1,0,0
Kleberg,PRECINCT 14,Commissioner of the General Land Office,,Valerie Alessi,GRN,7,4,3,0,0
Kleberg,PRECINCT 14,Commissioner of Agriculture,,Sid Miller,REP,56,12,37,7,0
Kleberg,PRECINCT 14,Commissioner of Agriculture,,Jim Hogan,DEM,94,35,48,11,0
Kleberg,PRECINCT 14,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,4,3,1,0,0
Kleberg,PRECINCT 14,Commissioner of Agriculture,,Kenneth Kendrick,GRN,7,5,2,0,0
Kleberg,PRECINCT 14,Railroad Commissioner,,Ryan Sitton,REP,56,15,34,7,0
Kleberg,PRECINCT 14,Railroad Commissioner,,Steve Brown,DEM,85,31,44,10,0
Kleberg,PRECINCT 14,Railroad Commissioner,,Mark A. Miller,LIB,5,1,3,1,0
Kleberg,PRECINCT 14,Railroad Commissioner,,Martina Salinas,GRN,18,9,8,1,0
Kleberg,PRECINCT 14,"Chief Justice, Supreme Court",,Nathan Hecht,REP,56,15,34,7,0
Kleberg,PRECINCT 14,"Chief Justice, Supreme Court",,William Moody,DEM,97,35,52,10,0
Kleberg,PRECINCT 14,"Chief Justice, Supreme Court",,Tom Oxford,LIB,8,5,2,1,0
Kleberg,PRECINCT 14,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,64,17,38,9,0
Kleberg,PRECINCT 14,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,90,33,47,10,0
Kleberg,PRECINCT 14,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,7,4,3,0,0
Kleberg,PRECINCT 14,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,58,15,36,7,0
Kleberg,PRECINCT 14,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,98,37,49,12,0
Kleberg,PRECINCT 14,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,4,2,2,0,0
Kleberg,PRECINCT 14,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,3,3,0,0,0
Kleberg,PRECINCT 14,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,78,24,44,10,0
Kleberg,PRECINCT 14,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,29,14,14,1,0
Kleberg,PRECINCT 14,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,16,8,8,0,0
Kleberg,PRECINCT 14,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,54,15,32,7,0
Kleberg,PRECINCT 14,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,97,36,50,11,0
Kleberg,PRECINCT 14,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,7,4,3,0,0
Kleberg,PRECINCT 14,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,73,22,42,9,0
Kleberg,PRECINCT 14,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,18,7,11,0,0
Kleberg,PRECINCT 14,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,36,19,14,3,0
Kleberg,PRECINCT 14,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,80,26,45,9,0
Kleberg,PRECINCT 14,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,23,9,12,2,0
Kleberg,PRECINCT 14,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,19,10,9,0,0
Kleberg,PRECINCT 14,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,119,43,61,15,0
Kleberg,PRECINCT 14,State Representative,43,J.M. Lozano,REP,101,31,60,10,0
Kleberg,PRECINCT 14,State Representative,43,Kim Gonzalez,DEM,71,28,34,9,0
Kleberg,PRECINCT 14,"13th Court of Appeals District, Place 6",,Doug Norman,REP,53,13,32,8,0
Kleberg,PRECINCT 14,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,111,43,57,11,0
Kleberg,PRECINCT 14,District Judge 105th Judicial District,,Jack William Pulcher,REP,60,15,38,7,0
Kleberg,PRECINCT 14,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,106,40,54,12,0
Kleberg,PRECINCT 14,County Judge,,Rudy Madrid,REP,99,30,59,10,0
Kleberg,PRECINCT 14,County Judge,,Juan M. Escobar,DEM,75,30,36,9,0
Kleberg,PRECINCT 14,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,83,29,45,9,0
Kleberg,PRECINCT 14,"Judge, County Court at Law",,Lupita Mendoza,DEM,88,32,46,10,0
Kleberg,PRECINCT 14,"County Attorney, Unexpired Term",,Kira Talip,DEM,129,47,66,16,0
Kleberg,PRECINCT 14,District Clerk,,Jennifer Whittington,REP,91,31,53,7,0
Kleberg,PRECINCT 14,District Clerk,,Tiffany Hernandez,DEM,81,28,41,12,0
Kleberg,PRECINCT 14,County Clerk,,Stephanie G. Garza,DEM,127,45,67,15,0
Kleberg,PRECINCT 14,County Treasurer,,Priscilla Alaniz Cantu,DEM,129,49,64,16,0
Kleberg,PRECINCT 14,"Justice of the Peace, Precinct No. 1",,Belinda Garza,REP,62,23,34,5,0
Kleberg,PRECINCT 14,"Justice of the Peace, Precinct No. 1",,Andy Gonzalez,DEM,108,35,59,14,0
Kleberg,PRECINCT 14,Constitutional Amendment Election,,FOR,,119,50,58,11,0
Kleberg,PRECINCT 14,Constitutional Amendment Election,,AGAINST,,22,4,16,2,0
Kleberg,PRECINCT 21,Ballots Cast,,,,134,50,64,20,0
Kleberg,PRECINCT 21,Straight Party,,Republican,REP,9,4,4,1,0
Kleberg,PRECINCT 21,Straight Party,,Democratic,DEM,58,21,25,12,0
Kleberg,PRECINCT 21,Straight Party,,Libertarian,LIB,1,1,0,0,0
Kleberg,PRECINCT 21,Straight Party,,Green,GRN,0,0,0,0,0
Kleberg,PRECINCT 21,U.S. Senate,,John Cornyn,REP,21,8,10,3,0
Kleberg,PRECINCT 21,U.S. Senate,,David M. Alameel,DEM,92,35,43,14,0
Kleberg,PRECINCT 21,U.S. Senate,,Rebecca Paddock,LIB,3,0,2,1,0
Kleberg,PRECINCT 21,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,3,1,2,0,0
Kleberg,PRECINCT 21,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 21,U.S. House,34,Larry S. Smith,REP,16,7,8,1,0
Kleberg,PRECINCT 21,U.S. House,34,Filemon B. Vela,DEM,101,34,49,18,0
Kleberg,PRECINCT 21,U.S. House,34,Ryan Rowley,LIB,1,1,0,0,0
Kleberg,PRECINCT 21,Governor,,Greg Abbott,REP,24,12,10,2,0
Kleberg,PRECINCT 21,Governor,,Wendy R. Davis,DEM,100,33,51,16,0
Kleberg,PRECINCT 21,Governor,,Kathie Glass,LIB,1,1,0,0,0
Kleberg,PRECINCT 21,Governor,,Brandon Parmer,GRN,1,0,1,0,0
Kleberg,PRECINCT 21,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 21,Lieutenant Governor,,Dan Patrick,REP,12,7,3,2,0
Kleberg,PRECINCT 21,Lieutenant Governor,,Leticia Van de Putte,DEM,107,37,53,17,0
Kleberg,PRECINCT 21,Lieutenant Governor,,Robert D. Butler,LIB,0,0,0,0,0
Kleberg,PRECINCT 21,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0,0,0
Kleberg,PRECINCT 21,Attorney General,,Ken Paxton,REP,14,8,5,1,0
Kleberg,PRECINCT 21,Attorney General,,Sam Houston,DEM,100,33,50,17,0
Kleberg,PRECINCT 21,Attorney General,,Jamie Balagia,LIB,2,1,1,0,0
Kleberg,PRECINCT 21,Attorney General,,Jamar Osborne,GRN,1,0,1,0,0
Kleberg,PRECINCT 21,Comptroller of Public Accounts,,Glenn Hegar,REP,16,7,7,2,0
Kleberg,PRECINCT 21,Comptroller of Public Accounts,,Mike Collier,DEM,97,35,47,15,0
Kleberg,PRECINCT 21,Comptroller of Public Accounts,,Ben Sanders,LIB,0,0,0,0,0
Kleberg,PRECINCT 21,Comptroller of Public Accounts,,Deb Shafto,GRN,2,0,2,0,0
Kleberg,PRECINCT 21,Commissioner of the General Land Office,,George P. Bush,REP,25,10,11,4,0
Kleberg,PRECINCT 21,Commissioner of the General Land Office,,John Cook . .,DEM,89,33,43,13,0
Kleberg,PRECINCT 21,Commissioner of the General Land Office,,Justin Knight,LIB,1,0,0,1,0
Kleberg,PRECINCT 21,Commissioner of the General Land Office,,Valerie Alessi,GRN,4,1,3,0,0
Kleberg,PRECINCT 21,Commissioner of Agriculture,,Sid Miller,REP,13,6,5,2,0
Kleberg,PRECINCT 21,Commissioner of Agriculture,,Jim Hogan,DEM,98,37,46,15,0
Kleberg,PRECINCT 21,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,1,0,0,1,0
Kleberg,PRECINCT 21,Commissioner of Agriculture,,Kenneth Kendrick,GRN,1,0,1,0,0
Kleberg,PRECINCT 21,Railroad Commissioner,,Ryan Sitton,REP,14,7,5,2,0
Kleberg,PRECINCT 21,Railroad Commissioner,,Steve Brown,DEM,94,35,43,16,0
Kleberg,PRECINCT 21,Railroad Commissioner,,Mark A. Miller,LIB,1,0,1,0,0
Kleberg,PRECINCT 21,Railroad Commissioner,,Martina Salinas,GRN,4,0,4,0,0
Kleberg,PRECINCT 21,"Chief Justice, Supreme Court",,Nathan Hecht,REP,17,8,7,2,0
Kleberg,PRECINCT 21,"Chief Justice, Supreme Court",,William Moody,DEM,97,35,47,15,0
Kleberg,PRECINCT 21,"Chief Justice, Supreme Court",,Tom Oxford,LIB,0,0,0,0,0
Kleberg,PRECINCT 21,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,18,10,6,2,0
Kleberg,PRECINCT 21,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,93,33,45,15,0
Kleberg,PRECINCT 21,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,3,0,3,0,0
Kleberg,PRECINCT 21,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,14,7,6,1,0
Kleberg,PRECINCT 21,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,104,37,50,17,0
Kleberg,PRECINCT 21,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,1,0,1,0,0
Kleberg,PRECINCT 21,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,0,0,0,0,0
Kleberg,PRECINCT 21,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,34,17,13,4,0
Kleberg,PRECINCT 21,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,23,7,14,2,0
Kleberg,PRECINCT 21,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,5,2,3,0,0
Kleberg,PRECINCT 21,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,19,7,9,3,0
Kleberg,PRECINCT 21,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,94,35,45,14,0
Kleberg,PRECINCT 21,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,5,2,2,1,0
Kleberg,PRECINCT 21,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,31,14,13,4,0
Kleberg,PRECINCT 21,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,14,5,7,2,0
Kleberg,PRECINCT 21,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,16,7,9,0,0
Kleberg,PRECINCT 21,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,34,17,13,4,0
Kleberg,PRECINCT 21,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,21,5,14,2,0
Kleberg,PRECINCT 21,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,6,3,3,0,0
Kleberg,PRECINCT 21,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,107,38,53,16,0
Kleberg,PRECINCT 21,State Representative,43,J.M. Lozano,REP,34,16,16,2,0
Kleberg,PRECINCT 21,State Representative,43,Kim Gonzalez,DEM,93,29,47,17,0
Kleberg,PRECINCT 21,"13th Court of Appeals District, Place 6",,Doug Norman,REP,13,6,6,1,0
Kleberg,PRECINCT 21,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,106,38,51,17,0
Kleberg,PRECINCT 21,District Judge 105th Judicial District,,Jack William Pulcher,REP,9,5,3,1,0
Kleberg,PRECINCT 21,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,114,41,55,18,0
Kleberg,PRECINCT 21,County Judge,,Rudy Madrid,REP,33,12,19,2,0
Kleberg,PRECINCT 21,County Judge,,Juan M. Escobar,DEM,95,37,41,17,0
Kleberg,PRECINCT 21,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,25,10,12,3,0
Kleberg,PRECINCT 21,"Judge, County Court at Law",,Lupita Mendoza,DEM,103,36,51,16,0
Kleberg,PRECINCT 21,"County Attorney, Unexpired Term",,Kira Talip,DEM,108,39,52,17,0
Kleberg,PRECINCT 21,District Clerk,,Jennifer Whittington,REP,29,10,15,4,0
Kleberg,PRECINCT 21,District Clerk,,Tiffany Hernandez,DEM,100,37,48,15,0
Kleberg,PRECINCT 21,County Clerk,,Stephanie G. Garza,DEM,109,41,52,16,0
Kleberg,PRECINCT 21,County Treasurer,,Priscilla Alaniz Cantu,DEM,111,40,55,16,0
Kleberg,PRECINCT 21,"County Commissioner, Precinct No. 2",,Chuck Schultz,REP,29,8,19,2,0
Kleberg,PRECINCT 21,"County Commissioner, Precinct No. 2",,Joe G. Hinojosa,DEM,100,40,43,17,0
Kleberg,PRECINCT 21,"Justice of the Peace, Precinct No. 2",,Anna Ramirez Perez,REP,21,7,10,4,0
Kleberg,PRECINCT 21,"Justice of the Peace, Precinct No. 2",,Carmen Cortez,DEM,109,42,51,16,0
Kleberg,PRECINCT 21,Constitutional Amendment Election,,FOR,,71,22,38,11,0
Kleberg,PRECINCT 21,Constitutional Amendment Election,,AGAINST,,18,8,9,1,0
Kleberg,PRECINCT 22,Ballots Cast,,,,342,130,182,30,0
Kleberg,PRECINCT 22,Straight Party,,Republican,REP,66,20,41,5,0
Kleberg,PRECINCT 22,Straight Party,,Democratic,DEM,58,26,25,7,0
Kleberg,PRECINCT 22,Straight Party,,Libertarian,LIB,2,1,1,0,0
Kleberg,PRECINCT 22,Straight Party,,Green,GRN,0,0,0,0,0
Kleberg,PRECINCT 22,U.S. Senate,,John Cornyn,REP,163,55,100,8,0
Kleberg,PRECINCT 22,U.S. Senate,,David M. Alameel,DEM,132,53,65,14,0
Kleberg,PRECINCT 22,U.S. Senate,,Rebecca Paddock,LIB,14,9,5,0,0
Kleberg,PRECINCT 22,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,9,3,4,2,0
Kleberg,PRECINCT 22,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 22,U.S. House,34,Larry S. Smith,REP,138,47,83,8,0
Kleberg,PRECINCT 22,U.S. House,34,Filemon B. Vela,DEM,173,70,86,17,0
Kleberg,PRECINCT 22,U.S. House,34,Ryan Rowley,LIB,8,4,4,0,0
Kleberg,PRECINCT 22,Governor,,Greg Abbott,REP,155,56,92,7,0
Kleberg,PRECINCT 22,Governor,,Wendy R. Davis,DEM,162,66,83,13,0
Kleberg,PRECINCT 22,Governor,,Kathie Glass,LIB,9,4,3,2,0
Kleberg,PRECINCT 22,Governor,,Brandon Parmer,GRN,2,1,1,0,0
Kleberg,PRECINCT 22,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 22,Lieutenant Governor,,Dan Patrick,REP,144,49,88,7,0
Kleberg,PRECINCT 22,Lieutenant Governor,,Leticia Van de Putte,DEM,166,69,82,15,0
Kleberg,PRECINCT 22,Lieutenant Governor,,Robert D. Butler,LIB,6,2,4,0,0
Kleberg,PRECINCT 22,Lieutenant Governor,,Chandrakantha Courtney,GRN,2,1,1,0,0
Kleberg,PRECINCT 22,Attorney General,,Ken Paxton,REP,140,46,86,8,0
Kleberg,PRECINCT 22,Attorney General,,Sam Houston,DEM,152,65,73,14,0
Kleberg,PRECINCT 22,Attorney General,,Jamie Balagia,LIB,12,5,6,1,0
Kleberg,PRECINCT 22,Attorney General,,Jamar Osborne,GRN,5,3,2,0,0
Kleberg,PRECINCT 22,Comptroller of Public Accounts,,Glenn Hegar,REP,146,53,86,7,0
Kleberg,PRECINCT 22,Comptroller of Public Accounts,,Mike Collier,DEM,139,55,68,16,0
Kleberg,PRECINCT 22,Comptroller of Public Accounts,,Ben Sanders,LIB,15,8,7,0,0
Kleberg,PRECINCT 22,Comptroller of Public Accounts,,Deb Shafto,GRN,6,4,2,0,0
Kleberg,PRECINCT 22,Commissioner of the General Land Office,,George P. Bush,REP,171,58,105,8,0
Kleberg,PRECINCT 22,Commissioner of the General Land Office,,John Cook . .,DEM,126,52,59,15,0
Kleberg,PRECINCT 22,Commissioner of the General Land Office,,Justin Knight,LIB,12,7,5,0,0
Kleberg,PRECINCT 22,Commissioner of the General Land Office,,Valerie Alessi,GRN,6,3,2,1,0
Kleberg,PRECINCT 22,Commissioner of Agriculture,,Sid Miller,REP,140,48,84,8,0
Kleberg,PRECINCT 22,Commissioner of Agriculture,,Jim Hogan,DEM,145,62,68,15,0
Kleberg,PRECINCT 22,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,13,6,7,0,0
Kleberg,PRECINCT 22,Commissioner of Agriculture,,Kenneth Kendrick,GRN,7,4,3,0,0
Kleberg,PRECINCT 22,Railroad Commissioner,,Ryan Sitton,REP,134,47,80,7,0
Kleberg,PRECINCT 22,Railroad Commissioner,,Steve Brown,DEM,130,56,61,13,0
Kleberg,PRECINCT 22,Railroad Commissioner,,Mark A. Miller,LIB,12,5,7,0,0
Kleberg,PRECINCT 22,Railroad Commissioner,,Martina Salinas,GRN,31,12,15,4,0
Kleberg,PRECINCT 22,"Chief Justice, Supreme Court",,Nathan Hecht,REP,140,44,89,7,0
Kleberg,PRECINCT 22,"Chief Justice, Supreme Court",,William Moody,DEM,145,65,64,16,0
Kleberg,PRECINCT 22,"Chief Justice, Supreme Court",,Tom Oxford,LIB,17,9,8,0,0
Kleberg,PRECINCT 22,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,147,48,91,8,0
Kleberg,PRECINCT 22,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,136,59,62,15,0
Kleberg,PRECINCT 22,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,20,13,7,0,0
Kleberg,PRECINCT 22,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,131,45,79,7,0
Kleberg,PRECINCT 22,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,161,64,81,16,0
Kleberg,PRECINCT 22,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,10,5,5,0,0
Kleberg,PRECINCT 22,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,8,5,3,0,0
Kleberg,PRECINCT 22,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,171,63,100,8,0
Kleberg,PRECINCT 22,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,41,16,22,3,0
Kleberg,PRECINCT 22,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,39,20,14,5,0
Kleberg,PRECINCT 22,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,140,45,88,7,0
Kleberg,PRECINCT 22,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,143,61,66,16,0
Kleberg,PRECINCT 22,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,20,12,8,0,0
Kleberg,PRECINCT 22,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,169,59,101,9,0
Kleberg,PRECINCT 22,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,31,14,14,3,0
Kleberg,PRECINCT 22,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,52,25,22,5,0
Kleberg,PRECINCT 22,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,179,60,110,9,0
Kleberg,PRECINCT 22,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,40,22,15,3,0
Kleberg,PRECINCT 22,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,31,17,11,3,0
Kleberg,PRECINCT 22,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,197,80,100,17,0
Kleberg,PRECINCT 22,State Representative,43,J.M. Lozano,REP,206,71,120,15,0
Kleberg,PRECINCT 22,State Representative,43,Kim Gonzalez,DEM,127,54,60,13,0
Kleberg,PRECINCT 22,"13th Court of Appeals District, Place 6",,Doug Norman,REP,137,48,82,7,0
Kleberg,PRECINCT 22,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,173,69,86,18,0
Kleberg,PRECINCT 22,District Judge 105th Judicial District,,Jack William Pulcher,REP,145,47,91,7,0
Kleberg,PRECINCT 22,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,169,73,79,17,0
Kleberg,PRECINCT 22,County Judge,,Rudy Madrid,REP,202,71,116,15,0
Kleberg,PRECINCT 22,County Judge,,Juan M. Escobar,DEM,134,57,62,15,0
Kleberg,PRECINCT 22,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,168,59,96,13,0
Kleberg,PRECINCT 22,"Judge, County Court at Law",,Lupita Mendoza,DEM,153,65,75,13,0
Kleberg,PRECINCT 22,"County Attorney, Unexpired Term",,Kira Talip,DEM,202,82,104,16,0
Kleberg,PRECINCT 22,District Clerk,,Jennifer Whittington,REP,187,61,112,14,0
Kleberg,PRECINCT 22,District Clerk,,Tiffany Hernandez,DEM,142,63,65,14,0
Kleberg,PRECINCT 22,County Clerk,,Stephanie G. Garza,DEM,202,82,103,17,0
Kleberg,PRECINCT 22,County Treasurer,,Priscilla Alaniz Cantu,DEM,200,85,99,16,0
Kleberg,PRECINCT 22,"County Commissioner, Precinct No. 2",,Chuck Schultz,REP,197,63,119,15,0
Kleberg,PRECINCT 22,"County Commissioner, Precinct No. 2",,Joe G. Hinojosa,DEM,138,62,61,15,0
Kleberg,PRECINCT 22,"Justice of the Peace, Precinct No. 2",,Anna Ramirez Perez,REP,171,55,100,16,0
Kleberg,PRECINCT 22,"Justice of the Peace, Precinct No. 2",,Carmen Cortez,DEM,156,70,74,12,0
Kleberg,PRECINCT 22,Constitutional Amendment Election,,FOR,,242,95,132,15,0
Kleberg,PRECINCT 22,Constitutional Amendment Election,,AGAINST,,26,12,13,1,0
Kleberg,PRECINCT 23,Ballots Cast,,,,360,152,188,20,0
Kleberg,PRECINCT 23,Straight Party,,Republican,REP,49,18,29,2,0
Kleberg,PRECINCT 23,Straight Party,,Democratic,DEM,89,32,48,9,0
Kleberg,PRECINCT 23,Straight Party,,Libertarian,LIB,1,1,0,0,0
Kleberg,PRECINCT 23,Straight Party,,Green,GRN,0,0,0,0,0
Kleberg,PRECINCT 23,U.S. Senate,,John Cornyn,REP,131,64,63,4,0
Kleberg,PRECINCT 23,U.S. Senate,,David M. Alameel,DEM,181,71,100,10,0
Kleberg,PRECINCT 23,U.S. Senate,,Rebecca Paddock,LIB,9,3,6,0,0
Kleberg,PRECINCT 23,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,13,7,5,1,0
Kleberg,PRECINCT 23,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 23,U.S. House,34,Larry S. Smith,REP,107,49,54,4,0
Kleberg,PRECINCT 23,U.S. House,34,Filemon B. Vela,DEM,226,94,120,12,0
Kleberg,PRECINCT 23,U.S. House,34,Ryan Rowley,LIB,5,3,2,0,0
Kleberg,PRECINCT 23,Governor,,Greg Abbott,REP,139,68,67,4,0
Kleberg,PRECINCT 23,Governor,,Wendy R. Davis,DEM,199,77,110,12,0
Kleberg,PRECINCT 23,Governor,,Kathie Glass,LIB,4,3,1,0,0
Kleberg,PRECINCT 23,Governor,,Brandon Parmer,GRN,2,1,1,0,0
Kleberg,PRECINCT 23,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 23,Lieutenant Governor,,Dan Patrick,REP,120,57,60,3,0
Kleberg,PRECINCT 23,Lieutenant Governor,,Leticia Van de Putte,DEM,211,85,115,11,0
Kleberg,PRECINCT 23,Lieutenant Governor,,Robert D. Butler,LIB,5,3,2,0,0
Kleberg,PRECINCT 23,Lieutenant Governor,,Chandrakantha Courtney,GRN,2,2,0,0,0
Kleberg,PRECINCT 23,Attorney General,,Ken Paxton,REP,110,51,56,3,0
Kleberg,PRECINCT 23,Attorney General,,Sam Houston,DEM,206,88,107,11,0
Kleberg,PRECINCT 23,Attorney General,,Jamie Balagia,LIB,13,7,5,1,0
Kleberg,PRECINCT 23,Attorney General,,Jamar Osborne,GRN,1,0,1,0,0
Kleberg,PRECINCT 23,Comptroller of Public Accounts,,Glenn Hegar,REP,117,57,56,4,0
Kleberg,PRECINCT 23,Comptroller of Public Accounts,,Mike Collier,DEM,202,81,111,10,0
Kleberg,PRECINCT 23,Comptroller of Public Accounts,,Ben Sanders,LIB,9,7,2,0,0
Kleberg,PRECINCT 23,Comptroller of Public Accounts,,Deb Shafto,GRN,4,2,2,0,0
Kleberg,PRECINCT 23,Commissioner of the General Land Office,,George P. Bush,REP,144,69,70,5,0
Kleberg,PRECINCT 23,Commissioner of the General Land Office,,John Cook . .,DEM,180,69,101,10,0
Kleberg,PRECINCT 23,Commissioner of the General Land Office,,Justin Knight,LIB,5,3,2,0,0
Kleberg,PRECINCT 23,Commissioner of the General Land Office,,Valerie Alessi,GRN,10,6,4,0,0
Kleberg,PRECINCT 23,Commissioner of Agriculture,,Sid Miller,REP,116,56,57,3,0
