county,precinct,office,district,party,candidate,votes,early_voting_paper,early_voting_ivo,election_day_paper,election_day_ivo,provisional
Hill,10,Registered Voters,,,,1861,,,,,
Hill,10,Ballots Cast,,,,644,81,116,222,225,0
Hill,10,Straight Party,,,Republican,313,36,69,86,122,0
Hill,10,Straight Party,,,Democratic,94,12,12,43,27,0
Hill,10,Straight Party,,,Libertarian,1,0,0,1,0,0
Hill,10,Straight Party,,,Green,1,0,0,0,1,0
Hill,10,U.S. Senate,,REP,John Cornyn,486,61,98,147,180,0
Hill,10,U.S. Senate,,DEM,David M. Alameel,128,18,14,61,35,0
Hill,10,U.S. Senate,,LIB,Rebecca Paddock,22,2,3,11,6,0
Hill,10,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2,0,0,0,2,0
Hill,10,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,10,U.S. House,25,REP,Roger Williams,495,63,98,154,180,0
Hill,10,U.S. House,25,DEM,Marco Montoya,135,19,14,63,39,0
Hill,10,U.S. House,25,LIB,John Betz,6,0,3,1,2,0
Hill,10,Governor,,REP,Greg Abbott,484,62,97,148,177,0
Hill,10,Governor,,DEM,Wendy R. Davis,146,19,16,68,43,0
Hill,10,Governor,,LIB,Kathie Glass,8,1,2,3,2,0
Hill,10,Governor,,GRN,Brandon Parmer,3,0,0,1,2,0
Hill,10,Governor,,,Write-ins,0,0,0,0,0,0
Hill,10,Lieutenant Governor,,REP,Dan Patrick,484,61,93,150,180,0
Hill,10,Lieutenant Governor,,DEM,Leticia Van de Putte,140,18,18,66,38,0
Hill,10,Lieutenant Governor,,LIB,Robert D. Butler,10,1,4,2,3,0
Hill,10,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,0,0,0,2,0
Hill,10,Attorney General,,REP,Ken Paxton,473,58,96,142,177,0
Hill,10,Attorney General,,DEM,Sam Houston,154,21,18,73,42,0
Hill,10,Attorney General,,LIB,Jamie Balagia,4,0,1,2,1,0
Hill,10,Attorney General,,GRN,Jamar Osborne,1,0,0,0,1,0
Hill,10,Comptroller of Public Accounts,,REP,Glenn Hegar,474,59,96,143,176,0
Hill,10,Comptroller of Public Accounts,,DEM,Mike Collier,147,20,18,69,40,0
Hill,10,Comptroller of Public Accounts,,LIB,Ben Sanders,9,1,1,4,3,0
Hill,10,Comptroller of Public Accounts,,GRN,Deb Shafto,4,0,0,2,2,0
Hill,10,Commissioner of the General Land Office,,REP,George P. Bush,485,60,98,145,182,0
Hill,10,Commissioner of the General Land Office,,DEM,John Cook,136,18,17,64,37,0
Hill,10,Commissioner of the General Land Office,,LIB,Justin Knight,11,2,0,7,2,0
Hill,10,Commissioner of the General Land Office,,GRN,Valerie Alesi,4,0,0,1,3,0
Hill,10,Commissioner of Agriculture,,REP,Sid Miller,468,60,93,142,173,0
Hill,10,Commissioner of Agriculture,,DEM,Jim Hogan,146,18,18,69,41,0
Hill,10,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,13,2,2,5,4,0
Hill,10,Commissioner of Agriculture,,GRN,Kenneth Kendrick,6,0,1,2,3,0
Hill,10,Railroad Commissioner,,REP,Ryan Sitton,480,60,98,143,179,0
Hill,10,Railroad Commissioner,,DEM,Steve Brown,134,19,16,64,35,0
Hill,10,Railroad Commissioner,,LIB,Mark A. Miller,11,1,1,6,3,0
Hill,10,Railroad Commissioner,,GRN,Martina Salinas,9,0,0,5,4,0
Hill,10,State Representative,8,REP,Byron Cook,500,62,99,152,187,0
Hill,10,State Representative,8,LIB,John Wilford,61,3,11,26,21,0
Hill,12,Registered Voters,,,,792,,,,,
Hill,12,Ballots Cast,,,,325,50,70,107,98,0
Hill,12,Straight Party,,,Republican,149,23,35,48,43,0
Hill,12,Straight Party,,,Democratic,24,5,6,7,6,0
Hill,12,Straight Party,,,Libertarian,1,0,0,1,0,0
Hill,12,Straight Party,,,Green,0,0,0,0,0,0
Hill,12,U.S. Senate,,REP,John Cornyn,257,35,59,83,80,0
Hill,12,U.S. Senate,,DEM,David M. Alameel,52,13,8,21,10,0
Hill,12,U.S. Senate,,LIB,Rebecca Paddock,5,0,1,0,4,0
Hill,12,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,0,0,0,1,0
Hill,12,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,12,U.S. House,25,REP,Roger Williams,254,35,55,79,85,0
Hill,12,U.S. House,25,DEM,Marco Montoya,55,14,11,20,10,0
Hill,12,U.S. House,25,LIB,John Betz,3,0,2,1,0,0
Hill,12,Governor,,REP,Greg Abbott,249,32,59,76,82,0
Hill,12,Governor,,DEM,Wendy R. Davis,62,14,9,26,13,0
Hill,12,Governor,,LIB,Kathie Glass,4,0,2,1,1,0
Hill,12,Governor,,GRN,Brandon Parmer,3,1,0,1,1,0
Hill,12,Governor,,,Write-ins,0,0,0,0,0,0
Hill,12,Lieutenant Governor,,REP,Dan Patrick,255,35,59,81,80,0
Hill,12,Lieutenant Governor,,DEM,Leticia Van de Putte,59,14,10,23,12,0
Hill,12,Lieutenant Governor,,LIB,Robert D. Butler,6,0,1,1,4,0
Hill,12,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,0,1,0,0
Hill,12,Attorney General,,REP,Ken Paxton,254,34,57,80,83,0
Hill,12,Attorney General,,DEM,Sam Houston,63,15,10,25,13,0
Hill,12,Attorney General,,LIB,Jamie Balagia,2,0,2,0,0,0
Hill,12,Attorney General,,GRN,Jamar Osborne,1,0,1,0,0,0
Hill,12,Comptroller of Public Accounts,,REP,Glenn Hegar,247,33,55,77,82,0
Hill,12,Comptroller of Public Accounts,,DEM,Mike Collier,56,14,11,21,10,0
Hill,12,Comptroller of Public Accounts,,LIB,Ben Sanders,10,1,3,2,4,0
Hill,12,Comptroller of Public Accounts,,GRN,Deb Shafto,2,0,0,1,1,0
Hill,12,Commissioner of the General Land Office,,REP,George P. Bush,263,34,60,81,88,0
Hill,12,Commissioner of the General Land Office,,DEM,John Cook,48,12,10,18,8,0
Hill,12,Commissioner of the General Land Office,,LIB,Justin Knight,5,2,0,3,0,0
Hill,12,Commissioner of the General Land Office,,GRN,Valerie Alesi,3,1,0,2,0,0
Hill,12,Commissioner of Agriculture,,REP,Sid Miller,246,33,56,76,81,0
Hill,12,Commissioner of Agriculture,,DEM,Jim Hogan,65,16,10,25,14,0
Hill,12,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,2,0,1,1,0,0
Hill,12,Commissioner of Agriculture,,GRN,Kenneth Kendrick,4,0,2,2,0,0
Hill,12,Railroad Commissioner,,REP,Ryan Sitton,246,35,55,79,77,0
Hill,12,Railroad Commissioner,,DEM,Steve Brown,56,12,11,21,12,0
Hill,12,Railroad Commissioner,,LIB,Mark A. Miller,8,1,2,1,4,0
Hill,12,Railroad Commissioner,,GRN,Martina Salinas,1,0,1,0,0,0
Hill,12,State Representative,8,REP,Byron Cook,264,35,61,81,87,0
Hill,12,State Representative,8,LIB,John Wilford,27,7,3,11,6,0
Hill,13,Registered Voters,,,,2835,,,,,
Hill,13,Ballots Cast,,,,1079,162,172,345,400,0
Hill,13,Straight Party,,,Republican,534,74,94,154,212,0
Hill,13,Straight Party,,,Democratic,91,18,12,41,20,0
Hill,13,Straight Party,,,Libertarian,2,0,0,1,1,0
Hill,13,Straight Party,,,Green,1,0,0,0,1,0
Hill,13,U.S. Senate,,REP,John Cornyn,873,124,144,261,344,0
Hill,13,U.S. Senate,,DEM,David M. Alameel,151,32,22,64,33,0
Hill,13,U.S. Senate,,LIB,Rebecca Paddock,30,2,4,10,14,0
Hill,13,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",6,1,0,2,3,0
Hill,13,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,13,U.S. House,25,REP,Roger Williams,877,125,145,260,347,0
Hill,13,U.S. House,25,DEM,Marco Montoya,154,33,21,66,34,0
Hill,13,U.S. House,25,LIB,John Betz,20,3,1,9,7,0
Hill,13,Governor,,REP,Greg Abbott,858,124,138,257,339,0
Hill,13,Governor,,DEM,Wendy R. Davis,197,37,27,81,52,0
Hill,13,Governor,,LIB,Kathie Glass,15,0,5,6,4,0
Hill,13,Governor,,GRN,Brandon Parmer,3,1,0,1,1,0
Hill,13,Governor,,,Write-ins,0,0,0,0,0,0
Hill,13,Lieutenant Governor,,REP,Dan Patrick,862,123,137,258,344,0
Hill,13,Lieutenant Governor,,DEM,Leticia Van de Putte,181,37,26,73,45,0
Hill,13,Lieutenant Governor,,LIB,Robert D. Butler,19,1,4,9,5,0
Hill,13,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,0,1,0,0
Hill,13,Attorney General,,REP,Ken Paxton,854,121,139,252,342,0
Hill,13,Attorney General,,DEM,Sam Houston,191,38,27,82,44,0
Hill,13,Attorney General,,LIB,Jamie Balagia,16,2,3,6,5,0
Hill,13,Attorney General,,GRN,Jamar Osborne,2,0,0,0,2,0
Hill,13,Comptroller of Public Accounts,,REP,Glenn Hegar,833,116,138,248,331,0
Hill,13,Comptroller of Public Accounts,,DEM,Mike Collier,186,37,26,74,49,0
Hill,13,Comptroller of Public Accounts,,LIB,Ben Sanders,21,3,5,6,7,0
Hill,13,Comptroller of Public Accounts,,GRN,Deb Shafto,7,2,0,4,1,0
Hill,13,Commissioner of the General Land Office,,REP,George P. Bush,862,120,142,252,348,0
Hill,13,Commissioner of the General Land Office,,DEM,John Cook,169,34,21,75,39,0
Hill,13,Commissioner of the General Land Office,,LIB,Justin Knight,32,7,5,14,6,0
Hill,13,Commissioner of the General Land Office,,GRN,Valerie Alesi,4,1,0,2,1,0
Hill,13,Commissioner of Agriculture,,REP,Sid Miller,838,118,142,249,329,0
Hill,13,Commissioner of Agriculture,,DEM,Jim Hogan,184,37,23,77,47,0
Hill,13,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,23,3,3,8,9,0
Hill,13,Commissioner of Agriculture,,GRN,Kenneth Kendrick,11,2,1,4,4,0
Hill,13,Railroad Commissioner,,REP,Ryan Sitton,820,113,142,238,327,0
Hill,13,Railroad Commissioner,,DEM,Steve Brown,187,38,23,81,45,0
Hill,13,Railroad Commissioner,,LIB,Mark A. Miller,37,6,5,14,12,0
Hill,13,Railroad Commissioner,,GRN,Martina Salinas,12,4,0,6,2,0
Hill,13,State Representative,8,REP,Byron Cook,894,126,145,270,353,0
Hill,13,State Representative,8,LIB,John Wilford,87,16,11,34,26,0
Hill,14,Registered Voters,,,,970,,,,,
Hill,14,Ballots Cast,,,,451,60,47,169,175,0
Hill,14,Straight Party,,,Republican,240,34,19,92,95,0
Hill,14,Straight Party,,,Democratic,11,1,0,5,5,0
Hill,14,Straight Party,,,Libertarian,1,0,0,0,1,0
Hill,14,Straight Party,,,Green,0,0,0,0,0,0
Hill,14,U.S. Senate,,REP,John Cornyn,394,51,41,142,160,0
Hill,14,U.S. Senate,,DEM,David M. Alameel,38,7,3,18,10,0
Hill,14,U.S. Senate,,LIB,Rebecca Paddock,12,2,1,6,3,0
Hill,14,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,0,0,0,1,0
Hill,14,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,14,U.S. House,25,REP,Roger Williams,383,48,42,139,154,0
Hill,14,U.S. House,25,DEM,Marco Montoya,46,10,4,18,14,0
Hill,14,U.S. House,25,LIB,John Betz,11,1,0,6,4,0
Hill,14,Governor,,REP,Greg Abbott,393,49,42,143,159,0
Hill,14,Governor,,DEM,Wendy R. Davis,50,10,3,24,13,0
Hill,14,Governor,,LIB,Kathie Glass,6,1,2,1,2,0
Hill,14,Governor,,GRN,Brandon Parmer,1,0,0,0,1,0
Hill,14,Governor,,,Write-ins,0,0,0,0,0,0
Hill,14,Lieutenant Governor,,REP,Dan Patrick,379,49,36,138,156,0
Hill,14,Lieutenant Governor,,DEM,Leticia Van de Putte,54,11,6,25,12,0
Hill,14,Lieutenant Governor,,LIB,Robert D. Butler,11,0,2,3,6,0
Hill,14,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,0,1,0,0
Hill,14,Attorney General,,REP,Ken Paxton,376,45,40,136,155,0
Hill,14,Attorney General,,DEM,Sam Houston,67,15,7,30,15,0
Hill,14,Attorney General,,LIB,Jamie Balagia,2,0,0,0,2,0
Hill,14,Attorney General,,GRN,Jamar Osborne,1,0,0,0,1,0
Hill,14,Comptroller of Public Accounts,,REP,Glenn Hegar,374,47,40,135,152,0
Hill,14,Comptroller of Public Accounts,,DEM,Mike Collier,58,11,6,26,15,0
Hill,14,Comptroller of Public Accounts,,LIB,Ben Sanders,12,2,0,5,5,0
Hill,14,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0,0,0,0
Hill,14,Commissioner of the General Land Office,,REP,George P. Bush,367,44,42,128,153,0
Hill,14,Commissioner of the General Land Office,,DEM,John Cook,57,12,4,28,13,0
Hill,14,Commissioner of the General Land Office,,LIB,Justin Knight,19,3,1,8,7,0
Hill,14,Commissioner of the General Land Office,,GRN,Valerie Alesi,2,1,0,1,0,0
Hill,14,Commissioner of Agriculture,,REP,Sid Miller,378,47,43,136,152,0
Hill,14,Commissioner of Agriculture,,DEM,Jim Hogan,54,11,3,27,13,0
Hill,14,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,5,0,0,0,5,0
Hill,14,Commissioner of Agriculture,,GRN,Kenneth Kendrick,5,1,0,2,2,0
Hill,14,Railroad Commissioner,,REP,Ryan Sitton,368,45,40,132,151,0
Hill,14,Railroad Commissioner,,DEM,Steve Brown,62,13,5,29,15,0
Hill,14,Railroad Commissioner,,LIB,Mark A. Miller,11,1,0,3,7,0
Hill,14,Railroad Commissioner,,GRN,Martina Salinas,4,1,1,2,0,0
Hill,14,State Representative,8,REP,Byron Cook,397,52,41,144,160,0
Hill,14,State Representative,8,LIB,John Wilford,37,7,5,16,9,0
Hill,15,Registered Voters,,,,426,,,,,
Hill,15,Ballots Cast,,,,152,17,8,70,57,0
Hill,15,Straight Party,,,Republican,61,7,4,20,30,0
Hill,15,Straight Party,,,Democratic,12,2,0,6,4,0
Hill,15,Straight Party,,,Libertarian,2,0,0,2,0,0
Hill,15,Straight Party,,,Green,0,0,0,0,0,0
Hill,15,U.S. Senate,,REP,John Cornyn,129,15,8,58,48,0
Hill,15,U.S. Senate,,DEM,David M. Alameel,15,2,0,8,5,0
Hill,15,U.S. Senate,,LIB,Rebecca Paddock,2,0,0,2,0,0
Hill,15,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2,0,0,1,1,0
Hill,15,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,15,U.S. House,25,REP,Roger Williams,123,15,7,56,45,0
Hill,15,U.S. House,25,DEM,Marco Montoya,23,2,0,13,8,0
Hill,15,U.S. House,25,LIB,John Betz,1,0,0,0,1,0
Hill,15,Governor,,REP,Greg Abbott,123,14,7,55,47,0
Hill,15,Governor,,DEM,Wendy R. Davis,28,3,1,14,10,0
Hill,15,Governor,,LIB,Kathie Glass,1,0,0,1,0,0
Hill,15,Governor,,GRN,Brandon Parmer,0,0,0,0,0,0
Hill,15,Governor,,,Write-ins,0,0,0,0,0,0
Hill,15,Lieutenant Governor,,REP,Dan Patrick,114,14,7,52,41,0
Hill,15,Lieutenant Governor,,DEM,Leticia Van de Putte,25,2,1,12,10,0
Hill,15,Lieutenant Governor,,LIB,Robert D. Butler,8,1,0,4,3,0
Hill,15,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0,0,0,0
Hill,15,Attorney General,,REP,Ken Paxton,113,14,7,52,40,0
Hill,15,Attorney General,,DEM,Sam Houston,33,3,1,17,12,0
Hill,15,Attorney General,,LIB,Jamie Balagia,2,0,0,0,2,0
Hill,15,Attorney General,,GRN,Jamar Osborne,0,0,0,0,0,0
Hill,15,Comptroller of Public Accounts,,REP,Glenn Hegar,116,14,7,54,41,0
Hill,15,Comptroller of Public Accounts,,DEM,Mike Collier,29,3,1,13,12,0
Hill,15,Comptroller of Public Accounts,,LIB,Ben Sanders,3,0,0,2,1,0
Hill,15,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0,0,0,0
Hill,15,Commissioner of the General Land Office,,REP,George P. Bush,117,14,8,48,47,0
Hill,15,Commissioner of the General Land Office,,DEM,John Cook,28,3,0,17,8,0
Hill,15,Commissioner of the General Land Office,,LIB,Justin Knight,3,0,0,3,0,0
Hill,15,Commissioner of the General Land Office,,GRN,Valerie Alesi,1,0,0,1,0,0
Hill,15,Commissioner of Agriculture,,REP,Sid Miller,111,14,7,49,41,0
Hill,15,Commissioner of Agriculture,,DEM,Jim Hogan,33,3,1,18,11,0
Hill,15,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,0,0,0,0,0,0
Hill,15,Commissioner of Agriculture,,GRN,Kenneth Kendrick,4,0,0,2,2,0
Hill,15,Railroad Commissioner,,REP,Ryan Sitton,111,13,7,48,43,0
Hill,15,Railroad Commissioner,,DEM,Steve Brown,28,3,1,16,8,0
Hill,15,Railroad Commissioner,,LIB,Mark A. Miller,5,0,0,2,3,0
Hill,15,Railroad Commissioner,,GRN,Martina Salinas,2,1,0,1,0,0
Hill,15,State Representative,8,REP,Byron Cook,132,15,8,58,51,0
Hill,15,State Representative,8,LIB,John Wilford,8,0,0,5,3,0
Hill,16,Registered Voters,,,,376,,,,,
Hill,16,Ballots Cast,,,,157,18,11,117,11,0
Hill,16,Straight Party,,,Republican,64,7,1,55,1,0
Hill,16,Straight Party,,,Democratic,9,2,1,5,1,0
Hill,16,Straight Party,,,Libertarian,1,0,0,1,0,0
Hill,16,Straight Party,,,Green,0,0,0,0,0,0
Hill,16,U.S. Senate,,REP,John Cornyn,108,9,7,85,7,0
Hill,16,U.S. Senate,,DEM,David M. Alameel,29,5,3,18,3,0
Hill,16,U.S. Senate,,LIB,Rebecca Paddock,12,4,1,7,0,0
Hill,16,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0,0,0,0
Hill,16,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,16,U.S. House,25,REP,Roger Williams,108,11,8,83,6,0
Hill,16,U.S. House,25,DEM,Marco Montoya,25,3,3,16,3,0
Hill,16,U.S. House,25,LIB,John Betz,6,1,0,5,0,0
Hill,16,Governor,,REP,Greg Abbott,113,11,8,87,7,0
Hill,16,Governor,,DEM,Wendy R. Davis,35,5,3,23,4,0
Hill,16,Governor,,LIB,Kathie Glass,5,2,0,3,0,0
Hill,16,Governor,,GRN,Brandon Parmer,0,0,0,0,0,0
Hill,16,Governor,,,Write-ins,0,0,0,0,0,0
Hill,16,Lieutenant Governor,,REP,Dan Patrick,111,11,8,87,5,0
Hill,16,Lieutenant Governor,,DEM,Leticia Van de Putte,31,4,3,20,4,0
Hill,16,Lieutenant Governor,,LIB,Robert D. Butler,9,3,0,5,1,0
Hill,16,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0,0,0,0
Hill,16,Attorney General,,REP,Ken Paxton,108,11,8,83,6,0
Hill,16,Attorney General,,DEM,Sam Houston,37,6,3,24,4,0
Hill,16,Attorney General,,LIB,Jamie Balagia,2,0,0,2,0,0
Hill,16,Attorney General,,GRN,Jamar Osborne,2,1,0,1,0,0
Hill,16,Comptroller of Public Accounts,,REP,Glenn Hegar,104,11,6,82,5,0
Hill,16,Comptroller of Public Accounts,,DEM,Mike Collier,33,5,3,21,4,0
Hill,16,Comptroller of Public Accounts,,LIB,Ben Sanders,9,2,1,5,1,0
Hill,16,Comptroller of Public Accounts,,GRN,Deb Shafto,1,0,0,1,0,0
Hill,16,Commissioner of the General Land Office,,REP,George P. Bush,109,12,9,83,5,0
Hill,16,Commissioner of the General Land Office,,DEM,John Cook,30,4,2,21,3,0
Hill,16,Commissioner of the General Land Office,,LIB,Justin Knight,10,2,0,6,2,0
Hill,16,Commissioner of the General Land Office,,GRN,Valerie Alesi,0,0,0,0,0,0
Hill,16,Commissioner of Agriculture,,REP,Sid Miller,108,11,8,82,7,0
Hill,16,Commissioner of Agriculture,,DEM,Jim Hogan,29,3,3,20,3,0
Hill,16,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,8,3,0,5,0,0
Hill,16,Commissioner of Agriculture,,GRN,Kenneth Kendrick,3,1,0,2,0,0
Hill,16,Railroad Commissioner,,REP,Ryan Sitton,106,12,7,81,6,0
Hill,16,Railroad Commissioner,,DEM,Steve Brown,29,3,2,21,3,0
Hill,16,Railroad Commissioner,,LIB,Mark A. Miller,8,2,1,5,0,0
Hill,16,Railroad Commissioner,,GRN,Martina Salinas,2,1,0,1,0,0
Hill,16,State Representative,8,REP,Byron Cook,115,10,9,88,8,0
Hill,16,State Representative,8,LIB,John Wilford,23,5,1,16,1,0
Hill,18,Registered Voters,,,,183,,,,,
Hill,18,Ballots Cast,,,,68,7,7,42,12,0
Hill,18,Straight Party,,,Republican,29,4,3,17,5,0
Hill,18,Straight Party,,,Democratic,4,1,0,3,0,0
Hill,18,Straight Party,,,Libertarian,0,0,0,0,0,0
Hill,18,Straight Party,,,Green,0,0,0,0,0,0
Hill,18,U.S. Senate,,REP,John Cornyn,56,6,7,34,9,0
Hill,18,U.S. Senate,,DEM,David M. Alameel,9,1,0,6,2,0
Hill,18,U.S. Senate,,LIB,Rebecca Paddock,0,0,0,0,0,0
Hill,18,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0,0,0,0
Hill,18,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,18,U.S. House,25,REP,Roger Williams,53,6,7,32,8,0
Hill,18,U.S. House,25,DEM,Marco Montoya,7,1,0,5,1,0
Hill,18,U.S. House,25,LIB,John Betz,1,0,0,1,0,0
Hill,18,Governor,,REP,Greg Abbott,55,6,5,34,10,0
Hill,18,Governor,,DEM,Wendy R. Davis,13,1,2,8,2,0
Hill,18,Governor,,LIB,Kathie Glass,0,0,0,0,0,0
Hill,18,Governor,,GRN,Brandon Parmer,0,0,0,0,0,0
Hill,18,Governor,,,Write-ins,0,0,0,0,0,0
Hill,18,Lieutenant Governor,,REP,Dan Patrick,57,6,7,33,11,0
Hill,18,Lieutenant Governor,,DEM,Leticia Van de Putte,7,1,0,6,0,0
Hill,18,Lieutenant Governor,,LIB,Robert D. Butler,2,0,0,2,0,0
Hill,18,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,0,0,1,0
Hill,18,Attorney General,,REP,Ken Paxton,52,6,7,31,8,0
Hill,18,Attorney General,,DEM,Sam Houston,13,1,0,9,3,0
Hill,18,Attorney General,,LIB,Jamie Balagia,0,0,0,0,0,0
Hill,18,Attorney General,,GRN,Jamar Osborne,0,0,0,0,0,0
Hill,18,Comptroller of Public Accounts,,REP,Glenn Hegar,49,6,7,29,7,0
Hill,18,Comptroller of Public Accounts,,DEM,Mike Collier,12,1,0,8,3,0
Hill,18,Comptroller of Public Accounts,,LIB,Ben Sanders,2,0,0,2,0,0
Hill,18,Comptroller of Public Accounts,,GRN,Deb Shafto,1,0,0,1,0,0
Hill,18,Commissioner of the General Land Office,,REP,George P. Bush,50,6,6,30,8,0
Hill,18,Commissioner of the General Land Office,,DEM,John Cook,10,1,1,7,1,0
Hill,18,Commissioner of the General Land Office,,LIB,Justin Knight,4,0,0,4,0,0
Hill,18,Commissioner of the General Land Office,,GRN,Valerie Alesi,0,0,0,0,0,0
Hill,18,Commissioner of Agriculture,,REP,Sid Miller,50,5,7,30,8,0
Hill,18,Commissioner of Agriculture,,DEM,Jim Hogan,10,1,0,8,1,0
Hill,18,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,3,1,0,2,0,0
Hill,18,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,0,0,0,0,0
Hill,18,Railroad Commissioner,,REP,Ryan Sitton,48,5,7,29,7,0
Hill,18,Railroad Commissioner,,DEM,Steve Brown,8,1,0,6,1,0
Hill,18,Railroad Commissioner,,LIB,Mark A. Miller,5,1,0,4,0,0
Hill,18,Railroad Commissioner,,GRN,Martina Salinas,1,0,0,0,1,0
Hill,18,State Representative,8,REP,Byron Cook,55,5,6,35,9,0
Hill,18,State Representative,8,LIB,John Wilford,7,1,1,3,2,0
Hill,19,Registered Voters,,,,372,,,,,
Hill,19,Ballots Cast,,,,144,15,10,66,53,0
Hill,19,Straight Party,,,Republican,64,4,7,26,27,0
Hill,19,Straight Party,,,Democratic,8,0,0,6,2,0
Hill,19,Straight Party,,,Libertarian,1,0,0,0,1,0
Hill,19,Straight Party,,,Green,0,0,0,0,0,0
Hill,19,U.S. Senate,,REP,John Cornyn,110,9,9,51,41,0
Hill,19,U.S. Senate,,DEM,David M. Alameel,24,3,1,12,8,0
Hill,19,U.S. Senate,,LIB,Rebecca Paddock,8,3,0,3,2,0
Hill,19,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0,0,0,0
Hill,19,U.S. Senate,,,Write-ins,1,0,0,0,1,0
Hill,19,U.S. House,25,REP,Roger Williams,121,14,9,56,42,0
Hill,19,U.S. House,25,DEM,Marco Montoya,17,1,0,9,7,0
Hill,19,U.S. House,25,LIB,John Betz,3,0,0,0,3,0
Hill,19,Governor,,REP,Greg Abbott,107,11,9,48,39,0
Hill,19,Governor,,DEM,Wendy R. Davis,29,2,1,14,12,0
Hill,19,Governor,,LIB,Kathie Glass,5,2,0,2,1,0
Hill,19,Governor,,GRN,Brandon Parmer,1,0,0,1,0,0
Hill,19,Governor,,,Write-ins,0,0,0,0,0,0
Hill,19,Lieutenant Governor,,REP,Dan Patrick,115,13,9,52,41,0
Hill,19,Lieutenant Governor,,DEM,Leticia Van de Putte,25,2,1,13,9,0
Hill,19,Lieutenant Governor,,LIB,Robert D. Butler,4,0,0,1,3,0
Hill,19,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0,0,0,0
Hill,19,Attorney General,,REP,Ken Paxton,116,12,9,55,40,0
Hill,19,Attorney General,,DEM,Sam Houston,25,3,1,10,11,0
Hill,19,Attorney General,,LIB,Jamie Balagia,2,0,0,0,2,0
Hill,19,Attorney General,,GRN,Jamar Osborne,1,0,0,1,0,0
Hill,19,Comptroller of Public Accounts,,REP,Glenn Hegar,109,11,9,50,39,0
Hill,19,Comptroller of Public Accounts,,DEM,Mike Collier,26,3,1,12,10,0
Hill,19,Comptroller of Public Accounts,,LIB,Ben Sanders,5,0,0,1,4,0
Hill,19,Comptroller of Public Accounts,,GRN,Deb Shafto,2,1,0,1,0,0
Hill,19,Commissioner of the General Land Office,,REP,George P. Bush,116,14,9,52,41,0
Hill,19,Commissioner of the General Land Office,,DEM,John Cook,20,0,0,10,10,0
Hill,19,Commissioner of the General Land Office,,LIB,Justin Knight,6,1,0,3,2,0
Hill,19,Commissioner of the General Land Office,,GRN,Valerie Alesi,1,0,1,0,0,0
Hill,19,Commissioner of Agriculture,,REP,Sid Miller,101,9,9,46,37,0
Hill,19,Commissioner of Agriculture,,DEM,Jim Hogan,32,3,1,15,13,0
Hill,19,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,9,3,0,3,3,0
Hill,19,Commissioner of Agriculture,,GRN,Kenneth Kendrick,2,0,0,2,0,0
Hill,19,Railroad Commissioner,,REP,Ryan Sitton,111,12,9,50,40,0
Hill,19,Railroad Commissioner,,DEM,Steve Brown,28,3,1,14,10,0
Hill,19,Railroad Commissioner,,LIB,Mark A. Miller,4,0,0,2,2,0
Hill,19,Railroad Commissioner,,GRN,Martina Salinas,1,0,0,0,1,0
Hill,19,State Representative,8,REP,Byron Cook,119,11,10,55,43,0
Hill,19,State Representative,8,LIB,John Wilford,22,4,0,9,9,0
Hill,20,Registered Voters,,,,953,,,,,
Hill,20,Ballots Cast,,,,359,45,21,236,57,0
