county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,limited
Collin,117,Lieutenant Governor,NA,NON,UNDER VOTES,33,21,12,0,0,0
Collin,117,Attorney General,NA,REP,Ken Paxton,982,696,264,22,0,0
Collin,117,Attorney General,NA,DEM,Rochelle Mercedes Garza,1040,752,252,35,1,0
Collin,117,Attorney General,NA,LIB,Mark Ash,63,44,18,1,0,0
Collin,117,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,Attorney General,NA,NON,UNDER VOTES,35,20,15,0,0,0
Collin,117,Comptroller of Public Accounts,NA,REP,Glenn Hegar,1075,763,287,25,0,0
Collin,117,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,960,705,223,31,1,0
Collin,117,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,38,18,20,0,0,0
Collin,117,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,Comptroller of Public Accounts,NA,NON,UNDER VOTES,47,26,19,2,0,0
Collin,117,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,1054,747,283,24,0,0
Collin,117,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,972,709,233,29,1,0
Collin,117,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",34,19,15,0,0,0
Collin,117,Commissioner of the General Land Office,NA,NON,Write-in,3,1,1,1,0,0
Collin,117,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,Commissioner of the General Land Office,NA,NON,UNDER VOTES,57,36,17,4,0,0
Collin,117,Commissioner of Agriculture,NA,REP,Sid Miller,1058,753,281,24,0,0
Collin,117,Commissioner of Agriculture,NA,DEM,Susan Hays,994,720,243,30,1,0
Collin,117,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,Commissioner of Agriculture,NA,NON,UNDER VOTES,68,39,25,4,0,0
Collin,117,Railroad Commissioner,NA,REP,Wayne Christian,1047,741,284,22,0,0
Collin,117,Railroad Commissioner,NA,DEM,Luke Warford,946,694,222,29,1,0
Collin,117,Railroad Commissioner,NA,LIB,Jaime Andres Diez,52,32,18,2,0,0
Collin,117,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,24,17,7,0,0,0
Collin,117,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,Railroad Commissioner,NA,NON,UNDER VOTES,51,28,18,5,0,0
Collin,117,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,1041,741,278,22,0,0
Collin,117,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,981,707,242,31,1,0
Collin,117,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,36,25,11,0,0,0
Collin,117,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,62,39,18,5,0,0
Collin,117,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,1051,744,285,22,0,0
Collin,117,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,998,726,241,30,1,0
Collin,117,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,71,42,23,6,0,0
Collin,117,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,1041,742,277,22,0,0
Collin,117,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,1009,728,249,31,1,0
Collin,117,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,70,42,23,5,0,0
Collin,117,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,1043,741,280,22,0,0
Collin,117,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,1001,723,244,33,1,0
Collin,117,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,76,48,25,3,0,0
Collin,117,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",1053,748,282,23,0,0
Collin,117,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,991,718,241,31,1,0
Collin,117,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,76,46,26,4,0,0
Collin,117,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,1038,736,276,26,0,0
Collin,117,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,960,702,227,30,1,0
Collin,117,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,56,35,21,0,0,0
Collin,117,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,1,0,0,1,0,0
Collin,117,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,65,39,25,1,0,0
Collin,117,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,117,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,117,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,117,State Senate,8,REP,Angela Paxton,0,0,0,0,0,0
Collin,117,State Senate,8,DEM,Jonathan Cocks,0,0,0,0,0,0
Collin,117,State Senate,8,LIB,Edward Kless,0,0,0,0,0,0
Collin,117,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,State Senate,8,NON,UNDER VOTES,0,0,0,0,0,0
Collin,117,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,117,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,117,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,117,State House,61,REP,Frederick Frazier,0,0,0,0,0,0
Collin,117,State House,61,DEM,Sheena King,0,0,0,0,0,0
Collin,117,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,State House,61,NON,UNDER VOTES,0,0,0,0,0,0
Collin,117,State House,66,REP,Matt Shaheen,1059,747,286,26,0,0
Collin,117,State House,66,DEM,Jesse Ringness,988,716,241,30,1,0
Collin,117,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,State House,66,NON,UNDER VOTES,73,49,22,2,0,0
Collin,117,State House,67,REP,Jeff Leach,0,0,0,0,0,0
Collin,117,State House,67,DEM,Kevin Morris,0,0,0,0,0,0
Collin,117,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,State House,67,NON,UNDER VOTES,0,0,0,0,0,0
Collin,117,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,117,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,117,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,117,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,1066,754,290,22,0,0
Collin,117,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,977,708,235,33,1,0
Collin,117,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,77,50,24,3,0,0
Collin,117,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,1051,747,282,22,0,0
Collin,117,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,994,718,242,33,1,0
Collin,117,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,75,47,25,3,0,0
Collin,117,County Judge Ccd,NA,REP,Chris Hill,1050,747,279,24,0,0
Collin,117,County Judge Ccd,NA,DEM,Joshua Murray,1008,727,250,30,1,0
Collin,117,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,County Judge Ccd,NA,NON,UNDER VOTES,62,38,20,4,0,0
Collin,117,District Clerk Ccd,NA,REP,Mike Gould,1060,754,283,23,0,0
Collin,117,District Clerk Ccd,NA,DEM,David Brignac,984,712,239,32,1,0
Collin,117,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,District Clerk Ccd,NA,NON,UNDER VOTES,76,46,27,3,0,0
Collin,117,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,117,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,117,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 4",NA,REP,Vincent Venegoni,1052,747,284,21,0,0
Collin,117,"Justice of the Peace, Precinct 4",NA,DEM,Adam Kern,994,720,242,31,1,0
Collin,117,"Justice of the Peace, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,117,"Justice of the Peace, Precinct 4",NA,NON,UNDER VOTES,74,45,23,6,0,0
Collin,118,Ballots Cast Total,NA,"NA",,2281,1632,593,53,3,0
Collin,118,U.S. House,3,REP,Keith Self,1288,939,331,18,0,0
Collin,118,U.S. House,3,DEM,Sandeep Srivastava,890,636,221,30,3,0
Collin,118,U.S. House,3,LIB,Christopher Claytor,67,34,29,4,0,0
Collin,118,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,U.S. House,3,NON,UNDER VOTES,36,23,12,1,0,0
Collin,118,U.S. House,4,REP,Pat Fallon,0,0,0,0,0,0
Collin,118,U.S. House,4,DEM,Iro Omere,0,0,0,0,0,0
Collin,118,U.S. House,4,LIB,John Simmons,0,0,0,0,0,0
Collin,118,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,U.S. House,4,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,118,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,118,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,Governor,NA,REP,Greg Abbott,1263,932,314,17,0,0
Collin,118,Governor,NA,DEM,Beto O'Rourke,989,687,265,34,3,0
Collin,118,Governor,NA,LIB,Mark Tippetts,15,8,6,1,0,0
Collin,118,Governor,NA,GRN,Delilah Barrios,6,1,5,0,0,0
Collin,118,Governor,NA,NON,Write-in,6,4,2,0,0,0
Collin,118,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,Governor,NA,NON,UNDER VOTES,2,0,1,1,0,0
Collin,118,Lieutenant Governor,NA,REP,Dan Patrick,1201,880,307,14,0,0
Collin,118,Lieutenant Governor,NA,DEM,Mike Collier,987,690,260,34,3,0
Collin,118,Lieutenant Governor,NA,LIB,Shanna Steele,63,41,19,3,0,0
Collin,118,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,Lieutenant Governor,NA,NON,UNDER VOTES,30,21,7,2,0,0
Collin,118,Attorney General,NA,REP,Ken Paxton,1198,872,309,17,0,0
Collin,118,Attorney General,NA,DEM,Rochelle Mercedes Garza,962,673,255,31,3,0
Collin,118,Attorney General,NA,LIB,Mark Ash,82,61,20,1,0,0
Collin,118,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,Attorney General,NA,NON,UNDER VOTES,39,26,9,4,0,0
Collin,118,Comptroller of Public Accounts,NA,REP,Glenn Hegar,1311,954,337,20,0,0
Collin,118,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,864,615,220,26,3,0
Collin,118,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,47,27,17,3,0,0
Collin,118,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,Comptroller of Public Accounts,NA,NON,UNDER VOTES,59,36,19,4,0,0
Collin,118,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,1293,945,333,15,0,0
Collin,118,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,888,629,224,32,3,0
Collin,118,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",33,16,15,2,0,0
Collin,118,Commissioner of the General Land Office,NA,NON,Write-in,3,3,0,0,0,0
Collin,118,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,Commissioner of the General Land Office,NA,NON,UNDER VOTES,64,39,21,4,0,0
Collin,118,Commissioner of Agriculture,NA,REP,Sid Miller,1277,937,324,16,0,0
Collin,118,Commissioner of Agriculture,NA,DEM,Susan Hays,937,652,250,32,3,0
Collin,118,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,Commissioner of Agriculture,NA,NON,UNDER VOTES,67,43,19,5,0,0
Collin,118,Railroad Commissioner,NA,REP,Wayne Christian,1260,929,316,15,0,0
Collin,118,Railroad Commissioner,NA,DEM,Luke Warford,862,609,219,31,3,0
Collin,118,Railroad Commissioner,NA,LIB,Jaime Andres Diez,59,32,24,3,0,0
Collin,118,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,26,16,10,0,0,0
Collin,118,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,Railroad Commissioner,NA,NON,UNDER VOTES,74,46,24,4,0,0
Collin,118,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,1279,933,329,17,0,0
Collin,118,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,897,635,227,32,3,0
Collin,118,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,38,23,13,2,0,0
Collin,118,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,67,41,24,2,0,0
Collin,118,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,1296,950,327,19,0,0
Collin,118,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,916,640,242,31,3,0
Collin,118,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,69,42,24,3,0,0
Collin,118,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,1278,936,323,19,0,0
Collin,118,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,932,652,245,32,3,0
Collin,118,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,71,44,25,2,0,0
Collin,118,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,1279,937,321,21,0,0
Collin,118,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,924,649,243,29,3,0
Collin,118,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,78,46,29,3,0,0
Collin,118,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",1292,943,329,20,0,0
Collin,118,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,906,640,234,29,3,0
Collin,118,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,83,49,30,4,0,0
Collin,118,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,1269,923,327,19,0,0
Collin,118,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,882,629,219,31,3,0
Collin,118,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,58,34,23,1,0,0
Collin,118,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,2,2,0,0,0,0
Collin,118,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,70,44,24,2,0,0
Collin,118,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,118,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,118,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,State Senate,8,REP,Angela Paxton,0,0,0,0,0,0
Collin,118,State Senate,8,DEM,Jonathan Cocks,0,0,0,0,0,0
Collin,118,State Senate,8,LIB,Edward Kless,0,0,0,0,0,0
Collin,118,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,State Senate,8,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,118,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,118,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,State House,61,REP,Frederick Frazier,0,0,0,0,0,0
Collin,118,State House,61,DEM,Sheena King,0,0,0,0,0,0
Collin,118,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,State House,61,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,State House,66,REP,Matt Shaheen,1304,950,333,21,0,0
Collin,118,State House,66,DEM,Jesse Ringness,904,642,230,29,3,0
Collin,118,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,State House,66,NON,UNDER VOTES,73,40,30,3,0,0
Collin,118,State House,67,REP,Jeff Leach,0,0,0,0,0,0
Collin,118,State House,67,DEM,Kevin Morris,0,0,0,0,0,0
Collin,118,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,State House,67,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,118,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,118,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,1292,938,334,20,0,0
Collin,118,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,896,638,226,29,3,0
Collin,118,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,93,56,33,4,0,0
Collin,118,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,1280,937,325,18,0,0
Collin,118,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,914,645,234,32,3,0
Collin,118,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,87,50,34,3,0,0
Collin,118,County Judge Ccd,NA,REP,Chris Hill,1287,939,329,19,0,0
Collin,118,County Judge Ccd,NA,DEM,Joshua Murray,923,651,238,31,3,0
Collin,118,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,County Judge Ccd,NA,NON,UNDER VOTES,71,42,26,3,0,0
Collin,118,District Clerk Ccd,NA,REP,Mike Gould,1304,953,332,19,0,0
Collin,118,District Clerk Ccd,NA,DEM,David Brignac,888,628,226,31,3,0
Collin,118,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,District Clerk Ccd,NA,NON,UNDER VOTES,89,51,35,3,0,0
Collin,118,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,118,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,118,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 4",NA,REP,Vincent Venegoni,1274,938,318,18,0,0
Collin,118,"Justice of the Peace, Precinct 4",NA,DEM,Adam Kern,909,639,235,32,3,0
Collin,118,"Justice of the Peace, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,118,"Justice of the Peace, Precinct 4",NA,NON,UNDER VOTES,98,55,40,3,0,0
Collin,119,Ballots Cast Total,NA,"NA",,1411,1070,268,72,1,0
Collin,119,U.S. House,3,REP,Keith Self,716,541,150,25,0,0
Collin,119,U.S. House,3,DEM,Sandeep Srivastava,646,491,109,45,1,0
Collin,119,U.S. House,3,LIB,Christopher Claytor,30,24,5,1,0,0
Collin,119,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,U.S. House,3,NON,UNDER VOTES,19,14,4,1,0,0
Collin,119,U.S. House,4,REP,Pat Fallon,0,0,0,0,0,0
Collin,119,U.S. House,4,DEM,Iro Omere,0,0,0,0,0,0
Collin,119,U.S. House,4,LIB,John Simmons,0,0,0,0,0,0
Collin,119,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,U.S. House,4,NON,UNDER VOTES,0,0,0,0,0,0
Collin,119,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,119,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,119,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,119,Governor,NA,REP,Greg Abbott,703,542,137,24,0,0
Collin,119,Governor,NA,DEM,Beto O'Rourke,692,518,126,47,1,0
Collin,119,Governor,NA,LIB,Mark Tippetts,8,3,4,1,0,0
Collin,119,Governor,NA,GRN,Delilah Barrios,2,1,1,0,0,0
Collin,119,Governor,NA,NON,Write-in,1,1,0,0,0,0
Collin,119,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,Governor,NA,NON,UNDER VOTES,5,5,0,0,0,0
Collin,119,Lieutenant Governor,NA,REP,Dan Patrick,668,513,132,23,0,0
Collin,119,Lieutenant Governor,NA,DEM,Mike Collier,699,531,121,46,1,0
Collin,119,Lieutenant Governor,NA,LIB,Shanna Steele,22,8,11,3,0,0
Collin,119,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,Lieutenant Governor,NA,NON,UNDER VOTES,22,18,4,0,0,0
Collin,119,Attorney General,NA,REP,Ken Paxton,660,499,138,23,0,0
Collin,119,Attorney General,NA,DEM,Rochelle Mercedes Garza,675,515,114,45,1,0
Collin,119,Attorney General,NA,LIB,Mark Ash,48,34,11,3,0,0
Collin,119,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,Attorney General,NA,NON,UNDER VOTES,28,22,5,1,0,0
Collin,119,Comptroller of Public Accounts,NA,REP,Glenn Hegar,733,560,147,26,0,0
Collin,119,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,627,476,106,44,1,0
Collin,119,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,23,15,7,1,0,0
Collin,119,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,Comptroller of Public Accounts,NA,NON,UNDER VOTES,28,19,8,1,0,0
Collin,119,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,715,543,148,24,0,0
Collin,119,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,640,489,105,45,1,0
Collin,119,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",17,10,6,1,0,0
Collin,119,Commissioner of the General Land Office,NA,NON,Write-in,0,0,0,0,0,0
Collin,119,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,Commissioner of the General Land Office,NA,NON,UNDER VOTES,39,28,9,2,0,0
Collin,119,Commissioner of Agriculture,NA,REP,Sid Miller,722,550,146,26,0,0
Collin,119,Commissioner of Agriculture,NA,DEM,Susan Hays,643,491,108,43,1,0
Collin,119,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,Commissioner of Agriculture,NA,NON,UNDER VOTES,46,29,14,3,0,0
Collin,119,Railroad Commissioner,NA,REP,Wayne Christian,700,534,142,24,0,0
Collin,119,Railroad Commissioner,NA,DEM,Luke Warford,635,480,107,47,1,0
Collin,119,Railroad Commissioner,NA,LIB,Jaime Andres Diez,29,19,9,1,0,0
Collin,119,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,8,7,1,0,0,0
Collin,119,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,Railroad Commissioner,NA,NON,UNDER VOTES,39,30,9,0,0,0
Collin,119,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,711,547,139,25,0,0
Collin,119,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,643,486,110,46,1,0
Collin,119,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,21,12,8,1,0,0
Collin,119,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,119,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,36,25,11,0,0,0
Collin,119,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,722,556,140,26,0,0
