county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,limited
Collin,9,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,572,347,205,18,2,0
Collin,9,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,62,32,30,0,0,0
Collin,9,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,Comptroller of Public Accounts,NA,NON,UNDER VOTES,29,16,12,0,1,0
Collin,9,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,948,592,329,25,2,0
Collin,9,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,598,369,209,18,2,0
Collin,9,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",32,17,15,0,0,0
Collin,9,Commissioner of the General Land Office,NA,NON,Write-in,0,0,0,0,0,0
Collin,9,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,Commissioner of the General Land Office,NA,NON,UNDER VOTES,33,16,16,0,1,0
Collin,9,Commissioner of Agriculture,NA,REP,Sid Miller,950,601,323,24,2,0
Collin,9,Commissioner of Agriculture,NA,DEM,Susan Hays,625,376,228,19,2,0
Collin,9,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,Commissioner of Agriculture,NA,NON,UNDER VOTES,36,17,18,0,1,0
Collin,9,Railroad Commissioner,NA,REP,Wayne Christian,919,587,306,24,2,0
Collin,9,Railroad Commissioner,NA,DEM,Luke Warford,582,358,203,19,2,0
Collin,9,Railroad Commissioner,NA,LIB,Jaime Andres Diez,51,23,28,0,0,0
Collin,9,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,23,10,13,0,0,0
Collin,9,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,Railroad Commissioner,NA,NON,UNDER VOTES,36,16,19,0,1,0
Collin,9,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,923,587,310,24,2,0
Collin,9,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,593,363,209,19,2,0
Collin,9,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,57,26,31,0,0,0
Collin,9,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,38,18,19,0,1,0
Collin,9,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,954,601,327,24,2,0
Collin,9,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,612,374,217,19,2,0
Collin,9,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,45,19,25,0,1,0
Collin,9,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,935,597,312,24,2,0
Collin,9,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,627,372,234,19,2,0
Collin,9,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,49,25,23,0,1,0
Collin,9,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,934,591,317,24,2,0
Collin,9,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,627,378,228,19,2,0
Collin,9,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,50,25,24,0,1,0
Collin,9,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",950,601,323,24,2,0
Collin,9,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,606,364,221,19,2,0
Collin,9,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,55,29,25,0,1,0
Collin,9,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,911,584,301,24,2,0
Collin,9,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,578,356,201,19,2,0
Collin,9,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,73,29,44,0,0,0
Collin,9,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,1,1,0,0,0,0
Collin,9,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,48,24,23,0,1,0
Collin,9,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,9,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,9,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,9,State Senate,8,REP,Angela Paxton,900,570,305,23,2,0
Collin,9,State Senate,8,DEM,Jonathan Cocks,604,372,211,19,2,0
Collin,9,State Senate,8,LIB,Edward Kless,69,33,35,1,0,0
Collin,9,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,State Senate,8,NON,UNDER VOTES,38,19,18,0,1,0
Collin,9,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,9,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,9,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,9,State House,61,REP,Frederick Frazier,0,0,0,0,0,0
Collin,9,State House,61,DEM,Sheena King,0,0,0,0,0,0
Collin,9,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,State House,61,NON,UNDER VOTES,0,0,0,0,0,0
Collin,9,State House,66,REP,Matt Shaheen,0,0,0,0,0,0
Collin,9,State House,66,DEM,Jesse Ringness,0,0,0,0,0,0
Collin,9,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,State House,66,NON,UNDER VOTES,0,0,0,0,0,0
Collin,9,State House,67,REP,Jeff Leach,944,595,323,24,2,0
Collin,9,State House,67,DEM,Kevin Morris,616,374,221,19,2,0
Collin,9,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,State House,67,NON,UNDER VOTES,51,25,25,0,1,0
Collin,9,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,9,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,9,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,9,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,945,604,315,24,2,0
Collin,9,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,616,365,230,19,2,0
Collin,9,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,50,25,24,0,1,0
Collin,9,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,939,594,319,24,2,0
Collin,9,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,613,369,223,19,2,0
Collin,9,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,59,31,27,0,1,0
Collin,9,County Judge Ccd,NA,REP,Chris Hill,934,588,320,24,2,0
Collin,9,County Judge Ccd,NA,DEM,Joshua Murray,631,384,226,19,2,0
Collin,9,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,County Judge Ccd,NA,NON,UNDER VOTES,46,22,23,0,1,0
Collin,9,District Clerk Ccd,NA,REP,Mike Gould,947,597,324,24,2,0
Collin,9,District Clerk Ccd,NA,DEM,David Brignac,615,373,221,19,2,0
Collin,9,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,District Clerk Ccd,NA,NON,UNDER VOTES,49,24,24,0,1,0
Collin,9,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,9,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,9,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,9,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,947,595,326,24,2,0
Collin,9,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,619,376,222,19,2,0
Collin,9,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,45,23,21,0,1,0
Collin,9,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,9,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,9,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,9,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,10,Ballots Cast Total,NA,"NA",,455,306,126,23,0,0
Collin,10,U.S. House,3,REP,Keith Self,380,260,107,13,0,0
Collin,10,U.S. House,3,DEM,Sandeep Srivastava,61,38,13,10,0,0
Collin,10,U.S. House,3,LIB,Christopher Claytor,5,3,2,0,0,0
Collin,10,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,U.S. House,3,NON,UNDER VOTES,9,5,4,0,0,0
Collin,10,U.S. House,4,REP,Pat Fallon,0,0,0,0,0,0
Collin,10,U.S. House,4,DEM,Iro Omere,0,0,0,0,0,0
Collin,10,U.S. House,4,LIB,John Simmons,0,0,0,0,0,0
Collin,10,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,U.S. House,4,NON,UNDER VOTES,0,0,0,0,0,0
Collin,10,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,10,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,10,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,10,Governor,NA,REP,Greg Abbott,383,263,107,13,0,0
Collin,10,Governor,NA,DEM,Beto O'Rourke,67,40,17,10,0,0
Collin,10,Governor,NA,LIB,Mark Tippetts,3,2,1,0,0,0
Collin,10,Governor,NA,GRN,Delilah Barrios,0,0,0,0,0,0
Collin,10,Governor,NA,NON,Write-in,0,0,0,0,0,0
Collin,10,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,Governor,NA,NON,UNDER VOTES,2,1,1,0,0,0
Collin,10,Lieutenant Governor,NA,REP,Dan Patrick,373,256,104,13,0,0
Collin,10,Lieutenant Governor,NA,DEM,Mike Collier,68,40,18,10,0,0
Collin,10,Lieutenant Governor,NA,LIB,Shanna Steele,8,7,1,0,0,0
Collin,10,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,Lieutenant Governor,NA,NON,UNDER VOTES,6,3,3,0,0,0
Collin,10,Attorney General,NA,REP,Ken Paxton,372,254,105,13,0,0
Collin,10,Attorney General,NA,DEM,Rochelle Mercedes Garza,67,40,17,10,0,0
Collin,10,Attorney General,NA,LIB,Mark Ash,12,10,2,0,0,0
Collin,10,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,Attorney General,NA,NON,UNDER VOTES,4,2,2,0,0,0
Collin,10,Comptroller of Public Accounts,NA,REP,Glenn Hegar,377,260,104,13,0,0
Collin,10,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,64,39,15,10,0,0
Collin,10,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,8,5,3,0,0,0
Collin,10,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,Comptroller of Public Accounts,NA,NON,UNDER VOTES,6,2,4,0,0,0
Collin,10,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,378,263,102,13,0,0
Collin,10,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,66,38,18,10,0,0
Collin,10,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",3,2,1,0,0,0
Collin,10,Commissioner of the General Land Office,NA,NON,Write-in,0,0,0,0,0,0
Collin,10,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,Commissioner of the General Land Office,NA,NON,UNDER VOTES,8,3,5,0,0,0
Collin,10,Commissioner of Agriculture,NA,REP,Sid Miller,379,262,104,13,0,0
Collin,10,Commissioner of Agriculture,NA,DEM,Susan Hays,69,42,17,10,0,0
Collin,10,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,Commissioner of Agriculture,NA,NON,UNDER VOTES,7,2,5,0,0,0
Collin,10,Railroad Commissioner,NA,REP,Wayne Christian,371,257,101,13,0,0
Collin,10,Railroad Commissioner,NA,DEM,Luke Warford,63,38,15,10,0,0
Collin,10,Railroad Commissioner,NA,LIB,Jaime Andres Diez,10,7,3,0,0,0
Collin,10,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,3,1,2,0,0,0
Collin,10,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,Railroad Commissioner,NA,NON,UNDER VOTES,8,3,5,0,0,0
Collin,10,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,374,259,102,13,0,0
Collin,10,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,63,37,16,10,0,0
Collin,10,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,7,3,4,0,0,0
Collin,10,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,11,7,4,0,0,0
Collin,10,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,379,261,105,13,0,0
Collin,10,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,63,38,15,10,0,0
Collin,10,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,13,7,6,0,0,0
Collin,10,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,378,262,103,13,0,0
Collin,10,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,64,37,17,10,0,0
Collin,10,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,13,7,6,0,0,0
Collin,10,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,375,258,104,13,0,0
Collin,10,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,66,40,16,10,0,0
Collin,10,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,14,8,6,0,0,0
Collin,10,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",375,260,102,13,0,0
Collin,10,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,67,38,19,10,0,0
Collin,10,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,13,8,5,0,0,0
Collin,10,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,373,256,104,13,0,0
Collin,10,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,63,39,14,10,0,0
Collin,10,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,8,4,4,0,0,0
Collin,10,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,0,0,0,0,0,0
Collin,10,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,11,7,4,0,0,0
Collin,10,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,10,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,10,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,10,State Senate,8,REP,Angela Paxton,370,253,104,13,0,0
Collin,10,State Senate,8,DEM,Jonathan Cocks,64,39,15,10,0,0
Collin,10,State Senate,8,LIB,Edward Kless,10,8,2,0,0,0
Collin,10,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,State Senate,8,NON,UNDER VOTES,11,6,5,0,0,0
Collin,10,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,10,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,10,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,10,State House,61,REP,Frederick Frazier,0,0,0,0,0,0
Collin,10,State House,61,DEM,Sheena King,0,0,0,0,0,0
Collin,10,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,State House,61,NON,UNDER VOTES,0,0,0,0,0,0
Collin,10,State House,66,REP,Matt Shaheen,0,0,0,0,0,0
Collin,10,State House,66,DEM,Jesse Ringness,0,0,0,0,0,0
Collin,10,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,State House,66,NON,UNDER VOTES,0,0,0,0,0,0
Collin,10,State House,67,REP,Jeff Leach,372,255,104,13,0,0
Collin,10,State House,67,DEM,Kevin Morris,68,41,17,10,0,0
Collin,10,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,State House,67,NON,UNDER VOTES,15,10,5,0,0,0
Collin,10,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,10,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,10,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,10,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,376,258,105,13,0,0
Collin,10,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,67,40,17,10,0,0
Collin,10,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,12,8,4,0,0,0
Collin,10,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,374,260,101,13,0,0
Collin,10,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,68,39,19,10,0,0
Collin,10,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,13,7,6,0,0,0
Collin,10,County Judge Ccd,NA,REP,Chris Hill,375,259,103,13,0,0
Collin,10,County Judge Ccd,NA,DEM,Joshua Murray,69,40,19,10,0,0
Collin,10,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,County Judge Ccd,NA,NON,UNDER VOTES,11,7,4,0,0,0
Collin,10,District Clerk Ccd,NA,REP,Mike Gould,378,259,106,13,0,0
Collin,10,District Clerk Ccd,NA,DEM,David Brignac,63,39,14,10,0,0
Collin,10,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,District Clerk Ccd,NA,NON,UNDER VOTES,14,8,6,0,0,0
Collin,10,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,10,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,10,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,10,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,375,258,104,13,0,0
Collin,10,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,63,37,16,10,0,0
Collin,10,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,17,11,6,0,0,0
Collin,10,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,10,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,10,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,10,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,11,Ballots Cast Total,NA,"NA",,2291,1420,814,55,2,0
Collin,11,U.S. House,3,REP,Keith Self,1806,1133,645,27,1,0
Collin,11,U.S. House,3,DEM,Sandeep Srivastava,391,240,126,24,1,0
Collin,11,U.S. House,3,LIB,Christopher Claytor,54,23,29,2,0,0
Collin,11,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,U.S. House,3,NON,UNDER VOTES,40,24,14,2,0,0
Collin,11,U.S. House,4,REP,Pat Fallon,0,0,0,0,0,0
Collin,11,U.S. House,4,DEM,Iro Omere,0,0,0,0,0,0
Collin,11,U.S. House,4,LIB,John Simmons,0,0,0,0,0,0
Collin,11,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,U.S. House,4,NON,UNDER VOTES,0,0,0,0,0,0
Collin,11,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,11,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,11,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,11,Governor,NA,REP,Greg Abbott,1819,1139,651,28,1,0
Collin,11,Governor,NA,DEM,Beto O'Rourke,438,257,153,27,1,0
Collin,11,Governor,NA,LIB,Mark Tippetts,22,13,9,0,0,0
Collin,11,Governor,NA,GRN,Delilah Barrios,7,6,1,0,0,0
Collin,11,Governor,NA,NON,Write-in,0,0,0,0,0,0
Collin,11,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,Governor,NA,NON,UNDER VOTES,5,5,0,0,0,0
Collin,11,Lieutenant Governor,NA,REP,Dan Patrick,1775,1117,629,28,1,0
Collin,11,Lieutenant Governor,NA,DEM,Mike Collier,438,261,149,27,1,0
Collin,11,Lieutenant Governor,NA,LIB,Shanna Steele,53,27,26,0,0,0
Collin,11,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,Lieutenant Governor,NA,NON,UNDER VOTES,25,15,10,0,0,0
Collin,11,Attorney General,NA,REP,Ken Paxton,1742,1100,615,26,1,0
Collin,11,Attorney General,NA,DEM,Rochelle Mercedes Garza,429,255,149,24,1,0
Collin,11,Attorney General,NA,LIB,Mark Ash,82,45,33,4,0,0
Collin,11,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,Attorney General,NA,NON,UNDER VOTES,38,20,17,1,0,0
Collin,11,Comptroller of Public Accounts,NA,REP,Glenn Hegar,1818,1136,654,27,1,0
Collin,11,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,388,236,125,26,1,0
Collin,11,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,39,21,18,0,0,0
Collin,11,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,Comptroller of Public Accounts,NA,NON,UNDER VOTES,46,27,17,2,0,0
Collin,11,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,1818,1138,651,28,1,0
Collin,11,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,402,242,134,25,1,0
Collin,11,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",15,10,5,0,0,0
Collin,11,Commissioner of the General Land Office,NA,NON,Write-in,1,0,0,1,0,0
Collin,11,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,Commissioner of the General Land Office,NA,NON,UNDER VOTES,55,30,24,1,0,0
Collin,11,Commissioner of Agriculture,NA,REP,Sid Miller,1824,1137,660,26,1,0
Collin,11,Commissioner of Agriculture,NA,DEM,Susan Hays,415,255,134,25,1,0
Collin,11,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,Commissioner of Agriculture,NA,NON,UNDER VOTES,52,28,20,4,0,0
Collin,11,Railroad Commissioner,NA,REP,Wayne Christian,1786,1124,636,25,1,0
Collin,11,Railroad Commissioner,NA,DEM,Luke Warford,395,237,131,26,1,0
Collin,11,Railroad Commissioner,NA,LIB,Jaime Andres Diez,42,20,20,2,0,0
Collin,11,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,16,8,8,0,0,0
Collin,11,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,Railroad Commissioner,NA,NON,UNDER VOTES,52,31,19,2,0,0
Collin,11,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,1792,1126,638,27,1,0
Collin,11,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,398,237,135,25,1,0
Collin,11,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,35,17,16,2,0,0
Collin,11,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,66,40,25,1,0,0
Collin,11,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,1814,1135,650,28,1,0
Collin,11,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,403,243,135,24,1,0
Collin,11,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,74,42,29,3,0,0
Collin,11,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,1806,1135,642,28,1,0
Collin,11,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,408,243,139,25,1,0
Collin,11,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,77,42,33,2,0,0
Collin,11,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,1796,1128,640,27,1,0
Collin,11,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,419,248,145,25,1,0
Collin,11,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,11,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,76,44,29,3,0,0
Collin,11,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",1807,1137,643,26,1,0
Collin,11,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,408,240,141,26,1,0
Collin,11,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
