county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day,provisional
Kleberg,0005 Pct 22/23,"Justice of the Peace, Pct 2",,DEM,Nick Prado,202,13,127,62,0
Kleberg,0006 Pct 24,REGISTERED VOTERS,,,,1166,,,,
Kleberg,0006 Pct 24,BALLOTS CAST,,,,428,22,256,149,1
Kleberg,0006 Pct 24,U.S. House,34,REP,Mayra Flores,214,8,137,69,0
Kleberg,0006 Pct 24,U.S. House,34,DEM,Vicente Gonzalez,198,14,106,77,1
Kleberg,0006 Pct 24,U.S. House,34,IND,Chris Royal,10,0,7,3,0
Kleberg,0006 Pct 24,Governor,,REP,Greg Abbott,214,6,140,68,0
Kleberg,0006 Pct 24,Governor,,DEM,Beto O-Rourke,205,16,109,79,1
Kleberg,0006 Pct 24,Governor,,LIB,Mark Tippetts,4,0,2,2,0
Kleberg,0006 Pct 24,Governor,,GRN,Delilah Barrios,2,0,2,0,0
Kleberg,0006 Pct 24,Governor,,,WRITE-IN,0,0,0,0,0
Kleberg,0006 Pct 24,Lieutenant Governor,,REP,Dan Patrick,201,3,133,65,0
Kleberg,0006 Pct 24,Lieutenant Governor,,DEM,Mike Collier,194,16,106,71,1
Kleberg,0006 Pct 24,Lieutenant Governor,,LIB,Shanna Steele,17,1,7,9,0
Kleberg,0006 Pct 24,Attorney General,,REP,Ken Paxton,192,3,130,59,0
Kleberg,0006 Pct 24,Attorney General,,DEM,Rochelle Mercedes Garza,210,15,111,83,1
Kleberg,0006 Pct 24,Attorney General,,LIB,Mark Ash,8,2,4,2,0
Kleberg,0006 Pct 24,Comptroller of Public Accounts,,REP,Glenn Hegar,200,6,134,60,0
Kleberg,0006 Pct 24,Comptroller of Public Accounts,,DEM,Janet T Dudding,175,13,94,67,1
Kleberg,0006 Pct 24,Comptroller of Public Accounts,,LIB,V Alonzo Echevarria-Garza,34,3,16,15,0
Kleberg,0006 Pct 24,Comm General Land Office,,REP,Dawn Buckingham,164,5,108,51,0
Kleberg,0006 Pct 24,Comm General Land Office,,DEM,Jay Kleberg,245,16,136,92,1
Kleberg,0006 Pct 24,Comm General Land Office,,GRN,"Alfredo Molison, Jr",8,1,4,3,0
Kleberg,0006 Pct 24,Comm General Land Office,,,WRITE-IN,0,0,0,0,0
Kleberg,0006 Pct 24,Commissioner of Agriculture,,REP,Sid Miller,201,4,135,62,0
Kleberg,0006 Pct 24,Commissioner of Agriculture,,DEM,Susan Hays,207,16,110,80,1
Kleberg,0006 Pct 24,Railroad Commissioner,,REP,Wayne Christian,194,4,131,59,0
Kleberg,0006 Pct 24,Railroad Commissioner,,DEM,Luke Warford,181,13,98,69,1
Kleberg,0006 Pct 24,Railroad Commissioner,,LIB,Jaime Andres Diez,26,2,13,11,0
Kleberg,0006 Pct 24,Railroad Commissioner,,GRN,Hunter Wayne Crow,7,1,3,3,0
Kleberg,0006 Pct 24,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,199,5,133,61,0
Kleberg,0006 Pct 24,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,193,14,105,73,1
Kleberg,0006 Pct 24,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,14,2,6,6,0
Kleberg,0006 Pct 24,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,202,6,134,62,0
Kleberg,0006 Pct 24,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,205,15,110,79,1
Kleberg,0006 Pct 24,"Justice, Supreme Court, Place 9",,REP,Evan Young,194,5,129,60,0
Kleberg,0006 Pct 24,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,218,16,117,84,1
Kleberg,0006 Pct 24,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,213,6,139,68,0
Kleberg,0006 Pct 24,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,196,15,105,75,1
Kleberg,0006 Pct 24,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F McClure, III",205,6,132,67,0
Kleberg,0006 Pct 24,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,202,15,111,75,1
Kleberg,0006 Pct 24,"Member, State Board of Education",2,REP,LJ Francis,195,6,129,60,0
Kleberg,0006 Pct 24,"Member, State Board of Education",2,DEM,Victor Perez,215,15,116,83,1
Kleberg,0006 Pct 24,State Senate,27,REP,Adam Hinojosa,214,6,142,66,0
Kleberg,0006 Pct 24,State Senate,27,DEM,Moragan LaMantia,201,15,108,77,1
Kleberg,0006 Pct 24,"Justice, 13th Court of Appeals District, Place 3",,REP,Aaron Pena,199,6,130,63,0
Kleberg,0006 Pct 24,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,215,15,117,82,1
Kleberg,0006 Pct 24,County Judge,,REP,Rudy Madrid,263,9,171,83,0
Kleberg,0006 Pct 24,County Judge,,DEM,Al Garcia,156,12,79,64,1
Kleberg,0006 Pct 24,"Judge, County Court at Law",,REP,J Dean Craig,194,10,129,55,0
Kleberg,0006 Pct 24,"Judge, County Court at Law",,DEM,Jaime E Carrillo,222,11,121,89,1
Kleberg,0006 Pct 24,County Clerk,,REP,"Salvador ""Sonny"" Barrera, III",228,7,150,71,0
Kleberg,0006 Pct 24,County Clerk,,DEM,Andre Ortiz,187,14,98,74,1
Kleberg,0006 Pct 24,"Justice of the Peace, Pct 2",,REP,Brandon Wayne Barrera,232,9,144,79,0
Kleberg,0006 Pct 24,"Justice of the Peace, Pct 2",,DEM,Nick Prado,185,12,105,67,1
Kleberg,0006 Pct 24,Kleberg County Special Election,,,FOR,8,0,8,0,0
Kleberg,0006 Pct 24,Kleberg County Special Election,,,AGAINST,6,2,4,0,0
Kleberg,0006 Pct 24,School Board Trustee SGISD,,,April Grigg,0,0,0,0,0
Kleberg,0006 Pct 24,School Board Trustee SGISD,,,Jennifer Cash,0,0,0,0,0
Kleberg,0006 Pct 24,School Board Trustee SGISD,,,Delia Perez,0,0,0,0,0
Kleberg,0006 Pct 24,School Board Trustee SGISD,,,Carmen Falcon,0,0,0,0,0
Kleberg,0006 Pct 24,School Board Trustee SGISD,,,"Oscar Cortez, Jr",0,0,0,0,0
Kleberg,0007 Pct 31,REGISTERED VOTERS,,,,1852,,,,
Kleberg,0007 Pct 31,BALLOTS CAST,,,,754,45,484,223,2
Kleberg,0007 Pct 31,U.S. House,34,REP,Mayra Flores,396,13,262,119,2
Kleberg,0007 Pct 31,U.S. House,34,DEM,Vicente Gonzalez,329,29,208,92,0
Kleberg,0007 Pct 31,U.S. House,34,IND,Chris Royal,21,2,9,10,0
Kleberg,0007 Pct 31,Governor,,REP,Greg Abbott,397,14,270,111,2
Kleberg,0007 Pct 31,Governor,,DEM,Beto O-Rourke,343,28,210,105,0
Kleberg,0007 Pct 31,Governor,,LIB,Mark Tippetts,6,1,2,3,0
Kleberg,0007 Pct 31,Governor,,GRN,Delilah Barrios,3,1,0,2,0
Kleberg,0007 Pct 31,Governor,,,WRITE-IN,1,0,0,1,0
Kleberg,0007 Pct 31,Lieutenant Governor,,REP,Dan Patrick,396,13,267,114,2
Kleberg,0007 Pct 31,Lieutenant Governor,,DEM,Mike Collier,327,30,203,94,0
Kleberg,0007 Pct 31,Lieutenant Governor,,LIB,Shanna Steele,18,0,8,10,0
Kleberg,0007 Pct 31,Attorney General,,REP,Ken Paxton,378,14,253,109,2
Kleberg,0007 Pct 31,Attorney General,,DEM,Rochelle Mercedes Garza,344,28,215,101,0
Kleberg,0007 Pct 31,Attorney General,,LIB,Mark Ash,18,1,8,9,0
Kleberg,0007 Pct 31,Comptroller of Public Accounts,,REP,Glenn Hegar,388,13,256,117,2
Kleberg,0007 Pct 31,Comptroller of Public Accounts,,DEM,Janet T Dudding,319,28,204,87,0
Kleberg,0007 Pct 31,Comptroller of Public Accounts,,LIB,V Alonzo Echevarria-Garza,28,1,13,14,0
Kleberg,0007 Pct 31,Comm General Land Office,,REP,Dawn Buckingham,315,10,210,93,2
Kleberg,0007 Pct 31,Comm General Land Office,,DEM,Jay Kleberg,419,34,265,120,0
Kleberg,0007 Pct 31,Comm General Land Office,,GRN,"Alfredo Molison, Jr",8,0,4,4,0
Kleberg,0007 Pct 31,Comm General Land Office,,,WRITE-IN,1,0,0,1,0
Kleberg,0007 Pct 31,Commissioner of Agriculture,,REP,Sid Miller,388,13,257,116,2
Kleberg,0007 Pct 31,Commissioner of Agriculture,,DEM,Susan Hays,350,29,220,101,0
Kleberg,0007 Pct 31,Railroad Commissioner,,REP,Wayne Christian,374,12,249,111,2
Kleberg,0007 Pct 31,Railroad Commissioner,,DEM,Luke Warford,320,29,202,89,0
Kleberg,0007 Pct 31,Railroad Commissioner,,LIB,Jaime Andres Diez,23,1,13,9,0
Kleberg,0007 Pct 31,Railroad Commissioner,,GRN,Hunter Wayne Crow,12,0,5,7,0
Kleberg,0007 Pct 31,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,384,13,254,115,2
Kleberg,0007 Pct 31,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,335,28,209,98,0
Kleberg,0007 Pct 31,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,12,1,7,4,0
Kleberg,0007 Pct 31,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,389,12,259,116,2
Kleberg,0007 Pct 31,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,342,30,211,101,0
Kleberg,0007 Pct 31,"Justice, Supreme Court, Place 9",,REP,Evan Young,371,13,248,108,2
Kleberg,0007 Pct 31,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,366,31,225,110,0
Kleberg,0007 Pct 31,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,390,14,261,113,2
Kleberg,0007 Pct 31,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,342,29,210,103,0
Kleberg,0007 Pct 31,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F McClure, III",389,14,257,116,2
Kleberg,0007 Pct 31,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,341,29,212,100,0
Kleberg,0007 Pct 31,"Member, State Board of Education",2,REP,LJ Francis,374,12,248,112,2
Kleberg,0007 Pct 31,"Member, State Board of Education",2,DEM,Victor Perez,361,31,224,106,0
Kleberg,0007 Pct 31,State Senate,27,REP,Adam Hinojosa,404,15,266,121,2
Kleberg,0007 Pct 31,State Senate,27,DEM,Moragan LaMantia,331,30,206,95,0
Kleberg,0007 Pct 31,"Justice, 13th Court of Appeals District, Place 3",,REP,Aaron Pena,377,11,252,112,2
Kleberg,0007 Pct 31,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,355,34,216,105,0
Kleberg,0007 Pct 31,County Judge,,REP,Rudy Madrid,465,21,319,123,2
Kleberg,0007 Pct 31,County Judge,,DEM,Al Garcia,274,21,159,94,0
Kleberg,0007 Pct 31,"Judge, County Court at Law",,REP,J Dean Craig,366,13,252,99,2
Kleberg,0007 Pct 31,"Judge, County Court at Law",,DEM,Jaime E Carrillo,381,30,229,122,0
Kleberg,0007 Pct 31,County Clerk,,REP,"Salvador ""Sonny"" Barrera, III",426,18,280,126,2
Kleberg,0007 Pct 31,County Clerk,,DEM,Andre Ortiz,317,25,198,94,0
Kleberg,0007 Pct 31,"Justice of the Peace, Pct 3",,REP,Chris Lee,407,13,267,125,2
Kleberg,0007 Pct 31,"Justice of the Peace, Pct 3",,DEM,"Cicildo ""Cid"" Zavala",332,31,207,94,0
Kleberg,0008 Pct 32,REGISTERED VOTERS,,,,678,,,,
Kleberg,0008 Pct 32,BALLOTS CAST,,,,228,13,127,88,0
Kleberg,0008 Pct 32,U.S. House,34,REP,Mayra Flores,87,6,51,30,0
Kleberg,0008 Pct 32,U.S. House,34,DEM,Vicente Gonzalez,133,7,71,55,0
Kleberg,0008 Pct 32,U.S. House,34,IND,Chris Royal,6,0,4,2,0
Kleberg,0008 Pct 32,Governor,,REP,Greg Abbott,96,6,57,33,0
Kleberg,0008 Pct 32,Governor,,DEM,Beto O-Rourke,127,6,67,54,0
Kleberg,0008 Pct 32,Governor,,LIB,Mark Tippetts,1,0,1,0,0
Kleberg,0008 Pct 32,Governor,,GRN,Delilah Barrios,1,0,1,0,0
Kleberg,0008 Pct 32,Governor,,,WRITE-IN,0,0,0,0,0
Kleberg,0008 Pct 32,Lieutenant Governor,,REP,Dan Patrick,94,6,53,35,0
Kleberg,0008 Pct 32,Lieutenant Governor,,DEM,Mike Collier,128,7,70,51,0
Kleberg,0008 Pct 32,Lieutenant Governor,,LIB,Shanna Steele,3,0,2,1,0
Kleberg,0008 Pct 32,Attorney General,,REP,Ken Paxton,92,6,51,35,0
Kleberg,0008 Pct 32,Attorney General,,DEM,Rochelle Mercedes Garza,129,7,71,51,0
Kleberg,0008 Pct 32,Attorney General,,LIB,Mark Ash,3,0,2,1,0
Kleberg,0008 Pct 32,Comptroller of Public Accounts,,REP,Glenn Hegar,92,6,53,33,0
Kleberg,0008 Pct 32,Comptroller of Public Accounts,,DEM,Janet T Dudding,124,6,67,51,0
Kleberg,0008 Pct 32,Comptroller of Public Accounts,,LIB,V Alonzo Echevarria-Garza,6,0,4,2,0
Kleberg,0008 Pct 32,Comm General Land Office,,REP,Dawn Buckingham,78,6,43,29,0
Kleberg,0008 Pct 32,Comm General Land Office,,DEM,Jay Kleberg,145,6,80,59,0
Kleberg,0008 Pct 32,Comm General Land Office,,GRN,"Alfredo Molison, Jr",3,0,3,0,0
Kleberg,0008 Pct 32,Comm General Land Office,,,WRITE-IN,0,0,0,0,0
Kleberg,0008 Pct 32,Commissioner of Agriculture,,REP,Sid Miller,98,6,58,34,0
Kleberg,0008 Pct 32,Commissioner of Agriculture,,DEM,Susan Hays,128,7,68,53,0
Kleberg,0008 Pct 32,Railroad Commissioner,,REP,Wayne Christian,91,6,53,32,0
Kleberg,0008 Pct 32,Railroad Commissioner,,DEM,Luke Warford,122,7,66,49,0
Kleberg,0008 Pct 32,Railroad Commissioner,,LIB,Jaime Andres Diez,9,0,5,4,0
Kleberg,0008 Pct 32,Railroad Commissioner,,GRN,Hunter Wayne Crow,2,0,1,1,0
Kleberg,0008 Pct 32,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,88,6,52,30,0
Kleberg,0008 Pct 32,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,129,6,68,55,0
Kleberg,0008 Pct 32,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,6,0,5,1,0
Kleberg,0008 Pct 32,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,92,6,52,34,0
Kleberg,0008 Pct 32,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,131,6,72,53,0
Kleberg,0008 Pct 32,"Justice, Supreme Court, Place 9",,REP,Evan Young,88,6,50,32,0
Kleberg,0008 Pct 32,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,137,7,75,55,0
Kleberg,0008 Pct 32,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,93,6,55,32,0
Kleberg,0008 Pct 32,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,130,7,69,54,0
Kleberg,0008 Pct 32,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F McClure, III",96,6,57,33,0
Kleberg,0008 Pct 32,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,127,7,67,53,0
Kleberg,0008 Pct 32,"Member, State Board of Education",2,REP,LJ Francis,88,6,51,31,0
Kleberg,0008 Pct 32,"Member, State Board of Education",2,DEM,Victor Perez,136,7,73,56,0
Kleberg,0008 Pct 32,State Senate,27,REP,Adam Hinojosa,99,6,57,36,0
Kleberg,0008 Pct 32,State Senate,27,DEM,Moragan LaMantia,128,7,70,51,0
Kleberg,0008 Pct 32,"Justice, 13th Court of Appeals District, Place 3",,REP,Aaron Pena,92,6,54,32,0
Kleberg,0008 Pct 32,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,132,7,69,56,0
Kleberg,0008 Pct 32,County Judge,,REP,Rudy Madrid,139,7,78,54,0
Kleberg,0008 Pct 32,County Judge,,DEM,Al Garcia,85,5,46,34,0
Kleberg,0008 Pct 32,"Judge, County Court at Law",,REP,J Dean Craig,95,7,52,36,0
Kleberg,0008 Pct 32,"Judge, County Court at Law",,DEM,Jaime E Carrillo,132,6,74,52,0
Kleberg,0008 Pct 32,County Clerk,,REP,"Salvador ""Sonny"" Barrera, III",106,6,65,35,0
Kleberg,0008 Pct 32,County Clerk,,DEM,Andre Ortiz,120,7,60,53,0
Kleberg,0008 Pct 32,"Justice of the Peace, Pct 3",,REP,Chris Lee,99,6,58,35,0
Kleberg,0008 Pct 32,"Justice of the Peace, Pct 3",,DEM,"Cicildo ""Cid"" Zavala",126,7,67,52,0
Kleberg,0009 Pct 33,REGISTERED VOTERS,,,,484,,,,
Kleberg,0009 Pct 33,BALLOTS CAST,,,,274,7,183,84,0
Kleberg,0009 Pct 33,U.S. House,34,REP,Mayra Flores,195,4,127,64,0
Kleberg,0009 Pct 33,U.S. House,34,DEM,Vicente Gonzalez,72,3,50,19,0
Kleberg,0009 Pct 33,U.S. House,34,IND,Chris Royal,2,0,2,0,0
Kleberg,0009 Pct 33,Governor,,REP,Greg Abbott,191,4,129,58,0
Kleberg,0009 Pct 33,Governor,,DEM,Beto O-Rourke,79,2,52,25,0
Kleberg,0009 Pct 33,Governor,,LIB,Mark Tippetts,1,0,0,1,0
Kleberg,0009 Pct 33,Governor,,GRN,Delilah Barrios,2,0,2,0,0
Kleberg,0009 Pct 33,Governor,,,WRITE-IN,0,0,0,0,0
Kleberg,0009 Pct 33,Lieutenant Governor,,REP,Dan Patrick,188,5,125,58,0
Kleberg,0009 Pct 33,Lieutenant Governor,,DEM,Mike Collier,77,2,53,22,0
Kleberg,0009 Pct 33,Lieutenant Governor,,LIB,Shanna Steele,5,0,2,3,0
Kleberg,0009 Pct 33,Attorney General,,REP,Ken Paxton,180,5,119,56,0
Kleberg,0009 Pct 33,Attorney General,,DEM,Rochelle Mercedes Garza,80,2,54,24,0
Kleberg,0009 Pct 33,Attorney General,,LIB,Mark Ash,9,0,7,2,0
Kleberg,0009 Pct 33,Comptroller of Public Accounts,,REP,Glenn Hegar,187,4,125,58,0
Kleberg,0009 Pct 33,Comptroller of Public Accounts,,DEM,Janet T Dudding,75,3,52,20,0
Kleberg,0009 Pct 33,Comptroller of Public Accounts,,LIB,V Alonzo Echevarria-Garza,4,0,1,3,0
Kleberg,0009 Pct 33,Comm General Land Office,,REP,Dawn Buckingham,141,2,93,46,0
Kleberg,0009 Pct 33,Comm General Land Office,,DEM,Jay Kleberg,130,5,88,37,0
Kleberg,0009 Pct 33,Comm General Land Office,,GRN,"Alfredo Molison, Jr",1,0,1,0,0
Kleberg,0009 Pct 33,Comm General Land Office,,,WRITE-IN,0,0,0,0,0
Kleberg,0009 Pct 33,Commissioner of Agriculture,,REP,Sid Miller,191,5,128,58,0
Kleberg,0009 Pct 33,Commissioner of Agriculture,,DEM,Susan Hays,78,2,52,24,0
Kleberg,0009 Pct 33,Railroad Commissioner,,REP,Wayne Christian,188,4,124,60,0
Kleberg,0009 Pct 33,Railroad Commissioner,,DEM,Luke Warford,69,3,48,18,0
Kleberg,0009 Pct 33,Railroad Commissioner,,LIB,Jaime Andres Diez,6,0,3,3,0
Kleberg,0009 Pct 33,Railroad Commissioner,,GRN,Hunter Wayne Crow,2,0,2,0,0
Kleberg,0009 Pct 33,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,181,4,120,57,0
Kleberg,0009 Pct 33,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,81,3,57,21,0
Kleberg,0009 Pct 33,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,4,0,1,3,0
Kleberg,0009 Pct 33,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,188,4,126,58,0
Kleberg,0009 Pct 33,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,78,3,52,23,0
Kleberg,0009 Pct 33,"Justice, Supreme Court, Place 9",,REP,Evan Young,180,4,117,59,0
Kleberg,0009 Pct 33,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,89,3,63,23,0
Kleberg,0009 Pct 33,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,186,3,122,61,0
Kleberg,0009 Pct 33,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,80,4,55,21,0
Kleberg,0009 Pct 33,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F McClure, III",183,4,121,58,0
Kleberg,0009 Pct 33,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,82,3,56,23,0
Kleberg,0009 Pct 33,"Member, State Board of Education",2,REP,LJ Francis,181,4,119,58,0
Kleberg,0009 Pct 33,"Member, State Board of Education",2,DEM,Victor Perez,86,2,60,24,0
Kleberg,0009 Pct 33,State Senate,27,REP,Adam Hinojosa,186,4,123,59,0
Kleberg,0009 Pct 33,State Senate,27,DEM,Moragan LaMantia,85,3,58,24,0
Kleberg,0009 Pct 33,"Justice, 13th Court of Appeals District, Place 3",,REP,Aaron Pena,178,4,116,58,0
Kleberg,0009 Pct 33,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,91,3,63,25,0
Kleberg,0009 Pct 33,County Judge,,REP,Rudy Madrid,204,6,127,71,0
Kleberg,0009 Pct 33,County Judge,,DEM,Al Garcia,62,1,48,13,0
Kleberg,0009 Pct 33,"Judge, County Court at Law",,REP,J Dean Craig,165,5,108,52,0
Kleberg,0009 Pct 33,"Judge, County Court at Law",,DEM,Jaime E Carrillo,106,2,73,31,0
Kleberg,0009 Pct 33,County Clerk,,REP,"Salvador ""Sonny"" Barrera, III",192,5,125,62,0
Kleberg,0009 Pct 33,County Clerk,,DEM,Andre Ortiz,76,2,53,21,0
Kleberg,0009 Pct 33,"Justice of the Peace, Pct 3",,REP,Chris Lee,175,3,115,57,0
Kleberg,0009 Pct 33,"Justice of the Peace, Pct 3",,DEM,"Cicildo ""Cid"" Zavala",93,4,64,25,0
Kleberg,0009 Pct 33,Kleberg County Special Election,,,FOR,73,3,46,24,0
Kleberg,0009 Pct 33,Kleberg County Special Election,,,AGAINST,112,2,76,34,0
Kleberg,0009 Pct 33,School Board Trustee SGISD,,,April Grigg,23,2,16,5,0
Kleberg,0009 Pct 33,School Board Trustee SGISD,,,Jennifer Cash,24,2,16,6,0
Kleberg,0009 Pct 33,School Board Trustee SGISD,,,Delia Perez,13,1,10,2,0
Kleberg,0009 Pct 33,School Board Trustee SGISD,,,Carmen Falcon,27,3,18,6,0
Kleberg,0009 Pct 33,School Board Trustee SGISD,,,"Oscar Cortez, Jr",23,3,15,5,0
Kleberg,0010 Pct 34,REGISTERED VOTERS,,,,1134,,,,
Kleberg,0010 Pct 34,BALLOTS CAST,,,,585,27,281,276,1
Kleberg,0010 Pct 34,U.S. House,34,REP,Mayra Flores,407,16,189,201,1
Kleberg,0010 Pct 34,U.S. House,34,DEM,Vicente Gonzalez,151,9,82,60,0
Kleberg,0010 Pct 34,U.S. House,34,IND,Chris Royal,17,1,4,12,0
Kleberg,0010 Pct 34,Governor,,REP,Greg Abbott,412,18,187,206,1
Kleberg,0010 Pct 34,Governor,,DEM,Beto O-Rourke,161,8,88,65,0
Kleberg,0010 Pct 34,Governor,,LIB,Mark Tippetts,6,1,2,3,0
Kleberg,0010 Pct 34,Governor,,GRN,Delilah Barrios,0,0,0,0,0
Kleberg,0010 Pct 34,Governor,,,WRITE-IN,0,0,0,0,0
Kleberg,0010 Pct 34,Lieutenant Governor,,REP,Dan Patrick,405,17,184,203,1
Kleberg,0010 Pct 34,Lieutenant Governor,,DEM,Mike Collier,162,9,90,63,0
Kleberg,0010 Pct 34,Lieutenant Governor,,LIB,Shanna Steele,9,1,2,6,0
Kleberg,0010 Pct 34,Attorney General,,REP,Ken Paxton,396,16,179,200,1
Kleberg,0010 Pct 34,Attorney General,,DEM,Rochelle Mercedes Garza,166,10,88,68,0
Kleberg,0010 Pct 34,Attorney General,,LIB,Mark Ash,8,1,3,4,0
Kleberg,0010 Pct 34,Comptroller of Public Accounts,,REP,Glenn Hegar,397,16,182,198,1
Kleberg,0010 Pct 34,Comptroller of Public Accounts,,DEM,Janet T Dudding,162,9,85,68,0
Kleberg,0010 Pct 34,Comptroller of Public Accounts,,LIB,V Alonzo Echevarria-Garza,12,2,4,6,0
Kleberg,0010 Pct 34,Comm General Land Office,,REP,Dawn Buckingham,346,13,159,173,1
Kleberg,0010 Pct 34,Comm General Land Office,,DEM,Jay Kleberg,228,14,118,96,0
Kleberg,0010 Pct 34,Comm General Land Office,,GRN,"Alfredo Molison, Jr",2,0,0,2,0
Kleberg,0010 Pct 34,Comm General Land Office,,,WRITE-IN,0,0,0,0,0
Kleberg,0010 Pct 34,Commissioner of Agriculture,,REP,Sid Miller,398,17,181,199,1
Kleberg,0010 Pct 34,Commissioner of Agriculture,,DEM,Susan Hays,178,10,96,72,0
Kleberg,0010 Pct 34,Railroad Commissioner,,REP,Wayne Christian,389,15,178,195,1
Kleberg,0010 Pct 34,Railroad Commissioner,,DEM,Luke Warford,161,9,85,67,0
Kleberg,0010 Pct 34,Railroad Commissioner,,LIB,Jaime Andres Diez,16,3,5,8,0
Kleberg,0010 Pct 34,Railroad Commissioner,,GRN,Hunter Wayne Crow,3,0,3,0,0
Kleberg,0010 Pct 34,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,393,15,181,196,1
Kleberg,0010 Pct 34,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,168,10,89,69,0
Kleberg,0010 Pct 34,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,10,2,3,5,0
Kleberg,0010 Pct 34,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,401,17,183,200,1
Kleberg,0010 Pct 34,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,168,10,90,68,0
Kleberg,0010 Pct 34,"Justice, Supreme Court, Place 9",,REP,Evan Young,390,17,179,193,1
Kleberg,0010 Pct 34,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,179,8,95,76,
Kleberg,0010 Pct 34,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,393,17,179,196,1
Kleberg,0010 Pct 34,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,174,9,92,73,
Kleberg,0010 Pct 34,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F McClure, III",397,17,181,198,1
Kleberg,0010 Pct 34,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,172,8,94,70,0
Kleberg,0010 Pct 34,"Member, State Board of Education",2,REP,LJ Francis,393,16,184,192,1
Kleberg,0010 Pct 34,"Member, State Board of Education",2,DEM,Victor Perez,175,10,88,77,0
Kleberg,0010 Pct 34,State Senate,27,REP,Adam Hinojosa,412,16,189,206,1
Kleberg,0010 Pct 34,State Senate,27,DEM,Moragan LaMantia,158,10,83,65,0
Kleberg,0010 Pct 34,"Justice, 13th Court of Appeals District, Place 3",,REP,Aaron Pena,385,18,177,189,1
Kleberg,0010 Pct 34,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,180,8,93,79,
Kleberg,0010 Pct 34,County Judge,,REP,Rudy Madrid,399,18,184,196,1
Kleberg,0010 Pct 34,County Judge,,DEM,Al Garcia,165,8,89,68,0
Kleberg,0010 Pct 34,"Judge, County Court at Law",,REP,J Dean Craig,381,19,171,191,0
Kleberg,0010 Pct 34,"Judge, County Court at Law",,DEM,Jaime E Carrillo,190,7,102,80,1
