county,precinct,office,district,candidate,party,votes,election_day,early_voting,mail
Comal,PRECINCT 305,State House,District 73,Rex Black,LIB,107,48,58,1
Comal,PRECINCT 401,State House,District 73,Rex Black,LIB,140,36,99,5
Comal,PRECINCT 402,State House,District 73,Rex Black,LIB,316,115,194,7
Comal,PRECINCT 403,State House,District 73,Rex Black,LIB,270,106,151,13
Comal,PRECINCT 404,State House,District 73,Rex Black,LIB,400,111,264,25
Comal,PRECINCT 405,State House,District 73,Rex Black,LIB,244,76,154,14
Comal,PRECINCT 406,State House,District 73,Rex Black,LIB,276,112,154,10
Comal,PRECINCT 101,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 102,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 103,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 104,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 105,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 106,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 201,State House,District 73,OVER VOTES,,1,0,0,1
Comal,PRECINCT 202,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 203,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 204,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 205,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 206,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 301,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 302,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 303,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 304,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 305,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 401,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 402,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 403,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 404,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 405,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 406,State House,District 73,OVER VOTES,,0,0,0,0
Comal,PRECINCT 101,State House,District 73,UNDER VOTES,,338,76,242,20
Comal,PRECINCT 102,State House,District 73,UNDER VOTES,,212,50,139,23
Comal,PRECINCT 103,State House,District 73,UNDER VOTES,,200,40,144,16
Comal,PRECINCT 104,State House,District 73,UNDER VOTES,,159,34,112,13
Comal,PRECINCT 105,State House,District 73,UNDER VOTES,,371,140,208,23
Comal,PRECINCT 106,State House,District 73,UNDER VOTES,,305,77,215,13
Comal,PRECINCT 201,State House,District 73,UNDER VOTES,,245,65,154,26
Comal,PRECINCT 202,State House,District 73,UNDER VOTES,,74,21,51,2
Comal,PRECINCT 203,State House,District 73,UNDER VOTES,,177,45,119,13
Comal,PRECINCT 204,State House,District 73,UNDER VOTES,,349,88,230,31
Comal,PRECINCT 205,State House,District 73,UNDER VOTES,,401,74,306,21
Comal,PRECINCT 206,State House,District 73,UNDER VOTES,,350,66,209,75
Comal,PRECINCT 301,State House,District 73,UNDER VOTES,,523,229,225,69
Comal,PRECINCT 302,State House,District 73,UNDER VOTES,,524,152,298,74
Comal,PRECINCT 303,State House,District 73,UNDER VOTES,,203,78,74,51
Comal,PRECINCT 304,State House,District 73,UNDER VOTES,,374,129,229,16
Comal,PRECINCT 305,State House,District 73,UNDER VOTES,,127,34,70,23
Comal,PRECINCT 401,State House,District 73,UNDER VOTES,,150,23,102,25
Comal,PRECINCT 402,State House,District 73,UNDER VOTES,,329,95,218,16
Comal,PRECINCT 403,State House,District 73,UNDER VOTES,,288,96,171,21
Comal,PRECINCT 404,State House,District 73,UNDER VOTES,,373,92,254,27
Comal,PRECINCT 405,State House,District 73,UNDER VOTES,,241,62,159,20
Comal,PRECINCT 406,State House,District 73,UNDER VOTES,,265,76,163,26
